Let	NP	Let
recipe	NN	recipe
for	IN	for
the	DT	the
good	JJ	good
life	NN	life
.	SENT	.
I	PP	I
guess	VBP	guess
what	WP	what
has	VBZ	have
been	VBN	be
your	PP$	your
biggest	JJS	big
takeaway	NN	<unknown>
from	IN	from
doing	VBG	do
this	DT	this
work	NN	work
beyond	IN	beyond
that	DT	that
?	SENT	?
DHP	NN	DHP
:	:	:
I	PP	I
found	VBD	find
it	PP	it
really	RB	really
interesting	JJ	interesting
how	WRB	how
much	JJ	much
people	NNS	people
want	VBP	want
to	TO	to
talk	VB	talk
about	IN	about
this	DT	this
,	,	,
and	CC	and
that	IN	that
'	POS	'
s	NN	S
what	WP	what
got	VBD	get
me	PP	me
on	IN	on
it	PP	it
in	IN	in
the	DT	the
first	JJ	first
place	NN	place
.	SENT	.
That	DT	that
is	VBZ	be
,	,	,
I	PP	I
had	VBD	have
an	DT	an
experience	NN	experience
in	IN	in
my	PP$	my
life	NN	life
where	WRB	where
one	CD	one
of	IN	of
my	PP$	my
kids	NNS	kid
graduated	VBN	graduate
from	IN	from
college	NN	college
,	,	,
and	CC	and
that	DT	that
sort	NN	sort
of	IN	of
marker	NN	marker
in	IN	in
my	PP$	my
life	NN	life
made	VBD	make
me	PP	me
start	VBP	start
thinking	VBG	think
about	IN	about
what	WP	what
regrets	VBZ	regret
that	IN	that
I	PP	I
had	VBD	have
.	SENT	.
And	CC	and
I	PP	I
just	RB	just
mentioned	VBD	mention
it	PP	it
to	TO	to
a	DT	a
few	JJ	few
people	NNS	people
,	,	,
and	CC	and
I	PP	I
found	VBD	find
them	PP	them
,	,	,
like	VB	like
,	,	,
leaning	VBG	lean
in	IN	in
to	TO	to
the	DT	the
conversation	NN	conversation
.	SENT	.
So	RB	so
I	PP	I
was	VBD	be
amazed	VBN	amaze
at	IN	at
how	WRB	how
much	JJ	much
people	NNS	people
want	VBP	want
to	TO	to
talk	VB	talk
about	IN	about
this	DT	this
and	CC	and
how	WRB	how
much	JJ	much
this	DT	this
taboo	NN	taboo
of	IN	of
like	IN	like
,	,	,
"	``	"
Oh	UH	oh
,	,	,
I	PP	I
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
any	DT	any
regrets	VBZ	regret
,	,	,
"	``	"
is	VBZ	be
so	RB	so
ridiculous	JJ	ridiculous
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
absurd	JJ	absurd
.	SENT	.
And	CC	and
that	DT	that
if	IN	if
we	PP	we
actually	RB	actually
start	VBP	start
talking	VBG	talk
about	IN	about
it	PP	it
,	,	,
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
be	VB	be
better	RBR	well
off	RP	off
.	SENT	.
For	IN	for
me	PP	me
personally	RB	personally
,	,	,
I	PP	I
think	VBP	think
that	IN	that
the	DT	the
biggest	JJS	big
takeaway	NN	<unknown>
was	VBD	be
the	DT	the
.	SENT	.
.	SENT	.
.	SENT	.
Was	VBD	be
the	DT	the
connection	NN	connection
regrets	VBZ	regret
.	SENT	.
Because	IN	because
I	PP	I
had	VBD	have
so	RB	so
many	JJ	many
people	NNS	people
who	WP	who
had	VBD	have
the	DT	the
same	JJ	same
story	NN	story
where	WRB	where
they	PP	they
had	VBD	have
a	DT	a
friendship	NN	friendship
,	,	,
some	DT	some
kind	NN	kind
of	IN	of
relationship	NN	relationship
,	,	,
and	CC	and
it	PP	it
comes	VBZ	come
apart	RB	apart
,	,	,
and	CC	and
they	PP	they
want	VBP	want
to	TO	to
reach	VB	reach
out	RP	out
and	CC	and
they	PP	they
say	VBP	say
,	,	,
"	``	"
Oh	UH	oh
no	UH	no
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
be	VB	be
really	RB	really
awkward	JJ	awkward
.	SENT	.
And	CC	and
the	DT	the
other	JJ	other
side	NN	side
'	POS	'
s	NN	S
not	RB	not
going	VBG	go
to	TO	to
care	VB	care
.	SENT	.
"	``	"
And	CC	and
we	PP	we
'	POS	'
re	NN	re
so	RB	so
wrong	JJ	wrong
about	IN	about
that	DT	that
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
awkward	JJ	awkward
,	,	,
and	CC	and
the	DT	the
other	JJ	other
side	NN	side
almost	RB	almost
always	RB	always
appreciates	VBZ	appreciate
it	PP	it
.	SENT	.
And	CC	and
so	RB	so
for	IN	for
me	PP	me
,	,	,
I	PP	I
guess	VBP	guess
the	DT	the
takeaway	NN	<unknown>
is	VBZ	be
if	IN	if
I	PP	I
'	POS	'
m	NN	m
at	IN	at
a	DT	a
juncture	NN	juncture
in	IN	in
my	PP$	my
life	NN	life
where	WRB	where
I	PP	I
'	POS	'
m	NN	m
thinking	NN	thinking
,	,	,
"	``	"
Should	MD	should
I	PP	I
reach	VB	reach
out	RP	out
or	CC	or
should	MD	should
I	PP	I
not	RB	not
reach	VBP	reach
out	RP	out
?	SENT	?
"	''	"
I	NP	I
'	POS	'
ve	NN	ve
answered	VBD	answer
the	DT	the
question	NN	question
.	SENT	.
That	IN	that
the	DT	the
answer	NN	answer
to	TO	to
that	DT	that
question	NN	question
at	IN	at
that	DT	that
juncture	NN	juncture
,	,	,
if	IN	if
you	PP	you
reach	VBP	reach
that	DT	that
juncture	NN	juncture
,	,	,
the	DT	the
answer	NN	answer
is	VBZ	be
,	,	,
always	RB	always
reach	VB	reach
out	RP	out
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
especially	RB	especially
coming	VBG	come
out	RP	out
a	DT	a
time	NN	time
like	IN	like
this	DT	this
,	,	,
Whitney	NP	Whitney
,	,	,
we	PP	we
need	VBP	need
that	DT	that
sense	NN	sense
of	IN	of
of	IN	of
connection	NN	connection
.	SENT	.
And	CC	and
so	RB	so
the	DT	the
ethic	NN	ethic
of	IN	of
always	RB	always
reaching	VBG	reach
out	RP	out
,	,	,
to	TO	to
me	PP	me
,	,	,
is	VBZ	be
one	CD	one
of	IN	of
the	DT	the
best	JJS	good
life	NN	life
lessons	NNS	lesson
that	IN	that
I	NP	I
'	POS	'
ve	NN	ve
learned	VBD	learn
.	SENT	.
WPR	NP	WPR
:	:	:
Well	UH	well
,	,	,
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
do	VB	do
something	NN	something
a	DT	a
little	JJ	little
interesting	JJ	interesting
next	JJ	next
,	,	,
Dan	NP	Dan
,	,	,
which	WDT	which
is	VBZ	be
have	VB	have
some	DT	some
Members	NNS	member
share	VBP	share
their	PP$	their
own	JJ	own
regrets	NNS	regret
.	SENT	.
And	CC	and
so	RB	so
I	PP	I
want	VBP	want
to	TO	to
,	,	,
I	PP	I
guess	VBP	guess
,	,	,
hand	NN	hand
things	NNS	thing
over	IN	over
to	TO	to
you	PP	you
right	RB	right
now	RB	now
so	RB	so
that	IN	that
you	PP	you
can	MD	can
bring	VB	bring
in	IN	in
our	PP$	our
first	JJ	first
Member	NP	Member
and	CC	and
we	PP	we
can	MD	can
explore	VB	explore
more	RBR	more
what	WP	what
this	DT	this
process	NN	process
of	IN	of
thinking	VBG	think
about	IN	about
making	VBG	make
our	PP$	our
regrets	NNS	regret
help	VB	help
us	PP	us
live	VB	live
the	DT	the
good	JJ	good
life	NN	life
actually	RB	actually
looks	VBZ	look
like	IN	like
.	SENT	.
DHP	NN	DHP
:	:	:
Sure	JJ	sure
,	,	,
sure	JJ	sure
.	SENT	.
And	CC	and
so	RB	so
let	VB	let
'	''	'
s	NNS	<unknown>
bring	VBP	bring
on	IN	on
Lily	NP	Lily
.	SENT	.
I	PP	I
don	VBP	don
'	''	'
t	NN	t
want	VBP	want
it	PP	it
to	TO	to
sound	VB	sound
like	IN	like
a	DT	a
magic	JJ	magic
act	NN	act
,	,	,
but	CC	but
Lily	NP	Lily
and	CC	and
I	NP	I
don	NN	don
'	POS	'
t	NN	t
know	VBP	know
each	DT	each
other	JJ	other
.	SENT	.
We	PP	we
haven	NN	haven
'	POS	'
t	NN	t
gone	VBN	go
through	IN	through
this	DT	this
before	IN	before
,	,	,
but	CC	but
what	WP	what
I	PP	I
want	VBP	want
to	TO	to
try	VB	try
to	TO	to
do	VB	do
is	VBZ	be
actually	RB	actually
,	,	,
the	DT	the
hearing	NN	hearing
of	IN	of
the	DT	the
stories	NNS	story
of	IN	of
people	NNS	people
'	POS	'
s	NN	S
regrets	VBZ	regret
I	PP	I
think	VBP	think
is	VBZ	be
super	JJ	super
interesting	JJ	interesting
and	CC	and
revealing	JJ	revealing
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
hear	VB	hear
Lily	NP	Lily
'	POS	'
s	NN	S
regret	NN	regret
,	,	,
and	CC	and
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
talk	VB	talk
through	IN	through
what	WP	what
science	NN	science
says	VBZ	say
might	MD	might
be	VB	be
some	DT	some
appropriate	JJ	appropriate
responses	NNS	response
to	TO	to
that	DT	that
.	SENT	.
So	RB	so
,	,	,
Lily	NP	Lily
,	,	,
welcome	JJ	welcome
.	SENT	.
Lily	NP	Lily
:	:	:
Thank	VB	thank
you	PP	you
,	,	,
hi	UH	hi
everyone	NN	everyone
.	SENT	.
DHP	NN	DHP
:	:	:
And	CC	and
tell	VB	tell
us	PP	us
where	WRB	where
you	PP	you
are	VBP	be
.	SENT	.
L	NP	L
:	:	:
I	PP	I
'	POS	'
m	NN	m
currently	RB	currently
in	IN	in
Brooklyn	NP	Brooklyn
,	,	,
New	NP	New
York	NP	York
.	SENT	.
DHP	NP	DHP
:	:	:
Brooklyn	NP	Brooklyn
is	VBZ	be
in	IN	in
the	DT	the
house	NN	house
here	RB	here
at	IN	at
TED	VB	ted
Membership	NN	membership
.	SENT	.
So	IN	so
Lily	NP	Lily
,	,	,
tell	VB	tell
us	PP	us
you	PP	you
regret	VBP	regret
.	SENT	.
L	NP	L
:	:	:
Yeah	RB	yeah
.	SENT	.
So	IN	so
my	PP$	my
regret	NN	regret
that	IN	that
I	PP	I
want	VBP	want
to	TO	to
share	VB	share
is	VBZ	be
that	IN	that
for	IN	for
most	JJS	most
of	IN	of
my	PP$	my
young	JJ	young
adult	NN	adult
life	NN	life
from	IN	from
kindergarten	NN	kindergarten
,	,	,
really	RB	really
,	,	,
straight	RB	straight
through	IN	through
high	JJ	high
school	NN	school
is	VBZ	be
that	IN	that
I	PP	I
was	VBD	be
painfully	RB	painfully
,	,	,
painfully	RB	painfully
shy	JJ	shy
with	IN	with
really	RB	really
low	JJ	low
self-confidence	NN	self-confidence
.	SENT	.
As	IN	as
I	PP	I
was	VBD	be
thinking	VBG	think
about	IN	about
this	DT	this
,	,	,
I	PP	I
was	VBD	be
remembering	VBG	remember
,	,	,
and	CC	and
there	EX	there
were	VBD	be
times	NNS	time
where	WRB	where
I	PP	I
just	RB	just
wanted	VBD	want
to	TO	to
close	VB	close
my	PP$	my
eyes	NNS	eye
and	CC	and
be	VB	be
invisible	JJ	invisible
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
that	IN	that
,	,	,
you	PP	you
know	VBP	know
,	,	,
my	PP$	my
.	SENT	.
.	SENT	.
.	SENT	.
Like	IN	like
,	,	,
I	NP	I
didn	NP	<unknown>
'	POS	'
t	NN	t
really	RB	really
come	VBN	come
into	IN	into
my	PP$	my
own	JJ	own
until	IN	until
I	PP	I
got	VBD	get
to	TO	to
college	NN	college
,	,	,
where	WRB	where
I	PP	I
found	VBD	find
a	DT	a
really	RB	really
great	JJ	great
group	NN	group
of	IN	of
friends	NNS	friend
,	,	,
really	RB	really
,	,	,
like	VB	like
,	,	,
I	PP	I
was	VBD	be
confident	JJ	confident
in	IN	in
expressing	VBG	express
myself	PP	myself
and	CC	and
,	,	,
you	PP	you
know	VBP	know
,	,	,
just	RB	just
being	VBG	be
myself	PP	myself
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
that	IN	that
,	,	,
you	PP	you
know	VBP	know
,	,	,
my	PP$	my
regret	NN	regret
is	VBZ	be
that	IN	that
I	PP	I
just	RB	just
really	RB	really
wish	VBP	wish
I	PP	I
had	VBD	have
taken	VBN	take
a	DT	a
little	JJ	little
bit	NN	bit
more	JJR	more
effort	NN	effort
to	TO	to
build	VB	build
my	PP$	my
confidence	NN	confidence
to	TO	to
fight	VB	fight
this	DT	this
a	DT	a
little	JJ	little
bit	NN	bit
more	RBR	more
,	,	,
because	IN	because
I	PP	I
worry	VBP	worry
about	RB	about
what	WP	what
opportunities	NNS	opportunity
I	PP	I
might	MD	might
have	VB	have
missed	VBN	miss
.	SENT	.
So	RB	so
ever	RB	ever
since	IN	since
then	RB	then
,	,	,
I	PP	I
feel	VBP	feel
like	IN	like
I	PP	I
try	VBP	try
to	TO	to
counteract	VB	counteract
it	PP	it
now	RB	now
.	SENT	.
And	CC	and
if	IN	if
ever	RB	ever
I	PP	I
meet	VB	meet
someone	NN	someone
who	WP	who
might	MD	might
be	VB	be
going	VBG	go
through	RP	through
,	,	,
especially	RB	especially
if	IN	if
they	PP	they
'	''	'
re	IN	re
younger	JJR	young
,	,	,
like	IN	like
going	VBG	go
through	IN	through
the	DT	the
same	JJ	same
thing	NN	thing
I	PP	I
did	VBD	do
,	,	,
I	PP	I
try	VBP	try
to	TO	to
make	VB	make
them	PP	them
feel	VB	feel
seen	VBN	see
and	CC	and
try	VBP	try
to	TO	to
empathize	VB	empathize
with	IN	with
how	WRB	how
they	PP	they
'	POS	'
re	NN	re
feeling	NN	feeling
.	SENT	.
So	IN	so
that	DT	that
'	''	'
s	NN	S
kind	NN	kind
of	IN	of
a	DT	a
takeaway	NN	<unknown>
,	,	,
I	PP	I
guess	VBP	guess
,	,	,
from	IN	from
that	DT	that
regret	NN	regret
.	SENT	.
DHP	NN	DHP
:	:	:
But	CC	but
I	PP	I
mean	VBP	mean
,	,	,
it	PP	it
sounds	VBZ	sound
like	IN	like
.	SENT	.
.	SENT	.
.	SENT	.
So	RB	so
is	VBZ	be
this	DT	this
a	DT	a
regret	NN	regret
that	RB	that
'	POS	'
s	NN	S
still	RB	still
with	IN	with
you	PP	you
?	SENT	?
L	NP	L
:	:	:
I	PP	I
think	VBP	think
.	SENT	.
.	SENT	.
.	SENT	.
DHP	NN	DHP
:	:	:
It	PP	it
sounds	VBZ	sound
to	TO	to
me	PP	me
like	IN	like
you	PP	you
might	MD	might
have	VB	have
sort	NN	sort
of	IN	of
begun	VBN	begin
the	DT	the
process	NN	process
of	IN	of
resolving	VBG	resolve
it	PP	it
a	DT	a
little	JJ	little
bit	NN	bit
.	SENT	.
L	NP	L
:	:	:
Absolutely	RB	absolutely
.	SENT	.
But	CC	but
I	PP	I
think	VBP	think
that	IN	that
,	,	,
you	PP	you
know	VBP	know
,	,	,
even	RB	even
just	RB	just
,	,	,
you	PP	you
know	VBP	know
,	,	,
prepping	VBG	prep
for	IN	for
this	DT	this
,	,	,
I	PP	I
start	VBP	start
to	TO	to
think	VB	think
about	RB	about
like	JJ	like
,	,	,
you	PP	you
know	VBP	know
,	,	,
there	EX	there
could	MD	could
have	VB	have
been	VBN	be
more	JJR	more
things	NNS	thing
that	IN	that
I	PP	I
could	MD	could
have	VB	have
done	VBN	do
if	IN	if
I	PP	I
had	VBD	have
just	RB	just
put	VBN	put
myself	PP	myself
a	DT	a
little	JJ	little
bit	NN	bit
out	IN	out
there	RB	there
,	,	,
if	IN	if
I	PP	I
didn	NN	<unknown>
'	POS	'
t	NN	t
,	,	,
just	RB	just
try	VBP	try
to	TO	to
hide	VB	hide
so	RB	so
much	RB	much
.	SENT	.
DHP	NP	DHP
:	:	:
OK	UH	OK
,	,	,
alright	RB	alright
.	SENT	.
This	DT	this
is	VBZ	be
fascinating	JJ	fascinating
,	,	,
Lily	NP	Lily
,	,	,
and	CC	and
I	PP	I
have	VBP	have
to	TO	to
say	VB	say
,	,	,
I	PP	I
have	VBP	have
this	DT	this
database	NN	database
of	IN	of
regrets	NNS	regret
.	SENT	.
And	CC	and
you	PP	you
can	MD	can
search	VB	search
the	DT	the
database	NN	database
.	SENT	.
And	CC	and
if	IN	if
I	PP	I
were	VBD	be
to	TO	to
search	VB	search
the	DT	the
database	NN	database
for	IN	for
the	DT	the
phrase	NN	phrase
"	``	"
speak	VB	speak
up	RP	up
,	,	,
"	''	"
"	``	"
spoke	VBD	speak
up	RP	up
,	,	,
"	''	"
"	``	"
spoken	VBN	speak
up	RP	up
,	,	,
"	``	"
I	PP	I
would	MD	would
get	VB	get
huge	JJ	huge
,	,	,
huge	JJ	huge
numbers	NNS	number
of	IN	of
of	IN	of
people	NNS	people
.	SENT	.
It	PP	it
is	VBZ	be
one	CD	one
of	IN	of
the	DT	the
most	RBS	most
common	JJ	common
regrets	NNS	regret
,	,	,
is	VBZ	be
that	IN	that
people	NNS	people
regret	VBP	regret
not	RB	not
speaking	VBG	speak
up	RP	up
.	SENT	.
The	DT	the
important	JJ	important
thing	NN	thing
about	IN	about
our	PP$	our
regrets	NNS	regret
that	WDT	that
comes	VBZ	come
from	IN	from
the	DT	the
science	NN	science
is	VBZ	be
this	DT	this
:	:	:
it	PP	it
'	POS	'
s	NN	S
how	WRB	how
we	PP	we
deal	VBP	deal
with	IN	with
them	PP	them
.	SENT	.
So	RB	so
we	PP	we
can	MD	can
take	VB	take
that	DT	that
regret	NN	regret
and	CC	and
say	VB	say
,	,	,
"	``	"
You	PP	you
know	VBP	know
what	WP	what
?	SENT	?
It	PP	it
doesn	NP	<unknown>
'	POS	'
t	NN	t
matter	NN	matter
that	IN	that
I	PP	I
feel	VBP	feel
terrible	JJ	terrible
and	CC	and
I	PP	I
have	VBP	have
this	DT	this
regret	NN	regret
,	,	,
because	IN	because
I	PP	I
'	POS	'
m	NN	m
just	RB	just
going	VBG	go
to	TO	to
ignore	VB	ignore
it	PP	it
,	,	,
"	''	"
right	NN	right
?	SENT	?
That	IN	that
'	POS	'
s	NN	S
like	IN	like
the	DT	the
blithe	JJ	blithe
"	``	"
no	DT	no
regrets	VBZ	regret
"	``	"
philosophy	NN	philosophy
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
a	DT	a
bad	JJ	bad
idea	NN	idea
,	,	,
alright	RB	alright
?	SENT	?
The	DT	the
other	JJ	other
way	NN	way
at	IN	at
it	PP	it
is	VBZ	be
to	TO	to
say	VB	say
,	,	,
"	``	"
Oh	UH	oh
my	PP$	my
God	NP	God
,	,	,
I	PP	I
have	VBP	have
all	PDT	all
these	DT	these
regrets	NNS	regret
,	,	,
it	PP	it
'	POS	'
s	NN	S
so	RB	so
terrible	JJ	terrible
,	,	,
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
wallow	VB	wallow
in	IN	in
them	PP	them
.	SENT	.
"	``	"
That	RB	that
'	''	'
s	VBG	<unknown>
a	DT	a
bad	JJ	bad
idea	NN	idea
too	RB	too
.	SENT	.
What	WP	what
we	PP	we
want	VBP	want
to	TO	to
do	VB	do
,	,	,
and	CC	and
I	PP	I
think	VBP	think
that	IN	that
you	PP	you
'	POS	'
ve	NN	ve
already	RB	already
done	VBN	do
a	DT	a
really	RB	really
brilliant	JJ	brilliant
job	NN	job
of	IN	of
it	PP	it
is	VBZ	be
use	VB	use
these	DT	these
regrets	NNS	regret
as	IN	as
signals	NNS	signal
.	SENT	.
Signals	NNS	signal
for	IN	for
our	PP$	our
thinking	NN	thinking
;	:	;
what	WP	what
is	VBZ	be
it	PP	it
teaching	VBG	teach
me	PP	me
?	SENT	?
And	CC	and
so	RB	so
there	EX	there
are	VBP	be
a	DT	a
few	JJ	few
things	NNS	thing
in	IN	in
the	DT	the
research	NN	research
that	WDT	that
give	VBP	give
us	PP	us
some	DT	some
clues	NNS	clue
about	IN	about
what	WP	what
to	TO	to
do	VB	do
.	SENT	.
So	RB	so
one	CD	one
of	IN	of
them	PP	them
is	VBZ	be
this	DT	this
.	SENT	.
So	RB	so
we	PP	we
start	VBP	start
with	IN	with
sort	NN	sort
of	IN	of
,	,	,
reframing	VBG	reframe
the	DT	the
regret	NN	regret
and	CC	and
how	WRB	how
we	PP	we
think	VBP	think
about	IN	about
it	PP	it
in	IN	in
ourselves	PP	ourselves
.	SENT	.
So	RB	so
do	VBP	do
you	PP	you
think	VBP	think
that	IN	that
you	PP	you
are	VBP	be
the	DT	the
only	JJ	only
person	NN	person
with	IN	with
this	DT	this
kind	NN	kind
of	IN	of
regret	NN	regret
?	SENT	?
L	NP	L
:	:	:
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
.	SENT	.
DHP	NN	DHP
:	:	:
Not	RB	not
at	IN	at
all	DT	all
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
watching	VBG	watch
the	DT	the
chat	NN	chat
,	,	,
man	UH	man
.	SENT	.
Somebody	NN	somebody
said	VBD	say
,	,	,
"	``	"
Lily	NP	Lily
,	,	,
you	PP	you
'	POS	'
re	NN	re
telling	VBG	tell
my	PP$	my
story	NN	story
.	SENT	.
"	''	"
So	RB	so
one	CD	one
of	IN	of
the	DT	the
things	NNS	thing
that	IN	that
we	PP	we
can	MD	can
do	VB	do
with	IN	with
our	PP$	our
regret	NN	regret
is	VBZ	be
treat	VB	treat
ourselves	PP	ourselves
with	IN	with
self-compassion	NN	self-compassion
,	,	,
alright	RB	alright
?	SENT	?
Not	RB	not
boost	VB	boost
our	PP$	our
self-esteem	NN	self-esteem
,	,	,
that	WDT	that
'	POS	'
s	NN	S
sometimes	RB	sometimes
dangerous	JJ	dangerous
.	SENT	.
Not	RB	not
rip	VB	rip
ourselves	PP	ourselves
down	RP	down
with	IN	with
self-criticism	NN	self-criticism
,	,	,
but	CC	but
actually	RB	actually
say	VB	say
,	,	,
treat	VB	treat
ourselves	PP	ourselves
with	IN	with
kindness	NN	kindness
rather	RB	rather
than	IN	than
contempt	NN	contempt
and	CC	and
recognize	VBP	recognize
that	IN	that
what	WP	what
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
through	IN	through
is	VBZ	be
part	NN	part
of	IN	of
the	DT	the
shared	JJ	shared
human	JJ	human
experience	NN	experience
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
one	CD	one
thing	NN	thing
.	SENT	.
The	DT	the
second	JJ	second
thing	NN	thing
that	IN	that
we	PP	we
can	MD	can
do	VB	do
is	VBZ	be
we	PP	we
can	MD	can
disclose	VB	disclose
our	PP$	our
regret	NN	regret
.	SENT	.
And	CC	and
there	EX	there
are	VBP	be
few	JJ	few
things	NNS	thing
that	WDT	that
are	VBP	be
interesting	JJ	interesting
about	IN	about
disclosure	NN	disclosure
.	SENT	.
There	EX	there
'	POS	'
s	NN	S
something	RB	something
amazing	JJ	amazing
why	WRB	why
16	CD	@card@
,	,	,
000	CD	@card@
people	NNS	people
were	VBD	be
willing	JJ	willing
to	TO	to
share	VB	share
their	PP$	their
regrets	NNS	regret
with	IN	with
me	PP	me
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
like	VBP	like
,	,	,
what	WP	what
'	POS	'
s	NNS	<unknown>
going	VBG	go
on	IN	on
there	RB	there
,	,	,
right	RB	right
?	SENT	?
And	CC	and
the	DT	the
reason	NN	reason
is	VBZ	be
that	IN	that
when	WRB	when
we	PP	we
disclose	VB	disclose
our	PP$	our
regrets	NNS	regret
,	,	,
we	PP	we
relieve	VBP	relieve
some	DT	some
of	IN	of
the	DT	the
burden	NN	burden
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
one	CD	one
thing	NN	thing
.	SENT	.
The	DT	the
second	JJ	second
thing	NN	thing
that	IN	that
we	PP	we
do	VBP	do
is	VBZ	be
that	IN	that
when	WRB	when
we	PP	we
actually	RB	actually
talk	VBP	talk
about	IN	about
our	PP$	our
regrets	NNS	regret
,	,	,
converting	VBG	convert
these	DT	these
kind	NN	kind
of	IN	of
blobby	JJ	<unknown>
mental	JJ	mental
abstractions	NNS	abstraction
into	IN	into
concrete	JJ	concrete
words	NNS	word
,	,	,
whether	IN	whether
it	PP	it
'	POS	'
s	NNS	<unknown>
spoken	VBN	speak
or	CC	or
writing	NN	writing
,	,	,
defangs	VBZ	<unknown>
them	PP	them
.	SENT	.
It	PP	it
begins	VBZ	begin
the	DT	the
sense-making	JJ	<unknown>
process	NN	process
.	SENT	.
And	CC	and
the	DT	the
other	JJ	other
thing	NN	thing
about	IN	about
disclosure	NN	disclosure
,	,	,
which	WDT	which
is	VBZ	be
a	DT	a
dirty	JJ	dirty
little	JJ	little
secret	NN	secret
that	IN	that
I	NP	I
'	POS	'
ll	NNS	<unknown>
reveal	VBP	reveal
to	TO	to
all	DT	all
of	IN	of
you	PP	you
that	WDT	that
comes	VBZ	come
out	RP	out
in	IN	in
the	DT	the
research	NN	research
very	RB	very
clearly	RB	clearly
,	,	,
is	VBZ	be
that	IN	that
when	WRB	when
we	PP	we
disclose	VB	disclose
our	PP$	our
vulnerabilities	NNS	vulnerability
and	CC	and
our	PP$	our
weaknesses	NNS	weakness
,	,	,
people	NNS	people
don	NN	don
'	POS	'
t	NN	t
like	IN	like
us	PP	us
less	RBR	less
,	,	,
they	PP	they
actually	RB	actually
like	VBP	like
us	PP	us
more	JJR	more
.	SENT	.
Because	IN	because
they	PP	they
empathize	VBP	empathize
with	IN	with
us	PP	us
.	SENT	.
They	PP	they
respect	VBP	respect
our	PP$	our
courage	NN	courage
.	SENT	.
And	CC	and
the	DT	the
final	JJ	final
thing	NN	thing
is	VBZ	be
to	TO	to
actually	RB	actually
try	VB	try
to	TO	to
extract	VB	extract
a	DT	a
lesson	NN	lesson
from	IN	from
it	PP	it
,	,	,
to	TO	to
use	VB	use
this	DT	this
regret	NN	regret
.	SENT	.
So	RB	so
what	WP	what
would	MD	would
you	PP	you
say	VBP	say
,	,	,
Lily	NP	Lily
,	,	,
is	VBZ	be
the	DT	the
lesson	NN	lesson
that	IN	that
you	PP	you
'	POS	'
ve	NN	ve
learned	VBD	learn
from	IN	from
this	DT	this
regret	NN	regret
?	SENT	?
L	NP	L
:	:	:
I	PP	I
think	VBP	think
that	RB	that
.	SENT	.
.	SENT	.
.	SENT	.
What	WP	what
would	MD	would
have	VB	have
gone	VBN	go
wrong	RB	wrong
if	IN	if
I	PP	I
.	SENT	.
.	SENT	.
.	SENT	.
DHP	NN	DHP
:	:	:
That	WDT	that
'	POS	'
s	NNS	<unknown>
interesting	JJ	interesting
.	SENT	.
L	NP	L
:	:	:
If	IN	if
I	PP	I
were	VBD	be
more	RBR	more
open	JJ	open
about	IN	about
expressing	VBG	express
myself	PP	myself
,	,	,
like	VB	like
,	,	,
people	NNS	people
might	MD	might
discover	VB	discover
I	PP	I
'	POS	'
m	NN	m
a	DT	a
little	RB	little
weird	JJ	weird
,	,	,
or	CC	or
they	PP	they
might	MD	might
think	VB	think
that	IN	that
maybe	RB	maybe
I	NP	I
'	POS	'
m	NN	m
nice	JJ	nice
and	CC	and
hopefully	RB	hopefully
maybe	RB	maybe
a	DT	a
little	RB	little
funny	JJ	funny
.	SENT	.
So	RB	so
I	PP	I
think	VBP	think
,	,	,
like	VBP	like
,	,	,
maybe	RB	maybe
that	RB	that
'	''	'
s	VBZ	<unknown>
one	CD	one
thing	NN	thing
that	WDT	that
jumps	VBZ	jump
to	TO	to
mind	VB	mind
.	SENT	.
Like	IN	like
,	,	,
what	WP	what
could	MD	could
have	VB	have
gone	VBN	go
wrong	JJ	wrong
?	SENT	?
You	PP	you
know	VBP	know
.	SENT	.
DHP	NN	DHP
:	:	:
So	RB	so
what	WP	what
'	POS	'
s	NNS	<unknown>
the	DT	the
lesson	NN	lesson
that	IN	that
you	PP	you
have	VBP	have
applied	VBN	apply
going	VBG	go
forward	RB	forward
?	SENT	?
Taking	VBG	take
this	DT	this
