Imagine	VB	imagine
the	DT	the
competitive	JJ	competitive
environment	NN	environment
for	IN	for
potentially	RB	potentially
disruptive	JJ	disruptive
technologies	NNS	technology
.	SENT	.
It	PP	it
acquires	VBZ	acquire
those	DT	those
technologies	NNS	technology
very	RB	very
early	RB	early
,	,	,
before	IN	before
they	PP	they
'	POS	'
ve	NNS	<unknown>
become	VBP	become
expensive	JJ	expensive
or	CC	or
competitors	NNS	competitor
have	VBP	have
mobilized	VBN	mobilize
around	IN	around
them	PP	them
,	,	,
and	CC	and
it	PP	it
then	RB	then
develops	VBZ	develop
those	DT	those
technologies	NNS	technology
itself	PP	itself
,	,	,
even	RB	even
at	IN	at
the	DT	the
risk	NN	risk
of	IN	of
failure	NN	failure
or	CC	or
the	DT	the
risk	NN	risk
of	IN	of
self-	NN	<unknown>
disruption	NN	disruption
.	SENT	.
Essilor	NP	Essilor
stays	VBZ	stay
ahead	RB	ahead
of	IN	of
its	PP$	its
game	NN	game
,	,	,
and	CC	and
has	VBZ	have
delivered	VBN	deliver
spectacular	JJ	spectacular
performance	NN	performance
for	IN	for
over	RB	over
40	CD	@card@
years	NNS	year
,	,	,
by	IN	by
using	VBG	use
the	DT	the
principles	NNS	principle
of	IN	of
prudence	NN	prudence
and	CC	and
adaptation	NN	adaptation
.	SENT	.
OK	UH	OK
,	,	,
if	IN	if
these	DT	these
principles	NNS	principle
are	VBP	be
so	RB	so
powerful	JJ	powerful
,	,	,
you	PP	you
might	MD	might
be	VB	be
thinking	VBG	think
,	,	,
why	WRB	why
are	VBP	be
they	PP	they
not	RB	not
commonplace	JJ	commonplace
in	IN	in
business	NN	business
?	SENT	?
Why	WRB	why
do	VBP	do
we	PP	we
not	RB	not
use	VBP	use
these	DT	these
words	NNS	word
every	DT	every
day	NN	day
?	SENT	?
Well	RB	well
,	,	,
change	NN	change
has	VBZ	have
to	TO	to
first	JJ	first
start	NN	start
in	IN	in
the	DT	the
mind	NN	mind
.	SENT	.
If	IN	if
we	PP	we
think	VBP	think
back	RB	back
to	TO	to
our	PP$	our
pitch	NN	pitch
to	TO	to
Bob	NP	Bob
,	,	,
in	IN	in
order	NN	order
to	TO	to
apply	VB	apply
the	DT	the
principles	NNS	principle
that	WDT	that
underpin	VBP	underpin
the	DT	the
miracle	NN	miracle
of	IN	of
the	DT	the
human	JJ	human
immune	JJ	immune
system	NN	system
,	,	,
we	PP	we
first	RB	first
need	VBP	need
to	TO	to
think	VB	think
differently	RB	differently
about	IN	about
business	NN	business
.	SENT	.
Now	RB	now
typically	RB	typically
,	,	,
when	WRB	when
we	PP	we
think	VBP	think
about	IN	about
business	NN	business
,	,	,
we	PP	we
use	VBP	use
what	WP	what
I	PP	I
call	VBP	call
"	``	"
mechanical	JJ	mechanical
thinking	NN	thinking
.	SENT	.
"	``	"
We	PP	we
set	VBP	set
goals	NNS	goal
,	,	,
we	PP	we
analyze	VBP	analyze
problems	NNS	problem
,	,	,
we	PP	we
construct	VBP	construct
and	CC	and
we	PP	we
adhere	VBP	adhere
to	TO	to
plans	NNS	plan
,	,	,
and	CC	and
more	JJR	more
than	IN	than
anything	NN	anything
else	RB	else
,	,	,
we	PP	we
stress	VBP	stress
efficiency	NN	efficiency
and	CC	and
short-term	JJ	short-term
performance	NN	performance
.	SENT	.
Now	RB	now
,	,	,
don	NN	don
'	POS	'
t	NN	t
get	VB	get
me	PP	me
wrong	JJ	wrong
—	:	-
this	DT	this
is	VBZ	be
a	DT	a
splendidly	RB	splendidly
practical	JJ	practical
and	CC	and
effective	JJ	effective
way	NN	way
of	IN	of
addressing	VBG	address
relatively	RB	relatively
simple	JJ	simple
challenges	NNS	challenge
in	IN	in
relatively	RB	relatively
stable	JJ	stable
environments	NNS	environment
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
the	DT	the
way	NN	way
that	IN	that
Bob	NP	Bob
—	:	-
and	CC	and
probably	RB	probably
many	JJ	many
of	IN	of
us	PP	us
,	,	,
myself	PP	myself
included	VBD	include
—	:	-
process	NN	process
most	JJS	most
business	NN	business
problems	NNS	problem
we	PP	we
'	POS	'
re	NN	re
faced	VBD	face
with	IN	with
every	DT	every
day	NN	day
.	SENT	.
In	IN	in
fact	NN	fact
,	,	,
it	PP	it
was	VBD	be
a	DT	a
pretty	RB	pretty
good	JJ	good
mental	JJ	mental
model	NN	model
for	IN	for
business	NN	business
—	:	-
overall	JJ	overall
—	:	-
until	IN	until
about	IN	about
the	DT	the
mid-1980s	NNS	mid-1980
,	,	,
when	WRB	when
the	DT	the
conjunction	NN	conjunction
of	IN	of
globalization	NN	globalization
and	CC	and
a	DT	a
revolution	NN	revolution
in	IN	in
technology	NN	technology
and	CC	and
telecommunications	NNS	telecommunication
made	VBD	make
business	NN	business
far	RB	far
more	RBR	more
dynamic	JJ	dynamic
and	CC	and
unpredictable	JJ	unpredictable
.	SENT	.
But	CC	but
what	WP	what
about	IN	about
those	DT	those
more	RBR	more
dynamic	JJ	dynamic
and	CC	and
unpredictable	JJ	unpredictable
situations	NNS	situation
that	IN	that
we	PP	we
now	RB	now
increasingly	RB	increasingly
face	VB	face
?	SENT	?
I	PP	I
think	VBP	think
in	IN	in
addition	NN	addition
to	TO	to
the	DT	the
mechanical	JJ	mechanical
thinking	NN	thinking
,	,	,
we	PP	we
now	RB	now
need	VBP	need
to	TO	to
master	VB	master
the	DT	the
art	NN	art
of	IN	of
biological	JJ	biological
thinking	NN	thinking
,	,	,
as	RB	as
embodied	VBN	embody
by	IN	by
our	PP$	our
six	CD	six
principles	NNS	principle
.	SENT	.
In	IN	in
other	JJ	other
words	NNS	word
,	,	,
we	PP	we
need	VBP	need
to	TO	to
think	VB	think
more	RBR	more
modestly	RB	modestly
and	CC	and
subtly	RB	subtly
about	RB	about
when	WRB	when
and	CC	and
how	WRB	how
we	PP	we
can	MD	can
shape	VB	shape
,	,	,
rather	RB	rather
than	IN	than
control	NN	control
,	,	,
unpredictable	JJ	unpredictable
and	CC	and
complex	JJ	complex
situations	NNS	situation
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
a	DT	a
little	JJ	little
like	IN	like
the	DT	the
difference	NN	difference
between	IN	between
throwing	VBG	throw
a	DT	a
ball	NN	ball
and	CC	and
releasing	VBG	release
a	DT	a
bird	NN	bird
.	SENT	.
The	DT	the
ball	NN	ball
would	MD	would
head	VB	head
in	IN	in
a	DT	a
straight	JJ	straight
line	NN	line
,	,	,
probably	RB	probably
towards	IN	towards
the	DT	the
intended	JJ	intended
target	NN	target
,	,	,
and	CC	and
the	DT	the
bird	NN	bird
certainly	RB	certainly
would	MD	would
not	RB	not
.	SENT	.
So	RB	so
what	WP	what
do	VBP	do
you	PP	you
think	VBP	think
?	SENT	?
Sounds	VBZ	sound
a	DT	a
little	RB	little
impractical	JJ	impractical
,	,	,
a	DT	a
little	RB	little
theoretical	JJ	theoretical
,	,	,
perhaps	RB	perhaps
?	SENT	?
Not	RB	not
at	IN	at
all	DT	all
.	SENT	.
Every	DT	every
small	JJ	small
entrepreneurial	JJ	entrepreneurial
company	NN	company
naturally	RB	naturally
thinks	VBZ	think
and	CC	and
acts	VBZ	act
biologically	RB	biologically
.	SENT	.
Why	WRB	why
?	SENT	?
Because	IN	because
it	PP	it
lacks	VBZ	lack
the	DT	the
resources	NNS	resource
to	TO	to
shape	VB	shape
its	PP$	its
environment	NN	environment
through	IN	through
brute	JJ	brute
force	NN	force
.	SENT	.
It	PP	it
lacks	VBZ	lack
the	DT	the
scale	NN	scale
to	TO	to
buffer	VB	buffer
change	NN	change
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NN	S
constantly	RB	constantly
thinking	VBG	think
about	IN	about
the	DT	the
tough	JJ	tough
odds	NNS	odd
for	IN	for
a	DT	a
start-up	NN	start-up
to	TO	to
survive	VB	survive
.	SENT	.
Now	RB	now
,	,	,
the	DT	the
irony	NN	irony
is	VBZ	be
,	,	,
of	IN	of
course	NN	course
,	,	,
that	IN	that
every	DT	every
large	JJ	large
company	NN	company
started	VBD	start
off	RP	off
as	IN	as
a	DT	a
small	JJ	small
,	,	,
entrepreneurial	JJ	entrepreneurial
company	NN	company
.	SENT	.
But	CC	but
along	IN	along
the	DT	the
way	NN	way
somewhere	RB	somewhere
,	,	,
many	RB	many
have	VBP	have
lost	VBN	lose
this	DT	this
ability	NN	ability
to	TO	to
think	VB	think
and	CC	and
act	VB	act
biologically	RB	biologically
.	SENT	.
They	PP	they
need	VBP	need
to	TO	to
rejuvenate	VB	rejuvenate
their	PP$	their
ability	NN	ability
to	TO	to
think	VB	think
biologically	RB	biologically
in	IN	in
order	NN	order
to	TO	to
survive	VB	survive
and	CC	and
thrive	VB	thrive
in	IN	in
today	NN	today
'	POS	'
s	NN	S
environment	NN	environment
.	SENT	.
So	IN	so
let	NN	let
'	POS	'
s	NN	S
not	RB	not
just	RB	just
think	VB	think
about	RB	about
short-term	JJ	short-term
performance	NN	performance
.	SENT	.
Every	DT	every
company	NN	company
I	PP	I
know	VBP	know
spends	VBZ	spend
plenty	NN	plenty
of	IN	of
time	NN	time
thinking	VBG	think
about	IN	about
the	DT	the
central	JJ	central
question	NN	question
of	IN	of
strategy	NN	strategy
:	:	:
How	WRB	how
good	NN	good
is	VBZ	be
our	PP$	our
competitive	JJ	competitive
game	NN	game
?	SENT	?
In	IN	in
addition	NN	addition
,	,	,
let	VBN	let
'	POS	'
s	NNS	<unknown>
also	RB	also
consider	VBP	consider
the	DT	the
second	JJ	second
,	,	,
more	RBR	more
biological	JJ	biological
and	CC	and
equally	RB	equally
important	JJ	important
question	NN	question
:	:	:
How	WRB	how
long	RB	long
will	MD	will
that	DT	that
game	NN	game
last	JJ	last
?	SENT	?
Thank	VB	thank
you	PP	you
very	RB	very
much	RB	much
.	SENT	.
