Whitney	NP	Whitney
way	NN	way
is	VBZ	be
right	JJ	right
?	SENT	?
And	CC	and
finally	RB	finally
,	,	,
if	IN	if
it	PP	it
has	VBZ	have
a	DT	a
notch	NN	notch
,	,	,
it	PP	it
is	VBZ	be
a	DT	a
Mastercard	NP	Mastercard
.	SENT	.
So	RB	so
with	IN	with
one	CD	one
single	JJ	single
stroke	NN	stroke
,	,	,
a	DT	a
small	JJ	small
innovation	NN	innovation
,	,	,
it	PP	it
is	VBZ	be
a	DT	a
big	JJ	big
step	NN	step
forward	RB	forward
.	SENT	.
And	CC	and
we	PP	we
launched	VBD	launch
it	PP	it
.	SENT	.
And	CC	and
the	DT	the
interesting	JJ	interesting
thing	NN	thing
is	VBZ	be
,	,	,
the	DT	the
moment	NN	moment
it	PP	it
got	VBD	get
launched	VBN	launch
,	,	,
it	PP	it
really	RB	really
took	VBD	take
the	DT	the
world	NN	world
by	IN	by
fire	NN	fire
,	,	,
so	RB	so
to	TO	to
speak	VB	speak
.	SENT	.
Now	RB	now
we	PP	we
have	VBP	have
got	VBN	get
it	PP	it
in	IN	in
more	JJR	more
than	IN	than
35	CD	@card@
countries	NNS	country
around	IN	around
the	DT	the
world	NN	world
.	SENT	.
This	DT	this
particular	JJ	particular
card	NN	card
,	,	,
and	CC	and
the	DT	the
kind	NN	kind
of	IN	of
feedback	NN	feedback
that	IN	that
we	PP	we
have	VBP	have
been	VBN	be
receiving	VBG	receive
,	,	,
not	RB	not
just	RB	just
from	IN	from
people	NNS	people
who	WP	who
are	VBP	be
blind	JJ	blind
,	,	,
but	CC	but
even	RB	even
from	IN	from
moms	NNS	mom
of	IN	of
kids	NNS	kid
who	WP	who
are	VBP	be
blind	JJ	blind
,	,	,
that	WDT	that
is	VBZ	be
very	RB	very
deeply	RB	deeply
moving	VBG	move
.	SENT	.
They	PP	they
say	VBP	say
,	,	,
"	``	"
This	DT	this
is	VBZ	be
going	VBG	go
to	TO	to
be	VB	be
a	DT	a
game-changing	VBG	game-change
thing	NN	thing
for	IN	for
my	PP$	my
kid	NN	kid
,	,	,
because	IN	because
it	PP	it
gives	VBZ	give
them	PP	them
an	DT	an
independence	NN	independence
.	SENT	.
"	''	"
And	CC	and
for	IN	for
a	DT	a
blind	JJ	blind
person	NN	person
,	,	,
independence	NN	independence
is	VBZ	be
very	RB	very
,	,	,
very	RB	very
important	JJ	important
.	SENT	.
So	RB	so
what	WP	what
we	PP	we
have	VBP	have
been	VBN	be
trying	VBG	try
to	TO	to
do	VB	do
is	VBZ	be
to	TO	to
look	VB	look
at	IN	at
these	DT	these
kinds	NNS	kind
of	IN	of
either	DT	either
product	NN	product
innovation	NN	innovation
or	CC	or
creating	VBG	create
new	JJ	new
platforms	NNS	platform
.	SENT	.
And	CC	and
,	,	,
now	RB	now
,	,	,
without	IN	without
making	VBG	make
it	PP	it
a	DT	a
monologue	NN	monologue
,	,	,
if	IN	if
I	PP	I
can	MD	can
just	RB	just
mention	VB	mention
one	CD	one
quick	JJ	quick
thing	NN	thing
about	RB	about
,	,	,
you	PP	you
know	VBP	know
,	,	,
recently	RB	recently
,	,	,
this	DT	this
happened	VBN	happen
in	IN	in
Poland	NP	Poland
.	SENT	.
When	WRB	when
the	DT	the
war	NN	war
broke	VBD	break
out	RP	out
in	IN	in
Ukraine	NP	Ukraine
,	,	,
it	PP	it
has	VBZ	have
resulted	VBN	result
in	IN	in
the	DT	the
largest	JJS	large
human	JJ	human
migration	NN	migration
in	IN	in
Europe	NP	Europe
since	IN	since
World	NP	World
War	NP	War
II	NP	II
.	SENT	.
And	CC	and
these	DT	these
people	NNS	people
,	,	,
they	PP	they
were	VBD	be
all	RB	all
flooding	VBG	flood
the	DT	the
country	NN	country
,	,	,
away	RB	away
from	IN	from
their	PP$	their
country	NN	country
,	,	,
and	CC	and
getting	VBG	get
most	JJS	most
of	IN	of
them	PP	them
into	IN	into
Poland	NP	Poland
.	SENT	.
And	CC	and
Poland	NP	Poland
as	IN	as
a	DT	a
system	NN	system
and	CC	and
infrastructure	NN	infrastructure
was	VBD	be
getting	VBG	get
totally	RB	totally
overwhelmed	JJ	overwhelmed
.	SENT	.
And	CC	and
it	PP	it
was	VBD	be
getting	VBG	get
very	RB	very
chaotic	JJ	chaotic
,	,	,
because	IN	because
people	NNS	people
are	VBP	be
all	RB	all
over	IN	over
the	DT	the
place	NN	place
,	,	,
they	PP	they
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
opportunities	NNS	opportunity
and	CC	and
so	RB	so
on	IN	on
.	SENT	.
So	RB	so
what	WP	what
we	PP	we
did	VBD	do
was	VBD	be
a	DT	a
brilliant	JJ	brilliant
solution	NN	solution
,	,	,
I	PP	I
would	MD	would
say	VB	say
,	,	,
even	RB	even
if	IN	if
I	PP	I
have	VBP	have
to	TO	to
say	VB	say
it	PP	it
myself	PP	myself
.	SENT	.
The	DT	the
point	NN	point
is	VBZ	be
,	,	,
this	DT	this
solution	NN	solution
is	VBZ	be
a	DT	a
simple	JJ	simple
app	NN	app
that	WDT	that
is	VBZ	be
powered	VBN	power
by	IN	by
AI	NN	ai
.	SENT	.
It	PP	it
asks	VBZ	ask
the	DT	the
refugee	NN	refugee
coming	VBG	come
from	IN	from
Ukraine	NP	Ukraine
,	,	,
"	``	"
Tell	VB	tell
us	PP	us
something	NN	something
about	IN	about
yourself	PP	yourself
,	,	,
your	PP$	your
educational	JJ	educational
background	NN	background
,	,	,
your	PP$	your
experience	NN	experience
,	,	,
your	PP$	your
qualifications	NNS	qualification
,	,	,
the	DT	the
kind	NN	kind
of	IN	of
job	NN	job
you	PP	you
are	VBP	be
looking	VBG	look
for	IN	for
,	,	,
the	DT	the
family	NN	family
size	NN	size
,	,	,
the	DT	the
situation	NN	situation
of	IN	of
your	PP$	your
kids	NNS	kid
,	,	,
"	''	"
and	CC	and
so	RB	so
on	IN	on
.	SENT	.
Based	VBN	base
on	IN	on
that	DT	that
,	,	,
it	PP	it
will	MD	will
identify	VB	identify
opportunities	NNS	opportunity
in	IN	in
the	DT	the
entire	JJ	entire
country	NN	country
,	,	,
and	CC	and
tell	VB	tell
you	PP	you
,	,	,
in	IN	in
this	DT	this
small	JJ	small
place	NN	place
,	,	,
whether	IN	whether
it	PP	it
is	VBZ	be
Cracow	NP	Cracow
or	CC	or
Poznań	NP	<unknown>
,	,	,
wherever	WRB	wherever
,	,	,
there	EX	there
are	VBP	be
three	CD	three
jobs	NNS	job
available	JJ	available
that	IN	that
you	PP	you
can	MD	can
apply	VB	apply
straight	RB	straight
from	IN	from
this	DT	this
particular	JJ	particular
app	NP	App
.	SENT	.
This	DT	this
is	VBZ	be
the	DT	the
compensation	NN	compensation
to	TO	to
expect	VB	expect
,	,	,
this	DT	this
is	VBZ	be
the	DT	the
cost	NN	cost
of	IN	of
living	VBG	live
that	IN	that
you	PP	you
have	VBP	have
got	VBN	get
,	,	,
this	DT	this
is	VBZ	be
the	DT	the
kind	NN	kind
of	IN	of
schooling	NN	schooling
for	IN	for
your	PP$	your
kids	NNS	kid
and	CC	and
so	RB	so
on	IN	on
.	SENT	.
And	CC	and
it	PP	it
can	MD	can
also	RB	also
search	VB	search
real	JJ	real
estate	NN	estate
right	NN	right
through	IN	through
that	DT	that
app	NP	App
.	SENT	.
What	WP	what
happens	VBZ	happen
is	VBZ	be
,	,	,
in	IN	in
one	CD	one
single	JJ	single
small	JJ	small
app	NNS	<unknown>
,	,	,
you	PP	you
have	VBP	have
really	RB	really
helped	VBN	help
this	DT	this
person	NN	person
find	VB	find
opportunities	NNS	opportunity
and	CC	and
land	NN	land
with	IN	with
the	DT	the
right	JJ	right
opportunities	NNS	opportunity
.	SENT	.
The	DT	the
beauty	NN	beauty
is	VBZ	be
one	CD	one
out	IN	out
of	IN	of
five	CD	five
Ukrainian	JJ	Ukrainian
refugees	NNS	refugee
who	WP	who
settled	VBD	settle
in	IN	in
Poland	NP	Poland
settled	VBD	settle
using	VBG	use
this	DT	this
app	NP	App
.	SENT	.
So	RB	so
much	RB	much
so	RB	so
that	IN	that
the	DT	the
government	NN	government
of	IN	of
Poland	NP	Poland
said	VBD	say
this	DT	this
is	VBZ	be
the	DT	the
app	NN	app
that	IN	that
they	PP	they
would	MD	would
like	VB	like
to	TO	to
adopt	VB	adopt
as	IN	as
their	PP$	their
own	JJ	own
.	SENT	.
And	CC	and
equally	RB	equally
,	,	,
United	NP	United
Nations	NPS	Nations
Security	NP	Security
Council	NP	Council
has	VBZ	have
invited	VBN	invite
Mastercard	NP	Mastercard
to	TO	to
go	VB	go
and	CC	and
talk	VB	talk
about	RB	about
how	WRB	how
there	EX	there
could	MD	could
be	VB	be
public-private	JJ	public-private
partnerships	NNS	partnership
that	WDT	that
will	MD	will
tackle	VB	tackle
the	DT	the
migrant	NN	migrant
or	CC	or
the	DT	the
migration	NN	migration
crisis	NN	crisis
that	RB	that
'	POS	'
s	NNS	<unknown>
happening	VBG	happen
around	IN	around
the	DT	the
world	NN	world
.	SENT	.
So	RB	so
when	WRB	when
you	PP	you
start	VBP	start
doing	VBG	do
these	DT	these
kind	NN	kind
of	IN	of
things	NNS	thing
,	,	,
on	IN	on
one	CD	one
hand	NN	hand
,	,	,
it	PP	it
'	POS	'
s	NN	S
profoundly	RB	profoundly
meaningful	JJ	meaningful
,	,	,
fulfilling	VBG	fulfill
and	CC	and
gratifying	VBG	gratify
to	TO	to
the	DT	the
employees	NNS	employee
of	IN	of
the	DT	the
company	NN	company
,	,	,
but	CC	but
also	RB	also
,	,	,
it	PP	it
does	VBZ	do
make	VB	make
a	DT	a
difference	NN	difference
,	,	,
competitively	RB	competitively
speaking	VBG	speak
,	,	,
because	IN	because
your	PP$	your
brand	NN	brand
--	:	--
people	NNS	people
will	MD	will
start	VB	start
loving	VBG	love
it	PP	it
.	SENT	.
WPR	NN	WPR
:	:	:
That	WDT	that
'	POS	'
s	NNS	<unknown>
extraordinary	JJ	extraordinary
,	,	,
and	CC	and
I	PP	I
think	VBP	think
one	CD	one
thing	NN	thing
that	RB	that
'	POS	'
s	NNS	<unknown>
interesting	JJ	interesting
,	,	,
too	RB	too
,	,	,
is	VBZ	be
it	PP	it
'	POS	'
s	NNS	<unknown>
clear	JJ	clear
how	WRB	how
this	DT	this
can	MD	can
be	VB	be
applied	VBN	apply
to	TO	to
companies	NNS	company
,	,	,
but	CC	but
there	EX	there
'	''	'
s	VBG	<unknown>
also	RB	also
ways	NNS	way
in	IN	in
which	WDT	which
you	PP	you
can	MD	can
take	VB	take
these	DT	these
thoughts	NNS	thought
and	CC	and
apply	VB	apply
them	PP	them
to	TO	to
yourself	PP	yourself
as	IN	as
an	DT	an
individual	JJ	individual
and	CC	and
how	WRB	how
you	PP	you
think	VBP	think
about	RB	about
marketing	VBG	market
yourselves	PP	yourselves
.	SENT	.
In	IN	in
these	DT	these
last	JJ	last
few	JJ	few
seconds	NNS	second
,	,	,
if	IN	if
you	PP	you
could	MD	could
share	VB	share
a	DT	a
little	JJ	little
about	RB	about
how	WRB	how
you	PP	you
might	MD	might
apply	VB	apply
some	DT	some
of	IN	of
this	DT	this
on	IN	on
the	DT	the
individual	JJ	individual
level	NN	level
?	SENT	?
RR	NP	RR
:	:	:
So	RB	so
I	PP	I
think	VBP	think
an	DT	an
individual	NN	individual
,	,	,
I	PP	I
actually	RB	actually
talk	VBP	talk
about	IN	about
the	DT	the
other	JJ	other
way	NN	way
round	NN	round
,	,	,
which	WDT	which
,	,	,
I	PP	I
normally	RB	normally
say	VBP	say
,	,	,
"	``	"
Imagine	VB	imagine
a	DT	a
company	NN	company
to	TO	to
be	VB	be
a	DT	a
human	NN	human
being	VBG	be
.	SENT	.
"	``	"
How	WRB	how
would	MD	would
you	PP	you
want	VB	want
this	DT	this
human	NN	human
being	VBG	be
to	TO	to
be	VB	be
known	VBN	know
?	SENT	?
What	WP	what
should	MD	should
be	VB	be
the	DT	the
name	NN	name
,	,	,
what	WP	what
should	MD	should
be	VB	be
the	DT	the
personality	NN	personality
?	SENT	?
How	WRB	how
should	MD	should
they	PP	they
dress	VB	dress
,	,	,
how	WRB	how
should	MD	should
they	PP	they
conduct	VB	conduct
themselves	PP	themselves
,	,	,
and	CC	and
so	RB	so
on	IN	on
?	SENT	?
What	WP	what
you	PP	you
'	POS	'
re	NN	re
asking	NN	asking
is	VBZ	be
the	DT	the
exact	JJ	exact
opposite	NN	opposite
of	IN	of
it	PP	it
,	,	,
which	WDT	which
is	VBZ	be
also	RB	also
a	DT	a
very	RB	very
valid	JJ	valid
thing	NN	thing
.	SENT	.
If	IN	if
you	PP	you
are	VBP	be
an	DT	an
individual	NN	individual
,	,	,
how	WRB	how
would	MD	would
you	PP	you
go	VB	go
about	IN	about
marketing	VBG	market
yourself	PP	yourself
,	,	,
right	RB	right
?	SENT	?
Time	NN	time
and	CC	and
again	RB	again
,	,	,
it	PP	it
has	VBZ	have
come	VBN	come
very	RB	very
clearly	RB	clearly
to	TO	to
light	VB	light
that	IN	that
simply	RB	simply
having	VBG	have
the	DT	the
best	JJS	good
product	NN	product
will	MD	will
not	RB	not
make	VB	make
you	PP	you
a	DT	a
market	NN	market
leader	NN	leader
.	SENT	.
You	PP	you
should	MD	should
know	VB	know
how	WRB	how
to	TO	to
market	VB	market
yourself	PP	yourself
.	SENT	.
You	PP	you
should	MD	should
market	VB	market
yourself	PP	yourself
based	VBN	base
on	IN	on
authenticity	NN	authenticity
,	,	,
meaning	VBG	mean
you	PP	you
cannot	MD	can
fake	VB	fake
it	PP	it
.	SENT	.
If	IN	if
you	PP	you
are	VBP	be
faking	VBG	fake
it	PP	it
,	,	,
you	PP	you
can	MD	can
fake	VB	fake
it	PP	it
and	CC	and
get	VB	get
away	RB	away
with	IN	with
it	PP	it
for	IN	for
some	DT	some
time	NN	time
,	,	,
but	CC	but
people	NNS	people
will	MD	will
see	VB	see
through	IN	through
you	PP	you
sometime	RB	sometime
down	RB	down
the	DT	the
line	NN	line
.	SENT	.
Number	NN	number
two	CD	two
,	,	,
how	WRB	how
do	VBP	do
you	PP	you
want	VBP	want
to	TO	to
be	VB	be
better	JJR	good
than	IN	than
the	DT	the
other	JJ	other
products	NNS	product
that	WDT	that
are	VBP	be
out	RB	out
there	RB	there
?	SENT	?
Just	RB	just
like	IN	like
at	IN	at
a	DT	a
company	NN	company
,	,	,
as	IN	as
an	DT	an
individual	NN	individual
,	,	,
how	WRB	how
am	VBP	be
I	PP	I
going	VBG	go
to	TO	to
be	VB	be
better-performing	JJ	better-performing
,	,	,
so	RB	so
that	IN	that
I	NP	I
'	POS	'
m	NN	m
able	JJ	able
to	TO	to
gain	VB	gain
more	JJR	more
market	NN	market
share	NN	share
,	,	,
which	WDT	which
means	VBZ	mean
I	PP	I
'	''	'
m	NN	m
able	JJ	able
to	TO	to
advance	VB	advance
faster	RBR	faster
and	CC	and
better	RBR	well
than	IN	than
somebody	NN	somebody
else	RB	else
,	,	,
or	CC	or
realize	VB	realize
my	PP$	my
own	JJ	own
objectives	NNS	objective
.	SENT	.
Most	RBS	most
importantly	RB	importantly
,	,	,
and	CC	and
we	PP	we
call	VBP	call
this	DT	this
,	,	,
at	IN	at
Mastercard	NP	Mastercard
,	,	,
decency	NN	decency
quotient	NN	quotient
,	,	,
"	``	"
Am	VBP	be
I	PP	I
being	VBG	be
a	DT	a
decent	JJ	decent
person	NN	person
,	,	,
or	CC	or
am	VBP	be
I	PP	I
being	VBG	be
ruthlessly	RB	ruthlessly
competitive	JJ	competitive
just	RB	just
to	TO	to
get	VB	get
by	IN	by
and	CC	and
get	VB	get
ahead	RB	ahead
?	SENT	?
"	''	"
And	CC	and
in	IN	in
the	DT	the
short	JJ	short
term	NN	term
,	,	,
being	VBG	be
ruthless	JJ	ruthless
and	CC	and
being	VBG	be
totally	RB	totally
self-centered	VBN	self-center
might	MD	might
help	VB	help
,	,	,
but	CC	but
actually	RB	actually
,	,	,
in	IN	in
reality	NN	reality
,	,	,
the	DT	the
decency	NN	decency
quotient	NN	quotient
will	MD	will
give	VB	give
you	PP	you
enormous	JJ	enormous
advantage	NN	advantage
,	,	,
over	IN	over
medium	NN	medium
and	CC	and
long	JJ	long
term	NN	term
.	SENT	.
So	RB	so
for	IN	for
me	PP	me
,	,	,
the	DT	the
parallels	NNS	parallel
are	VBP	be
pretty	RB	pretty
striking	JJ	striking
,	,	,
whether	IN	whether
you	PP	you
come	VBP	come
from	IN	from
an	DT	an
individual	NN	individual
and	CC	and
project	VB	project
them	PP	them
onto	IN	onto
companies	NNS	company
,	,	,
or	CC	or
you	PP	you
start	VBP	start
with	IN	with
the	DT	the
companies	NNS	company
and	CC	and
project	NN	project
onto	IN	onto
individuals	NNS	individual
,	,	,
the	DT	the
strategies	NNS	strategy
are	VBP	be
extremely	RB	extremely
similar	JJ	similar
and	CC	and
very	RB	very
parallel	JJ	parallel
.	SENT	.
WPR	NN	WPR
:	:	:
I	PP	I
feel	VBP	feel
like	IN	like
we	PP	we
could	MD	could
talk	VB	talk
about	IN	about
this	DT	this
forever	NNS	forever
.	SENT	.
There	EX	there
'	POS	'
s	NN	S
so	RB	so
much	RB	much
more	RBR	more
we	PP	we
could	MD	could
dive	VB	dive
into	IN	into
.	SENT	.
Thank	VB	thank
you	PP	you
so	RB	so
much	RB	much
for	IN	for
sharing	VBG	share
this	DT	this
,	,	,
Raja	NP	Raja
.	SENT	.
RR	NP	RR
:	:	:
Thank	VB	thank
you	PP	you
very	RB	very
much	RB	much
for	IN	for
having	VBG	have
me	PP	me
,	,	,
much	RB	much
appreciated	VBN	appreciate
.	SENT	.
