Let	NP	Let
you	PP	you
'	''	'
d	SYM	d
be	VB	be
thinking	VBG	think
by	IN	by
now	RB	now
,	,	,
okay	RB	okay
,	,	,
the	DT	the
solution	NN	solution
'	POS	'
s	NN	S
simple	NN	simple
,	,	,
we	PP	we
give	VBP	give
everyone	NN	everyone
a	DT	a
toilet	NN	toilet
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
where	WRB	where
it	PP	it
gets	VBZ	get
really	RB	really
interesting	JJ	interesting
,	,	,
because	IN	because
it	PP	it
'	POS	'
s	NN	S
not	RB	not
that	DT	that
simple	NN	simple
,	,	,
because	IN	because
we	PP	we
are	VBP	be
not	RB	not
simple	JJ	simple
.	SENT	.
So	RB	so
the	DT	the
really	RB	really
interesting	JJ	interesting
,	,	,
exciting	JJ	exciting
work	NN	work
—	:	-
this	DT	this
is	VBZ	be
the	DT	the
engaging	JJ	engaging
bit	NN	bit
—	:	-
in	IN	in
sanitation	NN	sanitation
is	VBZ	be
that	IN	that
we	PP	we
need	VBP	need
to	TO	to
understand	VB	understand
human	JJ	human
psychology	NN	psychology
.	SENT	.
We	PP	we
need	VBP	need
to	TO	to
understand	VB	understand
software	NN	software
as	RB	as
well	RB	well
as	IN	as
just	RB	just
giving	VBG	give
someone	NN	someone
hardware	NN	hardware
.	SENT	.
They	PP	they
'	POS	'
ve	NN	ve
found	VBD	find
in	IN	in
many	JJ	many
developing	VBG	develop
countries	NNS	country
that	IN	that
governments	NNS	government
have	VBP	have
gone	VBN	go
in	IN	in
and	CC	and
given	VBN	give
out	IN	out
free	JJ	free
latrines	NNS	latrine
and	CC	and
gone	VBN	go
back	RB	back
a	DT	a
few	JJ	few
years	NNS	year
later	RBR	later
and	CC	and
found	VBD	find
that	IN	that
they	PP	they
'	POS	'
ve	NN	ve
got	VBD	get
lots	NNS	lot
of	IN	of
new	JJ	new
goat	NN	goat
sheds	NNS	shed
or	CC	or
temples	NNS	temple
or	CC	or
spare	JJ	spare
rooms	NNS	room
with	IN	with
their	PP$	their
owners	NNS	owner
happily	RB	happily
walking	VBG	walk
past	IN	past
them	PP	them
and	CC	and
going	VBG	go
over	RP	over
to	TO	to
the	DT	the
open	JJ	open
defecating	VBG	defecate
ground	NN	ground
.	SENT	.
So	IN	so
the	DT	the
idea	NN	idea
is	VBZ	be
to	TO	to
manipulate	VB	manipulate
human	JJ	human
emotion	NN	emotion
.	SENT	.
It	PP	it
'	POS	'
s	RB	<unknown>
been	VBN	be
done	VBN	do
for	IN	for
decades	NNS	decade
.	SENT	.
The	DT	the
soap	NN	soap
companies	NNS	company
did	VBD	do
it	PP	it
in	IN	in
the	DT	the
early	JJ	early
20th	JJ	20th
century	NN	century
.	SENT	.
They	PP	they
tried	VBD	try
selling	VBG	sell
soap	NN	soap
as	IN	as
healthy	JJ	healthy
.	SENT	.
No	DT	no
one	CD	one
bought	VBD	buy
it	PP	it
.	SENT	.
They	PP	they
tried	VBD	try
selling	VBG	sell
it	PP	it
as	RB	as
sexy	JJ	sexy
.	SENT	.
Everyone	NN	everyone
bought	VBD	buy
it	PP	it
.	SENT	.
In	IN	in
India	NP	India
now	RB	now
there	RB	there
'	''	'
s	VBG	<unknown>
a	DT	a
campaign	NN	campaign
which	WDT	which
persuades	VBZ	persuade
young	JJ	young
brides	NNS	bride
not	RB	not
to	TO	to
marry	VB	marry
into	IN	into
families	NNS	family
that	DT	that
don	NN	don
'	POS	'
t	NN	t
have	VBP	have
a	DT	a
toilet	NN	toilet
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
called	VBD	call
"	``	"
No	DT	no
Loo	NP	Loo
,	,	,
No	RB	no
I	PP	I
Do	VBP	do
.	SENT	.
"	''	"
And	CC	and
in	IN	in
case	NN	case
you	PP	you
think	VBP	think
that	DT	that
poster	NN	poster
'	POS	'
s	JJ	<unknown>
just	JJ	just
propaganda	NN	propaganda
,	,	,
here	RB	here
'	POS	'
s	JJ	<unknown>
Priyanka	NP	<unknown>
,	,	,
23	CD	@card@
years	NNS	year
old	JJ	old
.	SENT	.
I	PP	I
met	VBD	meet
her	PP$	her
last	JJ	last
October	NP	October
in	IN	in
India	NP	India
,	,	,
and	CC	and
she	PP	she
grew	VBD	grow
up	RP	up
in	IN	in
a	DT	a
conservative	JJ	conservative
environment	NN	environment
.	SENT	.
She	PP	she
grew	VBD	grow
up	RP	up
in	IN	in
a	DT	a
rural	JJ	rural
village	NN	village
in	IN	in
a	DT	a
poor	JJ	poor
area	NN	area
of	IN	of
India	NP	India
,	,	,
and	CC	and
she	PP	she
was	VBD	be
engaged	VBN	engage
at	IN	at
14	CD	@card@
,	,	,
and	CC	and
then	RB	then
at	IN	at
21	CD	@card@
or	CC	or
so	RB	so
,	,	,
she	PP	she
moved	VBD	move
into	IN	into
her	PP$	her
in-law	NN	in-law
'	POS	'
s	NN	S
house	NN	house
.	SENT	.
And	CC	and
she	PP	she
was	VBD	be
horrified	VBN	horrify
to	TO	to
get	VB	get
there	RB	there
and	CC	and
find	VBP	find
that	IN	that
they	PP	they
didn	NNS	<unknown>
'	''	'
t	NN	t
have	VBP	have
a	DT	a
toilet	NN	toilet
.	SENT	.
She	NN	she
'	POS	'
d	NN	d
grown	VBN	grow
up	RP	up
with	IN	with
a	DT	a
latrine	NN	latrine
.	SENT	.
It	PP	it
was	VBD	be
no	DT	no
big	JJ	big
deal	NN	deal
,	,	,
but	CC	but
it	PP	it
was	VBD	be
a	DT	a
latrine	NN	latrine
.	SENT	.
And	CC	and
the	DT	the
first	JJ	first
night	NN	night
she	PP	she
was	VBD	be
there	RB	there
,	,	,
she	PP	she
was	VBD	be
told	VBN	tell
that	IN	that
at	IN	at
4	CD	@card@
o	NN	o
'	POS	'
clock	NN	clock
in	IN	in
the	DT	the
morning	NN	morning
—	:	-
her	PP$	her
mother-in-law	NN	mother-in-law
got	VBD	get
her	PP	her
up	RP	up
,	,	,
told	VBD	tell
her	PP	her
to	TO	to
go	VB	go
outside	RB	outside
and	CC	and
go	VB	go
and	CC	and
do	VB	do
it	PP	it
in	IN	in
the	DT	the
dark	NN	dark
in	IN	in
the	DT	the
open	JJ	open
.	SENT	.
And	CC	and
she	PP	she
was	VBD	be
scared	VBN	scare
.	SENT	.
She	PP	she
was	VBD	be
scared	VBN	scare
of	IN	of
drunks	NNS	drunk
hanging	VBG	hang
around	RP	around
.	SENT	.
She	PP	she
was	VBD	be
scared	VBN	scare
of	IN	of
snakes	NNS	snake
.	SENT	.
She	PP	she
was	VBD	be
scared	VBN	scare
of	IN	of
rape	NN	rape
.	SENT	.
After	IN	after
three	CD	three
days	NNS	day
,	,	,
she	PP	she
did	VBD	do
an	DT	an
unthinkable	JJ	unthinkable
thing	NN	thing
.	SENT	.
She	PP	she
left	VBD	leave
.	SENT	.
And	CC	and
if	IN	if
you	PP	you
know	VBP	know
anything	NN	anything
about	IN	about
rural	JJ	rural
India	NP	India
,	,	,
you	PP	you
'	POS	'
ll	NNS	<unknown>
know	VBP	know
that	DT	that
'	''	'
s	VBG	<unknown>
an	DT	an
unspeakably	RB	unspeakably
courageous	JJ	courageous
thing	NN	thing
to	TO	to
do	VB	do
.	SENT	.
But	CC	but
not	RB	not
just	RB	just
that	RB	that
.	SENT	.
She	PP	she
got	VBD	get
her	PP$	her
toilet	NN	toilet
,	,	,
and	CC	and
now	RB	now
she	PP	she
goes	VBZ	go
around	IN	around
all	PDT	all
the	DT	the
other	JJ	other
villages	NNS	village
in	IN	in
India	NP	India
persuading	VBG	persuade
other	JJ	other
women	NNS	woman
to	TO	to
do	VB	do
the	DT	the
same	JJ	same
thing	NN	thing
.	SENT	.
It	PP	it
'	POS	'
s	VBG	<unknown>
what	WP	what
I	PP	I
call	VBP	call
social	JJ	social
contagion	NN	contagion
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NN	S
really	RB	really
powerful	JJ	powerful
and	CC	and
really	RB	really
exciting	JJ	exciting
.	SENT	.
Another	DT	another
version	NN	version
of	IN	of
this	DT	this
,	,	,
another	DT	another
village	NN	village
in	IN	in
India	NP	India
near	IN	near
where	WRB	where
Priyanka	NP	<unknown>
lives	VBZ	live
is	VBZ	be
this	DT	this
village	NN	village
,	,	,
called	VBD	call
Lakara	NP	<unknown>
,	,	,
and	CC	and
about	RB	about
a	DT	a
year	NN	year
ago	RB	ago
,	,	,
it	PP	it
had	VBD	have
no	DT	no
toilets	NNS	toilet
whatsoever	RB	whatsoever
.	SENT	.
Kids	NNS	kid
were	VBD	be
dying	VBG	die
of	IN	of
diarrhea	NN	diarrhea
and	CC	and
cholera	NN	cholera
.	SENT	.
Some	DT	some
visitors	NNS	visitor
came	VBD	come
,	,	,
using	VBG	use
various	JJ	various
behavioral	JJ	behavioral
change	NN	change
tricks	NNS	trick
like	IN	like
putting	VBG	put
out	RP	out
a	DT	a
plate	NN	plate
of	IN	of
food	NN	food
and	CC	and
a	DT	a
plate	NN	plate
of	IN	of
shit	NN	shit
and	CC	and
watching	VBG	watch
the	DT	the
flies	NNS	fly
go	VBP	go
one	PP	one
to	TO	to
the	DT	the
other	JJ	other
.	SENT	.
Somehow	RB	somehow
,	,	,
people	NNS	people
who	WP	who
'	''	'
d	SYM	d
been	VBN	be
thinking	VBG	think
that	IN	that
what	WP	what
they	PP	they
were	VBD	be
doing	VBG	do
was	VBD	be
not	RB	not
disgusting	JJ	disgusting
at	IN	at
all	DT	all
suddenly	RB	suddenly
thought	VBN	think
,	,	,
"	''	"
Oops	NP	oops
.	SENT	.
"	``	"
Not	RB	not
only	RB	only
that	IN	that
,	,	,
but	CC	but
they	PP	they
were	VBD	be
ingesting	VBG	ingest
their	PP$	their
neighbors	NNS	neighbor
'	POS	'
shit	NN	shit
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
what	WP	what
really	RB	really
made	VBD	make
them	PP	them
change	VB	change
their	PP$	their
behavior	NN	behavior
.	SENT	.
So	IN	so
this	DT	this
woman	NN	woman
,	,	,
this	DT	this
boy	NN	boy
'	POS	'
s	NN	S
mother	NN	mother
installed	VBD	install
this	DT	this
latrine	NN	latrine
in	IN	in
a	DT	a
few	JJ	few
hours	NNS	hour
.	SENT	.
Her	PP$	her
entire	JJ	entire
life	NN	life
,	,	,
she	PP	she
'	POS	'
d	NN	d
been	VBN	be
using	VBG	use
the	DT	the
banana	NN	banana
field	NN	field
behind	RB	behind
,	,	,
but	CC	but
she	PP	she
installed	VBD	install
the	DT	the
latrine	NN	latrine
in	IN	in
a	DT	a
few	JJ	few
hours	NNS	hour
.	SENT	.
It	PP	it
cost	VBD	cost
nothing	NN	nothing
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
save	VB	save
that	DT	that
boy	NN	boy
'	POS	'
s	NN	S
life	NN	life
.	SENT	.
So	RB	so
when	WRB	when
I	PP	I
get	VBP	get
despondent	JJ	despondent
about	IN	about
the	DT	the
state	NN	state
of	IN	of
sanitation	NN	sanitation
,	,	,
even	RB	even
though	IN	though
these	DT	these
are	VBP	be
pretty	RB	pretty
exciting	JJ	exciting
times	NNS	time
because	IN	because
we	PP	we
'	POS	'
ve	NN	ve
got	VBD	get
the	DT	the
Bill	NP	Bill
and	CC	and
Melinda	NP	Melinda
Gates	NP	Gates
Foundation	NP	Foundation
reinventing	VBG	reinvent
the	DT	the
toilet	NN	toilet
,	,	,
which	WDT	which
is	VBZ	be
great	JJ	great
,	,	,
we	PP	we
'	POS	'
ve	NN	ve
got	VBD	get
Matt	NP	Matt
Damon	NP	Damon
going	VBG	go
on	IN	on
bathroom	NN	bathroom
strike	NN	strike
,	,	,
which	WDT	which
is	VBZ	be
great	JJ	great
for	IN	for
humanity	NN	humanity
,	,	,
very	RB	very
bad	JJ	bad
for	IN	for
his	PP$	his
colon	NN	colon
.	SENT	.
But	CC	but
there	EX	there
are	VBP	be
things	NNS	thing
to	TO	to
worry	VB	worry
about	RB	about
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
the	DT	the
most	JJS	most
off-track	NN	off-track
Millennium	NN	millennium
Development	NP	Development
Goal	NN	goal
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
about	IN	about
50	CD	@card@
or	CC	or
so	RB	so
years	NNS	year
off	IN	off
track	NN	track
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
not	RB	not
going	VBG	go
to	TO	to
meet	VB	meet
targets	NNS	target
,	,	,
providing	VBG	provide
people	NNS	people
with	IN	with
sanitation	NN	sanitation
at	IN	at
this	DT	this
rate	NN	rate
.	SENT	.
So	RB	so
when	WRB	when
I	PP	I
get	VBP	get
sad	JJ	sad
about	IN	about
sanitation	NN	sanitation
,	,	,
I	PP	I
think	VBP	think
of	IN	of
Japan	NP	Japan
,	,	,
because	IN	because
Japan	NP	Japan
70	CD	@card@
years	NNS	year
ago	RB	ago
was	VBD	be
a	DT	a
nation	NN	nation
of	IN	of
people	NNS	people
who	WP	who
used	VBD	use
pit	NN	pit
latrines	NNS	latrine
and	CC	and
wiped	VBN	wipe
with	IN	with
sticks	NNS	stick
,	,	,
and	CC	and
now	RB	now
it	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
nation	NN	nation
of	IN	of
what	WP	what
are	VBP	be
called	VBN	call
Woshurettos	NP	<unknown>
,	,	,
washlet	NN	<unknown>
toilets	NNS	toilet
.	SENT	.
They	PP	they
have	VBP	have
in-built	JJ	in-built
bidet	NN	bidet
nozzles	NNS	nozzle
for	IN	for
a	DT	a
lovely	JJ	lovely
,	,	,
hands-free	JJ	<unknown>
cleaning	NN	cleaning
experience	NN	experience
,	,	,
and	CC	and
they	PP	they
have	VBP	have
various	JJ	various
other	JJ	other
features	NNS	feature
like	IN	like
a	DT	a
heated	JJ	heated
seat	NN	seat
and	CC	and
an	DT	an
automatic	JJ	automatic
lid-raising	NN	lid-raising
device	NN	device
which	WDT	which
is	VBZ	be
known	VBN	know
as	IN	as
the	DT	the
"	``	"
marriage-saver	NN	marriage-saver
.	SENT	.
"	''	"
But	CC	but
most	RBS	most
importantly	RB	importantly
,	,	,
what	WP	what
they	PP	they
have	VBP	have
done	VBN	do
in	IN	in
Japan	NP	Japan
,	,	,
which	WDT	which
I	PP	I
find	VBP	find
so	RB	so
inspirational	JJ	inspirational
,	,	,
is	VBZ	be
they	PP	they
'	POS	'
ve	NN	ve
brought	VBD	bring
the	DT	the
toilet	NN	toilet
out	RP	out
from	IN	from
behind	IN	behind
the	DT	the
locked	JJ	locked
door	NN	door
.	SENT	.
They	PP	they
'	POS	'
ve	NN	ve
made	VBD	make
it	PP	it
conversational	JJ	conversational
.	SENT	.
People	NNS	people
go	VBP	go
out	RP	out
and	CC	and
upgrade	VB	upgrade
their	PP$	their
toilet	NN	toilet
.	SENT	.
They	PP	they
talk	VBP	talk
about	IN	about
it	PP	it
.	SENT	.
They	PP	they
'	POS	'
ve	NN	ve
sanitized	VBD	sanitize
it	PP	it
.	SENT	.
I	PP	I
hope	VBP	hope
that	IN	that
we	PP	we
can	MD	can
do	VB	do
that	DT	that
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
a	DT	a
difficult	JJ	difficult
thing	NN	thing
to	TO	to
do	VB	do
.	SENT	.
All	RB	all
we	PP	we
really	RB	really
need	VBP	need
to	TO	to
do	VB	do
is	VBZ	be
look	VB	look
at	IN	at
this	DT	this
issue	NN	issue
as	IN	as
the	DT	the
urgent	JJ	urgent
,	,	,
shameful	JJ	shameful
issue	NN	issue
that	IN	that
it	PP	it
is	VBZ	be
.	SENT	.
And	CC	and
don	NN	don
'	POS	'
t	NN	t
think	VBP	think
that	IN	that
it	PP	it
'	POS	'
s	NN	S
just	RB	just
in	IN	in
the	DT	the
poor	JJ	poor
world	NN	world
that	IN	that
things	NNS	thing
are	VBP	be
wrong	JJ	wrong
.	SENT	.
Our	PP$	our
sewers	NNS	sewer
are	VBP	be
crumbling	VBG	crumble
.	SENT	.
Things	NNS	thing
are	VBP	be
going	VBG	go
wrong	RB	wrong
here	RB	here
too	RB	too
.	SENT	.
The	DT	the
solution	NN	solution
to	TO	to
all	DT	all
of	IN	of
this	DT	this
is	VBZ	be
pretty	RB	pretty
easy	JJ	easy
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
make	VB	make
your	PP$	your
lives	NNS	life
easy	RB	easy
this	DT	this
afternoon	NN	afternoon
and	CC	and
just	RB	just
ask	VB	ask
you	PP	you
to	TO	to
do	VB	do
one	CD	one
thing	NN	thing
,	,	,
and	CC	and
that	IN	that
'	POS	'
s	NN	S
to	TO	to
go	VB	go
out	RP	out
,	,	,
protest	VB	protest
,	,	,
speak	VB	speak
about	IN	about
the	DT	the
unspeakable	JJ	unspeakable
,	,	,
and	CC	and
talk	NN	talk
shit	NN	shit
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
