So	RB	so
.	SENT	.
But	CC	but
I	PP	I
'	POS	'
ll	NNS	<unknown>
spare	VBP	spare
you	PP	you
that	DT	that
.	SENT	.
So	RB	so
here	RB	here
are	VBP	be
some	DT	some
of	IN	of
my	PP$	my
favorite	JJ	favorite
montages	NNS	montage
that	WDT	that
have	VBP	have
been	VBN	be
collected	VBN	collect
:	:	:
"	``	"
I	PP	I
feel	VBP	feel
so	RB	so
much	RB	much
of	IN	of
my	PP$	my
dad	NN	dad
alive	JJ	alive
in	IN	in
me	PP	me
that	IN	that
there	RB	there
isn	NP	isn
'	POS	'
t	NN	t
even	RB	even
room	NN	room
for	IN	for
me	PP	me
.	SENT	.
"	''	"
"	``	"
I	PP	I
feel	VBP	feel
very	RB	very
lonely	JJ	lonely
.	SENT	.
"	''	"
"	``	"
I	PP	I
need	VBP	need
to	TO	to
be	VB	be
in	IN	in
some	DT	some
backwoods	NN	backwoods
redneck	NN	redneck
town	NN	town
so	RB	so
that	IN	that
I	PP	I
can	MD	can
feel	VB	feel
beautiful	JJ	beautiful
.	SENT	.
"	''	"
"	``	"
I	PP	I
feel	VBP	feel
invisible	JJ	invisible
to	TO	to
you	PP	you
.	SENT	.
"	''	"
"	``	"
I	PP	I
wouldn	NP	<unknown>
'	POS	'
t	NN	t
hide	VB	hide
it	PP	it
if	IN	if
society	NN	society
didn	NN	<unknown>
'	POS	'
t	NN	t
make	VBP	make
me	PP	me
feel	VBP	feel
like	IN	like
I	PP	I
needed	VBD	need
to	TO	to
.	SENT	.
"	''	"
"	``	"
I	PP	I
feel	VBP	feel
in	IN	in
love	NN	love
with	IN	with
Carolyn	NP	Carolyn
.	SENT	.
"	''	"
"	``	"
I	PP	I
feel	VBP	feel
so	RB	so
naughty	JJ	naughty
.	SENT	.
"	''	"
"	``	"
I	PP	I
feel	VBP	feel
these	DT	these
weirdoes	NNS	<unknown>
are	VBP	be
actually	RB	actually
an	DT	an
asset	NN	asset
to	TO	to
college	NN	college
life	NN	life
.	SENT	.
"	''	"
"	``	"
I	PP	I
love	VBP	love
how	WRB	how
I	PP	I
feel	VBP	feel
today	NN	today
.	SENT	.
"	''	"
So	RB	so
as	IN	as
you	PP	you
can	MD	can
see	VB	see
,	,	,
We	PP	we
Feel	VBP	feel
Fine	NP	Fine
uses	VBZ	use
a	DT	a
technique	NN	technique
that	IN	that
I	PP	I
call	VBP	call
"	``	"
passive	JJ	passive
observation	NN	observation
.	SENT	.
"	``	"
What	WP	what
I	PP	I
mean	VBP	mean
by	IN	by
that	WDT	that
is	VBZ	be
that	IN	that
it	PP	it
passively	RB	passively
observes	VBZ	observe
people	NNS	people
as	IN	as
they	PP	they
live	VBP	live
their	PP$	their
lives	NNS	life
.	SENT	.
It	PP	it
scans	VBZ	scan
the	DT	the
world	NN	world
'	POS	'
s	NN	S
blogs	NNS	<unknown>
and	CC	and
looks	VBZ	look
at	IN	at
what	WP	what
people	NNS	people
are	VBP	be
writing	VBG	write
,	,	,
and	CC	and
these	DT	these
people	NNS	people
don	NN	don
'	POS	'
t	NN	t
know	VBP	know
they	PP	they
'	''	'
re	IN	re
being	VBG	be
watched	VBN	watch
or	CC	or
interviewed	VBN	interview
.	SENT	.
And	CC	and
because	IN	because
of	IN	of
that	DT	that
,	,	,
you	PP	you
end	VBP	end
up	RP	up
getting	VBG	get
very	RB	very
honest	JJ	honest
,	,	,
candid	JJ	candid
,	,	,
sincere	JJ	sincere
responses	NNS	response
that	WDT	that
are	VBP	be
often	RB	often
very	RB	very
moving	VBG	move
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
a	DT	a
technique	NN	technique
that	IN	that
I	PP	I
usually	RB	usually
prefer	VBP	prefer
in	IN	in
my	PP$	my
work	NN	work
because	IN	because
people	NNS	people
don	NN	don
'	POS	'
t	NN	t
know	VBP	know
they	PP	they
'	''	'
re	IN	re
being	VBG	be
interviewed	VBN	interview
.	SENT	.
They	PP	they
'	POS	'
re	NN	re
just	RB	just
living	VBG	live
life	NN	life
,	,	,
and	CC	and
they	PP	they
end	VBP	end
up	RP	up
just	RB	just
acting	VBG	act
like	IN	like
that	DT	that
.	SENT	.
Another	DT	another
technique	NN	technique
is	VBZ	be
directly	RB	directly
questioning	VBG	question
people	NNS	people
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
a	DT	a
technique	NN	technique
that	IN	that
I	PP	I
explored	VBD	explore
in	IN	in
a	DT	a
different	JJ	different
project	NN	project
,	,	,
the	DT	the
Yahoo	NN	yahoo
!	SENT	!
Time	NN	time
Capsule	NN	capsule
,	,	,
which	WDT	which
was	VBD	be
designed	VBN	design
to	TO	to
take	VB	take
a	DT	a
fingerprint	NN	fingerprint
of	IN	of
the	DT	the
world	NN	world
in	IN	in
2006	CD	@card@
.	SENT	.
It	PP	it
was	VBD	be
divided	VBN	divide
into	IN	into
ten	CD	ten
very	RB	very
simple	JJ	simple
themes	NNS	theme
—	:	-
love	NN	love
,	,	,
anger	NN	anger
,	,	,
sadness	NN	sadness
and	CC	and
so	RB	so
on	IN	on
—	:	-
each	DT	each
of	IN	of
which	WDT	which
contained	VBD	contain
a	DT	a
single	JJ	single
,	,	,
very	RB	very
open-ended	JJ	open-ended
question	NN	question
put	VBD	put
to	TO	to
the	DT	the
world	NN	world
:	:	:
What	WP	what
do	VBP	do
you	PP	you
love	VBP	love
?	SENT	?
What	WP	what
makes	VBZ	make
you	PP	you
angry	JJ	angry
?	SENT	?
What	WP	what
makes	VBZ	make
you	PP	you
sad	JJ	sad
?	SENT	?
What	WP	what
do	VBP	do
you	PP	you
believe	VBP	believe
in	IN	in
?	SENT	?
And	CC	and
so	RB	so
on	IN	on
.	SENT	.
The	DT	the
time	NN	time
capsule	NN	capsule
was	VBD	be
available	JJ	available
for	IN	for
one	CD	one
month	NN	month
online	JJ	online
,	,	,
translated	VBN	translate
into	IN	into
10	CD	@card@
languages	NNS	language
,	,	,
and	CC	and
this	DT	this
is	VBZ	be
what	WP	what
it	PP	it
looked	VBD	look
like	IN	like
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
a	DT	a
spinning	JJ	spinning
globe	NN	globe
,	,	,
the	DT	the
surface	NN	surface
of	IN	of
which	WDT	which
is	VBZ	be
entirely	RB	entirely
composed	VBN	compose
of	IN	of
the	DT	the
pictures	NNS	picture
and	CC	and
words	NNS	word
and	CC	and
drawings	NNS	drawing
of	IN	of
people	NNS	people
that	WDT	that
submitted	VBD	submit
to	TO	to
the	DT	the
time	NN	time
capsule	NN	capsule
.	SENT	.
The	DT	the
ten	CD	ten
themes	NNS	theme
radiate	VBP	radiate
out	RP	out
and	CC	and
orbit	VB	orbit
the	DT	the
time	NN	time
capsule	NN	capsule
.	SENT	.
You	PP	you
can	MD	can
sift	VB	sift
through	IN	through
this	DT	this
data	NNS	datum
and	CC	and
see	VB	see
what	WP	what
people	NNS	people
have	VBP	have
submitted	VBN	submit
.	SENT	.
This	DT	this
is	VBZ	be
in	IN	in
response	NN	response
to	TO	to
,	,	,
What	WP	what
'	POS	'
s	NNS	<unknown>
beautiful	JJ	beautiful
?	SENT	?
"	''	"
Miss	NP	Miss
World	NP	World
.	SENT	.
"	``	"
There	EX	there
are	VBP	be
two	CD	two
modes	NNS	mode
to	TO	to
the	DT	the
time	NN	time
capsule	NN	capsule
.	SENT	.
There	EX	there
'	''	'
s	VBZ	<unknown>
One	NP	One
World	NP	World
,	,	,
which	WDT	which
presents	VBZ	present
the	DT	the
spinning	JJ	spinning
globe	NN	globe
,	,	,
and	CC	and
Many	JJ	many
Voices	NNS	voice
,	,	,
which	WDT	which
splits	VBZ	split
the	DT	the
data	NNS	datum
out	RP	out
into	IN	into
film	NN	film
strips	NNS	strip
and	CC	and
lets	VBZ	let
you	PP	you
sift	VB	sift
through	IN	through
them	PP	them
one	CD	one
by	IN	by
one	CD	one
.	SENT	.
So	IN	so
this	DT	this
project	NN	project
was	VBD	be
punctuated	VBN	punctuate
by	IN	by
a	DT	a
really	RB	really
amazing	JJ	amazing
event	NN	event
,	,	,
which	WDT	which
was	VBD	be
held	VBN	hold
in	IN	in
the	DT	the
desert	NN	desert
outside	IN	outside
Albuquerque	NP	Albuquerque
in	IN	in
New	NP	New
Mexico	NP	Mexico
at	IN	at
the	DT	the
Jemez	NP	<unknown>
Pueblo	NP	Pueblo
,	,	,
where	WRB	where
for	IN	for
three	CD	three
consecutive	JJ	consecutive
nights	NNS	night
,	,	,
the	DT	the
contents	NNS	content
of	IN	of
the	DT	the
capsule	NN	capsule
were	VBD	be
projected	VBN	project
onto	IN	onto
the	DT	the
sides	NNS	side
of	IN	of
the	DT	the
ancient	JJ	ancient
Red	NP	Red
Rock	NP	Rock
Canyon	NP	Canyon
walls	NNS	wall
,	,	,
which	WDT	which
stand	VBP	stand
about	RB	about
200	CD	@card@
feet	NNS	foot
tall	JJ	tall
.	SENT	.
It	PP	it
was	VBD	be
really	RB	really
incredible	JJ	incredible
.	SENT	.
And	CC	and
we	PP	we
also	RB	also
projected	VBD	project
the	DT	the
contents	NNS	content
of	IN	of
the	DT	the
time	NN	time
capsule	NN	capsule
as	IN	as
binary	JJ	binary
code	NN	code
using	VBG	use
a	DT	a
35-watt	JJ	<unknown>
laser	NN	laser
into	IN	into
outer	JJ	outer
space	NN	space
.	SENT	.
You	PP	you
can	MD	can
see	VB	see
the	DT	the
orange	JJ	orange
line	NN	line
leaving	VBG	leave
the	DT	the
desert	NN	desert
floor	NN	floor
at	IN	at
about	IN	about
a	DT	a
45	CD	@card@
degree	NN	degree
angle	NN	angle
there	RB	there
.	SENT	.
This	DT	this
was	VBD	be
amazing	JJ	amazing
because	IN	because
the	DT	the
first	JJ	first
night	NN	night
I	PP	I
looked	VBD	look
at	IN	at
all	PDT	all
this	DT	this
information	NN	information
and	CC	and
really	RB	really
started	VBD	start
seeing	VBG	see
the	DT	the
gaps	NNS	gap
that	IN	that
I	PP	I
talked	VBD	talk
about	RB	about
earlier	RBR	earlier
—	:	-
the	DT	the
differences	NNS	difference
in	IN	in
age	NN	age
,	,	,
gender	NN	gender
and	CC	and
wealth	NN	wealth
and	CC	and
so	RB	so
on	IN	on
.	SENT	.
But	CC	but
,	,	,
you	PP	you
know	VBP	know
,	,	,
as	IN	as
I	PP	I
looked	VBD	look
at	IN	at
this	DT	this
more	JJR	more
and	CC	and
more	JJR	more
and	CC	and
more	JJR	more
,	,	,
and	CC	and
saw	VBD	see
these	DT	these
images	NNS	image
go	VBP	go
across	IN	across
the	DT	the
rocks	NNS	rock
,	,	,
I	PP	I
realized	VBD	realize
I	PP	I
was	VBD	be
seeing	VBG	see
the	DT	the
same	JJ	same
archetypal	JJ	archetypal
events	NNS	event
depicted	VBN	depict
again	RB	again
and	CC	and
again	RB	again
and	CC	and
again	RB	again
.	SENT	.
You	PP	you
know	VBP	know
:	:	:
weddings	NNS	wedding
,	,	,
births	NNS	birth
,	,	,
funerals	NNS	funeral
,	,	,
the	DT	the
first	JJ	first
car	NN	car
,	,	,
the	DT	the
first	JJ	first
kiss	NN	kiss
,	,	,
the	DT	the
first	JJ	first
camel	NN	camel
or	CC	or
horse	NN	horse
—	:	-
depending	VBG	depend
on	IN	on
the	DT	the
culture	NN	culture
.	SENT	.
And	CC	and
it	PP	it
was	VBD	be
really	RB	really
moving	VBG	move
.	SENT	.
And	CC	and
this	DT	this
picture	NN	picture
here	RB	here
was	VBD	be
taken	VBN	take
the	DT	the
final	JJ	final
night	NN	night
from	IN	from
a	DT	a
distant	JJ	distant
cliff	NN	cliff
about	IN	about
two	CD	two
miles	NNS	mile
away	RB	away
,	,	,
where	WRB	where
the	DT	the
contents	NNS	content
of	IN	of
the	DT	the
capsule	NN	capsule
were	VBD	be
being	VBG	be
beamed	VBN	beam
into	IN	into
space	NN	space
.	SENT	.
And	CC	and
there	EX	there
was	VBD	be
something	NN	something
very	RB	very
moving	VBG	move
about	RB	about
all	RB	all
of	IN	of
this	DT	this
human	JJ	human
expression	NN	expression
being	VBG	be
shot	VBN	shoot
off	RP	off
into	IN	into
the	DT	the
night	NN	night
sky	NN	sky
.	SENT	.
And	CC	and
it	PP	it
started	VBD	start
to	TO	to
make	VB	make
me	PP	me
think	VB	think
a	DT	a
lot	NN	lot
about	IN	about
the	DT	the
night	NN	night
sky	NN	sky
,	,	,
and	CC	and
how	WRB	how
humans	NNS	human
have	VBP	have
always	RB	always
used	VBN	use
the	DT	the
night	NN	night
sky	NN	sky
to	TO	to
project	VB	project
their	PP$	their
great	JJ	great
stories	NNS	story
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
as	IN	as
a	DT	a
child	NN	child
in	IN	in
Vermont	NP	Vermont
,	,	,
on	IN	on
a	DT	a
farm	NN	farm
where	WRB	where
I	PP	I
grew	VBD	grow
up	RP	up
,	,	,
I	PP	I
would	MD	would
often	RB	often
look	VB	look
up	RP	up
into	IN	into
the	DT	the
dark	JJ	dark
sky	NN	sky
and	CC	and
see	VB	see
the	DT	the
three	CD	three
star	NN	star
belt	NN	belt
of	IN	of
Orion	NP	Orion
,	,	,
the	DT	the
Hunter	NP	Hunter
.	SENT	.
And	CC	and
as	IN	as
an	DT	an
adult	NN	adult
,	,	,
I	PP	I
'	POS	'
ve	RB	<unknown>
been	VBN	be
more	RBR	more
aware	JJ	aware
of	IN	of
the	DT	the
great	JJ	great
Greek	JJ	Greek
myths	NNS	myth
playing	VBG	play
out	RP	out
in	IN	in
the	DT	the
sky	NN	sky
overhead	IN	overhead
every	DT	every
night	NN	night
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
Orion	NP	Orion
facing	VBG	face
the	DT	the
roaring	NN	roaring
bull	NN	bull
.	SENT	.
Perseus	NP	Perseus
flying	VBG	fly
to	TO	to
the	DT	the
rescue	NN	rescue
of	IN	of
Andromeda	NP	Andromeda
.	SENT	.
Zeus	NN	Zeus
battling	VBG	battle
Chronos	NP	<unknown>
for	IN	for
control	NN	control
of	IN	of
Mount	NP	Mount
Olympus	NP	Olympus
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
these	DT	these
are	VBP	be
the	DT	the
great	JJ	great
tales	NNS	tale
of	IN	of
the	DT	the
Greeks	NPS	Greeks
.	SENT	.
And	CC	and
it	PP	it
caused	VBD	cause
me	PP	me
to	TO	to
wonder	VB	wonder
about	IN	about
our	PP$	our
world	NN	world
today	NN	today
.	SENT	.
And	CC	and
it	PP	it
caused	VBD	cause
me	PP	me
to	TO	to
wonder	VB	wonder
specifically	RB	specifically
,	,	,
if	IN	if
we	PP	we
could	MD	could
make	VB	make
new	JJ	new
constellations	NNS	constellation
today	NN	today
,	,	,
what	WP	what
would	MD	would
those	DT	those
look	NN	look
like	IN	like
?	SENT	?
What	WP	what
would	MD	would
those	DT	those
be	VB	be
?	SENT	?
If	IN	if
we	PP	we
could	MD	could
make	VB	make
new	JJ	new
pictures	NNS	picture
in	IN	in
the	DT	the
sky	NN	sky
,	,	,
what	WP	what
would	MD	would
we	PP	we
draw	VB	draw
?	SENT	?
What	WP	what
are	VBP	be
the	DT	the
great	JJ	great
stories	NNS	story
of	IN	of
today	NN	today
?	SENT	?
And	CC	and
those	DT	those
are	VBP	be
the	DT	the
questions	NNS	question
that	WDT	that
inspired	VBD	inspire
my	PP$	my
new	JJ	new
project	NN	project
,	,	,
which	WDT	which
is	VBZ	be
debuting	VBG	debut
here	RB	here
today	RB	today
at	IN	at
TED	VB	ted
.	SENT	.
Nobody	NN	nobody
'	POS	'
s	NN	S
seen	VBN	see
this	DT	this
yet	RB	yet
,	,	,
publicly	RB	publicly
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
called	VBD	call
Universe	NN	universe
:	:	:
Revealing	VBG	reveal
Our	PP$	our
Modern	NP	Modern
Mythology	NN	mythology
.	SENT	.
And	CC	and
it	PP	it
uses	VBZ	use
this	DT	this
metaphor	NN	metaphor
of	IN	of
an	DT	an
interactive	JJ	interactive
night	NN	night
sky	NN	sky
.	SENT	.
So	RB	so
,	,	,
it	PP	it
'	POS	'
s	VBG	<unknown>
my	PP$	my
great	JJ	great
pleasure	NN	pleasure
now	RB	now
to	TO	to
show	VB	show
this	DT	this
to	TO	to
you	PP	you
.	SENT	.
So	RB	so
,	,	,
Universe	NN	universe
will	MD	will
open	VB	open
here	RB	here
.	SENT	.
And	CC	and
you	PP	you
'	POS	'
ll	NNS	<unknown>
see	VBP	see
that	IN	that
it	PP	it
leads	VBZ	lead
with	IN	with
a	DT	a
shifting	VBG	shift
star	NN	star
field	NN	field
,	,	,
and	CC	and
there	EX	there
'	''	'
s	VBG	<unknown>
an	DT	an
Aurora	NP	Aurora
Borealis	NP	<unknown>
in	IN	in
the	DT	the
background	NN	background
,	,	,
kind	NN	kind
of	IN	of
morphing	VBG	<unknown>
with	IN	with
color	NN	color
.	SENT	.
The	DT	the
color	NN	color
of	IN	of
the	DT	the
Aurora	NP	Aurora
Borealis	NP	<unknown>
can	MD	can
be	VB	be
controlled	VBN	control
using	VBG	use
this	DT	this
single	JJ	single
bar	NN	bar
of	IN	of
color	NN	color
at	IN	at
the	DT	the
bottom	NN	bottom
,	,	,
and	CC	and
we	PP	we
'	POS	'
ll	NN	ll
put	VBD	put
it	PP	it
down	RP	down
here	RB	here
to	TO	to
red	NN	red
.	SENT	.
So	RB	so
you	PP	you
see	VBP	see
this	DT	this
kind	NN	kind
of	IN	of
—	:	-
these	DT	these
stars	NNS	star
moving	VBG	move
along	RP	along
.	SENT	.
Now	RB	now
,	,	,
these	DT	these
aren	NN	<unknown>
'	POS	'
t	NN	t
just	RB	just
little	JJ	little
points	NNS	point
of	IN	of
light	JJ	light
,	,	,
little	JJ	little
pixels	NNS	pixel
.	SENT	.
Each	DT	each
of	IN	of
those	DT	those
stars	NNS	star
actually	RB	actually
represents	VBZ	represent
a	DT	a
specific	JJ	specific
event	NN	event
in	IN	in
the	DT	the
real	JJ	real
world	NN	world
—	:	-
a	DT	a
quote	NN	quote
that	WDT	that
was	VBD	be
stated	VBN	state
by	IN	by
somebody	NN	somebody
,	,	,
an	DT	an
image	NN	image
,	,	,
a	DT	a
news	NN	news
story	NN	story
,	,	,
a	DT	a
person	NN	person
,	,	,
a	DT	a
company	NN	company
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
some	DT	some
kind	NN	kind
of	IN	of
heroic	JJ	heroic
personality	NN	personality
.	SENT	.
And	CC	and
you	PP	you
might	MD	might
notice	VB	notice
that	IN	that
as	IN	as
the	DT	the
cursor	NN	cursor
begins	VBZ	begin
to	TO	to
touch	VB	touch
some	DT	some
of	IN	of
these	DT	these
stars	NNS	star
,	,	,
that	WDT	that
shapes	VBZ	shape
begin	VB	begin
to	TO	to
emerge	VB	emerge
.	SENT	.
We	PP	we
see	VBP	see
here	RB	here
there	RB	there
'	''	'
s	VBG	<unknown>
a	DT	a
little	JJ	little
man	NN	man
walking	VBG	walk
along	RP	along
,	,	,
or	CC	or
maybe	RB	maybe
a	DT	a
woman	NN	woman
.	SENT	.
And	CC	and
we	PP	we
see	VBP	see
here	RB	here
a	DT	a
photograph	NN	photograph
with	IN	with
a	DT	a
head	NN	head
.	SENT	.
You	PP	you
can	MD	can
start	VB	start
to	TO	to
see	VB	see
words	NNS	word
emerging	VBG	emerge
here	RB	here
.	SENT	.
And	CC	and
those	DT	those
are	VBP	be
the	DT	the
constellations	NNS	constellation
of	IN	of
today	NN	today
.	SENT	.
And	CC	and
I	PP	I
can	MD	can
turn	VB	turn
them	PP	them
all	DT	all
on	RP	on
,	,	,
and	CC	and
you	PP	you
can	MD	can
see	VB	see
them	PP	them
moving	VBG	move
across	IN	across
the	DT	the
sky	NN	sky
now	RB	now
.	SENT	.
This	DT	this
is	VBZ	be
the	DT	the
universe	NN	universe
of	IN	of
2007	CD	@card@
,	,	,
the	DT	the
last	JJ	last
two	CD	two
months	NNS	month
.	SENT	.
The	DT	the
data	NNS	datum
from	IN	from
this	DT	this
is	VBZ	be
global	JJ	global
news	NN	news
coverage	NN	coverage
from	IN	from
thousands	NNS	thousand
of	IN	of
news	NN	news
sources	NNS	source
around	IN	around
the	DT	the
world	NN	world
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
using	VBG	use
the	DT	the
API	NP	API
of	IN	of
a	DT	a
really	RB	really
great	JJ	great
company	NN	company
that	IN	that
I	PP	I
work	VBP	work
with	IN	with
in	IN	in
New	NP	New
York	NP	York
,	,	,
actually	RB	actually
,	,	,
called	VBD	call
Daylife	NP	<unknown>
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	JJ	<unknown>
kind	NN	kind
of	IN	of
the	DT	the
zeitgeist	NN	Zeitgeist
view	NN	view
at	IN	at
this	DT	this
level	NN	level
of	IN	of
the	DT	the
world	NN	world
'	POS	'
s	JJ	<unknown>
current	JJ	current
mythology	NN	mythology
over	IN	over
the	DT	the
last	JJ	last
couple	NN	couple
of	IN	of
months	NNS	month
.	SENT	.
So	RB	so
we	PP	we
can	MD	can
see	VB	see
where	WRB	where
it	PP	it
'	POS	'
s	NNS	<unknown>
emerging	VBG	emerge
here	RB	here
,	,	,
like	IN	like
President	NP	President
Ford	NP	Ford
,	,	,
Iraq	NP	Iraq
,	,	,
Bush	NP	Bush
.	SENT	.
And	CC	and
we	PP	we
can	MD	can
actually	RB	actually
isolate	VB	isolate
just	RB	just
the	DT	the
words	NNS	word
—	:	-
I	PP	I
call	VBP	call
them	PP	them
secrets	NNS	secret
—	:	-
and	CC	and
we	PP	we
can	MD	can
cause	VB	cause
them	PP	them
to	TO	to
form	VB	form
an	DT	an
alphabetical	JJ	alphabetical
list	NN	list
.	SENT	.
And	CC	and
we	PP	we
see	VBP	see
Anna	NP	Anna
Nicole	NP	Nicole
Smith	NP	Smith
playing	VBG	play
a	DT	a
big	JJ	big
role	NN	role
recently	RB	recently
.	SENT	.
President	NP	President
Ford	NP	Ford
—	:	-
this	DT	this
is	VBZ	be
Gerald	NP	Gerald
Ford	NP	Ford
'	POS	'
s	NN	S
funeral	NN	funeral
.	SENT	.
We	PP	we
can	MD	can
actually	RB	actually
click	VB	click
anything	NN	anything
in	IN	in
Universe	NN	universe
and	CC	and
have	VB	have
it	PP	it
become	VB	become
the	DT	the
center	NN	center
of	IN	of
the	DT	the
universe	NN	universe
,	,	,
and	CC	and
everything	NN	everything
else	RB	else
will	MD	will
enter	VB	enter
its	PP$	its
orbit	NN	orbit
.	SENT	.
So	RB	so
,	,	,
we	PP	we
'	POS	'
ll	NN	ll
click	NN	click
Ford	NP	Ford
,	,	,
and	CC	and
now	RB	now
that	WDT	that
becomes	VBZ	become
the	DT	the
center	NN	center
.	SENT	.
And	CC	and
the	DT	the
things	NNS	thing
that	WDT	that
relate	VBP	relate
to	TO	to
Ford	NP	Ford
enter	VB	enter
its	PP$	its
orbit	NN	orbit
and	CC	and
swirl	NN	swirl
around	IN	around
it	PP	it
.	SENT	.
We	PP	we
can	MD	can
isolate	VB	isolate
just	RB	just
the	DT	the
photographs	NNS	photograph
,	,	,
and	CC	and
we	PP	we
now	RB	now
see	VBP	see
those	DT	those
.	SENT	.
We	PP	we
can	MD	can
click	VB	click
on	IN	on
one	CD	one
of	IN	of
those	DT	those
and	CC	and
have	VB	have
the	DT	the
photograph	NN	photograph
be	VB	be
the	DT	the
center	NN	center
of	IN	of
the	DT	the
universe	NN	universe
.	SENT	.
Now	RB	now
the	DT	the
things	NNS	thing
that	WDT	that
relate	VBP	relate
to	TO	to
it	PP	it
are	VBP	be
swirling	VBG	swirl
around	RP	around
.	SENT	.
We	PP	we
can	MD	can
click	VB	click
on	IN	on
this	DT	this
and	CC	and
we	PP	we
see	VBP	see
this	DT	this
iconic	JJ	iconic
image	NN	image
of	IN	of
Betty	NP	Betty
Ford	NP	Ford
kissing	VBG	kiss
her	PP$	her
husband	NN	husband
'	POS	'
s	NN	S
coffin	NN	coffin
.	SENT	.
In	IN	in
Universe	NN	universe
,	,	,
there	EX	there
'	''	'
s	NN	S
kind	NN	kind
of	IN	of
no	DT	no
end	NN	end
.	SENT	.
It	PP	it
just	RB	just
goes	VBZ	go
infinitely	RB	infinitely
,	,	,
and	CC	and
you	PP	you
can	MD	can
just	RB	just
kind	RB	kind
of	IN	of
click	NN	click
on	IN	on
stuff	NN	stuff
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
photographic	JJ	photographic
representation	NN	representation
,	,	,
called	VBN	call
Snapshots	NNS	snapshot
.	SENT	.
But	CC	but
we	PP	we
can	MD	can
actually	RB	actually
be	VB	be
more	RBR	more
specific	JJ	specific
in	IN	in
defining	VBG	define
our	PP$	our
universe	NN	universe
.	SENT	.
So	RB	so
,	,	,
if	IN	if
we	PP	we
want	VBP	want
to	TO	to
,	,	,
let	VBP	let
'	POS	'
s	NNS	<unknown>
check	VB	check
out	RP	out
what	WP	what
Bill	NP	Bill
Clinton	NP	Clinton
'	POS	'
s	NN	S
universe	NN	universe
looks	VBZ	look
like	IN	like
.	SENT	.
And	CC	and
let	VB	let
'	''	'
s	NNS	<unknown>
see	VBP	see
,	,	,
in	IN	in
the	DT	the
past	JJ	past
week	NN	week
,	,	,
what	WP	what
he	PP	he
'	POS	'
s	RB	<unknown>
been	VBN	be
up	RP	up
to	TO	to
.	SENT	.
So	RB	so
now	RB	now
,	,	,
we	PP	we
have	VBP	have
a	DT	a
new	JJ	new
universe	NN	universe
,	,	,
which	WDT	which
is	VBZ	be
just	RB	just
constrained	VBN	constrain
to	TO	to
all	DT	all
things	NNS	thing
Bill	NP	Bill
Clinton	NP	Clinton
.	SENT	.
We	PP	we
can	MD	can
have	VB	have
his	PP$	his
constellations	NNS	constellation
emerge	VB	emerge
here	RB	here
.	SENT	.
We	PP	we
can	MD	can
pull	VB	pull
out	RP	out
his	PP$	his
secrets	NNS	secret
,	,	,
and	CC	and
we	PP	we
see	VBP	see
that	IN	that
it	PP	it
has	VBZ	have
a	DT	a
lot	NN	lot
to	TO	to
do	VB	do
with	IN	with
candidates	NNS	candidate
,	,	,
Hillary	NP	Hillary
,	,	,
presidential	JJ	presidential
,	,	,
Barack	NP	<unknown>
Obama	NP	<unknown>
.	SENT	.
We	PP	we
can	MD	can
see	VB	see
the	DT	the
stories	NNS	story
that	IN	that
Bill	NP	Bill
Clinton	NP	Clinton
is	VBZ	be
taking	VBG	take
part	NN	part
in	IN	in
right	NN	right
now	RB	now
.	SENT	.
Any	DT	any
of	IN	of
those	DT	those
can	MD	can
be	VB	be
opened	VBN	open
up	RP	up
.	SENT	.
So	RB	so
we	PP	we
see	VBP	see
Obama	NP	<unknown>
and	CC	and
the	DT	the
Clintons	NPS	<unknown>
meet	VBP	meet
in	IN	in
Alabama	NP	Alabama
.	SENT	.
You	PP	you
can	MD	can
see	VB	see
that	IN	that
this	DT	this
is	VBZ	be
an	DT	an
important	JJ	important
story	NN	story
;	:	;
there	EX	there
are	VBP	be
a	DT	a
lot	NN	lot
of	IN	of
things	NNS	thing
in	IN	in
its	PP$	its
orbit	NN	orbit
.	SENT	.
If	IN	if
we	PP	we
open	VBP	open
this	DT	this
up	RB	up
,	,	,
we	PP	we
get	VBP	get
different	JJ	different
perspectives	NNS	perspective
on	IN	on
this	DT	this
story	NN	story
.	SENT	.
You	PP	you
can	MD	can
click	VB	click
any	DT	any
of	IN	of
those	DT	those
to	TO	to
go	VB	go
out	RP	out
and	CC	and
read	VB	read
the	DT	the
article	NN	article
at	IN	at
the	DT	the
source	NN	source
.	SENT	.
This	DT	this
one	CD	one
'	POS	'
s	NN	S
from	IN	from
Al	NP	Al
Jazeera	NP	<unknown>
.	SENT	.
We	PP	we
can	MD	can
also	RB	also
see	VB	see
the	DT	the
superstars	NNS	superstar
.	SENT	.
These	DT	these
would	MD	would
be	VB	be
the	DT	the
