Pat	NP	Pat
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NN	S
the	DT	the
very	JJ	very
beginning	NN	beginning
.	SENT	.
So	RB	so
I	PP	I
don	VB	don
'	''	'
t	NN	t
know	VBP	know
if	IN	if
I	PP	I
'	POS	'
m	NN	m
an	DT	an
expert	NN	expert
,	,	,
or	CC	or
if	IN	if
anyone	NN	anyone
is	VBZ	be
an	DT	an
expert	NN	expert
.	SENT	.
I	PP	I
certainly	RB	certainly
have	VBP	have
done	VBN	do
a	DT	a
lot	NN	lot
of	IN	of
research	NN	research
.	SENT	.
I	PP	I
have	VBP	have
read	VBN	read
every	DT	every
study	NN	study
,	,	,
I	PP	I
have	VBP	have
pored	VBN	pore
over	IN	over
the	DT	the
materials	NNS	material
,	,	,
and	CC	and
the	DT	the
lessons	NNS	lesson
are	VBP	be
very	RB	very
clear	JJ	clear
.	SENT	.
Because	IN	because
here	RB	here
'	''	'
s	NNS	<unknown>
what	WP	what
we	PP	we
know	VBP	know
:	:	:
What	WP	what
we	PP	we
know	VBP	know
is	VBZ	be
that	IN	that
stereotypes	NNS	stereotype
are	VBP	be
holding	VBG	hold
women	NNS	woman
back	RB	back
from	IN	from
leadership	NN	leadership
roles	NNS	role
all	RB	all
over	IN	over
the	DT	the
world	NN	world
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
so	RB	so
striking	JJ	striking
.	SENT	.
"	''	"
Lean	NP	Lean
In	NP	In
"	''	"
is	VBZ	be
very	RB	very
global	JJ	global
,	,	,
I	PP	I
'	POS	'
ve	RB	<unknown>
been	VBN	be
all	DT	all
over	IN	over
the	DT	the
world	NN	world
,	,	,
talking	VBG	talk
about	IN	about
it	PP	it
,	,	,
and	CC	and
—	:	-
cultures	NNS	culture
are	VBP	be
so	RB	so
different	JJ	different
.	SENT	.
Even	RB	even
within	IN	within
our	PP$	our
own	JJ	own
country	NN	country
,	,	,
to	TO	to
Japan	NP	Japan
,	,	,
to	TO	to
Korea	NP	Korea
,	,	,
to	TO	to
China	NP	China
,	,	,
to	TO	to
Asia	NP	Asia
,	,	,
Europe	NP	Europe
,	,	,
they	PP	they
'	POS	'
re	NN	re
so	RB	so
different	JJ	different
.	SENT	.
Except	IN	except
for	IN	for
one	CD	one
thing	NN	thing
:	:	:
gender	NN	gender
.	SENT	.
All	DT	all
over	IN	over
the	DT	the
world	NN	world
,	,	,
no	DT	no
matter	NN	matter
what	WP	what
our	PP$	our
cultures	NNS	culture
are	VBP	be
,	,	,
we	PP	we
think	VBP	think
men	NNS	man
should	MD	should
be	VB	be
strong	JJ	strong
,	,	,
assertive	JJ	assertive
,	,	,
aggressive	JJ	aggressive
,	,	,
have	VBP	have
voice	NN	voice
;	:	;
we	PP	we
think	VBP	think
women	NNS	woman
should	MD	should
speak	VB	speak
when	WRB	when
spoken	VBN	speak
to	TO	to
,	,	,
help	VB	help
others	NNS	other
.	SENT	.
Now	RB	now
we	PP	we
have	VBP	have
,	,	,
all	RB	all
over	IN	over
the	DT	the
world	NN	world
,	,	,
women	NNS	woman
are	VBP	be
called	VBN	call
"	``	"
bossy	JJ	bossy
.	SENT	.
"	``	"
There	EX	there
is	VBZ	be
a	DT	a
word	NN	word
for	IN	for
"	``	"
bossy	JJ	bossy
,	,	,
"	''	"
for	IN	for
little	JJ	little
girls	NNS	girl
,	,	,
in	IN	in
every	DT	every
language	NN	language
there	RB	there
'	POS	'
s	NN	S
one	CD	one
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
word	NN	word
that	RB	that
'	POS	'
s	NN	S
pretty	RB	pretty
much	RB	much
not	RB	not
used	VBN	use
for	IN	for
little	JJ	little
boys	NNS	boy
,	,	,
because	IN	because
if	IN	if
a	DT	a
little	JJ	little
boy	NN	boy
leads	VBZ	lead
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
no	DT	no
negative	JJ	negative
word	NN	word
for	IN	for
it	PP	it
,	,	,
it	PP	it
'	POS	'
s	NN	S
expected	VBD	expect
.	SENT	.
But	CC	but
if	IN	if
a	DT	a
little	JJ	little
girl	NN	girl
leads	VBZ	lead
,	,	,
she	PP	she
'	POS	'
s	NN	S
bossy	NN	bossy
.	SENT	.
Now	RB	now
I	PP	I
know	VBP	know
there	RB	there
aren	NN	<unknown>
'	POS	'
t	NN	t
a	DT	a
lot	NN	lot
of	IN	of
men	NNS	man
here	RB	here
,	,	,
but	CC	but
bear	VB	bear
with	IN	with
me	PP	me
.	SENT	.
If	IN	if
you	PP	you
'	''	'
re	IN	re
a	DT	a
man	NN	man
,	,	,
you	PP	you
'	POS	'
ll	NNS	<unknown>
have	VBP	have
to	TO	to
represent	VB	represent
your	PP$	your
gender	NN	gender
.	SENT	.
Please	UH	please
raise	VB	raise
your	PP$	your
hand	NN	hand
if	IN	if
you	PP	you
'	POS	'
ve	RB	<unknown>
been	VBN	be
told	VBD	tell
you	PP	you
'	''	'
re	IN	re
too	RB	too
aggressive	JJ	aggressive
at	IN	at
work	NN	work
.	SENT	.
There	EX	there
'	POS	'
s	NN	S
always	RB	always
a	DT	a
few	JJ	few
,	,	,
it	PP	it
runs	VBZ	run
about	RB	about
five	CD	five
percent	NN	percent
.	SENT	.
Okay	RB	okay
,	,	,
get	VB	get
ready	JJ	ready
,	,	,
gentlemen	NNS	gentleman
.	SENT	.
If	IN	if
you	PP	you
'	''	'
re	IN	re
a	DT	a
woman	NN	woman
,	,	,
please	VB	please
raise	VB	raise
your	PP$	your
hand	NN	hand
if	IN	if
you	PP	you
'	POS	'
ve	NN	ve
ever	RB	ever
been	VBN	be
told	VBD	tell
you	PP	you
'	''	'
re	IN	re
too	RB	too
aggressive	JJ	aggressive
at	IN	at
work	NN	work
.	SENT	.
That	DT	that
is	VBZ	be
what	WP	what
audiences	NNS	audience
have	VBP	have
said	VBN	say
in	IN	in
every	DT	every
country	NN	country
in	IN	in
the	DT	the
world	NN	world
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NN	S
deeply	RB	deeply
supported	VBN	support
by	IN	by
the	DT	the
data	NNS	datum
.	SENT	.
Now	RB	now
,	,	,
do	VBP	do
we	PP	we
think	VBP	think
women	NNS	woman
are	VBP	be
more	RBR	more
aggressive	JJ	aggressive
than	IN	than
men	NNS	man
?	SENT	?
Of	IN	of
course	NN	course
not	RB	not
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
just	RB	just
that	IN	that
we	PP	we
judge	VBP	judge
them	PP	them
through	IN	through
a	DT	a
different	JJ	different
lens	NN	lens
,	,	,
and	CC	and
a	DT	a
lot	NN	lot
of	IN	of
the	DT	the
character	NN	character
traits	NNS	trait
that	IN	that
you	PP	you
must	MD	must
exhibit	VB	exhibit
to	TO	to
perform	VB	perform
at	IN	at
work	NN	work
,	,	,
to	TO	to
get	VB	get
results	NNS	result
,	,	,
to	TO	to
lead	VB	lead
,	,	,
are	VBP	be
ones	NNS	one
that	IN	that
we	PP	we
think	VBP	think
,	,	,
in	IN	in
a	DT	a
man	NN	man
,	,	,
he	PP	he
'	POS	'
s	NNS	<unknown>
a	DT	a
boss	NN	boss
,	,	,
and	CC	and
in	IN	in
a	DT	a
woman	NN	woman
,	,	,
she	PP	she
'	POS	'
s	NN	S
bossy	NN	bossy
.	SENT	.
And	CC	and
the	DT	the
good	JJ	good
news	NN	news
about	IN	about
this	DT	this
is	VBZ	be
that	IN	that
we	PP	we
can	MD	can
change	VB	change
this	DT	this
by	IN	by
acknowledging	VBG	acknowledge
it	PP	it
.	SENT	.
One	CD	one
of	IN	of
the	DT	the
happiest	JJS	happy
moments	NNS	moment
I	PP	I
had	VBD	have
in	IN	in
this	DT	this
whole	JJ	whole
journey	NN	journey
is	VBZ	be
,	,	,
after	IN	after
the	DT	the
book	NN	book
came	VBD	come
out	RP	out
,	,	,
I	PP	I
stood	VBD	stand
on	IN	on
a	DT	a
stage	NN	stage
with	IN	with
John	NP	John
Chambers	NPS	Chambers
,	,	,
the	DT	the
CEO	NN	CEO
of	IN	of
Cisco	NP	Cisco
.	SENT	.
He	PP	he
read	VBP	read
the	DT	the
book	NN	book
.	SENT	.
He	PP	he
stood	VBD	stand
on	IN	on
a	DT	a
stage	NN	stage
with	IN	with
me	PP	me
,	,	,
he	PP	he
invited	VBD	invite
me	PP	me
in	IN	in
front	NN	front
of	IN	of
his	PP$	his
whole	JJ	whole
management	NN	management
team	NN	team
,	,	,
men	NNS	man
and	CC	and
women	NNS	woman
,	,	,
and	CC	and
he	PP	he
said	VBD	say
,	,	,
I	PP	I
thought	VBD	think
we	PP	we
were	VBD	be
good	JJ	good
at	IN	at
this	DT	this
.	SENT	.
I	PP	I
thought	VBD	think
I	PP	I
was	VBD	be
good	JJ	good
at	IN	at
this	DT	this
.	SENT	.
And	CC	and
then	RB	then
I	PP	I
read	VBP	read
this	DT	this
book	NN	book
,	,	,
and	CC	and
I	PP	I
realized	VBD	realize
that	IN	that
we	PP	we
—	:	-
my	PP$	my
company	NN	company
—	:	-
we	PP	we
have	VBP	have
called	VBN	call
all	DT	all
of	IN	of
our	PP$	our
senior	JJ	senior
women	NNS	woman
too	RB	too
aggressive	JJ	aggressive
,	,	,
and	CC	and
I	PP	I
'	POS	'
m	NN	m
standing	NN	standing
on	IN	on
this	DT	this
stage	NN	stage
,	,	,
and	CC	and
I	PP	I
'	POS	'
m	NN	m
sorry	RB	sorry
.	SENT	.
And	CC	and
I	PP	I
want	VBP	want
you	PP	you
to	TO	to
know	VB	know
we	PP	we
'	''	'
re	IN	re
never	RB	never
going	VBG	go
to	TO	to
do	VB	do
it	PP	it
again	RB	again
.	SENT	.
PM	NN	pm
:	:	:
Can	MD	can
we	PP	we
send	VB	send
that	IN	that
to	TO	to
a	DT	a
lot	NN	lot
of	IN	of
other	JJ	other
people	NNS	people
that	IN	that
we	PP	we
know	VBP	know
?	SENT	?
SS	NP	SS
:	:	:
And	CC	and
so	RB	so
John	NP	John
is	VBZ	be
doing	VBG	do
that	IN	that
because	IN	because
he	PP	he
believes	VBZ	believe
it	PP	it
'	''	'
s	NNS	<unknown>
good	JJ	good
for	IN	for
his	PP$	his
company	NN	company
,	,	,
and	CC	and
so	RB	so
this	DT	this
kind	NN	kind
of	IN	of
acknowledgement	NN	acknowledgement
of	IN	of
these	DT	these
biases	NNS	bias
can	MD	can
change	VB	change
it	PP	it
.	SENT	.
And	CC	and
so	RB	so
next	JJ	next
time	NN	time
you	PP	you
all	RB	all
see	VBP	see
someone	NN	someone
call	VBP	call
a	DT	a
little	JJ	little
girl	NN	girl
"	''	"
bossy	NN	bossy
,	,	,
"	``	"
you	PP	you
walk	VBP	walk
right	RB	right
up	RB	up
to	TO	to
that	DT	that
person	NN	person
,	,	,
big	JJ	big
smile	NN	smile
,	,	,
and	CC	and
you	PP	you
say	VBP	say
,	,	,
"	''	"
That	DT	that
little	JJ	little
girl	NN	girl
'	POS	'
s	NN	S
not	RB	not
bossy	JJ	bossy
.	SENT	.
That	DT	that
little	JJ	little
girl	NN	girl
has	VBZ	have
executive	JJ	executive
leadership	NN	leadership
skills	NNS	skill
.	SENT	.
"	''	"
PM	NN	pm
:	:	:
I	PP	I
know	VBP	know
that	DT	that
'	''	'
s	NNS	<unknown>
what	WP	what
you	PP	you
'	''	'
re	IN	re
telling	VBG	tell
your	PP$	your
daughter	NN	daughter
.	SENT	.
SS	NP	SS
:	:	:
Absolutely	RB	absolutely
.	SENT	.
PM	NN	pm
:	:	:
And	CC	and
you	PP	you
did	VBD	do
focus	NN	focus
in	IN	in
the	DT	the
book	NN	book
—	:	-
and	CC	and
the	DT	the
reason	NN	reason
,	,	,
as	IN	as
you	PP	you
said	VBD	say
,	,	,
in	IN	in
writing	VBG	write
it	PP	it
,	,	,
was	VBD	be
to	TO	to
create	VB	create
a	DT	a
dialogue	NN	dialogue
about	IN	about
this	DT	this
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
let	VBP	let
'	POS	'
s	NN	S
just	RB	just
put	VBD	put
it	PP	it
out	RP	out
there	RB	there
,	,	,
face	VBP	face
the	DT	the
fact	NN	fact
that	IN	that
women	NNS	woman
are	VBP	be
—	:	-
in	IN	in
a	DT	a
time	NN	time
when	WRB	when
we	PP	we
have	VBP	have
more	JJR	more
open	JJ	open
doors	NNS	door
,	,	,
and	CC	and
more	JJR	more
opportunities	NNS	opportunity
—	:	-
are	VBP	be
still	RB	still
not	RB	not
getting	VBG	get
to	TO	to
the	DT	the
leadership	NN	leadership
positions	NNS	position
.	SENT	.
So	RB	so
in	IN	in
the	DT	the
months	NNS	month
that	WDT	that
have	VBP	have
come	VBN	come
since	IN	since
the	DT	the
book	NN	book
,	,	,
in	IN	in
which	WDT	which
"	``	"
Lean	VB	lean
In	IN	in
"	``	"
focused	VBN	focus
on	IN	on
that	DT	that
and	CC	and
said	VBD	say
,	,	,
here	RB	here
are	VBP	be
some	DT	some
of	IN	of
the	DT	the
challenges	NNS	challenge
that	WDT	that
remain	VBP	remain
,	,	,
and	CC	and
many	JJ	many
of	IN	of
them	PP	them
we	PP	we
have	VBP	have
to	TO	to
own	VB	own
within	IN	within
ourselves	PP	ourselves
and	CC	and
look	VB	look
at	IN	at
ourselves	PP	ourselves
.	SENT	.
What	WP	what
has	VBZ	have
changed	VBN	change
?	SENT	?
Have	VBP	have
you	PP	you
seen	VBN	see
changes	NNS	change
?	SENT	?
SS	NP	SS
:	:	:
Well	RB	well
,	,	,
there	EX	there
'	''	'
s	NNS	<unknown>
certainly	RB	certainly
more	JJR	more
dialogue	NN	dialogue
,	,	,
which	WDT	which
is	VBZ	be
great	JJ	great
.	SENT	.
But	CC	but
what	WP	what
really	RB	really
matters	VBZ	matter
to	TO	to
me	PP	me
,	,	,
and	CC	and
I	PP	I
think	VBP	think
all	DT	all
of	IN	of
us	PP	us
,	,	,
is	VBZ	be
action	NN	action
.	SENT	.
So	RB	so
everywhere	RB	everywhere
I	PP	I
go	VBP	go
,	,	,
CEOs	NNS	CEO
,	,	,
they	PP	they
'	POS	'
re	NN	re
mostly	RB	mostly
men	NNS	man
,	,	,
say	VBP	say
to	TO	to
me	PP	me
,	,	,
you	PP	you
'	POS	'
re	NN	re
costing	VBG	cost
me	PP	me
so	IN	so
much	JJ	much
money	NN	money
because	IN	because
all	PDT	all
the	DT	the
women	NNS	woman
want	VBP	want
to	TO	to
be	VB	be
paid	VBN	pay
as	RB	as
much	RB	much
as	IN	as
the	DT	the
men	NNS	man
.	SENT	.
And	CC	and
to	TO	to
them	PP	them
I	PP	I
say	VBP	say
,	,	,
I	PP	I
'	POS	'
m	NN	m
not	RB	not
sorry	RB	sorry
at	IN	at
all	DT	all
.	SENT	.
At	IN	at
all	DT	all
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
the	DT	the
women	NNS	woman
should	MD	should
be	VB	be
paid	VBN	pay
as	RB	as
much	RB	much
as	IN	as
the	DT	the
men	NNS	man
.	SENT	.
Everywhere	RB	everywhere
I	PP	I
go	VBP	go
,	,	,
women	NNS	woman
tell	VBP	tell
me	PP	me
they	PP	they
ask	VBP	ask
for	IN	for
raises	NNS	raise
.	SENT	.
Everywhere	RB	everywhere
I	PP	I
go	VBP	go
,	,	,
women	NNS	woman
say	VBP	say
they	PP	they
'	''	'
re	IN	re
getting	VBG	get
better	JJR	good
relationships	NNS	relationship
with	IN	with
their	PP$	their
spouses	NNS	spouse
,	,	,
asking	VBG	ask
for	IN	for
more	JJR	more
help	NN	help
at	IN	at
home	NN	home
,	,	,
asking	VBG	ask
for	IN	for
the	DT	the
promotions	NNS	promotion
they	PP	they
should	MD	should
be	VB	be
getting	VBG	get
at	IN	at
work	NN	work
,	,	,
and	CC	and
importantly	RB	importantly
,	,	,
believing	VBG	believe
it	PP	it
themselves	PP	themselves
.	SENT	.
Even	RB	even
little	JJ	little
things	NNS	thing
.	SENT	.
One	CD	one
of	IN	of
the	DT	the
governors	NNS	governor
of	IN	of
one	CD	one
of	IN	of
the	DT	the
states	NNS	state
told	VBD	tell
me	PP	me
that	IN	that
he	PP	he
didn	NNS	<unknown>
'	POS	'
t	NN	t
realize	VBP	realize
that	IN	that
more	JJR	more
women	NNS	woman
were	VBD	be
,	,	,
in	IN	in
fact	NN	fact
,	,	,
literally	RB	literally
sitting	VBG	sit
on	IN	on
the	DT	the
side	NN	side
of	IN	of
the	DT	the
room	NN	room
,	,	,
which	WDT	which
they	PP	they
are	VBP	be
,	,	,
and	CC	and
now	RB	now
he	PP	he
made	VBD	make
a	DT	a
rule	NN	rule
that	IN	that
all	PDT	all
the	DT	the
women	NNS	woman
on	IN	on
his	PP$	his
staff	NN	staff
need	NN	need
to	TO	to
sit	VB	sit
at	IN	at
the	DT	the
table	NN	table
.	SENT	.
The	DT	the
foundation	NN	foundation
I	PP	I
started	VBD	start
along	RP	along
with	IN	with
the	DT	the
book	NN	book
"	``	"
Lean	NP	Lean
In	NP	In
"	``	"
helps	VBZ	help
women	NNS	woman
,	,	,
or	CC	or
men	NNS	man
,	,	,
start	NN	start
circles	NNS	circle
—	:	-
small	JJ	small
groups	NNS	group
,	,	,
it	PP	it
can	MD	can
be	VB	be
10	CD	@card@
,	,	,
it	PP	it
can	MD	can
be	VB	be
however	RB	however
many	JJ	many
you	PP	you
want	VBP	want
,	,	,
which	WDT	which
meet	VBP	meet
once	IN	once
a	DT	a
month	NN	month
.	SENT	.
I	PP	I
would	MD	would
have	VB	have
hoped	VBN	hope
that	IN	that
by	IN	by
now	RB	now
,	,	,
we	PP	we
'	POS	'
d	NN	d
have	VBP	have
about	RB	about
500	CD	@card@
circles	NNS	circle
.	SENT	.
That	DT	that
would	MD	would
'	''	'
ve	RB	<unknown>
been	VBN	be
great	JJ	great
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
500	CD	@card@
times	NNS	time
roughly	RB	roughly
10	CD	@card@
.	SENT	.
There	EX	there
are	VBP	be
over	IN	over
12	CD	@card@
,	,	,
000	CD	@card@
circles	NNS	circle
in	IN	in
50	CD	@card@
countries	NNS	country
in	IN	in
the	DT	the
world	NN	world
.	SENT	.
PM	NN	pm
:	:	:
Wow	NN	wow
,	,	,
that	WDT	that
'	POS	'
s	NNS	<unknown>
amazing	JJ	amazing
.	SENT	.
SS	NP	SS
:	:	:
And	CC	and
these	DT	these
are	VBP	be
people	NNS	people
who	WP	who
are	VBP	be
meeting	VBG	meet
every	DT	every
single	JJ	single
month	NN	month
.	SENT	.
I	PP	I
met	VBD	meet
one	PP	one
of	IN	of
them	PP	them
,	,	,
I	PP	I
was	VBD	be
in	IN	in
Beijing	NP	Beijing
.	SENT	.
A	DT	a
group	NN	group
of	IN	of
women	NNS	woman
,	,	,
they	PP	they
'	POS	'
re	NN	re
all	RB	all
about	IN	about
29	CD	@card@
or	CC	or
30	CD	@card@
,	,	,
they	PP	they
started	VBD	start
the	DT	the
first	JJ	first
Lean	NP	Lean
In	IN	in
circle	NN	circle
in	IN	in
Beijing	NP	Beijing
,	,	,
several	JJ	several
of	IN	of
them	PP	them
grew	VBD	grow
up	RP	up
in	IN	in
very	RB	very
poor	JJ	poor
,	,	,
rural	JJ	rural
China	NP	China
.	SENT	.
These	DT	these
women	NNS	woman
are	VBP	be
29	CD	@card@
,	,	,
they	PP	they
are	VBP	be
told	VBN	tell
by	IN	by
their	PP$	their
society	NN	society
that	IN	that
they	PP	they
are	VBP	be
"	``	"
left	VBN	leave
over	RP	over
,	,	,
"	``	"
because	IN	because
they	PP	they
are	VBP	be
not	RB	not
yet	RB	yet
married	VBN	marry
,	,	,
and	CC	and
the	DT	the
process	NN	process
of	IN	of
coming	VBG	come
together	RB	together
once	IN	once
a	DT	a
month	NN	month
at	IN	at
a	DT	a
meeting	NN	meeting
is	VBZ	be
helping	VBG	help
them	PP	them
define	VB	define
who	WP	who
they	PP	they
are	VBP	be
for	IN	for
themselves	PP	themselves
.	SENT	.
What	WP	what
they	PP	they
want	VBP	want
in	IN	in
their	PP$	their
careers	NNS	career
.	SENT	.
The	DT	the
kind	NN	kind
of	IN	of
partners	NNS	partner
they	PP	they
want	VBP	want
,	,	,
if	IN	if
at	IN	at
all	DT	all
.	SENT	.
I	PP	I
looked	VBD	look
at	IN	at
them	PP	them
,	,	,
we	PP	we
went	VBD	go
around	RP	around
and	CC	and
introduced	VBD	introduce
ourselves	PP	ourselves
,	,	,
and	CC	and
they	PP	they
all	RB	all
said	VBD	say
their	PP$	their
names	NNS	name
and	CC	and
where	WRB	where
they	PP	they
'	POS	'
re	NN	re
from	IN	from
,	,	,
and	CC	and
I	PP	I
said	VBD	say
,	,	,
I	PP	I
'	POS	'
m	NN	m
Sheryl	NP	Sheryl
Sandberg	NP	Sandberg
,	,	,
and	CC	and
this	DT	this
was	VBD	be
my	PP$	my
dream	NN	dream
.	SENT	.
And	CC	and
I	PP	I
kind	NN	kind
of	IN	of
just	RB	just
started	VBN	start
crying	VBG	cry
.	SENT	.
Right	RB	right
,	,	,
which	WDT	which
,	,	,
I	PP	I
admit	VBP	admit
,	,	,
I	PP	I
do	VBP	do
.	SENT	.
Right	RB	right
?	SENT	?
I	NP	I
'	POS	'
ve	NN	ve
talked	VBD	talk
about	IN	about
it	PP	it
before	RB	before
.	SENT	.
But	CC	but
the	DT	the
fact	NN	fact
that	IN	that
a	DT	a
woman	NN	woman
so	RB	so
far	RB	far
away	RB	away
out	RB	out
in	IN	in
the	DT	the
world	NN	world
,	,	,
who	WP	who
grew	VBD	grow
up	RP	up
in	IN	in
a	DT	a
rural	JJ	rural
village	NN	village
,	,	,
who	WP	who
'	POS	'
s	NNS	<unknown>
being	VBG	be
told	VBN	tell
to	TO	to
marry	VB	marry
someone	NN	someone
she	PP	she
doesn	NP	<unknown>
'	POS	'
t	NN	t
want	VBP	want
to	TO	to
marry	VB	marry
,	,	,
can	MD	can
now	RB	now
go	VB	go
meet	VB	meet
once	RB	once
a	DT	a
month	NN	month
with	IN	with
a	DT	a
group	NN	group
of	IN	of
people	NNS	people
and	CC	and
refuse	VBP	refuse
that	IN	that
,	,	,
and	CC	and
find	VB	find
life	NN	life
on	IN	on
her	PP$	her
own	JJ	own
terms	NNS	term
.	SENT	.
That	IN	that
'	POS	'
s	NNS	<unknown>
the	DT	the
kind	NN	kind
of	IN	of
change	NN	change
we	PP	we
have	VBP	have
to	TO	to
hope	VB	hope
for	IN	for
.	SENT	.
PM	NP	PM
:	:	:
Have	VBP	have
you	PP	you
been	VBN	be
surprised	VBN	surprise
by	IN	by
the	DT	the
global	JJ	global
nature	NN	nature
of	IN	of
the	DT	the
message	NN	message
?	SENT	?
Because	IN	because
I	PP	I
think	VBP	think
when	WRB	when
the	DT	the
book	NN	book
first	RB	first
came	VBD	come
out	RP	out
,	,	,
many	JJ	many
people	NNS	people
thought	VBD	think
,	,	,
well	RB	well
,	,	,
this	DT	this
is	VBZ	be
a	DT	a
really	RB	really
important	JJ	important
handbook	NN	handbook
for	IN	for
young	JJ	young
women	NNS	woman
on	IN	on
their	PP$	their
way	NN	way
up	RP	up
.	SENT	.
They	PP	they
need	VBP	need
to	TO	to
look	VB	look
at	IN	at
this	DT	this
,	,	,
anticipate	VB	anticipate
the	DT	the
barriers	NNS	barrier
,	,	,
and	CC	and
recognize	VB	recognize
them	PP	them
,	,	,
put	VB	put
them	PP	them
out	RP	out
in	IN	in
the	DT	the
open	JJ	open
,	,	,
have	VBP	have
the	DT	the
dialogue	NN	dialogue
about	IN	about
it	PP	it
,	,	,
but	CC	but
that	IN	that
it	PP	it
'	POS	'
s	NN	S
really	RB	really
for	IN	for
women	NNS	woman
who	WP	who
are	VBP	be
that	DT	that
.	SENT	.
Doing	VBG	do
that	DT	that
.	SENT	.
Pursuing	VBG	pursue
the	DT	the
corporate	JJ	corporate
world	NN	world
.	SENT	.
And	CC	and
yet	RB	yet
the	DT	the
book	NN	book
is	VBZ	be
being	VBG	be
read	VBN	read
,	,	,
as	IN	as
you	PP	you
say	VBP	say
,	,	,
in	IN	in
rural	JJ	rural
and	CC	and
developing	VBG	develop
countries	NNS	country
.	SENT	.
What	WP	what
part	NN	part
of	IN	of
that	WDT	that
has	VBZ	have
surprised	VBN	surprise
you	PP	you
,	,	,
and	CC	and
perhaps	RB	perhaps
led	VBN	lead
to	TO	to
a	DT	a
new	JJ	new
perspective	NN	perspective
on	IN	on
your	PP$	your
part	NN	part
?	SENT	?
SS	NP	SS
:	:	:
The	DT	the
book	NN	book
is	VBZ	be
about	RB	about
self-confidence	NN	self-confidence
,	,	,
and	CC	and
about	IN	about
equality	NN	equality
.	SENT	.
And	CC	and
it	PP	it
turns	VBZ	turn
out	RP	out
,	,	,
everywhere	RB	everywhere
in	IN	in
the	DT	the
world	NN	world
,	,	,
women	NNS	woman
need	VBP	need
more	JJR	more
self-confidence	NN	self-confidence
,	,	,
because	IN	because
the	DT	the
world	NN	world
tells	VBZ	tell
us	PP	us
we	PP	we
'	POS	'
re	NN	re
not	RB	not
equal	JJ	equal
to	TO	to
men	NNS	man
.	SENT	.
Everywhere	RB	everywhere
in	IN	in
the	DT	the
world	NN	world
,	,	,
we	PP	we
live	VBP	live
in	IN	in
a	DT	a
world	NN	world
where	WRB	where
the	DT	the
men	NNS	man
get	VB	get
"	''	"
and	CC	and
,	,	,
"	``	"
and	CC	and
women	NNS	woman
get	VBP	get
"	``	"
or	JJ	or
.	SENT	.
"	''	"
I	NP	I
'	POS	'
ve	NN	ve
never	RB	never
met	VBD	meet
a	DT	a
man	NN	man
who	WP	who
'	POS	'
s	RB	<unknown>
been	VBN	be
asked	VBN	ask
how	WRB	how
he	PP	he
does	VBZ	do
it	PP	it
all	DT	all
.	SENT	.
Again	RB	again
,	,	,
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
turn	VB	turn
to	TO	to
the	DT	the
men	NNS	man
in	IN	in
the	DT	the
audience	NN	audience
:	:	:
Please	UH	please
raise	VB	raise
your	PP$	your
hand	NN	hand
if	IN	if
you	PP	you
'	POS	'
ve	RB	<unknown>
been	VBN	be
asked	VBN	ask
,	,	,
how	WRB	how
do	VBP	do
you	PP	you
do	VBP	do
it	PP	it
all	DT	all
?	SENT	?
Men	NNS	man
only	RB	only
.	SENT	.
Women	NNS	woman
,	,	,
women	NNS	woman
.	SENT	.
Please	UH	please
raise	VB	raise
your	PP$	your
hand	NN	hand
if	IN	if
you	PP	you
'	POS	'
ve	RB	<unknown>
been	VBN	be
asked	VBN	ask
how	WRB	how
you	PP	you
do	VBP	do
it	PP	it
all	DT	all
?	SENT	?
We	PP	we
assume	VBP	assume
men	NNS	man
can	MD	can
do	VB	do
it	PP	it
all	DT	all
,	,	,
slash	VBP	slash
—	:	-
have	VBP	have
jobs	NNS	job
and	CC	and
children	NNS	child
.	SENT	.
We	PP	we
assume	VBP	assume
women	NNS	woman
can	MD	can
'	''	'
t	NN	t
,	,	,
and	CC	and
that	IN	that
'	POS	'
s	NNS	<unknown>
ridiculous	JJ	ridiculous
,	,	,
because	IN	because
the	DT	the
great	JJ	great
majority	NN	majority
of	IN	of
women	NNS	woman
everywhere	RB	everywhere
in	IN	in
the	DT	the
world	NN	world
,	,	,
including	VBG	include
the	DT	the
United	NP	United
States	NP	States
,	,	,
work	NN	work
full	JJ	full
time	NN	time
and	CC	and
have	VB	have
children	NNS	child
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
people	NNS	people
don	NN	don
'	POS	'
t	NN	t
fully	RB	fully
understand	VB	understand
how	WRB	how
broad	JJ	broad
the	DT	the
message	NN	message
is	VBZ	be
.	SENT	.
There	EX	there
is	VBZ	be
a	DT	a
circle	NN	circle
that	RB	that
'	POS	'
s	RB	<unknown>
been	VBN	be
started	VBN	start
for	IN	for
rescued	VBN	rescue
sex	NN	sex
