Imagine	VB	imagine
.	SENT	.
All	DT	all
of	IN	of
these	DT	these
environment	NN	environment
court	NN	court
judges	NNS	judge
,	,	,
the	DT	the
tens	NNS	ten
of	IN	of
thousands	NNS	thousand
of	IN	of
cases	NNS	case
,	,	,
many	JJ	many
of	IN	of
them	PP	them
against	IN	against
government	NN	government
departments	NNS	department
;	:	;
the	DT	the
Ministry	NP	Ministry
of	IN	of
Environment	NP	Environment
getting	VBG	get
enhanced	JJ	enhanced
powers	NNS	power
;	:	;
the	DT	the
largest	JJS	large
banks	NNS	bank
and	CC	and
financial	JJ	financial
institutions	NNS	institution
realizing	VBG	realize
that	IN	that
coal	NN	coal
is	VBZ	be
a	DT	a
bad	JJ	bad
investment	NN	investment
;	:	;
the	DT	the
president	NN	president
promising	VBG	promise
no	DT	no
more	JJR	more
coal	NN	coal
outside	IN	outside
China	NP	China
.	SENT	.
We	PP	we
work	VBP	work
in	IN	in
many	JJ	many
countries	NNS	country
around	IN	around
the	DT	the
world	NN	world
,	,	,
but	CC	but
I	PP	I
have	VBP	have
never	RB	never
seen	VBN	see
the	DT	the
intense	JJ	intense
focus	NN	focus
on	IN	on
systemic	JJ	systemic
change	NN	change
moving	VBG	move
a	DT	a
country	NN	country
towards	IN	towards
environmental	JJ	environmental
improvements	NNS	improvement
as	IN	as
I	PP	I
'	POS	'
ve	NNS	<unknown>
seen	VBN	see
in	IN	in
China	NP	China
.	SENT	.
I	NP	I
'	POS	'
d	NN	d
like	VBP	like
to	TO	to
think	VB	think
that	IN	that
I	PP	I
have	VBP	have
given	VBN	give
you	PP	you
reasons	NNS	reason
for	IN	for
hope	NN	hope
.	SENT	.
China	NP	China
has	VBZ	have
certainly	RB	certainly
given	VBN	give
me	PP	me
hope	VBP	hope
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
