My	PP$	my
know	VBP	know
,	,	,
how	WRB	how
simple	NN	simple
is	VBZ	be
that	RB	that
?	SENT	?
"	''	"
But	CC	but
computers	NNS	computer
—	:	-
you	PP	you
need	VBP	need
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
describe	VB	describe
things	NNS	thing
in	IN	in
very	RB	very
basic	JJ	basic
terms	NNS	term
,	,	,
and	CC	and
with	IN	with
this	DT	this
,	,	,
we	PP	we
could	MD	could
.	SENT	.
So	RB	so
I	PP	I
wrote	VBD	write
a	DT	a
computer	NN	computer
program	NN	program
a	DT	a
bunch	NN	bunch
of	IN	of
years	NNS	year
ago	RB	ago
called	VBD	call
TreeMaker	NP	TreeMaker
,	,	,
and	CC	and
you	PP	you
can	MD	can
download	VB	<unknown>
it	PP	it
from	IN	from
my	PP$	my
website	NN	website
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
free	JJ	free
.	SENT	.
It	PP	it
runs	VBZ	run
on	IN	on
all	PDT	all
the	DT	the
major	JJ	major
platforms	NNS	platform
—	:	-
even	RB	even
Windows	NNS	window
.	SENT	.
And	CC	and
you	PP	you
just	RB	just
draw	VBP	draw
a	DT	a
stick	NN	stick
figure	NN	figure
,	,	,
and	CC	and
it	PP	it
calculates	VBZ	calculate
the	DT	the
crease	NN	crease
pattern	NN	pattern
.	SENT	.
It	PP	it
does	VBZ	do
the	DT	the
circle	NN	circle
packing	NN	packing
,	,	,
calculates	VBZ	calculate
the	DT	the
crease	NN	crease
pattern	NN	pattern
,	,	,
and	CC	and
if	IN	if
you	PP	you
use	VBP	use
that	IN	that
stick	NN	stick
figure	NN	figure
that	IN	that
I	PP	I
just	RB	just
showed	VBD	show
—	:	-
which	WDT	which
you	PP	you
can	MD	can
kind	RB	kind
of	IN	of
tell	VB	tell
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
deer	NN	deer
,	,	,
it	PP	it
'	POS	'
s	NN	S
got	VBD	get
antlers	NNS	antler
—	:	-
you	PP	you
'	POS	'
ll	NNS	<unknown>
get	VBP	get
this	DT	this
crease	NN	crease
pattern	NN	pattern
.	SENT	.
And	CC	and
if	IN	if
you	PP	you
take	VBP	take
this	DT	this
crease	NN	crease
pattern	NN	pattern
,	,	,
you	PP	you
fold	VBP	fold
on	IN	on
the	DT	the
dotted	JJ	dotted
lines	NNS	line
,	,	,
you	PP	you
'	POS	'
ll	NNS	<unknown>
get	VBP	get
a	DT	a
base	NN	base
that	IN	that
you	PP	you
can	MD	can
then	RB	then
shape	VB	shape
into	IN	into
a	DT	a
deer	NN	deer
,	,	,
with	IN	with
exactly	RB	exactly
the	DT	the
crease	NN	crease
pattern	NN	pattern
that	IN	that
you	PP	you
wanted	VBD	want
.	SENT	.
And	CC	and
if	IN	if
you	PP	you
want	VBP	want
a	DT	a
different	JJ	different
deer	NN	deer
,	,	,
not	RB	not
a	DT	a
white-tailed	JJ	white-tailed
deer	NN	deer
,	,	,
but	CC	but
you	PP	you
want	VBP	want
a	DT	a
mule	NN	mule
deer	NN	deer
,	,	,
or	CC	or
an	DT	an
elk	NNS	elk
,	,	,
you	PP	you
change	VBP	change
the	DT	the
packing	NN	packing
,	,	,
and	CC	and
you	PP	you
can	MD	can
do	VB	do
an	DT	an
elk	NN	elk
.	SENT	.
Or	CC	or
you	PP	you
could	MD	could
do	VB	do
a	DT	a
moose	NN	moose
.	SENT	.
Or	CC	or
,	,	,
really	RB	really
,	,	,
any	DT	any
other	JJ	other
kind	NN	kind
of	IN	of
deer	NN	deer
.	SENT	.
These	DT	these
techniques	NNS	technique
revolutionized	VBD	revolutionize
this	DT	this
art	NN	art
.	SENT	.
We	PP	we
found	VBD	find
we	PP	we
could	MD	could
do	VB	do
insects	NNS	insect
,	,	,
spiders	NNS	spider
,	,	,
which	WDT	which
are	VBP	be
close	JJ	close
,	,	,
things	NNS	thing
with	IN	with
legs	NNS	leg
,	,	,
things	NNS	thing
with	IN	with
legs	NNS	leg
and	CC	and
wings	NNS	wing
,	,	,
things	NNS	thing
with	IN	with
legs	NNS	leg
and	CC	and
antennae	NNS	antenna
.	SENT	.
And	CC	and
if	IN	if
folding	VBG	fold
a	DT	a
single	JJ	single
praying	VBG	pray
mantis	NN	mantis
from	IN	from
a	DT	a
single	JJ	single
uncut	JJ	uncut
square	JJ	square
wasn	NN	<unknown>
'	POS	'
t	NN	t
interesting	JJ	interesting
enough	NN	enough
,	,	,
then	RB	then
you	PP	you
could	MD	could
do	VB	do
two	CD	two
praying	VBG	pray
mantises	NNS	mantis
from	IN	from
a	DT	a
single	JJ	single
uncut	JJ	uncut
square	NN	square
.	SENT	.
She	NN	she
'	POS	'
s	NN	S
eating	VBG	eat
him	PP	him
.	SENT	.
I	PP	I
call	VBP	call
it	PP	it
"	``	"
Snack	NN	snack
Time	NN	time
.	SENT	.
"	``	"
And	CC	and
you	PP	you
can	MD	can
do	VB	do
more	RBR	more
than	IN	than
just	JJ	just
insects	NNS	insect
.	SENT	.
This	DT	this
—	:	-
you	PP	you
can	MD	can
put	VB	put
details	NNS	detail
,	,	,
toes	NNS	toe
and	CC	and
claws	NNS	claw
.	SENT	.
A	DT	a
grizzly	JJ	grizzly
bear	NN	bear
has	VBZ	have
claws	NNS	claw
.	SENT	.
This	DT	this
tree	NN	tree
frog	NN	frog
has	VBZ	have
toes	NNS	toe
.	SENT	.
Actually	RB	actually
,	,	,
lots	NNS	lot
of	IN	of
people	NNS	people
in	IN	in
origami	NN	origami
now	RB	now
put	VBD	put
toes	NNS	toe
into	IN	into
their	PP$	their
models	NNS	model
.	SENT	.
Toes	NNS	toe
have	VBP	have
become	VBN	become
an	DT	an
origami	NN	origami
meme	NN	<unknown>
,	,	,
because	IN	because
everyone	NN	everyone
'	POS	'
s	NN	S
doing	VBG	do
it	PP	it
.	SENT	.
You	PP	you
can	MD	can
make	VB	make
multiple	JJ	multiple
subjects	NNS	subject
.	SENT	.
So	RB	so
these	DT	these
are	VBP	be
a	DT	a
couple	NN	couple
of	IN	of
instrumentalists	NNS	instrumentalist
.	SENT	.
The	DT	the
guitar	NN	guitar
player	NN	player
from	IN	from
a	DT	a
single	JJ	single
square	NN	square
,	,	,
the	DT	the
bass	NN	bass
player	NN	player
from	IN	from
a	DT	a
single	JJ	single
square	NN	square
.	SENT	.
And	CC	and
if	IN	if
you	PP	you
say	VBP	say
,	,	,
"	``	"
Well	UH	well
,	,	,
but	CC	but
the	DT	the
guitar	NN	guitar
,	,	,
bass	NN	bass
—	:	-
that	WDT	that
'	POS	'
s	NN	S
not	RB	not
so	RB	so
hot	JJ	hot
.	SENT	.
Do	VB	do
a	DT	a
little	RB	little
more	RBR	more
complicated	JJ	complicated
instrument	NN	instrument
.	SENT	.
"	''	"
Well	RB	well
,	,	,
then	RB	then
you	PP	you
could	MD	could
do	VB	do
an	DT	an
organ	NN	organ
.	SENT	.
And	CC	and
what	WP	what
this	DT	this
has	VBZ	have
allowed	VBN	allow
is	VBZ	be
the	DT	the
creation	NN	creation
of	IN	of
origami-on-demand	NN	origami-on-demand
.	SENT	.
So	RB	so
now	RB	now
people	NNS	people
can	MD	can
say	VB	say
,	,	,
"	``	"
I	PP	I
want	VBP	want
exactly	RB	exactly
this	DT	this
and	CC	and
this	DT	this
and	CC	and
this	DT	this
,	,	,
"	``	"
and	CC	and
you	PP	you
can	MD	can
go	VB	go
out	RP	out
and	CC	and
fold	VB	fold
it	PP	it
.	SENT	.
And	CC	and
sometimes	RB	sometimes
you	PP	you
create	VBP	create
high	JJ	high
art	NN	art
,	,	,
and	CC	and
sometimes	RB	sometimes
you	PP	you
pay	VBP	pay
the	DT	the
bills	NNS	bill
by	IN	by
doing	VBG	do
some	DT	some
commercial	JJ	commercial
work	NN	work
.	SENT	.
But	CC	but
I	PP	I
want	VBP	want
to	TO	to
show	VB	show
you	PP	you
some	DT	some
examples	NNS	example
.	SENT	.
Everything	NN	everything
you	PP	you
'	POS	'
ll	NNS	<unknown>
see	VBP	see
here	RB	here
,	,	,
except	IN	except
the	DT	the
car	NN	car
,	,	,
is	VBZ	be
origami	NN	origami
.	SENT	.
Just	RB	just
to	TO	to
show	VB	show
you	PP	you
,	,	,
this	DT	this
really	RB	really
was	VBD	be
folded	VBN	fold
paper	NN	paper
.	SENT	.
Computers	NNS	computer
made	VBD	make
things	NNS	thing
move	NN	move
,	,	,
but	CC	but
these	DT	these
were	VBD	be
all	RB	all
real	JJ	real
,	,	,
folded	VBD	fold
objects	NNS	object
that	IN	that
we	PP	we
made	VBD	make
.	SENT	.
And	CC	and
we	PP	we
can	MD	can
use	VB	use
this	DT	this
not	RB	not
just	RB	just
for	IN	for
visuals	NNS	visual
,	,	,
but	CC	but
it	PP	it
turns	VBZ	turn
out	RP	out
to	TO	to
be	VB	be
useful	JJ	useful
even	RB	even
in	IN	in
the	DT	the
real	JJ	real
world	NN	world
.	SENT	.
Surprisingly	RB	surprisingly
,	,	,
origami	NN	origami
and	CC	and
the	DT	the
structures	NNS	structure
that	IN	that
we	PP	we
'	POS	'
ve	NN	ve
developed	VBD	develop
in	IN	in
origami	NN	origami
turn	VBP	turn
out	RP	out
to	TO	to
have	VB	have
applications	NNS	application
in	IN	in
medicine	NN	medicine
,	,	,
in	IN	in
science	NN	science
,	,	,
in	IN	in
space	NN	space
,	,	,
in	IN	in
the	DT	the
body	NN	body
,	,	,
consumer	NN	consumer
electronics	NNS	electronics
and	CC	and
more	JJR	more
.	SENT	.
And	CC	and
I	PP	I
want	VBP	want
to	TO	to
show	VB	show
you	PP	you
some	DT	some
of	IN	of
these	DT	these
examples	NNS	example
.	SENT	.
One	CD	one
of	IN	of
the	DT	the
earliest	JJS	early
was	VBD	be
this	DT	this
pattern	NN	pattern
,	,	,
this	DT	this
folded	VBN	fold
pattern	NN	pattern
,	,	,
studied	VBN	study
by	IN	by
Koryo	NP	<unknown>
Miura	NP	Miura
,	,	,
a	DT	a
Japanese	JJ	Japanese
engineer	NN	engineer
.	SENT	.
He	PP	he
studied	VBD	study
a	DT	a
folding	JJ	folding
pattern	NN	pattern
,	,	,
and	CC	and
realized	VBD	realize
this	DT	this
could	MD	could
fold	VB	fold
down	RP	down
into	IN	into
an	DT	an
extremely	RB	extremely
compact	JJ	compact
package	NN	package
that	WDT	that
had	VBD	have
a	DT	a
very	RB	very
simple	JJ	simple
opening	NN	opening
and	CC	and
closing	NN	closing
structure	NN	structure
.	SENT	.
And	CC	and
he	PP	he
used	VBD	use
it	PP	it
to	TO	to
design	VB	design
this	DT	this
solar	JJ	solar
array	NN	array
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
an	DT	an
artist	NN	artist
'	POS	'
s	NN	S
rendition	NN	rendition
,	,	,
but	CC	but
it	PP	it
flew	VBD	fly
in	IN	in
a	DT	a
Japanese	JJ	Japanese
telescope	NN	telescope
in	IN	in
1995	CD	@card@
.	SENT	.
Now	RB	now
,	,	,
there	EX	there
is	VBZ	be
actually	RB	actually
a	DT	a
little	JJ	little
origami	NN	origami
in	IN	in
the	DT	the
James	NP	James
Webb	NP	Webb
Space	NP	Space
Telescope	NN	telescope
,	,	,
but	CC	but
it	PP	it
'	POS	'
s	NN	S
very	RB	very
simple	JJ	simple
.	SENT	.
The	DT	the
telescope	NN	telescope
,	,	,
going	VBG	go
up	RP	up
in	IN	in
space	NN	space
,	,	,
it	PP	it
unfolds	VBZ	unfold
in	IN	in
two	CD	two
places	NNS	place
.	SENT	.
It	PP	it
folds	VBZ	fold
in	IN	in
thirds	NNS	third
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
a	DT	a
very	RB	very
simple	JJ	simple
pattern	NN	pattern
—	:	-
you	PP	you
wouldn	NNS	<unknown>
'	POS	'
t	NN	t
even	RB	even
call	VBP	call
that	DT	that
origami	NN	origami
.	SENT	.
They	PP	they
certainly	RB	certainly
didn	NN	<unknown>
'	POS	'
t	NN	t
need	NN	need
to	TO	to
talk	VB	talk
to	TO	to
origami	NN	origami
artists	NNS	artist
.	SENT	.
But	CC	but
if	IN	if
you	PP	you
want	VBP	want
to	TO	to
go	VB	go
higher	JJR	high
and	CC	and
go	VB	go
larger	JJR	large
than	IN	than
this	DT	this
,	,	,
then	RB	then
you	PP	you
might	MD	might
need	VB	need
some	DT	some
origami	NN	origami
.	SENT	.
Engineers	NNS	engineer
at	IN	at
Lawrence	NP	Lawrence
Livermore	NP	Livermore
National	NP	National
Lab	NP	Lab
had	VBD	have
an	DT	an
idea	NN	idea
for	IN	for
a	DT	a
telescope	NN	telescope
much	RB	much
larger	JJR	large
.	SENT	.
They	PP	they
called	VBD	call
it	PP	it
the	DT	the
Eyeglass	NN	eyeglass
.	SENT	.
The	DT	the
design	NN	design
called	VBN	call
for	IN	for
geosynchronous	JJ	geosynchronous
orbit	NN	orbit
25	CD	@card@
,	,	,
000	CD	@card@
miles	NNS	mile
up	RB	up
,	,	,
100-meter	NN	100-meter
diameter	NN	diameter
lens	NN	lens
.	SENT	.
So	RB	so
,	,	,
imagine	VB	imagine
a	DT	a
lens	NN	lens
the	DT	the
size	NN	size
of	IN	of
a	DT	a
football	NN	football
field	NN	field
.	SENT	.
There	EX	there
were	VBD	be
two	CD	two
groups	NNS	group
of	IN	of
people	NNS	people
who	WP	who
were	VBD	be
interested	JJ	interested
in	IN	in
this	DT	this
:	:	:
planetary	JJ	planetary
scientists	NNS	scientist
,	,	,
who	WP	who
want	VBP	want
to	TO	to
look	VB	look
up	RP	up
,	,	,
and	CC	and
then	RB	then
other	JJ	other
people	NNS	people
,	,	,
who	WP	who
wanted	VBD	want
to	TO	to
look	VB	look
down	RP	down
.	SENT	.
Whether	IN	whether
you	PP	you
look	VBP	look
up	RP	up
or	CC	or
look	VB	look
down	RP	down
,	,	,
how	WRB	how
do	VBP	do
you	PP	you
get	VB	get
it	PP	it
up	RP	up
in	IN	in
space	NN	space
?	SENT	?
You	PP	you
'	POS	'
ve	NN	ve
got	VBD	get
to	TO	to
get	VB	get
it	PP	it
up	RP	up
there	RB	there
in	IN	in
a	DT	a
rocket	NN	rocket
.	SENT	.
And	CC	and
rockets	NNS	rocket
are	VBP	be
small	JJ	small
.	SENT	.
So	RB	so
you	PP	you
have	VBP	have
to	TO	to
make	VB	make
it	PP	it
smaller	JJR	small
.	SENT	.
How	WRB	how
do	VBP	do
you	PP	you
make	VB	make
a	DT	a
large	JJ	large
sheet	NN	sheet
of	IN	of
glass	NN	glass
smaller	JJR	small
?	SENT	?
Well	RB	well
,	,	,
about	IN	about
the	DT	the
only	JJ	only
way	NN	way
is	VBZ	be
to	TO	to
fold	VB	fold
it	PP	it
up	RP	up
somehow	RB	somehow
.	SENT	.
So	RB	so
you	PP	you
have	VBP	have
to	TO	to
do	VB	do
something	NN	something
like	IN	like
this	DT	this
.	SENT	.
This	DT	this
was	VBD	be
a	DT	a
small	JJ	small
model	NN	model
.	SENT	.
Folded	VBN	fold
lens	NN	lens
,	,	,
you	PP	you
divide	VBP	divide
up	RP	up
the	DT	the
panels	NNS	panel
,	,	,
you	PP	you
add	VBP	add
flexures	NNS	flexure
.	SENT	.
But	CC	but
this	DT	this
pattern	NN	pattern
'	POS	'
s	NN	S
not	RB	not
going	VBG	go
to	TO	to
work	VB	work
to	TO	to
get	VB	get
something	NN	something
100	CD	@card@
meters	NNS	meter
down	RB	down
to	TO	to
a	DT	a
few	JJ	few
meters	NNS	meter
.	SENT	.
So	IN	so
the	DT	the
Livermore	NP	Livermore
engineers	NNS	engineer
,	,	,
wanting	VBG	want
to	TO	to
make	VB	make
use	NN	use
of	IN	of
the	DT	the
work	NN	work
of	IN	of
dead	JJ	dead
people	NNS	people
,	,	,
or	CC	or
perhaps	RB	perhaps
live	JJ	live
origamists	NNS	origamist
,	,	,
said	VBD	say
,	,	,
"	``	"
Let	VB	let
'	''	'
s	NNS	<unknown>
see	VBP	see
if	IN	if
someone	NN	someone
else	RB	else
is	VBZ	be
doing	VBG	do
this	DT	this
sort	NN	sort
of	IN	of
thing	NN	thing
.	SENT	.
"	``	"
So	RB	so
they	PP	they
looked	VBD	look
into	IN	into
the	DT	the
origami	NN	origami
community	NN	community
,	,	,
we	PP	we
got	VBD	get
in	IN	in
touch	NN	touch
with	IN	with
them	PP	them
,	,	,
and	CC	and
I	PP	I
started	VBD	start
working	VBG	work
with	IN	with
them	PP	them
.	SENT	.
And	CC	and
we	PP	we
developed	VBD	develop
a	DT	a
pattern	NN	pattern
together	RB	together
that	IN	that
scales	NNS	scale
to	TO	to
arbitrarily	RB	arbitrarily
large	JJ	large
size	NN	size
,	,	,
but	CC	but
that	WDT	that
allows	VBZ	allow
any	DT	any
flat	JJ	flat
ring	NN	ring
or	CC	or
disc	NN	disc
to	TO	to
fold	VB	fold
down	RP	down
into	IN	into
a	DT	a
very	RB	very
neat	JJ	neat
,	,	,
compact	JJ	compact
cylinder	NN	cylinder
.	SENT	.
And	CC	and
they	PP	they
adopted	VBD	adopt
that	IN	that
for	IN	for
their	PP$	their
first	JJ	first
generation	NN	generation
,	,	,
which	WDT	which
was	VBD	be
not	RB	not
100	CD	@card@
meters	NNS	meter
—	:	-
it	PP	it
was	VBD	be
a	DT	a
five-meter	NN	five-meter
.	SENT	.
But	CC	but
this	DT	this
is	VBZ	be
a	DT	a
five-meter	NN	five-meter
telescope	NN	telescope
—	:	-
has	VBZ	have
about	RB	about
a	DT	a
quarter-mile	NN	quarter-mile
focal	JJ	focal
length	NN	length
.	SENT	.
And	CC	and
it	PP	it
works	VBZ	work
perfectly	RB	perfectly
on	IN	on
its	PP$	its
test	NN	test
range	NN	range
,	,	,
and	CC	and
it	PP	it
indeed	RB	indeed
folds	VBZ	fold
up	RP	up
into	IN	into
a	DT	a
neat	JJ	neat
little	JJ	little
bundle	NN	bundle
.	SENT	.
Now	RB	now
,	,	,
there	EX	there
is	VBZ	be
other	JJ	other
origami	NN	origami
in	IN	in
space	NN	space
.	SENT	.
Japan	NP	Japan
Aerospace	NP	Aerospace
[	SYM	[
Exploration	NP	Exploration
]	SYM	]
Agency	NP	Agency
flew	VBD	fly
a	DT	a
solar	JJ	solar
sail	NN	sail
,	,	,
and	CC	and
you	PP	you
can	MD	can
see	VB	see
here	RB	here
that	IN	that
the	DT	the
sail	NN	sail
expands	VBZ	expand
out	RP	out
,	,	,
and	CC	and
you	PP	you
can	MD	can
still	RB	still
see	VB	see
the	DT	the
fold	NN	fold
lines	NNS	line
.	SENT	.
The	DT	the
problem	NN	problem
that	RB	that
'	POS	'
s	NNS	<unknown>
being	VBG	be
solved	VBN	solve
here	RB	here
is	VBZ	be
something	NN	something
that	WDT	that
needs	VBZ	need
to	TO	to
be	VB	be
big	JJ	big
and	CC	and
sheet-like	JJ	<unknown>
at	IN	at
its	PP$	its
destination	NN	destination
,	,	,
but	CC	but
needs	VBZ	need
to	TO	to
be	VB	be
small	JJ	small
for	IN	for
the	DT	the
journey	NN	journey
.	SENT	.
And	CC	and
that	DT	that
works	NNS	work
whether	IN	whether
you	PP	you
'	POS	'
re	NN	re
going	VBG	go
into	IN	into
space	NN	space
,	,	,
or	CC	or
whether	IN	whether
you	PP	you
'	POS	'
re	NN	re
just	RB	just
going	VBG	go
into	IN	into
a	DT	a
body	NN	body
.	SENT	.
And	CC	and
this	DT	this
example	NN	example
is	VBZ	be
the	DT	the
latter	NN	latter
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
heart	NN	heart
stent	JJ	stent
developed	VBN	develop
by	IN	by
Zhong	NP	Zhong
You	NP	You
at	IN	at
Oxford	NP	Oxford
University	NP	University
.	SENT	.
It	PP	it
holds	VBZ	hold
open	VB	open
a	DT	a
blocked	VBN	block
artery	NN	artery
when	WRB	when
it	PP	it
gets	VBZ	get
to	TO	to
its	PP$	its
destination	NN	destination
,	,	,
but	CC	but
it	PP	it
needs	VBZ	need
to	TO	to
be	VB	be
much	RB	much
smaller	JJR	small
for	IN	for
the	DT	the
trip	NN	trip
there	RB	there
,	,	,
through	IN	through
your	PP$	your
blood	NN	blood
vessels	NNS	vessel
.	SENT	.
And	CC	and
this	DT	this
stent	JJ	stent
folds	NNS	fold
down	RB	down
using	VBG	use
an	DT	an
origami	NN	origami
pattern	NN	pattern
,	,	,
based	VBN	base
on	IN	on
a	DT	a
model	NN	model
called	VBD	call
the	DT	the
water	NN	water
bomb	NN	bomb
base	NN	base
.	SENT	.
Airbag	NN	airbag
designers	NNS	designer
also	RB	also
have	VBP	have
the	DT	the
problem	NN	problem
of	IN	of
getting	VBG	get
flat	JJ	flat
sheets	NNS	sheet
into	IN	into
a	DT	a
small	JJ	small
space	NN	space
.	SENT	.
And	CC	and
they	PP	they
want	VBP	want
to	TO	to
do	VB	do
their	PP$	their
design	NN	design
by	IN	by
simulation	NN	simulation
.	SENT	.
So	RB	so
they	PP	they
need	VBP	need
to	TO	to
figure	VB	figure
out	RP	out
how	WRB	how
,	,	,
in	IN	in
a	DT	a
computer	NN	computer
,	,	,
to	TO	to
flatten	VB	flatten
an	DT	an
airbag	NN	airbag
.	SENT	.
And	CC	and
the	DT	the
algorithms	NNS	algorithm
that	IN	that
we	PP	we
developed	VBD	develop
to	TO	to
do	VB	do
insects	NNS	insect
turned	VBN	turn
out	RP	out
to	TO	to
be	VB	be
the	DT	the
solution	NN	solution
for	IN	for
airbags	NNS	airbag
to	TO	to
do	VB	do
their	PP$	their
simulation	NN	simulation
.	SENT	.
And	CC	and
so	RB	so
they	PP	they
can	MD	can
do	VB	do
a	DT	a
simulation	NN	simulation
like	IN	like
this	DT	this
.	SENT	.
Those	DT	those
are	VBP	be
the	DT	the
origami	NN	origami
creases	VBZ	crease
forming	VBG	form
,	,	,
and	CC	and
now	RB	now
you	PP	you
can	MD	can
see	VB	see
the	DT	the
airbag	NN	airbag
inflate	VB	inflate
and	CC	and
find	VB	find
out	RP	out
,	,	,
does	VBZ	do
it	PP	it
work	VB	work
?	SENT	?
And	CC	and
that	DT	that
leads	VBZ	lead
to	TO	to
a	DT	a
really	RB	really
interesting	JJ	interesting
idea	NN	idea
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
where	WRB	where
did	VBD	do
these	DT	these
things	NNS	thing
come	VBP	come
from	IN	from
?	SENT	?
Well	RB	well
,	,	,
the	DT	the
heart	NN	heart
stent	JJ	stent
came	VBD	come
from	IN	from
that	DT	that
little	JJ	little
blow-up	NN	blow-up
box	NN	box
that	IN	that
you	PP	you
might	MD	might
have	VB	have
learned	VBN	learn
in	IN	in
elementary	JJ	elementary
school	NN	school
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
the	DT	the
same	JJ	same
pattern	NN	pattern
,	,	,
called	VBD	call
the	DT	the
water	NN	water
bomb	NN	bomb
base	NN	base
.	SENT	.
The	DT	the
airbag-flattening	NN	<unknown>
algorithm	NN	algorithm
came	VBD	come
from	IN	from
all	PDT	all
the	DT	the
developments	NNS	development
of	IN	of
circle	NN	circle
packing	NN	packing
and	CC	and
the	DT	the
mathematical	JJ	mathematical
theory	NN	theory
that	WDT	that
was	VBD	be
really	RB	really
developed	VBN	develop
just	RB	just
to	TO	to
create	VB	create
insects	NNS	insect
—	:	-
things	NNS	thing
with	IN	with
legs	NNS	leg
.	SENT	.
The	DT	the
thing	NN	thing
is	VBZ	be
,	,	,
that	IN	that
this	DT	this
often	RB	often
happens	VBZ	happen
in	IN	in
math	NN	math
and	CC	and
science	NN	science
.	SENT	.
When	WRB	when
you	PP	you
get	VBP	get
math	NN	math
involved	VBN	involve
,	,	,
problems	NNS	problem
that	IN	that
you	PP	you
solve	VB	solve
for	IN	for
aesthetic	JJ	aesthetic
value	NN	value
only	RB	only
,	,	,
or	CC	or
to	TO	to
create	VB	create
something	NN	something
beautiful	JJ	beautiful
,	,	,
turn	VB	turn
around	RP	around
and	CC	and
turn	VB	turn
out	RP	out
to	TO	to
have	VB	have
an	DT	an
application	NN	application
in	IN	in
the	DT	the
real	JJ	real
world	NN	world
.	SENT	.
And	CC	and
as	IN	as
weird	JJ	weird
and	CC	and
surprising	JJ	surprising
as	IN	as
it	PP	it
may	MD	may
sound	VB	sound
,	,	,
origami	NN	origami
may	MD	may
someday	RB	someday
even	RB	even
save	VB	save
a	DT	a
life	NN	life
.	SENT	.
Thanks	NNS	thanks
.	SENT	.
