Thank	VB	thank
move	VBP	move
his	PP$	his
head	NN	head
up	RP	up
and	CC	and
down	RP	down
,	,	,
it	PP	it
'	POS	'
s	NN	S
a	DT	a
little	RB	little
hard	JJ	hard
indoors	RB	indoors
because	IN	because
there	EX	there
'	''	'
s	NNS	<unknown>
not	RB	not
much	JJ	much
air	NN	air
moving	VBG	move
around	RP	around
in	IN	in
here	RB	here
.	SENT	.
But	CC	but
he	PP	he
'	POS	'
ll	NN	ll
search	NN	search
,	,	,
and	CC	and
you	PP	you
may	MD	may
see	VB	see
him	PP	him
whip	VB	whip
around	RB	around
,	,	,
change	NN	change
directions	NNS	direction
,	,	,
his	PP$	his
alert	NN	alert
is	VBZ	be
something	NN	something
we	PP	we
call	VBP	call
"	``	"
passive	JJ	passive
alert	NN	alert
.	SENT	.
"	''	"
He	PP	he
sits	VBZ	sit
.	SENT	.
And	CC	and
the	DT	the
reason	NN	reason
he	PP	he
does	VBZ	do
that	WDT	that
is	VBZ	be
because	IN	because
we	PP	we
have	VBP	have
him	PP	him
trained	VBN	train
not	RB	not
to	TO	to
disturb	VB	disturb
the	DT	the
samples	NNS	sample
.	SENT	.
Sometimes	RB	sometimes
it	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
crime	NN	crime
scene	NN	scene
,	,	,
so	RB	so
they	PP	they
want	VBP	want
to	TO	to
collect	VB	collect
evidence	NN	evidence
.	SENT	.
Sometimes	RB	sometimes
we	PP	we
collect	VBP	collect
scats	NNS	scat
for	IN	for
DNA	NN	DNA
or	CC	or
things	NNS	thing
like	IN	like
that	DT	that
.	SENT	.
Normally	RB	normally
,	,	,
he	PP	he
works	VBZ	work
in	IN	in
big	JJ	big
open	JJ	open
places	NNS	place
.	SENT	.
He	PP	he
is	VBZ	be
trained	VBN	train
on	IN	on
grizzly	JJ	grizzly
bear	NN	bear
,	,	,
he	PP	he
is	VBZ	be
trained	VBN	train
on	IN	on
wolverine	NN	wolverine
,	,	,
so	RB	so
he	PP	he
runs	VBZ	run
on	IN	on
big	JJ	big
,	,	,
high	JJ	high
meadows	NNS	meadow
and	CC	and
pastures	NNS	pasture
,	,	,
but	CC	but
he	PP	he
'	POS	'
s	NN	S
also	RB	also
trained	VBN	train
on	IN	on
containers	NNS	container
,	,	,
vehicles	NNS	vehicle
and	CC	and
buildings	NNS	building
.	SENT	.
And	CC	and
he	PP	he
'	POS	'
s	NN	S
checking	NN	checking
there	RB	there
.	SENT	.
You	PP	you
see	VBP	see
he	PP	he
'	''	'
s	NNS	<unknown>
got	VBD	get
scent	NN	scent
now	RB	now
.	SENT	.
There	RB	there
he	PP	he
goes	VBZ	go
.	SENT	.
Good	JJ	good
job	NN	job
,	,	,
pal	NN	pal
!	SENT	!
That	IN	that
'	''	'
s	VBG	<unknown>
his	PP$	his
alert	NN	alert
.	SENT	.
And	CC	and
she	PP	she
has	VBZ	have
a	DT	a
command	NN	command
that	WDT	that
is	VBZ	be
,	,	,
"	``	"
Show	VB	show
me	PP	me
!	SENT	!
"	``	"
And	CC	and
he	PP	he
'	POS	'
ll	NNS	<unknown>
show	VBP	show
where	WRB	where
it	PP	it
is	VBZ	be
.	SENT	.
So	IN	so
that	DT	that
'	''	'
s	VBG	<unknown>
a	DT	a
broken	VBN	break
ivory	NN	ivory
tusk	NN	tusk
.	SENT	.
Well	RB	well
done	VBN	do
.	SENT	.
Thank	VB	thank
you	PP	you
!	SENT	!
