Pat	NP	Pat
lot	NN	lot
of	IN	of
reporters	NNS	reporter
come	VBN	come
to	TO	to
Yemen	NP	Yemen
and	CC	and
they	PP	they
want	VBP	want
to	TO	to
write	VB	write
a	DT	a
story	NN	story
on	IN	on
Al-Qaeda	NP	<unknown>
or	CC	or
terrorism	NN	terrorism
.	SENT	.
And	CC	and
I	PP	I
just	RB	just
wanted	VBD	want
to	TO	to
share	VB	share
with	IN	with
you	PP	you
:	:	:
there	EX	there
'	''	'
s	VBZ	<unknown>
one	CD	one
reporter	NN	reporter
that	WDT	that
came	VBD	come
.	SENT	.
He	PP	he
wanted	VBD	want
to	TO	to
do	VB	do
a	DT	a
documentary	NN	documentary
on	IN	on
what	WP	what
his	PP$	his
editors	NNS	editor
wanted	VBD	want
.	SENT	.
And	CC	and
he	PP	he
ended	VBD	end
up	RP	up
writing	VBG	write
about	IN	about
a	DT	a
story	NN	story
that	WDT	that
even	RB	even
surprised	VBD	surprise
me	PP	me
—	:	-
hip	JJ	hip
hop	NN	hop
—	:	-
that	IN	that
there	EX	there
are	VBP	be
young	JJ	young
Yemeni	JJ	Yemeni
men	NNS	man
who	WP	who
express	VBP	express
themselves	PP	themselves
through	IN	through
dancing	NN	dancing
and	CC	and
puchu	NN	<unknown>
puchu	NN	<unknown>
.	SENT	.
That	DT	that
thing	NN	thing
.	SENT	.
Yeah	RB	yeah
,	,	,
break	NN	break
dancing	NN	dancing
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
not	RB	not
so	RB	so
old	JJ	old
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
just	RB	just
not	RB	not
in	IN	in
touch	NN	touch
.	SENT	.
PM	NP	PM
:	:	:
Yes	UH	yes
,	,	,
you	PP	you
are	VBP	be
.	SENT	.
Actually	RB	actually
,	,	,
that	IN	that
'	POS	'
s	NNS	<unknown>
a	DT	a
documentary	NN	documentary
that	RB	that
'	POS	'
s	JJ	<unknown>
available	JJ	available
online	JJ	online
;	:	;
the	DT	the
video	NN	video
'	POS	'
s	NNS	<unknown>
online	JJ	online
.	SENT	.
NA	TO	na
:	:	:
ShaketheDust	NN	<unknown>
.	SENT	.
org	NP	org
.	SENT	.
PM	NP	PM
:	:	:
"	``	"
Shake	VB	shake
the	DT	the
Dust	NP	Dust
.	SENT	.
"	``	"
PM	NP	PM
:	:	:
ShaketheDust	NN	<unknown>
.	SENT	.
org	NP	org
.	SENT	.
And	CC	and
it	PP	it
definitely	RB	definitely
does	VBZ	do
give	VB	give
a	DT	a
different	JJ	different
image	NN	image
of	IN	of
Yemen	NP	Yemen
.	SENT	.
You	PP	you
spoke	VBD	speak
about	IN	about
the	DT	the
responsibility	NN	responsibility
of	IN	of
the	DT	the
press	NN	press
.	SENT	.
And	CC	and
certainly	RB	certainly
,	,	,
when	WRB	when
we	PP	we
look	VBP	look
at	IN	at
the	DT	the
ways	NNS	way
in	IN	in
which	WDT	which
we	PP	we
have	VBP	have
separated	VBN	separate
ourselves	PP	ourselves
from	IN	from
others	NNS	other
and	CC	and
we	PP	we
'	POS	'
ve	NN	ve
created	VBD	create
fear	NN	fear
and	CC	and
danger	NN	danger
,	,	,
often	RB	often
from	IN	from
lack	NN	lack
of	IN	of
knowledge	NN	knowledge
,	,	,
lack	NN	lack
of	IN	of
real	JJ	real
understanding	NN	understanding
,	,	,
how	WRB	how
do	VBP	do
you	PP	you
see	VBP	see
the	DT	the
way	NN	way
that	IN	that
the	DT	the
Western	JJ	Western
press	NN	press
in	IN	in
particular	JJ	particular
is	VBZ	be
covering	VBG	cover
this	DT	this
and	CC	and
all	DT	all
other	JJ	other
stories	NNS	story
out	IN	out
of	IN	of
the	DT	the
region	NN	region
,	,	,
but	CC	but
in	IN	in
particular	JJ	particular
,	,	,
in	IN	in
your	PP$	your
country	NN	country
?	SENT	?
NA	TO	na
:	:	:
Well	RB	well
there	EX	there
is	VBZ	be
a	DT	a
saying	NN	saying
that	WDT	that
says	VBZ	say
,	,	,
"	``	"
You	PP	you
fear	VBP	fear
what	WP	what
you	PP	you
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
,	,	,
and	CC	and
you	PP	you
hate	VBP	hate
what	WP	what
you	PP	you
fear	VBP	fear
.	SENT	.
"	``	"
So	IN	so
it	PP	it
'	POS	'
s	NN	S
about	IN	about
the	DT	the
lack	NN	lack
of	IN	of
research	NN	research
,	,	,
basically	RB	basically
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
almost	RB	almost
,	,	,
"	''	"
Do	VBP	do
your	PP$	your
homework	NN	homework
,	,	,
"	``	"
—	:	-
some	DT	some
involvement	NN	involvement
.	SENT	.
And	CC	and
you	PP	you
cannot	MD	can
do	VB	do
parachute	NN	parachute
reporting	NN	reporting
—	:	-
just	RB	just
jump	NN	jump
into	IN	into
a	DT	a
country	NN	country
for	IN	for
two	CD	two
days	NNS	day
and	CC	and
think	VBP	think
that	IN	that
you	PP	you
'	POS	'
ve	RB	<unknown>
done	VBN	do
your	PP$	your
homework	NN	homework
and	CC	and
a	DT	a
story	NN	story
.	SENT	.
So	RB	so
I	PP	I
wish	VBP	wish
that	IN	that
the	DT	the
world	NN	world
would	MD	would
know	VB	know
my	PP$	my
Yemen	NP	Yemen
,	,	,
my	PP$	my
country	NN	country
,	,	,
my	PP$	my
people	NNS	people
.	SENT	.
I	PP	I
am	VBP	be
an	DT	an
example	NN	example
,	,	,
and	CC	and
there	EX	there
are	VBP	be
others	NNS	other
like	IN	like
me	PP	me
.	SENT	.
We	PP	we
may	MD	may
not	RB	not
be	VB	be
that	DT	that
many	JJ	many
,	,	,
but	CC	but
if	IN	if
we	PP	we
are	VBP	be
promoted	VBN	promote
as	IN	as
a	DT	a
good	JJ	good
,	,	,
positive	JJ	positive
example	NN	example
,	,	,
there	EX	there
will	MD	will
be	VB	be
others	NNS	other
—	:	-
men	NNS	man
and	CC	and
women	NNS	woman
—	:	-
who	WP	who
can	MD	can
eventually	RB	eventually
bridge	VB	bridge
the	DT	the
gap	NN	gap
—	:	-
again	RB	again
,	,	,
coming	VBG	come
to	TO	to
the	DT	the
bridge	NN	bridge
—	:	-
between	IN	between
Yemen	NP	Yemen
and	CC	and
the	DT	the
world	NN	world
and	CC	and
telling	VBG	tell
first	JJ	first
about	IN	about
recognition	NN	recognition
and	CC	and
then	RB	then
about	IN	about
communication	NN	communication
and	CC	and
compassion	NN	compassion
.	SENT	.
I	PP	I
think	VBP	think
Yemen	NP	Yemen
is	VBZ	be
going	VBG	go
to	TO	to
be	VB	be
in	IN	in
a	DT	a
very	RB	very
bad	JJ	bad
situation	NN	situation
in	IN	in
the	DT	the
next	JJ	next
two	CD	two
or	CC	or
three	CD	three
years	NNS	year
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
natural	JJ	natural
.	SENT	.
But	CC	but
after	IN	after
the	DT	the
two	CD	two
years	NNS	year
,	,	,
which	WDT	which
is	VBZ	be
a	DT	a
price	NN	price
we	PP	we
are	VBP	be
willing	JJ	willing
to	TO	to
pay	VB	pay
,	,	,
we	PP	we
are	VBP	be
going	VBG	go
to	TO	to
stand	VB	stand
up	RP	up
again	RB	again
on	IN	on
our	PP$	our
feet	NNS	foot
,	,	,
but	CC	but
in	IN	in
the	DT	the
new	JJ	new
Yemen	NP	Yemen
with	IN	with
a	DT	a
younger	JJR	young
and	CC	and
more	RBR	more
empowered	VBN	empower
people	NNS	people
—	:	-
democratic	JJ	democratic
.	SENT	.
PM	NN	pm
:	:	:
Nadia	NP	Nadia
,	,	,
I	PP	I
think	VBP	think
you	PP	you
'	''	'
ve	NNS	<unknown>
just	RB	just
given	VBN	give
us	PP	us
a	DT	a
very	RB	very
different	JJ	different
view	NN	view
of	IN	of
Yemen	NP	Yemen
.	SENT	.
And	CC	and
certainly	RB	certainly
you	PP	you
yourself	PP	yourself
and	CC	and
what	WP	what
you	PP	you
do	VBP	do
have	VB	have
given	VBN	give
us	PP	us
a	DT	a
view	NN	view
of	IN	of
the	DT	the
future	NN	future
that	IN	that
we	PP	we
will	MD	will
embrace	VB	embrace
and	CC	and
be	VB	be
grateful	JJ	grateful
for	IN	for
.	SENT	.
And	CC	and
the	DT	the
very	RB	very
best	JJS	good
of	IN	of
luck	NN	luck
to	TO	to
you	PP	you
.	SENT	.
YemenTimes	NP	YemenTimes
.	SENT	.
com	NN	com
.	SENT	.
NA	TO	na
:	:	:
On	IN	on
Twitter	NN	twitter
also	RB	also
.	SENT	.
PM	NN	pm
:	:	:
So	RB	so
you	PP	you
are	VBP	be
plugged	VBD	plug
in	IN	in
.	SENT	.
