Kat	NP	Kat
what	WP	what
was	VBD	be
waiting	VBG	wait
for	IN	for
us	PP	us
in	IN	in
the	DT	the
future	NN	future
.	SENT	.
But	CC	but
unfortunately	RB	unfortunately
,	,	,
I	PP	I
think	VBP	think
we	PP	we
ended	VBN	end
up	RP	up
where	WRB	where
none	NN	none
of	IN	of
us	PP	us
were	VBD	be
ready	JJ	ready
.	SENT	.
ZG	NN	ZG
:	:	:
Whenever	WRB	whenever
I	PP	I
meet	VBP	meet
people	NNS	people
from	IN	from
different	JJ	different
communities	NNS	community
,	,	,
I	PP	I
ask	VBP	ask
them	PP	them
to	TO	to
educate	VB	educate
their	PP$	their
children	NNS	child
because	IN	because
education	NN	education
is	VBZ	be
the	DT	the
only	JJ	only
way	NN	way
out	RP	out
of	IN	of
this	DT	this
situation	NN	situation
in	IN	in
Afghanistan	NP	Afghanistan
.	SENT	.
Hello	UH	hello
,	,	,
how	WRB	how
are	VBP	be
you	PP	you
?	SENT	?
Are	VBP	be
you	PP	you
well	RB	well
?	SENT	?
We	PP	we
thank	VBP	thank
you	PP	you
for	IN	for
coming	VBG	come
here	RB	here
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
Our	PP$	our
girls	NNS	girl
do	VBP	do
study	NN	study
.	SENT	.
There	RB	there
.	SENT	.
.	SENT	.
.	SENT	.
There	EX	there
are	VBP	be
some	DT	some
classes	NNS	class
.	SENT	.
ZG	NN	ZG
:	:	:
As	IN	as
a	DT	a
girl	NN	girl
,	,	,
I	PP	I
studied	VBD	study
.	SENT	.
I	PP	I
have	VBP	have
a	DT	a
bachelor	NN	bachelor
'	POS	'
s	NN	S
and	CC	and
a	DT	a
master	NN	master
'	POS	'
s	NN	S
degree	NN	degree
.	SENT	.
When	WRB	when
I	PP	I
was	VBD	be
studying	VBG	study
,	,	,
I	PP	I
had	VBD	have
to	TO	to
walk	VB	walk
an	DT	an
hour	NN	hour
each	DT	each
way	NN	way
to	TO	to
my	PP$	my
school	NN	school
in	IN	in
Paktika	NP	<unknown>
.	SENT	.
There	EX	there
were	VBD	be
many	JJ	many
suicide	NN	suicide
attacks	NNS	attack
and	CC	and
fights	NNS	fight
.	SENT	.
My	PP$	my
father	NN	father
told	VBD	tell
me	PP	me
not	RB	not
to	TO	to
go	VB	go
anymore	RB	anymore
.	SENT	.
So	RB	so
I	PP	I
started	VBD	start
going	VBG	go
to	TO	to
school	NN	school
secretly	RB	secretly
.	SENT	.
I	PP	I
was	VBD	be
going	VBG	go
to	TO	to
school	NN	school
in	IN	in
secret	NN	secret
after	IN	after
he	PP	he
went	VBD	go
to	TO	to
the	DT	the
office	NN	office
.	SENT	.
It	PP	it
was	VBD	be
my	PP$	my
lifetime	NN	lifetime
dream	NN	dream
to	TO	to
see	VB	see
that	IN	that
my	PP$	my
parents	NNS	parent
are	VBP	be
proud	JJ	proud
of	IN	of
my	PP$	my
reputation	NN	reputation
and	CC	and
my	PP$	my
achievements	NNS	achievement
.	SENT	.
So	RB	so
please	RB	please
educate	VB	educate
your	PP$	your
daughters	NNS	daughter
and	CC	and
send	VB	send
them	PP	them
to	TO	to
school	NN	school
.	SENT	.
If	IN	if
you	PP	you
educate	VBP	educate
one	CD	one
girl	NN	girl
or	CC	or
woman	NN	woman
,	,	,
you	PP	you
save	VBP	save
ten	CD	ten
generations	NNS	generation
.	SENT	.
KC	NN	KC
:	:	:
You	PP	you
spoke	VBD	speak
about	RB	about
how	WRB	how
many	JJ	many
women	NNS	woman
in	IN	in
Afghanistan	NP	Afghanistan
were	VBD	be
actively	RB	actively
campaigning	VBG	campaign
to	TO	to
continue	VB	continue
to	TO	to
move	VB	move
forward	RB	forward
and	CC	and
not	RB	not
to	TO	to
fall	VB	fall
back	RB	back
into	IN	into
old	JJ	old
ways	NNS	way
.	SENT	.
As	IN	as
the	DT	the
filming	VBG	film
progressed	VBN	progress
and	CC	and
you	PP	you
realized	VBD	realize
that	IN	that
the	DT	the
Taliban	NP	<unknown>
were	VBD	be
gaining	VBG	gain
power	NN	power
and	CC	and
more	RBR	more
likely	JJ	likely
to	TO	to
come	VB	come
back	RB	back
to	TO	to
a	DT	a
position	NN	position
of	IN	of
strength	NN	strength
,	,	,
how	WRB	how
did	VBD	do
that	DT	that
feel	NN	feel
for	IN	for
you	PP	you
and	CC	and
Zarifa	NP	Zarifa
?	SENT	?
Did	VBD	do
it	PP	it
change	VB	change
when	WRB	when
you	PP	you
were	VBD	be
in	IN	in
villages	NNS	village
and	CC	and
cities	NNS	city
?	SENT	?
Could	MD	could
you	PP	you
tell	VB	tell
there	EX	there
was	VBD	be
something	NN	something
different	JJ	different
in	IN	in
the	DT	the
air	NN	air
?	SENT	?
TA	NP	TA
:	:	:
Whenever	WRB	whenever
I	PP	I
was	VBD	be
in	IN	in
Kabul	NP	Kabul
,	,	,
I	PP	I
was	VBD	be
not	RB	not
able	JJ	able
to	TO	to
see	VB	see
the	DT	the
change	NN	change
because	IN	because
everything	NN	everything
was	VBD	be
OK	JJ	OK
.	SENT	.
Everything	NN	everything
was	VBD	be
alright	RB	alright
.	SENT	.
But	CC	but
whenever	WRB	whenever
I	PP	I
went	VBD	go
to	TO	to
the	DT	the
villages	NNS	village
,	,	,
to	TO	to
other	JJ	other
provinces	NNS	province
.	SENT	.
.	SENT	.
.	SENT	.
And	CC	and
I	PP	I
remember	VBP	remember
coming	VBG	come
back	RB	back
,	,	,
I	PP	I
came	VBD	come
with	IN	with
a	DT	a
lot	NN	lot
of	IN	of
information	NN	information
,	,	,
but	CC	but
I	PP	I
was	VBD	be
not	RB	not
really	RB	really
able	JJ	able
to	TO	to
tell	VB	tell
even	RB	even
my	PP$	my
own	JJ	own
family	NN	family
.	SENT	.
I	NP	I
didn	NP	<unknown>
'	POS	'
t	NN	t
want	VBP	want
my	PP$	my
sisters	NNS	sister
to	TO	to
be	VB	be
scared	VBN	scare
of	IN	of
the	DT	the
future	NN	future
.	SENT	.
I	NP	I
didn	NP	<unknown>
'	POS	'
t	NN	t
want	VBP	want
my	PP$	my
mother	NN	mother
to	TO	to
be	VB	be
scared	VBN	scare
of	IN	of
her	PP$	her
future	NN	future
and	CC	and
my	PP$	my
future	NN	future
.	SENT	.
And	CC	and
if	IN	if
I	PP	I
have	VBP	have
told	VBN	tell
them	PP	them
that	DT	that
,	,	,
OK	UH	OK
,	,	,
I	PP	I
saw	VBD	see
that	IN	that
these	DT	these
things	NNS	thing
were	VBD	be
happening	VBG	happen
in	IN	in
the	DT	the
provinces	NNS	province
,	,	,
especially	RB	especially
meeting	VBG	meet
Taliban	NP	<unknown>
,	,	,
I	PP	I
knew	VBD	know
that	IN	that
they	PP	they
were	VBD	be
progressing	VBG	progress
.	SENT	.
And	CC	and
I	PP	I
remember	VBP	remember
whenever	WRB	whenever
I	PP	I
went	VBD	go
to	TO	to
other	JJ	other
provinces	NNS	province
in	IN	in
the	DT	the
past	NN	past
,	,	,
I	NP	I
wasn	NP	<unknown>
'	POS	'
t	NN	t
really	RB	really
sure	JJ	sure
about	IN	about
it	PP	it
but	CC	but
it	PP	it
was	VBD	be
eye-opening	NP	eye-opening
to	TO	to
see	VB	see
all	RB	all
,	,	,
you	PP	you
know	VBP	know
,	,	,
the	DT	the
Taliban	NP	<unknown>
,	,	,
people	NNS	people
like	VBP	like
me	PP	me
,	,	,
ordinary	JJ	ordinary
Afghans	NNS	Afghan
,	,	,
all	RB	all
of	IN	of
us	PP	us
,	,	,
we	PP	we
were	VBD	be
trying	VBG	try
to	TO	to
build	VB	build
a	DT	a
country	NN	country
in	IN	in
our	PP$	our
own	JJ	own
ways	NNS	way
,	,	,
but	CC	but
ended	VBD	end
up	RP	up
destroying	VBG	destroy
the	DT	the
whole	JJ	whole
country	NN	country
.	SENT	.
And	CC	and
the	DT	the
--	:	--
The	DT	the
flags	NNS	flag
changed	VBD	change
when	WRB	when
we	PP	we
crossed	VBD	cross
from	IN	from
one	CD	one
territory	NN	territory
to	TO	to
another	DT	another
territory	NN	territory
.	SENT	.
There	EX	there
was	VBD	be
a	DT	a
republic	NN	republic
flag	NN	flag
,	,	,
and	CC	and
then	RB	then
there	EX	there
was	VBD	be
[	SYM	[
a	DT	a
]	SYM	]
Taliban	JJ	<unknown>
flag	NN	flag
.	SENT	.
So	RB	so
we	PP	we
knew	VBD	know
that	IN	that
there	EX	there
is	VBZ	be
a	DT	a
difference	NN	difference
.	SENT	.
And	CC	and
I	PP	I
remember	VBP	remember
,	,	,
Zarifa	NP	Zarifa
and	CC	and
I	NP	I
,	,	,
and	CC	and
other	JJ	other
friends	NNS	friend
,	,	,
female	JJ	female
friends	NNS	friend
,	,	,
we	PP	we
talked	VBD	talk
about	IN	about
it	PP	it
a	DT	a
lot	NN	lot
.	SENT	.
We	PP	we
were	VBD	be
like	JJ	like
,	,	,
we	PP	we
need	VBP	need
to	TO	to
push	VB	push
for	IN	for
it	PP	it
.	SENT	.
We	PP	we
need	VBP	need
to	TO	to
do	VB	do
something	NN	something
to	TO	to
change	VB	change
it	PP	it
.	SENT	.
We	PP	we
knew	VBD	know
,	,	,
we	PP	we
had	VBD	have
the	DT	the
fear	NN	fear
in	IN	in
our	PP$	our
heart	NN	heart
that	IN	that
Taliban	NP	<unknown>
might	MD	might
come	VB	come
back	RB	back
,	,	,
but	CC	but
we	PP	we
thought	VBD	think
they	PP	they
will	MD	will
be	VB	be
part	NN	part
of	IN	of
the	DT	the
government	NN	government
.	SENT	.
And	CC	and
the	DT	the
way	NN	way
it	PP	it
happened	VBD	happen
--	:	--
when	WRB	when
the	DT	the
government	NN	government
collapsed	VBD	collapse
,	,	,
it	PP	it
was	VBD	be
not	RB	not
only	RB	only
the	DT	the
government	NN	government
,	,	,
it	PP	it
was	VBD	be
--	:	--
the	DT	the
people	NNS	people
,	,	,
full	JJ	full
of	IN	of
hopes	NNS	hope
and	CC	and
dreams	NNS	dream
.	SENT	.
And	CC	and
the	DT	the
future	NN	future
collapsed	VBD	collapse
in	IN	in
front	NN	front
of	IN	of
us	PP	us
and	CC	and
we	PP	we
couldn	NN	<unknown>
'	POS	'
t	NN	t
do	VBP	do
anything	NN	anything
about	IN	about
it	PP	it
.	SENT	.
We	PP	we
did	VBD	do
have	VB	have
fear	NN	fear
,	,	,
but	CC	but
we	PP	we
didn	NP	<unknown>
'	POS	'
t	NN	t
know	VBP	know
that	IN	that
it	PP	it
would	MD	would
end	VB	end
up	RP	up
the	DT	the
way	NN	way
it	PP	it
did	VBD	do
.	SENT	.
KC	NN	KC
:	:	:
And	CC	and
eventually	RB	eventually
it	PP	it
got	VBD	get
so	RB	so
bad	JJ	bad
that	IN	that
Zarifa	NP	Zarifa
had	VBD	have
to	TO	to
leave	VB	leave
,	,	,
she	PP	she
left	VBD	leave
.	SENT	.
She	PP	she
came	VBD	come
back	RB	back
.	SENT	.
She	PP	she
had	VBD	have
to	TO	to
leave	VB	leave
again	RB	again
.	SENT	.
You	PP	you
have	VBP	have
had	VBD	have
to	TO	to
leave	VB	leave
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	JJ	<unknown>
something	NN	something
that	IN	that
very	RB	very
few	JJ	few
people	NNS	people
have	VBP	have
to	TO	to
make	VB	make
those	DT	those
difficult	JJ	difficult
decisions	NNS	decision
.	SENT	.
It	PP	it
must	MD	must
have	VB	have
taken	VBN	take
a	DT	a
lot	NN	lot
.	SENT	.
Do	VBP	do
you	PP	you
plan	VBP	plan
to	TO	to
go	VB	go
back	RB	back
if	IN	if
you	PP	you
can	MD	can
?	SENT	?
Would	MD	would
you	PP	you
return	VB	return
?	SENT	?
TA	NP	TA
:	:	:
After	IN	after
Toronto	NP	Toronto
for	IN	for
one	CD	one
week	NN	week
my	PP$	my
heart	NN	heart
was	VBD	be
really	RB	really
calm	JJ	calm
and	CC	and
I	PP	I
was	VBD	be
thinking	VBG	think
about	IN	about
it	PP	it
,	,	,
because	IN	because
since	IN	since
I	PP	I
left	VBD	leave
Afghanistan	NP	Afghanistan
,	,	,
the	DT	the
fire	NN	fire
was	VBD	be
there	RB	there
,	,	,
you	PP	you
know	VBP	know
?	SENT	?
And	CC	and
when	WRB	when
I	PP	I
left	VBD	leave
,	,	,
I	PP	I
left	VBD	leave
my	PP$	my
soul	NN	soul
in	IN	in
Afghanistan	NP	Afghanistan
with	IN	with
my	PP$	my
loved	VBN	love
ones	NNS	one
,	,	,
with	IN	with
my	PP$	my
country	NN	country
,	,	,
with	IN	with
my	PP$	my
homeland	NN	homeland
,	,	,
with	IN	with
everything	NN	everything
I	PP	I
had	VBD	have
and	CC	and
built	VBN	build
for	IN	for
all	PDT	all
these	DT	these
years	NNS	year
.	SENT	.
The	DT	the
way	NN	way
we	PP	we
left	VBD	leave
,	,	,
we	PP	we
didn	NNS	<unknown>
'	POS	'
t	NN	t
know	VBP	know
that	IN	that
it	PP	it
[	SYM	[
would	MD	would
]	SYM	]
happen	VB	happen
.	SENT	.
And	CC	and
I	PP	I
remember	VBP	remember
when	WRB	when
I	PP	I
left	VBD	leave
,	,	,
I	PP	I
did	VBD	do
not	RB	not
say	VB	say
bye	NN	bye
to	TO	to
my	PP$	my
loved	VBN	love
ones	NNS	one
.	SENT	.
I	PP	I
still	RB	still
remember	VBP	remember
my	PP$	my
family	NN	family
.	SENT	.
I	PP	I
still	RB	still
remember	VBP	remember
my	PP$	my
friends	NNS	friend
.	SENT	.
I	PP	I
told	VBD	tell
them	PP	them
that	IN	that
,	,	,
you	PP	you
know	VBP	know
,	,	,
this	DT	this
is	VBZ	be
not	RB	not
a	DT	a
goodbye	NN	goodbye
.	SENT	.
I	PP	I
cannot	MD	can
say	VB	say
goodbye	NN	goodbye
.	SENT	.
You	PP	you
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
what	WP	what
will	MD	will
happen	VB	happen
.	SENT	.
I	PP	I
will	MD	will
come	VB	come
back	RB	back
.	SENT	.
I	PP	I
will	MD	will
go	VB	go
to	TO	to
the	DT	the
airport	NN	airport
.	SENT	.
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
[	SYM	[
if	IN	if
]	SYM	]
it	PP	it
will	MD	will
happen	VB	happen
or	CC	or
not	RB	not
.	SENT	.
I	PP	I
will	MD	will
be	VB	be
back	RB	back
.	SENT	.
And	CC	and
I	PP	I
was	VBD	be
making	VBG	make
excuses	NNS	excuse
because	IN	because
I	NP	I
didn	NP	<unknown>
'	POS	'
t	NN	t
want	VBP	want
to	TO	to
leave	VB	leave
my	PP$	my
country	NN	country
.	SENT	.
That	DT	that
was	VBD	be
home	NN	home
.	SENT	.
That	DT	that
was	VBD	be
everything	NN	everything
.	SENT	.
Yeah	RB	yeah
,	,	,
I	PP	I
kept	VBD	keep
my	PP$	my
passport	NN	passport
.	SENT	.
But	CC	but
yeah	RB	yeah
,	,	,
that	IN	that
'	POS	'
s	NN	S
what	WP	what
keeps	VBZ	keep
me	PP	me
alive	JJ	alive
.	SENT	.
And	CC	and
people	NNS	people
might	MD	might
have	VB	have
different	JJ	different
dreams	NNS	dream
.	SENT	.
Some	DT	some
people	NNS	people
might	MD	might
think	VB	think
that	DT	that
,	,	,
OK	UH	OK
,	,	,
I	PP	I
want	VBP	want
to	TO	to
travel	VB	travel
.	SENT	.
I	PP	I
want	VBP	want
to	TO	to
make	VB	make
the	DT	the
best	JJS	good
fun	NN	fun
,	,	,
I	PP	I
want	VBP	want
to	TO	to
do	VB	do
this	DT	this
and	CC	and
that	DT	that
.	SENT	.
But	CC	but
my	PP$	my
biggest	JJS	big
dream	NN	dream
is	VBZ	be
to	TO	to
go	VB	go
back	RB	back
to	TO	to
Afghanistan	NP	Afghanistan
and	CC	and
live	VB	live
the	DT	the
way	NN	way
I	PP	I
used	VBD	use
to	TO	to
live	VB	live
.	SENT	.
KC	NN	KC
:	:	:
We	PP	we
all	RB	all
hope	VBP	hope
that	IN	that
that	WDT	that
will	MD	will
happen	VB	happen
sooner	RBR	sooner
rather	RB	rather
than	IN	than
later	RBR	later
.	SENT	.
But	CC	but
for	IN	for
now	RB	now
,	,	,
we	PP	we
know	VBP	know
that	IN	that
the	DT	the
situation	NN	situation
is	VBZ	be
very	RB	very
difficult	JJ	difficult
for	IN	for
many	JJ	many
women	NNS	woman
.	SENT	.
You	PP	you
came	VBD	come
to	TO	to
Europe	NP	Europe
and	CC	and
even	RB	even
here	RB	here
we	PP	we
'	POS	'
ve	NNS	<unknown>
spoken	VBN	speak
about	IN	about
the	DT	the
everyday	JJ	everyday
sexism	NN	sexism
that	IN	that
you	PP	you
experience	VBP	experience
and	CC	and
how	WRB	how
exhausting	JJ	exhausting
it	PP	it
is	VBZ	be
to	TO	to
educate	VB	educate
men	NNS	man
on	IN	on
issues	NNS	issue
around	IN	around
gender	NN	gender
equality	NN	equality
.	SENT	.
Are	VBP	be
there	RB	there
parallels	NNS	parallel
?	SENT	?
Do	VB	do
you	PP	you
see	VB	see
any	DT	any
opportunities	NNS	opportunity
for	IN	for
us	PP	us
to	TO	to
learn	VB	learn
from	IN	from
each	DT	each
other	JJ	other
?	SENT	?
Because	IN	because
I	PP	I
know	VBP	know
many	JJ	many
people	NNS	people
in	IN	in
the	DT	the
audience	NN	audience
will	MD	will
feel	VB	feel
your	PP$	your
pain	NN	pain
and	CC	and
recognize	VB	recognize
that	DT	that
exhaustion	NN	exhaustion
.	SENT	.
How	WRB	how
do	VBP	do
we	PP	we
learn	VBP	learn
from	IN	from
each	DT	each
other	JJ	other
?	SENT	?
How	WRB	how
do	VBP	do
we	PP	we
work	VBP	work
together	RB	together
as	IN	as
women	NNS	woman
globally	RB	globally
to	TO	to
create	VB	create
change	NN	change
?	SENT	?
TA	NP	TA
:	:	:
Sexism	NN	sexism
is	VBZ	be
everywhere	RB	everywhere
and	CC	and
we	PP	we
need	VBP	need
to	TO	to
come	VB	come
together	RB	together
to	TO	to
work	VB	work
on	IN	on
it	PP	it
.	SENT	.
But	CC	but
the	DT	the
only	JJ	only
thing	NN	thing
I	PP	I
would	MD	would
say	VB	say
[	SYM	[
is	VBZ	be
]	SYM	]
that	IN	that
it	PP	it
'	POS	'
s	NN	S
tiring	VBG	tire
and	CC	and
exhausting	VBG	exhaust
,	,	,
but	CC	but
we	PP	we
should	MD	should
not	RB	not
give	VB	give
up	RP	up
.	SENT	.
We	PP	we
cannot	MD	can
stop	VB	stop
.	SENT	.
KC	NN	KC
:	:	:
Absolutely	RB	absolutely
.	SENT	.
TA	NP	TA
:	:	:
So	RB	so
we	PP	we
need	VBP	need
to	TO	to
have	VB	have
solidarity	NN	solidarity
,	,	,
to	TO	to
work	VB	work
on	IN	on
it	PP	it
together	RB	together
,	,	,
to	TO	to
push	VB	push
for	IN	for
it	PP	it
.	SENT	.
KC	NN	KC
:	:	:
And	CC	and
hearing	NN	hearing
stories	NNS	story
like	IN	like
yours	PP	yours
,	,	,
like	IN	like
Zarifa	NP	Zarifa
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
an	DT	an
amazing	JJ	amazing
line	NN	line
in	IN	in
the	DT	the
documentary	NN	documentary
where	WRB	where
we	PP	we
follow	VBP	follow
her	PP	her
in	IN	in
such	JJ	such
extraordinarily	RB	extraordinarily
difficult	JJ	difficult
circumstances	NNS	circumstance
and	CC	and
she	PP	she
'	POS	'
s	NN	S
constantly	RB	constantly
under	IN	under
threat	NN	threat
.	SENT	.
And	CC	and
she	PP	she
says	VBZ	say
,	,	,
"	``	"
Well	UH	well
,	,	,
men	NNS	man
have	VBP	have
had	VBN	have
40-50	CD	@card@
years	NNS	year
to	TO	to
get	VB	get
this	DT	this
right	NN	right
and	CC	and
they	PP	they
haven	NN	haven
'	POS	'
t	NN	t
yet	RB	yet
done	VBN	do
it	PP	it
right	JJ	right
.	SENT	.
So	IN	so
I	PP	I
'	POS	'
m	NN	m
not	RB	not
going	VBG	go
to	TO	to
give	VB	give
up	RP	up
.	SENT	.
"	``	"
Is	VBZ	be
that	DT	that
representative	NN	representative
of	IN	of
the	DT	the
spirits	NNS	spirit
of	IN	of
many	JJ	many
women	NNS	woman
that	IN	that
you	PP	you
encountered	VBD	encounter
in	IN	in
Afghanistan	NP	Afghanistan
?	SENT	?
TA	NP	TA
:	:	:
The	DT	the
spirit	NN	spirit
of	IN	of
almost	RB	almost
all	PDT	all
the	DT	the
women	NNS	woman
I	PP	I
know	VBP	know
in	IN	in
my	PP$	my
country	NN	country
,	,	,
including	VBG	include
my	PP$	my
grandmother	NN	grandmother
,	,	,
my	PP$	my
mother	NN	mother
,	,	,
my	PP$	my
friends	NNS	friend
.	SENT	.
All	DT	all
of	IN	of
us	PP	us
.	SENT	.
Because	RB	because
,	,	,
yeah	RB	yeah
,	,	,
war	NN	war
is	VBZ	be
ugly	JJ	ugly
.	SENT	.
And	CC	and
it	PP	it
was	VBD	be
the	DT	the
men	NNS	man
who	WP	who
created	VBD	create
the	DT	the
war	NN	war
.	SENT	.
It	PP	it
was	VBD	be
the	DT	the
men	NNS	man
who	WP	who
made	VBD	make
peace	NN	peace
.	SENT	.
We	PP	we
always	RB	always
pushed	VBD	push
for	IN	for
it	PP	it
.	SENT	.
But	CC	but
then	RB	then
there	EX	there
was	VBD	be
no	DT	no
space	NN	space
for	IN	for
us	PP	us
[	SYM	[
at	NN	at
]	SYM	]
the	DT	the
table	NN	table
,	,	,
no	DT	no
matter	NN	matter
how	WRB	how
hard	JJ	hard
we	PP	we
pushed	VBD	push
for	IN	for
it	PP	it
.	SENT	.
But	CC	but
it	PP	it
doesn	NP	<unknown>
'	POS	'
t	NN	t
mean	VBP	mean
that	IN	that
we	PP	we
give	VB	give
up	RP	up
and	CC	and
it	PP	it
'	POS	'
s	NNS	<unknown>
done	VBN	do
.	SENT	.
And	CC	and
we	PP	we
are	VBP	be
,	,	,
you	PP	you
know	VBP	know
.	SENT	.
.	SENT	.
.	SENT	.
We	PP	we
made	VBD	make
peace	NN	peace
with	IN	with
that	DT	that
.	SENT	.
It	PP	it
was	VBD	be
the	DT	the
spirit	NN	spirit
of	IN	of
the	DT	the
whole	JJ	whole
country	NN	country
.	SENT	.
It	PP	it
still	RB	still
is	VBZ	be
.	SENT	.
And	CC	and
it	PP	it
is	VBZ	be
the	DT	the
women	NNS	woman
who	WP	who
are	VBP	be
[	SYM	[
the	NP	the
]	SYM	]
resistance	NN	resistance
in	IN	in
Afghanistan	NP	Afghanistan
today	NN	today
.	SENT	.
They	PP	they
were	VBD	be
protesting	VBG	protest
in	IN	in
solidarity	NN	solidarity
with	IN	with
Iranian	JJ	Iranian
women	NNS	woman
in	IN	in
Kabul	NP	Kabul
,	,	,
in	IN	in
front	NN	front
of	IN	of
[	SYM	[
the	NP	the
]	SYM	]
Iranian	JJ	Iranian
embassy	NN	embassy
.	SENT	.
So	RB	so
yeah	RB	yeah
,	,	,
I	PP	I
think	VBP	think
the	DT	the
future	NN	future
is	VBZ	be
female	JJ	female
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
us	PP	us
.	SENT	.
And	CC	and
we	PP	we
are	VBP	be
the	DT	the
ones	NNS	one
who	WP	who
can	MD	can
make	VB	make
change	NN	change
because	IN	because
we	PP	we
don	NN	don
'	POS	'
t	NN	t
fight	NN	fight
.	SENT	.
We	PP	we
don	VBP	don
'	''	'
t	NN	t
care	NN	care
about	IN	about
ego	NN	ego
.	SENT	.
We	PP	we
care	VBP	care
about	IN	about
solutions	NNS	solution
.	SENT	.
KC	NN	KC
:	:	:
So	RB	so
all	RB	all
of	IN	of
the	DT	the
people	NNS	people
listening	VBG	listen
today	NN	today
,	,	,
inspired	VBN	inspire
by	IN	by
your	PP$	your
story	NN	story
,	,	,
by	IN	by
the	DT	the
strength	NN	strength
of	IN	of
women	NNS	woman
in	IN	in
Afghanistan	NP	Afghanistan
,	,	,
what	WP	what
can	MD	can
we	PP	we
do	VB	do
to	TO	to
support	VB	support
the	DT	the
struggle	NN	struggle
?	SENT	?
You	PP	you
said	VBD	say
solidarity	NN	solidarity
is	VBZ	be
key	JJ	key
to	TO	to
change	VB	change
,	,	,
and	CC	and
I	PP	I
couldn	NN	<unknown>
'	POS	'
t	NN	t
agree	VBP	agree
more	RBR	more
.	SENT	.
How	WRB	how
do	VBP	do
we	PP	we
work	VBP	work
together	RB	together
?	SENT	?
What	WP	what
can	MD	can
we	PP	we
do	VB	do
to	TO	to
keep	VB	keep
the	DT	the
plight	NN	plight
of	IN	of
women	NNS	woman
in	IN	in
Afghanistan	NP	Afghanistan
in	IN	in
the	DT	the
news	NN	news
and	CC	and
to	TO	to
make	VB	make
sure	JJ	sure
that	IN	that
one	CD	one
day	NN	day
you	PP	you
'	POS	'
re	NN	re
able	JJ	able
to	TO	to
return	VB	return
and	CC	and
do	VB	do
the	DT	the
wonderful	JJ	wonderful
work	NN	work
that	IN	that
you	PP	you
'	POS	'
ve	RB	<unknown>
been	VBN	be
doing	VBG	do
?	SENT	?
TA	NP	TA
:	:	:
I	PP	I
think	VBP	think
women	NNS	woman
in	IN	in
Afghanistan	NP	Afghanistan
need	VBP	need
solidarity	NN	solidarity
more	JJR	more
than	IN	than
anything	NN	anything
right	NN	right
now	RB	now
.	SENT	.
I	PP	I
remember	VBP	remember
I	PP	I
was	VBD	be
interviewing	VBG	interview
women	NNS	woman
who	WP	who
were	VBD	be
protesting	VBG	protest
because	IN	because
I	PP	I
was	VBD	be
working	VBG	work
on	IN	on
research	NN	research
for	IN	for
Amnesty	NN	amnesty
International	NP	International
.	SENT	.
And	CC	and
whenever	WRB	whenever
we	PP	we
talked	VBD	talk
,	,	,
I	PP	I
was	VBD	be
asking	VBG	ask
them	PP	them
why	WRB	why
they	PP	they
started	VBD	start
protesting	VBG	protest
and	CC	and
they	PP	they
said	VBD	say
that	IN	that
,	,	,
"	``	"
Tamana	NP	Tamana
,	,	,
we	PP	we
lost	VBD	lose
everything	NN	everything
we	PP	we
had	VBD	have
.	SENT	.
We	PP	we
are	VBP	be
not	RB	not
able	JJ	able
to	TO	to
work	VB	work
.	SENT	.
We	PP	we
are	VBP	be
not	RB	not
able	JJ	able
to	TO	to
go	VB	go
out	RP	out
without	IN	without
a	DT	a
mahram	NN	<unknown>
,	,	,
a	DT	a
man	NN	man
,	,	,
family	NN	family
member	NN	member
,	,	,
and	CC	and
we	PP	we
are	VBP	be
not	RB	not
able	JJ	able
to	TO	to
move	VB	move
freely	RB	freely
,	,	,
travel	VBP	travel
to	TO	to
other	JJ	other
provinces	NNS	province
,	,	,
to	TO	to
countries	NNS	country
outside	IN	outside
Afghanistan	NP	Afghanistan
without	IN	without
a	DT	a
man	NN	man
.	SENT	.
"	``	"
So	IN	so
it	PP	it
means	VBZ	mean
that	IN	that
Taliban	NP	<unknown>
do	VBP	do
not	RB	not
count	VB	count
women	NNS	woman
as	IN	as
humans	NNS	human
or	CC	or
equal	JJ	equal
to	TO	to
men	NNS	man
.	SENT	.
So	RB	so
there	EX	there
should	MD	should
be	VB	be
a	DT	a
man	NN	man
to	TO	to
validate	VB	validate
that	IN	that
they	PP	they
exist	VBP	exist
.	SENT	.
And	CC	and
they	PP	they
say	VBP	say
that	IN	that
,	,	,
"	``	"
We	PP	we
lost	VBD	lose
everything	NN	everything
we	PP	we
had	VBD	have
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	NN	S
why	WRB	why
we	PP	we
are	VBP	be
fighting	VBG	fight
.	SENT	.
We	PP	we
are	VBP	be
not	RB	not
afraid	JJ	afraid
to	TO	to
die	VB	die
,	,	,
but	CC	but
it	PP	it
makes	VBZ	make
us	PP	us
happy	JJ	happy
and	CC	and
encourages	VBZ	encourage
us	PP	us
when	WRB	when
we	PP	we
see	VBP	see
women	NNS	woman
,	,	,
no	DT	no
matter	NN	matter
Afghans	NNS	Afghan
