Every	DT	every
the	DT	the
more	RBR	more
traditional	JJ	traditional
way	NN	way
of	IN	of
the	DT	the
puppy	NN	puppy
as	IN	as
prelude	NN	prelude
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
having	VBG	have
a	DT	a
completely	RB	completely
dependent	JJ	dependent
creature	NN	creature
,	,	,
right	RB	right
?	SENT	?
Dogs	NNS	dog
can	MD	can
get	VB	get
around	RP	around
on	IN	on
their	PP$	their
own	JJ	own
,	,	,
but	CC	but
by	IN	by
being	VBG	be
put	VBN	put
into	IN	into
a	DT	a
home	NN	home
--	:	--
I	PP	I
live	VBP	live
in	IN	in
an	DT	an
apartment	NN	apartment
,	,	,
but	CC	but
--	:	--
or	CC	or
a	DT	a
house	NN	house
--	:	--
they	PP	they
'	POS	'
re	NN	re
dependent	JJ	dependent
on	IN	on
us	PP	us
for	IN	for
all	PDT	all
the	DT	the
things	NNS	thing
.	SENT	.
And	CC	and
we	PP	we
kind	RB	kind
of	IN	of
forget	VB	forget
that	IN	that
,	,	,
right	RB	right
?	SENT	?
Like	IN	like
,	,	,
we	PP	we
decide	VBP	decide
when	WRB	when
they	PP	they
eat	VBP	eat
,	,	,
we	PP	we
decide	VBP	decide
when	WRB	when
they	PP	they
can	MD	can
go	VB	go
out	RP	out
and	CC	and
relieve	VB	relieve
themselves	PP	themselves
.	SENT	.
We	PP	we
decide	VBP	decide
when	WRB	when
they	PP	they
get	VBP	get
to	TO	to
exercise	VB	exercise
.	SENT	.
We	PP	we
decide	VBP	decide
,	,	,
often	RB	often
it	PP	it
'	POS	'
s	NN	S
us	PP	us
deciding	VBG	decide
when	WRB	when
we	PP	we
want	VBP	want
to	TO	to
socialize	VB	socialize
and	CC	and
when	WRB	when
we	PP	we
need	VBP	need
them	PP	them
to	TO	to
be	VB	be
quiet	JJ	quiet
.	SENT	.
So	IN	so
their	PP$	their
entire	JJ	entire
life	NN	life
is	VBZ	be
structured	VBN	structure
in	IN	in
this	DT	this
human	JJ	human
way	NN	way
.	SENT	.
This	DT	this
is	VBZ	be
what	WP	what
happens	VBZ	happen
to	TO	to
a	DT	a
child	NN	child
as	IN	as
well	RB	well
,	,	,
more	RBR	more
slowly	RB	slowly
over	IN	over
time	NN	time
,	,	,
because	IN	because
really	RB	really
a	DT	a
new	JJ	new
parent	NN	parent
,	,	,
as	IN	as
you	PP	you
know	VBP	know
,	,	,
has	VBZ	have
to	TO	to
kind	NN	kind
of	IN	of
restructure	VB	restructure
their	PP$	their
own	JJ	own
life	NN	life
around	IN	around
the	DT	the
baby	NN	baby
.	SENT	.
But	CC	but
the	DT	the
point	NN	point
is	VBZ	be
that	IN	that
the	DT	the
baby	NN	baby
will	MD	will
eventually	RB	eventually
be	VB	be
able	JJ	able
to	TO	to
sit	VB	sit
cooperatively	RB	cooperatively
next	JJ	next
to	TO	to
you	PP	you
while	IN	while
you	PP	you
do	VBP	do
your	PP$	your
Zoom	NN	zoom
and	CC	and
entertain	VB	entertain
herself	PP	herself
,	,	,
right	RB	right
?	SENT	?
But	CC	but
with	IN	with
the	DT	the
puppy	NN	puppy
,	,	,
we	PP	we
'	POS	'
re	NN	re
expecting	VBG	expect
basically	RB	basically
that	IN	that
from	IN	from
a	DT	a
non-human	NN	non-human
and	CC	and
we	PP	we
'	POS	'
re	NN	re
also	RB	also
not	RB	not
giving	VBG	give
them	PP	them
several	JJ	several
years	NNS	year
to	TO	to
learn	VB	learn
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
assuming	VBG	assume
that	IN	that
they	PP	they
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
learn	VB	learn
it	PP	it
relatively	RB	relatively
instantly	RB	instantly
and	CC	and
always	RB	always
be	VB	be
cooperative	JJ	cooperative
,	,	,
you	PP	you
know	VBP	know
,	,	,
and	CC	and
sort	VB	sort
of	IN	of
,	,	,
get	VB	get
what	WP	what
it	PP	it
'	POS	'
s	NN	S
all	RB	all
about	RB	about
.	SENT	.
We	PP	we
really	RB	really
don	VBP	don
'	POS	'
t	NN	t
.	SENT	.
The	DT	the
child	NN	child
,	,	,
at	IN	at
least	JJS	least
,	,	,
the	DT	the
satisfaction	NN	satisfaction
of	IN	of
having	VBG	have
a	DT	a
child	NN	child
,	,	,
is	VBZ	be
that	IN	that
they	PP	they
do	VBP	do
get	VB	get
it	PP	it
,	,	,
right	RB	right
?	SENT	?
You	PP	you
can	MD	can
eventually	RB	eventually
talk	VB	talk
to	TO	to
them	PP	them
using	VBG	use
a	DT	a
language	NN	language
and	CC	and
they	PP	they
can	MD	can
understand	VB	understand
and	CC	and
appreciate	VB	appreciate
what	WP	what
you	PP	you
'	''	'
re	IN	re
saying	VBG	say
and	CC	and
imparting	VBG	impart
in	IN	in
that	DT	that
language	NN	language
.	SENT	.
And	CC	and
the	DT	the
dog	NN	dog
,	,	,
even	RB	even
the	DT	the
really	RB	really
high-excelling	JJ	<unknown>
,	,	,
word-learning	JJ	<unknown>
dogs	NNS	dog
don	NN	don
'	POS	'
t	NN	t
understand	VBP	understand
our	PP$	our
language	NN	language
,	,	,
and	CC	and
yet	RB	yet
we	PP	we
'	POS	'
re	NN	re
still	RB	still
talking	VBG	talk
to	TO	to
them	PP	them
as	IN	as
though	IN	though
they	PP	they
do	VBP	do
.	SENT	.
That	IN	that
'	POS	'
s	JJ	<unknown>
fine	NN	fine
with	IN	with
me	PP	me
.	SENT	.
I	PP	I
love	VBP	love
people	NNS	people
talking	VBG	talk
to	TO	to
dogs	NNS	dog
and	CC	and
I	PP	I
talk	VBP	talk
to	TO	to
dogs	NNS	dog
.	SENT	.
Just	RB	just
,	,	,
let	VBP	let
'	POS	'
s	NNS	<unknown>
not	RB	not
pretend	VBP	pretend
that	IN	that
they	PP	they
.	SENT	.
.	SENT	.
.	SENT	.
understand	VB	understand
what	WP	what
we	PP	we
'	''	'
re	IN	re
saying	VBG	say
.	SENT	.
WPR	NN	WPR
:	:	:
This	DT	this
is	VBZ	be
--	:	--
great	JJ	great
tips	NNS	tip
.	SENT	.
And	CC	and
you	PP	you
should	MD	should
know	VB	know
,	,	,
Alexandra	NP	Alexandra
,	,	,
that	WDT	that
we	PP	we
are	VBP	be
getting	VBG	get
lots	NNS	lot
and	CC	and
lots	NNS	lot
of	IN	of
questions	NNS	question
in	IN	in
from	IN	from
our	PP$	our
members	NNS	member
.	SENT	.
And	CC	and
so	RB	so
I	PP	I
want	VBP	want
to	TO	to
dive	VB	dive
into	IN	into
some	DT	some
of	IN	of
those	DT	those
.	SENT	.
.	SENT	.
.	SENT	.
So	RB	so
we	PP	we
have	VBP	have
a	DT	a
question	NN	question
from	IN	from
TED	VB	ted
Member	NP	Member
Ann	NP	Ann
.	SENT	.
They	PP	they
ask	VBP	ask
,	,	,
"	''	"
I	NP	I
'	POS	'
d	NN	d
love	NN	love
to	TO	to
know	VB	know
how	WRB	how
to	TO	to
better	RBR	well
manage	VB	manage
a	DT	a
multi-dog	NN	<unknown>
household	NN	household
across	IN	across
three	CD	three
generations	NNS	generation
:	:	:
13	CD	@card@
,	,	,
eight	CD	eight
and	CC	and
four	CD	four
years	NNS	year
old	JJ	old
.	SENT	.
"	``	"
AH	UH	ah
:	:	:
Right	RB	right
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
a	DT	a
great	JJ	great
question	NN	question
and	CC	and
congratulations	NN	congratulations
on	IN	on
having	VBG	have
such	PDT	such
a	DT	a
large	JJ	large
dog	NN	dog
household	NN	household
.	SENT	.
That	IN	that
'	POS	'
s	JJ	<unknown>
great	JJ	great
fun	NN	fun
.	SENT	.
I	PP	I
think	VBP	think
one	CD	one
thing	NN	thing
to	TO	to
realize	VB	realize
,	,	,
too	RB	too
,	,	,
when	WRB	when
we	PP	we
have	VBP	have
multiple	JJ	multiple
dogs	NNS	dog
is	VBZ	be
that	IN	that
these	DT	these
dogs	NNS	dog
are	VBP	be
still	RB	still
really	RB	really
individuals	NNS	individual
,	,	,
right	RB	right
?	SENT	?
Everybody	NN	everybody
knows	VBZ	know
that	IN	that
if	IN	if
they	PP	they
have	VBP	have
their	PP$	their
own	JJ	own
single	JJ	single
dog	NN	dog
,	,	,
you	PP	you
feel	VBP	feel
like	IN	like
your	PP$	your
dog	NN	dog
is	VBZ	be
completely	RB	completely
special	JJ	special
.	SENT	.
When	WRB	when
you	PP	you
have	VBP	have
multiple	JJ	multiple
dogs	NNS	dog
,	,	,
you	PP	you
still	RB	still
have	VBP	have
multiple	JJ	multiple
individuals	NNS	individual
and	CC	and
they	PP	they
really	RB	really
have	VB	have
to	TO	to
be	VB	be
treated	VBN	treat
separately	RB	separately
,	,	,
right	RB	right
?	SENT	?
.	SENT	.
.	SENT	.
.	SENT	.
Probably	RB	probably
your	PP$	your
13-year-old	JJ	13-year-old
has	VBZ	have
preferences	NNS	preference
that	WDT	that
your	PP$	your
eight-year-old	JJ	eight-year-old
doesn	NN	<unknown>
'	POS	'
t	NN	t
share	NN	share
.	SENT	.
Some	DT	some
things	NNS	thing
they	PP	they
'	''	'
ll	NN	ll
be	VB	be
able	JJ	able
to	TO	to
do	VB	do
together	RB	together
and	CC	and
cooperatively	RB	cooperatively
,	,	,
but	CC	but
I	PP	I
would	MD	would
expect	VB	expect
as	RB	as
often	RB	often
or	CC	or
more	RBR	more
often	RB	often
that	IN	that
they	PP	they
need	VBP	need
to	TO	to
have	VB	have
their	PP$	their
own	JJ	own
time	NN	time
.	SENT	.
They	PP	they
maybe	RB	maybe
need	VBP	need
to	TO	to
have	VB	have
their	PP$	their
own	JJ	own
time	NN	time
with	IN	with
you	PP	you
or	CC	or
whoever	WP	whoever
the	DT	the
person	NN	person
is	VBZ	be
who	WP	who
they	PP	they
'	POS	'
re	NN	re
bonded	VBN	bond
to	TO	to
or	CC	or
attached	VBN	attach
in	IN	in
the	DT	the
household	NN	household
.	SENT	.
WPR	NN	WPR
:	:	:
And	CC	and
we	PP	we
also	RB	also
have	VBP	have
a	DT	a
couple	NN	couple
of	IN	of
questions	NNS	question
about	IN	about
language	NN	language
,	,	,
sort	NN	sort
of	IN	of
what	WP	what
you	PP	you
were	VBD	be
saying	VBG	say
earlier	RBR	earlier
,	,	,
that	DT	that
dogs	NNS	dog
will	MD	will
never	RB	never
be	VB	be
able	JJ	able
to	TO	to
really	RB	really
speak	VB	speak
our	PP$	our
language	NN	language
.	SENT	.
Just	RB	just
a	DT	a
question	NN	question
around	RP	around
whether	IN	whether
or	CC	or
not	RB	not
,	,	,
how	WRB	how
much	JJ	much
they	PP	they
'	''	'
re	IN	re
actually	RB	actually
understanding	VBG	understand
.	SENT	.
So	RB	so
both	CC	both
TED	VB	ted
Member	NP	Member
Gordon	NP	Gordon
and	CC	and
TED	VB	ted
Member	NP	Member
Agatha	NP	Agatha
,	,	,
they	PP	they
have	VBP	have
this	DT	this
question	NN	question
around	RB	around
whether	IN	whether
dogs	NNS	dog
understand	VBP	understand
tones	NNS	tone
and	CC	and
gestures	NNS	gesture
,	,	,
and	CC	and
Agatha	NP	Agatha
specifically	RB	specifically
has	VBZ	have
a	DT	a
question	NN	question
about	IN	about
buttons	NNS	button
that	IN	that
dogs	NNS	dog
can	MD	can
press	VB	press
to	TO	to
communicate	VB	communicate
in	IN	in
human	JJ	human
language	NN	language
,	,	,
whether	IN	whether
or	CC	or
not	RB	not
those	DT	those
really	RB	really
improve	VB	improve
communication	NN	communication
and	CC	and
if	IN	if
dogs	NNS	dog
really	RB	really
even	RB	even
understand	VB	understand
what	WP	what
those	DT	those
buttons	NNS	button
mean	VBP	mean
.	SENT	.
AH	UH	ah
:	:	:
Yeah	RB	yeah
so	RB	so
I	PP	I
mean	VBP	mean
,	,	,
dogs	NNS	dog
are	VBP	be
definitely	RB	definitely
understanding	VBG	understand
a	DT	a
good	JJ	good
amount	NN	amount
of	IN	of
what	WP	what
we	PP	we
say	VBP	say
,	,	,
right	RB	right
?	SENT	?
They	PP	they
learn	VBP	learn
words	NNS	word
and	CC	and
some	DT	some
dogs	NNS	dog
are	VBP	be
extremely	RB	extremely
good	JJ	good
at	IN	at
learning	VBG	learn
words	NNS	word
and	CC	and
we	PP	we
know	VBP	know
Chaser	NN	chaser
,	,	,
you	PP	you
know	VBP	know
,	,	,
this	DT	this
famous	JJ	famous
border	NN	border
collie	NN	collie
who	WP	who
learned	VBD	learn
a	DT	a
thousand	CD	thousand
words	NNS	word
.	SENT	.
John	NP	John
Pilley	NP	Pilley
,	,	,
who	WP	who
worked	VBD	work
with	IN	with
Chaser	NN	chaser
,	,	,
spent	VBD	spend
eight	CD	eight
hours	NNS	hour
a	DT	a
day	NN	day
,	,	,
every	DT	every
day	NN	day
,	,	,
working	VBG	work
with	IN	with
Chaser	NN	chaser
so	RB	so
that	IN	that
she	PP	she
would	MD	would
learn	VB	learn
eventually	RB	eventually
a	DT	a
thousand	CD	thousand
words	NNS	word
,	,	,
and	CC	and
--	:	--
they	PP	they
were	VBD	be
toys	NNS	toy
--	:	--
and	CC	and
a	DT	a
couple	NN	couple
of	IN	of
different	JJ	different
verbs	NNS	verb
or	CC	or
actions	NNS	action
which	WDT	which
she	PP	she
could	MD	could
take	VB	take
with	IN	with
them	PP	them
.	SENT	.
It	PP	it
was	VBD	be
semantically	RB	semantically
and	CC	and
syntactically	RB	syntactically
,	,	,
you	PP	you
know	VBP	know
,	,	,
unprecedented	JJ	unprecedented
for	IN	for
dogs	NNS	dog
and	CC	and
really	RB	really
neat	JJ	neat
,	,	,
it	PP	it
shows	VBZ	show
their	PP$	their
capacity	NN	capacity
.	SENT	.
But	CC	but
unless	IN	unless
you	PP	you
'	POS	'
re	NN	re
really	RB	really
specifically	RB	specifically
and	CC	and
clearly	RB	clearly
talking	VBG	talk
to	TO	to
dogs	NNS	dog
eight	CD	eight
hours	NNS	hour
a	DT	a
day	NN	day
about	RB	about
very	RB	very
limited	JJ	limited
items	NNS	item
,	,	,
your	PP$	your
dog	NN	dog
is	VBZ	be
not	RB	not
going	VBG	go
to	TO	to
pick	VB	pick
those	DT	those
things	NNS	thing
up	RB	up
.	SENT	.
There	EX	there
'	''	'
s	VBG	<unknown>
no	DT	no
reason	NN	reason
to	TO	to
expect	VB	expect
they	PP	they
would	MD	would
.	SENT	.
That	DT	that
doesn	NN	<unknown>
'	POS	'
t	NN	t
mean	VBP	mean
that	IN	that
there	EX	there
'	''	'
s	VBG	<unknown>
no	DT	no
communication	NN	communication
already	RB	already
happening	VBG	happen
,	,	,
right	RB	right
?	SENT	?
And	CC	and
I	PP	I
think	VBP	think
what	WP	what
the	DT	the
button	NN	button
apparatuses	NNS	apparatus
that	WDT	that
have	VBP	have
gotten	VBN	get
popular	JJ	popular
and	CC	and
have	VBP	have
yet	RB	yet
to	TO	to
be	VB	be
completely	RB	completely
,	,	,
you	PP	you
know	VBP	know
,	,	,
subject	JJ	subject
to	TO	to
science	NN	science
'	POS	'
s	NN	S
scrutiny	NN	scrutiny
,	,	,
by	IN	by
the	DT	the
way	NN	way
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
no	DT	no
evidence	NN	evidence
that	IN	that
those	DT	those
.	SENT	.
.	SENT	.
.	SENT	.
actually	RB	actually
represent	VB	represent
what	WP	what
the	DT	the
dogs	NNS	dog
are	VBP	be
thinking	VBG	think
or	CC	or
are	VBP	be
extending	VBG	extend
their	PP$	their
communication	NN	communication
ability	NN	ability
.	SENT	.
What	WP	what
they	PP	they
are	VBP	be
potentially	RB	potentially
doing	VBG	do
,	,	,
though	RB	though
,	,	,
is	VBZ	be
putting	VBG	put
into	IN	into
a	DT	a
kind	NN	kind
of	IN	of
language	NN	language
we	PP	we
understand	VBP	understand
something	NN	something
that	IN	that
the	DT	the
dog	NN	dog
is	VBZ	be
interested	JJ	interested
in	IN	in
but	CC	but
is	VBZ	be
already	RB	already
showing	VBG	show
in	IN	in
some	DT	some
other	JJ	other
way	NN	way
.	SENT	.
So	RB	so
if	IN	if
I	PP	I
'	POS	'
m	NN	m
a	DT	a
dog	NN	dog
and	CC	and
I	PP	I
want	VBP	want
to	TO	to
go	VB	go
outside	JJ	outside
,	,	,
I	PP	I
can	MD	can
show	VB	show
you	PP	you
by	IN	by
--	:	--
based	VBN	base
on	RP	on
,	,	,
you	PP	you
know	VBP	know
,	,	,
different	JJ	different
dogs	NNS	dog
do	VBP	do
it	PP	it
differently	RB	differently
,	,	,
maybe	RB	maybe
barking	VBG	bark
,	,	,
coming	VBG	come
over	RP	over
to	TO	to
you	PP	you
and	CC	and
trying	VBG	try
to	TO	to
get	VB	get
your	PP$	your
attention	NN	attention
,	,	,
looking	VBG	look
at	IN	at
the	DT	the
door	NN	door
,	,	,
walking	VBG	walk
over	RP	over
to	TO	to
the	DT	the
door	NN	door
,	,	,
bringing	VBG	bring
a	DT	a
leash	NN	leash
to	TO	to
you	PP	you
.	SENT	.
Lots	NNS	lot
of	IN	of
things	NNS	thing
like	IN	like
that	WDT	that
are	VBP	be
communications	NNS	communication
.	SENT	.
If	IN	if
instead	RB	instead
,	,	,
if	IN	if
as	IN	as
a	DT	a
person	NN	person
,	,	,
I	PP	I
ignore	VBP	ignore
all	DT	all
of	IN	of
those	DT	those
communications	NNS	communication
,	,	,
but	CC	but
I	PP	I
also	RB	also
have	VBP	have
a	DT	a
button	NN	button
as	IN	as
a	DT	a
dog	NN	dog
which	WDT	which
I	PP	I
could	MD	could
push	VB	push
,	,	,
which	WDT	which
says	VBZ	say
,	,	,
"	``	"
I	PP	I
want	VBP	want
to	TO	to
go	VB	go
outside	IN	outside
,	,	,
"	``	"
maybe	RB	maybe
that	IN	that
will	MD	will
get	VB	get
us	PP	us
to	TO	to
listen	VB	listen
.	SENT	.
But	CC	but
I	PP	I
don	VBP	don
'	''	'
t	NN	t
think	VBP	think
that	IN	that
that	DT	that
'	''	'
s	NN	S
something	NN	something
that	IN	that
the	DT	the
dog	NN	dog
is	VBZ	be
trying	VBG	try
to	TO	to
communicate	VB	communicate
and	CC	and
can	MD	can
'	''	'
t	NN	t
until	IN	until
they	PP	they
have	VBP	have
the	DT	the
button	NN	button
.	SENT	.
The	DT	the
best	JJS	good
that	IN	that
it	PP	it
can	MD	can
do	VB	do
,	,	,
as	RB	as
far	RB	far
as	IN	as
we	PP	we
know	VBP	know
now	RB	now
,	,	,
is	VBZ	be
potentially	RB	potentially
make	VB	make
it	PP	it
easier	JJR	easy
for	IN	for
us	PP	us
to	TO	to
understand	VB	understand
.	SENT	.
But	CC	but
I	PP	I
do	VBP	do
think	VB	think
that	IN	that
communication	NN	communication
is	VBZ	be
already	RB	already
present	JJ	present
.	SENT	.
They	PP	they
are	VBP	be
highly	RB	highly
,	,	,
highly	RB	highly
skilled	JJ	skilled
communicators	NNS	communicator
and	CC	and
they	PP	they
understand	VBP	understand
a	DT	a
lot	NN	lot
of	IN	of
what	WP	what
we	PP	we
'	POS	'
re	NN	re
talking	VBG	talk
about	RB	about
,	,	,
but	CC	but
not	RB	not
in	IN	in
the	DT	the
kind	NN	kind
of	IN	of
linguistic	JJ	linguistic
way	NN	way
that	IN	that
humans	NNS	human
think	VBP	think
is	VBZ	be
so	RB	so
important	JJ	important
,	,	,
that	WDT	that
enables	VBZ	enable
us	PP	us
to	TO	to
have	VB	have
this	DT	this
Zoom	NN	zoom
today	NN	today
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
to	TO	to
deny	VB	deny
them	PP	them
that	WDT	that
is	VBZ	be
not	RB	not
to	TO	to
deny	VB	deny
them	PP	them
the	DT	the
interest	NN	interest
in	IN	in
or	CC	or
the	DT	the
ability	NN	ability
to	TO	to
communicate	VB	communicate
.	SENT	.
WPR	NN	WPR
:	:	:
TED	VB	ted
Member	NP	Member
Ginger	NP	Ginger
is	VBZ	be
curious	JJ	curious
about	IN	about
the	DT	the
best	JJS	good
and	CC	and
earliest	JJS	early
age	NN	age
to	TO	to
start	VB	start
training	VBG	train
a	DT	a
dog	NN	dog
and	CC	and
also	RB	also
connects	VBZ	connect
to	TO	to
this	DT	this
,	,	,
is	VBZ	be
curious	JJ	curious
about	IN	about
your	PP$	your
thoughts	NNS	thought
about	IN	about
electronic	JJ	electronic
training	NN	training
collars	NNS	collar
and	CC	and
behavioral	JJ	behavioral
training	NN	training
.	SENT	.
AH	UH	ah
:	:	:
Yeah	RB	yeah
,	,	,
well	RB	well
to	TO	to
start	VB	start
with	IN	with
the	DT	the
first	JJ	first
part	NN	part
there	RB	there
,	,	,
I	PP	I
mean	VBP	mean
,	,	,
as	IN	as
I	PP	I
say	VBP	say
,	,	,
I	PP	I
don	VBP	don
'	''	'
t	NN	t
explicitly	RB	explicitly
train	NN	train
dogs	NNS	dog
,	,	,
which	WDT	which
doesn	NP	<unknown>
'	POS	'
t	NN	t
mean	VB	mean
I	PP	I
don	VB	don
'	''	'
t	NN	t
prepare	VB	prepare
them	PP	them
to	TO	to
be	VB	be
in	IN	in
human	JJ	human
society	NN	society
and	CC	and
to	TO	to
live	VB	live
cooperatively	RB	cooperatively
and	CC	and
happily	RB	happily
with	IN	with
our	PP$	our
family	NN	family
.	SENT	.
I	PP	I
do	VBP	do
.	SENT	.
For	IN	for
me	PP	me
,	,	,
that	WDT	that
started	VBD	start
with	IN	with
actually	RB	actually
socialization	NN	socialization
of	IN	of
the	DT	the
dog	NN	dog
to	TO	to
other	JJ	other
dogs	NNS	dog
,	,	,
other	JJ	other
people	NNS	people
,	,	,
and	CC	and
lots	NNS	lot
of	IN	of
different	JJ	different
types	NNS	type
of	IN	of
noises	NNS	noise
and	CC	and
surprising	JJ	surprising
things	NNS	thing
before	IN	before
we	PP	we
got	VBD	get
the	DT	the
dog	NN	dog
.	SENT	.
And	CC	and
that	DT	that
means	VBZ	mean
in	IN	in
the	DT	the
first	JJ	first
several	JJ	several
weeks	NNS	week
,	,	,
maybe	RB	maybe
after	IN	after
about	RB	about
four	CD	four
weeks	NNS	week
of	IN	of
their	PP$	their
life	NN	life
,	,	,
from	IN	from
four	CD	four
to	TO	to
nine	CD	nine
weeks	NNS	week
,	,	,
they	PP	they
'	POS	'
re	NN	re
in	IN	in
what	WP	what
'	POS	'
s	NN	S
called	VBD	call
a	DT	a
socialization	NN	socialization
period	NN	period
where	WRB	where
they	PP	they
really	RB	really
need	VBP	need
to	TO	to
be	VB	be
exposed	VBN	expose
to	TO	to
lots	NNS	lot
of	IN	of
types	NNS	type
of	IN	of
situations	NNS	situation
that	IN	that
they	PP	they
might	MD	might
encounter	VB	encounter
later	RBR	later
.	SENT	.
And	CC	and
if	IN	if
they	PP	they
are	VBP	be
then	RB	then
,	,	,
then	RB	then
they	PP	they
become	VBP	become
acclimated	VBN	acclimate
to	TO	to
them	PP	them
.	SENT	.
And	CC	and
that	DT	that
is	VBZ	be
a	DT	a
kind	NN	kind
of	IN	of
training	NN	training
,	,	,
right	RB	right
?	SENT	?
It	PP	it
'	POS	'
s	NN	S
not	RB	not
like	IN	like
training	NN	training
to	TO	to
come	VB	come
or	CC	or
training	VBG	train
to	TO	to
sit	VB	sit
,	,	,
but	CC	but
it	PP	it
'	POS	'
s	JJ	<unknown>
training	NN	training
them	PP	them
that	IN	that
this	DT	this
is	VBZ	be
their	PP$	their
world	NN	world
.	SENT	.
There	EX	there
are	VBP	be
airplanes	NNS	airplane
flying	VBG	fly
overhead	RB	overhead
,	,	,
there	EX	there
are	VBP	be
people	NNS	people
coming	VBG	come
out	RP	out
of	IN	of
cars	NNS	car
.	SENT	.
You	PP	you
'	POS	'
ll	NNS	<unknown>
see	VBP	see
new	JJ	new
dogs	NNS	dog
and	CC	and
people	NNS	people
and	CC	and
there	EX	there
are	VBP	be
cats	NNS	cat
and	CC	and
there	EX	there
are	VBP	be
birds	NNS	bird
.	SENT	.
And	CC	and
in	IN	in
that	DT	that
period	NN	period
,	,	,
they	PP	they
react	VBP	react
calmly	RB	calmly
and	CC	and
with	IN	with
interest	NN	interest
and	CC	and
curiosity	NN	curiosity
.	SENT	.
If	IN	if
you	PP	you
don	NN	don
'	POS	'
t	NN	t
expose	VBP	expose
dogs	NNS	dog
to	TO	to
lots	NNS	lot
of	IN	of
different	JJ	different
sounds	NNS	sound
and	CC	and
people	NNS	people
and	CC	and
things	NNS	thing
.	SENT	.
.	SENT	.
.	SENT	.
in	IN	in
this	DT	this
socialization	NN	socialization
period	NN	period
,	,	,
which	WDT	which
usually	RB	usually
extends	VBZ	extend
till	IN	till
after	IN	after
dogs	NNS	dog
are	VBP	be
adopted	VBN	adopt
from	IN	from
a	DT	a
litter	NN	litter
,	,	,
then	RB	then
they	PP	they
might	MD	might
be	VB	be
fearful	JJ	fearful
.	SENT	.
They	PP	they
have	VBP	have
difficulty	NN	difficulty
dealing	VBG	deal
with	IN	with
those	DT	those
things	NNS	thing
.	SENT	.
They	PP	they
get	VBP	get
very	RB	very
anxious	JJ	anxious
,	,	,
they	PP	they
might	MD	might
become	VB	become
aggressive	JJ	aggressive
to	TO	to
those	DT	those
things	NNS	thing
.	SENT	.
So	IN	so
that	DT	that
type	NN	type
of	IN	of
training	NN	training
starts	VBZ	start
as	RB	as
soon	RB	soon
as	IN	as
you	PP	you
meet	VBP	meet
them	PP	them
,	,	,
basically	RB	basically
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
that	IN	that
will	MD	will
lead	VB	lead
to	TO	to
the	DT	the
best	JJS	good
solution	NN	solution
.	SENT	.
As	IN	as
to	TO	to
the	DT	the
second	JJ	second
part	NN	part
of	IN	of
that	DT	that
,	,	,
quickly	RB	quickly
,	,	,
electronic	JJ	electronic
collars	NNS	collar
I	PP	I
despise	VBP	despise
.	SENT	.
There	EX	there
'	''	'
s	VBG	<unknown>
no	DT	no
reason	NN	reason
to	TO	to
use	VB	use
electronic	JJ	electronic
collars	NNS	collar
or	CC	or
stimulation	NN	stimulation
with	IN	with
any	DT	any
dog	NN	dog
ever	RB	ever
,	,	,
as	RB	as
far	RB	far
as	IN	as
I	PP	I
'	POS	'
m	NN	m
concerned	VBD	concern
.	SENT	.
What	WP	what
it	PP	it
teaches	VBZ	teach
is	VBZ	be
that	RB	that
.	SENT	.
.	SENT	.
.	SENT	.
they	PP	they
will	MD	will
be	VB	be
randomly	RB	randomly
punished	VBN	punish
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
they	PP	they
have	VBP	have
a	DT	a
very	RB	very
hard	JJ	hard
time	NN	time
associating	VBG	associate
that	IN	that
with	IN	with
the	DT	the
behavior	NN	behavior
that	IN	that
they	PP	they
just	RB	just
did	VBD	do
.	SENT	.
And	CC	and
this	DT	this
harkens	VBZ	harken
back	RB	back
to	TO	to
what	WP	what
I	PP	I
was	VBD	be
saying	VBG	say
in	IN	in
the	DT	the
talk	NN	talk
,	,	,
which	WDT	which
is	VBZ	be
our	PP$	our
concept	NN	concept
of	IN	of
what	WP	what
a	DT	a
behavior	NN	behavior
is	VBZ	be
or	CC	or
what	WP	what
an	DT	an
object	NN	object
is	VBZ	be
,	,	,
"	``	"
this	DT	this
is	VBZ	be
my	PP$	my
shoe	NN	shoe
,	,	,
"	''	"
right	RB	right
,	,	,
like	VBP	like
,	,	,
that	IN	that
that	DT	that
somehow	RB	somehow
is	VBZ	be
going	VBG	go
to	TO	to
be	VB	be
a	DT	a
meaningful	JJ	meaningful
and	CC	and
important	JJ	important
bit	NN	bit
of	IN	of
knowledge	NN	knowledge
for	IN	for
a	DT	a
dog	NN	dog
to	TO	to
know	VB	know
that	IN	that
they	PP	they
shouldn	NNS	<unknown>
'	POS	'
t	NN	t
chew	VB	chew
it	PP	it
.	SENT	.
Similarly	RB	similarly
,	,	,
if	IN	if
they	PP	they
'	POS	'
re	NN	re
just	RB	just
walking	VBG	walk
along	RP	along
in	IN	in
a	DT	a
property	NN	property
and	CC	and
