Pat	NP	Pat
They	PP	they
'	POS	'
re	NN	re
revelatory	JJ	revelatory
.	SENT	.
We	PP	we
risk	VBP	risk
vulnerability	NN	vulnerability
—	:	-
this	DT	this
is	VBZ	be
something	NN	something
men	NNS	man
don	NN	don
'	POS	'
t	NN	t
do	VBP	do
.	SENT	.
I	PP	I
mean	VBP	mean
how	WRB	how
many	JJ	many
times	NNS	time
have	VBP	have
I	PP	I
asked	VBD	ask
you	PP	you
,	,	,
"	``	"
Am	VBP	be
I	PP	I
doing	VBG	do
OK	UH	OK
?	SENT	?
"	''	"
"	''	"
Did	VBD	do
I	PP	I
really	RB	really
screw	VBP	screw
up	RP	up
there	RB	there
?	SENT	?
"	''	"
PM	NN	pm
:	:	:
You	PP	you
'	POS	'
re	NN	re
doing	VBG	do
great	JJ	great
.	SENT	.
JF	NN	JF
:	:	:
But	CC	but
I	PP	I
mean	VBP	mean
,	,	,
we	PP	we
ask	VBP	ask
questions	NNS	question
like	VBP	like
that	IN	that
of	IN	of
our	PP$	our
women	NNS	woman
friends	NNS	friend
,	,	,
and	CC	and
men	NNS	man
don	NN	don
'	POS	'
t	NN	t
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
people	NNS	people
describe	VBP	describe
women	NNS	woman
'	POS	'
s	NN	S
relationships	NNS	relationship
as	IN	as
face-to-face	JJ	face-to-face
,	,	,
whereas	IN	whereas
men	NNS	man
'	POS	'
s	NN	S
friendships	NNS	friendship
are	VBP	be
more	JJR	more
side-by-side	NN	side-by-side
.	SENT	.
LT	NN	LT
:	:	:
I	PP	I
mean	VBP	mean
most	JJS	most
of	IN	of
the	DT	the
time	NN	time
men	NNS	man
don	NN	don
'	POS	'
t	NN	t
want	VBP	want
to	TO	to
reveal	VB	reveal
their	PP$	their
emotions	NNS	emotion
,	,	,
they	PP	they
want	VBP	want
to	TO	to
bury	VB	bury
deeper	JJR	deep
feelings	NNS	feeling
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
that	IN	that
'	POS	'
s	NN	S
the	DT	the
general	JJ	general
,	,	,
conventional	JJ	conventional
thought	NN	thought
.	SENT	.
They	PP	they
would	MD	would
rather	RB	rather
go	VB	go
off	RP	off
in	IN	in
their	PP$	their
man	NN	man
cave	NN	cave
and	CC	and
watch	VB	watch
a	DT	a
game	NN	game
or	CC	or
hit	VB	hit
golf	NN	golf
balls	NNS	ball
,	,	,
or	CC	or
talk	NN	talk
about	IN	about
sports	NNS	sport
,	,	,
or	CC	or
hunting	NN	hunting
,	,	,
or	CC	or
cars	NNS	car
or	CC	or
have	VBP	have
sex	NN	sex
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
it	PP	it
'	POS	'
s	NN	S
just	RB	just
the	DT	the
kind	NN	kind
of	IN	of
—	:	-
it	PP	it
'	POS	'
s	NN	S
a	DT	a
more	RBR	more
manly	JJ	manly
behavior	NN	behavior
.	SENT	.
JF	NN	JF
:	:	:
You	PP	you
meant	VBD	mean
—	:	-
LT	NP	Lt
:	:	:
They	PP	they
talk	VBP	talk
about	IN	about
sex	NN	sex
.	SENT	.
I	PP	I
meant	VBD	mean
they	PP	they
might	MD	might
have	VB	have
sex	NN	sex
if	IN	if
they	PP	they
could	MD	could
get	VB	get
somebody	NN	somebody
in	IN	in
their	PP$	their
man	NN	man
cave	NN	cave
to	TO	to
—	:	-
JF	NP	JF
:	:	:
You	PP	you
know	VBP	know
something	NN	something
,	,	,
though	RB	though
,	,	,
that	IN	that
I	PP	I
find	VBP	find
very	RB	very
interesting	JJ	interesting
—	:	-
and	CC	and
again	RB	again
,	,	,
psychologists	NNS	psychologist
didn	NN	<unknown>
'	POS	'
t	NN	t
know	VBP	know
this	DT	this
until	IN	until
relatively	RB	relatively
recently	RB	recently
—	:	-
is	VBZ	be
that	IN	that
men	NNS	man
are	VBP	be
born	VBN	bear
every	DT	every
bit	NN	bit
as	IN	as
relational	JJ	relational
as	IN	as
women	NNS	woman
are	VBP	be
.	SENT	.
If	IN	if
you	PP	you
look	VBP	look
at	IN	at
films	NNS	film
of	IN	of
newborn	JJ	newborn
baby	NN	baby
boys	NNS	boy
and	CC	and
girls	NNS	girl
,	,	,
you	PP	you
'	POS	'
ll	NNS	<unknown>
see	VBP	see
the	DT	the
baby	NN	baby
boys	NNS	boy
just	RB	just
like	IN	like
the	DT	the
girls	NNS	girl
,	,	,
gazing	VBG	gaze
into	IN	into
their	PP$	their
mother	NN	mother
'	POS	'
s	NN	S
eyes	NNS	eye
,	,	,
you	PP	you
know	VBP	know
,	,	,
needing	VBG	need
that	IN	that
relational	JJ	relational
exchange	NN	exchange
of	IN	of
energy	NN	energy
.	SENT	.
When	WRB	when
the	DT	the
mother	NN	mother
looks	VBZ	look
away	RB	away
,	,	,
they	PP	they
could	MD	could
see	VB	see
the	DT	the
dismay	NN	dismay
on	IN	on
the	DT	the
child	NN	child
,	,	,
even	RB	even
the	DT	the
boy	NN	boy
would	MD	would
cry	VB	cry
.	SENT	.
They	PP	they
need	VBP	need
relationship	NN	relationship
.	SENT	.
So	IN	so
the	DT	the
question	NN	question
is	VBZ	be
why	WRB	why
,	,	,
as	IN	as
they	PP	they
grow	VBP	grow
older	JJR	old
,	,	,
does	VBZ	do
that	DT	that
change	NN	change
?	SENT	?
And	CC	and
the	DT	the
answer	NN	answer
is	VBZ	be
patriarchal	JJ	patriarchal
culture	NN	culture
,	,	,
which	WDT	which
says	VBZ	say
to	TO	to
boys	NNS	boy
and	CC	and
young	JJ	young
men	NNS	man
that	IN	that
to	TO	to
be	VB	be
needing	VBG	need
of	IN	of
relationship	NN	relationship
,	,	,
to	TO	to
be	VB	be
emotional	JJ	emotional
with	IN	with
someone	NN	someone
is	VBZ	be
girly	JJ	<unknown>
.	SENT	.
That	IN	that
a	DT	a
real	JJ	real
man	NN	man
doesn	NN	<unknown>
'	POS	'
t	NN	t
ask	VB	ask
directions	NNS	direction
or	CC	or
express	VB	express
a	DT	a
need	NN	need
,	,	,
they	PP	they
don	VBP	don
'	''	'
t	NN	t
go	VB	go
to	TO	to
doctors	NNS	doctor
if	IN	if
they	PP	they
feel	VBP	feel
bad	JJ	bad
.	SENT	.
They	PP	they
don	VBP	don
'	''	'
t	NN	t
ask	VB	ask
for	IN	for
help	NN	help
.	SENT	.
There	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
quote	NN	quote
that	IN	that
I	PP	I
really	RB	really
like	VBP	like
,	,	,
"	``	"
Men	NNS	man
fear	VBP	fear
that	IN	that
becoming	VBG	become
'	''	'
we	PP	we
'	''	'
will	MD	will
erase	VB	erase
his	PP$	his
'	POS	'
I	NP	I
'	POS	'
.	SENT	.
"	``	"
You	PP	you
know	VBP	know
,	,	,
his	PP$	his
sense	NN	sense
of	IN	of
self	NN	self
.	SENT	.
Whereas	IN	whereas
women	NNS	woman
'	POS	'
s	NN	S
sense	NN	sense
of	IN	of
self	NN	self
has	VBZ	have
always	RB	always
been	VBN	be
kind	NN	kind
of	IN	of
porous	JJ	porous
.	SENT	.
But	CC	but
our	PP$	our
"	``	"
we	PP	we
"	``	"
is	VBZ	be
our	PP$	our
saving	NN	saving
grace	NN	grace
,	,	,
it	PP	it
'	POS	'
s	NN	S
what	WP	what
makes	VBZ	make
us	PP	us
strong	JJ	strong
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
that	IN	that
we	PP	we
'	''	'
re	IN	re
better	JJR	good
than	IN	than
men	NNS	man
,	,	,
we	PP	we
just	RB	just
don	VB	don
'	''	'
t	NN	t
have	VBP	have
our	PP$	our
masculinity	NN	masculinity
to	TO	to
prove	VB	prove
.	SENT	.
LT	NP	Lt
:	:	:
And	CC	and
,	,	,
well	RB	well
—	:	-
JF	NP	JF
:	:	:
That	WDT	that
'	POS	'
s	NN	S
a	DT	a
Gloria	NP	Gloria
Steinem	NP	Steinem
quote	NN	quote
.	SENT	.
So	RB	so
we	PP	we
can	MD	can
express	VB	express
our	PP$	our
humanity	NN	humanity
—	:	-
LT	NP	Lt
:	:	:
I	PP	I
know	VBP	know
who	WP	who
Gloria	NP	Gloria
Steinem	NP	Steinem
is	VBZ	be
.	SENT	.
JF	NN	JF
:	:	:
I	PP	I
know	VBP	know
you	PP	you
know	VBP	know
who	WP	who
she	PP	she
is	VBZ	be
,	,	,
but	CC	but
I	PP	I
think	VBP	think
it	PP	it
'	''	'
s	VBG	<unknown>
a	DT	a
—	:	-
No	UH	no
,	,	,
but	CC	but
it	PP	it
'	POS	'
s	NN	S
a	DT	a
great	JJ	great
quote	NN	quote
,	,	,
I	PP	I
think	VBP	think
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
not	RB	not
better	RBR	well
than	IN	than
men	NNS	man
,	,	,
we	PP	we
just	RB	just
don	VB	don
'	''	'
t	NN	t
have	VBP	have
our	PP$	our
masculinity	NN	masculinity
to	TO	to
prove	VB	prove
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	NN	S
really	RB	really
important	JJ	important
.	SENT	.
LT	NP	Lt
:	:	:
But	CC	but
men	NNS	man
are	VBP	be
so	RB	so
inculcated	VBN	inculcate
in	IN	in
the	DT	the
culture	NN	culture
to	TO	to
be	VB	be
comfortable	JJ	comfortable
in	IN	in
the	DT	the
patriarchy	NN	patriarchy
.	SENT	.
And	CC	and
we	PP	we
'	POS	'
ve	NN	ve
got	VBD	get
to	TO	to
make	VB	make
something	NN	something
different	JJ	different
happen	VBP	happen
.	SENT	.
JF	NN	JF
:	:	:
Women	NNS	woman
'	POS	'
s	NN	S
friendships	NNS	friendship
are	VBP	be
like	IN	like
a	DT	a
renewable	JJ	renewable
source	NN	source
of	IN	of
power	NN	power
.	SENT	.
LT	NN	LT
:	:	:
Well	RB	well
,	,	,
that	IN	that
'	POS	'
s	VBG	<unknown>
what	WP	what
'	POS	'
s	NNS	<unknown>
exciting	JJ	exciting
about	IN	about
this	DT	this
subject	NN	subject
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
because	IN	because
our	PP$	our
friendships	NNS	friendship
—	:	-
female	JJ	female
friendships	NNS	friendship
are	VBP	be
just	RB	just
a	DT	a
hop	NN	hop
to	TO	to
our	PP$	our
sisterhood	NN	sisterhood
,	,	,
and	CC	and
sisterhood	NN	sisterhood
can	MD	can
be	VB	be
a	DT	a
very	RB	very
powerful	JJ	powerful
force	NN	force
,	,	,
to	TO	to
give	VB	give
the	DT	the
world	NN	world
—	:	-
to	TO	to
make	VB	make
it	PP	it
what	WP	what
it	PP	it
should	MD	should
be	VB	be
—	:	-
the	DT	the
things	NNS	thing
that	IN	that
humans	NNS	human
desperately	RB	desperately
need	VBP	need
.	SENT	.
PM	NN	pm
:	:	:
It	PP	it
is	VBZ	be
why	WRB	why
we	PP	we
'	POS	'
re	NN	re
talking	VBG	talk
about	IN	about
it	PP	it
,	,	,
because	IN	because
women	NNS	woman
'	POS	'
s	NN	S
friendships	NNS	friendship
are	VBP	be
,	,	,
as	IN	as
you	PP	you
said	VBD	say
,	,	,
Jane	NP	Jane
,	,	,
a	DT	a
renewable	JJ	renewable
source	NN	source
of	IN	of
power	NN	power
.	SENT	.
So	RB	so
how	WRB	how
do	VBP	do
we	PP	we
use	VB	use
that	DT	that
power	NN	power
?	SENT	?
JF	NN	JF
:	:	:
Well	RB	well
,	,	,
women	NNS	woman
are	VBP	be
the	DT	the
fastest	JJS	fast
growing	VBG	grow
demographic	JJ	demographic
in	IN	in
the	DT	the
world	NN	world
,	,	,
especially	RB	especially
older	JJR	old
women	NNS	woman
.	SENT	.
And	CC	and
if	IN	if
we	PP	we
harness	VBP	harness
our	PP$	our
power	NN	power
,	,	,
we	PP	we
can	MD	can
change	VB	change
the	DT	the
world	NN	world
.	SENT	.
And	CC	and
guess	VBP	guess
what	WP	what
?	SENT	?
We	PP	we
need	VBP	need
to	TO	to
.	SENT	.
And	CC	and
we	PP	we
need	VBP	need
to	TO	to
do	VB	do
it	PP	it
soon	RB	soon
.	SENT	.
And	CC	and
one	CD	one
of	IN	of
the	DT	the
things	NNS	thing
that	WDT	that
we	PP	we
need	VBP	need
to	TO	to
do	VB	do
—	:	-
and	CC	and
we	PP	we
can	MD	can
do	VB	do
it	PP	it
as	IN	as
women	NNS	woman
—	:	-
for	IN	for
one	CD	one
thing	NN	thing
,	,	,
we	PP	we
kind	RB	kind
of	IN	of
set	VB	set
the	DT	the
consumer	NN	consumer
standards	NNS	standard
.	SENT	.
We	PP	we
need	VBP	need
to	TO	to
consume	VB	consume
less	RBR	less
.	SENT	.
We	PP	we
in	IN	in
the	DT	the
Western	JJ	Western
world	NN	world
need	VBP	need
to	TO	to
consume	VB	consume
less	JJR	less
and	CC	and
when	WRB	when
we	PP	we
buy	VBP	buy
things	NNS	thing
,	,	,
we	PP	we
need	VBP	need
to	TO	to
buy	VB	buy
things	NNS	thing
that	WDT	that
are	VBP	be
made	VBN	make
locally	RB	locally
,	,	,
when	WRB	when
we	PP	we
buy	VBP	buy
food	NN	food
,	,	,
we	PP	we
need	VBP	need
to	TO	to
buy	VB	buy
food	NN	food
that	RB	that
'	POS	'
s	NNS	<unknown>
grown	VBN	grow
locally	RB	locally
.	SENT	.
We	PP	we
are	VBP	be
the	DT	the
ones	NNS	one
that	WDT	that
need	VBP	need
to	TO	to
get	VB	get
off	RP	off
the	DT	the
grid	NN	grid
.	SENT	.
We	PP	we
need	VBP	need
to	TO	to
make	VB	make
ourselves	PP	ourselves
independent	JJ	independent
from	IN	from
fossil	JJ	fossil
fuels	NNS	fuel
.	SENT	.
And	CC	and
the	DT	the
fossil	JJ	fossil
fuel	NN	fuel
companies	NNS	company
—	:	-
the	DT	the
Exxons	NP	<unknown>
and	CC	and
the	DT	the
Shell	NP	Shell
Oils	NNS	oil
and	CC	and
those	DT	those
bad	JJ	bad
guys	NNS	guy
—	:	-
cause	VB	cause
they	PP	they
are	VBP	be
—	:	-
are	VBP	be
going	VBG	go
to	TO	to
tell	VB	tell
us	PP	us
that	IN	that
we	PP	we
can	MD	can
'	''	'
t	NN	t
do	VBP	do
it	PP	it
without	IN	without
going	VBG	go
back	RB	back
to	TO	to
the	DT	the
Stone	NP	Stone
Age	NP	Age
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
that	IN	that
the	DT	the
alternatives	NNS	alternative
just	RB	just
aren	NP	Aren
'	POS	'
t	NN	t
quite	RB	quite
there	RB	there
yet	RB	yet
,	,	,
and	CC	and
that	IN	that
'	POS	'
s	NN	S
not	RB	not
true	JJ	true
.	SENT	.
There	EX	there
are	VBP	be
countries	NNS	country
in	IN	in
the	DT	the
world	NN	world
right	RB	right
now	RB	now
that	DT	that
are	VBP	be
living	VBG	live
mostly	RB	mostly
on	IN	on
renewable	JJ	renewable
energy	NN	energy
and	CC	and
doing	VBG	do
just	RB	just
fine	JJ	fine
.	SENT	.
And	CC	and
they	PP	they
tell	VBP	tell
us	PP	us
that	IN	that
if	IN	if
we	PP	we
do	VBP	do
wean	VB	wean
ourselves	PP	ourselves
from	IN	from
fossil	JJ	fossil
fuel	NN	fuel
that	IN	that
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
be	VB	be
back	RB	back
in	IN	in
the	DT	the
Stone	NP	Stone
Age	NP	Age
,	,	,
and	CC	and
in	IN	in
fact	NN	fact
,	,	,
if	IN	if
we	PP	we
begin	VBP	begin
to	TO	to
use	VB	use
renewable	JJ	renewable
energy	NN	energy
,	,	,
and	CC	and
not	RB	not
drill	VB	drill
in	IN	in
the	DT	the
Arctic	NP	Arctic
,	,	,
and	CC	and
not	RB	not
drill	VB	drill
—	:	-
LT	NP	Lt
:	:	:
Oh	UH	oh
,	,	,
boy	UH	boy
.	SENT	.
JF	NN	JF
:	:	:
And	CC	and
not	RB	not
drill	VB	drill
in	IN	in
the	DT	the
Alberta	NP	Alberta
tar	NN	tar
sands	NNS	sand
—	:	-
Right	RB	right
.	SENT	.
That	IN	that
we	PP	we
will	MD	will
be	VB	be
—	:	-
there	EX	there
will	MD	will
be	VB	be
more	JJR	more
democracy	NN	democracy
and	CC	and
more	JJR	more
jobs	NNS	job
and	CC	and
more	JJR	more
well-being	NN	well-being
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NN	S
women	NNS	woman
that	WDT	that
are	VBP	be
going	VBG	go
to	TO	to
lead	VB	lead
the	DT	the
way	NN	way
.	SENT	.
LT	NN	LT
:	:	:
Maybe	RB	maybe
we	PP	we
have	VBP	have
the	DT	the
momentum	NN	momentum
to	TO	to
start	VB	start
a	DT	a
third-wave	NN	<unknown>
feminist	JJ	feminist
movement	NN	movement
with	IN	with
our	PP$	our
sisterhood	NN	sisterhood
around	IN	around
the	DT	the
world	NN	world
,	,	,
with	IN	with
women	NNS	woman
we	PP	we
don	VBP	don
'	''	'
t	NN	t
see	VBP	see
,	,	,
women	NNS	woman
we	PP	we
may	MD	may
never	RB	never
meet	VB	meet
,	,	,
but	CC	but
we	PP	we
join	VBP	join
together	RB	together
that	DT	that
way	NN	way
,	,	,
because	RB	because
—	:	-
Aristotle	NP	Aristotle
said	VBD	say
—	:	-
most	JJS	most
people	NNS	people
—	:	-
people	NNS	people
would	MD	would
die	VB	die
without	IN	without
male	JJ	male
friendships	NNS	friendship
.	SENT	.
And	CC	and
the	DT	the
operative	JJ	operative
word	NN	word
here	RB	here
was	VBD	be
"	``	"
male	JJ	male
.	SENT	.
"	``	"
Because	IN	because
they	PP	they
thought	VBD	think
that	IN	that
friendships	NNS	friendship
should	MD	should
be	VB	be
between	IN	between
equals	NNS	equal
and	CC	and
women	NNS	woman
were	VBD	be
not	RB	not
considered	VBN	consider
equal	JJ	equal
—	:	-
JF	NP	JF
:	:	:
They	PP	they
didn	NNS	<unknown>
'	POS	'
t	NN	t
think	VBP	think
we	PP	we
had	VBD	have
souls	NNS	soul
even	RB	even
,	,	,
the	DT	the
Greeks	NPS	Greeks
.	SENT	.
LT	NP	Lt
:	:	:
No	UH	no
,	,	,
exactly	RB	exactly
.	SENT	.
That	DT	that
shows	VBZ	show
you	PP	you
just	RB	just
how	WRB	how
limited	JJ	limited
Aristotle	NP	Aristotle
was	VBD	be
.	SENT	.
And	CC	and
wait	VB	wait
,	,	,
no	UH	no
,	,	,
here	RB	here
'	''	'
s	VBG	<unknown>
the	DT	the
best	JJS	good
part	NN	part
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
like	VBP	like
,	,	,
you	PP	you
know	VBP	know
,	,	,
men	NNS	man
do	VBP	do
need	NN	need
women	NNS	woman
now	RB	now
.	SENT	.
The	DT	the
planet	NN	planet
needs	VBZ	need
women	NNS	woman
.	SENT	.
The	DT	the
US	NP	US
Constitution	NP	Constitution
needs	VBZ	need
women	NNS	woman
.	SENT	.
We	PP	we
are	VBP	be
not	RB	not
even	RB	even
in	IN	in
the	DT	the
Constitution	NP	Constitution
.	SENT	.
JF	NN	JF
:	:	:
You	PP	you
'	POS	'
re	NN	re
talking	VBG	talk
about	IN	about
the	DT	the
Equal	NP	Equal
Rights	NPS	Rights
Amendment	NP	Amendment
.	SENT	.
LT	NP	Lt
:	:	:
Right	NN	right
.	SENT	.
Justice	NP	Justice
Ginsberg	NP	Ginsberg
said	VBD	say
something	NN	something
like	IN	like
—	:	-
every	DT	every
constitution	NN	constitution
that	RB	that
'	POS	'
s	RB	<unknown>
been	VBN	be
written	VBN	write
since	IN	since
the	DT	the
end	NN	end
of	IN	of
World	NP	World
War	NP	War
II	NP	II
included	VBD	include
a	DT	a
provision	NN	provision
that	WDT	that
made	VBD	make
women	NNS	woman
citizens	NNS	citizen
of	IN	of
equal	JJ	equal
stature	NN	stature
,	,	,
but	CC	but
ours	PP	ours
does	VBZ	do
not	RB	not
.	SENT	.
So	RB	so
that	IN	that
would	MD	would
be	VB	be
a	DT	a
good	JJ	good
place	NN	place
to	TO	to
start	VB	start
.	SENT	.
Very	RB	very
,	,	,
very	RB	very
mild	JJ	mild
—	:	-
JF	NP	JF
:	:	:
Right	NN	right
.	SENT	.
And	CC	and
gender	NN	gender
equality	NN	equality
,	,	,
it	PP	it
'	POS	'
s	NN	S
like	IN	like
a	DT	a
tide	NN	tide
,	,	,
it	PP	it
would	MD	would
lift	VB	lift
all	DT	all
boats	NNS	boat
,	,	,
not	RB	not
just	RB	just
women	NNS	woman
.	SENT	.
PM	NN	pm
:	:	:
Needing	VBG	need
new	JJ	new
role	NN	role
models	NNS	model
on	IN	on
how	WRB	how
to	TO	to
do	VB	do
that	DT	that
.	SENT	.
How	WRB	how
to	TO	to
be	VB	be
friends	NNS	friend
,	,	,
how	WRB	how
to	TO	to
think	VB	think
about	IN	about
our	PP$	our
power	NN	power
in	IN	in
different	JJ	different
ways	NNS	way
,	,	,
as	IN	as
consumers	NNS	consumer
,	,	,
as	IN	as
citizens	NNS	citizen
of	IN	of
the	DT	the
world	NN	world
,	,	,
and	CC	and
this	DT	this
is	VBZ	be
what	WP	what
makes	VBZ	make
Jane	NP	Jane
and	CC	and
Lily	NP	Lily
a	DT	a
role	NN	role
model	NN	model
of	IN	of
how	WRB	how
women	NNS	woman
can	MD	can
be	VB	be
friends	NNS	friend
—	:	-
for	IN	for
a	DT	a
very	RB	very
long	JJ	long
time	NN	time
,	,	,
and	CC	and
even	RB	even
if	IN	if
they	PP	they
occasionally	RB	occasionally
disagree	VBP	disagree
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
Thank	VB	thank
you	PP	you
both	DT	both
.	SENT	.
JF	NN	JF
:	:	:
Thanks	NNS	thanks
.	SENT	.
LT	NN	LT
:	:	:
Thank	VB	thank
you	PP	you
.	SENT	.
JF	NN	JF
:	:	:
Thank	VB	thank
you	PP	you
.	SENT	.
