Today	NP	Today
as	IN	as
they	PP	they
develop	VBP	develop
this	DT	this
ability	NN	ability
to	TO	to
think	VB	think
about	IN	about
other	JJ	other
people	NNS	people
'	POS	'
s	NN	S
thoughts	NNS	thought
.	SENT	.
So	IN	so
the	DT	the
first	JJ	first
thing	NN	thing
is	VBZ	be
that	IN	that
in	IN	in
children	NNS	child
we	PP	we
see	VBP	see
this	DT	this
same	JJ	same
brain	NN	brain
region	NN	region
,	,	,
the	DT	the
Right	NP	Right
TPJ	NP	TPJ
,	,	,
being	VBG	be
used	VBN	use
while	IN	while
children	NNS	child
are	VBP	be
thinking	VBG	think
about	IN	about
other	JJ	other
people	NNS	people
.	SENT	.
But	CC	but
it	PP	it
'	POS	'
s	NN	S
not	RB	not
quite	RB	quite
like	IN	like
the	DT	the
adult	JJ	adult
brain	NN	brain
.	SENT	.
So	RB	so
whereas	IN	whereas
in	IN	in
the	DT	the
adults	NNS	adult
,	,	,
as	IN	as
I	PP	I
told	VBD	tell
you	PP	you
,	,	,
this	DT	this
brain	NN	brain
region	NN	region
is	VBZ	be
almost	RB	almost
completely	RB	completely
specialized	JJ	specialized
—	:	-
it	PP	it
does	VBZ	do
almost	RB	almost
nothing	NN	nothing
else	RB	else
except	IN	except
for	IN	for
thinking	VBG	think
about	IN	about
other	JJ	other
people	NNS	people
'	POS	'
s	NN	S
thoughts	NNS	thought
—	:	-
in	IN	in
children	NNS	child
it	PP	it
'	POS	'
s	NN	S
much	RB	much
less	RBR	less
so	RB	so
,	,	,
when	WRB	when
they	PP	they
are	VBP	be
age	NN	age
five	CD	five
to	TO	to
eight	CD	eight
,	,	,
the	DT	the
age	NN	age
range	NN	range
of	IN	of
the	DT	the
children	NNS	child
I	PP	I
just	RB	just
showed	VBD	show
you	PP	you
.	SENT	.
And	CC	and
actually	RB	actually
if	IN	if
we	PP	we
even	RB	even
look	VBP	look
at	IN	at
eight	CD	eight
to	TO	to
11-year-olds	NNS	<unknown>
,	,	,
getting	VBG	get
into	IN	into
early	JJ	early
adolescence	NN	adolescence
,	,	,
they	PP	they
still	RB	still
don	VB	don
'	''	'
t	NN	t
have	VBP	have
quite	RB	quite
an	DT	an
adult-like	JJ	<unknown>
brain	NN	brain
region	NN	region
.	SENT	.
And	CC	and
so	RB	so
,	,	,
what	WP	what
we	PP	we
can	MD	can
see	VB	see
is	VBZ	be
that	IN	that
over	IN	over
the	DT	the
course	NN	course
of	IN	of
childhood	NN	childhood
and	CC	and
even	RB	even
into	IN	into
adolescence	NN	adolescence
,	,	,
both	CC	both
the	DT	the
cognitive	JJ	cognitive
system	NN	system
,	,	,
our	PP$	our
mind	NN	mind
'	POS	'
s	JJ	<unknown>
ability	NN	ability
to	TO	to
think	VB	think
about	IN	about
other	JJ	other
minds	NNS	mind
,	,	,
and	CC	and
the	DT	the
brain	NN	brain
system	NN	system
that	WDT	that
supports	VBZ	support
it	PP	it
are	VBP	be
continuing	VBG	continue
,	,	,
slowly	RB	slowly
,	,	,
to	TO	to
develop	VB	develop
.	SENT	.
But	CC	but
of	IN	of
course	NN	course
,	,	,
as	IN	as
you	PP	you
'	POS	'
re	NN	re
probably	RB	probably
aware	JJ	aware
,	,	,
even	RB	even
in	IN	in
adulthood	NN	adulthood
,	,	,
people	NNS	people
differ	VBP	differ
from	IN	from
one	PP	one
another	DT	another
in	RP	in
how	WRB	how
good	JJ	good
they	PP	they
are	VBP	be
at	IN	at
thinking	VBG	think
of	IN	of
other	JJ	other
minds	NNS	mind
,	,	,
how	WRB	how
often	RB	often
they	PP	they
do	VBP	do
it	PP	it
and	CC	and
how	WRB	how
accurately	RB	accurately
.	SENT	.
And	CC	and
so	IN	so
what	WP	what
we	PP	we
wanted	VBD	want
to	TO	to
know	VB	know
was	VBD	be
,	,	,
could	MD	could
differences	NNS	difference
among	IN	among
adults	NNS	adult
in	IN	in
how	WRB	how
they	PP	they
think	VBP	think
about	IN	about
other	JJ	other
people	NNS	people
'	POS	'
s	NN	S
thoughts	NNS	thought
be	VB	be
explained	VBN	explain
in	IN	in
terms	NNS	term
of	IN	of
differences	NNS	difference
in	IN	in
this	DT	this
brain	NN	brain
region	NN	region
?	SENT	?
So	RB	so
,	,	,
the	DT	the
first	JJ	first
thing	NN	thing
that	IN	that
we	PP	we
did	VBD	do
is	VBZ	be
we	PP	we
gave	VBD	give
adults	NNS	adult
a	DT	a
version	NN	version
of	IN	of
the	DT	the
pirate	NN	pirate
problem	NN	problem
that	IN	that
we	PP	we
gave	VBD	give
to	TO	to
the	DT	the
kids	NNS	kid
.	SENT	.
And	CC	and
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
give	VB	give
that	IN	that
to	TO	to
you	PP	you
now	RB	now
.	SENT	.
So	IN	so
Grace	NP	Grace
and	CC	and
her	PP$	her
friend	NN	friend
are	VBP	be
on	IN	on
a	DT	a
tour	NN	tour
of	IN	of
a	DT	a
chemical	NN	chemical
factory	NN	factory
,	,	,
and	CC	and
they	PP	they
take	VBP	take
a	DT	a
break	NN	break
for	IN	for
coffee	NN	coffee
.	SENT	.
And	CC	and
Grace	NP	Grace
'	POS	'
s	NN	S
friend	NN	friend
asks	VBZ	ask
for	IN	for
some	DT	some
sugar	NN	sugar
in	IN	in
her	PP$	her
coffee	NN	coffee
.	SENT	.
Grace	NP	Grace
goes	VBZ	go
to	TO	to
make	VB	make
the	DT	the
coffee	NN	coffee
and	CC	and
finds	VBZ	find
by	IN	by
the	DT	the
coffee	NN	coffee
a	DT	a
pot	NN	pot
containing	VBG	contain
a	DT	a
white	JJ	white
powder	NN	powder
,	,	,
which	WDT	which
is	VBZ	be
sugar	NN	sugar
.	SENT	.
But	CC	but
the	DT	the
powder	NN	powder
is	VBZ	be
labeled	VBN	label
"	``	"
Deadly	JJ	deadly
Poison	NN	poison
,	,	,
"	''	"
so	RB	so
Grace	NP	Grace
thinks	VBZ	think
that	IN	that
the	DT	the
powder	NN	powder
is	VBZ	be
a	DT	a
deadly	JJ	deadly
poison	NN	poison
.	SENT	.
And	CC	and
she	PP	she
puts	VBZ	put
it	PP	it
in	IN	in
her	PP$	her
friend	NN	friend
'	POS	'
s	NN	S
coffee	NN	coffee
.	SENT	.
And	CC	and
her	PP$	her
friend	NN	friend
drinks	NNS	drink
the	DT	the
coffee	NN	coffee
,	,	,
and	CC	and
is	VBZ	be
fine	JJ	fine
.	SENT	.
How	WRB	how
many	JJ	many
people	NNS	people
think	VBP	think
it	PP	it
was	VBD	be
morally	RB	morally
permissible	JJ	permissible
for	IN	for
Grace	NP	Grace
to	TO	to
put	VB	put
the	DT	the
powder	NN	powder
in	IN	in
the	DT	the
coffee	NN	coffee
?	SENT	?
Okay	JJ	okay
.	SENT	.
Good	JJ	good
.	SENT	.
So	RB	so
we	PP	we
ask	VBP	ask
people	NNS	people
,	,	,
how	WRB	how
much	RB	much
should	MD	should
Grace	NP	Grace
be	VB	be
blamed	VBN	blame
in	IN	in
this	DT	this
case	NN	case
,	,	,
which	WDT	which
we	PP	we
call	VBP	call
a	DT	a
failed	VBN	fail
attempt	NN	attempt
to	TO	to
harm	VB	harm
?	SENT	?
And	CC	and
we	PP	we
can	MD	can
compare	VB	compare
that	IN	that
to	TO	to
another	DT	another
case	NN	case
,	,	,
where	WRB	where
everything	NN	everything
in	IN	in
the	DT	the
real	JJ	real
world	NN	world
is	VBZ	be
the	DT	the
same	JJ	same
.	SENT	.
The	DT	the
powder	NN	powder
is	VBZ	be
still	RB	still
sugar	NN	sugar
,	,	,
but	CC	but
what	WP	what
'	POS	'
s	NN	S
different	JJ	different
is	VBZ	be
what	WP	what
Grace	NP	Grace
thinks	VBZ	think
.	SENT	.
Now	RB	now
she	PP	she
thinks	VBZ	think
the	DT	the
powder	NN	powder
is	VBZ	be
sugar	NN	sugar
.	SENT	.
And	CC	and
perhaps	RB	perhaps
unsurprisingly	RB	unsurprisingly
,	,	,
if	IN	if
Grace	NP	Grace
thinks	VBZ	think
the	DT	the
powder	NN	powder
is	VBZ	be
sugar	NN	sugar
and	CC	and
puts	VBZ	put
it	PP	it
in	IN	in
her	PP$	her
friend	NN	friend
'	POS	'
s	NN	S
coffee	NN	coffee
,	,	,
people	NNS	people
say	VBP	say
she	PP	she
deserves	VBZ	deserve
no	DT	no
blame	NN	blame
at	IN	at
all	DT	all
.	SENT	.
Whereas	IN	whereas
if	IN	if
she	PP	she
thinks	VBZ	think
the	DT	the
powder	NN	powder
was	VBD	be
poison	JJ	poison
,	,	,
even	RB	even
though	IN	though
it	PP	it
'	POS	'
s	NN	S
really	RB	really
sugar	NN	sugar
,	,	,
now	RB	now
people	NNS	people
say	VBP	say
she	PP	she
deserves	VBZ	deserve
a	DT	a
lot	NN	lot
of	IN	of
blame	NN	blame
,	,	,
even	RB	even
though	IN	though
what	WP	what
happened	VBD	happen
in	IN	in
the	DT	the
real	JJ	real
world	NN	world
was	VBD	be
exactly	RB	exactly
the	DT	the
same	JJ	same
.	SENT	.
And	CC	and
in	IN	in
fact	NN	fact
,	,	,
they	PP	they
say	VBP	say
she	PP	she
deserves	VBZ	deserve
more	JJR	more
blame	NN	blame
in	IN	in
this	DT	this
case	NN	case
,	,	,
the	DT	the
failed	JJ	failed
attempt	NN	attempt
to	TO	to
harm	VB	harm
,	,	,
than	IN	than
in	IN	in
another	DT	another
case	NN	case
,	,	,
which	WDT	which
we	PP	we
call	VBP	call
an	DT	an
accident	NN	accident
.	SENT	.
Where	WRB	where
Grace	NP	Grace
thought	VBD	think
the	DT	the
powder	NN	powder
was	VBD	be
sugar	NN	sugar
,	,	,
because	IN	because
it	PP	it
was	VBD	be
labeled	VBN	label
"	``	"
sugar	NN	sugar
"	''	"
and	CC	and
by	IN	by
the	DT	the
coffee	NN	coffee
machine	NN	machine
,	,	,
but	CC	but
actually	RB	actually
the	DT	the
powder	NN	powder
was	VBD	be
poison	JJ	poison
.	SENT	.
So	RB	so
even	RB	even
though	IN	though
when	WRB	when
the	DT	the
powder	NN	powder
was	VBD	be
poison	JJ	poison
,	,	,
the	DT	the
friend	NN	friend
drank	VBD	drink
the	DT	the
coffee	NN	coffee
and	CC	and
died	VBD	die
,	,	,
people	NNS	people
say	VBP	say
Grace	NP	Grace
deserves	VBZ	deserve
less	JJR	less
blame	NN	blame
in	IN	in
that	DT	that
case	NN	case
,	,	,
when	WRB	when
she	PP	she
innocently	RB	innocently
thought	VBD	think
it	PP	it
was	VBD	be
sugar	NN	sugar
,	,	,
than	IN	than
in	IN	in
the	DT	the
other	JJ	other
case	NN	case
,	,	,
where	WRB	where
she	PP	she
thought	VBD	think
it	PP	it
was	VBD	be
poison	NN	poison
and	CC	and
no	DT	no
harm	NN	harm
occurred	VBD	occur
.	SENT	.
People	NNS	people
,	,	,
though	RB	though
,	,	,
disagree	VBP	disagree
a	DT	a
little	JJ	little
bit	NN	bit
about	RB	about
exactly	RB	exactly
how	WRB	how
much	RB	much
blame	VBP	blame
Grace	NP	Grace
should	MD	should
get	VB	get
in	IN	in
the	DT	the
accident	NN	accident
case	NN	case
.	SENT	.
Some	DT	some
people	NNS	people
think	VBP	think
she	PP	she
should	MD	should
deserve	VB	deserve
more	JJR	more
blame	NN	blame
,	,	,
and	CC	and
other	JJ	other
people	NNS	people
less	RBR	less
.	SENT	.
And	CC	and
what	WP	what
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
show	VB	show
you	PP	you
is	VBZ	be
what	WP	what
happened	VBD	happen
when	WRB	when
we	PP	we
look	VBP	look
inside	IN	inside
the	DT	the
brains	NNS	brain
of	IN	of
people	NNS	people
while	IN	while
they	PP	they
'	POS	'
re	NN	re
making	VBG	make
that	DT	that
judgment	NN	judgment
.	SENT	.
So	RB	so
what	WP	what
I	PP	I
'	POS	'
m	NN	m
showing	VBG	show
you	PP	you
,	,	,
from	IN	from
left	VBN	leave
to	TO	to
right	NN	right
,	,	,
is	VBZ	be
how	WRB	how
much	JJ	much
activity	NN	activity
there	EX	there
was	VBD	be
in	IN	in
this	DT	this
brain	NN	brain
region	NN	region
,	,	,
and	CC	and
from	IN	from
top	NN	top
to	TO	to
bottom	NN	bottom
,	,	,
how	WRB	how
much	JJ	much
blame	NN	blame
people	NNS	people
said	VBD	say
that	IN	that
Grace	NP	Grace
deserved	VBD	deserve
.	SENT	.
And	CC	and
what	WP	what
you	PP	you
can	MD	can
see	VB	see
is	VBZ	be
,	,	,
on	IN	on
the	DT	the
left	NN	left
when	WRB	when
there	EX	there
was	VBD	be
very	RB	very
little	JJ	little
activity	NN	activity
in	IN	in
this	DT	this
brain	NN	brain
region	NN	region
,	,	,
people	NNS	people
paid	VBD	pay
little	JJ	little
attention	NN	attention
to	TO	to
her	PP$	her
innocent	JJ	innocent
belief	NN	belief
and	CC	and
said	VBD	say
she	PP	she
deserved	VBD	deserve
a	DT	a
lot	NN	lot
of	IN	of
blame	NN	blame
for	IN	for
the	DT	the
accident	NN	accident
.	SENT	.
Whereas	IN	whereas
on	IN	on
the	DT	the
right	NN	right
,	,	,
where	WRB	where
there	EX	there
was	VBD	be
a	DT	a
lot	NN	lot
of	IN	of
activity	NN	activity
,	,	,
people	NNS	people
paid	VBD	pay
a	DT	a
lot	NN	lot
more	JJR	more
attention	NN	attention
to	TO	to
her	PP$	her
innocent	JJ	innocent
belief	NN	belief
,	,	,
and	CC	and
said	VBD	say
she	PP	she
deserved	VBD	deserve
a	DT	a
lot	NN	lot
less	JJR	less
blame	NN	blame
for	IN	for
causing	VBG	cause
the	DT	the
accident	NN	accident
.	SENT	.
So	IN	so
that	DT	that
'	''	'
s	NNS	<unknown>
good	JJ	good
,	,	,
but	CC	but
of	IN	of
course	NN	course
what	WP	what
we	PP	we
'	POS	'
d	NN	d
rather	RB	rather
is	VBZ	be
have	VB	have
a	DT	a
way	NN	way
to	TO	to
interfere	VB	interfere
with	IN	with
function	NN	function
in	IN	in
this	DT	this
brain	NN	brain
region	NN	region
,	,	,
and	CC	and
see	VB	see
if	IN	if
we	PP	we
could	MD	could
change	VB	change
people	NNS	people
'	POS	'
s	JJ	<unknown>
moral	JJ	moral
judgment	NN	judgment
.	SENT	.
And	CC	and
we	PP	we
do	VBP	do
have	VB	have
such	PDT	such
a	DT	a
tool	NN	tool
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
called	VBD	call
Trans-Cranial	JJ	<unknown>
Magnetic	JJ	magnetic
Stimulation	NN	stimulation
,	,	,
or	CC	or
TMS	NP	TMS
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
tool	NN	tool
that	WDT	that
lets	VBZ	let
us	PP	us
pass	VB	pass
a	DT	a
magnetic	JJ	magnetic
pulse	NN	pulse
through	IN	through
somebody	NN	somebody
'	POS	'
s	NN	S
skull	NN	skull
,	,	,
into	IN	into
a	DT	a
small	JJ	small
region	NN	region
of	IN	of
their	PP$	their
brain	NN	brain
,	,	,
and	CC	and
temporarily	RB	temporarily
disorganize	VB	disorganize
the	DT	the
function	NN	function
of	IN	of
the	DT	the
neurons	NNS	neuron
in	IN	in
that	DT	that
region	NN	region
.	SENT	.
So	IN	so
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
show	VB	show
you	PP	you
a	DT	a
demo	NN	demo
of	IN	of
this	DT	this
.	SENT	.
First	RB	first
,	,	,
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
show	VB	show
you	PP	you
that	IN	that
this	DT	this
is	VBZ	be
a	DT	a
magnetic	JJ	magnetic
pulse	NN	pulse
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
show	VB	show
you	PP	you
what	WP	what
happens	VBZ	happen
when	WRB	when
you	PP	you
put	VBD	put
a	DT	a
quarter	NN	quarter
on	IN	on
the	DT	the
machine	NN	machine
.	SENT	.
When	WRB	when
you	PP	you
hear	VBP	hear
clicks	NNS	click
,	,	,
we	PP	we
'	POS	'
re	NN	re
turning	VBG	turn
the	DT	the
machine	NN	machine
on	RB	on
.	SENT	.
So	RB	so
now	RB	now
I	NP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
apply	VB	apply
that	DT	that
same	JJ	same
pulse	NN	pulse
to	TO	to
my	PP$	my
brain	NN	brain
,	,	,
to	TO	to
the	DT	the
part	NN	part
of	IN	of
my	PP$	my
brain	NN	brain
that	WDT	that
controls	VBZ	control
my	PP$	my
hand	NN	hand
.	SENT	.
So	RB	so
there	EX	there
is	VBZ	be
no	DT	no
physical	JJ	physical
force	NN	force
,	,	,
just	RB	just
a	DT	a
magnetic	JJ	magnetic
pulse	NN	pulse
.	SENT	.
Woman	NN	woman
:	:	:
Ready	NP	Ready
,	,	,
Rebecca	NP	Rebecca
?	SENT	?
RS	NP	RS
:	:	:
Yes	UH	yes
.	SENT	.
Okay	RB	okay
,	,	,
so	IN	so
it	PP	it
causes	VBZ	cause
a	DT	a
small	JJ	small
involuntary	JJ	involuntary
contraction	NN	contraction
in	IN	in
my	PP$	my
hand	NN	hand
by	IN	by
putting	VBG	put
a	DT	a
magnetic	JJ	magnetic
pulse	NN	pulse
in	IN	in
my	PP$	my
brain	NN	brain
.	SENT	.
And	CC	and
we	PP	we
can	MD	can
use	VB	use
that	DT	that
same	JJ	same
pulse	NN	pulse
,	,	,
now	RB	now
applied	VBN	apply
to	TO	to
the	DT	the
RTPJ	NP	<unknown>
,	,	,
to	TO	to
ask	VB	ask
if	IN	if
we	PP	we
can	MD	can
change	VB	change
people	NNS	people
'	POS	'
s	JJ	<unknown>
moral	JJ	moral
judgments	NNS	judgment
.	SENT	.
So	RB	so
these	DT	these
are	VBP	be
the	DT	the
judgments	NNS	judgment
I	PP	I
showed	VBD	show
you	PP	you
before	RB	before
,	,	,
people	NNS	people
'	POS	'
s	JJ	<unknown>
normal	JJ	normal
moral	JJ	moral
judgments	NNS	judgment
.	SENT	.
And	CC	and
then	RB	then
we	PP	we
can	MD	can
apply	VB	apply
TMS	NP	TMS
to	TO	to
the	DT	the
RTPJ	NP	<unknown>
and	CC	and
ask	VB	ask
how	WRB	how
people	NNS	people
'	POS	'
s	NN	S
judgments	NNS	judgment
change	VBP	change
.	SENT	.
And	CC	and
the	DT	the
first	JJ	first
thing	NN	thing
is	VBZ	be
,	,	,
people	NNS	people
can	MD	can
still	RB	still
do	VB	do
this	DT	this
task	NN	task
overall	RB	overall
.	SENT	.
So	IN	so
their	PP$	their
judgments	NNS	judgment
of	IN	of
the	DT	the
case	NN	case
when	WRB	when
everything	NN	everything
was	VBD	be
fine	JJ	fine
remain	VBP	remain
the	DT	the
same	JJ	same
.	SENT	.
They	PP	they
say	VBP	say
she	PP	she
deserves	VBZ	deserve
no	DT	no
blame	NN	blame
.	SENT	.
But	CC	but
in	IN	in
the	DT	the
case	NN	case
of	IN	of
a	DT	a
failed	VBN	fail
attempt	NN	attempt
to	TO	to
harm	VB	harm
,	,	,
where	WRB	where
Grace	NP	Grace
thought	VBD	think
that	IN	that
it	PP	it
was	VBD	be
poison	JJ	poison
,	,	,
although	IN	although
it	PP	it
was	VBD	be
really	RB	really
sugar	NN	sugar
,	,	,
people	NNS	people
now	RB	now
say	VBP	say
it	PP	it
was	VBD	be
more	RBR	more
okay	JJ	okay
,	,	,
she	PP	she
deserves	VBZ	deserve
less	JJR	less
blame	NN	blame
for	IN	for
putting	VBG	put
the	DT	the
powder	NN	powder
in	IN	in
the	DT	the
coffee	NN	coffee
.	SENT	.
And	CC	and
in	IN	in
the	DT	the
case	NN	case
of	IN	of
the	DT	the
accident	NN	accident
,	,	,
where	WRB	where
she	PP	she
thought	VBD	think
that	IN	that
it	PP	it
was	VBD	be
sugar	NN	sugar
,	,	,
but	CC	but
it	PP	it
was	VBD	be
really	RB	really
poison	JJ	poison
and	CC	and
so	RB	so
she	PP	she
caused	VBD	cause
a	DT	a
death	NN	death
,	,	,
people	NNS	people
say	VBP	say
that	IN	that
it	PP	it
was	VBD	be
less	RBR	less
okay	JJ	okay
,	,	,
she	PP	she
deserves	VBZ	deserve
more	JJR	more
blame	NN	blame
.	SENT	.
So	RB	so
what	WP	what
I	PP	I
'	POS	'
ve	NN	ve
told	VBD	tell
you	PP	you
today	NN	today
is	VBZ	be
that	IN	that
people	NNS	people
come	VBP	come
,	,	,
actually	RB	actually
,	,	,
especially	RB	especially
well	RB	well
equipped	VBN	equip
to	TO	to
think	VB	think
about	IN	about
other	JJ	other
people	NNS	people
'	POS	'
s	NN	S
thoughts	NNS	thought
.	SENT	.
We	PP	we
have	VBP	have
a	DT	a
special	JJ	special
brain	NN	brain
system	NN	system
that	WDT	that
lets	VBZ	let
us	PP	us
think	VBP	think
about	RB	about
what	WP	what
other	JJ	other
people	NNS	people
are	VBP	be
thinking	VBG	think
.	SENT	.
This	DT	this
system	NN	system
takes	VBZ	take
a	DT	a
long	JJ	long
time	NN	time
to	TO	to
develop	VB	develop
,	,	,
slowly	RB	slowly
throughout	IN	throughout
the	DT	the
course	NN	course
of	IN	of
childhood	NN	childhood
and	CC	and
into	IN	into
early	JJ	early
adolescence	NN	adolescence
.	SENT	.
And	CC	and
even	RB	even
in	IN	in
adulthood	NN	adulthood
,	,	,
differences	NNS	difference
in	IN	in
this	DT	this
brain	NN	brain
region	NN	region
can	MD	can
explain	VB	explain
differences	NNS	difference
among	IN	among
adults	NNS	adult
in	IN	in
how	WRB	how
we	PP	we
think	VBP	think
about	RB	about
and	CC	and
judge	VB	judge
other	JJ	other
people	NNS	people
.	SENT	.
But	CC	but
I	PP	I
want	VBP	want
to	TO	to
give	VB	give
the	DT	the
last	JJ	last
word	NN	word
back	RB	back
to	TO	to
the	DT	the
novelists	NNS	novelist
,	,	,
and	CC	and
to	TO	to
Philip	NP	Philip
Roth	NP	Roth
,	,	,
who	WP	who
ended	VBD	end
by	IN	by
saying	VBG	say
,	,	,
"	''	"
The	DT	the
fact	NN	fact
remains	VBZ	remain
that	IN	that
getting	VBG	get
people	NNS	people
right	NN	right
is	VBZ	be
not	RB	not
what	WP	what
living	NN	living
is	VBZ	be
all	RB	all
about	RB	about
anyway	RB	anyway
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
getting	VBG	get
them	PP	them
wrong	NN	wrong
that	WDT	that
is	VBZ	be
living	VBG	live
.	SENT	.
Getting	VBG	get
them	PP	them
wrong	JJ	wrong
and	CC	and
wrong	JJ	wrong
and	CC	and
wrong	JJ	wrong
,	,	,
and	CC	and
then	RB	then
on	IN	on
careful	JJ	careful
reconsideration	NN	reconsideration
,	,	,
getting	VBG	get
them	PP	them
wrong	JJ	wrong
again	RB	again
.	SENT	.
"	``	"
Thank	VB	thank
you	PP	you
.	SENT	.
Chris	NP	Chris
Anderson	NP	Anderson
:	:	:
So	RB	so
,	,	,
I	PP	I
have	VBP	have
a	DT	a
question	NN	question
.	SENT	.
When	WRB	when
you	PP	you
start	VBP	start
talking	VBG	talk
about	IN	about
using	VBG	use
magnetic	JJ	magnetic
pulses	NNS	pulse
to	TO	to
change	VB	change
people	NNS	people
'	POS	'
s	JJ	<unknown>
moral	JJ	moral
judgments	NNS	judgment
,	,	,
that	WDT	that
sounds	VBZ	sound
alarming	JJ	alarming
.	SENT	.
Please	UH	please
tell	VB	tell
me	PP	me
that	IN	that
you	PP	you
'	POS	'
re	NN	re
not	RB	not
taking	VBG	take
phone	NN	phone
calls	NNS	call
from	IN	from
the	DT	the
Pentagon	NP	Pentagon
,	,	,
say	VBP	say
.	SENT	.
RS	NP	RS
:	:	:
I	PP	I
'	POS	'
m	NN	m
not	RB	not
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
they	PP	they
'	POS	'
re	NN	re
calling	NN	calling
,	,	,
but	CC	but
I	PP	I
'	POS	'
m	NN	m
not	RB	not
taking	VBG	take
the	DT	the
call	NN	call
.	SENT	.
CA	MD	ca
:	:	:
They	PP	they
really	RB	really
are	VBP	be
calling	VBG	call
?	SENT	?
So	RB	so
then	RB	then
seriously	RB	seriously
,	,	,
you	PP	you
must	MD	must
lie	VB	lie
awake	RB	awake
at	IN	at
night	NN	night
sometimes	RB	sometimes
wondering	VBG	wonder
where	WRB	where
this	DT	this
work	NN	work
leads	VBZ	lead
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
you	PP	you
'	POS	'
re	NN	re
clearly	RB	clearly
an	DT	an
incredible	JJ	incredible
human	NN	human
being	VBG	be
,	,	,
but	CC	but
someone	NN	someone
could	MD	could
take	VB	take
this	DT	this
knowledge	NN	knowledge
and	CC	and
in	IN	in
some	DT	some
future	JJ	future
not-	NN	<unknown>
torture	NN	torture
chamber	NN	chamber
,	,	,
do	VBP	do
acts	NNS	act
that	IN	that
people	NNS	people
here	RB	here
might	MD	might
be	VB	be
worried	VBN	worry
about	RB	about
.	SENT	.
RS	NP	RS
:	:	:
Yeah	RB	yeah
,	,	,
we	PP	we
worry	VBP	worry
about	IN	about
this	DT	this
.	SENT	.
So	RB	so
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
couple	NN	couple
of	IN	of
things	NNS	thing
to	TO	to
say	VB	say
about	IN	about
TMS	NP	TMS
.	SENT	.
One	PP	one
is	VBZ	be
that	IN	that
you	PP	you
can	MD	can
'	''	'
t	NN	t
be	VB	be
TMSed	JJ	<unknown>
without	IN	without
knowing	VBG	know
it	PP	it
.	SENT	.
So	IN	so
it	PP	it
'	POS	'
s	NN	S
not	RB	not
a	DT	a
surreptitious	JJ	surreptitious
technology	NN	technology
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
quite	RB	quite
hard	JJ	hard
,	,	,
actually	RB	actually
,	,	,
to	TO	to
get	VB	get
those	DT	those
very	RB	very
small	JJ	small
changes	NNS	change
.	SENT	.
The	DT	the
changes	NNS	change
I	PP	I
showed	VBD	show
you	PP	you
are	VBP	be
impressive	JJ	impressive
to	TO	to
me	PP	me
because	IN	because
of	IN	of
what	WP	what
they	PP	they
tell	VBP	tell
us	PP	us
about	IN	about
the	DT	the
function	NN	function
of	IN	of
the	DT	the
brain	NN	brain
,	,	,
but	CC	but
they	PP	they
'	POS	'
re	NN	re
small	JJ	small
on	IN	on
the	DT	the
scale	NN	scale
of	IN	of
the	DT	the
moral	JJ	moral
judgments	NNS	judgment
that	IN	that
we	PP	we
actually	RB	actually
make	VBP	make
.	SENT	.
And	CC	and
what	WP	what
we	PP	we
changed	VBD	change
was	VBD	be
not	RB	not
people	NNS	people
'	POS	'
s	JJ	<unknown>
moral	JJ	moral
judgments	NNS	judgment
when	WRB	when
they	PP	they
'	POS	'
re	NN	re
deciding	VBG	decide
what	WP	what
to	TO	to
do	VB	do
,	,	,
when	WRB	when
they	PP	they
'	POS	'
re	NN	re
making	VBG	make
action	NN	action
choices	NNS	choice
.	SENT	.
We	PP	we
changed	VBD	change
their	PP$	their
ability	NN	ability
to	TO	to
judge	VB	judge
other	JJ	other
people	NNS	people
'	POS	'
s	NN	S
actions	NNS	action
.	SENT	.
And	CC	and
so	RB	so
,	,	,
I	PP	I
think	VBP	think
of	IN	of
what	WP	what
I	PP	I
'	POS	'
m	NN	m
doing	VBG	do
not	RB	not
so	RB	so
much	JJ	much
as	IN	as
studying	VBG	study
the	DT	the
defendant	NN	defendant
in	IN	in
a	DT	a
criminal	JJ	criminal
trial	NN	trial
,	,	,
but	CC	but
studying	VBG	study
the	DT	the
jury	NN	jury
.	SENT	.
CA	MD	ca
:	:	:
Is	VBZ	be
your	PP$	your
work	NN	work
going	VBG	go
to	TO	to
lead	VB	lead
to	TO	to
any	DT	any
recommendations	NNS	recommendation
in	IN	in
education	NN	education
,	,	,
to	TO	to
perhaps	RB	perhaps
bring	VB	bring
up	RP	up
a	DT	a
generation	NN	generation
of	IN	of
kids	NNS	kid
able	JJ	able
to	TO	to
