My	PP$	my
you	PP	you
there	RB	there
,	,	,
to	TO	to
that	DT	that
morning	NN	morning
,	,	,
for	IN	for
just	RB	just
a	DT	a
quick	JJ	quick
video	NN	video
.	SENT	.
Pilot	NN	pilot
:	:	:
Release	VB	release
our	PP$	our
fire	NN	fire
.	SENT	.
Richard	NP	Richard
Searfoss	NP	Searfoss
:	:	:
Good	JJ	good
luck	NN	luck
.	SENT	.
RS	NP	RS
:	:	:
We	PP	we
'	POS	'
ve	NN	ve
got	VBD	get
an	DT	an
altitude	NN	altitude
call	NN	call
of	IN	of
368	CD	@card@
,	,	,
000	CD	@card@
feet	NNS	foot
.	SENT	.
RS	NP	RS
:	:	:
So	RB	so
in	IN	in
my	PP$	my
official	JJ	official
capacity	NN	capacity
as	IN	as
the	DT	the
chief	JJ	chief
judge	NN	judge
of	IN	of
the	DT	the
Ansari	NP	Ansari
X	NP	X
PRIZE	NN	prize
competition	NN	competition
,	,	,
I	PP	I
declare	VBP	declare
that	IN	that
Mojave	NP	Mojave
Aerospace	NP	Aerospace
Ventures	NPS	Ventures
has	VBZ	have
indeed	RB	indeed
earned	VBN	earn
the	DT	the
Ansari	NP	Ansari
X	NP	X
PRIZE	NN	prize
.	SENT	.
Peter	NP	Peter
Diamandis	NP	Diamandis
:	:	:
Probably	RB	probably
the	DT	the
most	RBS	most
difficult	JJ	difficult
thing	NN	thing
that	IN	that
I	PP	I
had	VBD	have
to	TO	to
do	VB	do
was	VBD	be
raise	VB	raise
the	DT	the
capital	NN	capital
for	IN	for
this	DT	this
.	SENT	.
It	PP	it
was	VBD	be
literally	RB	literally
impossible	JJ	impossible
.	SENT	.
We	PP	we
went	VBD	go
—	:	-
I	PP	I
went	VBD	go
to	TO	to
100	CD	@card@
,	,	,
200	CD	@card@
CEOs	NNS	CEO
,	,	,
CMOs	NP	CMO
.	SENT	.
No	DT	no
one	CD	one
believed	VBD	believe
it	PP	it
was	VBD	be
done	VBN	do
.	SENT	.
Everyone	NN	everyone
said	VBD	say
,	,	,
"	``	"
Oh	UH	oh
,	,	,
what	WP	what
does	VBZ	do
NASA	NP	NASA
think	VB	think
?	SENT	?
Well	RB	well
,	,	,
people	NNS	people
are	VBP	be
going	VBG	go
to	TO	to
die	VB	die
,	,	,
how	WRB	how
can	MD	can
you	PP	you
possibly	RB	possibly
going	VBG	go
to	TO	to
put	VB	put
this	DT	this
forward	NN	forward
?	SENT	?
"	''	"
I	PP	I
found	VBD	find
a	DT	a
visionary	JJ	visionary
family	NN	family
,	,	,
the	DT	the
Ansari	NP	Ansari
family	NN	family
,	,	,
and	CC	and
Champ	NP	Champ
Car	NP	Car
,	,	,
and	CC	and
raised	VBD	raise
part	NN	part
of	IN	of
the	DT	the
money	NN	money
,	,	,
but	CC	but
not	RB	not
the	DT	the
full	JJ	full
10	CD	@card@
million	CD	million
.	SENT	.
And	CC	and
what	WP	what
I	PP	I
ended	VBD	end
up	RP	up
doing	VBG	do
was	VBD	be
going	VBG	go
out	RP	out
to	TO	to
the	DT	the
insurance	NN	insurance
industry	NN	industry
and	CC	and
buying	VBG	buy
a	DT	a
hole-in-one	JJ	hole-in-one
insurance	NN	insurance
policy	NN	policy
.	SENT	.
See	VB	see
,	,	,
the	DT	the
insurance	NN	insurance
companies	NNS	company
went	VBD	go
to	TO	to
Boeing	NP	Boeing
and	CC	and
Lockheed	NP	Lockheed
,	,	,
and	CC	and
said	VBD	say
,	,	,
"	``	"
Are	VBP	be
you	PP	you
going	VBG	go
to	TO	to
compete	VB	compete
?	SENT	?
"	``	"
No	UH	no
.	SENT	.
"	``	"
Are	VBP	be
you	PP	you
going	VBG	go
to	TO	to
compete	VB	compete
?	SENT	?
"	``	"
No	UH	no
.	SENT	.
"	''	"
No	DT	no
one	CD	one
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
win	VB	win
this	DT	this
thing	NN	thing
.	SENT	.
"	''	"
So	RB	so
,	,	,
they	PP	they
took	VBD	take
a	DT	a
bet	NN	bet
that	IN	that
no	DT	no
one	CD	one
would	MD	would
win	VB	win
by	IN	by
January	NP	January
of	IN	of
'	POS	'
05	CD	@card@
,	,	,
and	CC	and
I	PP	I
took	VBD	take
a	DT	a
bet	NN	bet
that	IN	that
someone	NN	someone
would	MD	would
win	VB	win
.	SENT	.
So	RB	so
—	:	-
and	CC	and
the	DT	the
best	JJS	good
thing	NN	thing
is	VBZ	be
they	PP	they
paid	VBD	pay
off	RP	off
and	CC	and
the	DT	the
check	NN	check
didn	NN	<unknown>
'	POS	'
t	NN	t
bounce	NN	bounce
.	SENT	.
We	PP	we
'	POS	'
ve	NN	ve
had	VBD	have
a	DT	a
lot	NN	lot
of	IN	of
accomplishments	NNS	accomplishment
and	CC	and
it	PP	it
'	POS	'
s	RB	<unknown>
been	VBN	be
a	DT	a
tremendous	JJ	tremendous
success	NN	success
.	SENT	.
One	CD	one
of	IN	of
the	DT	the
things	NNS	thing
I	PP	I
'	POS	'
m	NN	m
most	RBS	most
happy	JJ	happy
about	RB	about
is	VBZ	be
that	IN	that
the	DT	the
SpaceShipOne	NP	<unknown>
is	VBZ	be
going	VBG	go
to	TO	to
hang	VB	hang
in	IN	in
Air	NP	Air
and	CC	and
Space	NP	Space
Museum	NP	Museum
,	,	,
next	JJ	next
to	TO	to
the	DT	the
Spirit	NN	spirit
of	IN	of
St	NP	St
.	SENT	.
Louis	NP	Louis
and	CC	and
the	DT	the
Wright	NP	Wright
Flyer	NN	flyer
.	SENT	.
Isn	NP	Isn
'	POS	'
t	NN	t
that	IN	that
great	JJ	great
?	SENT	?
So	IN	so
a	DT	a
little	JJ	little
bit	NN	bit
about	IN	about
the	DT	the
future	NN	future
,	,	,
steps	NNS	step
to	TO	to
space	NN	space
,	,	,
what	WP	what
'	POS	'
s	NNS	<unknown>
available	JJ	available
for	IN	for
you	PP	you
.	SENT	.
Today	NN	today
,	,	,
you	PP	you
can	MD	can
go	VB	go
and	CC	and
experience	VB	experience
weightless	JJ	weightless
flights	NNS	flight
.	SENT	.
By	IN	by
'	POS	'
08	CD	@card@
,	,	,
suborbital	JJ	suborbital
flights	NNS	flight
,	,	,
the	DT	the
price	NN	price
tag	NN	tag
for	IN	for
that	DT	that
,	,	,
you	PP	you
know	VBP	know
,	,	,
on	IN	on
Virgin	NP	Virgin
,	,	,
is	VBZ	be
going	VBG	go
to	TO	to
be	VB	be
about	IN	about
200	CD	@card@
,	,	,
000	CD	@card@
.	SENT	.
There	EX	there
are	VBP	be
three	CD	three
or	CC	or
four	CD	four
other	JJ	other
serious	JJ	serious
efforts	NNS	effort
that	WDT	that
will	MD	will
bring	VB	bring
the	DT	the
price	NN	price
down	RB	down
very	RB	very
rapidly	RB	rapidly
,	,	,
I	PP	I
think	VBP	think
,	,	,
to	TO	to
about	RB	about
25	CD	@card@
,	,	,
000	CD	@card@
dollars	NNS	dollar
for	IN	for
a	DT	a
suborbital	JJ	suborbital
flight	NN	flight
.	SENT	.
Orbital	JJ	orbital
flights	NNS	flight
—	:	-
we	PP	we
can	MD	can
take	VB	take
you	PP	you
to	TO	to
the	DT	the
space	NN	space
station	NN	station
.	SENT	.
And	CC	and
then	RB	then
I	PP	I
truly	RB	truly
believe	VBP	believe
,	,	,
once	RB	once
a	DT	a
group	NN	group
is	VBZ	be
in	IN	in
orbit	NN	orbit
around	IN	around
the	DT	the
Earth	NN	earth
—	:	-
I	PP	I
know	VBP	know
if	IN	if
they	PP	they
don	NN	don
'	POS	'
t	NN	t
do	VBP	do
it	PP	it
,	,	,
I	PP	I
am	VBP	be
—	:	-
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
stockpile	VB	stockpile
some	DT	some
fuel	NN	fuel
,	,	,
make	VBP	make
a	DT	a
beeline	NN	beeline
for	IN	for
the	DT	the
moon	NN	moon
and	CC	and
grab	VB	grab
some	DT	some
real	JJ	real
estate	NN	estate
.	SENT	.
Quick	JJ	quick
moment	NN	moment
for	IN	for
the	DT	the
designers	NNS	designer
in	IN	in
the	DT	the
audience	NN	audience
.	SENT	.
We	PP	we
spent	VBD	spend
11	CD	@card@
years	NNS	year
getting	VBG	get
FAA	NP	FAA
approval	NN	approval
to	TO	to
do	VB	do
zero	CD	zero
gravity	NN	gravity
flights	NNS	flight
.	SENT	.
Here	RB	here
are	VBP	be
some	DT	some
fun	NN	fun
images	NNS	image
.	SENT	.
Here	RB	here
'	''	'
s	VBZ	<unknown>
Burt	NP	Burt
Rutan	NP	Rutan
and	CC	and
my	PP$	my
good	JJ	good
friend	NN	friend
Greg	NP	Greg
Meronek	NP	<unknown>
inside	IN	inside
a	DT	a
zero	CD	zero
gravity	NN	gravity
—	:	-
people	NNS	people
think	VBP	think
a	DT	a
zero	CD	zero
gravity	NN	gravity
room	NN	room
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
switch	NN	switch
on	IN	on
there	RB	there
that	WDT	that
turns	VBZ	turn
it	PP	it
off	RP	off
—	:	-
but	CC	but
it	PP	it
'	POS	'
s	NN	S
actually	RB	actually
parabolic	JJ	parabolic
flight	NN	flight
of	IN	of
an	DT	an
airplane	NN	airplane
.	SENT	.
And	CC	and
turns	NNS	turn
out	IN	out
7-Up	JJ	<unknown>
has	VBZ	have
just	RB	just
done	VBN	do
a	DT	a
little	JJ	little
commercial	NN	commercial
that	RB	that
'	POS	'
s	NN	S
airing	VBG	air
this	DT	this
month	NN	month
.	SENT	.
If	IN	if
we	PP	we
can	MD	can
get	VB	get
the	DT	the
audio	NN	audio
up	RB	up
?	SENT	?
Narrator	NN	narrator
:	:	:
For	IN	for
a	DT	a
chance	NN	chance
to	TO	to
win	VB	win
the	DT	the
first	JJ	first
free	JJ	free
ticket	NN	ticket
to	TO	to
space	NN	space
,	,	,
look	VBP	look
for	IN	for
specially	RB	specially
marked	VBN	mark
packages	NNS	package
of	IN	of
Diet	NP	Diet
7-Up	NNS	<unknown>
.	SENT	.
When	WRB	when
you	PP	you
want	VBP	want
the	DT	the
taste	NN	taste
that	IN	that
won	VBN	win
'	POS	'
t	NN	t
weigh	VBP	weigh
you	PP	you
down	RP	down
,	,	,
the	DT	the
only	JJ	only
way	NN	way
to	TO	to
go	VB	go
is	VBZ	be
up	RB	up
.	SENT	.
PD	NP	PD
:	:	:
That	WDT	that
was	VBD	be
filmed	VBN	film
inside	IN	inside
our	PP$	our
airplane	NN	airplane
,	,	,
and	CC	and
so	RB	so
,	,	,
you	PP	you
can	MD	can
now	RB	now
do	VB	do
this	DT	this
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
based	VBN	base
down	RP	down
in	IN	in
Florida	NP	Florida
.	SENT	.
Let	VB	let
me	PP	me
talk	VB	talk
about	IN	about
the	DT	the
other	JJ	other
thing	NN	thing
I	NP	I
'	POS	'
m	NN	m
excited	VBD	excite
about	RB	about
.	SENT	.
The	DT	the
future	NN	future
of	IN	of
prizes	NNS	prise
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
prizes	NNS	prise
are	VBP	be
a	DT	a
very	RB	very
old	JJ	old
idea	NN	idea
.	SENT	.
I	PP	I
had	VBD	have
the	DT	the
pleasure	NN	pleasure
of	IN	of
borrowing	NN	borrowing
from	IN	from
the	DT	the
Longitude	NN	longitude
Prize	NP	Prize
and	CC	and
the	DT	the
Orteig	NP	<unknown>
Prize	NP	Prize
that	WDT	that
put	VBD	put
Lindbergh	NP	Lindbergh
forward	RB	forward
.	SENT	.
And	CC	and
we	PP	we
have	VBP	have
made	VBN	make
a	DT	a
decision	NN	decision
in	IN	in
the	DT	the
X	NP	X
PRIZE	NN	prize
Foundation	NP	Foundation
to	TO	to
actually	RB	actually
carry	VB	carry
that	DT	that
concept	NN	concept
forward	RB	forward
into	IN	into
other	JJ	other
technology	NN	technology
areas	NNS	area
,	,	,
and	CC	and
we	PP	we
just	RB	just
took	VBD	take
on	IN	on
a	DT	a
new	JJ	new
mission	NN	mission
statement	NN	statement
:	:	:
"	``	"
to	TO	to
bring	VB	bring
about	IN	about
radical	JJ	radical
breakthroughs	NNS	breakthrough
in	IN	in
space	NN	space
and	CC	and
other	JJ	other
technologies	NNS	technology
for	IN	for
the	DT	the
benefit	NN	benefit
of	IN	of
humanity	NN	humanity
.	SENT	.
"	''	"
And	CC	and
this	DT	this
is	VBZ	be
something	NN	something
that	IN	that
we	PP	we
'	POS	'
re	NN	re
very	RB	very
excited	VBN	excite
about	RB	about
.	SENT	.
I	PP	I
showed	VBD	show
this	DT	this
slide	NN	slide
to	TO	to
Larry	NP	Larry
Page	NP	Page
,	,	,
who	WP	who
just	RB	just
joined	VBD	join
our	PP$	our
board	NN	board
.	SENT	.
And	CC	and
you	PP	you
know	VBP	know
,	,	,
when	WRB	when
you	PP	you
give	VBP	give
to	TO	to
a	DT	a
nonprofit	JJ	nonprofit
,	,	,
you	PP	you
might	MD	might
have	VB	have
50	CD	@card@
cents	NNS	cent
on	IN	on
the	DT	the
dollar	NN	dollar
.	SENT	.
If	IN	if
you	PP	you
have	VBP	have
a	DT	a
matching	VBG	match
grant	NN	grant
,	,	,
it	PP	it
'	POS	'
s	NN	S
typically	RB	typically
two	CD	two
or	CC	or
three	CD	three
to	TO	to
one	CD	one
.	SENT	.
If	IN	if
you	PP	you
put	VBD	put
up	RP	up
a	DT	a
prize	NN	prize
,	,	,
you	PP	you
can	MD	can
get	VB	get
literally	RB	literally
a	DT	a
50	CD	@card@
to	TO	to
one	CD	one
leverage	NN	leverage
on	IN	on
your	PP$	your
dollars	NNS	dollar
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	NNS	<unknown>
huge	JJ	huge
.	SENT	.
And	CC	and
then	RB	then
he	PP	he
turned	VBD	turn
around	RP	around
and	CC	and
said	VBD	say
,	,	,
"	``	"
Well	UH	well
,	,	,
if	IN	if
you	PP	you
back	VBP	back
a	DT	a
prize	NN	prize
institute	NN	institute
that	WDT	that
runs	VBZ	run
a	DT	a
10	CD	@card@
prize	NN	prize
,	,	,
you	PP	you
get	VBP	get
500	CD	@card@
to	TO	to
one	CD	one
.	SENT	.
"	``	"
I	PP	I
said	VBD	say
,	,	,
"	``	"
Well	UH	well
,	,	,
that	WDT	that
'	POS	'
s	NNS	<unknown>
great	JJ	great
.	SENT	.
"	''	"
So	RB	so
,	,	,
we	PP	we
have	VBP	have
actually	RB	actually
—	:	-
are	VBP	be
looking	VBG	look
to	TO	to
turn	VB	turn
the	DT	the
X	NP	X
PRIZE	NN	prize
into	IN	into
a	DT	a
world-	NN	<unknown>
class	NN	class
prize	NN	prize
institute	NN	institute
.	SENT	.
This	DT	this
is	VBZ	be
what	WP	what
happens	VBZ	happen
when	WRB	when
you	PP	you
put	VBD	put
up	RP	up
a	DT	a
prize	NN	prize
,	,	,
when	WRB	when
you	PP	you
announce	VBP	announce
it	PP	it
and	CC	and
teams	NNS	team
start	VBP	start
to	TO	to
begin	VB	begin
doing	VBG	do
trials	NNS	trial
.	SENT	.
You	PP	you
get	VBP	get
publicity	NN	publicity
increase	NN	increase
,	,	,
and	CC	and
when	WRB	when
it	PP	it
'	POS	'
s	NN	S
won	VBD	win
,	,	,
publicity	NN	publicity
shoots	NNS	shoot
through	IN	through
the	DT	the
roof	NN	roof
—	:	-
if	IN	if
it	PP	it
'	POS	'
s	NN	S
properly	RB	properly
managed	VBN	manage
—	:	-
and	CC	and
that	WDT	that
'	POS	'
s	JJ	<unknown>
part	NN	part
of	IN	of
the	DT	the
benefits	NNS	benefit
to	TO	to
a	DT	a
sponsor	NN	sponsor
.	SENT	.
Then	RB	then
,	,	,
when	WRB	when
the	DT	the
prize	NN	prize
is	VBZ	be
actually	RB	actually
won	VBN	win
,	,	,
after	IN	after
it	PP	it
'	POS	'
s	NN	S
moving	VBG	move
,	,	,
you	PP	you
get	VBP	get
societal	JJ	societal
benefits	NNS	benefit
,	,	,
you	PP	you
know	VBP	know
,	,	,
new	JJ	new
technology	NN	technology
,	,	,
new	JJ	new
capability	NN	capability
.	SENT	.
And	CC	and
the	DT	the
benefit	NN	benefit
to	TO	to
the	DT	the
sponsors	NNS	sponsor
is	VBZ	be
the	DT	the
sum	NN	sum
of	IN	of
the	DT	the
publicity	NN	publicity
and	CC	and
societal	JJ	societal
benefits	NNS	benefit
over	IN	over
the	DT	the
long	JJ	long
term	NN	term
.	SENT	.
That	IN	that
'	''	'
s	VBG	<unknown>
our	PP$	our
value	NN	value
proposition	NN	proposition
in	IN	in
a	DT	a
prize	NN	prize
.	SENT	.
If	IN	if
you	PP	you
were	VBD	be
going	VBG	go
to	TO	to
go	VB	go
and	CC	and
try	VB	try
to	TO	to
create	VB	create
SpaceShipOne	NP	<unknown>
,	,	,
or	CC	or
any	DT	any
kind	NN	kind
of	IN	of
a	DT	a
new	JJ	new
technology	NN	technology
,	,	,
you	PP	you
have	VBP	have
to	TO	to
fund	VB	fund
that	IN	that
from	IN	from
the	DT	the
beginning	NN	beginning
and	CC	and
maintain	VB	maintain
that	DT	that
funding	NN	funding
with	IN	with
an	DT	an
uncertain	JJ	uncertain
outcome	NN	outcome
.	SENT	.
It	PP	it
may	MD	may
or	CC	or
may	MD	may
not	RB	not
happen	VB	happen
.	SENT	.
But	CC	but
if	IN	if
you	PP	you
put	VBD	put
up	RP	up
a	DT	a
prize	NN	prize
,	,	,
the	DT	the
beautiful	JJ	beautiful
thing	NN	thing
is	VBZ	be
,	,	,
you	PP	you
know	VBP	know
,	,	,
it	PP	it
'	POS	'
s	NN	S
a	DT	a
very	RB	very
small	JJ	small
maintenance	NN	maintenance
fee	NN	fee
,	,	,
and	CC	and
you	PP	you
pay	VBP	pay
on	IN	on
success	NN	success
.	SENT	.
Orteig	NP	<unknown>
didn	NP	<unknown>
'	POS	'
t	NN	t
pay	VB	pay
a	DT	a
dime	NN	dime
out	RP	out
to	TO	to
the	DT	the
nine	CD	nine
teams	NNS	team
that	WDT	that
went	VBD	go
across	RP	across
—	:	-
tried	VBD	try
to	TO	to
go	VB	go
across	IN	across
the	DT	the
Atlantic	NP	Atlantic
,	,	,
and	CC	and
we	PP	we
didn	NP	<unknown>
'	POS	'
t	NN	t
pay	VB	pay
a	DT	a
dime	NN	dime
until	IN	until
someone	NN	someone
won	VBD	win
the	DT	the
Ansari	NP	Ansari
X	NP	X
PRIZE	NN	prize
.	SENT	.
So	RB	so
,	,	,
prizes	NNS	prise
work	VBP	work
great	JJ	great
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
innovators	NNS	innovator
,	,	,
the	DT	the
entrepreneurs	NNS	entrepreneur
out	IN	out
there	RB	there
,	,	,
you	PP	you
know	VBP	know
that	IN	that
when	WRB	when
you	PP	you
'	POS	'
re	NN	re
going	VBG	go
for	IN	for
a	DT	a
goal	NN	goal
,	,	,
the	DT	the
first	JJ	first
thing	NN	thing
you	PP	you
have	VBP	have
to	TO	to
do	VB	do
is	VBZ	be
believe	VB	believe
that	IN	that
you	PP	you
can	MD	can
do	VB	do
it	PP	it
yourself	PP	yourself
.	SENT	.
Then	RB	then
,	,	,
you	PP	you
'	POS	'
ve	NNS	<unknown>
got	VBP	got
to	TO	to
,	,	,
you	PP	you
know	VBP	know
,	,	,
face	VBP	face
potential	JJ	potential
public	JJ	public
ridicule	NN	ridicule
of	IN	of
—	:	-
that	WDT	that
'	POS	'
s	NN	S
a	DT	a
crazy	JJ	crazy
idea	NN	idea
,	,	,
it	PP	it
'	POS	'
ll	NNS	<unknown>
never	RB	never
work	VBP	work
.	SENT	.
And	CC	and
then	RB	then
you	PP	you
have	VBP	have
to	TO	to
convince	VB	convince
others	NNS	other
,	,	,
so	RB	so
that	IN	that
they	PP	they
can	MD	can
,	,	,
in	IN	in
fact	NN	fact
,	,	,
help	VB	help
you	PP	you
raise	VB	raise
the	DT	the
funds	NNS	fund
,	,	,
and	CC	and
then	RB	then
you	PP	you
'	POS	'
ve	NN	ve
got	VBD	get
to	TO	to
deal	VB	deal
with	IN	with
the	DT	the
fact	NN	fact
that	IN	that
you	PP	you
'	POS	'
ve	NN	ve
got	VBD	get
government	NN	government
bureaucracies	NNS	bureaucracy
and	CC	and
institutions	NNS	institution
that	DT	that
don	NN	don
'	POS	'
t	NN	t
want	VBP	want
you	PP	you
to	TO	to
move	VB	move
those	DT	those
things	NNS	thing
forward	RB	forward
,	,	,
and	CC	and
you	PP	you
have	VBP	have
to	TO	to
deal	VB	deal
with	IN	with
failures	NNS	failure
.	SENT	.
What	WP	what
a	DT	a
prize	NN	prize
does	VBZ	do
,	,	,
what	WP	what
we	PP	we
'	POS	'
ve	NN	ve
experienced	VBD	experience
a	DT	a
prize	NN	prize
doing	VBG	do
,	,	,
is	VBZ	be
literally	RB	literally
help	VB	help
to	TO	to
short-circuit	VB	short-circuit
or	CC	or
support	VB	support
all	DT	all
of	IN	of
these	DT	these
things	NNS	thing
,	,	,
because	IN	because
a	DT	a
prize	NN	prize
credentials	NNS	credential
the	DT	the
idea	NN	idea
that	IN	that
this	DT	this
is	VBZ	be
a	DT	a
good	JJ	good
idea	NN	idea
.	SENT	.
Well	RB	well
,	,	,
it	PP	it
must	MD	must
be	VB	be
a	DT	a
good	JJ	good
idea	NN	idea
.	SENT	.
Someone	NN	someone
'	POS	'
s	NNS	<unknown>
offering	VBG	offer
10	CD	@card@
million	CD	million
dollars	NNS	dollar
to	TO	to
go	VB	go
and	CC	and
do	VB	do
this	DT	this
thing	NN	thing
.	SENT	.
And	CC	and
each	DT	each
of	IN	of
these	DT	these
areas	NNS	area
was	VBD	be
something	NN	something
that	IN	that
we	PP	we
found	VBD	find
the	DT	the
Ansari	NP	Ansari
X	NP	X
PRIZE	NN	prize
helped	VBD	help
short-circuit	VB	short-circuit
these	DT	these
for	IN	for
innovation	NN	innovation
.	SENT	.
So	RB	so
,	,	,
as	IN	as
an	DT	an
organization	NN	organization
,	,	,
we	PP	we
put	VBD	put
together	RB	together
a	DT	a
prize	NN	prize
discovery	NN	discovery
process	NN	process
of	IN	of
how	WRB	how
to	TO	to
come	VB	come
up	RP	up
with	IN	with
prizes	NNS	prise
and	CC	and
write	VB	write
the	DT	the
rules	NNS	rule
,	,	,
and	CC	and
we	PP	we
'	POS	'
re	NN	re
actually	RB	actually
looking	VBG	look
at	IN	at
creating	VBG	create
prizes	NNS	prise
in	IN	in
a	DT	a
number	NN	number
of	IN	of
different	JJ	different
categories	NNS	category
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
looking	VBG	look
at	IN	at
attacking	VBG	attack
energy	NN	energy
,	,	,
environment	NN	environment
,	,	,
nanotechnology	NN	nanotechnology
—	:	-
and	CC	and
I	PP	I
'	POS	'
ll	JJ	<unknown>
talk	NN	talk
about	IN	about
those	DT	those
more	JJR	more
in	IN	in
a	DT	a
moment	NN	moment
.	SENT	.
And	CC	and
the	DT	the
way	NN	way
we	PP	we
'	''	'
re	IN	re
doing	VBG	do
that	WDT	that
is	VBZ	be
we	PP	we
'	''	'
re	IN	re
creating	VBG	create
prize	NN	prize
teams	NNS	team
within	IN	within
the	DT	the
X	NP	X
PRIZE	NN	prize
.	SENT	.
We	PP	we
have	VBP	have
a	DT	a
space	NN	space
prize	NN	prize
team	NN	team
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
going	VBG	go
after	IN	after
an	DT	an
orbital	JJ	orbital
prize	NN	prize
.	SENT	.
We	PP	we
are	VBP	be
looking	VBG	look
at	IN	at
a	DT	a
number	NN	number
of	IN	of
energy	NN	energy
prizes	NNS	prise
.	SENT	.
Craig	NP	Craig
Venter	NP	Venter
has	VBZ	have
just	RB	just
joined	VBN	join
our	PP$	our
board	NN	board
and	CC	and
we	PP	we
'	POS	'
re	NN	re
doing	VBG	do
a	DT	a
rapid	JJ	rapid
genome	NN	genome
sequencing	VBG	sequence
prize	NN	prize
with	IN	with
him	PP	him
,	,	,
we	PP	we
'	POS	'
ll	NNS	<unknown>
be	VB	be
announcing	VBG	announce
later	RBR	later
this	DT	this
fall	NN	fall
,	,	,
about	RB	about
—	:	-
imagine	VB	imagine
being	VBG	be
able	JJ	able
to	TO	to
sequence	NN	sequence
anybody	NN	anybody
'	POS	'
s	JJ	<unknown>
DNA	NN	DNA
for	IN	for
under	IN	under
1	CD	@card@
,	,	,
000	CD	@card@
dollars	NNS	dollar
,	,	,
revolutionize	VB	revolutionize
medicine	NN	medicine
.	SENT	.
And	CC	and
clean	JJ	clean
water	NN	water
,	,	,
education	NN	education
,	,	,
medicine	NN	medicine
and	CC	and
even	RB	even
looking	VBG	look
at	IN	at
social	JJ	social
entrepreneurship	NN	entrepreneurship
.	SENT	.
So	IN	so
my	PP$	my
final	JJ	final
slide	NN	slide
here	RB	here
is	VBZ	be
,	,	,
the	DT	the
most	RBS	most
critical	JJ	critical
tool	NN	tool
for	IN	for
solving	VBG	solve
humanity	NN	humanity
'	POS	'
s	JJ	<unknown>
grand	JJ	grand
challenges	NNS	challenge
—	:	-
it	PP	it
isn	NNS	<unknown>
'	POS	'
t	NN	t
technology	NN	technology
,	,	,
it	PP	it
isn	NNS	<unknown>
'	POS	'
t	NN	t
money	NN	money
,	,	,
it	PP	it
'	POS	'
s	NN	S
only	RB	only
one	CD	one
thing	NN	thing
—	:	-
it	PP	it
'	POS	'
s	NN	S
the	DT	the
committed	JJ	committed
,	,	,
passionate	JJ	passionate
human	JJ	human
mind	NN	mind
.	SENT	.
