Hi	NP	Hi
on	IN	on
the	DT	the
end	NN	end
,	,	,
he	PP	he
'	POS	'
s	NN	S
from	IN	from
the	DT	the
very	RB	very
recent	JJ	recent
past	NN	past
.	SENT	.
There	EX	there
'	''	'
s	VBG	<unknown>
our	PP$	our
Employees	NNS	employee
of	IN	of
the	DT	the
Month	NN	month
,	,	,
including	VBG	include
Genghis	NP	Genghis
Khan	NP	Khan
,	,	,
Charles	NP	Charles
Dickens	NP	Dickens
.	SENT	.
Some	DT	some
great	JJ	great
people	NNS	people
have	VBP	have
come	VBN	come
up	RP	up
through	IN	through
our	PP$	our
ranks	NNS	rank
.	SENT	.
This	DT	this
is	VBZ	be
our	PP$	our
kind	NN	kind
of	IN	of
pharmacy	NN	pharmacy
section	NN	section
.	SENT	.
We	PP	we
have	VBP	have
some	DT	some
patent	NN	patent
medicines	NNS	medicine
,	,	,
Canopic	JJ	Canopic
jars	NNS	jar
for	IN	for
your	PP$	your
organs	NNS	organ
,	,	,
communist	JJ	communist
soap	NN	soap
that	WDT	that
says	VBZ	say
,	,	,
"	``	"
This	DT	this
is	VBZ	be
your	PP$	your
soap	NN	soap
for	IN	for
the	DT	the
year	NN	year
.	SENT	.
"	``	"
Our	PP$	our
slushy	JJ	slushy
machine	NN	machine
broke	VBD	break
on	IN	on
the	DT	the
opening	NN	opening
night	NN	night
and	CC	and
we	PP	we
didn	NP	<unknown>
'	POS	'
t	NN	t
know	VBP	know
what	WP	what
to	TO	to
do	VB	do
.	SENT	.
Our	PP$	our
architect	NN	architect
was	VBD	be
covered	VBN	cover
in	IN	in
red	JJ	red
syrup	NN	syrup
.	SENT	.
It	PP	it
looked	VBD	look
like	IN	like
he	PP	he
had	VBD	have
just	RB	just
murdered	VBN	murder
somebody	NN	somebody
,	,	,
which	WDT	which
it	PP	it
was	VBD	be
not	RB	not
out	RB	out
of	IN	of
the	DT	the
question	NN	question
for	IN	for
this	DT	this
particular	JJ	particular
architect	NN	architect
,	,	,
and	CC	and
we	PP	we
didn	NP	<unknown>
'	POS	'
t	NN	t
know	VBP	know
what	WP	what
to	TO	to
do	VB	do
.	SENT	.
It	PP	it
was	VBD	be
going	VBG	go
to	TO	to
be	VB	be
the	DT	the
highlight	NN	highlight
of	IN	of
our	PP$	our
store	NN	store
.	SENT	.
So	RB	so
we	PP	we
just	RB	just
put	VBD	put
that	DT	that
sign	NN	sign
on	IN	on
it	PP	it
that	DT	that
said	VBD	say
,	,	,
"	``	"
Out	RB	out
of	IN	of
order	NN	order
.	SENT	.
Come	VBN	come
back	JJ	back
yesterday	NN	yesterday
.	SENT	.
"	''	"
And	CC	and
that	IN	that
ended	VBN	end
up	IN	up
being	VBG	be
a	DT	a
better	JJR	good
joke	NN	joke
than	IN	than
slushies	NNS	slushy
,	,	,
so	RB	so
we	PP	we
just	RB	just
left	VBD	leave
it	PP	it
there	RB	there
forever	RB	forever
.	SENT	.
Mammoth	JJ	mammoth
Chunks	NNS	chunk
.	SENT	.
These	DT	these
things	NNS	thing
weigh	VBP	weigh
,	,	,
like	VBP	like
,	,	,
seven	CD	seven
pounds	NNS	pound
each	DT	each
.	SENT	.
Barbarian	JJ	barbarian
repellent	NN	repellent
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
full	JJ	full
of	IN	of
salad	NN	salad
and	CC	and
potpourri	NN	potpourri
—	:	-
things	NNS	thing
that	WDT	that
barbarians	NNS	barbarian
hate	VBP	hate
.	SENT	.
Dead	JJ	dead
languages	NNS	language
.	SENT	.
Leeches	NNS	leech
,	,	,
nature	NN	nature
'	POS	'
s	JJ	<unknown>
tiny	JJ	tiny
doctors	NNS	doctor
.	SENT	.
And	CC	and
Viking	NN	Viking
Odorant	JJ	odorant
,	,	,
which	WDT	which
comes	VBZ	come
in	IN	in
lots	NNS	lot
of	IN	of
great	JJ	great
scents	NNS	scent
:	:	:
toenails	NNS	toenail
,	,	,
sweat	NN	sweat
and	CC	and
rotten	JJ	rotten
vegetables	NNS	vegetable
,	,	,
pyre	NN	pyre
ash	NN	ash
.	SENT	.
Because	IN	because
we	PP	we
believe	VBP	believe
that	IN	that
Axe	NP	Axe
Body	NP	Body
Spray	NP	Spray
is	VBZ	be
something	NN	something
that	IN	that
you	PP	you
should	MD	should
only	RB	only
find	VB	find
on	IN	on
the	DT	the
battlefield	NN	battlefield
,	,	,
not	RB	not
under	IN	under
your	PP$	your
arms	NNS	arm
.	SENT	.
And	CC	and
these	DT	these
are	VBP	be
robot	NN	robot
emotion	NN	emotion
chips	NNS	chip
,	,	,
so	RB	so
robots	NNS	robot
can	MD	can
feel	VB	feel
love	NN	love
or	CC	or
fear	NN	fear
.	SENT	.
Our	PP$	our
biggest	JJS	big
seller	NN	seller
is	VBZ	be
Schadenfreude	NP	<unknown>
,	,	,
which	WDT	which
we	PP	we
did	VBD	do
not	RB	not
expect	VB	expect
.	SENT	.
We	PP	we
did	VBD	do
not	RB	not
think	VB	think
that	WDT	that
was	VBD	be
going	VBG	go
to	TO	to
happen	VB	happen
.	SENT	.
But	CC	but
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
nonprofit	JJ	nonprofit
behind	IN	behind
it	PP	it
,	,	,
and	CC	and
kids	NNS	kid
go	VBP	go
through	IN	through
a	DT	a
door	NN	door
that	WDT	that
says	VBZ	say
"	``	"
Employees	NNS	employee
Only	RB	only
"	''	"
and	CC	and
they	PP	they
end	VBP	end
up	RP	up
in	IN	in
this	DT	this
space	NN	space
where	WRB	where
they	PP	they
do	VBP	do
homework	NN	homework
and	CC	and
write	VB	write
stories	NNS	story
and	CC	and
make	VB	make
films	NNS	film
and	CC	and
this	DT	this
is	VBZ	be
a	DT	a
book	NN	book
release	NN	release
party	NN	party
where	WRB	where
kids	NNS	kid
will	MD	will
read	VB	read
.	SENT	.
There	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
quarterly	NN	quarterly
that	RB	that
'	POS	'
s	NNS	<unknown>
published	VBN	publish
with	IN	with
just	RB	just
writing	VBG	write
that	DT	that
'	''	'
s	NNS	<unknown>
done	VBN	do
by	IN	by
the	DT	the
kids	NNS	kid
who	WP	who
come	VBP	come
every	DT	every
day	NN	day
after	IN	after
school	NN	school
,	,	,
and	CC	and
we	PP	we
have	VBP	have
release	NN	release
parties	NNS	party
and	CC	and
they	PP	they
eat	VBP	eat
cake	NN	cake
and	CC	and
read	VB	read
for	IN	for
their	PP$	their
parents	NNS	parent
and	CC	and
drink	VB	drink
milk	VB	milk
out	RP	out
of	IN	of
champagne	NN	champagne
glasses	NNS	glass
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
a	DT	a
very	RB	very
special	JJ	special
space	NN	space
,	,	,
because	IN	because
it	PP	it
'	POS	'
s	NN	S
this	DT	this
weird	JJ	weird
space	NN	space
in	IN	in
the	DT	the
front	NN	front
.	SENT	.
The	DT	the
joke	NN	joke
isn	NN	isn
'	POS	'
t	NN	t
a	DT	a
joke	NN	joke
.	SENT	.
You	PP	you
can	MD	can
'	''	'
t	NN	t
find	VB	find
the	DT	the
seams	NNS	seam
on	IN	on
the	DT	the
fiction	NN	fiction
,	,	,
and	CC	and
I	PP	I
love	VBP	love
that	RB	that
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
this	DT	this
little	JJ	little
bit	NN	bit
of	IN	of
fiction	NN	fiction
that	RB	that
'	POS	'
s	NN	S
colonized	VBD	colonize
the	DT	the
real	JJ	real
world	NN	world
.	SENT	.
I	PP	I
see	VBP	see
it	PP	it
as	IN	as
kind	NN	kind
of	IN	of
a	DT	a
book	NN	book
in	IN	in
three	CD	three
dimensions	NNS	dimension
.	SENT	.
There	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
term	NN	term
called	VBD	call
metafiction	NN	metafiction
,	,	,
and	CC	and
that	IN	that
'	POS	'
s	JJ	<unknown>
just	JJ	just
stories	NNS	story
about	IN	about
stories	NNS	story
,	,	,
and	CC	and
meta	NP	Meta
'	POS	'
s	NNS	<unknown>
having	VBG	have
a	DT	a
moment	NN	moment
now	RB	now
.	SENT	.
Its	PP$	its
last	JJ	last
big	JJ	big
moment	NN	moment
was	VBD	be
probably	RB	probably
in	IN	in
the	DT	the
1960s	NNS	1960s
with	IN	with
novelists	NNS	novelist
like	IN	like
John	NP	John
Barth	NP	Barth
and	CC	and
William	NP	William
Gaddis	NP	Gaddis
,	,	,
but	CC	but
it	PP	it
'	POS	'
s	RB	<unknown>
been	VBN	be
around	RB	around
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
almost	RB	almost
as	RB	as
old	JJ	old
as	IN	as
storytelling	NN	storytelling
itself	PP	itself
.	SENT	.
And	CC	and
one	CD	one
metafictive	JJ	metafictive
technique	NN	technique
is	VBZ	be
breaking	VBG	break
the	DT	the
fourth	JJ	fourth
wall	NN	wall
.	SENT	.
Right	RB	right
?	SENT	?
It	PP	it
'	POS	'
s	NN	S
when	WRB	when
an	DT	an
actor	NN	actor
will	MD	will
turn	VB	turn
to	TO	to
the	DT	the
audience	NN	audience
and	CC	and
say	VB	say
,	,	,
"	``	"
I	PP	I
am	VBP	be
an	DT	an
actor	NN	actor
,	,	,
these	DT	these
are	VBP	be
just	RB	just
rafters	NNS	rafter
.	SENT	.
"	''	"
And	CC	and
even	RB	even
that	IN	that
supposedly	RB	supposedly
honest	JJ	honest
moment	NN	moment
,	,	,
I	PP	I
would	MD	would
argue	VB	argue
,	,	,
is	VBZ	be
in	IN	in
service	NN	service
of	IN	of
the	DT	the
lie	NN	lie
,	,	,
but	CC	but
it	PP	it
'	POS	'
s	NNS	<unknown>
supposed	VBN	suppose
to	TO	to
foreground	NN	foreground
the	DT	the
artificiality	NN	artificiality
of	IN	of
the	DT	the
fiction	NN	fiction
.	SENT	.
For	IN	for
me	PP	me
,	,	,
I	PP	I
kind	RB	kind
of	IN	of
prefer	VB	prefer
the	DT	the
opposite	NN	opposite
.	SENT	.
If	IN	if
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
break	VB	break
down	RP	down
the	DT	the
fourth	JJ	fourth
wall	NN	wall
,	,	,
I	PP	I
want	VBP	want
fiction	NN	fiction
to	TO	to
escape	VB	escape
and	CC	and
come	VB	come
into	IN	into
the	DT	the
real	JJ	real
world	NN	world
.	SENT	.
I	PP	I
want	VBP	want
a	DT	a
book	NN	book
to	TO	to
be	VB	be
a	DT	a
secret	JJ	secret
door	NN	door
that	WDT	that
opens	VBZ	open
and	CC	and
lets	VBZ	let
the	DT	the
stories	NNS	story
out	RP	out
into	IN	into
reality	NN	reality
.	SENT	.
And	CC	and
so	RB	so
I	PP	I
try	VBP	try
to	TO	to
do	VB	do
this	DT	this
in	IN	in
my	PP$	my
books	NNS	book
.	SENT	.
And	CC	and
here	RB	here
'	POS	'
s	NN	S
just	RB	just
one	CD	one
example	NN	example
.	SENT	.
This	DT	this
is	VBZ	be
the	DT	the
first	JJ	first
book	NN	book
that	IN	that
I	PP	I
ever	RB	ever
made	VBD	make
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
called	VBD	call
"	``	"
Billy	NP	Billy
Twitters	NNS	twitter
and	CC	and
his	PP$	his
Blue	JJ	blue
Whale	NN	whale
Problem	NN	problem
.	SENT	.
"	``	"
And	CC	and
it	PP	it
'	POS	'
s	NN	S
about	IN	about
a	DT	a
kid	NN	kid
who	WP	who
gets	VBZ	get
a	DT	a
blue	JJ	blue
whale	NN	whale
as	IN	as
a	DT	a
pet	NN	pet
but	CC	but
it	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
punishment	NN	punishment
and	CC	and
it	PP	it
ruins	VBZ	ruin
his	PP$	his
life	NN	life
.	SENT	.
So	IN	so
it	PP	it
'	POS	'
s	NN	S
delivered	VBD	deliver
overnight	RB	overnight
by	IN	by
FedUp	NP	<unknown>
.	SENT	.
And	CC	and
he	PP	he
has	VBZ	have
to	TO	to
take	VB	take
it	PP	it
to	TO	to
school	NN	school
with	IN	with
him	PP	him
.	SENT	.
He	PP	he
lives	VBZ	live
in	IN	in
San	NP	San
Francisco	NP	Francisco
—	:	-
very	RB	very
tough	JJ	tough
city	NN	city
to	TO	to
own	VB	own
a	DT	a
blue	JJ	blue
whale	NN	whale
in	IN	in
.	SENT	.
A	DT	a
lot	NN	lot
of	IN	of
hills	NNS	hill
,	,	,
real	JJ	real
estate	NN	estate
is	VBZ	be
at	IN	at
a	DT	a
premium	NN	premium
.	SENT	.
This	DT	this
market	NN	market
'	POS	'
s	NNS	<unknown>
crazy	JJ	crazy
,	,	,
everybody	NN	everybody
.	SENT	.
But	CC	but
underneath	IN	underneath
the	DT	the
jacket	NN	jacket
is	VBZ	be
this	DT	this
case	NN	case
,	,	,
and	CC	and
that	IN	that
'	POS	'
s	NNS	<unknown>
the	DT	the
cover	NN	cover
underneath	IN	underneath
the	DT	the
book	NN	book
,	,	,
the	DT	the
jacket	NN	jacket
,	,	,
and	CC	and
there	EX	there
'	''	'
s	VBG	<unknown>
an	DT	an
ad	NN	ad
that	WDT	that
offers	VBZ	offer
a	DT	a
free	JJ	free
30-day	JJ	30-day
risk-free	JJ	risk-free
trial	NN	trial
for	IN	for
a	DT	a
blue	JJ	blue
whale	NN	whale
.	SENT	.
And	CC	and
you	PP	you
can	MD	can
just	RB	just
send	VB	send
in	IN	in
a	DT	a
self-addressed	JJ	self-addressed
stamped	VBN	stamp
envelope	NN	envelope
and	CC	and
we	PP	we
'	POS	'
ll	NNS	<unknown>
send	VBP	send
you	PP	you
a	DT	a
whale	NN	whale
.	SENT	.
And	CC	and
kids	NNS	kid
do	VBP	do
write	VB	write
in	IN	in
.	SENT	.
So	RB	so
here	RB	here
'	''	'
s	VBG	<unknown>
a	DT	a
letter	NN	letter
.	SENT	.
It	PP	it
says	VBZ	say
,	,	,
"	``	"
Dear	NP	Dear
people	NNS	people
,	,	,
I	PP	I
bet	VBD	bet
you	PP	you
10	CD	@card@
bucks	NNS	buck
you	PP	you
won	VBD	win
'	''	'
t	NN	t
send	VB	send
me	PP	me
a	DT	a
blue	JJ	blue
whale	NN	whale
.	SENT	.
Eliot	NP	Eliot
Gannon	NP	Gannon
.	SENT	.
"	''	"
So	RB	so
what	WP	what
Eliot	NP	Eliot
and	CC	and
the	DT	the
other	JJ	other
kids	NNS	kid
who	WP	who
send	VBP	send
these	DT	these
in	RB	in
get	VBP	get
back	RB	back
is	VBZ	be
a	DT	a
letter	NN	letter
in	IN	in
very	RB	very
small	JJ	small
print	NN	print
from	IN	from
a	DT	a
Norwegian	JJ	Norwegian
law	NN	law
firm	NN	firm
—	:	-
—	:	-
that	WDT	that
says	VBZ	say
that	IN	that
due	JJ	due
to	TO	to
a	DT	a
change	NN	change
in	IN	in
customs	NNS	custom
laws	NNS	law
,	,	,
their	PP$	their
whale	NN	whale
has	VBZ	have
been	VBN	be
held	VBN	hold
up	RP	up
in	IN	in
Sognefjord	NP	<unknown>
,	,	,
which	WDT	which
is	VBZ	be
a	DT	a
very	RB	very
lovely	JJ	lovely
fjord	NN	fjord
,	,	,
and	CC	and
then	RB	then
it	PP	it
just	RB	just
kind	RB	kind
of	IN	of
talks	NNS	talk
about	IN	about
Sognefjord	NP	<unknown>
and	CC	and
Norwegian	JJ	Norwegian
food	NN	food
for	IN	for
a	DT	a
little	JJ	little
while	NN	while
.	SENT	.
It	PP	it
digresses	VBZ	digress
.	SENT	.
But	CC	but
it	PP	it
finishes	VBZ	finish
off	RP	off
by	IN	by
saying	VBG	say
that	IN	that
your	PP$	your
whale	NN	whale
would	MD	would
love	VB	love
to	TO	to
hear	VB	hear
from	IN	from
you	PP	you
.	SENT	.
He	PP	he
'	POS	'
s	NN	S
got	VBD	get
a	DT	a
phone	NN	phone
number	NN	number
,	,	,
and	CC	and
you	PP	you
can	MD	can
call	VB	call
and	CC	and
leave	VB	leave
him	PP	him
a	DT	a
message	NN	message
.	SENT	.
And	CC	and
when	WRB	when
you	PP	you
call	VBP	call
and	CC	and
leave	VBP	leave
him	PP	him
a	DT	a
message	NN	message
,	,	,
you	PP	you
just	RB	just
,	,	,
on	IN	on
the	DT	the
outgoing	JJ	outgoing
message	NN	message
,	,	,
it	PP	it
'	POS	'
s	NN	S
just	RB	just
whale	NN	whale
sounds	NNS	sound
and	CC	and
then	RB	then
a	DT	a
beep	NN	beep
,	,	,
which	WDT	which
actually	RB	actually
sounds	VBZ	sound
a	DT	a
lot	NN	lot
like	IN	like
a	DT	a
whale	NN	whale
sound	NN	sound
.	SENT	.
And	CC	and
they	PP	they
get	VBP	get
a	DT	a
picture	NN	picture
of	IN	of
their	PP$	their
whale	NN	whale
too	RB	too
.	SENT	.
So	RB	so
this	DT	this
is	VBZ	be
Randolph	NP	Randolph
,	,	,
and	CC	and
Randolph	NP	Randolph
belongs	VBZ	belong
to	TO	to
a	DT	a
kid	NN	kid
named	VBN	name
Nico	NP	Nico
who	WP	who
was	VBD	be
one	CD	one
of	IN	of
the	DT	the
first	JJ	first
kids	NNS	kid
to	TO	to
ever	RB	ever
call	VB	call
in	IN	in
,	,	,
and	CC	and
I	PP	I
'	POS	'
ll	NNS	<unknown>
play	VBP	play
you	PP	you
some	DT	some
of	IN	of
Nico	NP	Nico
'	POS	'
s	NN	S
message	NN	message
.	SENT	.
This	DT	this
is	VBZ	be
the	DT	the
first	JJ	first
message	NN	message
I	PP	I
ever	RB	ever
got	VBD	get
from	IN	from
Nico	NP	Nico
.	SENT	.
Nico	NP	Nico
:	:	:
Hello	UH	hello
,	,	,
this	DT	this
is	VBZ	be
Nico	NP	Nico
.	SENT	.
I	PP	I
am	VBP	be
your	PP$	your
owner	NN	owner
,	,	,
Randolph	NP	Randolph
.	SENT	.
Hello	UH	hello
.	SENT	.
So	RB	so
this	DT	this
is	VBZ	be
the	DT	the
first	JJ	first
time	NN	time
I	PP	I
can	MD	can
ever	RB	ever
talk	VB	talk
to	TO	to
you	PP	you
,	,	,
and	CC	and
I	PP	I
might	MD	might
talk	VB	talk
to	TO	to
you	PP	you
soon	RB	soon
another	DT	another
day	NN	day
.	SENT	.
Bye	NP	Bye
.	SENT	.
Mac	NP	Mac
Barnett	NP	Barnett
:	:	:
So	RB	so
Nico	NP	Nico
called	VBD	call
back	RB	back
,	,	,
like	VB	like
,	,	,
an	DT	an
hour	NN	hour
later	RBR	later
.	SENT	.
And	CC	and
here	RB	here
'	''	'
s	VBG	<unknown>
another	DT	another
one	CD	one
of	IN	of
Nico	NP	Nico
'	POS	'
s	NN	S
messages	NNS	message
.	SENT	.
Nico	NP	Nico
:	:	:
Hello	UH	hello
,	,	,
Randolph	NP	Randolph
,	,	,
this	DT	this
is	VBZ	be
Nico	NP	Nico
.	SENT	.
I	PP	I
haven	NN	haven
'	POS	'
t	NN	t
talked	VBD	talk
to	TO	to
you	PP	you
for	IN	for
a	DT	a
long	JJ	long
time	NN	time
,	,	,
but	CC	but
I	PP	I
talked	VBD	talk
to	TO	to
you	PP	you
on	IN	on
Saturday	NP	Saturday
or	CC	or
Sunday	NP	Sunday
,	,	,
yeah	RB	yeah
,	,	,
Saturday	NP	Saturday
or	CC	or
Sunday	NP	Sunday
,	,	,
so	RB	so
now	RB	now
I	NP	I
'	POS	'
m	NN	m
calling	VBG	call
you	PP	you
again	RB	again
to	TO	to
say	VB	say
hello	NN	hello
and	CC	and
I	PP	I
wonder	VBP	wonder
what	WP	what
you	PP	you
'	POS	'
re	NN	re
doing	VBG	do
right	RB	right
now	RB	now
,	,	,
and	CC	and
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
probably	RB	probably
call	VB	call
you	PP	you
again	RB	again
tomorrow	NN	tomorrow
or	CC	or
today	NN	today
,	,	,
so	IN	so
I	PP	I
'	POS	'
ll	NNS	<unknown>
talk	VBP	talk
to	TO	to
you	PP	you
later	RBR	later
.	SENT	.
Bye	NP	Bye
.	SENT	.
MB	NP	MB
:	:	:
So	RB	so
he	PP	he
did	VBD	do
,	,	,
he	PP	he
called	VBD	call
back	RB	back
that	DT	that
day	NN	day
again	RB	again
.	SENT	.
He	PP	he
'	POS	'
s	NN	S
left	VBD	leave
over	IN	over
25	CD	@card@
messages	NNS	message
for	IN	for
Randolph	NP	Randolph
over	IN	over
four	CD	four
years	NNS	year
.	SENT	.
You	PP	you
find	VBP	find
out	RP	out
all	DT	all
about	IN	about
him	PP	him
and	CC	and
the	DT	the
grandma	NN	grandma
that	IN	that
he	PP	he
loves	VBZ	love
and	CC	and
the	DT	the
grandma	NN	grandma
that	IN	that
he	PP	he
likes	VBZ	like
a	DT	a
little	JJ	little
bit	NN	bit
less	RBR	less
—	:	-
—	:	-
and	CC	and
the	DT	the
crossword	NN	crossword
puzzles	VBZ	puzzle
that	IN	that
he	PP	he
does	VBZ	do
,	,	,
and	CC	and
this	DT	this
is	VBZ	be
—	:	-
I	PP	I
'	POS	'
ll	NNS	<unknown>
play	VBP	play
you	PP	you
one	CD	one
more	JJR	more
message	NN	message
from	IN	from
Nico	NP	Nico
.	SENT	.
This	DT	this
is	VBZ	be
the	DT	the
Christmas	NP	Christmas
message	NN	message
from	IN	from
Nico	NP	Nico
.	SENT	.
[	SYM	[
Beep	NN	beep
]	SYM	]
Nico	NP	Nico
:	:	:
Hello	UH	hello
,	,	,
Randolph	NP	Randolph
,	,	,
sorry	JJ	sorry
I	NP	I
haven	NN	haven
'	POS	'
t	NN	t
talked	VBD	talk
to	TO	to
you	PP	you
in	IN	in
a	DT	a
long	JJ	long
time	NN	time
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
just	RB	just
that	IN	that
I	NP	I
'	POS	'
ve	RB	<unknown>
been	VBN	be
so	RB	so
busy	JJ	busy
because	IN	because
school	NN	school
started	VBD	start
,	,	,
as	IN	as
you	PP	you
might	MD	might
not	RB	not
know	VB	know
,	,	,
probably	RB	probably
,	,	,
since	IN	since
you	PP	you
'	''	'
re	IN	re
a	DT	a
whale	NN	whale
,	,	,
you	PP	you
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
,	,	,
and	CC	and
I	PP	I
'	POS	'
m	NN	m
calling	VBG	call
you	PP	you
to	TO	to
just	RB	just
say	VB	say
,	,	,
to	TO	to
wish	VB	wish
you	PP	you
a	DT	a
merry	JJ	merry
Christmas	NP	Christmas
.	SENT	.
So	RB	so
have	VBP	have
a	DT	a
nice	JJ	nice
Christmas	NP	Christmas
,	,	,
and	CC	and
bye-bye	NN	bye-bye
,	,	,
Randolph	NP	Randolph
.	SENT	.
Goodbye	NN	goodbye
.	SENT	.
MB	NP	MB
:	:	:
I	PP	I
actually	RB	actually
got	VBD	get
Nico	NP	Nico
,	,	,
I	NP	I
hadn	NP	<unknown>
'	POS	'
t	NN	t
heard	VBD	hear
from	IN	from
in	IN	in
18	CD	@card@
months	NNS	month
,	,	,
and	CC	and
he	PP	he
just	RB	just
left	VBD	leave
a	DT	a
message	NN	message
two	CD	two
days	NNS	day
ago	RB	ago
.	SENT	.
His	PP$	his
voice	NN	voice
is	VBZ	be
completely	RB	completely
different	JJ	different
,	,	,
but	CC	but
he	PP	he
put	VBD	put
his	PP$	his
babysitter	NN	babysitter
on	IN	on
the	DT	the
phone	NN	phone
,	,	,
and	CC	and
she	PP	she
was	VBD	be
very	RB	very
nice	JJ	nice
to	TO	to
Randolph	NP	Randolph
as	IN	as
well	RB	well
.	SENT	.
But	CC	but
Nico	NP	Nico
'	POS	'
s	NN	S
the	DT	the
best	JJS	good
reader	NN	reader
I	PP	I
could	MD	could
hope	VB	hope
for	IN	for
.	SENT	.
I	PP	I
would	MD	would
want	VB	want
anyone	NN	anyone
I	PP	I
was	VBD	be
writing	VBG	write
for	IN	for
to	TO	to
be	VB	be
in	IN	in
that	DT	that
place	NN	place
emotionally	RB	emotionally
with	IN	with
the	DT	the
things	NNS	thing
that	WDT	that
I	PP	I
create	VBP	create
.	SENT	.
I	PP	I
feel	VBP	feel
lucky	JJ	lucky
.	SENT	.
Kids	NNS	kid
like	IN	like
Nico	NP	Nico
are	VBP	be
the	DT	the
best	JJS	good
readers	NNS	reader
,	,	,
and	CC	and
they	PP	they
deserve	VBP	deserve
the	DT	the
best	JJS	good
stories	NNS	story
we	PP	we
can	MD	can
give	VB	give
them	PP	them
.	SENT	.
Thank	VB	thank
you	PP	you
very	RB	very
much	RB	much
.	SENT	.
