As	IN	as
with	IN	with
the	DT	the
same	JJ	same
axis	NN	axis
,	,	,
indefinitely	RB	indefinitely
.	SENT	.
Hubble	NP	Hubble
kind	NN	kind
of	IN	of
rotates	VBZ	rotate
around	IN	around
them	PP	them
,	,	,
and	CC	and
so	RB	so
it	PP	it
can	MD	can
orient	VB	orient
itself	PP	itself
.	SENT	.
So	IN	so
the	DT	the
same	JJ	same
little	JJ	little
physical	JJ	physical
law	NN	law
we	PP	we
can	MD	can
play	VB	play
with	IN	with
in	IN	in
the	DT	the
kitchen	NN	kitchen
and	CC	and
use	NN	use
,	,	,
also	RB	also
explains	VBZ	explain
what	WP	what
makes	VBZ	make
possible	JJ	possible
some	DT	some
of	IN	of
the	DT	the
most	RBS	most
advanced	JJ	advanced
technology	NN	technology
of	IN	of
our	PP$	our
time	NN	time
.	SENT	.
So	RB	so
this	DT	this
is	VBZ	be
the	DT	the
fun	NN	fun
bit	NN	bit
of	IN	of
physics	NNS	physic
,	,	,
that	WDT	that
you	PP	you
learn	VBP	learn
these	DT	these
patterns	NNS	pattern
and	CC	and
then	RB	then
you	PP	you
can	MD	can
apply	VB	apply
them	PP	them
again	RB	again
and	CC	and
again	RB	again
and	CC	and
again	RB	again
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
really	RB	really
rewarding	JJ	rewarding
when	WRB	when
you	PP	you
spot	VBP	spot
them	PP	them
in	IN	in
new	JJ	new
places	NNS	place
.	SENT	.
This	DT	this
is	VBZ	be
the	DT	the
fun	NN	fun
of	IN	of
physics	NNS	physic
.	SENT	.
I	PP	I
have	VBP	have
shown	VBN	show
that	IN	that
egg	NN	egg
video	NN	video
to	TO	to
an	DT	an
audience	NN	audience
full	JJ	full
of	IN	of
businesspeople	NN	businesspeople
once	RB	once
and	CC	and
they	PP	they
were	VBD	be
all	RB	all
dressed	VBN	dress
up	RP	up
very	RB	very
smartly	RB	smartly
and	CC	and
trying	VBG	try
to	TO	to
impress	VB	impress
their	PP$	their
bosses	NNS	boss
.	SENT	.
And	CC	and
I	PP	I
was	VBD	be
running	VBG	run
out	RP	out
of	IN	of
time	NN	time
,	,	,
so	RB	so
I	PP	I
showed	VBD	show
the	DT	the
egg	NN	egg
video	NN	video
and	CC	and
then	RB	then
said	VBD	say
,	,	,
"	``	"
Well	UH	well
,	,	,
you	PP	you
can	MD	can
work	VB	work
it	PP	it
out	RP	out
,	,	,
and	CC	and
ask	VB	ask
me	PP	me
afterwards	RB	afterwards
to	TO	to
check	VB	check
.	SENT	.
"	``	"
Then	RB	then
I	PP	I
left	VBD	leave
the	DT	the
stage	NN	stage
.	SENT	.
And	CC	and
I	PP	I
had	VBD	have
,	,	,
literally	RB	literally
,	,	,
middle-aged	JJ	middle-aged
grown	JJ	grown
men	NNS	man
tugging	VBG	tug
on	IN	on
my	PP$	my
sleeve	NN	sleeve
afterwards	RB	afterwards
,	,	,
saying	VBG	say
,	,	,
"	``	"
Is	VBZ	be
it	PP	it
this	DT	this
?	SENT	?
Is	VBZ	be
it	PP	it
this	DT	this
?	SENT	?
"	``	"
And	CC	and
when	WRB	when
I	PP	I
said	VBD	say
,	,	,
"	``	"
Yes	UH	yes
.	SENT	.
"	''	"
They	PP	they
went	VBD	go
,	,	,
"	``	"
Yes	UH	yes
!	SENT	!
"	''	"
The	DT	the
joy	NN	joy
that	IN	that
you	PP	you
get	VBP	get
from	IN	from
spotting	VBG	spot
these	DT	these
patterns	NNS	pattern
doesn	NN	<unknown>
'	POS	'
t	NN	t
go	VB	go
away	RB	away
when	WRB	when
you	PP	you
'	POS	'
re	NN	re
an	DT	an
adult	NN	adult
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	NN	S
really	RB	really
important	JJ	important
,	,	,
because	IN	because
physics	NN	physics
is	VBZ	be
all	RB	all
about	IN	about
patterns	NNS	pattern
,	,	,
and	CC	and
a	DT	a
small	JJ	small
number	NN	number
of	IN	of
patterns	NNS	pattern
give	VBP	give
you	PP	you
access	VB	access
to	TO	to
almost	RB	almost
all	RB	all
of	IN	of
the	DT	the
physics	NN	physics
in	IN	in
our	PP$	our
everyday	JJ	everyday
world	NN	world
.	SENT	.
The	DT	the
thing	NN	thing
that	RB	that
'	POS	'
s	JJ	<unknown>
best	JJS	good
about	IN	about
this	DT	this
is	VBZ	be
it	PP	it
involves	VBZ	involve
playing	VBG	play
with	IN	with
toys	NNS	toy
.	SENT	.
Things	NNS	thing
like	IN	like
the	DT	the
egg	NN	egg
shouldn	NN	<unknown>
'	''	'
t	NN	t
be	VB	be
dismissed	VBN	dismiss
as	IN	as
the	DT	the
mundane	JJ	mundane
little	JJ	little
things	NNS	thing
that	IN	that
we	PP	we
just	RB	just
give	VBP	give
the	DT	the
kids	NNS	kid
to	TO	to
play	VB	play
with	IN	with
on	IN	on
a	DT	a
Saturday	NP	Saturday
afternoon	NN	afternoon
to	TO	to
keep	VB	keep
them	PP	them
quiet	JJ	quiet
.	SENT	.
This	DT	this
is	VBZ	be
the	DT	the
stuff	NN	stuff
that	IN	that
actually	RB	actually
really	RB	really
matters	VBZ	matter
,	,	,
because	IN	because
this	DT	this
is	VBZ	be
the	DT	the
laws	NNS	law
of	IN	of
the	DT	the
universe	NN	universe
and	CC	and
it	PP	it
applies	VBZ	apply
to	TO	to
eggs	NNS	egg
and	CC	and
toast	NN	toast
falling	VBG	fall
butter-side	NN	<unknown>
down	RB	down
and	CC	and
all	DT	all
sorts	NNS	sort
of	IN	of
other	JJ	other
things	NNS	thing
,	,	,
just	RB	just
as	RB	as
much	JJ	much
as	IN	as
it	PP	it
applies	VBZ	apply
to	TO	to
modern	JJ	modern
technology	NN	technology
and	CC	and
anything	NN	anything
else	RB	else
that	RB	that
'	''	'
s	NNS	<unknown>
going	VBG	go
on	IN	on
in	IN	in
the	DT	the
world	NN	world
.	SENT	.
So	RB	so
I	PP	I
think	VBP	think
we	PP	we
should	MD	should
play	VB	play
with	IN	with
these	DT	these
patterns	NNS	pattern
.	SENT	.
Basically	RB	basically
,	,	,
there	EX	there
are	VBP	be
a	DT	a
small	JJ	small
number	NN	number
of	IN	of
concepts	NNS	concept
that	IN	that
you	PP	you
can	MD	can
become	VB	become
familiar	JJ	familiar
with	IN	with
using	VBG	use
things	NNS	thing
in	IN	in
your	PP$	your
kitchen	NN	kitchen
,	,	,
that	WDT	that
are	VBP	be
really	RB	really
useful	JJ	useful
for	IN	for
life	NN	life
in	IN	in
the	DT	the
outside	JJ	outside
world	NN	world
.	SENT	.
If	IN	if
you	PP	you
want	VBP	want
to	TO	to
learn	VB	learn
about	IN	about
thermodynamics	NNS	thermodynamics
,	,	,
a	DT	a
duck	NN	duck
is	VBZ	be
a	DT	a
good	JJ	good
place	NN	place
to	TO	to
start	VB	start
,	,	,
for	IN	for
example	NN	example
,	,	,
why	WRB	why
their	PP$	their
feet	NNS	foot
don	NN	don
'	POS	'
t	NN	t
get	VB	get
cold	JJ	cold
.	SENT	.
Once	IN	once
you	PP	you
'	POS	'
ve	NN	ve
got	VBD	get
a	DT	a
bit	NN	bit
of	IN	of
thermodynamics	NNS	thermodynamics
with	IN	with
the	DT	the
duck	NN	duck
,	,	,
you	PP	you
can	MD	can
also	RB	also
explain	VB	explain
fridges	NNS	fridge
.	SENT	.
Magnets	NNS	magnet
that	IN	that
you	PP	you
can	MD	can
play	VB	play
with	IN	with
in	IN	in
your	PP$	your
kitchen	NN	kitchen
get	VB	get
you	PP	you
to	TO	to
wind	VB	wind
turbines	NNS	turbine
and	CC	and
modern	JJ	modern
energy	NN	energy
generation	NN	generation
.	SENT	.
Raisins	NNS	raisin
in	RB	in
[	SYM	[
fizzy	JJ	fizzy
]	SYM	]
lemonade	NN	lemonade
,	,	,
which	WDT	which
is	VBZ	be
always	RB	always
a	DT	a
good	JJ	good
thing	NN	thing
to	TO	to
play	VB	play
with	IN	with
.	SENT	.
If	IN	if
you	PP	you
'	POS	'
re	NN	re
at	IN	at
a	DT	a
boring	JJ	boring
party	NN	party
,	,	,
fish	VB	fish
some	DT	some
raisins	NNS	raisin
out	RP	out
of	IN	of
the	DT	the
bar	NN	bar
snacks	NNS	snack
,	,	,
put	VBD	put
them	PP	them
in	IN	in
some	DT	some
lemonade	NN	lemonade
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
got	VBD	get
three	CD	three
consequences	NNS	consequence
.	SENT	.
First	JJ	first
thing	NN	thing
is	VBZ	be
,	,	,
it	PP	it
'	POS	'
s	NN	S
quite	RB	quite
good	JJ	good
to	TO	to
watch	VB	watch
;	:	;
try	VB	try
it	PP	it
.	SENT	.
Secondly	RB	secondly
,	,	,
it	PP	it
sends	VBZ	send
the	DT	the
boring	JJ	boring
people	NNS	people
away	RB	away
.	SENT	.
Thirdly	RB	thirdly
,	,	,
it	PP	it
brings	VBZ	bring
the	DT	the
interesting	JJ	interesting
people	NNS	people
to	TO	to
you	PP	you
.	SENT	.
You	PP	you
win	VBP	win
on	IN	on
all	DT	all
fronts	NNS	front
.	SENT	.
And	CC	and
then	RB	then
there	EX	there
'	''	'
s	NN	S
spin	NN	spin
and	CC	and
gas	NN	gas
laws	NNS	law
and	CC	and
viscosity	NN	viscosity
.	SENT	.
There	EX	there
'	''	'
s	VBG	<unknown>
these	DT	these
little	JJ	little
patterns	NNS	pattern
,	,	,
and	CC	and
they	PP	they
'	POS	'
re	NN	re
right	NN	right
around	IN	around
us	PP	us
everywhere	RB	everywhere
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
fundamentally	RB	fundamentally
democratic	JJ	democratic
,	,	,
right	RB	right
?	SENT	?
Everybody	NN	everybody
has	VBZ	have
access	NN	access
to	TO	to
the	DT	the
same	JJ	same
physics	NN	physics
;	:	;
you	PP	you
don	VBP	don
'	''	'
t	NN	t
need	VBP	need
a	DT	a
big	JJ	big
,	,	,
posh	JJ	posh
lab	NN	lab
.	SENT	.
When	WRB	when
I	PP	I
wrote	VBD	write
the	DT	the
book	NN	book
,	,	,
I	PP	I
had	VBD	have
the	DT	the
chapter	NN	chapter
on	IN	on
spin	NN	spin
.	SENT	.
I	PP	I
had	VBD	have
written	VBN	write
a	DT	a
bit	NN	bit
about	IN	about
toast	NN	toast
falling	VBG	fall
butter-side	NN	<unknown>
down	RB	down
.	SENT	.
I	PP	I
gave	VBD	give
the	DT	the
chapter	NN	chapter
to	TO	to
a	DT	a
friend	NN	friend
of	IN	of
mine	PP	mine
who	WP	who
'	POS	'
s	NN	S
not	RB	not
a	DT	a
scientist	NN	scientist
,	,	,
for	IN	for
him	PP	him
to	TO	to
read	VB	read
and	CC	and
tell	VB	tell
me	PP	me
what	WP	what
he	PP	he
thought	VBD	think
,	,	,
and	CC	and
he	PP	he
took	VBD	take
the	DT	the
chapter	NN	chapter
away	RB	away
.	SENT	.
He	PP	he
was	VBD	be
working	VBG	work
overseas	RB	overseas
.	SENT	.
I	PP	I
got	VBD	get
this	DT	this
text	NN	text
message	NN	message
back	RB	back
from	IN	from
him	PP	him
a	DT	a
couple	NN	couple
of	IN	of
weeks	NNS	week
later	RBR	later
,	,	,
and	CC	and
it	PP	it
said	VBD	say
,	,	,
"	``	"
I	PP	I
'	POS	'
m	NN	m
at	IN	at
breakfast	NN	breakfast
in	IN	in
a	DT	a
posh	JJ	posh
hotel	NN	hotel
in	IN	in
Switzerland	NP	Switzerland
,	,	,
and	CC	and
I	PP	I
really	RB	really
want	VBP	want
to	TO	to
push	VB	push
toast	NN	toast
off	IN	off
the	DT	the
table	NN	table
,	,	,
because	IN	because
I	PP	I
don	NN	don
'	POS	'
t	NN	t
believe	VBP	believe
what	WP	what
you	PP	you
wrote	VBD	write
.	SENT	.
"	''	"
And	CC	and
that	DT	that
was	VBD	be
the	DT	the
good	JJ	good
bit	NN	bit
—	:	-
he	PP	he
doesn	NNS	<unknown>
'	POS	'
t	NN	t
have	VB	have
to	TO	to
.	SENT	.
He	PP	he
can	MD	can
push	VB	push
the	DT	the
toast	NN	toast
off	IN	off
the	DT	the
table	NN	table
and	CC	and
try	VB	try
it	PP	it
for	IN	for
himself	PP	himself
.	SENT	.
And	CC	and
so	RB	so
there	EX	there
'	''	'
s	VBG	<unknown>
two	CD	two
important	JJ	important
things	NNS	thing
to	TO	to
know	VB	know
about	IN	about
science	NN	science
:	:	:
the	DT	the
fundamental	JJ	fundamental
laws	NNS	law
we	PP	we
'	POS	'
ve	NN	ve
learned	VBD	learn
through	IN	through
experience	NN	experience
and	CC	and
experimentation	NN	experimentation
,	,	,
work	NN	work
.	SENT	.
The	DT	the
day	NN	day
we	PP	we
drop	VBP	drop
an	DT	an
apple	NN	apple
and	CC	and
it	PP	it
goes	VBZ	go
up	RP	up
,	,	,
then	RB	then
we	PP	we
'	POS	'
ll	NNS	<unknown>
have	VBP	have
a	DT	a
debate	NN	debate
about	IN	about
gravity	NN	gravity
.	SENT	.
Up	RB	up
to	TO	to
that	DT	that
point	NN	point
,	,	,
we	PP	we
basically	RB	basically
know	VBP	know
how	WRB	how
gravity	NN	gravity
works	NNS	work
,	,	,
and	CC	and
we	PP	we
can	MD	can
learn	VB	learn
the	DT	the
framework	NN	framework
.	SENT	.
Then	RB	then
there	EX	there
'	''	'
s	VBG	<unknown>
the	DT	the
process	NN	process
of	IN	of
experimentation	NN	experimentation
:	:	:
having	VBG	have
confidence	NN	confidence
in	IN	in
things	NNS	thing
,	,	,
trying	VBG	try
things	NNS	thing
out	RP	out
,	,	,
critical	JJ	critical
thinking	NN	thinking
—	:	-
how	WRB	how
we	PP	we
move	VBP	move
science	NN	science
forward	RB	forward
—	:	-
and	CC	and
you	PP	you
can	MD	can
learn	VB	learn
both	DT	both
of	IN	of
those	DT	those
things	NNS	thing
by	IN	by
playing	VBG	play
with	IN	with
toys	NNS	toy
in	IN	in
the	DT	the
everyday	JJ	everyday
world	NN	world
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
really	RB	really
important	JJ	important
,	,	,
because	IN	because
there	EX	there
'	''	'
s	NN	S
all	PDT	all
this	DT	this
talk	NN	talk
about	IN	about
technology	NN	technology
,	,	,
we	PP	we
'	POS	'
ve	NN	ve
heard	VBD	hear
talks	NNS	talk
about	IN	about
quantum	NN	quantum
computing	NN	computing
and	CC	and
all	PDT	all
these	DT	these
mysterious	JJ	mysterious
,	,	,
far-off	JJ	far-off
things	NNS	thing
.	SENT	.
But	CC	but
fundamentally	RB	fundamentally
,	,	,
we	PP	we
still	RB	still
live	VBP	live
in	IN	in
bodies	NNS	body
that	WDT	that
are	VBP	be
about	RB	about
this	DT	this
size	NN	size
,	,	,
we	PP	we
still	RB	still
walk	VBP	walk
about	RB	about
,	,	,
sit	VBP	sit
on	IN	on
chairs	NNS	chair
that	WDT	that
are	VBP	be
about	RB	about
this	DT	this
size	NN	size
,	,	,
we	PP	we
still	RB	still
live	VBP	live
in	IN	in
the	DT	the
physical	JJ	physical
world	NN	world
.	SENT	.
And	CC	and
being	VBG	be
familiar	JJ	familiar
with	IN	with
these	DT	these
concepts	NNS	concept
means	VBZ	mean
we	PP	we
'	''	'
re	IN	re
not	RB	not
helpless	JJ	helpless
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
it	PP	it
'	''	'
s	NNS	<unknown>
really	RB	really
important	JJ	important
that	IN	that
we	PP	we
'	POS	'
re	NN	re
not	RB	not
helpless	JJ	helpless
,	,	,
that	DT	that
society	NN	society
feels	VBZ	feel
it	PP	it
can	MD	can
look	VB	look
at	IN	at
things	NNS	thing
,	,	,
because	IN	because
this	DT	this
isn	NN	isn
'	POS	'
t	NN	t
about	IN	about
knowing	VBG	know
all	PDT	all
the	DT	the
answers	NNS	answer
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
about	IN	about
having	VBG	have
the	DT	the
framework	NN	framework
so	IN	so
you	PP	you
can	MD	can
ask	VB	ask
the	DT	the
right	JJ	right
questions	NNS	question
.	SENT	.
And	CC	and
by	IN	by
playing	VBG	play
with	IN	with
these	DT	these
fundamental	JJ	fundamental
little	JJ	little
things	NNS	thing
in	IN	in
everyday	JJ	everyday
life	NN	life
,	,	,
we	PP	we
gain	VBP	gain
the	DT	the
confidence	NN	confidence
to	TO	to
ask	VB	ask
the	DT	the
right	JJ	right
questions	NNS	question
.	SENT	.
So	RB	so
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
bigger	JJR	big
thing	NN	thing
.	SENT	.
In	IN	in
answer	NN	answer
to	TO	to
Nana	NP	Nana
'	POS	'
s	JJ	<unknown>
question	NN	question
about	IN	about
what	WP	what
can	MD	can
you	PP	you
do	VB	do
when	WRB	when
you	PP	you
know	VBP	know
that	DT	that
—	:	-
because	IN	because
there	EX	there
'	''	'
s	NN	S
lots	NNS	lot
of	IN	of
stuff	NN	stuff
in	IN	in
the	DT	the
everyday	JJ	everyday
world	NN	world
that	IN	that
you	PP	you
can	MD	can
do	VB	do
when	WRB	when
you	PP	you
know	VBP	know
that	IN	that
,	,	,
especially	RB	especially
if	IN	if
you	PP	you
'	POS	'
ve	NN	ve
got	VBD	get
eggs	NNS	egg
in	IN	in
the	DT	the
fridge	NN	fridge
—	:	-
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
much	RB	much
deeper	JJR	deep
answer	NN	answer
.	SENT	.
And	CC	and
so	RB	so
there	EX	there
'	''	'
s	NN	S
all	PDT	all
the	DT	the
fun	NN	fun
and	CC	and
the	DT	the
curiosity	NN	curiosity
that	IN	that
you	PP	you
could	MD	could
have	VB	have
playing	NN	playing
with	IN	with
toys	NNS	toy
.	SENT	.
By	IN	by
the	DT	the
way	NN	way
—	:	-
why	WRB	why
should	MD	should
kids	NNS	kid
have	VBP	have
all	PDT	all
the	DT	the
fun	NN	fun
,	,	,
right	RB	right
?	SENT	?
All	DT	all
of	IN	of
us	PP	us
can	MD	can
have	VB	have
fun	NN	fun
playing	VBG	play
with	IN	with
toys	NNS	toy
,	,	,
and	CC	and
we	PP	we
shouldn	NN	<unknown>
'	''	'
t	NN	t
be	VB	be
embarrassed	VBN	embarrass
about	IN	about
it	PP	it
.	SENT	.
You	PP	you
can	MD	can
blame	VB	blame
me	PP	me
,	,	,
it	PP	it
'	POS	'
s	NN	S
fine	NN	fine
.	SENT	.
So	RB	so
when	WRB	when
it	PP	it
comes	VBZ	come
to	TO	to
reasons	NNS	reason
for	IN	for
studying	VBG	study
physics	NNS	physic
,	,	,
for	IN	for
example	NN	example
,	,	,
here	RB	here
is	VBZ	be
the	DT	the
best	JJS	good
reason	NN	reason
I	PP	I
can	MD	can
think	VB	think
of	IN	of
:	:	:
I	PP	I
think	VBP	think
that	IN	that
each	DT	each
of	IN	of
us	PP	us
has	VBZ	have
three	CD	three
life-support	NN	life-support
systems	NNS	system
.	SENT	.
We	PP	we
'	POS	'
ve	NN	ve
got	VBD	get
our	PP$	our
own	JJ	own
body	NN	body
,	,	,
we	PP	we
'	POS	'
ve	NN	ve
got	VBD	get
a	DT	a
planet	NN	planet
and	CC	and
we	PP	we
'	POS	'
ve	NN	ve
got	VBD	get
our	PP$	our
civilization	NN	civilization
.	SENT	.
Each	DT	each
of	IN	of
those	DT	those
is	VBZ	be
an	DT	an
independent	JJ	independent
life-support	NN	life-support
system	NN	system
,	,	,
keeping	VBG	keep
us	PP	us
alive	JJ	alive
in	IN	in
its	PP$	its
own	JJ	own
way	NN	way
.	SENT	.
And	CC	and
they	PP	they
all	RB	all
run	VBP	run
on	IN	on
the	DT	the
fundamental	JJ	fundamental
physical	JJ	physical
laws	NNS	law
that	IN	that
you	PP	you
can	MD	can
learn	VB	learn
in	IN	in
the	DT	the
kitchen	NN	kitchen
with	IN	with
eggs	NNS	egg
and	CC	and
teacups	NNS	teacup
and	CC	and
lemonade	NN	lemonade
,	,	,
and	CC	and
everything	NN	everything
else	RB	else
you	PP	you
can	MD	can
play	VB	play
with	IN	with
.	SENT	.
This	DT	this
is	VBZ	be
the	DT	the
reason	NN	reason
,	,	,
for	IN	for
example	NN	example
,	,	,
why	WRB	why
something	NN	something
like	IN	like
climate	NN	climate
change	NN	change
is	VBZ	be
such	PDT	such
a	DT	a
serious	JJ	serious
problem	NN	problem
,	,	,
because	IN	because
It	PP	it
'	POS	'
s	NN	S
two	CD	two
of	IN	of
these	DT	these
life-support	NN	life-support
systems	NNS	system
,	,	,
our	PP$	our
planet	NN	planet
and	CC	and
our	PP$	our
civilization	NN	civilization
,	,	,
kind	NN	kind
of	IN	of
butting	VBG	butt
up	RP	up
against	IN	against
each	DT	each
other	JJ	other
;	:	;
they	PP	they
'	POS	'
re	NN	re
in	IN	in
conflict	NN	conflict
,	,	,
and	CC	and
we	PP	we
need	VBP	need
to	TO	to
negotiate	VB	negotiate
that	DT	that
boundary	NN	boundary
.	SENT	.
And	CC	and
the	DT	the
fundamental	JJ	fundamental
physical	JJ	physical
laws	NNS	law
that	IN	that
we	PP	we
can	MD	can
learn	VB	learn
that	WDT	that
are	VBP	be
the	DT	the
way	NN	way
the	DT	the
world	NN	world
around	IN	around
us	PP	us
works	VBZ	work
,	,	,
are	VBP	be
the	DT	the
tools	NNS	tool
at	IN	at
the	DT	the
basis	NN	basis
of	IN	of
everything	NN	everything
;	:	;
they	PP	they
'	POS	'
re	NN	re
the	DT	the
foundation	NN	foundation
.	SENT	.
There	EX	there
'	POS	'
s	NN	S
lots	NNS	lot
of	IN	of
things	NNS	thing
to	TO	to
know	VB	know
about	RB	about
in	IN	in
life	NN	life
,	,	,
but	CC	but
knowing	VBG	know
the	DT	the
foundations	NNS	foundation
is	VBZ	be
going	VBG	go
to	TO	to
get	VB	get
you	PP	you
a	DT	a
long	JJ	long
way	NN	way
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
this	DT	this
,	,	,
if	IN	if
you	PP	you
'	POS	'
re	NN	re
not	RB	not
interested	JJ	interested
in	IN	in
having	VBG	have
fun	NN	fun
with	IN	with
physics	NN	physics
or	CC	or
anything	NN	anything
like	IN	like
that	DT	that
—	:	-
strange	JJ	strange
,	,	,
but	CC	but
apparently	RB	apparently
,	,	,
these	DT	these
people	NNS	people
exist	VBP	exist
—	:	-
you	PP	you
surely	RB	surely
are	VBP	be
interested	JJ	interested
in	IN	in
keeping	VBG	keep
yourself	PP	yourself
alive	JJ	alive
and	CC	and
in	IN	in
how	WRB	how
our	PP$	our
life-support	NN	life-support
systems	NNS	system
work	VBP	work
.	SENT	.
The	DT	the
framework	NN	framework
for	IN	for
physics	NNS	physic
is	VBZ	be
remarkably	RB	remarkably
constant	JJ	constant
;	:	;
it	PP	it
'	POS	'
s	NN	S
the	DT	the
same	JJ	same
in	IN	in
lots	NNS	lot
and	CC	and
lots	NNS	lot
of	IN	of
things	NNS	thing
that	IN	that
we	PP	we
measure	VB	measure
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
going	VBG	go
to	TO	to
change	VB	change
anytime	RB	anytime
soon	RB	soon
.	SENT	.
They	PP	they
might	MD	might
discover	VB	discover
some	DT	some
new	JJ	new
quantum	NN	quantum
mechanics	NNS	mechanic
,	,	,
but	CC	but
apples	NNS	apple
right	RB	right
here	RB	here
are	VBP	be
still	RB	still
going	VBG	go
to	TO	to
fall	VB	fall
down	RP	down
.	SENT	.
So	RB	so
,	,	,
the	DT	the
question	NN	question
is	VBZ	be
—	:	-
I	PP	I
get	VBP	get
asked	VBN	ask
sometimes	RB	sometimes
:	:	:
How	WRB	how
do	VBP	do
you	PP	you
start	VBP	start
?	SENT	?
What	WP	what
'	POS	'
s	NNS	<unknown>
the	DT	the
place	NN	place
to	TO	to
start	VB	start
if	IN	if
you	PP	you
'	POS	'
re	NN	re
interested	JJ	interested
in	IN	in
the	DT	the
physical	JJ	physical
world	NN	world
,	,	,
in	IN	in
not	RB	not
being	VBG	be
helpless	JJ	helpless
,	,	,
and	CC	and
in	IN	in
finding	VBG	find
some	DT	some
toys	NNS	toy
to	TO	to
play	VB	play
with	IN	with
?	SENT	?
Here	RB	here
is	VBZ	be
my	PP$	my
suggestion	NN	suggestion
to	TO	to
you	PP	you
:	:	:
the	DT	the
place	NN	place
to	TO	to
start	VB	start
is	VBZ	be
that	WDT	that
moment	NN	moment
—	:	-
and	CC	and
adults	NNS	adult
do	VBP	do
this	DT	this
—	:	-
you	PP	you
'	POS	'
re	NN	re
drifting	VBG	drift
along	IN	along
somewhere	RB	somewhere
,	,	,
and	CC	and
you	PP	you
spot	NN	spot
something	NN	something
and	CC	and
your	PP$	your
brain	NN	brain
goes	VBZ	go
,	,	,
"	``	"
Oh	UH	oh
,	,	,
that	WDT	that
'	POS	'
s	NNS	<unknown>
weird	JJ	weird
.	SENT	.
"	''	"
And	CC	and
then	RB	then
your	PP$	your
consciousness	NN	consciousness
goes	VBZ	go
,	,	,
"	``	"
You	PP	you
'	''	'
re	IN	re
an	DT	an
adult	NN	adult
.	SENT	.
Keep	VB	keep
going	VBG	go
.	SENT	.
"	''	"
And	CC	and
that	IN	that
'	POS	'
s	NNS	<unknown>
the	DT	the
point	NN	point
—	:	-
hold	VB	hold
that	DT	that
thought	NN	thought
—	:	-
that	DT	that
bit	NN	bit
where	WRB	where
your	PP$	your
brain	NN	brain
went	VBD	go
,	,	,
"	``	"
Oh	UH	oh
,	,	,
that	WDT	that
'	POS	'
s	NNS	<unknown>
a	DT	a
bit	NN	bit
odd	NN	odd
,	,	,
"	``	"
because	IN	because
there	EX	there
'	''	'
s	NN	S
something	NN	something
there	RB	there
to	TO	to
play	VB	play
with	IN	with
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NNS	<unknown>
worth	VBP	worth
you	PP	you
playing	VBG	play
with	IN	with
it	PP	it
,	,	,
so	RB	so
that	RB	that
'	''	'
s	VBG	<unknown>
the	DT	the
place	NN	place
to	TO	to
start	VB	start
.	SENT	.
But	CC	but
if	IN	if
you	PP	you
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
any	DT	any
of	IN	of
those	DT	those
little	JJ	little
moments	NNS	moment
on	IN	on
your	PP$	your
way	NN	way
home	NN	home
from	IN	from
this	DT	this
event	NN	event
,	,	,
here	RB	here
are	VBP	be
some	DT	some
things	NNS	thing
to	TO	to
start	VB	start
with	IN	with
.	SENT	.
Put	NN	put
raisins	NNS	raisin
in	RB	in
[	SYM	[
fizzy	JJ	fizzy
]	SYM	]
lemonade	NN	lemonade
;	:	;
highly	RB	highly
entertaining	JJ	entertaining
.	SENT	.
Watch	VB	watch
a	DT	a
coffee	NN	coffee
spill	NN	spill
dry	JJ	dry
.	SENT	.
I	PP	I
know	VBP	know
that	WDT	that
sounds	VBZ	sound
a	DT	a
little	JJ	little
bit	NN	bit
like	IN	like
watching	VBG	watch
paint	NN	paint
dry	JJ	dry
,	,	,
but	CC	but
it	PP	it
does	VBZ	do
do	VB	do
quite	RB	quite
weird	JJ	weird
things	NNS	thing
;	:	;
it	PP	it
'	POS	'
s	JJ	<unknown>
worth	JJ	worth
watching	NN	watching
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
an	DT	an
acquired	VBN	acquire
taste	NN	taste
at	IN	at
dinner	NN	dinner
parties	NNS	party
if	IN	if
there	EX	there
are	VBP	be
teacups	NNS	teacup
around	RB	around
.	SENT	.
There	EX	there
are	VBP	be
so	RB	so
many	JJ	many
things	NNS	thing
you	PP	you
can	MD	can
do	VB	do
to	TO	to
play	VB	play
with	IN	with
teacups	NNS	teacup
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
brilliant	JJ	brilliant
.	SENT	.
The	DT	the
most	RBS	most
obvious	JJ	obvious
one	CD	one
is	VBZ	be
to	TO	to
get	VB	get
a	DT	a
teacup	NN	teacup
,	,	,
get	VB	get
a	DT	a
spoon	NN	spoon
,	,	,
