Imagine	VB	imagine
where	WRB	where
their	PP$	their
daughter	NN	daughter
would	MD	would
get	VB	get
to	TO	to
do	VB	do
something	NN	something
that	IN	that
we	PP	we
all	RB	all
take	VBP	take
for	IN	for
granted	VBN	grant
at	IN	at
this	DT	this
point	NN	point
,	,	,
but	CC	but
which	WDT	which
was	VBD	be
against	IN	against
the	DT	the
law	NN	law
and	CC	and
against	IN	against
protocol	NN	protocol
for	IN	for
African	NP	African
Americans	NPS	Americans
at	IN	at
the	DT	the
time	NN	time
that	IN	that
she	PP	she
would	MD	would
have	VB	have
been	VBN	be
growing	VBG	grow
up	RP	up
in	IN	in
the	DT	the
South	NP	South
,	,	,
had	VBD	have
they	PP	they
stayed	VBD	stay
.	SENT	.
And	CC	and
that	DT	that
is	VBZ	be
just	RB	just
to	TO	to
walk	VB	walk
into	IN	into
a	DT	a
library	NN	library
and	CC	and
take	VB	take
out	RP	out
a	DT	a
library	NN	library
book	NN	book
.	SENT	.
Merely	RB	merely
by	IN	by
making	VBG	make
the	DT	the
single	JJ	single
decision	NN	decision
to	TO	to
leave	VB	leave
,	,	,
her	PP$	her
parents	NNS	parent
assured	VBD	assure
that	IN	that
their	PP$	their
daughter	NN	daughter
would	MD	would
get	VB	get
access	NN	access
to	TO	to
books	NNS	book
.	SENT	.
And	CC	and
if	IN	if
you	PP	you
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
become	VB	become
a	DT	a
Nobel	NP	Nobel
laureate	NN	laureate
,	,	,
it	PP	it
helps	VBZ	help
to	TO	to
get	VB	get
a	DT	a
book	NN	book
now	RB	now
and	CC	and
then	RB	then
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
it	PP	it
helps	VBZ	help
.	SENT	.
Music	NN	music
as	IN	as
we	PP	we
know	VBP	know
it	PP	it
was	VBD	be
reshaped	VBN	reshape
by	IN	by
the	DT	the
Great	JJ	great
Migration	NN	migration
.	SENT	.
As	IN	as
they	PP	they
came	VBD	come
North	NP	North
,	,	,
they	PP	they
brought	VBD	bring
with	IN	with
them	PP	them
,	,	,
on	IN	on
their	PP$	their
hearts	NNS	heart
and	CC	and
in	IN	in
their	PP$	their
memories	NNS	memory
,	,	,
the	DT	the
music	NN	music
that	WDT	that
had	VBD	have
sustained	VBN	sustain
the	DT	the
ancestors	NNS	ancestor
—	:	-
the	DT	the
blues	NNS	blue
music	NN	music
,	,	,
the	DT	the
spirituals	NNS	spiritual
and	CC	and
the	DT	the
gospel	NN	gospel
music	NN	music
that	WDT	that
had	VBD	have
sustained	VBN	sustain
them	PP	them
through	IN	through
the	DT	the
generations	NNS	generation
.	SENT	.
And	CC	and
they	PP	they
converted	VBD	convert
this	DT	this
music	NN	music
into	IN	into
whole	JJ	whole
new	JJ	new
genres	NNS	genre
of	IN	of
music	NN	music
.	SENT	.
And	CC	and
got	VBD	get
the	DT	the
chance	NN	chance
to	TO	to
record	VB	record
this	DT	this
music	NN	music
,	,	,
this	DT	this
new	JJ	new
music	NN	music
that	IN	that
they	PP	they
were	VBD	be
creating	VBG	create
,	,	,
and	CC	and
to	TO	to
spread	VB	spread
it	PP	it
throughout	IN	throughout
the	DT	the
world	NN	world
.	SENT	.
Without	IN	without
the	DT	the
Great	JJ	great
Migration	NN	migration
,	,	,
"	``	"
Motown	NP	Motown
"	''	"
would	MD	would
not	RB	not
have	VB	have
existed	VBN	exist
.	SENT	.
The	DT	the
founder	NN	founder
,	,	,
Berry	NP	Berry
Gordy	NP	Gordy
,	,	,
his	PP$	his
parents	NNS	parent
were	VBD	be
from	IN	from
Georgia	NP	Georgia
.	SENT	.
They	PP	they
migrated	VBD	migrate
to	TO	to
Detroit	NP	Detroit
.	SENT	.
And	CC	and
when	WRB	when
he	PP	he
got	VBD	get
to	TO	to
be	VB	be
a	DT	a
grown	VBN	grow
man	NN	man
,	,	,
he	PP	he
decided	VBD	decide
he	PP	he
wanted	VBD	want
to	TO	to
go	VB	go
into	IN	into
music	NN	music
.	SENT	.
But	CC	but
he	PP	he
didn	NN	<unknown>
'	''	'
t	NN	t
have	VBP	have
the	DT	the
wherewithal	NN	wherewithal
to	TO	to
go	VB	go
all	DT	all
over	IN	over
the	DT	the
country	NN	country
looking	VBG	look
for	IN	for
the	DT	the
best	JJS	good
talent	NN	talent
,	,	,
and	CC	and
it	PP	it
turned	VBD	turn
out	IN	out
he	PP	he
didn	NN	<unknown>
'	POS	'
t	NN	t
have	VB	have
to	TO	to
.	SENT	.
It	PP	it
turned	VBD	turn
out	RP	out
that	IN	that
there	EX	there
he	PP	he
was	VBD	be
,	,	,
surrounded	VBN	surround
by	IN	by
children	NNS	child
of	IN	of
the	DT	the
Great	NP	Great
Migration	NN	migration
whose	WP$	whose
parents	NNS	parent
had	VBD	have
brought	VBN	bring
this	DT	this
music	NN	music
up	RB	up
with	IN	with
them	PP	them
during	IN	during
the	DT	the
journey	NN	journey
.	SENT	.
And	CC	and
among	IN	among
those	DT	those
children	NNS	child
were	VBD	be
these	DT	these
three	CD	three
girls	NNS	girl
,	,	,
there	EX	there
was	VBD	be
Mary	NP	Mary
Wilson	NP	Wilson
,	,	,
Florence	NP	Florence
Ballard	NP	Ballard
and	CC	and
there	EX	there
was	VBD	be
a	DT	a
third	JJ	third
one	CD	one
:	:	:
Diana	NP	Diana
Ross	NP	Ross
.	SENT	.
We	PP	we
might	MD	might
not	RB	not
know	VB	know
Diana	NP	Diana
Ross	NP	Ross
'	POS	'
name	NN	name
had	VBD	have
there	RB	there
been	VBN	be
no	DT	no
Great	JJ	great
Migration	NN	migration
.	SENT	.
Because	IN	because
like	IN	like
a	DT	a
lot	NN	lot
of	IN	of
Americans	NPS	Americans
and	CC	and
a	DT	a
lot	NN	lot
of	IN	of
human	JJ	human
beings	NNS	being
in	IN	in
general	JJ	general
,	,	,
she	PP	she
might	MD	might
not	RB	not
have	VB	have
existed	VBN	exist
because	IN	because
her	PP$	her
parents	NNS	parent
might	MD	might
not	RB	not
have	VB	have
met	VBN	meet
.	SENT	.
Her	PP$	her
mother	NN	mother
was	VBD	be
from	IN	from
Alabama	NP	Alabama
,	,	,
father	NN	father
from	IN	from
West	NP	West
Virginia	NP	Virginia
,	,	,
they	PP	they
migrated	VBD	migrate
to	TO	to
Detroit	NP	Detroit
,	,	,
different	JJ	different
years	NNS	year
,	,	,
met	VBD	meet
,	,	,
married	JJ	married
,	,	,
had	VBD	have
her	PP$	her
and	CC	and
her	PP$	her
siblings	NNS	sibling
,	,	,
and	CC	and
thus	RB	thus
a	DT	a
legend	NN	legend
was	VBD	be
born	VBN	bear
.	SENT	.
Jazz	NN	jazz
was	VBD	be
a	DT	a
creation	NN	creation
of	IN	of
the	DT	the
Great	JJ	great
Migration	NN	migration
.	SENT	.
And	CC	and
one	CD	one
of	IN	of
the	DT	the
greatest	JJS	great
gifts	NNS	gift
of	IN	of
the	DT	the
Great	JJ	great
Migration	NN	migration
.	SENT	.
Starting	VBG	start
with	IN	with
Louis	NP	Louis
Armstrong	NP	Armstrong
,	,	,
who	WP	who
was	VBD	be
born	VBN	bear
in	IN	in
Louisiana	NP	Louisiana
and	CC	and
migrated	VBN	migrate
on	IN	on
the	DT	the
Illinois	NP	Illinois
Central	NP	Central
Railroad	NP	Railroad
to	TO	to
Chicago	NP	Chicago
,	,	,
where	WRB	where
he	PP	he
got	VBD	get
the	DT	the
chance	NN	chance
to	TO	to
build	VB	build
on	IN	on
the	DT	the
talent	NN	talent
that	WDT	that
was	VBD	be
within	IN	within
him	PP	him
all	DT	all
along	RP	along
.	SENT	.
Miles	NP	Miles
Davis	NP	Davis
.	SENT	.
His	PP$	his
parents	NNS	parent
were	VBD	be
from	IN	from
Arkansas	NP	Arkansas
.	SENT	.
They	PP	they
migrated	VBD	migrate
to	TO	to
southern	JJ	southern
Illinois	NP	Illinois
,	,	,
where	WRB	where
he	PP	he
would	MD	would
get	VB	get
the	DT	the
chance	NN	chance
to	TO	to
build	VB	build
on	IN	on
the	DT	the
talents	NNS	talent
that	WDT	that
were	VBD	be
within	IN	within
him	PP	him
all	DT	all
along	RP	along
but	CC	but
which	WDT	which
could	MD	could
have	VB	have
gone	VBN	go
fallow	JJ	fallow
in	IN	in
the	DT	the
cotton	NN	cotton
country	NN	country
of	IN	of
Arkansas	NP	Arkansas
.	SENT	.
John	NP	John
Coltrane	NP	Coltrane
.	SENT	.
He	PP	he
migrated	VBD	migrate
at	IN	at
the	DT	the
age	NN	age
of	IN	of
16	CD	@card@
from	IN	from
North	NP	North
Carolina	NP	Carolina
to	TO	to
Philadelphia	NP	Philadelphia
,	,	,
where	WRB	where
,	,	,
upon	IN	upon
arrival	NN	arrival
in	IN	in
Philadelphia	NP	Philadelphia
,	,	,
he	PP	he
got	VBD	get
his	PP$	his
first	JJ	first
alto	NN	alto
sax	NN	sax
.	SENT	.
And	CC	and
there	EX	there
are	VBP	be
lovers	NNS	lover
of	IN	of
jazz	NN	jazz
who	WP	who
cannot	MD	can
imagine	VB	imagine
a	DT	a
world	NN	world
without	IN	without
John	NP	John
Coltrane	NP	Coltrane
having	VBG	have
gotten	VBN	get
a	DT	a
hold	NN	hold
of	IN	of
a	DT	a
saxophone	NN	saxophone
.	SENT	.
Thelonious	NP	Thelonious
Monk	NP	Monk
.	SENT	.
Michael	NP	Michael
Jackson	NP	Jackson
.	SENT	.
Jesse	NP	Jesse
Owens	NP	Owens
.	SENT	.
Prince	NP	Prince
.	SENT	.
August	NP	August
Wilson	NP	Wilson
.	SENT	.
Richard	NP	Richard
Wright	NP	Wright
.	SENT	.
Ralph	NP	Ralph
Ellison	NP	Ellison
.	SENT	.
Michelle	NP	Michelle
Obama	NP	<unknown>
.	SENT	.
These	DT	these
are	VBP	be
all	RB	all
a	DT	a
few	JJ	few
of	IN	of
the	DT	the
millions	NNS	million
of	IN	of
people	NNS	people
who	WP	who
were	VBD	be
products	NNS	product
of	IN	of
the	DT	the
single	JJ	single
decision	NN	decision
to	TO	to
migrate	VB	migrate
.	SENT	.
The	DT	the
people	NNS	people
of	IN	of
the	DT	the
Great	JJ	great
Migration	NN	migration
met	VBN	meet
with	IN	with
tremendous	JJ	tremendous
resistance	NN	resistance
in	IN	in
the	DT	the
North	NP	North
.	SENT	.
And	CC	and
they	PP	they
were	VBD	be
not	RB	not
able	JJ	able
to	TO	to
defeat	VB	defeat
all	DT	all
social	JJ	social
injustice	NN	injustice
.	SENT	.
But	CC	but
one	CD	one
person	NN	person
added	VBD	add
to	TO	to
another	DT	another
person	NN	person
,	,	,
added	VBD	add
to	TO	to
another	DT	another
person	NN	person
,	,	,
multiplied	VBN	multiply
by	IN	by
millions	NNS	million
,	,	,
were	VBD	be
able	JJ	able
to	TO	to
become	VB	become
the	DT	the
advance	NN	advance
guard	NN	guard
of	IN	of
the	DT	the
civil	JJ	civil
rights	NNS	right
movement	NN	movement
.	SENT	.
One	CD	one
person	NN	person
added	VBD	add
to	TO	to
another	DT	another
person	NN	person
,	,	,
added	VBD	add
to	TO	to
another	DT	another
person	NN	person
,	,	,
multiplied	VBN	multiply
by	IN	by
millions	NNS	million
,	,	,
acting	VBG	act
on	IN	on
a	DT	a
single	JJ	single
decision	NN	decision
,	,	,
were	VBD	be
able	JJ	able
to	TO	to
change	VB	change
the	DT	the
region	NN	region
that	IN	that
they	PP	they
had	VBD	have
been	VBN	be
forced	VBN	force
to	TO	to
flee	VB	flee
.	SENT	.
They	PP	they
had	VBD	have
more	JJR	more
power	NN	power
in	IN	in
leaving	VBG	leave
than	IN	than
by	IN	by
staying	VBG	stay
.	SENT	.
By	IN	by
their	PP$	their
actions	NNS	action
,	,	,
these	DT	these
people	NNS	people
who	WP	who
had	VBD	have
absolutely	RB	absolutely
nothing	NN	nothing
were	VBD	be
able	JJ	able
to	TO	to
do	VB	do
what	WP	what
a	DT	a
president	NN	president
of	IN	of
the	DT	the
United	NP	United
States	NPS	States
,	,	,
Abraham	NP	Abraham
Lincoln	NP	Lincoln
,	,	,
was	VBD	be
not	RB	not
able	JJ	able
to	TO	to
do	VB	do
.	SENT	.
These	DT	these
people	NNS	people
,	,	,
by	IN	by
their	PP$	their
actions	NNS	action
,	,	,
were	VBD	be
able	JJ	able
to	TO	to
do	VB	do
what	WP	what
the	DT	the
Emancipation	NN	emancipation
Proclamation	NN	proclamation
could	MD	could
not	RB	not
do	VB	do
.	SENT	.
These	DT	these
people	NNS	people
,	,	,
by	IN	by
their	PP$	their
actions	NNS	action
,	,	,
were	VBD	be
able	JJ	able
to	TO	to
do	VB	do
what	WP	what
the	DT	the
powers	NNS	power
that	RB	that
be	VB	be
,	,	,
North	NP	North
and	CC	and
South	NP	South
,	,	,
could	MD	could
not	RB	not
or	CC	or
would	MD	would
not	RB	not
do	VB	do
.	SENT	.
They	PP	they
freed	VBD	free
themselves	PP	themselves
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
