Today	NN	today
were	VBD	be
open	JJ	open
patches	NNS	patch
of	IN	of
sea	NN	sea
everywhere	RB	everywhere
.	SENT	.
And	CC	and
I	PP	I
went	VBD	go
down	RP	down
into	IN	into
my	PP$	my
cabin	NN	cabin
and	CC	and
I	PP	I
put	VBD	put
on	IN	on
my	PP$	my
swimming	NN	swimming
costume	NN	costume
.	SENT	.
And	CC	and
then	RB	then
the	DT	the
doctor	NN	doctor
strapped	VBN	strap
on	IN	on
a	DT	a
chest	NN	chest
monitor	NN	monitor
,	,	,
which	WDT	which
measures	VBZ	measure
my	PP$	my
core	JJ	core
body	NN	body
temperature	NN	temperature
and	CC	and
my	PP$	my
heart	NN	heart
rate	NN	rate
.	SENT	.
And	CC	and
then	RB	then
we	PP	we
walked	VBD	walk
out	RP	out
onto	IN	onto
the	DT	the
ice	NN	ice
.	SENT	.
And	CC	and
I	PP	I
remember	VBP	remember
looking	VBG	look
into	IN	into
the	DT	the
ice	NN	ice
,	,	,
and	CC	and
there	EX	there
were	VBD	be
big	JJ	big
chunks	NNS	chunk
of	IN	of
white	JJ	white
ice	NN	ice
in	IN	in
there	RB	there
,	,	,
and	CC	and
the	DT	the
water	NN	water
was	VBD	be
completely	RB	completely
black	JJ	black
.	SENT	.
I	PP	I
had	VBD	have
never	RB	never
seen	VBN	see
black	JJ	black
water	NN	water
before	RB	before
.	SENT	.
And	CC	and
it	PP	it
is	VBZ	be
4	CD	@card@
,	,	,
200	CD	@card@
meters	NNS	meter
deep	JJ	deep
.	SENT	.
And	CC	and
I	PP	I
said	VBD	say
to	TO	to
myself	PP	myself
,	,	,
"	''	"
Lewis	NP	Lewis
,	,	,
don	NN	don
'	POS	'
t	NN	t
look	NN	look
left	VBD	leave
,	,	,
don	NN	don
'	POS	'
t	NN	t
look	NN	look
right	NN	right
.	SENT	.
Just	RB	just
scuttle	VB	scuttle
forward	RB	forward
and	CC	and
go	VB	go
for	IN	for
it	PP	it
.	SENT	.
"	''	"
And	CC	and
so	RB	so
I	PP	I
now	RB	now
want	VBP	want
to	TO	to
show	VB	show
you	PP	you
a	DT	a
short	JJ	short
video	NN	video
of	IN	of
what	WP	what
happened	VBD	happen
there	RB	there
on	IN	on
the	DT	the
ice	NN	ice
.	SENT	.
Narrator	NN	narrator
:	:	:
We	PP	we
'	POS	'
re	NN	re
just	RB	just
sailing	VBG	sail
out	RP	out
of	IN	of
harbor	NN	harbor
now	RB	now
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NN	S
at	IN	at
this	DT	this
stage	NN	stage
when	WRB	when
one	PP	one
can	MD	can
have	VB	have
a	DT	a
bit	NN	bit
of	IN	of
a	DT	a
wobble	NN	wobble
mentally	RB	mentally
.	SENT	.
Everything	NN	everything
just	RB	just
looks	VBZ	look
so	RB	so
gray	JJ	gray
around	IN	around
here	RB	here
,	,	,
and	CC	and
looks	VBZ	look
so	RB	so
cold	JJ	cold
.	SENT	.
We	PP	we
'	POS	'
ve	NN	ve
just	RB	just
seen	VBN	see
our	PP$	our
first	JJ	first
polar	JJ	polar
bears	NNS	bear
.	SENT	.
It	PP	it
was	VBD	be
absolutely	RB	absolutely
magical	JJ	magical
.	SENT	.
A	DT	a
mother	NN	mother
and	CC	and
a	DT	a
cub	NN	cub
,	,	,
such	PDT	such
a	DT	a
beautiful	JJ	beautiful
sight	NN	sight
.	SENT	.
And	CC	and
to	TO	to
think	VB	think
that	IN	that
in	IN	in
30	CD	@card@
,	,	,
40	CD	@card@
years	NNS	year
they	PP	they
could	MD	could
become	VB	become
extinct	JJ	extinct
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
a	DT	a
very	RB	very
frightening	JJ	frightening
,	,	,
very	RB	very
,	,	,
very	RB	very
frightening	JJ	frightening
thought	NN	thought
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
finally	RB	finally
at	IN	at
the	DT	the
North	NP	North
Pole	NP	Pole
.	SENT	.
This	DT	this
is	VBZ	be
months	NNS	month
and	CC	and
months	NNS	month
and	CC	and
months	NNS	month
of	IN	of
dreaming	VBG	dream
to	TO	to
get	VB	get
here	RB	here
,	,	,
years	NNS	year
of	IN	of
training	NN	training
and	CC	and
planning	NN	planning
and	CC	and
preparation	NN	preparation
.	SENT	.
Ooh	NP	Ooh
.	SENT	.
In	IN	in
a	DT	a
couple	NN	couple
of	IN	of
hours	NNS	hour
'	POS	'
time	NN	time
I	NP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
get	VB	get
in	IN	in
here	RB	here
and	CC	and
do	VB	do
my	PP$	my
swim	NN	swim
.	SENT	.
It	PP	it
'	POS	'
s	VBG	<unknown>
all	PDT	all
a	DT	a
little	JJ	little
bit	NN	bit
frightening	JJ	frightening
,	,	,
and	CC	and
emotional	JJ	emotional
.	SENT	.
Amundson	NP	Amundson
,	,	,
you	PP	you
ready	RB	ready
?	SENT	?
Amudson	NP	<unknown>
:	:	:
Ready	JJ	ready
.	SENT	.
Lewis	NP	Lewis
Pugh	NP	Pugh
:	:	:
Ten	CD	ten
seconds	NNS	second
to	TO	to
swim	VB	swim
.	SENT	.
Ten	CD	ten
seconds	NNS	second
to	TO	to
swim	VB	swim
.	SENT	.
Take	VB	take
the	DT	the
goggles	NNS	goggle
off	RP	off
.	SENT	.
Take	VB	take
the	DT	the
goggles	NNS	goggle
off	RP	off
!	SENT	!
Man	NN	man
:	:	:
Take	VB	take
the	DT	the
shoes	NNS	shoe
.	SENT	.
Take	VB	take
the	DT	the
shoes	NNS	shoe
.	SENT	.
Well	RB	well
done	VBN	do
lad	NN	lad
!	SENT	!
You	PP	you
did	VBD	do
it	PP	it
!	SENT	!
You	PP	you
did	VBD	do
it	PP	it
Lewis	NP	Lewis
!	SENT	!
You	PP	you
did	VBD	do
it	PP	it
!	SENT	!
You	PP	you
did	VBD	do
it	PP	it
man	NN	man
!	SENT	!
LP	NP	LP
:	:	:
How	WRB	how
on	IN	on
earth	NN	earth
did	VBD	do
we	PP	we
do	VBP	do
that	RB	that
?	SENT	?
Man	NN	man
:	:	:
Against	IN	against
the	DT	the
current	JJ	current
!	SENT	!
You	PP	you
did	VBD	do
it	PP	it
against	IN	against
the	DT	the
current	JJ	current
!	SENT	!
LP	NP	LP
:	:	:
Thank	VB	thank
you	PP	you
very	RB	very
much	RB	much
.	SENT	.
Thank	VB	thank
you	PP	you
very	RB	very
much	RB	much
.	SENT	.
Thank	VB	thank
you	PP	you
so	RB	so
much	RB	much
.	SENT	.
Audience	NN	audience
:	:	:
Encore	NN	encore
!	SENT	!
LP	NP	LP
:	:	:
I	PP	I
'	POS	'
d	NN	d
just	RB	just
like	VBP	like
to	TO	to
end	VB	end
off	RP	off
by	IN	by
just	RB	just
saying	VBG	say
this	DT	this
:	:	:
It	PP	it
took	VBD	take
me	PP	me
four	CD	four
months	NNS	month
again	RB	again
to	TO	to
feel	VB	feel
my	PP$	my
hands	NNS	hand
.	SENT	.
But	CC	but
was	VBD	be
it	PP	it
worth	JJ	worth
it	PP	it
?	SENT	?
Yes	UH	yes
,	,	,
absolutely	RB	absolutely
it	PP	it
was	VBD	be
.	SENT	.
There	EX	there
are	VBP	be
very	RB	very
,	,	,
very	RB	very
few	JJ	few
people	NNS	people
who	WP	who
don	VBP	don
'	POS	'
t	NN	t
know	VBP	know
now	RB	now
about	IN	about
what	WP	what
is	VBZ	be
happening	VBG	happen
in	IN	in
the	DT	the
Arctic	NP	Arctic
.	SENT	.
And	CC	and
people	NNS	people
ask	VBP	ask
me	PP	me
,	,	,
"	''	"
Lewis	NP	Lewis
,	,	,
what	WP	what
can	MD	can
we	PP	we
do	VB	do
about	IN	about
climate	NN	climate
change	NN	change
?	SENT	?
"	``	"
And	CC	and
I	PP	I
say	VBP	say
to	TO	to
them	PP	them
,	,	,
I	PP	I
think	VBP	think
we	PP	we
need	VBP	need
to	TO	to
do	VB	do
three	CD	three
things	NNS	thing
.	SENT	.
The	DT	the
first	JJ	first
thing	NN	thing
we	PP	we
need	VBP	need
to	TO	to
do	VB	do
is	VBZ	be
we	PP	we
need	VBP	need
to	TO	to
break	VB	break
this	DT	this
problem	NN	problem
down	RB	down
into	IN	into
manageable	JJ	manageable
chunks	NNS	chunk
.	SENT	.
You	PP	you
saw	VBD	see
during	IN	during
that	DT	that
video	NN	video
all	RB	all
those	DT	those
flags	NNS	flag
.	SENT	.
Those	DT	those
flags	NNS	flag
represented	VBD	represent
the	DT	the
countries	NNS	country
from	IN	from
which	WDT	which
my	PP$	my
team	NN	team
came	VBD	come
from	IN	from
.	SENT	.
And	CC	and
equally	RB	equally
,	,	,
when	WRB	when
it	PP	it
comes	VBZ	come
to	TO	to
climate	NN	climate
change	NN	change
,	,	,
every	DT	every
single	JJ	single
country	NN	country
is	VBZ	be
going	VBG	go
to	TO	to
have	VB	have
to	TO	to
make	VB	make
cuts	NNS	cut
.	SENT	.
Britain	NP	Britain
,	,	,
America	NP	America
,	,	,
Japan	NP	Japan
,	,	,
South	NP	South
Africa	NP	Africa
,	,	,
the	DT	the
Congo	NP	Congo
.	SENT	.
All	DT	all
of	IN	of
us	PP	us
together	RB	together
,	,	,
we	PP	we
'	POS	'
re	NN	re
all	RB	all
on	IN	on
the	DT	the
same	JJ	same
ship	NN	ship
together	RB	together
.	SENT	.
The	DT	the
second	JJ	second
thing	NN	thing
we	PP	we
need	VBP	need
to	TO	to
do	VB	do
is	VBZ	be
we	PP	we
need	VBP	need
to	TO	to
just	RB	just
look	VB	look
back	RB	back
at	IN	at
how	WRB	how
far	RB	far
we	PP	we
have	VBP	have
come	VBN	come
in	IN	in
such	PDT	such
a	DT	a
short	JJ	short
period	NN	period
of	IN	of
time	NN	time
.	SENT	.
I	PP	I
remember	VBP	remember
,	,	,
just	RB	just
a	DT	a
few	JJ	few
years	NNS	year
ago	RB	ago
,	,	,
speaking	VBG	speak
about	IN	about
climate	NN	climate
change	NN	change
,	,	,
and	CC	and
people	NNS	people
heckling	VBG	heckle
me	PP	me
in	IN	in
the	DT	the
back	NN	back
and	CC	and
saying	VBG	say
it	PP	it
doesn	NN	<unknown>
'	POS	'
t	NN	t
even	RB	even
exist	VBP	exist
.	SENT	.
I	NP	I
'	POS	'
ve	NNS	<unknown>
just	RB	just
come	VBP	come
back	RB	back
from	IN	from
giving	VBG	give
a	DT	a
series	NN	series
of	IN	of
speeches	NNS	speech
in	IN	in
some	DT	some
of	IN	of
the	DT	the
poorest	JJS	poor
townships	NNS	township
in	IN	in
South	NP	South
Africa	NP	Africa
to	TO	to
young	JJ	young
children	NNS	child
as	IN	as
young	JJ	young
as	IN	as
10	CD	@card@
years	NNS	year
old	JJ	old
.	SENT	.
Four	CD	four
or	CC	or
five	CD	five
children	NNS	child
sitting	VBG	sit
behind	IN	behind
a	DT	a
desk	NN	desk
,	,	,
and	CC	and
even	RB	even
in	IN	in
those	DT	those
poorest	JJS	poor
conditions	NNS	condition
,	,	,
they	PP	they
all	RB	all
have	VBP	have
a	DT	a
very	JJ	very
,	,	,
very	RB	very
good	JJ	good
grasp	NN	grasp
of	IN	of
climate	NN	climate
change	NN	change
.	SENT	.
We	PP	we
need	VBP	need
to	TO	to
believe	VB	believe
in	IN	in
ourselves	PP	ourselves
.	SENT	.
Now	RB	now
is	VBZ	be
the	DT	the
time	NN	time
to	TO	to
believe	VB	believe
.	SENT	.
We	PP	we
'	POS	'
ve	NNS	<unknown>
come	VBP	come
a	DT	a
long	JJ	long
way	NN	way
.	SENT	.
We	PP	we
'	''	'
re	IN	re
doing	VBG	do
good	JJ	good
.	SENT	.
But	CC	but
the	DT	the
most	RBS	most
important	JJ	important
thing	NN	thing
we	PP	we
must	MD	must
do	VB	do
is	VBZ	be
,	,	,
I	PP	I
think	VBP	think
,	,	,
we	PP	we
must	MD	must
all	RB	all
walk	VB	walk
to	TO	to
the	DT	the
end	NN	end
of	IN	of
our	PP$	our
lives	NNS	life
and	CC	and
turn	VB	turn
around	RP	around
,	,	,
and	CC	and
ask	VB	ask
ourselves	PP	ourselves
a	DT	a
most	RBS	most
fundamental	JJ	fundamental
question	NN	question
.	SENT	.
And	CC	and
that	DT	that
is	VBZ	be
,	,	,
"	``	"
What	WP	what
type	NN	type
of	IN	of
world	NN	world
do	VBP	do
we	PP	we
want	VBP	want
to	TO	to
live	VB	live
in	IN	in
,	,	,
and	CC	and
what	WP	what
decision	NN	decision
are	VBP	be
we	PP	we
going	VBG	go
to	TO	to
make	VB	make
today	NN	today
to	TO	to
ensure	VB	ensure
that	IN	that
we	PP	we
all	RB	all
live	VBP	live
in	IN	in
a	DT	a
sustainable	JJ	sustainable
world	NN	world
?	SENT	?
"	''	"
Ladies	NNS	lady
and	CC	and
gentlemen	NNS	gentleman
,	,	,
thank	VB	thank
you	PP	you
very	RB	very
,	,	,
very	RB	very
much	RB	much
.	SENT	.
