How	WRB	how
Dreadnoughtus	NP	<unknown>
falls	VBZ	fall
over	RP	over
,	,	,
ribs	NNS	rib
break	VBP	break
and	CC	and
pierce	VBP	pierce
lungs	NNS	lung
.	SENT	.
Organs	NNS	organ
burst	VBP	burst
.	SENT	.
If	IN	if
you	PP	you
'	''	'
re	IN	re
a	DT	a
big	JJ	big
65-ton	NP	<unknown>
Dreadnoughtus	NP	<unknown>
,	,	,
you	PP	you
don	VBP	don
'	''	'
t	NN	t
get	VBP	get
to	TO	to
fall	VB	fall
down	RP	down
in	IN	in
life	NN	life
—	:	-
even	RB	even
once	RB	once
.	SENT	.
Now	RB	now
,	,	,
after	IN	after
this	DT	this
particular	JJ	particular
Dreadnoughtus	NP	<unknown>
carcass	NN	carcass
was	VBD	be
buried	VBN	bury
and	CC	and
de-fleshed	VBN	de-flesh
by	IN	by
a	DT	a
multitude	NN	multitude
of	IN	of
bacteria	NNS	bacterium
,	,	,
worms	NNS	worm
and	CC	and
insects	NNS	insect
,	,	,
its	PP$	its
bones	NNS	bone
underwent	VBD	undergo
a	DT	a
brief	JJ	brief
metamorphosis	NN	metamorphosis
,	,	,
exchanging	VBG	exchange
molecules	NNS	molecule
with	IN	with
the	DT	the
groundwater	NN	groundwater
and	CC	and
becoming	VBG	become
more	RBR	more
and	CC	and
more	RBR	more
like	IN	like
the	DT	the
entombing	VBG	entomb
rock	NN	rock
.	SENT	.
As	IN	as
layer	NN	layer
upon	IN	upon
layer	NN	layer
of	IN	of
sediment	NN	sediment
accumulated	VBN	accumulate
,	,	,
pressure	NN	pressure
from	IN	from
all	DT	all
sides	NNS	side
weighed	VBD	weigh
in	IN	in
like	IN	like
a	DT	a
stony	JJ	stony
glove	NN	glove
whose	WP$	whose
firm	NN	firm
and	CC	and
enduring	JJ	enduring
grip	NN	grip
held	VBD	hold
each	DT	each
bone	NN	bone
in	IN	in
a	DT	a
stabilizing	VBG	stabilize
embrace	NN	embrace
.	SENT	.
And	CC	and
then	RB	then
came	VBD	come
the	DT	the
long	JJ	long
.	SENT	.
.	SENT	.
.	SENT	.
nothing	NN	nothing
.	SENT	.
Epoch	NN	epoch
after	IN	after
epoch	NN	epoch
of	IN	of
sameness	NN	sameness
,	,	,
nonevents	NNS	nonevent
without	IN	without
number	NN	number
.	SENT	.
All	PDT	all
the	DT	the
while	NN	while
,	,	,
the	DT	the
skeleton	NN	skeleton
lay	VBD	lie
everlasting	JJ	everlasting
and	CC	and
unchanging	JJ	unchanging
in	IN	in
perfect	JJ	perfect
equilibrium	NN	equilibrium
within	IN	within
its	PP$	its
rocky	JJ	rocky
grave	NN	grave
.	SENT	.
Meanwhile	RB	meanwhile
,	,	,
Earth	NP	Earth
history	NN	history
unfolded	VBD	unfold
above	IN	above
.	SENT	.
The	DT	the
dinosaurs	NNS	dinosaur
would	MD	would
reign	VB	reign
for	IN	for
another	DT	another
12	CD	@card@
million	CD	million
years	NNS	year
before	IN	before
their	PP$	their
hegemony	NN	hegemony
was	VBD	be
snuffed	VBN	snuff
out	RP	out
in	IN	in
a	DT	a
fiery	JJ	fiery
apocalypse	NN	apocalypse
.	SENT	.
The	DT	the
continents	NNS	continent
drifted	VBD	drift
.	SENT	.
The	DT	the
mammals	NNS	mammal
rose	VBD	rise
.	SENT	.
The	DT	the
Ice	NP	Ice
Age	NP	Age
came	VBD	come
.	SENT	.
And	CC	and
then	RB	then
,	,	,
in	IN	in
East	NP	East
Africa	NP	Africa
,	,	,
an	DT	an
unpromising	JJ	unpromising
species	NN	species
of	IN	of
ape	NN	ape
evolved	VBD	evolve
the	DT	the
odd	JJ	odd
trick	NN	trick
of	IN	of
sentient	JJ	sentient
thought	NN	thought
.	SENT	.
These	DT	these
brainy	JJ	brainy
primates	NNS	primate
were	VBD	be
not	RB	not
particularly	RB	particularly
fast	JJ	fast
or	CC	or
strong	JJ	strong
.	SENT	.
But	CC	but
they	PP	they
excelled	VBD	excel
at	IN	at
covering	VBG	cover
ground	NN	ground
,	,	,
and	CC	and
in	IN	in
a	DT	a
remarkable	JJ	remarkable
diaspora	NN	Diaspora
surpassing	VBG	surpass
even	RB	even
the	DT	the
dinosaurs	NNS	dinosaur
'	POS	'
record	NN	record
of	IN	of
territorial	JJ	territorial
conquest	NN	conquest
,	,	,
they	PP	they
dispersed	VBD	disperse
across	IN	across
the	DT	the
planet	NN	planet
,	,	,
ravishing	VBG	ravish
every	DT	every
ecosystem	NN	ecosystem
they	PP	they
encountered	VBD	encounter
,	,	,
along	IN	along
the	DT	the
way	NN	way
,	,	,
inventing	VBG	invent
culture	NN	culture
and	CC	and
metalworking	NN	metalworking
and	CC	and
painting	NN	painting
and	CC	and
dance	NN	dance
and	CC	and
music	NN	music
and	CC	and
science	NN	science
and	CC	and
rocket	NN	rocket
ships	NNS	ship
that	WDT	that
would	MD	would
eventually	RB	eventually
take	VB	take
12	CD	@card@
particularly	RB	particularly
excellent	JJ	excellent
apes	NNS	ape
to	TO	to
the	DT	the
surface	NN	surface
of	IN	of
the	DT	the
Moon	NP	Moon
.	SENT	.
With	IN	with
seven	CD	seven
billion	NNS	billion
peripatetic	JJ	peripatetic
Homo	NN	homo
sapiens	JJ	sapiens
on	IN	on
the	DT	the
planet	NN	planet
,	,	,
it	PP	it
was	VBD	be
perhaps	RB	perhaps
inevitable	JJ	inevitable
that	IN	that
one	CD	one
of	IN	of
them	PP	them
would	MD	would
eventually	RB	eventually
trod	VBN	tread
on	IN	on
the	DT	the
grave	NN	grave
of	IN	of
the	DT	the
magnificent	JJ	magnificent
titan	NN	titan
buried	VBN	bury
beneath	IN	beneath
the	DT	the
badlands	NN	badlands
of	IN	of
Southern	NP	Southern
Patagonia	NP	Patagonia
.	SENT	.
I	PP	I
was	VBD	be
that	DT	that
ape	NN	ape
.	SENT	.
And	CC	and
standing	VBG	stand
there	RB	there
,	,	,
alone	RB	alone
in	IN	in
the	DT	the
desert	NN	desert
,	,	,
it	PP	it
was	VBD	be
not	RB	not
lost	VBN	lose
on	IN	on
me	PP	me
that	IN	that
the	DT	the
chance	NN	chance
of	IN	of
any	DT	any
one	CD	one
individual	NN	individual
entering	VBG	enter
the	DT	the
fossil	JJ	fossil
record	NN	record
is	VBZ	be
vanishingly	RB	vanishingly
small	JJ	small
.	SENT	.
But	CC	but
the	DT	the
Earth	NN	earth
is	VBZ	be
very	RB	very
,	,	,
very	RB	very
old	JJ	old
.	SENT	.
And	CC	and
over	IN	over
vast	JJ	vast
tracts	NNS	tract
of	IN	of
time	NN	time
,	,	,
the	DT	the
improbable	JJ	improbable
becomes	VBZ	become
the	DT	the
probable	JJ	probable
.	SENT	.
That	IN	that
'	POS	'
s	NNS	<unknown>
the	DT	the
magic	NN	magic
of	IN	of
the	DT	the
geological	JJ	geological
record	NN	record
.	SENT	.
Thus	RB	thus
,	,	,
multitudinous	JJ	multitudinous
creatures	NNS	creature
living	VBG	live
and	CC	and
dying	VBG	die
on	IN	on
an	DT	an
old	JJ	old
planet	NN	planet
leave	NN	leave
behind	IN	behind
immense	JJ	immense
numbers	NNS	number
of	IN	of
fossils	NNS	fossil
,	,	,
each	DT	each
one	CD	one
a	DT	a
small	JJ	small
miracle	NN	miracle
,	,	,
but	CC	but
collectively	RB	collectively
,	,	,
inevitable	JJ	inevitable
.	SENT	.
Sixty-six	NN	<unknown>
million	CD	million
years	NNS	year
ago	RB	ago
,	,	,
an	DT	an
asteroid	NN	asteroid
hits	VBZ	hit
the	DT	the
Earth	NN	earth
and	CC	and
wipes	VBZ	wipe
out	RP	out
the	DT	the
dinosaurs	NNS	dinosaur
.	SENT	.
This	DT	this
easily	RB	easily
might	MD	might
not	RB	not
have	VB	have
been	VBN	be
.	SENT	.
But	CC	but
we	PP	we
only	RB	only
get	VBP	get
one	CD	one
history	NN	history
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NN	S
the	DT	the
one	CD	one
that	IN	that
we	PP	we
have	VBP	have
.	SENT	.
But	CC	but
this	DT	this
particular	JJ	particular
reality	NN	reality
was	VBD	be
not	RB	not
inevitable	JJ	inevitable
.	SENT	.
The	DT	the
tiniest	JJS	tiny
perturbation	NN	perturbation
of	IN	of
that	DT	that
asteroid	NN	asteroid
far	RB	far
from	IN	from
Earth	NP	Earth
would	MD	would
have	VB	have
caused	VBN	cause
it	PP	it
to	TO	to
miss	VB	miss
our	PP$	our
planet	NN	planet
by	IN	by
a	DT	a
wide	JJ	wide
margin	NN	margin
.	SENT	.
The	DT	the
pivotal	JJ	pivotal
,	,	,
calamitous	JJ	calamitous
day	NN	day
during	IN	during
which	WDT	which
the	DT	the
dinosaurs	NNS	dinosaur
were	VBD	be
wiped	VBN	wipe
out	RP	out
,	,	,
setting	VBG	set
the	DT	the
stage	NN	stage
for	IN	for
the	DT	the
modern	JJ	modern
world	NN	world
as	IN	as
we	PP	we
know	VBP	know
it	PP	it
didn	NN	<unknown>
'	''	'
t	NN	t
have	VBP	have
to	TO	to
be	VB	be
.	SENT	.
It	PP	it
could	MD	could
'	''	'
ve	RB	<unknown>
just	RB	just
been	VBN	be
another	DT	another
day	NN	day
—	:	-
a	DT	a
Thursday	NP	Thursday
,	,	,
perhaps	RB	perhaps
—	:	-
among	IN	among
the	DT	the
63	CD	@card@
billion	NN	billion
days	NNS	day
already	RB	already
enjoyed	VBN	enjoy
by	IN	by
the	DT	the
dinosaurs	NNS	dinosaur
.	SENT	.
But	CC	but
over	IN	over
geological	JJ	geological
time	NN	time
,	,	,
improbable	JJ	improbable
,	,	,
nearly	RB	nearly
impossible	JJ	impossible
events	NNS	event
do	VBP	do
occur	VB	occur
.	SENT	.
Along	IN	along
the	DT	the
path	NN	path
from	IN	from
our	PP$	our
wormy	JJ	wormy
,	,	,
Cambrian	JJ	Cambrian
ancestors	NNS	ancestor
to	TO	to
primates	NNS	primate
dressed	VBN	dress
in	IN	in
suits	NNS	suit
,	,	,
innumerable	JJ	innumerable
forks	NNS	fork
in	IN	in
the	DT	the
road	NN	road
led	VBD	lead
us	PP	us
to	TO	to
this	DT	this
very	RB	very
particular	JJ	particular
reality	NN	reality
.	SENT	.
The	DT	the
bones	NNS	bone
of	IN	of
Dreadnoughtus	NP	<unknown>
lay	VBD	lie
underground	RB	underground
for	IN	for
77	CD	@card@
million	CD	million
years	NNS	year
.	SENT	.
Who	WP	who
could	MD	could
have	VB	have
imagined	VBN	imagine
that	IN	that
a	DT	a
single	JJ	single
species	NN	species
of	IN	of
shrew-like	JJ	<unknown>
mammal	NN	mammal
living	VBG	live
in	IN	in
the	DT	the
cracks	NNS	crack
of	IN	of
the	DT	the
dinosaur	NN	dinosaur
world	NN	world
would	MD	would
evolve	VB	evolve
into	IN	into
sentient	JJ	sentient
beings	NNS	being
capable	JJ	capable
of	IN	of
characterizing	VBG	characterize
and	CC	and
understanding	VBG	understand
the	DT	the
very	JJ	very
dinosaurs	NNS	dinosaur
they	PP	they
must	MD	must
have	VB	have
dreaded	VBN	dread
?	SENT	?
I	PP	I
once	RB	once
stood	VBD	stand
at	IN	at
the	DT	the
head	NN	head
of	IN	of
the	DT	the
Missouri	NP	Missouri
River	NP	River
and	CC	and
bestraddled	VBD	bestraddle
it	PP	it
.	SENT	.
There	RB	there
,	,	,
it	PP	it
'	POS	'
s	NN	S
nothing	NN	nothing
more	JJR	more
than	IN	than
a	DT	a
gurgle	NN	gurgle
of	IN	of
water	NN	water
that	IN	that
issues	NNS	issue
forth	RB	forth
from	IN	from
beneath	IN	beneath
a	DT	a
rock	NN	rock
in	IN	in
a	DT	a
boulder	NN	boulder
in	IN	in
a	DT	a
pasture	NN	pasture
,	,	,
high	JJ	high
in	IN	in
the	DT	the
Bitterroot	NN	Bitterroot
Mountains	NP	Mountains
.	SENT	.
The	DT	the
stream	NN	stream
next	JJ	next
to	TO	to
it	PP	it
runs	VBZ	run
a	DT	a
few	JJ	few
hundred	CD	hundred
yards	NNS	yard
and	CC	and
ends	NNS	end
in	IN	in
a	DT	a
small	JJ	small
pond	NN	pond
.	SENT	.
Those	DT	those
two	CD	two
streams	NNS	stream
—	:	-
they	PP	they
look	VBP	look
identical	JJ	identical
.	SENT	.
But	CC	but
one	PP	one
is	VBZ	be
an	DT	an
anonymous	JJ	anonymous
trickle	NN	trickle
of	IN	of
water	NN	water
,	,	,
and	CC	and
the	DT	the
other	JJ	other
is	VBZ	be
the	DT	the
Missouri	NP	Missouri
River	NP	River
.	SENT	.
Now	RB	now
go	VB	go
down	RP	down
to	TO	to
the	DT	the
mouth	NN	mouth
of	IN	of
the	DT	the
Missouri	NP	Missouri
,	,	,
near	IN	near
St	NP	St
.	SENT	.
Louis	NP	Louis
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NN	S
pretty	RB	pretty
obvious	JJ	obvious
that	IN	that
that	DT	that
river	NN	river
is	VBZ	be
a	DT	a
big	JJ	big
deal	NN	deal
.	SENT	.
But	CC	but
go	VB	go
up	RP	up
into	IN	into
the	DT	the
Bitterroots	NP	Bitterroots
and	CC	and
look	VB	look
at	IN	at
the	DT	the
Missouri	NP	Missouri
,	,	,
and	CC	and
human	JJ	human
prospection	NN	<unknown>
does	VBZ	do
not	RB	not
allow	VB	allow
us	PP	us
to	TO	to
see	VB	see
it	PP	it
as	IN	as
anything	NN	anything
special	JJ	special
.	SENT	.
Now	RB	now
go	VB	go
back	RB	back
to	TO	to
the	DT	the
Cretaceous	JJ	Cretaceous
Period	NN	period
and	CC	and
look	VB	look
at	IN	at
our	PP$	our
tiny	JJ	tiny
,	,	,
fuzzball	NN	<unknown>
ancestors	NNS	ancestor
.	SENT	.
You	PP	you
would	MD	would
never	RB	never
guess	VB	guess
that	IN	that
they	PP	they
would	MD	would
amount	VB	amount
to	TO	to
anything	NN	anything
special	JJ	special
,	,	,
and	CC	and
they	PP	they
probably	RB	probably
wouldn	JJ	<unknown>
'	''	'
t	NN	t
have	VBP	have
,	,	,
were	VBD	be
it	PP	it
not	RB	not
for	IN	for
that	DT	that
pesky	JJ	pesky
asteroid	NN	asteroid
.	SENT	.
Now	RB	now
,	,	,
make	VBP	make
a	DT	a
thousand	CD	thousand
more	JJR	more
worlds	NNS	world
and	CC	and
a	DT	a
thousand	CD	thousand
more	JJR	more
solar	JJ	solar
systems	NNS	system
and	CC	and
let	VB	let
them	PP	them
run	VB	run
.	SENT	.
You	PP	you
will	MD	will
never	RB	never
get	VB	get
the	DT	the
same	JJ	same
result	NN	result
.	SENT	.
No	DT	no
doubt	NN	doubt
,	,	,
those	DT	those
worlds	NNS	world
would	MD	would
be	VB	be
both	DT	both
amazing	JJ	amazing
and	CC	and
amazingly	RB	amazingly
improbable	JJ	improbable
,	,	,
but	CC	but
they	PP	they
would	MD	would
not	RB	not
be	VB	be
our	PP$	our
world	NN	world
and	CC	and
they	PP	they
would	MD	would
not	RB	not
have	VB	have
our	PP$	our
history	NN	history
.	SENT	.
There	EX	there
are	VBP	be
an	DT	an
infinite	JJ	infinite
number	NN	number
of	IN	of
histories	NNS	history
that	IN	that
we	PP	we
could	MD	could
'	''	'
ve	NN	ve
had	VBD	have
.	SENT	.
We	PP	we
only	RB	only
get	VBP	get
one	CD	one
,	,	,
and	CC	and
wow	NN	wow
,	,	,
did	VBD	do
we	PP	we
ever	RB	ever
get	VBP	get
a	DT	a
good	JJ	good
one	CD	one
.	SENT	.
Dinosaurs	NNS	dinosaur
like	IN	like
Dreadnoughtus	NP	<unknown>
were	VBD	be
real	JJ	real
.	SENT	.
Sea	NP	Sea
monsters	NNS	monster
like	IN	like
the	DT	the
mosasaur	NN	mosasaur
were	VBD	be
real	JJ	real
.	SENT	.
Dragonflies	NNS	dragonfly
with	IN	with
the	DT	the
wingspan	NN	wingspan
of	IN	of
an	DT	an
eagle	NN	eagle
and	CC	and
pill	NN	pill
bugs	NNS	bug
the	DT	the
length	NN	length
of	IN	of
a	DT	a
car	NN	car
really	RB	really
existed	VBD	exist
.	SENT	.
Why	WRB	why
study	VB	study
the	DT	the
ancient	JJ	ancient
past	NN	past
?	SENT	?
Because	IN	because
it	PP	it
gives	VBZ	give
us	PP	us
perspective	NN	perspective
and	CC	and
humility	NN	humility
.	SENT	.
The	DT	the
dinosaurs	NNS	dinosaur
died	VBD	die
in	IN	in
the	DT	the
world	NN	world
'	POS	'
s	JJ	<unknown>
fifth	JJ	fifth
mass	NN	mass
extinction	NN	extinction
,	,	,
snuffed	VBD	snuff
out	RP	out
in	IN	in
a	DT	a
cosmic	JJ	cosmic
accident	NN	accident
through	IN	through
no	DT	no
fault	NN	fault
of	IN	of
their	PP$	their
own	JJ	own
.	SENT	.
They	PP	they
didn	NP	<unknown>
'	POS	'
t	NN	t
see	VBP	see
it	PP	it
coming	VBG	come
,	,	,
and	CC	and
they	PP	they
didn	NN	<unknown>
'	''	'
t	NN	t
have	VBP	have
a	DT	a
choice	NN	choice
.	SENT	.
We	PP	we
,	,	,
on	IN	on
the	DT	the
other	JJ	other
hand	NN	hand
,	,	,
do	VBP	do
have	VB	have
a	DT	a
choice	NN	choice
.	SENT	.
And	CC	and
the	DT	the
nature	NN	nature
of	IN	of
the	DT	the
fossil	JJ	fossil
record	NN	record
tells	VBZ	tell
us	PP	us
that	IN	that
our	PP$	our
place	NN	place
on	IN	on
this	DT	this
planet	NN	planet
is	VBZ	be
both	DT	both
precarious	JJ	precarious
and	CC	and
potentially	RB	potentially
fleeting	JJ	fleeting
.	SENT	.
Right	RB	right
now	RB	now
,	,	,
our	PP$	our
species	NN	species
is	VBZ	be
propagating	VBG	propagate
an	DT	an
environmental	JJ	environmental
disaster	NN	disaster
of	IN	of
geological	JJ	geological
proportions	NNS	proportion
that	WDT	that
is	VBZ	be
so	RB	so
broad	JJ	broad
and	CC	and
so	RB	so
severe	JJ	severe
,	,	,
it	PP	it
can	MD	can
rightly	RB	rightly
be	VB	be
called	VBN	call
the	DT	the
sixth	JJ	sixth
extinction	NN	extinction
.	SENT	.
Only	RB	only
unlike	IN	unlike
the	DT	the
dinosaurs	NNS	dinosaur
,	,	,
we	PP	we
can	MD	can
see	VB	see
it	PP	it
coming	VBG	come
.	SENT	.
And	CC	and
unlike	IN	unlike
the	DT	the
dinosaurs	NNS	dinosaur
,	,	,
we	PP	we
can	MD	can
do	VB	do
something	NN	something
about	IN	about
it	PP	it
.	SENT	.
That	DT	that
choice	NN	choice
is	VBZ	be
ours	PP	ours
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
