How	WRB	how
starting	VBG	start
to	TO	to
emerge	VB	emerge
that	IN	that
I	PP	I
could	MD	could
have	VB	have
mentioned	VBN	mention
here	RB	here
.	SENT	.
However	RB	however
,	,	,
from	IN	from
these	DT	these
three	CD	three
examples	NNS	example
,	,	,
what	WP	what
you	PP	you
can	MD	can
see	VB	see
is	VBZ	be
the	DT	the
diversity	NN	diversity
of	IN	of
solutions	NNS	solution
.	SENT	.
And	CC	and
we	PP	we
'	POS	'
re	NN	re
agnostic	NN	agnostic
about	IN	about
that	DT	that
.	SENT	.
All	PDT	all
that	DT	that
matters	NNS	matter
is	VBZ	be
that	IN	that
they	PP	they
achieve	VB	achieve
the	DT	the
results	NNS	result
within	IN	within
the	DT	the
set	VBN	set
parameters	NNS	parameter
.	SENT	.
Now	RB	now
,	,	,
before	IN	before
I	PP	I
end	VBP	end
,	,	,
I	PP	I
must	MD	must
address	VB	address
the	DT	the
question	NN	question
of	IN	of
our	PP$	our
own	JJ	own
operations	NNS	operation
.	SENT	.
So	RB	so
to	TO	to
start	VB	start
,	,	,
Shopify	NP	<unknown>
is	VBZ	be
a	DT	a
carbon-neutral	JJ	carbon-neutral
company	NN	company
,	,	,
and	CC	and
we	PP	we
'	POS	'
ve	NNS	<unknown>
committed	VBN	commit
to	TO	to
kick-starting	VBG	kick-start
the	DT	the
carbon-removal	NN	carbon-removal
market	NN	market
.	SENT	.
Our	PP$	our
business	NN	business
is	VBZ	be
all	DT	all
about	RB	about
helping	VBG	help
millions	NNS	million
of	IN	of
entrepreneurs	NNS	entrepreneur
succeed	VBP	succeed
.	SENT	.
And	CC	and
today	NN	today
,	,	,
they	PP	they
'	POS	'
re	NN	re
experiencing	VBG	experience
so	IN	so
many	JJ	many
challenges	NNS	challenge
.	SENT	.
We	PP	we
have	VBP	have
an	DT	an
opportunity	NN	opportunity
to	TO	to
help	VB	help
them	PP	them
become	VB	become
carbon-neutral	NN	carbon-neutral
and	CC	and
to	TO	to
leverage	VB	leverage
carbon	NN	carbon
removal	NN	removal
in	IN	in
order	NN	order
to	TO	to
future-proof	NN	future-proof
their	PP$	their
businesses	NNS	business
,	,	,
which	WDT	which
in	IN	in
turn	NN	turn
safeguards	NNS	safeguard
ours	PP	ours
.	SENT	.
Now	RB	now
,	,	,
not	RB	not
a	DT	a
lot	NN	lot
of	IN	of
them	PP	them
have	VBP	have
climate	NN	climate
teams	NNS	team
.	SENT	.
But	CC	but
we	PP	we
have	VBP	have
the	DT	the
opportunity	NN	opportunity
to	TO	to
share	VB	share
our	PP$	our
experience	NN	experience
and	CC	and
expertise	NN	expertise
with	IN	with
them	PP	them
.	SENT	.
And	CC	and
so	IN	so
what	WP	what
we	PP	we
'	POS	'
re	NN	re
trying	VBG	try
to	TO	to
do	VB	do
is	VBZ	be
take	VB	take
everything	NN	everything
we	PP	we
'	POS	'
ve	NN	ve
learned	VBD	learn
about	IN	about
reducing	VBG	reduce
and	CC	and
managing	VBG	manage
Shopify	NP	<unknown>
'	POS	'
s	NN	S
emissions	NNS	emission
and	CC	and
from	IN	from
vetting	VBG	vet
and	CC	and
buying	VBG	buy
high-quality	JJ	high-quality
carbon	NN	carbon
removal	NN	removal
,	,	,
and	CC	and
we	PP	we
'	POS	'
re	NN	re
trying	VBG	try
to	TO	to
take	VB	take
those	DT	those
lessons	NNS	lesson
and	CC	and
put	VB	put
them	PP	them
out	RP	out
on	IN	on
our	PP$	our
platform	NN	platform
to	TO	to
make	VB	make
them	PP	them
available	JJ	available
for	IN	for
all	DT	all
of	IN	of
our	PP$	our
merchants	NNS	merchant
.	SENT	.
Not	RB	not
only	RB	only
will	MD	will
this	RB	this
help	VB	help
reduce	VB	reduce
emissions	NNS	emission
,	,	,
but	CC	but
this	DT	this
will	MD	will
also	RB	also
help	VB	help
create	VB	create
the	DT	the
very	JJ	very
market	NN	market
that	IN	that
all	DT	all
of	IN	of
these	DT	these
new	JJ	new
carbon-removal	NN	carbon-removal
companies	NNS	company
who	WP	who
are	VBP	be
building	VBG	build
in	IN	in
response	NN	response
to	TO	to
Frontier	NP	Frontier
'	POS	'
s	JJ	<unknown>
demand	NN	demand
signal	NN	signal
will	MD	will
rely	VB	rely
on	RP	on
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
feedback	NN	feedback
loop	NN	loop
that	WDT	that
will	MD	will
spur	VB	spur
innovation	NN	innovation
and	CC	and
drive	VB	drive
the	DT	the
development	NN	development
of	IN	of
carbon	NN	carbon
removal	NN	removal
at	IN	at
the	DT	the
scale	NN	scale
the	DT	the
world	NN	world
needs	VBZ	need
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
