Simone	NP	Simone
about	IN	about
change	NN	change
,	,	,
it	PP	it
'	POS	'
s	NN	S
about	IN	about
leaving	VBG	leave
behind	IN	behind
the	DT	the
past	NN	past
to	TO	to
focus	VB	focus
on	IN	on
the	DT	the
future	NN	future
.	SENT	.
"	''	"
So	RB	so
can	MD	can
you	PP	you
talk	VB	talk
a	DT	a
little	JJ	little
bit	NN	bit
about	IN	about
that	DT	that
?	SENT	?
JD	NN	JD
:	:	:
Historically	RB	historically
,	,	,
we	PP	we
have	VBP	have
been	VBN	be
at	IN	at
the	DT	the
effect	NN	effect
of	IN	of
the	DT	the
environment	NN	environment
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
this	DT	this
is	VBZ	be
the	DT	the
history	NN	history
of	IN	of
the	DT	the
world	NN	world
.	SENT	.
The	DT	the
world	NN	world
constrains	VBZ	constrain
us	PP	us
in	IN	in
what	WP	what
we	PP	we
can	MD	can
do	VB	do
as	IN	as
human	JJ	human
beings	NNS	being
and	CC	and
we	PP	we
often	RB	often
adapt	VBP	adapt
and	CC	and
adopt	VBP	adopt
to	TO	to
various	JJ	various
environmental	JJ	environmental
situations	NNS	situation
.	SENT	.
This	DT	this
field	NN	field
of	IN	of
geodesign	NN	geodesign
is	VBZ	be
about	RB	about
bringing	VBG	bring
geographic	JJ	geographic
systems	NNS	system
and	CC	and
knowledge	NN	knowledge
into	IN	into
the	DT	the
design	NN	design
process	NN	process
so	RB	so
that	IN	that
we	PP	we
can	MD	can
actually	RB	actually
be	VB	be
guided	VBN	guide
by	IN	by
nature	NN	nature
and	CC	and
be	VB	be
more	RBR	more
sensitive	JJ	sensitive
to	TO	to
it	PP	it
so	RB	so
that	IN	that
we	PP	we
can	MD	can
be	VB	be
responsive	JJ	responsive
to	TO	to
the	DT	the
greater	JJR	great
forces	NNS	force
of	IN	of
the	DT	the
environment	NN	environment
and	CC	and
do	VB	do
it	PP	it
in	IN	in
such	PDT	such
a	DT	a
way	NN	way
that	IN	that
we	PP	we
can	MD	can
take	VB	take
--	:	--
it	PP	it
'	POS	'
s	JJ	<unknown>
thinking	NN	thinking
of	IN	of
the	DT	the
world	NN	world
as	IN	as
a	DT	a
garden	NN	garden
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
like	IN	like
gardening	NN	gardening
,	,	,
you	PP	you
must	MD	must
pull	VB	pull
out	RP	out
the	DT	the
weeds	NNS	weed
,	,	,
you	PP	you
nurture	VBP	nurture
your	PP$	your
plants	NNS	plant
,	,	,
you	PP	you
take	VBP	take
care	NN	care
of	IN	of
certain	JJ	certain
things	NNS	thing
,	,	,
you	PP	you
make	VBP	make
sure	JJ	sure
things	NNS	thing
are	VBP	be
watered	VBN	water
.	SENT	.
And	CC	and
at	IN	at
this	DT	this
point	NN	point
,	,	,
because	IN	because
of	IN	of
the	DT	the
way	NN	way
we	PP	we
are	VBP	be
organized	VBN	organize
,	,	,
and	CC	and
the	DT	the
way	NN	way
we	PP	we
think	VBP	think
and	CC	and
the	DT	the
way	NN	way
our	PP$	our
information	NN	information
is	VBZ	be
brought	VBN	bring
to	TO	to
us	PP	us
,	,	,
we	PP	we
don	VBP	don
'	''	'
t	NN	t
think	VBP	think
as	IN	as
a	DT	a
garden	NN	garden
,	,	,
we	PP	we
don	VBP	don
'	''	'
t	NN	t
think	VBP	think
holistically	RB	holistically
,	,	,
we	PP	we
don	VBP	don
'	''	'
t	NN	t
think	VBP	think
of	IN	of
the	DT	the
relationships	NNS	relationship
that	WDT	that
are	VBP	be
in	IN	in
our	PP$	our
lives	NNS	life
,	,	,
that	WDT	that
are	VBP	be
affecting	VBG	affect
our	PP$	our
lives	NNS	life
.	SENT	.
And	CC	and
as	IN	as
a	DT	a
result	NN	result
,	,	,
we	PP	we
'	POS	'
re	NN	re
careless	JJ	careless
,	,	,
we	PP	we
'	POS	'
re	NN	re
polluting	VBG	pollute
the	DT	the
environment	NN	environment
,	,	,
we	PP	we
'	POS	'
re	NN	re
messing	VBG	mess
it	PP	it
up	RP	up
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
on	IN	on
steroids	NNS	steroid
,	,	,
I	PP	I
mean	VBP	mean
,	,	,
the	DT	the
world	NN	world
is	VBZ	be
really	RB	really
in	IN	in
trouble	NN	trouble
at	IN	at
this	DT	this
particular	JJ	particular
point	NN	point
.	SENT	.
I	PP	I
mean	VBP	mean
we	PP	we
have	VBP	have
the	DT	the
crisis	NN	crisis
of	IN	of
COVID	NP	<unknown>
,	,	,
but	CC	but
my	PP$	my
God	NP	God
,	,	,
COVID	NP	<unknown>
is	VBZ	be
just	RB	just
a	DT	a
little	JJ	little
wave	NN	wave
.	SENT	.
What	WP	what
'	POS	'
s	NNS	<unknown>
coming	VBG	come
behind	IN	behind
us	PP	us
is	VBZ	be
the	DT	the
climate	NN	climate
change	NN	change
issue	NN	issue
,	,	,
which	WDT	which
is	VBZ	be
not	RB	not
so	RB	so
easy	JJ	easy
to	TO	to
fix	VB	fix
.	SENT	.
There	EX	there
'	''	'
s	VBG	<unknown>
no	DT	no
vaccine	NN	vaccine
that	RB	that
'	POS	'
s	NN	S
simply	RB	simply
applied	VBN	apply
.	SENT	.
And	CC	and
then	RB	then
behind	IN	behind
that	DT	that
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
the	DT	the
loss	NN	loss
of	IN	of
biodiversity	NN	biodiversity
and	CC	and
behind	IN	behind
that	DT	that
,	,	,
it	PP	it
'	POS	'
s	JJ	<unknown>
sort	NN	sort
of	IN	of
unraveling	NN	unraveling
what	WP	what
has	VBZ	have
taken	VBN	take
billions	NNS	billion
of	IN	of
years	NNS	year
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
put	VB	put
together	RB	together
.	SENT	.
And	CC	and
so	RB	so
,	,	,
as	IN	as
human	JJ	human
beings	NNS	being
,	,	,
my	PP$	my
sense	NN	sense
is	VBZ	be
we	PP	we
'	POS	'
ve	NN	ve
got	VBD	get
to	TO	to
be	VB	be
more	RBR	more
responsive	JJ	responsive
to	TO	to
take	VB	take
care	NN	care
of	IN	of
our	PP$	our
place	NN	place
.	SENT	.
SR	NN	SR
:	:	:
It	PP	it
'	POS	'
s	JJ	<unknown>
transformation	NN	transformation
with	IN	with
science	NN	science
and	CC	and
design	NN	design
as	IN	as
opposed	VBN	oppose
to	TO	to
transformation	NN	transformation
brought	VBD	bring
on	IN	on
or	CC	or
foisted	VBN	foist
on	IN	on
us	PP	us
by	IN	by
rapid	JJ	rapid
tech	NN	tech
change	NN	change
.	SENT	.
It	PP	it
sounds	VBZ	sound
very	RB	very
deliberate	VB	deliberate
.	SENT	.
JD	NN	JD
:	:	:
It	PP	it
'	POS	'
s	NN	S
very	RB	very
deliberate	JJ	deliberate
.	SENT	.
Again	RB	again
,	,	,
when	WRB	when
I	PP	I
was	VBD	be
a	DT	a
student	NN	student
,	,	,
I	PP	I
got	VBD	get
the	DT	the
vision	NN	vision
or	CC	or
thought	VBD	think
that	IN	that
we	PP	we
could	MD	could
actually	RB	actually
do	VB	do
environmental	JJ	environmental
planning	NN	planning
and	CC	and
design	NN	design
and	CC	and
development	NN	development
better	JJR	good
by	IN	by
thinking	VBG	think
holistically	RB	holistically
.	SENT	.
Bringing	VBG	bring
all	PDT	all
the	DT	the
factors	NNS	factor
together	RB	together
.	SENT	.
And	CC	and
when	WRB	when
I	PP	I
launched	VBD	launch
Esri	NP	<unknown>
,	,	,
we	PP	we
were	VBD	be
starting	VBG	start
to	TO	to
do	VB	do
projects	NNS	project
better	JJR	good
because	IN	because
we	PP	we
could	MD	could
integrate	VB	integrate
all	DT	all
of	IN	of
the	DT	the
factors	NNS	factor
into	IN	into
the	DT	the
design	NN	design
projects	NNS	project
.	SENT	.
Then	RB	then
as	IN	as
we	PP	we
started	VBD	start
building	NN	building
systems	NNS	system
,	,	,
they	PP	they
were	VBD	be
first	RB	first
small	JJ	small
,	,	,
focused	JJ	focused
systems	NNS	system
for	IN	for
a	DT	a
particular	JJ	particular
department	NN	department
,	,	,
like	IN	like
an	DT	an
engineering	NN	engineering
department	NN	department
in	IN	in
a	DT	a
city	NN	city
or	CC	or
a	DT	a
planning	NN	planning
department	NN	department
,	,	,
or	CC	or
a	DT	a
forest	NN	forest
management	NN	management
organization	NN	organization
or	CC	or
an	DT	an
oil	NN	oil
company	NN	company
.	SENT	.
They	PP	they
could	MD	could
do	VB	do
their	PP$	their
work	NN	work
better	RBR	well
by	IN	by
considering	VBG	consider
all	PDT	all
the	DT	the
factors	NNS	factor
.	SENT	.
Then	RB	then
--	:	--
And	CC	and
that	WDT	that
transformed	VBD	transform
the	DT	the
way	NN	way
projects	NNS	project
were	VBD	be
done	VBN	do
,	,	,
and	CC	and
it	PP	it
transformed	VBD	transform
human	JJ	human
activities	NNS	activity
in	IN	in
these	DT	these
different	JJ	different
departments	NNS	department
.	SENT	.
From	IN	from
there	RB	there
,	,	,
we	PP	we
started	VBD	start
to	TO	to
move	VB	move
on	IN	on
to	TO	to
the	DT	the
idea	NN	idea
of	IN	of
transforming	VBG	transform
entire	JJ	entire
organizations	NNS	organization
.	SENT	.
This	DT	this
meant	VBN	mean
entire	JJ	entire
enterprises	NNS	enterprise
.	SENT	.
So	RB	so
from	IN	from
projects	NNS	project
to	TO	to
systems	NNS	system
to	TO	to
organizational	JJ	organizational
transformation	NN	transformation
where	WRB	where
you	PP	you
could	MD	could
actually	RB	actually
have	VB	have
organizations	NNS	organization
by	IN	by
intention	NN	intention
look	NN	look
at	IN	at
all	PDT	all
the	DT	the
factors	NNS	factor
.	SENT	.
And	CC	and
we	PP	we
have	VBP	have
so	RB	so
many	JJ	many
examples	NNS	example
of	IN	of
this	DT	this
.	SENT	.
And	CC	and
now	RB	now
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
fourth	JJ	fourth
phase	NN	phase
that	IN	that
we	PP	we
'	POS	'
re	NN	re
very	RB	very
engaged	VBN	engage
in	IN	in
.	SENT	.
Those	DT	those
three	CD	three
phases	NNS	phase
involve	VBP	involve
certain	JJ	certain
kinds	NNS	kind
of	IN	of
technology	NN	technology
innovation	NN	innovation
,	,	,
but	CC	but
the	DT	the
fourth	JJ	fourth
phase	NN	phase
is	VBZ	be
resting	VBG	rest
on	IN	on
the	DT	the
web	NN	web
with	IN	with
web	NN	web
services	NNS	service
,	,	,
and	CC	and
its	PP$	its
intention	NN	intention
is	VBZ	be
not	RB	not
to	TO	to
transform	VB	transform
simply	RB	simply
one	CD	one
organization	NN	organization
at	IN	at
a	DT	a
time	NN	time
or	CC	or
one	CD	one
project	NN	project
at	IN	at
a	DT	a
time	NN	time
,	,	,
it	PP	it
'	POS	'
s	NN	S
to	TO	to
transform	VB	transform
society	NN	society
so	RB	so
that	IN	that
we	PP	we
can	MD	can
raise	VB	raise
the	DT	the
bar	NN	bar
with	IN	with
geographic	JJ	geographic
consciousness	NN	consciousness
and	CC	and
geographic	JJ	geographic
knowledge	NN	knowledge
to	TO	to
see	VB	see
what	WP	what
our	PP$	our
human	JJ	human
footprint	NN	footprint
is	VBZ	be
causing	VBG	cause
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
so	RB	so
transformational	JJ	transformational
,	,	,
because	IN	because
people	NNS	people
don	NN	don
'	POS	'
t	NN	t
want	VBP	want
to	TO	to
mess	VB	mess
up	RP	up
,	,	,
they	PP	they
want	VBP	want
to	TO	to
know	VB	know
what	WP	what
to	TO	to
do	VB	do
and	CC	and
they	PP	they
want	VBP	want
to	TO	to
put	VB	put
the	DT	the
foot	NN	foot
down	RB	down
in	IN	in
the	DT	the
right	JJ	right
location	NN	location
,	,	,
they	PP	they
don	VBP	don
'	''	'
t	NN	t
want	VBP	want
to	TO	to
mess	VB	mess
up	RP	up
wetlands	NNS	wetland
by	IN	by
intention	NN	intention
,	,	,
they	PP	they
want	VBP	want
to	TO	to
design	VB	design
with	IN	with
nature	NN	nature
.	SENT	.
SR	NN	SR
:	:	:
So	IN	so
you	PP	you
'	POS	'
re	NN	re
talking	VBG	talk
about	IN	about
what	WP	what
you	PP	you
call	VBP	call
a	DT	a
geospatial	JJ	geospatial
nervous	JJ	nervous
system	NN	system
.	SENT	.
JD	NN	JD
:	:	:
Yes	UH	yes
,	,	,
building	VBG	build
a	DT	a
geospatial	JJ	geospatial
nervous	JJ	nervous
system	NN	system
will	MD	will
allow	VB	allow
us	PP	us
to	TO	to
guide	VB	guide
society	NN	society
in	IN	in
such	PDT	such
a	DT	a
way	NN	way
.	SENT	.
And	CC	and
in	IN	in
a	DT	a
way	NN	way
,	,	,
it	PP	it
'	POS	'
s	NN	S
not	RB	not
somebody	NN	somebody
guiding	VBG	guide
others	NNS	other
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
not	RB	not
like	VBP	like
that	IN	that
at	IN	at
all	DT	all
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
like	IN	like
the	DT	the
internet	NN	Internet
itself	PP	itself
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
an	DT	an
interconnected	VBN	interconnect
network	NN	network
of	IN	of
serving	VBG	serve
knowledge	NN	knowledge
,	,	,
sharing	VBG	share
knowledge	NN	knowledge
,	,	,
and	CC	and
using	VBG	use
each	DT	each
other	JJ	other
'	POS	'
s	NN	S
knowledge	NN	knowledge
.	SENT	.
That	DT	that
is	VBZ	be
,	,	,
multidisciplinary	JJ	multidisciplinary
knowledge	NN	knowledge
,	,	,
different	JJ	different
kinds	NNS	kind
of	IN	of
science	NN	science
knowledge	NN	knowledge
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
see	VB	see
and	CC	and
understand	VB	understand
before	IN	before
action	NN	action
.	SENT	.
All	RB	all
we	PP	we
'	POS	'
re	NN	re
doing	VBG	do
is	VBZ	be
building	VBG	build
tools	NNS	tool
that	WDT	that
interconnect	VB	interconnect
different	JJ	different
organizations	NNS	organization
'	POS	'
information	NN	information
.	SENT	.
And	CC	and
independent	JJ	independent
actors	NNS	actor
running	VBG	run
in	IN	in
independent	JJ	independent
organizations	NNS	organization
all	RB	all
around	IN	around
the	DT	the
world	NN	world
are	VBP	be
building	VBG	build
something	NN	something
I	PP	I
like	VBP	like
to	TO	to
call	VB	call
this	DT	this
geospatial	JJ	geospatial
infrastructure	NN	infrastructure
.	SENT	.
And	CC	and
they	PP	they
'	POS	'
re	NN	re
layering	VBG	layer
it	PP	it
on	IN	on
top	NN	top
of	IN	of
the	DT	the
web	NN	web
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
like	IN	like
one	CD	one
agency	NN	agency
is	VBZ	be
serving	VBG	serve
their	PP$	their
information	NN	information
and	CC	and
another	DT	another
one	CD	one
is	VBZ	be
able	JJ	able
to	TO	to
use	VB	use
it	PP	it
with	IN	with
their	PP$	their
own	JJ	own
information	NN	information
and	CC	and
therefore	RB	therefore
make	VB	make
better	JJR	good
decisions	NNS	decision
,	,	,
make	VB	make
more	JJR	more
sustainable	JJ	sustainable
decisions	NNS	decision
.	SENT	.
Now	RB	now
,	,	,
they	PP	they
'	POS	'
re	NN	re
still	RB	still
all	DT	all
independent	JJ	independent
actors	NNS	actor
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
no	DT	no
control	NN	control
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
no	DT	no
orders	NNS	order
from	IN	from
headquarters	NN	headquarters
.	SENT	.
What	WP	what
this	DT	this
is	VBZ	be
is	VBZ	be
a	DT	a
fabric	NN	fabric
that	RB	that
'	POS	'
s	NNS	<unknown>
emerging	VBG	emerge
very	RB	very
rapidly	RB	rapidly
.	SENT	.
Let	VB	let
me	PP	me
give	VB	give
a	DT	a
practical	JJ	practical
example	NN	example
.	SENT	.
The	DT	the
Pacific	NP	Pacific
Gas	NP	Gas
and	CC	and
Electric	NP	Electric
corporation	NN	corporation
,	,	,
a	DT	a
very	RB	very
large	JJ	large
organization	NN	organization
here	RB	here
in	IN	in
California	NP	California
,	,	,
one	CD	one
of	IN	of
the	DT	the
largest	JJS	large
utilities	NNS	utility
in	IN	in
the	DT	the
world	NN	world
,	,	,
is	VBZ	be
sharing	VBG	share
their	PP$	their
outage	NN	outage
and	CC	and
utility	NN	utility
information	NN	information
over	IN	over
the	DT	the
web	NN	web
with	IN	with
the	DT	the
State	NP	State
of	IN	of
California	NP	California
fire	NN	fire
people	NNS	people
and	CC	and
emergency	NN	emergency
management	NN	management
people	NNS	people
,	,	,
so	RB	so
that	IN	that
they	PP	they
can	MD	can
act	VB	act
better	JJR	good
and	CC	and
vice	JJ	vice
versa	RB	versa
.	SENT	.
So	IN	so
they	PP	they
'	POS	'
re	NN	re
sharing	VBG	share
and	CC	and
collaborating	VBG	collaborate
through	IN	through
geographic	JJ	geographic
information	NN	information
in	IN	in
whole	JJ	whole
new	JJ	new
ways	NNS	way
.	SENT	.
And	CC	and
the	DT	the
FEMA	NP	FEMA
,	,	,
the	DT	the
large	JJ	large
federal	JJ	federal
emergency	NN	emergency
management	NN	management
organization	NN	organization
is	VBZ	be
sharing	VBG	share
their	PP$	their
emergency	NN	emergency
management	NN	management
information	NN	information
with	IN	with
states	NNS	state
and	CC	and
cities	NNS	city
who	WP	who
are	VBP	be
overlaying	VBG	overlay
their	PP$	their
data	NNS	datum
on	IN	on
FEMA	NP	FEMA
data	NNS	datum
,	,	,
which	WDT	which
is	VBZ	be
overlaying	VBG	overlay
on	IN	on
top	NN	top
of	IN	of
NOAA	NP	NOAA
'	POS	'
s	JJ	<unknown>
information	NN	information
on	IN	on
the	DT	the
weather	NN	weather
and	CC	and
the	DT	the
tracking	NN	tracking
of	IN	of
satellites	NNS	satellite
,	,	,
and	CC	and
so	RB	so
on	IN	on
.	SENT	.
So	IN	so
this	DT	this
web-based	JJ	<unknown>
,	,	,
internet-based	JJ	<unknown>
system	NN	system
is	VBZ	be
allowing	VBG	allow
the	DT	the
fusion	NN	fusion
of	IN	of
information	NN	information
from	IN	from
many	JJ	many
different	JJ	different
actors	NNS	actor
.	SENT	.
And	CC	and
independently	RB	independently
,	,	,
these	DT	these
actors	NNS	actor
are	VBP	be
able	JJ	able
to	TO	to
more	RBR	more
holistically	RB	holistically
solve	VB	solve
their	PP$	their
problems	NNS	problem
.	SENT	.
SR	NN	SR
:	:	:
Do	VBP	do
you	PP	you
think	VBP	think
we	PP	we
can	MD	can
overcome	VB	overcome
these	DT	these
challenges	NNS	challenge
?	SENT	?
JD	NN	JD
:	:	:
Today	NN	today
,	,	,
both	CC	both
because	IN	because
of	IN	of
our	PP$	our
increased	VBN	increase
consumption	NN	consumption
patterns	NNS	pattern
and	CC	and
the	DT	the
overpopulation	NN	overpopulation
of	IN	of
the	DT	the
planet	NN	planet
,	,	,
we	PP	we
'	POS	'
re	NN	re
in	IN	in
severe	JJ	severe
trouble	NN	trouble
.	SENT	.
So	RB	so
what	WP	what
we	PP	we
can	MD	can
do	VB	do
is	VBZ	be
,	,	,
I	PP	I
think	VBP	think
,	,	,
minimize	VBP	minimize
the	DT	the
impact	NN	impact
of	IN	of
population	NN	population
,	,	,
we	PP	we
can	MD	can
optimize	VB	optimize
the	DT	the
work	NN	work
that	IN	that
we	PP	we
do	VBP	do
,	,	,
we	PP	we
can	MD	can
save	VB	save
energy	NN	energy
,	,	,
we	PP	we
can	MD	can
do	VB	do
all	DT	all
of	IN	of
these	DT	these
various	JJ	various
things	NNS	thing
.	SENT	.
And	CC	and
I	PP	I
have	VBP	have
a	DT	a
very	RB	very
positive	JJ	positive
feeling	NN	feeling
about	IN	about
the	DT	the
future	NN	future
.	SENT	.
This	DT	this
is	VBZ	be
what	WP	what
drives	VBZ	drive
me	PP	me
day	NN	day
and	CC	and
night	NN	night
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
I	PP	I
have	VBP	have
had	VBD	have
that	DT	that
vision	NN	vision
for	IN	for
over	RB	over
50	CD	@card@
years	NNS	year
that	IN	that
we	PP	we
must	MD	must
do	VB	do
this	DT	this
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
a	DT	a
question	NN	question
of	IN	of
the	DT	the
outcomes	NNS	outcome
,	,	,
it	PP	it
'	POS	'
s	NN	S
the	DT	the
only	JJ	only
way	NN	way
that	IN	that
I	PP	I
can	MD	can
think	VB	think
of	IN	of
to	TO	to
create	VB	create
a	DT	a
sustainable	JJ	sustainable
future	NN	future
.	SENT	.
We	PP	we
must	MD	must
apply	VB	apply
our	PP$	our
best	JJS	good
science	NN	science
,	,	,
we	PP	we
must	MD	must
apply	VB	apply
our	PP$	our
best	JJS	good
design	NN	design
and	CC	and
critical	JJ	critical
thinking	NN	thinking
,	,	,
we	PP	we
must	MD	must
apply	VB	apply
our	PP$	our
best	JJS	good
systems	NNS	system
theories	NNS	theory
,	,	,
we	PP	we
must	MD	must
apply	VB	apply
our	PP$	our
best	JJS	good
technologies	NNS	technology
,	,	,
in	IN	in
concert	NN	concert
,	,	,
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
address	VB	address
the	DT	the
great	JJ	great
challenges	NNS	challenge
that	IN	that
we	PP	we
are	VBP	be
all	RB	all
facing	VBG	face
.	SENT	.
And	CC	and
Esri	NP	<unknown>
,	,	,
as	IN	as
an	DT	an
organization	NN	organization
,	,	,
has	VBZ	have
always	RB	always
been	VBN	be
and	CC	and
will	MD	will
always	RB	always
be	VB	be
all	DT	all
about	RB	about
bringing	VBG	bring
those	DT	those
forces	NNS	force
together	RB	together
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
support	VB	support
organizations	NNS	organization
independently	RB	independently
doing	VBG	do
their	PP$	their
work	NN	work
in	IN	in
this	DT	this
more	RBR	more
holistic	JJ	holistic
way	NN	way
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
the	DT	the
big	JJ	big
vision	NN	vision
.	SENT	.
SR	NN	SR
:	:	:
So	RB	so
what	WP	what
advice	NN	advice
or	CC	or
guidance	NN	guidance
would	MD	would
you	PP	you
give	VB	give
to	TO	to
a	DT	a
young	JJ	young
entrepreneur	NN	entrepreneur
today	NN	today
who	WP	who
,	,	,
sort	NN	sort
of	IN	of
,	,	,
wants	VBZ	want
to	TO	to
use	VB	use
tech	NN	tech
and	CC	and
science	NN	science
to	TO	to
,	,	,
you	PP	you
know	VBP	know
,	,	,
if	IN	if
not	RB	not
save	VB	save
the	DT	the
world	NN	world
,	,	,
transform	VB	transform
the	DT	the
world	NN	world
or	CC	or
improve	VB	improve
the	DT	the
world	NN	world
,	,	,
because	IN	because
obviously	RB	obviously
,	,	,
that	IN	that
'	POS	'
s	NN	S
where	WRB	where
a	DT	a
lot	NN	lot
of	IN	of
the	DT	the
hope	NN	hope
and	CC	and
the	DT	the
potential	NN	potential
is	VBZ	be
.	SENT	.
So	RB	so
as	IN	as
someone	NN	someone
who	WP	who
has	VBZ	have
been	VBN	be
doing	VBG	do
this	DT	this
for	IN	for
quite	RB	quite
some	DT	some
time	NN	time
now	RB	now
,	,	,
what	WP	what
would	MD	would
your	PP$	your
advice	NN	advice
be	VB	be
to	TO	to
someone	NN	someone
like	IN	like
that	DT	that
?	SENT	?
JD	NN	JD
:	:	:
Well	RB	well
,	,	,
there	EX	there
'	''	'
s	NN	S
so	IN	so
many	JJ	many
different	JJ	different
opportunities	NNS	opportunity
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
work	VB	work
and	CC	and
contribute	VB	contribute
in	IN	in
the	DT	the
world	NN	world
.	SENT	.
I	PP	I
was	VBD	be
very	RB	very
lucky	JJ	lucky
with	IN	with
parents	NNS	parent
who	WP	who
were	VBD	be
servants	NNS	servant
and	CC	and
they	PP	they
taught	VBD	teach
me	PP	me
to	TO	to
be	VB	be
in	IN	in
service	NN	service
to	TO	to
others	NNS	other
.	SENT	.
This	DT	this
was	VBD	be
a	DT	a
great	JJ	great
value	NN	value
gift	NN	gift
.	SENT	.
When	WRB	when
I	PP	I
went	VBD	go
to	TO	to
Harvard	NP	Harvard
,	,	,
there	EX	there
was	VBD	be
also	RB	also
a	DT	a
philosophy	NN	philosophy
there	RB	there
to	TO	to
be	VB	be
in	IN	in
public	JJ	public
service	NN	service
,	,	,
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
focus	VB	focus
your	PP$	your
life	NN	life
,	,	,
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
give	VB	give
back	RB	back
.	SENT	.
And	CC	and
Harvard	NP	Harvard
has	VBZ	have
been	VBN	be
a	DT	a
huge	JJ	huge
contributor	NN	contributor
to	TO	to
those	DT	those
in	IN	in
public	JJ	public
sector	NN	sector
.	SENT	.
In	IN	in
the	DT	the
UK	NP	UK
,	,	,
Oxford	NP	Oxford
and	CC	and
Cambridge	NP	Cambridge
had	VBD	have
that	DT	that
same	JJ	same
kind	NN	kind
of	IN	of
philosophy	NN	philosophy
of	IN	of
growing	VBG	grow
the	DT	the
next	JJ	next
generation	NN	generation
that	RB	that
'	POS	'
s	NN	S
in	IN	in
public	JJ	public
service	NN	service
.	SENT	.
So	RB	so
I	PP	I
think	VBP	think
service	NN	service
is	VBZ	be
one	CD	one
of	IN	of
the	DT	the
elements	NNS	element
.	SENT	.
The	DT	the
second	JJ	second
one	CD	one
is	VBZ	be
really	RB	really
being	VBG	be
about	RB	about
staying	VBG	stay
focused	VBN	focus
on	IN	on
your	PP$	your
vision	NN	vision
.	SENT	.
For	IN	for
me	PP	me
,	,	,
my	PP$	my
vision	NN	vision
was	VBD	be
this	DT	this
idea	NN	idea
of	IN	of
bringing	VBG	bring
systems	NNS	system
theories	NNS	theory
and	CC	and
science	NN	science
and	CC	and
technology	NN	technology
together	RB	together
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
do	VB	do
better	JJR	good
problem-solving	VBG	problem-solve
.	SENT	.
First	JJ	first
with	IN	with
design	NN	design
and	CC	and
now	RB	now
whole	JJ	whole
organizations	NNS	organization
and	CC	and
society	NN	society
in	IN	in
general	NN	general
.	SENT	.
That	DT	that
didn	NN	<unknown>
'	POS	'
t	NN	t
just	RB	just
happen	VB	happen
,	,	,
it	PP	it
was	VBD	be
thoughtful	JJ	thoughtful
time	NN	time
spent	VBN	spend
by	IN	by
myself	PP	myself
and	CC	and
with	IN	with
my	PP$	my
wife	NN	wife
to	TO	to
think	VB	think
about	RB	about
what	WP	what
we	PP	we
should	MD	should
with	IN	with
our	PP$	our
life	NN	life
.	SENT	.
And	CC	and
we	PP	we
were	VBD	be
really	RB	really
lucky	JJ	lucky
.	SENT	.
We	PP	we
found	VBD	find
this	DT	this
great	JJ	great
thing	NN	thing
that	IN	that
we	PP	we
were	VBD	be
passionate	JJ	passionate
about	RB	about
.	SENT	.
We	PP	we
thought	VBD	think
and	CC	and
visualized	VBD	visualize
,	,	,
"	``	"
Yes	UH	yes
,	,	,
this	DT	this
is	VBZ	be
really	RB	really
something	NN	something
we	PP	we
could	MD	could
actually	RB	actually
do	VB	do
.	SENT	.
"	``	"
We	PP	we
had	VBD	have
no	DT	no
idea	NN	idea
where	WRB	where
it	PP	it
would	MD	would
go	VB	go
,	,	,
but	CC	but
at	IN	at
least	JJS	least
we	PP	we
picked	VBD	pick
a	DT	a
segment	NN	segment
of	IN	of
our	PP$	our
interest	NN	interest
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
follow	VB	follow
this	DT	this
passion	NN	passion
and	CC	and
we	PP	we
lucked	VBD	luck
out	RP	out
.	SENT	.
And	CC	and
we	PP	we
didn	NP	<unknown>
'	POS	'
t	NN	t
sell	VB	sell
out	RP	out
,	,	,
we	PP	we
lucked	VBD	luck
out	RP	out
.	SENT	.
We	PP	we
were	VBD	be
very	RB	very
fortunate	JJ	fortunate
to	TO	to
live	VB	live
