Pat	NP	Pat
around	IN	around
the	DT	the
world	NN	world
and	CC	and
you	PP	you
see	VBP	see
that	IN	that
,	,	,
in	IN	in
many	JJ	many
cases	NNS	case
—	:	-
certainly	RB	certainly
in	IN	in
the	DT	the
Western	JJ	Western
world	NN	world
—	:	-
women	NNS	woman
are	VBP	be
evolving	VBG	evolve
into	IN	into
more	JJR	more
leadership	NN	leadership
positions	NNS	position
,	,	,
and	CC	and
even	RB	even
other	JJ	other
places	NNS	place
some	DT	some
barriers	NNS	barrier
are	VBP	be
being	VBG	be
brought	VBN	bring
down	RP	down
,	,	,
but	CC	but
there	EX	there
'	''	'
s	NNS	<unknown>
still	RB	still
so	RB	so
much	JJ	much
violence	NN	violence
,	,	,
still	RB	still
so	IN	so
many	JJ	many
problems	NNS	problem
,	,	,
and	CC	and
yet	RB	yet
we	PP	we
hear	VBP	hear
there	EX	there
are	VBP	be
more	JJR	more
women	NNS	woman
at	IN	at
the	DT	the
negotiating	VBG	negotiate
tables	NNS	table
.	SENT	.
Now	RB	now
you	PP	you
were	VBD	be
at	IN	at
those	DT	those
negotiating	VBG	negotiate
tables	NNS	table
when	WRB	when
they	PP	they
weren	NNS	<unknown>
'	POS	'
t	NN	t
,	,	,
when	WRB	when
there	EX	there
was	VBD	be
maybe	RB	maybe
you	PP	you
—	:	-
one	CD	one
voice	NN	voice
,	,	,
maybe	RB	maybe
one	CD	one
or	CC	or
two	CD	two
others	NNS	other
.	SENT	.
Do	VBP	do
you	PP	you
believe	VBP	believe
,	,	,
and	CC	and
can	MD	can
you	PP	you
tell	VB	tell
us	PP	us
why	WRB	why
,	,	,
there	EX	there
is	VBZ	be
going	VBG	go
to	TO	to
be	VB	be
a	DT	a
significant	JJ	significant
shift	NN	shift
in	IN	in
things	NNS	thing
like	IN	like
violence	NN	violence
and	CC	and
peace	NN	peace
and	CC	and
conflict	NN	conflict
and	CC	and
resolution	NN	resolution
on	IN	on
a	DT	a
sustainable	JJ	sustainable
basis	NN	basis
?	SENT	?
MA	NN	ma
:	:	:
Well	RB	well
I	PP	I
do	VBP	do
think	VB	think
,	,	,
when	WRB	when
there	EX	there
are	VBP	be
more	JJR	more
women	NNS	woman
,	,	,
that	IN	that
the	DT	the
tone	NN	tone
of	IN	of
the	DT	the
conversation	NN	conversation
changes	NNS	change
,	,	,
and	CC	and
also	RB	also
the	DT	the
goals	NNS	goal
of	IN	of
the	DT	the
conversation	NN	conversation
change	NN	change
.	SENT	.
But	CC	but
it	PP	it
doesn	NP	<unknown>
'	POS	'
t	NN	t
mean	VBP	mean
that	IN	that
the	DT	the
whole	JJ	whole
world	NN	world
would	MD	would
be	VB	be
a	DT	a
lot	NN	lot
better	RBR	well
if	IN	if
it	PP	it
were	VBD	be
totally	RB	totally
run	VBN	run
by	IN	by
women	NNS	woman
.	SENT	.
If	IN	if
you	PP	you
think	VBP	think
that	IN	that
,	,	,
you	PP	you
'	POS	'
ve	JJ	<unknown>
forgotten	JJ	forgotten
high	JJ	high
school	NN	school
.	SENT	.
But	CC	but
the	DT	the
bottom	JJ	bottom
line	NN	line
is	VBZ	be
that	IN	that
there	EX	there
is	VBZ	be
a	DT	a
way	NN	way
,	,	,
when	WRB	when
there	EX	there
are	VBP	be
more	JJR	more
women	NNS	woman
at	IN	at
the	DT	the
table	NN	table
,	,	,
that	IN	that
there	EX	there
'	''	'
s	VBG	<unknown>
an	DT	an
attempt	NN	attempt
to	TO	to
develop	VB	develop
some	DT	some
understanding	NN	understanding
.	SENT	.
So	RB	so
for	IN	for
instance	NN	instance
,	,	,
what	WP	what
I	PP	I
did	VBD	do
when	WRB	when
I	PP	I
went	VBD	go
to	TO	to
Burundi	NP	Burundi
,	,	,
we	PP	we
'	POS	'
d	NN	d
got	VBD	get
Tutsi	NP	Tutsi
and	CC	and
Hutu	NP	Hutu
women	NNS	woman
together	RB	together
to	TO	to
talk	VB	talk
about	IN	about
some	DT	some
of	IN	of
the	DT	the
problems	NNS	problem
that	WDT	that
had	VBD	have
taken	VBN	take
place	NN	place
in	IN	in
Rwanda	NP	Rwanda
.	SENT	.
And	CC	and
so	RB	so
I	PP	I
think	VBP	think
the	DT	the
capability	NN	capability
of	IN	of
women	NNS	woman
to	TO	to
put	VB	put
themselves	PP	themselves
—	:	-
I	PP	I
think	VBP	think
we	PP	we
'	''	'
re	IN	re
better	JJR	good
about	IN	about
putting	VBG	put
ourselves	PP	ourselves
into	IN	into
the	DT	the
other	JJ	other
guy	NN	guy
'	POS	'
s	NN	S
shoes	NNS	shoe
and	CC	and
having	VBG	have
more	JJR	more
empathy	NN	empathy
.	SENT	.
I	PP	I
think	VBP	think
it	PP	it
helps	VBZ	help
in	IN	in
terms	NNS	term
of	IN	of
the	DT	the
support	NN	support
if	IN	if
there	EX	there
are	VBP	be
other	JJ	other
women	NNS	woman
in	IN	in
the	DT	the
room	NN	room
.	SENT	.
When	WRB	when
I	PP	I
was	VBD	be
Secretary	NP	Secretary
of	IN	of
State	NP	State
,	,	,
there	EX	there
were	VBD	be
only	RB	only
13	CD	@card@
other	JJ	other
women	NNS	woman
foreign	JJ	foreign
ministers	NNS	minister
.	SENT	.
And	CC	and
so	RB	so
it	PP	it
was	VBD	be
nice	JJ	nice
when	WRB	when
one	CD	one
of	IN	of
them	PP	them
would	MD	would
show	VB	show
up	RP	up
.	SENT	.
For	IN	for
instance	NN	instance
,	,	,
she	PP	she
is	VBZ	be
now	RB	now
the	DT	the
president	NN	president
of	IN	of
Finland	NP	Finland
,	,	,
but	CC	but
Tarja	NP	Tarja
Halonen	NP	Halonen
was	VBD	be
the	DT	the
foreign	JJ	foreign
minister	NN	minister
of	IN	of
Finland	NP	Finland
and	CC	and
,	,	,
at	IN	at
a	DT	a
certain	JJ	certain
stage	NN	stage
,	,	,
head	NN	head
of	IN	of
the	DT	the
European	NP	European
Union	NP	Union
.	SENT	.
And	CC	and
it	PP	it
was	VBD	be
really	RB	really
terrific	JJ	terrific
.	SENT	.
Because	IN	because
one	CD	one
of	IN	of
the	DT	the
things	NNS	thing
I	PP	I
think	VBP	think
you	PP	you
'	''	'
ll	NNS	<unknown>
understand	VBP	understand
.	SENT	.
We	PP	we
went	VBD	go
to	TO	to
a	DT	a
meeting	NN	meeting
,	,	,
and	CC	and
the	DT	the
men	NNS	man
in	IN	in
my	PP$	my
delegation	NN	delegation
,	,	,
when	WRB	when
I	PP	I
would	MD	would
say	VB	say
,	,	,
"	``	"
Well	RB	well
I	PP	I
feel	VBP	feel
we	PP	we
should	MD	should
do	VB	do
something	NN	something
about	IN	about
this	DT	this
,	,	,
"	``	"
and	CC	and
they	PP	they
'	POS	'
d	NN	d
say	VBP	say
,	,	,
"	''	"
What	WP	what
do	VBP	do
you	PP	you
mean	VBP	mean
,	,	,
you	PP	you
feel	VBP	feel
?	SENT	?
"	''	"
And	CC	and
so	RB	so
then	RB	then
Tarja	NP	Tarja
was	VBD	be
sitting	VBG	sit
across	IN	across
the	DT	the
table	NN	table
from	IN	from
me	PP	me
.	SENT	.
And	CC	and
all	DT	all
of	IN	of
a	DT	a
sudden	JJ	sudden
we	PP	we
were	VBD	be
talking	VBG	talk
about	IN	about
arms	NNS	arm
control	NN	control
,	,	,
and	CC	and
she	PP	she
said	VBD	say
,	,	,
"	``	"
Well	RB	well
I	PP	I
feel	VBP	feel
we	PP	we
should	MD	should
do	VB	do
this	DT	this
.	SENT	.
"	''	"
And	CC	and
my	PP$	my
male	JJ	male
colleagues	NNS	colleague
kind	NN	kind
of	IN	of
got	VBD	get
it	PP	it
all	RB	all
of	IN	of
a	DT	a
sudden	JJ	sudden
.	SENT	.
But	CC	but
I	PP	I
think	VBP	think
it	PP	it
really	RB	really
does	VBZ	do
help	VB	help
to	TO	to
have	VB	have
a	DT	a
critical	JJ	critical
mass	NN	mass
of	IN	of
women	NNS	woman
in	IN	in
a	DT	a
series	NN	series
of	IN	of
foreign	JJ	foreign
policy	NN	policy
positions	NNS	position
.	SENT	.
The	DT	the
other	JJ	other
thing	NN	thing
that	IN	that
I	PP	I
think	VBP	think
is	VBZ	be
really	RB	really
important	JJ	important
:	:	:
A	DT	a
lot	NN	lot
of	IN	of
national	JJ	national
security	NN	security
policy	NN	policy
isn	NN	isn
'	POS	'
t	NN	t
just	RB	just
about	RB	about
foreign	JJ	foreign
policy	NN	policy
,	,	,
but	CC	but
it	PP	it
'	POS	'
s	NN	S
about	IN	about
budgets	NNS	budget
,	,	,
military	JJ	military
budgets	NNS	budget
,	,	,
and	CC	and
how	WRB	how
the	DT	the
debts	NNS	debt
of	IN	of
countries	NNS	country
work	VBP	work
out	RP	out
.	SENT	.
So	RB	so
if	IN	if
you	PP	you
have	VBP	have
women	NNS	woman
in	IN	in
a	DT	a
variety	NN	variety
of	IN	of
foreign	JJ	foreign
policy	NN	policy
posts	NNS	post
,	,	,
they	PP	they
can	MD	can
support	VB	support
each	DT	each
other	JJ	other
when	WRB	when
there	EX	there
are	VBP	be
budget	NN	budget
decisions	NNS	decision
being	VBG	be
made	VBN	make
in	IN	in
their	PP$	their
own	JJ	own
countries	NNS	country
.	SENT	.
PM	NN	pm
:	:	:
So	RB	so
how	WRB	how
do	VBP	do
we	PP	we
get	VB	get
this	DT	this
balance	NN	balance
we	PP	we
'	POS	'
re	NN	re
looking	VBG	look
for	IN	for
,	,	,
then	RB	then
,	,	,
in	IN	in
the	DT	the
world	NN	world
?	SENT	?
More	JJR	more
women	NNS	woman
'	POS	'
s	NN	S
voices	NNS	voice
at	IN	at
the	DT	the
table	NN	table
?	SENT	?
More	JJR	more
men	NNS	man
who	WP	who
believe	VBP	believe
that	IN	that
the	DT	the
balance	NN	balance
is	VBZ	be
best	JJS	good
?	SENT	?
MA	NN	ma
:	:	:
Well	RB	well
I	PP	I
think	VBP	think
one	PP	one
of	IN	of
the	DT	the
things	NNS	thing
—	:	-
I	PP	I
'	POS	'
m	NN	m
chairman	NN	chairman
of	IN	of
the	DT	the
board	NN	board
of	IN	of
an	DT	an
organization	NN	organization
called	VBD	call
the	DT	the
National	NP	National
Democratic	NP	Democratic
Institute	NP	Institute
that	WDT	that
works	VBZ	work
to	TO	to
support	VB	support
women	NNS	woman
candidates	NNS	candidate
.	SENT	.
I	PP	I
think	VBP	think
that	IN	that
we	PP	we
need	VBP	need
to	TO	to
help	VB	help
in	IN	in
other	JJ	other
countries	NNS	country
to	TO	to
train	VB	train
women	NNS	woman
to	TO	to
be	VB	be
in	IN	in
political	JJ	political
office	NN	office
,	,	,
to	TO	to
figure	VB	figure
out	RP	out
how	WRB	how
they	PP	they
can	MD	can
in	IN	in
fact	NN	fact
develop	VBP	develop
political	JJ	political
voices	NNS	voice
.	SENT	.
I	PP	I
think	VBP	think
we	PP	we
also	RB	also
need	VBP	need
to	TO	to
be	VB	be
supportive	JJ	supportive
when	WRB	when
businesses	NNS	business
are	VBP	be
being	VBG	be
created	VBN	create
and	CC	and
just	RB	just
make	VB	make
sure	JJ	sure
that	IN	that
women	NNS	woman
help	VB	help
each	DT	each
other	JJ	other
.	SENT	.
Now	RB	now
I	PP	I
have	VBP	have
a	DT	a
saying	NN	saying
that	IN	that
I	PP	I
feel	VBP	feel
very	RB	very
strongly	RB	strongly
about	RB	about
,	,	,
because	IN	because
I	PP	I
am	VBP	be
of	IN	of
a	DT	a
certain	JJ	certain
age	NN	age
where	WRB	where
,	,	,
when	WRB	when
I	PP	I
started	VBD	start
in	IN	in
my	PP$	my
career	NN	career
,	,	,
believe	VBP	believe
it	PP	it
or	CC	or
not	RB	not
,	,	,
there	EX	there
were	VBD	be
other	JJ	other
women	NNS	woman
who	WP	who
criticized	VBD	criticize
me	PP	me
:	:	:
"	``	"
Why	WRB	why
aren	NNS	<unknown>
'	POS	'
t	NN	t
you	PP	you
in	IN	in
the	DT	the
carpool	NN	<unknown>
line	NN	line
?	SENT	?
"	''	"
or	CC	or
"	``	"
Aren	NP	Aren
'	''	'
t	NN	t
your	PP$	your
children	NNS	child
suffering	VBG	suffer
because	IN	because
you	PP	you
'	POS	'
re	NN	re
not	RB	not
there	RB	there
all	PDT	all
the	DT	the
time	NN	time
?	SENT	?
"	``	"
And	CC	and
I	PP	I
think	VBP	think
we	PP	we
have	VBP	have
a	DT	a
tendency	NN	tendency
to	TO	to
make	VB	make
each	DT	each
other	JJ	other
feel	NN	feel
guilty	JJ	guilty
.	SENT	.
In	IN	in
fact	NN	fact
,	,	,
I	PP	I
think	VBP	think
"	``	"
guilt	NN	guilt
"	''	"
is	VBZ	be
every	DT	every
woman	NN	woman
'	POS	'
s	JJ	<unknown>
middle	JJ	middle
name	NN	name
.	SENT	.
And	CC	and
so	RB	so
I	PP	I
think	VBP	think
what	WP	what
needs	VBZ	need
to	TO	to
happen	VB	happen
is	VBZ	be
we	PP	we
need	VBP	need
to	TO	to
help	VB	help
each	DT	each
other	JJ	other
.	SENT	.
And	CC	and
my	PP$	my
motto	NN	motto
is	VBZ	be
that	IN	that
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
special	JJ	special
place	NN	place
in	IN	in
hell	NN	hell
for	IN	for
women	NNS	woman
who	WP	who
don	VBP	don
'	POS	'
t	NN	t
help	VB	help
each	DT	each
other	JJ	other
.	SENT	.
PM	NN	pm
:	:	:
Well	RB	well
Secretary	NP	Secretary
Albright	NP	Albright
,	,	,
I	PP	I
guess	VBP	guess
you	PP	you
'	''	'
ll	NN	ll
be	VB	be
going	VBG	go
to	TO	to
heaven	NN	heaven
.	SENT	.
Thank	VB	thank
you	PP	you
for	IN	for
joining	VBG	join
us	PP	us
today	NN	today
.	SENT	.
MA	NN	ma
:	:	:
Thank	VB	thank
you	PP	you
all	DT	all
.	SENT	.
Thanks	NNS	thanks
Pat	NP	Pat
.	SENT	.
