Interpreter	NN	interpreter
hands	NNS	hand
up	RB	up
.	SENT	.
Now	RB	now
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
do	VB	do
it	PP	it
in	IN	in
both	CC	both
the	DT	the
head	NN	head
and	CC	and
the	DT	the
chest	NN	chest
,	,	,
kind	NN	kind
of	IN	of
like	IN	like
"	``	"
common	JJ	common
time	NN	time
"	''	"
or	CC	or
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
.	SENT	.
Yes	UH	yes
,	,	,
got	VBD	get
it	PP	it
.	SENT	.
That	DT	that
means	NNS	mean
"	''	"
to	TO	to
fall	VB	fall
in	IN	in
love	NN	love
"	''	"
in	IN	in
International	NP	International
[	SYM	[
Sign	NN	sign
]	SYM	]
.	SENT	.
International	NP	International
[	SYM	[
Sign	NN	sign
]	SYM	]
,	,	,
as	IN	as
a	DT	a
note	NN	note
,	,	,
is	VBZ	be
a	DT	a
visual	JJ	visual
tool	NN	tool
to	TO	to
help	VB	help
communicate	VB	communicate
across	IN	across
cultures	NNS	culture
and	CC	and
sign	NN	sign
languages	NNS	language
around	IN	around
the	DT	the
world	NN	world
.	SENT	.
The	DT	the
second	JJ	second
one	CD	one
I	NP	I
'	POS	'
d	NN	d
like	VBP	like
to	TO	to
demonstrate	VB	demonstrate
is	VBZ	be
this	DT	this
â	NP	<unknown>
please	VBP	please
follow	VB	follow
along	RP	along
with	IN	with
me	PP	me
again	RB	again
.	SENT	.
And	CC	and
now	RB	now
this	DT	this
.	SENT	.
This	DT	this
is	VBZ	be
"	``	"
colonization	NN	colonization
"	''	"
in	IN	in
ASL	NP	ASL
.	SENT	.
Now	RB	now
the	DT	the
third	JJ	third
â	NP	<unknown>
please	VBP	please
follow	VB	follow
along	RP	along
again	RB	again
.	SENT	.
And	CC	and
again	RB	again
.	SENT	.
This	DT	this
is	VBZ	be
"	``	"
enlightenment	NN	enlightenment
"	''	"
in	IN	in
ASL	NP	ASL
.	SENT	.
So	RB	so
let	VB	let
'	''	'
s	NNS	<unknown>
do	VBP	do
all	DT	all
three	CD	three
together	RB	together
.	SENT	.
"	''	"
Fall	NN	fall
in	IN	in
love	NN	love
,	,	,
"	''	"
"	``	"
colonization	NN	colonization
"	''	"
and	CC	and
"	``	"
enlightenment	NN	enlightenment
.	SENT	.
"	''	"
Good	JJ	good
job	NN	job
,	,	,
everyone	NN	everyone
.	SENT	.
Notice	VB	notice
how	WRB	how
all	DT	all
three	CD	three
signs	NNS	sign
are	VBP	be
very	RB	very
similar	JJ	similar
,	,	,
they	PP	they
all	RB	all
happen	VB	happen
at	IN	at
the	DT	the
head	NN	head
and	CC	and
the	DT	the
chest	NN	chest
,	,	,
but	CC	but
they	PP	they
convey	VBP	convey
quite	RB	quite
different	JJ	different
meanings	NNS	meaning
.	SENT	.
So	IN	so
it	PP	it
'	POS	'
s	NN	S
amazing	JJ	amazing
to	TO	to
see	VB	see
how	WRB	how
ASL	NP	ASL
is	VBZ	be
alive	JJ	alive
and	CC	and
thriving	JJ	thriving
,	,	,
just	RB	just
like	IN	like
music	NN	music
is	VBZ	be
.	SENT	.
However	RB	however
,	,	,
in	IN	in
this	DT	this
day	NN	day
and	CC	and
age	NN	age
,	,	,
we	PP	we
live	VBP	live
in	IN	in
a	DT	a
very	RB	very
audio-centric	JJ	audio-centric
world	NN	world
.	SENT	.
And	CC	and
just	RB	just
because	IN	because
ASL	NP	ASL
has	VBZ	have
no	DT	no
sound	NN	sound
to	TO	to
it	PP	it
,	,	,
it	PP	it
automatically	RB	automatically
holds	VBZ	hold
no	DT	no
social	JJ	social
currency	NN	currency
.	SENT	.
We	PP	we
need	VBP	need
to	TO	to
start	VB	start
thinking	VBG	think
harder	JJR	hard
about	IN	about
what	WP	what
defines	VBZ	define
social	JJ	social
currency	NN	currency
and	CC	and
allow	VB	allow
ASL	NP	ASL
to	TO	to
develop	VB	develop
its	PP$	its
own	JJ	own
form	NN	form
of	IN	of
currency	NN	currency
â	NP	<unknown>
without	IN	without
sound	NN	sound
.	SENT	.
And	CC	and
this	DT	this
could	MD	could
possibly	RB	possibly
be	VB	be
a	DT	a
step	NN	step
to	TO	to
lead	VB	lead
to	TO	to
a	DT	a
more	RBR	more
inclusive	JJ	inclusive
society	NN	society
.	SENT	.
And	CC	and
maybe	RB	maybe
people	NNS	people
will	MD	will
understand	VB	understand
that	IN	that
you	PP	you
don	VB	don
'	''	'
t	NN	t
need	VBP	need
to	TO	to
be	VB	be
deaf	JJ	deaf
to	TO	to
learn	VB	learn
ASL	NP	ASL
,	,	,
nor	CC	nor
do	VBP	do
you	PP	you
have	VBP	have
to	TO	to
be	VB	be
hearing	VBG	hear
to	TO	to
learn	VB	learn
music	NN	music
.	SENT	.
ASL	NP	ASL
is	VBZ	be
such	PDT	such
a	DT	a
rich	JJ	rich
treasure	NN	treasure
that	IN	that
I	NP	I
'	POS	'
d	NN	d
like	IN	like
you	PP	you
to	TO	to
have	VB	have
the	DT	the
same	JJ	same
experience	NN	experience
.	SENT	.
And	CC	and
I	PP	I
'	POS	'
d	NN	d
like	VBP	like
to	TO	to
invite	VB	invite
you	PP	you
to	TO	to
open	VB	open
your	PP$	your
ears	NNS	ear
,	,	,
to	TO	to
open	VB	open
your	PP$	your
eyes	NNS	eye
,	,	,
take	VB	take
part	NN	part
in	IN	in
our	PP$	our
culture	NN	culture
and	CC	and
experience	VB	experience
our	PP$	our
visual	JJ	visual
language	NN	language
.	SENT	.
And	CC	and
you	PP	you
never	RB	never
know	VBP	know
,	,	,
you	PP	you
might	MD	might
just	RB	just
fall	VB	fall
in	IN	in
love	NN	love
with	IN	with
us	PP	us
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
Denise	NP	Denise
Kahler-Braaten	NP	Kahler-Braaten
:	:	:
Hey	UH	hey
,	,	,
that	WDT	that
'	POS	'
s	NN	S
me	PP	me
.	SENT	.
