Thank	VB	thank
wife	NN	wife
,	,	,
two	CD	two
daughters	NNS	daughter
,	,	,
son-in-law	NN	son-in-law
standing	NN	standing
there	RB	there
,	,	,
and	CC	and
there	EX	there
was	VBD	be
no	DT	no
script	NN	script
-	NN	<unknown>
it	PP	it
was	VBD	be
Nixon	NP	Nixon
raw	JJ	raw
-	NN	<unknown>
and	CC	and
he	PP	he
talked	VBD	talk
about	IN	about
his	PP$	his
mother	NN	mother
and	CC	and
his	PP$	his
father	NN	father
,	,	,
and	CC	and
he	PP	he
was	VBD	be
sweating	VBG	sweat
.	SENT	.
It	PP	it
was	VBD	be
just	RB	just
a	DT	a
lot	NN	lot
of	IN	of
people	NNS	people
worried	VBD	worry
that	IN	that
he	PP	he
was	VBD	be
going	VBG	go
to	TO	to
come	VB	come
unglued	JJ	unglued
,	,	,
because	IN	because
it	PP	it
was	VBD	be
televised	VBN	televise
nationally	RB	nationally
.	SENT	.
Then	RB	then
at	IN	at
the	DT	the
end	NN	end
,	,	,
Nixon	NP	Nixon
kind	NN	kind
of	IN	of
waved	VBN	wave
his	PP$	his
hand	NN	hand
,	,	,
"	``	"
Ah	UH	ah
,	,	,
here	RB	here
is	VBZ	be
why	WRB	why
I	PP	I
called	VBD	call
you	PP	you
all	RB	all
here	RB	here
.	SENT	.
"	``	"
And	CC	and
he	PP	he
said	VBD	say
the	DT	the
following	NN	following
:	:	:
"	``	"
Always	RB	always
remember	VB	remember
,	,	,
others	NNS	other
may	MD	may
hate	VB	hate
you	PP	you
,	,	,
but	CC	but
those	DT	those
who	WP	who
hate	VBP	hate
you	PP	you
don	VB	don
'	''	'
t	NN	t
win	VB	win
unless	IN	unless
you	PP	you
hate	VBP	hate
them	PP	them
,	,	,
and	CC	and
then	RB	then
you	PP	you
destroy	VB	destroy
yourself	PP	yourself
.	SENT	.
"	''	"
Now	RB	now
think	VBP	think
of	IN	of
the	DT	the
wisdom	NN	wisdom
in	IN	in
that	DT	that
:	:	:
hate	VBP	hate
was	VBD	be
the	DT	the
poison	NN	poison
,	,	,
hate	NN	hate
was	VBD	be
what	WP	what
drove	VBD	drive
him	PP	him
and	CC	and
his	PP$	his
presidency	NN	presidency
,	,	,
and	CC	and
at	IN	at
that	DT	that
moment	NN	moment
he	PP	he
had	VBD	have
to	TO	to
leave	VB	leave
office	NN	office
,	,	,
he	PP	he
understood	VBD	understand
the	DT	the
poison	NN	poison
and	CC	and
how	WRB	how
hate	VBP	hate
had	VBD	have
destroyed	VBN	destroy
him	PP	him
,	,	,
had	VBD	have
put	VBN	put
the	DT	the
country	NN	country
on	IN	on
edge	NN	edge
,	,	,
and	CC	and
if	IN	if
there	EX	there
is	VBZ	be
anything	NN	anything
to	TO	to
reflect	VB	reflect
on	RP	on
now	RB	now
if	IN	if
you	PP	you
look	VBP	look
back	RB	back
,	,	,
as	IN	as
we	PP	we
'	POS	'
ve	NN	ve
seen	VBN	see
the	DT	the
current	JJ	current
presidential	JJ	presidential
election	NN	election
,	,	,
on	IN	on
the	DT	the
surface	NN	surface
and	CC	and
underneath	RB	underneath
,	,	,
there	EX	there
is	VBZ	be
too	RB	too
much	JJ	much
contempt	NN	contempt
,	,	,
too	RB	too
much	RB	much
hate	VB	hate
,	,	,
and	CC	and
that	IN	that
,	,	,
if	IN	if
you	PP	you
think	VBP	think
about	IN	about
it	PP	it
,	,	,
we	PP	we
need	VBP	need
to	TO	to
know	VB	know
what	WP	what
'	POS	'
s	NN	S
really	RB	really
going	VBG	go
on	IN	on
.	SENT	.
We	PP	we
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
enough	RB	enough
,	,	,
and	CC	and
if	IN	if
we	PP	we
don	NN	don
'	POS	'
t	NN	t
know	VBP	know
what	WP	what
'	POS	'
s	NNS	<unknown>
going	VBG	go
on	IN	on
,	,	,
the	DT	the
judge	NN	judge
who	WP	who
said	VBD	say
it	PP	it
got	VBD	get
it	PP	it
right	RB	right
:	:	:
"	``	"
Democracies	NNS	democracy
die	VBP	die
in	IN	in
darkness	NN	darkness
.	SENT	.
"	''	"
And	CC	and
history	NN	history
proves	VBZ	prove
that	DT	that
.	SENT	.
And	CC	and
we	PP	we
think	VBP	think
we	PP	we
'	''	'
re	IN	re
resilient	JJ	resilient
-	NN	<unknown>
I	PP	I
think	VBP	think
we	PP	we
are	VBP	be
.	SENT	.
We	PP	we
think	VBP	think
we	PP	we
'	''	'
re	IN	re
strong	JJ	strong
.	SENT	.
We	PP	we
think	VBP	think
that	IN	that
we	PP	we
have	VBP	have
a	DT	a
process	NN	process
that	WDT	that
will	MD	will
protect	VB	protect
us	PP	us
from	IN	from
that	DT	that
.	SENT	.
But	CC	but
if	IN	if
we	PP	we
are	VBP	be
infected	VBN	infect
with	IN	with
hate	NN	hate
and	CC	and
infected	VBN	infect
with	IN	with
the	DT	the
lack	NN	lack
of	IN	of
knowledge	NN	knowledge
-	NN	<unknown>
who	WP	who
these	DT	these
people	NNS	people
really	RB	really
are	VBP	be
,	,	,
what	WP	what
'	POS	'
s	NN	S
inside	NN	inside
,	,	,
what	WP	what
'	POS	'
s	NN	S
driving	VBG	drive
them	PP	them
-	JJ	<unknown>
we	PP	we
could	MD	could
partake	VB	partake
of	IN	of
losing	VBG	lose
our	PP$	our
wonderful	JJ	wonderful
democracy	NN	democracy
.	SENT	.
Thank	VB	thank
you	PP	you
very	RB	very
much	RB	much
.	SENT	.
