Paul	NP	Paul
the	DT	the
more	JJR	more
,	,	,
in	IN	in
the	DT	the
name	NN	name
of	IN	of
clarity	NN	clarity
,	,	,
accountability	NN	accountability
,	,	,
measurement	NN	measurement
we	PP	we
multiply	VBP	multiply
structures	NNS	structure
,	,	,
processes	NNS	process
,	,	,
systems	NNS	system
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
this	DT	this
drive	NN	drive
for	IN	for
clarity	NN	clarity
and	CC	and
accountability	NN	accountability
triggers	VBZ	trigger
a	DT	a
counterproductive	JJ	counterproductive
multiplication	NN	multiplication
of	IN	of
interfaces	NNS	interface
,	,	,
middle	JJ	middle
offices	NNS	office
,	,	,
coordinators	NNS	coordinator
that	WDT	that
do	VBP	do
not	RB	not
only	RB	only
mobilize	VB	mobilize
people	NNS	people
and	CC	and
resources	NNS	resource
,	,	,
but	CC	but
that	IN	that
also	RB	also
add	VB	add
obstacles	NNS	obstacle
.	SENT	.
And	CC	and
the	DT	the
more	RBR	more
complicated	JJ	complicated
the	DT	the
organization	NN	organization
,	,	,
the	DT	the
more	RBR	more
difficult	JJ	difficult
it	PP	it
is	VBZ	be
to	TO	to
understand	VB	understand
what	WP	what
is	VBZ	be
really	RB	really
happening	VBG	happen
.	SENT	.
So	RB	so
we	PP	we
need	VBP	need
summaries	NNS	summary
,	,	,
proxies	NNS	proxy
,	,	,
reports	NNS	report
,	,	,
key	JJ	key
performance	NN	performance
indicators	NNS	indicator
,	,	,
metrics	NNS	metric
.	SENT	.
So	IN	so
people	NNS	people
put	VBD	put
their	PP$	their
energy	NN	energy
in	IN	in
what	WP	what
can	MD	can
get	VB	get
measured	VBN	measure
,	,	,
at	IN	at
the	DT	the
expense	NN	expense
of	IN	of
cooperation	NN	cooperation
.	SENT	.
And	CC	and
as	IN	as
performance	NN	performance
deteriorates	VBZ	deteriorate
,	,	,
we	PP	we
add	VBP	add
even	RB	even
more	JJR	more
structure	NN	structure
,	,	,
process	NN	process
,	,	,
systems	NNS	system
.	SENT	.
People	NNS	people
spend	VBP	spend
their	PP$	their
time	NN	time
in	IN	in
meetings	NNS	meeting
,	,	,
writing	VBG	write
reports	NNS	report
they	PP	they
have	VBP	have
to	TO	to
do	VB	do
,	,	,
undo	VB	undo
and	CC	and
redo	VB	redo
.	SENT	.
Based	VBN	base
on	IN	on
our	PP$	our
analysis	NN	analysis
,	,	,
teams	NNS	team
in	IN	in
these	DT	these
organizations	NNS	organization
spend	VBP	spend
between	IN	between
40	CD	@card@
and	CC	and
80	CD	@card@
percent	NN	percent
of	IN	of
their	PP$	their
time	NN	time
wasting	VBG	waste
their	PP$	their
time	NN	time
,	,	,
but	CC	but
working	VBG	work
harder	JJR	hard
and	CC	and
harder	JJR	hard
,	,	,
longer	RBR	longer
and	CC	and
longer	RBR	longer
,	,	,
on	IN	on
less	JJR	less
and	CC	and
less	JJR	less
value-	NN	<unknown>
adding	VBG	add
activities	NNS	activity
.	SENT	.
This	DT	this
is	VBZ	be
what	WP	what
is	VBZ	be
killing	VBG	kill
productivity	NN	productivity
,	,	,
what	WP	what
makes	VBZ	make
people	NNS	people
suffer	VB	suffer
at	IN	at
work	NN	work
.	SENT	.
Our	PP$	our
organizations	NNS	organization
are	VBP	be
wasting	VBG	waste
human	JJ	human
intelligence	NN	intelligence
.	SENT	.
They	PP	they
have	VBP	have
turned	VBN	turn
against	IN	against
human	JJ	human
efforts	NNS	effort
.	SENT	.
When	WRB	when
people	NNS	people
don	VB	don
'	''	'
t	NN	t
cooperate	VB	cooperate
,	,	,
don	NN	don
'	POS	'
t	NN	t
blame	VB	blame
their	PP$	their
mindsets	NNS	<unknown>
,	,	,
their	PP$	their
mentalities	NNS	mentality
,	,	,
their	PP$	their
personality	NN	personality
—	:	-
look	VB	look
at	IN	at
the	DT	the
work	NN	work
situations	NNS	situation
.	SENT	.
Is	VBZ	be
it	PP	it
really	RB	really
in	IN	in
their	PP$	their
personal	JJ	personal
interest	NN	interest
to	TO	to
cooperate	VB	cooperate
or	CC	or
not	RB	not
,	,	,
if	IN	if
,	,	,
when	WRB	when
they	PP	they
cooperate	VBP	cooperate
,	,	,
they	PP	they
are	VBP	be
individually	RB	individually
worse	RBR	worse
off	RB	off
?	SENT	?
Why	WRB	why
would	MD	would
they	PP	they
cooperate	VB	cooperate
?	SENT	?
When	WRB	when
we	PP	we
blame	VBP	blame
personalities	NNS	personality
instead	RB	instead
of	IN	of
the	DT	the
clarity	NN	clarity
,	,	,
the	DT	the
accountability	NN	accountability
,	,	,
the	DT	the
measurement	NN	measurement
,	,	,
we	PP	we
add	VBP	add
injustice	NN	injustice
to	TO	to
ineffectiveness	NN	ineffectiveness
.	SENT	.
We	PP	we
need	VBP	need
to	TO	to
create	VB	create
organizations	NNS	organization
in	IN	in
which	WDT	which
it	PP	it
becomes	VBZ	become
individually	RB	individually
useful	JJ	useful
for	IN	for
people	NNS	people
to	TO	to
cooperate	VB	cooperate
.	SENT	.
Remove	VB	remove
the	DT	the
interfaces	NNS	interface
,	,	,
the	DT	the
middle	JJ	middle
offices	NNS	office
—	:	-
all	PDT	all
these	DT	these
complicated	JJ	complicated
coordination	NN	coordination
structures	NNS	structure
.	SENT	.
Don	NP	Don
'	POS	'
t	NN	t
look	NN	look
for	IN	for
clarity	NN	clarity
;	:	;
go	VB	go
for	IN	for
fuzziness	NN	fuzziness
.	SENT	.
Fuzziness	NN	fuzziness
overlaps	VBZ	overlap
.	SENT	.
Remove	VB	remove
most	JJS	most
of	IN	of
the	DT	the
quantitative	JJ	quantitative
metrics	NNS	metric
to	TO	to
assess	VB	assess
performance	NN	performance
.	SENT	.
Speed	VB	speed
the	DT	the
"	``	"
what	WP	what
.	SENT	.
"	``	"
Look	VB	look
at	IN	at
cooperation	NN	cooperation
,	,	,
the	DT	the
"	``	"
how	WRB	how
.	SENT	.
"	``	"
How	WRB	how
did	VBD	do
you	PP	you
pass	VB	pass
the	DT	the
baton	NN	baton
?	SENT	?
Did	VBD	do
you	PP	you
throw	VB	throw
it	PP	it
,	,	,
or	CC	or
did	VBD	do
you	PP	you
pass	VBP	pass
it	PP	it
effectively	RB	effectively
?	SENT	?
Am	VBP	be
I	PP	I
putting	VBG	put
my	PP$	my
energy	NN	energy
in	IN	in
what	WP	what
can	MD	can
get	VB	get
measured	VBN	measure
—	:	-
my	PP$	my
legs	NNS	leg
,	,	,
my	PP$	my
speed	NN	speed
—	:	-
or	CC	or
in	IN	in
passing	VBG	pass
the	DT	the
baton	NN	baton
?	SENT	?
You	PP	you
,	,	,
as	IN	as
leaders	NNS	leader
,	,	,
as	IN	as
managers	NNS	manager
,	,	,
are	VBP	be
you	PP	you
making	VBG	make
it	PP	it
individually	RB	individually
useful	JJ	useful
for	IN	for
people	NNS	people
to	TO	to
cooperate	VB	cooperate
?	SENT	?
The	DT	the
future	NN	future
of	IN	of
our	PP$	our
organizations	NNS	organization
,	,	,
our	PP$	our
companies	NNS	company
,	,	,
our	PP$	our
societies	NNS	society
hinges	NNS	hinge
on	IN	on
your	PP$	your
answer	NN	answer
to	TO	to
these	DT	these
questions	NNS	question
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
