So	IN	so
more	RBR	more
confident	JJ	confident
to	TO	to
go	VB	go
into	IN	into
the	DT	the
classroom	NN	classroom
and	CC	and
really	RB	really
participate	VB	participate
.	SENT	.
"	``	"
And	CC	and
we	PP	we
all	RB	all
know	VBP	know
that	IN	that
Socratic	JJ	Socratic
dialogue	NN	dialogue
debate	NN	debate
is	VBZ	be
a	DT	a
great	JJ	great
way	NN	way
to	TO	to
learn	VB	learn
,	,	,
but	CC	but
frankly	RB	frankly
,	,	,
it	PP	it
'	POS	'
s	NN	S
not	RB	not
out	RB	out
there	RB	there
for	IN	for
most	JJS	most
students	NNS	student
.	SENT	.
But	CC	but
now	RB	now
it	PP	it
can	MD	can
be	VB	be
accessible	JJ	accessible
to	TO	to
hopefully	RB	hopefully
everyone	NN	everyone
.	SENT	.
A	DT	a
lot	NN	lot
of	IN	of
the	DT	the
narrative	NN	narrative
,	,	,
we	PP	we
saw	VBD	see
that	IN	that
in	IN	in
the	DT	the
headlines	NNS	headline
,	,	,
has	VBZ	have
been	VBN	be
,	,	,
"	''	"
It	PP	it
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
do	VB	do
the	DT	the
writing	NN	writing
for	IN	for
kids	NNS	kid
.	SENT	.
Kids	NNS	kid
are	VBP	be
not	RB	not
going	VBG	go
to	TO	to
learn	VB	learn
to	TO	to
write	VB	write
.	SENT	.
"	``	"
But	CC	but
we	PP	we
are	VBP	be
showing	VBG	show
that	IN	that
there	EX	there
'	''	'
s	NN	S
ways	NNS	way
that	IN	that
the	DT	the
AI	VBP	ai
doesn	NP	<unknown>
'	POS	'
t	NN	t
write	VB	write
for	IN	for
you	PP	you
,	,	,
it	PP	it
writes	VBZ	write
with	IN	with
you	PP	you
.	SENT	.
So	RB	so
this	DT	this
is	VBZ	be
a	DT	a
little	JJ	little
thing	NN	thing
,	,	,
and	CC	and
my	PP$	my
eight	CD	eight
year	NN	year
old	JJ	old
is	VBZ	be
addicted	VBN	addict
to	TO	to
this	DT	this
,	,	,
and	CC	and
he	PP	he
'	POS	'
s	NN	S
not	RB	not
a	DT	a
kid	NN	kid
that	WDT	that
really	RB	really
liked	VBD	like
writing	VBG	write
before	IN	before
,	,	,
but	CC	but
you	PP	you
can	MD	can
say	VB	say
,	,	,
"	``	"
I	PP	I
want	VBP	want
to	TO	to
write	VB	write
a	DT	a
horror	NN	horror
story	NN	story
,	,	,
"	``	"
and	CC	and
it	PP	it
says	VBZ	say
,	,	,
"	``	"
Ooh	NP	Ooh
,	,	,
a	DT	a
horror	NN	horror
story	NN	story
,	,	,
how	WRB	how
spine-tingling	VBG	spine-tingle
and	CC	and
thrilling	VBG	thrill
.	SENT	.
Let	NP	Let
'	POS	'
s	JJ	<unknown>
dive	NN	dive
into	IN	into
the	DT	the
world	NN	world
of	IN	of
eerie	JJ	eerie
shadows	NNS	shadow
and	CC	and
chilling	JJ	chilling
mysteries	NNS	mystery
.	SENT	.
"	''	"
And	CC	and
this	DT	this
is	VBZ	be
an	DT	an
activity	NN	activity
where	WRB	where
the	DT	the
student	NN	student
will	MD	will
write	VB	write
two	CD	two
sentences	NNS	sentence
,	,	,
and	CC	and
then	RB	then
the	DT	the
AI	NN	ai
will	MD	will
write	VB	write
two	CD	two
sentences	NNS	sentence
.	SENT	.
And	CC	and
so	RB	so
they	PP	they
collaborate	VBP	collaborate
together	RB	together
on	IN	on
a	DT	a
story	NN	story
.	SENT	.
The	DT	the
student	NN	student
writes	VBZ	write
,	,	,
"	``	"
Beatrice	NP	Beatrice
was	VBD	be
a	DT	a
misunderstood	JJ	misunderstood
ghost	NN	ghost
.	SENT	.
She	PP	she
wanted	VBD	want
to	TO	to
make	VB	make
friends	NNS	friend
but	CC	but
kept	VBD	keep
scaring	VBG	scare
them	PP	them
by	IN	by
accident	NN	accident
.	SENT	.
"	''	"
And	CC	and
the	DT	the
AI	NN	ai
says	VBZ	say
,	,	,
"	``	"
Poor	NP	Poor
Beatrice	NP	Beatrice
,	,	,
a	DT	a
lonely	JJ	lonely
spirit	NN	spirit
yearning	NN	yearning
for	IN	for
companionship	NN	companionship
.	SENT	.
One	CD	one
day	NN	day
she	PP	she
stumbled	VBD	stumble
upon	IN	upon
an	DT	an
old	JJ	old
abandoned	JJ	abandoned
mansion	NN	mansion
,	,	,
"	''	"
etc	FW	etc
.	SENT	.
I	PP	I
encourage	VBP	encourage
you	PP	you
all	DT	all
to	TO	to
hopefully	RB	hopefully
one	CD	one
day	NN	day
try	VBP	try
this	DT	this
.	SENT	.
This	DT	this
is	VBZ	be
surprisingly	RB	surprisingly
fun	NN	fun
.	SENT	.
Now	RB	now
to	TO	to
even	RB	even
more	JJR	more
directly	RB	directly
hit	VBD	hit
this	DT	this
use	NN	use
case	NN	case
.	SENT	.
And	CC	and
what	WP	what
I	PP	I
'	POS	'
m	NN	m
about	RB	about
to	TO	to
show	VB	show
you	PP	you
,	,	,
everything	NN	everything
I	PP	I
showed	VBD	show
you	PP	you
so	RB	so
far	RB	far
is	VBZ	be
actually	RB	actually
already	RB	already
part	NN	part
of	IN	of
Khanmigo	NP	<unknown>
,	,	,
and	CC	and
what	WP	what
I	PP	I
'	POS	'
m	NN	m
about	RB	about
to	TO	to
show	VB	show
you	PP	you
,	,	,
we	PP	we
haven	VBP	haven
'	''	'
t	NN	t
shown	VBN	show
to	TO	to
anyone	NN	anyone
yet	RB	yet
,	,	,
this	DT	this
is	VBZ	be
a	DT	a
prototype	NN	prototype
.	SENT	.
We	PP	we
hope	VBP	hope
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
launch	VB	launch
it	PP	it
in	IN	in
the	DT	the
next	JJ	next
few	JJ	few
months	NNS	month
,	,	,
but	CC	but
this	DT	this
is	VBZ	be
to	TO	to
directly	RB	directly
use	VB	use
AI	VBP	ai
,	,	,
use	VBP	use
generative	JJ	generative
AI	NN	ai
,	,	,
to	TO	to
not	RB	not
undermine	VB	undermine
English	JJ	English
and	CC	and
language	NN	language
arts	NNS	art
but	CC	but
to	TO	to
actually	RB	actually
enhance	VB	enhance
it	PP	it
in	IN	in
ways	NNS	way
that	IN	that
we	PP	we
couldn	NNS	<unknown>
'	''	'
t	NN	t
have	VBP	have
even	RB	even
conceived	VBN	conceive
of	IN	of
even	RB	even
a	DT	a
year	NN	year
ago	RB	ago
.	SENT	.
This	DT	this
is	VBZ	be
reading	VBG	read
comprehension	NN	comprehension
.	SENT	.
The	DT	the
students	NNS	student
reading	VBG	read
Steve	NP	Steve
Jobs	NP	Jobs
'	POS	'
s	JJ	<unknown>
famous	JJ	famous
speech	NN	speech
at	IN	at
Stanford	NP	Stanford
.	SENT	.
And	CC	and
then	RB	then
as	IN	as
they	PP	they
get	VBP	get
to	TO	to
certain	JJ	certain
points	NNS	point
,	,	,
they	PP	they
can	MD	can
click	VB	click
on	IN	on
that	DT	that
little	JJ	little
question	NN	question
.	SENT	.
And	CC	and
the	DT	the
AI	NN	ai
will	MD	will
then	RB	then
Socratically	RB	Socratically
,	,	,
almost	RB	almost
like	IN	like
an	DT	an
oral	JJ	oral
exam	NN	exam
,	,	,
ask	VB	ask
the	DT	the
student	NN	student
about	IN	about
things	NNS	thing
.	SENT	.
And	CC	and
the	DT	the
AI	NN	ai
can	MD	can
highlight	VB	highlight
parts	NNS	part
of	IN	of
the	DT	the
passage	NN	passage
.	SENT	.
Why	WRB	why
did	VBD	do
the	DT	the
author	NN	author
use	VB	use
that	DT	that
word	NN	word
?	SENT	?
What	WP	what
was	VBD	be
their	PP$	their
intent	NN	intent
?	SENT	?
Does	VBZ	do
it	PP	it
back	VB	back
up	RP	up
their	PP$	their
argument	NN	argument
?	SENT	?
They	PP	they
can	MD	can
start	VB	start
to	TO	to
do	VB	do
stuff	NN	stuff
that	IN	that
once	RB	once
again	RB	again
,	,	,
we	PP	we
never	RB	never
had	VBD	have
the	DT	the
capability	NN	capability
to	TO	to
give	VB	give
everyone	NN	everyone
a	DT	a
tutor	NN	tutor
,	,	,
everyone	NN	everyone
a	DT	a
writing	VBG	write
coach	NN	coach
to	TO	to
actually	RB	actually
dig	VB	dig
in	IN	in
to	TO	to
reading	VBG	read
at	IN	at
this	DT	this
level	NN	level
.	SENT	.
And	CC	and
you	PP	you
could	MD	could
go	VB	go
on	IN	on
the	DT	the
other	JJ	other
side	NN	side
of	IN	of
it	PP	it
.	SENT	.
And	CC	and
we	PP	we
have	VBP	have
whole	JJ	whole
work	NN	work
flows	NNS	flow
that	WDT	that
helps	VBZ	help
them	PP	them
write	VB	write
,	,	,
helps	VBZ	help
them	PP	them
be	VB	be
a	DT	a
writing	VBG	write
coach	NN	coach
,	,	,
draw	VB	draw
an	DT	an
outline	NN	outline
.	SENT	.
But	CC	but
once	RB	once
a	DT	a
student	NN	student
actually	RB	actually
constructs	VBZ	construct
a	DT	a
draft	NN	draft
,	,	,
and	CC	and
this	DT	this
is	VBZ	be
where	WRB	where
they	PP	they
'	POS	'
re	NN	re
constructing	VBG	construct
a	DT	a
draft	NN	draft
,	,	,
they	PP	they
can	MD	can
ask	VB	ask
for	IN	for
feedback	NN	feedback
once	RB	once
again	RB	again
,	,	,
as	IN	as
you	PP	you
would	MD	would
expect	VB	expect
from	IN	from
a	DT	a
good	JJ	good
writing	NN	writing
coach	NN	coach
.	SENT	.
In	IN	in
this	DT	this
case	NN	case
,	,	,
the	DT	the
student	NN	student
will	MD	will
say	VB	say
,	,	,
let	VBP	let
'	POS	'
s	NNS	<unknown>
say	VBP	say
,	,	,
"	''	"
Does	VBZ	do
my	PP$	my
evidence	NN	evidence
support	VB	support
my	PP$	my
claim	NN	claim
?	SENT	?
"	''	"
And	CC	and
then	RB	then
the	DT	the
AI	NN	ai
,	,	,
not	RB	not
only	RB	only
is	VBZ	be
able	JJ	able
to	TO	to
give	VB	give
feedback	NN	feedback
,	,	,
but	CC	but
it	PP	it
'	POS	'
s	NN	S
able	JJ	able
to	TO	to
highlight	VB	highlight
certain	JJ	certain
parts	NNS	part
of	IN	of
the	DT	the
passage	NN	passage
and	CC	and
says	VBZ	say
,	,	,
"	``	"
On	IN	on
this	DT	this
passage	NN	passage
,	,	,
this	DT	this
doesn	NN	<unknown>
'	POS	'
t	NN	t
quite	RB	quite
support	VB	support
your	PP$	your
claim	NN	claim
,	,	,
"	''	"
but	CC	but
once	RB	once
again	RB	again
,	,	,
Socratically	RB	Socratically
says	VBZ	say
,	,	,
"	``	"
Can	MD	can
you	PP	you
tell	VB	tell
us	PP	us
why	WRB	why
?	SENT	?
"	``	"
So	IN	so
it	PP	it
'	POS	'
s	NN	S
pulling	VBG	pull
the	DT	the
student	NN	student
,	,	,
making	VBG	make
them	PP	them
a	DT	a
better	JJR	good
writer	NN	writer
,	,	,
giving	VBG	give
them	PP	them
far	RB	far
more	JJR	more
feedback	NN	feedback
than	IN	than
they	PP	they
'	POS	'
ve	NN	ve
ever	RB	ever
been	VBN	be
able	JJ	able
to	TO	to
actually	RB	actually
get	VB	get
before	RB	before
.	SENT	.
And	CC	and
we	PP	we
think	VBP	think
this	DT	this
is	VBZ	be
going	VBG	go
to	TO	to
dramatically	RB	dramatically
accelerate	VB	accelerate
writing	VBG	write
,	,	,
not	RB	not
hurt	VB	hurt
it	PP	it
.	SENT	.
Now	RB	now
,	,	,
everything	NN	everything
I	NP	I
'	POS	'
ve	NN	ve
talked	VBD	talk
about	RB	about
so	RB	so
far	RB	far
is	VBZ	be
for	IN	for
the	DT	the
student	NN	student
.	SENT	.
But	CC	but
we	PP	we
think	VBP	think
this	DT	this
could	MD	could
be	VB	be
equally	RB	equally
as	RB	as
powerful	JJ	powerful
for	IN	for
the	DT	the
teacher	NN	teacher
to	TO	to
drive	VB	drive
more	RBR	more
personalized	JJ	personalized
education	NN	education
and	CC	and
frankly	RB	frankly
save	VB	save
time	NN	time
and	CC	and
energy	NN	energy
for	IN	for
themselves	PP	themselves
and	CC	and
for	IN	for
their	PP$	their
students	NNS	student
.	SENT	.
So	RB	so
this	DT	this
is	VBZ	be
an	DT	an
American	JJ	American
history	NN	history
exercise	NN	exercise
on	IN	on
Khan	NP	Khan
Academy	NP	Academy
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
question	NN	question
about	IN	about
the	DT	the
Spanish-American	JJ	Spanish-American
War	NN	war
.	SENT	.
And	CC	and
at	IN	at
first	JJ	first
it	PP	it
'	''	'
s	NN	S
in	IN	in
student	NN	student
mode	NN	mode
.	SENT	.
And	CC	and
if	IN	if
you	PP	you
say	VBP	say
,	,	,
"	``	"
Tell	VB	tell
me	PP	me
the	DT	the
answer	NN	answer
,	,	,
"	''	"
it	PP	it
'	POS	'
s	NN	S
not	RB	not
going	VBG	go
to	TO	to
tell	VB	tell
the	DT	the
answer	NN	answer
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
go	VB	go
into	IN	into
tutoring	VBG	tutor
mode	NN	mode
.	SENT	.
But	CC	but
that	DT	that
little	JJ	little
toggle	NN	toggle
which	WDT	which
teachers	NNS	teacher
have	VBP	have
access	NN	access
to	TO	to
,	,	,
they	PP	they
can	MD	can
turn	VB	turn
student	NN	student
mode	NN	mode
off	RB	off
and	CC	and
then	RB	then
it	PP	it
goes	VBZ	go
into	IN	into
teacher	NN	teacher
mode	NN	mode
.	SENT	.
And	CC	and
what	WP	what
this	DT	this
does	VBZ	do
is	VBZ	be
it	PP	it
turns	VBZ	turn
into	IN	into
--	:	--
You	PP	you
could	MD	could
view	VB	view
it	PP	it
as	IN	as
a	DT	a
teacher	NN	teacher
'	POS	'
s	JJ	<unknown>
guide	NN	guide
on	IN	on
steroids	NNS	steroid
.	SENT	.
Not	RB	not
only	RB	only
can	MD	can
it	PP	it
explain	VB	explain
the	DT	the
answer	NN	answer
,	,	,
it	PP	it
can	MD	can
explain	VB	explain
how	WRB	how
you	PP	you
might	MD	might
want	VB	want
to	TO	to
teach	VB	teach
it	PP	it
.	SENT	.
It	PP	it
can	MD	can
help	VB	help
prepare	VB	prepare
the	DT	the
teacher	NN	teacher
for	IN	for
that	DT	that
material	NN	material
.	SENT	.
It	PP	it
can	MD	can
help	VB	help
them	PP	them
create	VB	create
lesson	NN	lesson
plans	NNS	plan
,	,	,
as	IN	as
you	PP	you
could	MD	could
see	VB	see
doing	VBG	do
right	RB	right
there	RB	there
.	SENT	.
It	PP	it
'	POS	'
ll	NNS	<unknown>
eventually	RB	eventually
help	VBP	help
them	PP	them
create	VB	create
progress	NN	progress
reports	NNS	report
and	CC	and
help	VB	help
them	PP	them
,	,	,
eventually	RB	eventually
,	,	,
grade	NN	grade
.	SENT	.
So	RB	so
once	RB	once
again	RB	again
,	,	,
teachers	NNS	teacher
spend	VBP	spend
about	IN	about
half	PDT	half
their	PP$	their
time	NN	time
with	IN	with
this	DT	this
type	NN	type
of	IN	of
activity	NN	activity
,	,	,
lesson	NN	lesson
planning	NN	planning
.	SENT	.
All	DT	all
of	IN	of
that	DT	that
energy	NN	energy
can	MD	can
go	VB	go
back	RB	back
to	TO	to
them	PP	them
or	CC	or
go	VB	go
back	RB	back
to	TO	to
human	JJ	human
interactions	NNS	interaction
with	IN	with
their	PP$	their
actual	JJ	actual
students	NNS	student
.	SENT	.
So	RB	so
,	,	,
you	PP	you
know	VBP	know
,	,	,
one	PP	one
point	VBP	point
I	PP	I
want	VBP	want
to	TO	to
make	VB	make
.	SENT	.
These	DT	these
large	JJ	large
language	NN	language
models	NNS	model
are	VBP	be
so	RB	so
powerful	JJ	powerful
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
temptation	NN	temptation
to	TO	to
say	VB	say
like	IN	like
,	,	,
well	RB	well
,	,	,
all	PDT	all
these	DT	these
people	NNS	people
are	VBP	be
just	RB	just
going	VBG	go
to	TO	to
slap	VB	slap
them	PP	them
onto	IN	onto
their	PP$	their
websites	NNS	website
,	,	,
and	CC	and
it	PP	it
kind	NN	kind
of	IN	of
turns	VBZ	turn
the	DT	the
applications	NNS	application
themselves	PP	themselves
into	IN	into
commodities	NNS	commodity
.	SENT	.
And	CC	and
what	WP	what
I	PP	I
'	POS	'
ve	NN	ve
got	VBD	get
to	TO	to
tell	VB	tell
you	PP	you
is	VBZ	be
that	IN	that
'	POS	'
s	NN	S
one	CD	one
of	IN	of
the	DT	the
reasons	NNS	reason
why	WRB	why
I	NP	I
didn	NP	<unknown>
'	POS	'
t	NN	t
sleep	NN	sleep
for	IN	for
two	CD	two
weeks	NNS	week
when	WRB	when
I	PP	I
first	RB	first
had	VBD	have
access	NN	access
to	TO	to
GPT-4	NP	<unknown>
back	RB	back
in	IN	in
August	NP	August
.	SENT	.
But	CC	but
we	PP	we
quickly	RB	quickly
realized	VBD	realize
that	IN	that
to	TO	to
actually	RB	actually
make	VB	make
it	PP	it
magical	JJ	magical
,	,	,
I	PP	I
think	VBP	think
what	WP	what
you	PP	you
saw	VBD	see
with	IN	with
Khanmigo	NP	<unknown>
a	DT	a
little	JJ	little
bit	NN	bit
,	,	,
it	PP	it
didn	NNS	<unknown>
'	POS	'
t	NN	t
interact	VB	interact
with	IN	with
you	PP	you
the	DT	the
way	NN	way
that	IN	that
you	PP	you
see	VBP	see
ChatGPT	NNS	<unknown>
interacting	VBG	interact
.	SENT	.
It	PP	it
was	VBD	be
a	DT	a
little	JJ	little
bit	NN	bit
more	RBR	more
magical	JJ	magical
,	,	,
it	PP	it
was	VBD	be
more	RBR	more
Socratic	JJ	Socratic
,	,	,
it	PP	it
was	VBD	be
clearly	RB	clearly
much	RB	much
better	JJR	good
at	IN	at
math	NN	math
than	IN	than
what	WP	what
most	JJS	most
people	NNS	people
are	VBP	be
used	VBN	use
to	TO	to
thinking	VBG	think
.	SENT	.
And	CC	and
the	DT	the
reason	NN	reason
is	VBZ	be
,	,	,
there	EX	there
was	VBD	be
a	DT	a
lot	NN	lot
of	IN	of
work	NN	work
behind	IN	behind
the	DT	the
scenes	NNS	scene
to	TO	to
make	VB	make
that	DT	that
happen	VB	happen
.	SENT	.
And	CC	and
I	PP	I
could	MD	could
go	VB	go
through	IN	through
the	DT	the
whole	JJ	whole
list	NN	list
of	IN	of
everything	NN	everything
we	PP	we
'	POS	'
ve	RB	<unknown>
been	VBN	be
working	VBG	work
on	IN	on
,	,	,
many	JJ	many
,	,	,
many	JJ	many
people	NNS	people
for	IN	for
over	IN	over
six	CD	six
,	,	,
seven	CD	seven
months	NNS	month
to	TO	to
make	VB	make
it	PP	it
feel	VB	feel
magical	JJ	magical
.	SENT	.
But	CC	but
perhaps	RB	perhaps
the	DT	the
most	RBS	most
intellectually	RB	intellectually
interesting	JJ	interesting
one	CD	one
is	VBZ	be
we	PP	we
realized	VBD	realize
,	,	,
and	CC	and
this	DT	this
was	VBD	be
an	DT	an
idea	NN	idea
from	IN	from
an	DT	an
OpenAI	NP	<unknown>
researcher	NN	researcher
,	,	,
that	WDT	that
we	PP	we
could	MD	could
dramatically	RB	dramatically
improve	VB	improve
its	PP$	its
ability	NN	ability
in	IN	in
math	NN	math
and	CC	and
its	PP$	its
ability	NN	ability
in	IN	in
tutoring	VBG	tutor
if	IN	if
we	PP	we
allow	VBP	allow
the	DT	the
AI	VBP	ai
to	TO	to
think	VB	think
before	IN	before
it	PP	it
speaks	VBZ	speak
.	SENT	.
So	RB	so
if	IN	if
you	PP	you
'	POS	'
re	NN	re
tutoring	VBG	tutor
someone	NN	someone
and	CC	and
you	PP	you
immediately	RB	immediately
just	RB	just
start	VB	start
talking	VBG	talk
before	IN	before
you	PP	you
assess	VBP	assess
their	PP$	their
math	NN	math
,	,	,
you	PP	you
might	MD	might
not	RB	not
get	VB	get
it	PP	it
right	RB	right
.	SENT	.
But	CC	but
if	IN	if
you	PP	you
construct	VB	construct
thoughts	NNS	thought
for	IN	for
yourself	PP	yourself
,	,	,
and	CC	and
what	WP	what
you	PP	you
see	VBP	see
on	IN	on
the	DT	the
right	NN	right
there	EX	there
is	VBZ	be
an	DT	an
actual	JJ	actual
AI	NN	ai
thought	NN	thought
,	,	,
something	NN	something
that	IN	that
it	PP	it
generates	VBZ	generate
for	IN	for
itself	PP	itself
but	CC	but
it	PP	it
does	VBZ	do
not	RB	not
share	VB	share
with	IN	with
the	DT	the
student	NN	student
.	SENT	.
then	RB	then
its	PP$	its
accuracy	NN	accuracy
went	VBD	go
up	RP	up
dramatically	RB	dramatically
,	,	,
and	CC	and
its	PP$	its
ability	NN	ability
to	TO	to
be	VB	be
a	DT	a
world-class	JJ	world-class
tutor	NN	tutor
went	VBD	go
up	RP	up
dramatically	RB	dramatically
.	SENT	.
And	CC	and
you	PP	you
can	MD	can
see	VB	see
it	PP	it
'	POS	'
s	NNS	<unknown>
talking	VBG	talk
to	TO	to
itself	PP	itself
here	RB	here
.	SENT	.
It	PP	it
says	VBZ	say
,	,	,
"	``	"
The	DT	the
student	NN	student
got	VBD	get
a	DT	a
different	JJ	different
answer	NN	answer
than	IN	than
I	PP	I
did	VBD	do
,	,	,
but	CC	but
do	VBP	do
not	RB	not
tell	VB	tell
them	PP	them
they	PP	they
made	VBD	make
a	DT	a
mistake	NN	mistake
.	SENT	.
Instead	RB	instead
,	,	,
ask	VB	ask
them	PP	them
to	TO	to
explain	VB	explain
how	WRB	how
they	PP	they
got	VBD	get
to	TO	to
that	DT	that
step	NN	step
.	SENT	.
"	``	"
So	IN	so
I	PP	I
'	POS	'
ll	NNS	<unknown>
just	RB	just
finish	VBP	finish
off	RP	off
,	,	,
hopefully	RB	hopefully
,	,	,
you	PP	you
know	VBP	know
,	,	,
what	WP	what
I	PP	I
'	POS	'
ve	NN	ve
just	RB	just
shown	VBN	show
you	PP	you
is	VBZ	be
just	RB	just
half	JJ	half
of	IN	of
what	WP	what
we	PP	we
are	VBP	be
working	VBG	work
on	IN	on
,	,	,
and	CC	and
we	PP	we
think	VBP	think
this	DT	this
is	VBZ	be
just	RB	just
the	DT	the
very	JJ	very
tip	NN	tip
of	IN	of
the	DT	the
iceberg	NN	iceberg
of	IN	of
where	WRB	where
this	DT	this
can	MD	can
actually	RB	actually
go	VB	go
.	SENT	.
And	CC	and
I	PP	I
'	POS	'
m	NN	m
pretty	RB	pretty
convinced	VBN	convince
,	,	,
which	WDT	which
I	PP	I
wouldn	NP	<unknown>
'	POS	'
t	NN	t
have	VBP	have
been	VBN	be
even	RB	even
a	DT	a
year	NN	year
ago	RB	ago
,	,	,
that	IN	that
we	PP	we
together	RB	together
have	VBP	have
a	DT	a
chance	NN	chance
of	IN	of
addressing	VBG	address
the	DT	the
2	CD	@card@
sigma	NN	sigma
problem	NN	problem
and	CC	and
turning	VBG	turn
it	PP	it
into	IN	into
a	DT	a
2	CD	@card@
sigma	NN	sigma
opportunity	NN	opportunity
,	,	,
dramatically	RB	dramatically
accelerating	VBG	accelerate
education	NN	education
as	IN	as
we	PP	we
know	VBP	know
it	PP	it
.	SENT	.
Now	RB	now
,	,	,
just	RB	just
to	TO	to
take	VB	take
a	DT	a
step	NN	step
back	RB	back
at	IN	at
a	DT	a
meta	NN	<unknown>
level	NN	level
,	,	,
obviously	RB	obviously
we	PP	we
heard	VBD	hear
a	DT	a
lot	NN	lot
today	NN	today
,	,	,
the	DT	the
debates	NNS	debate
on	IN	on
either	DT	either
side	NN	side
.	SENT	.
There	EX	there
'	POS	'
s	JJ	<unknown>
folks	NNS	folk
who	WP	who
take	VBP	take
a	DT	a
more	RBR	more
pessimistic	JJ	pessimistic
view	NN	view
of	IN	of
AI	NN	ai
,	,	,
they	PP	they
say	VBP	say
this	DT	this
is	VBZ	be
scary	JJ	scary
,	,	,
there	EX	there
'	''	'
s	NN	S
all	PDT	all
these	DT	these
dystopian	JJ	<unknown>
scenarios	NNS	scenario
,	,	,
we	PP	we
maybe	RB	maybe
want	VBP	want
to	TO	to
slow	VB	slow
down	RP	down
,	,	,
we	PP	we
want	VBP	want
to	TO	to
pause	VB	pause
.	SENT	.
On	IN	on
the	DT	the
other	JJ	other
side	NN	side
,	,	,
there	EX	there
are	VBP	be
the	DT	the
more	RBR	more
optimistic	JJ	optimistic
folks	NNS	folk
that	WDT	that
say	VBP	say
,	,	,
well	RB	well
,	,	,
we	PP	we
'	POS	'
ve	NNS	<unknown>
gone	VBN	go
through	IN	through
inflection	NN	inflection
points	NNS	point
before	RB	before
,	,	,
we	PP	we
'	POS	'
ve	NNS	<unknown>
gone	VBN	go
through	IN	through
the	DT	the
Industrial	NP	Industrial
Revolution	NP	Revolution
.	SENT	.
It	PP	it
was	VBD	be
scary	JJ	scary
,	,	,
but	CC	but
it	PP	it
all	DT	all
kind	NN	kind
of	IN	of
worked	VBN	work
out	RP	out
.	SENT	.
And	CC	and
what	WP	what
I	PP	I
'	POS	'
d	NN	d
argue	VBP	argue
right	RB	right
now	RB	now
is	VBZ	be
I	PP	I
don	VBP	don
'	''	'
t	NN	t
think	VBP	think
this	DT	this
is	VBZ	be
like	IN	like
a	DT	a
flip	NN	flip
of	IN	of
a	DT	a
coin	NN	coin
or	CC	or
this	DT	this
is	VBZ	be
something	NN	something
where	WRB	where
we	PP	we
'	POS	'
ll	NNS	<unknown>
just	RB	just
have	VB	have
to	TO	to
,	,	,
like	VB	like
,	,	,
wait	VB	wait
and	CC	and
see	VB	see
which	WDT	which
way	NN	way
it	PP	it
turns	VBZ	turn
out	RP	out
.	SENT	.
I	PP	I
think	VBP	think
everyone	NN	everyone
here	RB	here
and	CC	and
beyond	RB	beyond
,	,	,
we	PP	we
are	VBP	be
active	JJ	active
participants	NNS	participant
in	IN	in
this	DT	this
decision	NN	decision
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
pretty	RB	pretty
convinced	VBN	convince
that	IN	that
the	DT	the
first	JJ	first
line	NN	line
of	IN	of
reasoning	NN	reasoning
is	VBZ	be
actually	RB	actually
almost	RB	almost
a	DT	a
self-fulfilling	VBG	self-fulfill
prophecy	NN	prophecy
,	,	,
that	WDT	that
if	IN	if
we	PP	we
act	VBP	act
with	IN	with
fear	NN	fear
and	CC	and
if	IN	if
we	PP	we
say	VBP	say
,	,	,
"	''	"
Hey	NP	Hey
,	,	,
we	PP	we
'	POS	'
ve	NN	ve
just	RB	just
got	VBD	get
to	TO	to
stop	VB	stop
doing	VBG	do
this	DT	this
stuff	NN	stuff
,	,	,
"	''	"
what	WP	what
'	POS	'
s	NN	S
really	RB	really
going	VBG	go
to	TO	to
happen	VB	happen
is	VBZ	be
the	DT	the
rule	NN	rule
followers	NNS	follower
might	MD	might
pause	VB	pause
,	,	,
might	MD	might
slow	VB	slow
down	RP	down
,	,	,
but	CC	but
the	DT	the
rule	NN	rule
breakers	NNS	breaker
,	,	,
as	IN	as
Alexandr	NP	Alexandr
[	SYM	[
Wang	NP	Wang
]	SYM	]
mentioned	VBN	mention
,	,	,
the	DT	the
totalitarian	JJ	totalitarian
governments	NNS	government
,	,	,
the	DT	the
criminal	JJ	criminal
organizations	NNS	organization
,	,	,
they	PP	they
'	POS	'
re	NN	re
only	RB	only
going	VBG	go
to	TO	to
accelerate	VB	accelerate
.	SENT	.
And	CC	and
that	DT	that
leads	VBZ	lead
to	TO	to
what	WP	what
I	PP	I
am	VBP	be
pretty	RB	pretty
convinced	VBN	convince
is	VBZ	be
the	DT	the
dystopian	JJ	<unknown>
state	NN	state
,	,	,
which	WDT	which
is	VBZ	be
the	DT	the
good	JJ	good
actors	NNS	actor
have	VBP	have
worse	JJR	bad
AIs	NNS	ai
than	IN	than
the	DT	the
bad	JJ	bad
actors	NNS	actor
.	SENT	.
But	CC	but
I	PP	I
'	POS	'
ll	NN	ll
also	RB	also
,	,	,
you	PP	you
know	VBP	know
,	,	,
talk	VBP	talk
to	TO	to
the	DT	the
optimists	NNS	optimist
