Most	JJS	most
but	CC	but
they	PP	they
really	RB	really
work	VBP	work
much	RB	much
better	JJR	good
off-board	NN	off-board
.	SENT	.
And	CC	and
then	RB	then
,	,	,
I	PP	I
could	MD	could
tell	VB	tell
you	PP	you
lots	NNS	lot
about	IN	about
the	DT	the
laptop	NN	laptop
,	,	,
but	CC	but
I	PP	I
decided	VBD	decide
on	IN	on
just	RB	just
four	CD	four
things	NNS	thing
.	SENT	.
Just	RB	just
keep	VB	keep
in	IN	in
mind	NN	mind
â	NP	<unknown>
because	IN	because
there	EX	there
are	VBP	be
other	JJ	other
people	NNS	people
,	,	,
including	VBG	include
Bill	NP	Bill
Gates	NP	Gates
,	,	,
who	WP	who
said	VBD	say
,	,	,
"	``	"
Gee	NP	Gee
,	,	,
you	PP	you
'	POS	'
ve	NN	ve
got	VBD	get
a	DT	a
real	JJ	real
computer	NN	computer
.	SENT	.
"	''	"
That	DT	that
computer	NN	computer
is	VBZ	be
unlike	IN	unlike
anything	NN	anything
you	PP	you
'	POS	'
ve	NN	ve
had	VBD	have
,	,	,
and	CC	and
does	VBZ	do
things	NNS	thing
â	NP	<unknown>
there	EX	there
are	VBP	be
four	CD	four
of	IN	of
them	PP	them
â	NP	<unknown>
that	IN	that
you	PP	you
don	VB	don
'	''	'
t	NN	t
come	VBN	come
close	RB	close
to	TO	to
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
very	RB	very
important	JJ	important
to	TO	to
be	VB	be
low	JJ	low
power	NN	power
,	,	,
and	CC	and
I	PP	I
hope	VBP	hope
that	IN	that
'	POS	'
s	NN	S
picked	VBD	pick
up	RP	up
more	RBR	more
by	IN	by
the	DT	the
industry	NN	industry
.	SENT	.
That	IN	that
the	DT	the
reason	NN	reason
that	IN	that
you	PP	you
want	VBP	want
to	TO	to
be	VB	be
below	IN	below
two	CD	two
watts	NNS	watt
is	VBZ	be
that	IN	that
'	POS	'
s	NNS	<unknown>
roughly	RB	roughly
what	WP	what
you	PP	you
can	MD	can
generate	VB	generate
with	IN	with
your	PP$	your
upper	JJ	upper
body	NN	body
.	SENT	.
Dual-mode	NN	<unknown>
display	NN	display
â	NP	<unknown>
that	IN	that
sunlight	NN	sunlight
display	NN	display
'	POS	'
s	NN	S
fantastic	NN	fantastic
.	SENT	.
We	PP	we
were	VBD	be
using	VBG	use
it	PP	it
at	IN	at
lunch	NN	lunch
today	NN	today
in	IN	in
the	DT	the
sunlight	NN	sunlight
,	,	,
and	CC	and
the	DT	the
more	JJR	more
sunlight	NN	sunlight
the	DT	the
better	RBR	well
.	SENT	.
And	CC	and
that	DT	that
was	VBD	be
really	RB	really
critical	JJ	critical
.	SENT	.
The	DT	the
mesh	NN	mesh
network	NN	network
,	,	,
it	PP	it
'	POS	'
ll	NNS	<unknown>
become	VBP	become
commonplace	JJ	commonplace
.	SENT	.
And	CC	and
of	IN	of
course	NN	course
,	,	,
"	``	"
rugged	JJ	rugged
"	''	"
goes	NNS	go
without	IN	without
saying	VBG	say
.	SENT	.
And	CC	and
the	DT	the
reason	NN	reason
I	PP	I
think	VBP	think
design	NN	design
matters	NNS	matter
isn	NN	isn
'	POS	'
t	NN	t
because	IN	because
I	PP	I
wanted	VBD	want
to	TO	to
go	VB	go
to	TO	to
art	NN	art
school	NN	school
.	SENT	.
And	CC	and
by	IN	by
the	DT	the
way	NN	way
,	,	,
when	WRB	when
I	PP	I
graduated	VBD	graduate
from	IN	from
MIT	NP	MIT
,	,	,
I	PP	I
thought	VBD	think
the	DT	the
worst	JJS	bad
and	CC	and
silliest	JJS	silly
thing	NN	thing
to	TO	to
do	VB	do
would	MD	would
be	VB	be
to	TO	to
go	VB	go
to	TO	to
Paris	NP	Paris
for	IN	for
six	CD	six
years	NNS	year
.	SENT	.
So	RB	so
,	,	,
I	NP	I
didn	NP	<unknown>
'	POS	'
t	NN	t
do	VBP	do
that	DT	that
.	SENT	.
But	CC	but
design	NN	design
matters	NNS	matter
for	IN	for
a	DT	a
number	NN	number
of	IN	of
reasons	NNS	reason
.	SENT	.
The	DT	the
most	RBS	most
important	JJ	important
being	NN	being
that	IN	that
it	PP	it
is	VBZ	be
the	DT	the
best	JJS	good
way	NN	way
to	TO	to
make	VB	make
an	DT	an
inexpensive	JJ	inexpensive
product	NN	product
.	SENT	.
Most	JJS	most
people	NNS	people
make	VBP	make
inexpensive	JJ	inexpensive
products	NNS	product
by	IN	by
taking	VBG	take
cheap	JJ	cheap
design	NN	design
,	,	,
cheap	JJ	cheap
labor	NN	labor
,	,	,
cheap	JJ	cheap
components	NNS	component
,	,	,
and	CC	and
making	VBG	make
a	DT	a
cheap	JJ	cheap
laptop	NN	laptop
.	SENT	.
And	CC	and
,	,	,
in	IN	in
English	NP	English
,	,	,
the	DT	the
word	NN	word
"	``	"
cheap	NN	cheap
"	''	"
has	VBZ	have
a	DT	a
double	JJ	double
meaning	NN	meaning
,	,	,
which	WDT	which
is	VBZ	be
really	RB	really
appropriate	JJ	appropriate
,	,	,
because	IN	because
it	PP	it
'	POS	'
s	NN	S
cheap	NN	cheap
,	,	,
in	IN	in
the	DT	the
pejorative	JJ	pejorative
sense	NN	sense
,	,	,
as	RB	as
well	RB	well
as	RB	as
inexpensive	JJ	inexpensive
.	SENT	.
But	CC	but
if	IN	if
you	PP	you
take	VBP	take
a	DT	a
different	JJ	different
approach	NN	approach
,	,	,
and	CC	and
you	PP	you
think	VBP	think
of	IN	of
very	JJ	very
large-	NN	<unknown>
scale	NN	scale
integration	NN	integration
,	,	,
very	RB	very
advanced	JJ	advanced
materials	NNS	material
,	,	,
very	RB	very
advanced	VBD	advance
manufacturing	NN	manufacturing
â	NP	<unknown>
so	IN	so
you	PP	you
'	''	'
re	IN	re
pouring	VBG	pour
chemicals	NNS	chemical
in	IN	in
one	CD	one
end	NN	end
,	,	,
iPods	NNS	<unknown>
are	VBP	be
spewing	VBG	spew
out	RP	out
the	DT	the
other	JJ	other
â	NP	<unknown>
and	CC	and
really	RB	really
cool	JJ	cool
design	NN	design
,	,	,
that	WDT	that
'	POS	'
s	VBG	<unknown>
what	WP	what
we	PP	we
wanted	VBD	want
to	TO	to
do	VB	do
.	SENT	.
And	CC	and
I	PP	I
can	MD	can
race	VB	race
through	IN	through
these	DT	these
and	CC	and
save	VB	save
a	DT	a
lot	NN	lot
of	IN	of
time	NN	time
because	IN	because
Yves	NP	Yves
and	CC	and
I	PP	I
obviously	RB	obviously
didn	NN	<unknown>
'	POS	'
t	NN	t
compare	NN	compare
notes	NNS	note
.	SENT	.
These	DT	these
are	VBP	be
his	PP$	his
slides	NNS	slide
,	,	,
and	CC	and
so	RB	so
I	PP	I
don	VB	don
'	''	'
t	NN	t
have	VBP	have
to	TO	to
talk	VB	talk
about	IN	about
them	PP	them
.	SENT	.
But	CC	but
it	PP	it
was	VBD	be
really	RB	really
,	,	,
to	TO	to
us	PP	us
,	,	,
very	RB	very
important	JJ	important
as	IN	as
a	DT	a
strategy	NN	strategy
.	SENT	.
It	PP	it
wasn	NP	<unknown>
'	POS	'
t	NN	t
just	RB	just
to	TO	to
kind	NN	kind
of	IN	of
make	VB	make
it	PP	it
cute	JJ	cute
,	,	,
because	IN	because
somebody	NN	somebody
â	NP	<unknown>
you	PP	you
know	VBP	know
,	,	,
good	JJ	good
design	NN	design
is	VBZ	be
very	RB	very
important	JJ	important
.	SENT	.
Yves	NP	Yves
showed	VBD	show
one	CD	one
of	IN	of
the	DT	the
power-generating	NN	power-generating
devices	NNS	device
.	SENT	.
The	DT	the
mesh	NN	mesh
network	NN	network
,	,	,
the	DT	the
reason	NN	reason
I	PP	I
â	NP	<unknown>
and	CC	and
I	PP	I
won	VBD	win
'	''	'
t	NN	t
go	VB	go
into	IN	into
it	PP	it
in	IN	in
great	JJ	great
detail	NN	detail
â	NP	<unknown>
but	CC	but
when	WRB	when
we	PP	we
deliver	VBP	deliver
laptops	NNS	laptop
to	TO	to
kids	NNS	kid
in	IN	in
the	DT	the
remotest	JJS	remote
and	CC	and
poorest	JJS	poor
parts	NNS	part
of	IN	of
the	DT	the
world	NN	world
,	,	,
they	PP	they
'	POS	'
re	NN	re
connected	VBN	connect
.	SENT	.
There	EX	there
'	POS	'
s	NN	S
not	RB	not
just	RB	just
laptops	NNS	laptop
.	SENT	.
And	CC	and
so	RB	so
,	,	,
we	PP	we
have	VBP	have
to	TO	to
drop	VB	drop
in	IN	in
satellite	NN	satellite
dishes	NNS	dish
.	SENT	.
We	PP	we
put	VBD	put
in	IN	in
generators	NNS	generator
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
lot	NN	lot
of	IN	of
stuff	NN	stuff
that	WDT	that
goes	VBZ	go
behind	IN	behind
these	DT	these
.	SENT	.
These	DT	these
can	MD	can
talk	VB	talk
to	TO	to
each	DT	each
other	JJ	other
.	SENT	.
If	IN	if
you	PP	you
'	POS	'
re	NN	re
in	IN	in
a	DT	a
desert	NN	desert
,	,	,
they	PP	they
can	MD	can
talk	VB	talk
to	TO	to
each	DT	each
other	JJ	other
about	IN	about
two	CD	two
kilometers	NNS	kilometer
apart	RB	apart
.	SENT	.
If	IN	if
you	PP	you
'	POS	'
re	NN	re
in	IN	in
the	DT	the
jungle	NN	jungle
,	,	,
it	PP	it
'	POS	'
s	NN	S
about	IN	about
500	CD	@card@
meters	NNS	meter
.	SENT	.
So	RB	so
if	IN	if
a	DT	a
kid	NN	kid
bicycles	NNS	bicycle
home	NN	home
,	,	,
or	CC	or
walks	VBZ	walk
a	DT	a
few	JJ	few
miles	NNS	mile
,	,	,
they	PP	they
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
be	VB	be
off	IN	off
the	DT	the
grid	NN	grid
,	,	,
so	RB	so
to	TO	to
speak	VB	speak
.	SENT	.
They	PP	they
'	POS	'
re	NN	re
not	RB	not
going	VBG	go
to	TO	to
be	VB	be
near	IN	near
another	DT	another
laptop	NN	laptop
,	,	,
so	RB	so
you	PP	you
have	VBP	have
to	TO	to
nail	VB	nail
these	DT	these
onto	IN	onto
a	DT	a
tree	NN	tree
,	,	,
and	CC	and
sort	VB	sort
of	IN	of
,	,	,
get	VB	get
it	PP	it
.	SENT	.
You	PP	you
don	VBP	don
'	''	'
t	NN	t
call	NN	call
Verizon	NP	<unknown>
or	CC	or
Sprint	NP	Sprint
.	SENT	.
You	PP	you
build	VBP	build
your	PP$	your
own	JJ	own
network	NN	network
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	NN	S
very	RB	very
important	JJ	important
,	,	,
the	DT	the
user	NN	user
interface	NN	interface
.	SENT	.
We	PP	we
are	VBP	be
launching	VBG	launch
with	IN	with
18	CD	@card@
keyboards	NNS	keyboard
.	SENT	.
English	NP	English
is	VBZ	be
by	IN	by
far	RB	far
the	DT	the
minority	NN	minority
.	SENT	.
Latin	NP	Latin
is	VBZ	be
relatively	RB	relatively
rare	JJ	rare
,	,	,
too	RB	too
.	SENT	.
You	PP	you
just	RB	just
look	VBP	look
at	IN	at
some	DT	some
of	IN	of
the	DT	the
languages	NNS	language
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
willing	JJ	willing
to	TO	to
suspect	VB	suspect
some	DT	some
of	IN	of
you	PP	you
hadn	NN	<unknown>
'	POS	'
t	NN	t
even	RB	even
heard	VBN	hear
of	IN	of
them	PP	them
before	RB	before
.	SENT	.
Is	VBZ	be
there	RB	there
anybody	NN	anybody
in	IN	in
the	DT	the
room	NN	room
,	,	,
one	CD	one
person	NN	person
,	,	,
unless	IN	unless
you	PP	you
work	VBP	work
with	IN	with
OLPC	NP	<unknown>
,	,	,
is	VBZ	be
there	RB	there
anybody	NN	anybody
in	IN	in
the	DT	the
room	NN	room
that	WDT	that
can	MD	can
tell	VB	tell
me	PP	me
what	WDT	what
language	NN	language
the	DT	the
keyboard	NN	keyboard
is	VBZ	be
that	IN	that
'	POS	'
s	NN	S
on	IN	on
the	DT	the
screen	NN	screen
?	SENT	?
There	EX	there
'	POS	'
s	NN	S
only	RB	only
one	CD	one
hand	NN	hand
â	NP	<unknown>
so	IN	so
you	PP	you
get	VBP	get
it	PP	it
.	SENT	.
Yes	UH	yes
,	,	,
you	PP	you
'	POS	'
re	NN	re
right	NN	right
.	SENT	.
He	PP	he
'	POS	'
s	NN	S
right	NN	right
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
Amharic	NN	Amharic
,	,	,
it	PP	it
'	POS	'
s	NN	S
Ethiopian	NN	Ethiopian
.	SENT	.
In	IN	in
Ethiopia	NP	Ethiopia
,	,	,
there	EX	there
'	''	'
s	RB	<unknown>
never	RB	never
been	VBN	be
a	DT	a
keyboard	NN	keyboard
.	SENT	.
There	EX	there
is	VBZ	be
no	DT	no
keyboard	NN	keyboard
standard	NN	standard
because	IN	because
there	EX	there
'	''	'
s	VBG	<unknown>
no	DT	no
market	NN	market
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
the	DT	the
big	JJ	big
difference	NN	difference
.	SENT	.
Again	RB	again
,	,	,
when	WRB	when
you	PP	you
'	POS	'
re	NN	re
a	DT	a
nonprofit	JJ	nonprofit
,	,	,
you	PP	you
look	VBP	look
at	IN	at
children	NNS	child
as	IN	as
a	DT	a
mission	NN	mission
,	,	,
not	RB	not
as	IN	as
a	DT	a
market	NN	market
.	SENT	.
So	RB	so
we	PP	we
went	VBD	go
to	TO	to
Ethiopia	NP	Ethiopia
,	,	,
and	CC	and
we	PP	we
helped	VBD	help
them	PP	them
make	VB	make
a	DT	a
keyboard	NN	keyboard
.	SENT	.
And	CC	and
this	DT	this
will	MD	will
become	VB	become
the	DT	the
standard	JJ	standard
Ethiopian	JJ	Ethiopian
keyboard	NN	keyboard
.	SENT	.
So	RB	so
what	WP	what
I	PP	I
want	VBP	want
to	TO	to
end	VB	end
with	IN	with
is	VBZ	be
sort	NN	sort
of	IN	of
what	WP	what
we	PP	we
'	POS	'
re	NN	re
doing	VBG	do
to	TO	to
roll	VB	roll
it	PP	it
out	RP	out
.	SENT	.
And	CC	and
we	PP	we
changed	VBD	change
strategy	NN	strategy
completely	RB	completely
.	SENT	.
I	PP	I
decided	VBD	decide
at	IN	at
the	DT	the
beginning	VBG	begin
â	NP	<unknown>
it	PP	it
was	VBD	be
a	DT	a
pretty	RB	pretty
good	JJ	good
thing	NN	thing
to	TO	to
decide	VB	decide
in	IN	in
the	DT	the
beginning	NN	beginning
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
not	RB	not
what	WP	what
we	PP	we
'	POS	'
re	NN	re
doing	VBG	do
now	RB	now
â	NP	<unknown>
is	VBZ	be
to	TO	to
go	VB	go
to	TO	to
six	CD	six
countries	NNS	country
.	SENT	.
Big	JJ	big
countries	NNS	country
,	,	,
one	CD	one
of	IN	of
them	PP	them
is	VBZ	be
not	RB	not
so	RB	so
big	JJ	big
,	,	,
but	CC	but
it	PP	it
'	POS	'
s	NNS	<unknown>
rich	JJ	rich
.	SENT	.
Here	RB	here
'	''	'
s	VBG	<unknown>
the	DT	the
six	CD	six
.	SENT	.
We	PP	we
went	VBD	go
to	TO	to
the	DT	the
six	CD	six
,	,	,
and	CC	and
in	IN	in
each	DT	each
case	NN	case
the	DT	the
head	NN	head
of	IN	of
state	NN	state
said	VBD	say
he	PP	he
would	MD	would
do	VB	do
it	PP	it
,	,	,
he	PP	he
'	POS	'
d	NN	d
do	VBP	do
a	DT	a
million	CD	million
.	SENT	.
In	IN	in
the	DT	the
case	NN	case
of	IN	of
Gaddafi	NP	<unknown>
,	,	,
he	PP	he
'	POS	'
d	NN	d
do	VBP	do
1	CD	@card@
.	SENT	.
2	CD	@card@
million	CD	million
,	,	,
and	CC	and
that	IN	that
they	PP	they
would	MD	would
launch	VB	launch
it	PP	it
.	SENT	.
We	PP	we
thought	VBD	think
,	,	,
this	DT	this
is	VBZ	be
exactly	RB	exactly
the	DT	the
right	JJ	right
strategy	NN	strategy
,	,	,
get	VB	get
it	PP	it
out	RP	out
,	,	,
and	CC	and
then	RB	then
the	DT	the
little	JJ	little
countries	NNS	country
could	MD	could
sort	VB	sort
of	IN	of
piggyback	NN	piggyback
on	IN	on
these	DT	these
big	JJ	big
countries	NNS	country
.	SENT	.
And	CC	and
so	RB	so
I	PP	I
went	VBD	go
to	TO	to
each	DT	each
of	IN	of
those	DT	those
countries	NNS	country
at	IN	at
least	JJS	least
six	CD	six
times	NNS	time
,	,	,
met	VBN	meet
with	IN	with
the	DT	the
head	NN	head
of	IN	of
state	NN	state
probably	RB	probably
two	CD	two
or	CC	or
three	CD	three
times	NNS	time
.	SENT	.
In	IN	in
each	DT	each
case	NN	case
,	,	,
got	VBD	get
the	DT	the
ministers	NNS	minister
,	,	,
went	VBD	go
through	IN	through
a	DT	a
lot	NN	lot
of	IN	of
the	DT	the
stuff	NN	stuff
.	SENT	.
This	DT	this
was	VBD	be
a	DT	a
period	NN	period
in	IN	in
my	PP$	my
life	NN	life
where	WRB	where
I	PP	I
was	VBD	be
traveling	VBG	travel
330	CD	@card@
days	NNS	day
per	IN	per
year	NN	year
.	SENT	.
Not	RB	not
something	NN	something
you	PP	you
'	POS	'
d	NN	d
envy	NN	envy
or	CC	or
want	VBP	want
to	TO	to
do	VB	do
.	SENT	.
In	IN	in
the	DT	the
case	NN	case
of	IN	of
Libya	NP	Libya
,	,	,
it	PP	it
was	VBD	be
a	DT	a
lot	NN	lot
of	IN	of
fun	NN	fun
meeting	NN	meeting
Gaddafi	NP	<unknown>
in	IN	in
his	PP$	his
tent	NN	tent
.	SENT	.
The	DT	the
camel	JJ	camel
smells	NNS	smell
were	VBD	be
unbelievable	JJ	unbelievable
.	SENT	.
And	CC	and
it	PP	it
was	VBD	be
45	CD	@card@
degrees	NNS	degree
C	NP	C
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
this	DT	this
was	VBD	be
not	RB	not
what	WP	what
you	PP	you
'	POS	'
d	NN	d
call	VBP	call
a	DT	a
cool	JJ	cool
experience	NN	experience
.	SENT	.
And	CC	and
former	JJ	former
countries	NNS	country
â	NP	<unknown>
I	PP	I
say	VBP	say
former	JJ	former
,	,	,
because	IN	because
none	NN	none
of	IN	of
them	PP	them
really	RB	really
came	VBD	come
through	IN	through
this	DT	this
summer	NN	summer
â	NP	<unknown>
there	EX	there
was	VBD	be
a	DT	a
big	JJ	big
difference	NN	difference
between	IN	between
getting	VBG	get
a	DT	a
head	NN	head
of	IN	of
state	NN	state
to	TO	to
have	VB	have
a	DT	a
photo	JJ	photo
opportunity	NN	opportunity
,	,	,
make	VBP	make
a	DT	a
press	NN	press
release	NN	release
.	SENT	.
So	RB	so
we	PP	we
went	VBD	go
to	TO	to
smaller	JJR	small
ones	NNS	one
.	SENT	.
Uruguay	NP	Uruguay
,	,	,
bless	VB	bless
their	PP$	their
hearts	NNS	heart
.	SENT	.
Small	JJ	small
country	NN	country
,	,	,
not	RB	not
so	RB	so
rich	JJ	rich
.	SENT	.
President	NP	President
said	VBD	say
he	PP	he
'	''	'
d	SYM	d
do	VB	do
it	PP	it
,	,	,
and	CC	and
guess	VBP	guess
what	WP	what
?	SENT	?
He	PP	he
did	VBD	do
do	VB	do
it	PP	it
.	SENT	.
The	DT	the
tender	NN	tender
had	VBD	have
nothing	NN	nothing
in	IN	in
it	PP	it
that	IN	that
related	VBN	relate
to	TO	to
us	PP	us
,	,	,
nothing	NN	nothing
specific	NN	specific
about	IN	about
sunlight-readable	JJ	sunlight-readable
,	,	,
mesh-	JJ	<unknown>
network	NN	network
,	,	,
low-power	JJ	low-power
,	,	,
but	CC	but
just	RB	just
a	DT	a
vanilla	NN	vanilla
laptop	NN	laptop
proposal	NN	proposal
.	SENT	.
And	CC	and
guess	VBP	guess
what	WP	what
?	SENT	?
We	PP	we
won	VBD	win
it	PP	it
hands	VBZ	hand
down	RP	down
.	SENT	.
When	WRB	when
it	PP	it
was	VBD	be
announced	VBN	announce
that	IN	that
they	PP	they
were	VBD	be
going	VBG	go
to	TO	to
do	VB	do
every	DT	every
child	NN	child
in	IN	in
Uruguay	NP	Uruguay
,	,	,
the	DT	the
first	JJ	first
100	CD	@card@
,	,	,
000	CD	@card@
,	,	,
boom	NN	boom
,	,	,
went	VBD	go
to	TO	to
OLPC	NP	<unknown>
.	SENT	.
The	DT	the
next	JJ	next
day	NN	day
â	NP	<unknown>
the	DT	the
next	JJ	next
day	NN	day
,	,	,
not	RB	not
even	RB	even
24	CD	@card@
hours	NNS	hour
had	VBD	have
passed	VBN	pass
â	NP	<unknown>
in	IN	in
Peru	NP	Peru
,	,	,
the	DT	the
president	NN	president
of	IN	of
Peru	NP	Peru
said	VBD	say
,	,	,
"	``	"
We	PP	we
'	POS	'
ll	NNS	<unknown>
do	VBP	do
250	CD	@card@
.	SENT	.
"	''	"
And	CC	and
boom	NN	boom
,	,	,
a	DT	a
little	JJ	little
domino	NN	domino
effect	NN	effect
.	SENT	.
The	DT	the
president	NN	president
of	IN	of
Rwanda	NP	Rwanda
stepped	VBD	step
in	IN	in
and	CC	and
said	VBD	say
he	PP	he
would	MD	would
do	VB	do
it	PP	it
.	SENT	.
The	DT	the
president	NN	president
of	IN	of
Ethiopia	NP	Ethiopia
said	VBD	say
he	PP	he
would	MD	would
do	VB	do
it	PP	it
.	SENT	.
And	CC	and
boom	NN	boom
,	,	,
boom	NN	boom
,	,	,
boom	NN	boom
.	SENT	.
The	DT	the
president	NN	president
of	IN	of
Mongolia	NP	Mongolia
.	SENT	.
And	CC	and
so	IN	so
what	WP	what
happens	VBZ	happen
is	VBZ	be
,	,	,
these	DT	these
things	NNS	thing
start	VBP	start
to	TO	to
happen	VB	happen
with	IN	with
these	DT	these
countries	NNS	country
â	NP	<unknown>
still	RB	still
not	RB	not
enough	JJ	enough
.	SENT	.
Add	VB	add
up	RP	up
all	PDT	all
those	DT	those
countries	NNS	country
,	,	,
it	PP	it
didn	NNS	<unknown>
'	POS	'
t	NN	t
quite	RB	quite
get	VB	get
to	TO	to
thing	NN	thing
,	,	,
so	RB	so
we	PP	we
said	VBD	say
,	,	,
"	``	"
Let	VB	let
'	''	'
s	NNS	<unknown>
start	VBP	start
a	DT	a
program	NN	program
in	IN	in
the	DT	the
United	NP	United
States	NPS	States
.	SENT	.
"	''	"
So	RB	so
,	,	,
end	NN	end
of	IN	of
August	NP	August
,	,	,
early	JJ	early
September	NP	September
,	,	,
we	PP	we
decide	VBP	decide
to	TO	to
do	VB	do
this	DT	this
.	SENT	.
We	PP	we
announced	VBD	announce
it	PP	it
near	IN	near
the	DT	the
middle	NN	middle
,	,	,
end	NN	end
â	NP	<unknown>
just	RB	just
when	WRB	when
the	DT	the
Clinton	NP	Clinton
Initiative	NP	Initiative
was	VBD	be
taking	VBG	take
place	NN	place
.	SENT	.
We	PP	we
thought	VBD	think
that	DT	that
was	VBD	be
a	DT	a
good	JJ	good
time	NN	time
to	TO	to
announce	VB	announce
it	PP	it
.	SENT	.
Launched	VBD	launch
it	PP	it
on	IN	on
the	DT	the
12	CD	@card@
of	IN	of
November	NP	November
.	SENT	.
We	PP	we
said	VBD	say
it	PP	it
would	MD	would
be	VB	be
just	RB	just
for	IN	for
a	DT	a
short	JJ	short
period	NN	period
until	IN	until
the	DT	the
26	CD	@card@
.	SENT	.
We	PP	we
'	POS	'
ve	NN	ve
extended	VBD	extend
it	PP	it
until	IN	until
the	DT	the
31	CD	@card@
.	SENT	.
And	CC	and
the	DT	the
"	``	"
Give	VB	give
One	PP	one
,	,	,
Get	VB	get
One	CD	one
"	``	"
program	NN	program
is	VBZ	be
really	RB	really
important	JJ	important
because	IN	because
it	PP	it
got	VBD	get
a	DT	a
lot	NN	lot
of	IN	of
people	NNS	people
absolutely	RB	absolutely
interested	JJ	interested
.	SENT	.
The	DT	the
first	JJ	first
day	NN	day
it	PP	it
was	VBD	be
just	RB	just
wild	JJ	wild
.	SENT	.
And	CC	and
then	RB	then
we	PP	we
said	VBD	say
,	,	,
"	``	"
Well	UH	well
,	,	,
let	VB	let
'	''	'
s	NNS	<unknown>
get	VBP	get
people	NNS	people
to	TO	to
give	VB	give
many	JJ	many
.	SENT	.
Not	RB	not
just	RB	just
one	CD	one
,	,	,
and	CC	and
get	VB	get
one	PP	one
,	,	,
but	CC	but
maybe	RB	maybe
give	VB	give
100	CD	@card@
,	,	,
give	VBP	give
1	CD	@card@
,	,	,
000	CD	@card@
.	SENT	.
"	''	"
And	CC	and
that	IN	that
'	POS	'
s	NN	S
where	WRB	where
you	PP	you
come	VBP	come
in	IN	in
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	NN	S
where	WRB	where
I	PP	I
think	VBP	think
it	PP	it
'	''	'
s	NNS	<unknown>
very	RB	very
important	JJ	important
.	SENT	.
I	PP	I
don	VBP	don
'	''	'
t	NN	t
want	VBP	want
you	PP	you
all	DT	all
to	TO	to
go	VB	go
out	RP	out
and	CC	and
buy	VB	buy
400	CD	@card@
dollars	NNS	dollar
worth	JJ	worth
of	IN	of
laptops	NNS	laptop
.	SENT	.
Okay	JJ	okay
?	SENT	?
Do	VB	do
it	PP	it
,	,	,
but	CC	but
that	IN	that
'	POS	'
s	NN	S
not	RB	not
going	VBG	go
to	TO	to
help	VB	help
.	SENT	.
Okay	JJ	okay
?	SENT	?
If	IN	if
everybody	NN	everybody
in	IN	in
this	DT	this
room	NN	room
goes	VBZ	go
out	IN	out
tonight	NN	tonight
and	CC	and
orders	VBZ	order
one	CD	one
of	IN	of
these	DT	these
things	NNS	thing
for	IN	for
400	CD	@card@
dollars	NNS	dollar
,	,	,
whatever	WDT	whatever
it	PP	it
is	VBZ	be
,	,	,
300	CD	@card@
people	NNS	people
in	IN	in
the	DT	the
room	NN	room
doing	VBG	do
it	PP	it
â	NP	<unknown>
yeah	RB	yeah
,	,	,
great	JJ	great
.	SENT	.
I	PP	I
want	VBP	want
you	PP	you
do	VBP	do
something	NN	something
else	RB	else
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
not	RB	not
to	TO	to
go	VB	go
out	RP	out
and	CC	and
buy	VB	buy
100	CD	@card@
or	CC	or
1	CD	@card@
,	,	,
000	CD	@card@
,	,	,
though	RB	though
,	,	,
I	PP	I
invite	VBP	invite
you	PP	you
to	TO	to
do	VB	do
that	IN	that
,	,	,
and	CC	and
10	CD	@card@
,	,	,
000	CD	@card@
would	MD	would
be	VB	be
even	RB	even
better	JJR	good
.	SENT	.
Tell	VB	tell
people	NNS	people
about	IN	about
it	PP	it
!	SENT	!
It	PP	it
'	POS	'
s	NN	S
got	VBD	get
to	TO	to
become	VB	become
viral	JJ	viral
,	,	,
OK	JJ	OK
?	SENT	?
Use	VB	use
your	PP$	your
mailing	NN	mailing
lists	NNS	list
.	SENT	.
People	NNS	people
in	IN	in
this	DT	this
room	NN	room
have	VBP	have
extraordinary	JJ	extraordinary
mailing	NN	mailing
lists	NNS	list
.	SENT	.
Get	VB	get
your	PP$	your
friends	NNS	friend
to	TO	to
give	VB	give
one	PP	one
,	,	,
get	VB	get
one	PP	one
.	SENT	.
And	CC	and
if	IN	if
each	DT	each
one	CD	one
of	IN	of
you	PP	you
sends	VBZ	send
it	PP	it
to	TO	to
300	CD	@card@
or	CC	or
400	CD	@card@
people	NNS	people
,	,	,
that	WDT	that
would	MD	would
be	VB	be
fantastic	JJ	fantastic
.	SENT	.
I	PP	I
won	VBD	win
'	''	'
t	NN	t
dwell	NN	dwell
on	IN	on
the	DT	the
pricing	NN	pricing
at	IN	at
all	DT	all
.	SENT	.
Just	RB	just
to	TO	to
say	VB	say
that	IN	that
when	WRB	when
you	PP	you
do	VBP	do
the	DT	the
"	``	"
Give	VB	give
One	PP	one
,	,	,
Get	VB	get
One	PP	one
,	,	,
