Cartoons	NNS	cartoon
business	NN	business
,	,	,
and	CC	and
they	PP	they
—	:	-
I	PP	I
asked	VBD	ask
them	PP	them
,	,	,
"	''	"
So	RB	so
what	WP	what
'	POS	'
s	NN	S
one	CD	one
issue	NN	issue
you	PP	you
would	MD	would
like	VB	like
everyone	NN	everyone
to	TO	to
know	VB	know
more	RBR	more
about	RB	about
?	SENT	?
"	``	"
And	CC	and
they	PP	they
said	VBD	say
—	:	-
this	DT	this
one	CD	one
friend	NN	friend
of	IN	of
mine	PP	mine
said	VBD	say
,	,	,
"	``	"
I	PP	I
'	POS	'
ve	NN	ve
got	VBD	get
one	CD	one
word	NN	word
for	IN	for
you	PP	you
:	:	:
plastic	NN	plastic
.	SENT	.
"	``	"
And	CC	and
I	PP	I
told	VBD	tell
him	PP	him
,	,	,
"	``	"
Well	UH	well
,	,	,
I	PP	I
need	VBP	need
something	NN	something
a	DT	a
little	RB	little
sexier	JJR	sexy
than	IN	than
that	DT	that
.	SENT	.
Plastic	NN	plastic
just	RB	just
is	VBZ	be
not	RB	not
going	VBG	go
to	TO	to
do	VB	do
it	PP	it
.	SENT	.
"	``	"
We	PP	we
sort	VBP	sort
of	IN	of
worked	VBN	work
things	NNS	thing
out	RP	out
.	SENT	.
He	PP	he
wanted	VBD	want
me	PP	me
to	TO	to
use	VB	use
words	NNS	word
like	IN	like
polyvinyl	NN	polyvinyl
chloride	NN	chloride
,	,	,
which	WDT	which
doesn	NP	<unknown>
'	POS	'
t	NN	t
really	RB	really
work	VB	work
in	IN	in
voice	NN	voice
balloons	NNS	balloon
very	RB	very
well	RB	well
.	SENT	.
I	PP	I
couldn	NNS	<unknown>
'	POS	'
t	NN	t
fit	VB	fit
them	PP	them
in	RP	in
.	SENT	.
So	RB	so
what	WP	what
I	PP	I
did	VBD	do
was	VBD	be
I	PP	I
made	VBD	make
an	DT	an
adventure	NN	adventure
strip	NN	strip
.	SENT	.
Basically	RB	basically
,	,	,
this	DT	this
bottle	NN	bottle
travels	VBZ	travel
a	DT	a
long	JJ	long
way	NN	way
.	SENT	.
What	WP	what
I	PP	I
'	POS	'
m	NN	m
trying	VBG	try
to	TO	to
tell	VB	tell
readers	NNS	reader
is	VBZ	be
that	IN	that
plastic	JJ	plastic
doesn	NN	<unknown>
'	POS	'
t	NN	t
really	RB	really
go	VBP	go
away	RB	away
;	:	;
it	PP	it
just	RB	just
continues	VBZ	continue
to	TO	to
wash	VB	wash
downstream	RB	downstream
.	SENT	.
And	CC	and
a	DT	a
lot	NN	lot
of	IN	of
it	PP	it
ends	VBZ	end
up	RP	up
washing	NN	washing
into	IN	into
the	DT	the
ocean	NN	ocean
,	,	,
which	WDT	which
is	VBZ	be
a	DT	a
great	JJ	great
story	NN	story
if	IN	if
you	PP	you
attach	VBP	attach
a	DT	a
couple	NN	couple
characters	VBZ	character
to	TO	to
it	PP	it
,	,	,
especially	RB	especially
if	IN	if
they	PP	they
can	MD	can
'	''	'
t	NN	t
stand	VBP	stand
each	DT	each
other	JJ	other
,	,	,
like	IN	like
these	DT	these
two	CD	two
.	SENT	.
So	RB	so
,	,	,
I	PP	I
sent	VBD	send
them	PP	them
to	TO	to
Boise	NP	Boise
,	,	,
Idaho	NP	Idaho
,	,	,
where	WRB	where
they	PP	they
dropped	VBD	drop
a	DT	a
plastic	JJ	plastic
bottle	NN	bottle
into	IN	into
the	DT	the
Boise	NP	Boise
sewer	NN	sewer
system	NN	system
.	SENT	.
And	CC	and
it	PP	it
ended	VBD	end
up	RP	up
in	IN	in
the	DT	the
Boise	NP	Boise
River	NP	River
and	CC	and
then	RB	then
on	IN	on
to	TO	to
the	DT	the
Columbia	NP	Columbia
River	NP	River
and	CC	and
then	RB	then
to	TO	to
the	DT	the
mouth	NN	mouth
of	IN	of
the	DT	the
Columbia	NP	Columbia
and	CC	and
to	TO	to
the	DT	the
Pacific	NP	Pacific
Ocean	NP	Ocean
and	CC	and
then	RB	then
on	IN	on
to	TO	to
this	DT	this
place	NN	place
called	VBD	call
the	DT	the
Great	NP	Great
Pacific	NP	Pacific
Garbage	NP	Garbage
Patch	NP	Patch
—	:	-
which	WDT	which
is	VBZ	be
this	DT	this
giant	JJ	giant
Pacific	JJ	Pacific
gyre	NN	gyre
in	IN	in
the	DT	the
North	NP	North
Pacific	NP	Pacific
,	,	,
where	WRB	where
a	DT	a
lot	NN	lot
of	IN	of
this	DT	this
plastic	NN	plastic
ends	VBZ	end
up	RP	up
floating	VBG	float
around	RP	around
—	:	-
and	CC	and
then	RB	then
back	RB	back
onto	IN	onto
the	DT	the
lagoon	NN	lagoon
.	SENT	.
So	RB	so
that	DT	that
was	VBD	be
basically	RB	basically
a	DT	a
buddy	NN	buddy
story	NN	story
with	IN	with
a	DT	a
plastic	JJ	plastic
bottle	NN	bottle
following	VBG	follow
along	RP	along
.	SENT	.
So	IN	so
a	DT	a
lot	NN	lot
of	IN	of
people	NNS	people
remember	VBP	remember
the	DT	the
plastic	JJ	plastic
bottle	NN	bottle
anyway	RB	anyway
,	,	,
but	CC	but
we	PP	we
really	RB	really
talked	VBD	talk
about	IN	about
marine	JJ	marine
debris	NN	debris
and	CC	and
plastic	NN	plastic
in	IN	in
the	DT	the
course	NN	course
of	IN	of
that	WDT	that
one	CD	one
.	SENT	.
The	DT	the
third	JJ	third
storyline	NN	storyline
I	PP	I
did	VBD	do
about	IN	about
a	DT	a
year	NN	year
and	CC	and
a	DT	a
half	NN	half
ago	RB	ago
was	VBD	be
probably	RB	probably
my	PP$	my
most	RBS	most
difficult	JJ	difficult
.	SENT	.
It	PP	it
was	VBD	be
on	IN	on
shark	NN	shark
finning	VBG	fin
,	,	,
and	CC	and
I	PP	I
felt	VBD	feel
really	RB	really
strongly	RB	strongly
about	IN	about
this	DT	this
issue	NN	issue
.	SENT	.
And	CC	and
I	PP	I
felt	VBD	feel
like	IN	like
,	,	,
since	IN	since
my	PP$	my
main	JJ	main
character	NN	character
was	VBD	be
a	DT	a
shark	NN	shark
,	,	,
the	DT	the
comic	JJ	comic
strip	NN	strip
was	VBD	be
a	DT	a
perfect	JJ	perfect
vehicle	NN	vehicle
for	IN	for
telling	VBG	tell
the	DT	the
public	NN	public
about	IN	about
this	DT	this
.	SENT	.
Now	RB	now
,	,	,
finning	VBG	fin
is	VBZ	be
the	DT	the
act	NN	act
of	IN	of
taking	VBG	take
a	DT	a
shark	NN	shark
,	,	,
cutting	VBG	cut
the	DT	the
valuable	JJ	valuable
fins	NNS	fin
off	RP	off
and	CC	and
throwing	VBG	throw
the	DT	the
live	JJ	live
animal	NN	animal
back	RB	back
in	IN	in
the	DT	the
water	NN	water
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
cruel	JJ	cruel
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
wasteful	JJ	wasteful
.	SENT	.
There	EX	there
'	POS	'
s	NN	S
nothing	NN	nothing
funny	JJ	funny
or	CC	or
entertaining	JJ	entertaining
about	IN	about
it	PP	it
,	,	,
but	CC	but
I	PP	I
really	RB	really
wanted	VBD	want
to	TO	to
take	VB	take
this	DT	this
issue	NN	issue
on	RB	on
.	SENT	.
I	PP	I
had	VBD	have
to	TO	to
kill	VB	kill
my	PP$	my
main	JJ	main
character	NN	character
,	,	,
who	WP	who
is	VBZ	be
a	DT	a
shark	NN	shark
.	SENT	.
We	PP	we
start	VBP	start
with	IN	with
Sherman	NP	Sherman
in	IN	in
a	DT	a
Chinese	JJ	Chinese
restaurant	NN	restaurant
,	,	,
who	WP	who
gets	VBZ	get
a	DT	a
fortune	NN	fortune
that	IN	that
he	PP	he
'	POS	'
s	NN	S
about	RB	about
to	TO	to
get	VB	get
caught	VBN	catch
by	IN	by
a	DT	a
trawler	NN	trawler
,	,	,
which	WDT	which
he	PP	he
does	VBZ	do
.	SENT	.
And	CC	and
then	RB	then
he	PP	he
dies	VBZ	die
.	SENT	.
He	PP	he
gets	VBZ	get
finned	VBN	fin
,	,	,
and	CC	and
then	RB	then
he	PP	he
gets	VBZ	get
thrown	VBN	throw
overboard	RB	overboard
.	SENT	.
Ostensibly	RB	ostensibly
,	,	,
he	PP	he
'	POS	'
s	NN	S
dead	RB	dead
now	RB	now
.	SENT	.
And	CC	and
so	RB	so
I	PP	I
killed	VBD	kill
a	DT	a
character	NN	character
that	RB	that
'	POS	'
s	RB	<unknown>
been	VBN	be
in	IN	in
the	DT	the
newspaper	NN	newspaper
for	IN	for
15	CD	@card@
years	NNS	year
.	SENT	.
So	RB	so
I	PP	I
got	VBD	get
a	DT	a
lot	NN	lot
of	IN	of
reader	NN	reader
feedback	NN	feedback
on	IN	on
that	WDT	that
one	CD	one
.	SENT	.
Meanwhile	RB	meanwhile
,	,	,
the	DT	the
other	JJ	other
characters	NNS	character
are	VBP	be
talking	VBG	talk
about	IN	about
shark	NN	shark
fin	NN	fin
soup	NN	soup
.	SENT	.
I	PP	I
do	VBP	do
three	CD	three
or	CC	or
four	CD	four
strips	NNS	strip
after	IN	after
that	IN	that
where	WRB	where
we	PP	we
explore	VBP	explore
the	DT	the
finning	VBG	fin
issue	NN	issue
and	CC	and
the	DT	the
shark	NN	shark
fin	NN	fin
soup	NN	soup
issue	NN	issue
.	SENT	.
Sherman	NP	Sherman
'	POS	'
s	NNS	<unknown>
up	RP	up
in	IN	in
shark	NN	shark
heaven	NN	heaven
.	SENT	.
This	DT	this
is	VBZ	be
what	WP	what
I	PP	I
love	VBP	love
about	IN	about
comic	JJ	comic
strips	NNS	strip
,	,	,
you	PP	you
know	VBP	know
.	SENT	.
You	PP	you
really	RB	really
don	VB	don
'	''	'
t	NN	t
have	VBP	have
to	TO	to
worry	VB	worry
about	IN	about
the	DT	the
audience	NN	audience
suspending	VBG	suspend
its	PP$	its
sense	NN	sense
of	IN	of
disbelief	NN	disbelief
because	IN	because
,	,	,
if	IN	if
you	PP	you
start	VBP	start
with	IN	with
a	DT	a
talking	VBG	talk
shark	NN	shark
,	,	,
readers	NNS	reader
pretty	RB	pretty
much	RB	much
check	VB	check
their	PP$	their
disbelief	NN	disbelief
at	IN	at
the	DT	the
door	NN	door
.	SENT	.
You	PP	you
can	MD	can
kind	RB	kind
of	IN	of
do	VB	do
anything	NN	anything
.	SENT	.
It	PP	it
becomes	VBZ	become
a	DT	a
near-death	NN	near-death
experience	NN	experience
for	IN	for
Sherman	NP	Sherman
.	SENT	.
Meanwhile	RB	meanwhile
,	,	,
Ernest	NP	Ernest
finds	VBZ	find
his	PP$	his
fins	NNS	fin
on	IN	on
the	DT	the
internet	NN	Internet
.	SENT	.
There	EX	there
was	VBD	be
a	DT	a
real	JJ	real
website	NN	website
based	VBN	base
in	IN	in
China	NP	China
that	WDT	that
actually	RB	actually
sold	VBD	sell
shark	NN	shark
fins	NNS	fin
,	,	,
so	RB	so
I	CD	@card@
kind	NN	kind
of	IN	of
exposed	VBN	expose
that	RB	that
.	SENT	.
And	CC	and
he	PP	he
clicks	VBZ	click
the	DT	the
"	``	"
buy	VB	buy
now	RB	now
"	''	"
button	NN	button
.	SENT	.
And	CC	and
voila	NN	voila
,	,	,
next-day	NN	next-day
air	NN	air
,	,	,
they	PP	they
show	VBP	show
up	RP	up
,	,	,
and	CC	and
they	PP	they
surgically	RB	surgically
reattach	VBP	reattach
them	PP	them
.	SENT	.
I	PP	I
ended	VBD	end
that	DT	that
series	NN	series
with	IN	with
a	DT	a
kind	NN	kind
of	IN	of
a	DT	a
mail-in	NN	mail-in
petition	NN	petition
that	WDT	that
encouraged	VBD	encourage
our	PP$	our
National	NP	National
Marine	NP	Marine
Fishery	NN	fishery
Service	NP	Service
,	,	,
to	TO	to
force	VB	force
other	JJ	other
countries	NNS	country
to	TO	to
have	VB	have
a	DT	a
stronger	JJR	strong
stance	NN	stance
with	IN	with
shark	NN	shark
management	NN	management
.	SENT	.
Thanks	NNS	thanks
.	SENT	.
I	NP	I
'	POS	'
d	NN	d
like	VBP	like
to	TO	to
end	VB	end
with	IN	with
a	DT	a
little	JJ	little
metaphor	NN	metaphor
here	RB	here
.	SENT	.
I	NP	I
'	POS	'
ve	RB	<unknown>
been	VBN	be
trying	VBG	try
to	TO	to
think	VB	think
of	IN	of
a	DT	a
metaphor	NN	metaphor
to	TO	to
represent	VB	represent
Mission	NP	Mission
Blue	NP	Blue
,	,	,
and	CC	and
this	DT	this
is	VBZ	be
what	WP	what
I	PP	I
came	VBD	come
up	RP	up
with	IN	with
.	SENT	.
Imagine	VB	imagine
you	PP	you
'	POS	'
re	NN	re
in	IN	in
an	DT	an
enormous	JJ	enormous
room	NN	room
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NN	S
as	IN	as
dark	NN	dark
as	IN	as
a	DT	a
cave	NN	cave
.	SENT	.
And	CC	and
you	PP	you
can	MD	can
have	VB	have
anything	NN	anything
in	IN	in
that	DT	that
room	NN	room
,	,	,
anything	NN	anything
you	PP	you
want	VBP	want
,	,	,
but	CC	but
you	PP	you
can	MD	can
'	''	'
t	NN	t
see	VBP	see
anything	NN	anything
.	SENT	.
You	PP	you
'	POS	'
ve	RB	<unknown>
been	VBN	be
given	VBN	give
one	CD	one
tool	NN	tool
,	,	,
a	DT	a
hammer	NN	hammer
.	SENT	.
So	RB	so
you	PP	you
wander	VBP	wander
around	RB	around
in	IN	in
the	DT	the
darkness	NN	darkness
,	,	,
and	CC	and
you	PP	you
bump	VBP	bump
into	IN	into
something	NN	something
,	,	,
and	CC	and
it	PP	it
feels	VBZ	feel
like	IN	like
it	PP	it
'	POS	'
s	NN	S
made	VBD	make
of	IN	of
stone	NN	stone
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
big	JJ	big
,	,	,
it	PP	it
'	POS	'
s	NN	S
heavy	NN	heavy
.	SENT	.
You	PP	you
can	MD	can
'	''	'
t	NN	t
carry	VB	carry
it	PP	it
away	RP	away
,	,	,
so	RB	so
you	PP	you
bang	VBP	bang
it	PP	it
with	IN	with
your	PP$	your
hammer	NN	hammer
,	,	,
and	CC	and
you	PP	you
break	VBP	break
off	RP	off
a	DT	a
piece	NN	piece
.	SENT	.
And	CC	and
you	PP	you
take	VBP	take
the	DT	the
piece	NN	piece
out	RP	out
into	IN	into
the	DT	the
daylight	NN	daylight
.	SENT	.
And	CC	and
you	PP	you
see	VBP	see
you	PP	you
have	VBP	have
a	DT	a
beautiful	JJ	beautiful
piece	NN	piece
of	IN	of
white	JJ	white
alabaster	NN	alabaster
.	SENT	.
So	RB	so
you	PP	you
say	VBP	say
to	TO	to
yourself	PP	yourself
,	,	,
"	``	"
Well	UH	well
,	,	,
that	WDT	that
'	POS	'
s	JJ	<unknown>
worth	JJ	worth
something	NN	something
.	SENT	.
"	``	"
So	RB	so
you	PP	you
go	VBP	go
back	RB	back
into	IN	into
the	DT	the
room	NN	room
,	,	,
and	CC	and
you	PP	you
break	VBP	break
this	DT	this
thing	NN	thing
to	TO	to
pieces	NNS	piece
,	,	,
and	CC	and
you	PP	you
haul	VBP	haul
it	PP	it
away	RP	away
.	SENT	.
And	CC	and
you	PP	you
find	VBP	find
other	JJ	other
things	NNS	thing
,	,	,
and	CC	and
you	PP	you
break	VBP	break
that	IN	that
up	RB	up
,	,	,
and	CC	and
you	PP	you
haul	VBP	haul
those	DT	those
away	RB	away
.	SENT	.
And	CC	and
you	PP	you
'	POS	'
re	NN	re
getting	VBG	get
all	DT	all
kinds	NNS	kind
of	IN	of
cool	JJ	cool
stuff	NN	stuff
.	SENT	.
And	CC	and
you	PP	you
hear	VBP	hear
other	JJ	other
people	NNS	people
doing	VBG	do
the	DT	the
same	JJ	same
thing	NN	thing
.	SENT	.
So	RB	so
you	PP	you
get	VBP	get
this	DT	this
sense	NN	sense
of	IN	of
urgency	NN	urgency
,	,	,
like	IN	like
you	PP	you
need	VBP	need
to	TO	to
find	VB	find
as	IN	as
much	JJ	much
stuff	NN	stuff
as	IN	as
possible	JJ	possible
as	IN	as
soon	RB	soon
as	RB	as
possible	JJ	possible
.	SENT	.
And	CC	and
then	RB	then
some	DT	some
yells	VBZ	yell
,	,	,
"	``	"
Stop	NP	Stop
!	SENT	!
"	``	"
And	CC	and
they	PP	they
turn	VBP	turn
up	RP	up
the	DT	the
lights	NNS	light
.	SENT	.
And	CC	and
you	PP	you
realize	VBP	realize
where	WRB	where
you	PP	you
are	VBP	be
;	:	;
you	PP	you
'	POS	'
re	NN	re
in	IN	in
the	DT	the
Louvre	NP	Louvre
.	SENT	.
And	CC	and
you	PP	you
'	POS	'
ve	RB	<unknown>
taken	VBN	take
all	PDT	all
this	DT	this
complexity	NN	complexity
and	CC	and
beauty	NN	beauty
,	,	,
and	CC	and
you	PP	you
'	POS	'
ve	NN	ve
turned	VBD	turn
it	PP	it
into	IN	into
a	DT	a
cheap	JJ	cheap
commodity	NN	commodity
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	VBG	<unknown>
what	WP	what
we	PP	we
'	POS	'
re	NN	re
doing	VBG	do
with	IN	with
the	DT	the
ocean	NN	ocean
.	SENT	.
And	CC	and
part	NN	part
of	IN	of
what	WP	what
Mission	NP	Mission
Blue	NP	Blue
is	VBZ	be
about	RB	about
is	VBZ	be
yelling	VBG	yell
,	,	,
"	''	"
Stop	NP	Stop
!	SENT	!
"	``	"
so	RB	so
that	IN	that
each	DT	each
of	IN	of
us	PP	us
—	:	-
explorer	NN	explorer
,	,	,
scientist	NN	scientist
,	,	,
cartoonist	NN	cartoonist
,	,	,
singer	NN	singer
,	,	,
chef	NN	chef
—	:	-
can	MD	can
turn	VB	turn
up	RP	up
the	DT	the
lights	NNS	light
in	IN	in
their	PP$	their
own	JJ	own
way	NN	way
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	VBG	<unknown>
what	WP	what
I	PP	I
hope	VBP	hope
my	PP$	my
comic	JJ	comic
strip	NN	strip
does	VBZ	do
in	IN	in
a	DT	a
small	JJ	small
way	NN	way
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
why	WRB	why
I	PP	I
like	VBP	like
what	WP	what
I	PP	I
do	VBP	do
.	SENT	.
Thanks	NNS	thanks
for	IN	for
listening	VBG	listen
.	SENT	.
