Today	NN	today
She	PP	she
said	VBD	say
,	,	,
"	``	"
I	PP	I
want	VBP	want
to	TO	to
bring	VB	bring
every	DT	every
good	JJ	good
thing	NN	thing
to	TO	to
this	DT	this
child	NN	child
before	IN	before
I	PP	I
have	VBP	have
another	DT	another
.	SENT	.
"	``	"
And	CC	and
I	PP	I
thought	VBD	think
—	:	-
that	DT	that
'	''	'
s	VBG	<unknown>
it	PP	it
.	SENT	.
That	IN	that
'	POS	'
s	NNS	<unknown>
universal	JJ	universal
.	SENT	.
We	PP	we
all	RB	all
want	VBP	want
to	TO	to
bring	VB	bring
every	DT	every
good	JJ	good
thing	NN	thing
to	TO	to
our	PP$	our
children	NNS	child
.	SENT	.
But	CC	but
what	WP	what
'	POS	'
s	NN	S
not	RB	not
universal	JJ	universal
is	VBZ	be
our	PP$	our
ability	NN	ability
to	TO	to
provide	VB	provide
every	DT	every
good	JJ	good
thing	NN	thing
.	SENT	.
So	IN	so
many	JJ	many
women	NNS	woman
suffer	VBP	suffer
from	IN	from
domestic	JJ	domestic
violence	NN	violence
.	SENT	.
And	CC	and
they	PP	they
can	MD	can
'	''	'
t	NN	t
even	RB	even
broach	VB	broach
the	DT	the
subject	NN	subject
of	IN	of
contraception	NN	contraception
,	,	,
even	RB	even
inside	IN	inside
their	PP$	their
own	JJ	own
marriage	NN	marriage
.	SENT	.
There	EX	there
are	VBP	be
many	JJ	many
women	NNS	woman
who	WP	who
lack	VBP	lack
basic	JJ	basic
education	NN	education
.	SENT	.
Even	RB	even
many	JJ	many
of	IN	of
the	DT	the
women	NNS	woman
who	WP	who
do	VBP	do
have	VB	have
knowledge	NN	knowledge
and	CC	and
do	VBP	do
have	VB	have
power	NN	power
don	NN	don
'	''	'
t	NN	t
have	VBP	have
access	NN	access
to	TO	to
contraceptives	NNS	contraceptive
.	SENT	.
For	IN	for
250	CD	@card@
years	NNS	year
,	,	,
parents	NNS	parent
around	IN	around
the	DT	the
world	NN	world
have	VBP	have
been	VBN	be
deciding	VBG	decide
to	TO	to
have	VB	have
smaller	JJR	small
families	NNS	family
.	SENT	.
This	DT	this
trend	NN	trend
has	VBZ	have
been	VBN	be
steady	JJ	steady
for	IN	for
a	DT	a
quarter	NN	quarter
of	IN	of
a	DT	a
millennium	NN	millennium
,	,	,
across	IN	across
cultures	NNS	culture
and	CC	and
across	IN	across
geographies	NNS	geography
,	,	,
with	IN	with
the	DT	the
glaring	JJ	glaring
exception	NN	exception
of	IN	of
sub-Saharan	JJ	sub-Saharan
Africa	NP	Africa
and	CC	and
South	NP	South
Asia	NP	Asia
.	SENT	.
The	DT	the
French	NP	French
started	VBD	start
bringing	VBG	bring
down	RP	down
their	PP$	their
family	NN	family
size	NN	size
in	IN	in
the	DT	the
mid-1700s	NN	<unknown>
.	SENT	.
And	CC	and
over	IN	over
the	DT	the
next	JJ	next
150	CD	@card@
years	NNS	year
,	,	,
this	DT	this
trend	NN	trend
spread	VBD	spread
all	RB	all
across	IN	across
Europe	NP	Europe
.	SENT	.
The	DT	the
surprising	JJ	surprising
thing	NN	thing
to	TO	to
me	PP	me
,	,	,
as	IN	as
I	PP	I
learned	VBD	learn
this	DT	this
history	NN	history
,	,	,
was	VBD	be
that	IN	that
it	PP	it
spread	VBD	spread
not	RB	not
along	IN	along
socioeconomic	JJ	socioeconomic
lines	NNS	line
but	CC	but
around	IN	around
cultural	JJ	cultural
lines	NNS	line
.	SENT	.
People	NNS	people
who	WP	who
spoke	VBD	speak
the	DT	the
same	JJ	same
language	NN	language
made	VBD	make
that	DT	that
change	NN	change
as	IN	as
a	DT	a
group	NN	group
.	SENT	.
They	PP	they
made	VBD	make
the	DT	the
same	JJ	same
choice	NN	choice
for	IN	for
their	PP$	their
family	NN	family
,	,	,
whether	IN	whether
they	PP	they
were	VBD	be
rich	JJ	rich
or	CC	or
whether	IN	whether
they	PP	they
were	VBD	be
poor	JJ	poor
.	SENT	.
The	DT	the
reason	NN	reason
that	IN	that
trend	NN	trend
toward	IN	toward
smaller	JJR	small
families	NNS	family
spread	NN	spread
was	VBD	be
that	IN	that
this	DT	this
whole	JJ	whole
way	NN	way
was	VBD	be
driven	VBN	drive
by	IN	by
an	DT	an
idea	NN	idea
—	:	-
the	DT	the
idea	NN	idea
that	IN	that
couples	NNS	couple
can	MD	can
exercise	VB	exercise
conscious	JJ	conscious
control	NN	control
over	IN	over
how	WRB	how
many	JJ	many
children	NNS	child
they	PP	they
have	VBP	have
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
very	RB	very
powerful	JJ	powerful
idea	NN	idea
.	SENT	.
It	PP	it
means	VBZ	mean
that	IN	that
parents	NNS	parent
have	VBP	have
the	DT	the
ability	NN	ability
to	TO	to
affect	VB	affect
the	DT	the
future	NN	future
,	,	,
not	RB	not
just	RB	just
accept	VB	accept
it	PP	it
as	IN	as
it	PP	it
is	VBZ	be
.	SENT	.
In	IN	in
France	NP	France
,	,	,
the	DT	the
average	JJ	average
family	NN	family
size	NN	size
went	VBD	go
down	RP	down
every	DT	every
decade	NN	decade
for	IN	for
150	CD	@card@
years	NNS	year
in	IN	in
a	DT	a
row	NN	row
until	IN	until
it	PP	it
stabilized	VBD	stabilize
.	SENT	.
It	PP	it
took	VBD	take
so	RB	so
long	RB	long
back	RB	back
then	RB	then
because	IN	because
the	DT	the
contraceptives	NNS	contraceptive
weren	NN	<unknown>
'	POS	'
t	NN	t
that	IN	that
good	JJ	good
.	SENT	.
In	IN	in
Germany	NP	Germany
,	,	,
this	DT	this
transition	NN	transition
started	VBD	start
in	IN	in
the	DT	the
1880s	JJ	<unknown>
,	,	,
and	CC	and
it	PP	it
took	VBD	take
just	RB	just
50	CD	@card@
years	NNS	year
for	IN	for
family	NN	family
size	NN	size
to	TO	to
stabilize	VB	stabilize
in	IN	in
this	DT	this
country	NN	country
.	SENT	.
And	CC	and
in	IN	in
Asia	NP	Asia
and	CC	and
Latin	NP	Latin
America	NP	America
,	,	,
the	DT	the
transition	NN	transition
started	VBD	start
in	IN	in
the	DT	the
1960s	NNS	1960s
,	,	,
and	CC	and
it	PP	it
happened	VBD	happen
much	RB	much
faster	RBR	faster
because	IN	because
of	IN	of
modern	JJ	modern
contraception	NN	contraception
.	SENT	.
I	PP	I
think	VBP	think
,	,	,
as	IN	as
we	PP	we
go	VBP	go
through	IN	through
this	DT	this
history	NN	history
,	,	,
it	PP	it
'	POS	'
s	NN	S
important	JJ	important
to	TO	to
pause	VB	pause
for	IN	for
a	DT	a
moment	NN	moment
and	CC	and
to	TO	to
remember	VB	remember
why	WRB	why
this	DT	this
has	VBZ	have
become	VBN	become
such	PDT	such
a	DT	a
contentious	JJ	contentious
issue	NN	issue
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
because	IN	because
some	DT	some
family	NN	family
planning	NN	planning
programs	NNS	program
resorted	VBN	resort
to	TO	to
unfortunate	JJ	unfortunate
incentives	NNS	incentive
and	CC	and
coercive	JJ	coercive
policies	NNS	policy
.	SENT	.
For	IN	for
instance	NN	instance
,	,	,
in	IN	in
the	DT	the
1960s	NNS	1960s
,	,	,
India	NP	India
adopted	VBD	adopt
very	RB	very
specific	JJ	specific
numeric	JJ	numeric
targets	NNS	target
and	CC	and
they	PP	they
paid	VBD	pay
women	NNS	woman
to	TO	to
accept	VB	accept
having	VBG	have
an	DT	an
IUD	NP	IUD
placed	VBD	place
in	IN	in
their	PP$	their
bodies	NNS	body
.	SENT	.
Now	RB	now
,	,	,
Indian	JJ	Indian
women	NNS	woman
were	VBD	be
really	RB	really
smart	JJ	smart
in	IN	in
this	DT	this
situation	NN	situation
.	SENT	.
When	WRB	when
they	PP	they
went	VBD	go
to	TO	to
get	VB	get
an	DT	an
IUD	NP	IUD
inserted	VBD	insert
,	,	,
they	PP	they
got	VBD	get
paid	VBN	pay
six	CD	six
rupees	NNS	rupee
.	SENT	.
And	CC	and
so	IN	so
what	WP	what
did	VBD	do
they	PP	they
do	VBP	do
?	SENT	?
They	PP	they
waited	VBD	wait
a	DT	a
few	JJ	few
hours	NNS	hour
or	CC	or
a	DT	a
few	JJ	few
days	NNS	day
,	,	,
and	CC	and
they	PP	they
went	VBD	go
to	TO	to
another	DT	another
service	NN	service
provider	NN	provider
and	CC	and
had	VBD	have
the	DT	the
IUD	NP	IUD
removed	VBD	remove
for	IN	for
one	CD	one
rupee	NN	rupee
.	SENT	.
For	IN	for
decades	NNS	decade
in	IN	in
the	DT	the
United	NP	United
States	NPS	States
,	,	,
African-American	NP	African-American
women	NNS	woman
were	VBD	be
sterilized	VBN	sterilize
without	IN	without
their	PP$	their
consent	NN	consent
.	SENT	.
The	DT	the
procedure	NN	procedure
was	VBD	be
so	RB	so
common	JJ	common
it	PP	it
became	VBD	become
known	VBN	know
as	IN	as
the	DT	the
Mississippi	NP	Mississippi
appendectomy	NN	appendectomy
—	:	-
a	DT	a
tragic	JJ	tragic
chapter	NN	chapter
in	IN	in
my	PP$	my
country	NN	country
'	POS	'
s	NN	S
history	NN	history
.	SENT	.
And	CC	and
as	RB	as
recently	RB	recently
as	IN	as
the	DT	the
1990s	NNS	1990s
,	,	,
in	IN	in
Peru	NP	Peru
,	,	,
women	NNS	woman
from	IN	from
the	DT	the
Andes	NP	Andes
region	NN	region
were	VBD	be
given	VBN	give
anesthesia	NN	anesthesia
and	CC	and
they	PP	they
were	VBD	be
sterilized	VBN	sterilize
without	IN	without
their	PP$	their
knowledge	NN	knowledge
.	SENT	.
The	DT	the
most	RBS	most
startling	JJ	startling
thing	NN	thing
about	IN	about
this	DT	this
is	VBZ	be
that	IN	that
these	DT	these
coercive	JJ	coercive
policies	NNS	policy
weren	NNS	<unknown>
'	POS	'
t	NN	t
even	RB	even
needed	VBN	need
.	SENT	.
They	PP	they
were	VBD	be
carried	VBN	carry
out	RP	out
in	IN	in
places	NNS	place
where	WRB	where
parents	NNS	parent
already	RB	already
wanted	VBD	want
to	TO	to
lower	VB	lower
their	PP$	their
family	NN	family
size	NN	size
.	SENT	.
Because	IN	because
in	IN	in
region	NN	region
after	IN	after
region	NN	region
,	,	,
again	RB	again
and	CC	and
again	RB	again
,	,	,
parents	NNS	parent
have	VBP	have
wanted	VBN	want
to	TO	to
have	VB	have
smaller	JJR	small
families	NNS	family
.	SENT	.
There	EX	there
'	''	'
s	VBG	<unknown>
no	DT	no
reason	NN	reason
to	TO	to
believe	VB	believe
that	IN	that
African	JJ	African
women	NNS	woman
have	VBP	have
innately	RB	innately
different	JJ	different
desires	NNS	desire
.	SENT	.
Given	VBN	give
the	DT	the
option	NN	option
,	,	,
they	PP	they
will	MD	will
have	VB	have
fewer	JJR	few
children	NNS	child
.	SENT	.
The	DT	the
question	NN	question
is	VBZ	be
:	:	:
will	MD	will
we	PP	we
invest	VB	invest
in	IN	in
helping	VBG	help
all	DT	all
women	NNS	woman
get	VBP	get
what	WP	what
they	PP	they
want	VBP	want
now	RB	now
?	SENT	?
Or	CC	or
,	,	,
are	VBP	be
we	PP	we
going	VBG	go
to	TO	to
condemn	VB	condemn
them	PP	them
to	TO	to
some	DT	some
century-long	JJ	century-long
struggle	NN	struggle
,	,	,
as	RB	as
if	IN	if
this	DT	this
was	VBD	be
still	RB	still
revolutionary	JJ	revolutionary
France	NP	France
and	CC	and
the	DT	the
best	JJS	good
method	NN	method
was	VBD	be
coitus	NN	coitus
interruptus	NN	<unknown>
?	SENT	?
Empowering	VBG	empower
parents	NNS	parent
—	:	-
it	PP	it
doesn	NNS	<unknown>
'	POS	'
t	NN	t
need	NN	need
justification	NN	justification
.	SENT	.
But	CC	but
here	RB	here
'	''	'
s	VBG	<unknown>
the	DT	the
thing	NN	thing
—	:	-
our	PP$	our
desire	NN	desire
to	TO	to
bring	VB	bring
every	DT	every
good	JJ	good
thing	NN	thing
to	TO	to
our	PP$	our
children	NNS	child
is	VBZ	be
a	DT	a
force	NN	force
for	IN	for
good	JJ	good
throughout	IN	throughout
the	DT	the
world	NN	world
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
what	WP	what
propels	VBZ	propel
societies	NNS	society
forward	RB	forward
.	SENT	.
In	IN	in
that	DT	that
same	JJ	same
slum	NN	slum
in	IN	in
Nairobi	NP	Nairobi
,	,	,
I	PP	I
met	VBD	meet
a	DT	a
young	JJ	young
businesswoman	NN	businesswoman
,	,	,
and	CC	and
she	PP	she
was	VBD	be
making	VBG	make
backpacks	NNS	backpack
out	RP	out
of	IN	of
her	PP$	her
home	NN	home
.	SENT	.
She	PP	she
and	CC	and
her	PP$	her
young	JJ	young
kids	NNS	kid
would	MD	would
go	VB	go
to	TO	to
the	DT	the
local	JJ	local
jeans	NNS	jean
factory	NN	factory
and	CC	and
collect	VB	collect
scraps	NNS	scrap
of	IN	of
denim	NN	denim
.	SENT	.
She	NN	she
'	POS	'
d	NN	d
create	VB	create
these	DT	these
backpacks	NNS	backpack
and	CC	and
resell	VB	resell
them	PP	them
.	SENT	.
And	CC	and
when	WRB	when
I	PP	I
talked	VBD	talk
with	IN	with
her	PP	her
,	,	,
she	PP	she
had	VBD	have
three	CD	three
children	NNS	child
,	,	,
and	CC	and
I	PP	I
asked	VBD	ask
her	PP	her
about	IN	about
her	PP$	her
family	NN	family
.	SENT	.
And	CC	and
she	PP	she
said	VBD	say
she	PP	she
and	CC	and
her	PP$	her
husband	NN	husband
decided	VBD	decide
that	IN	that
they	PP	they
wanted	VBD	want
to	TO	to
stop	VB	stop
having	VBG	have
children	NNS	child
after	IN	after
their	PP$	their
third	JJ	third
one	CD	one
.	SENT	.
And	CC	and
so	RB	so
when	WRB	when
I	PP	I
asked	VBD	ask
her	PP	her
why	WRB	why
,	,	,
she	PP	she
simply	RB	simply
said	VBD	say
,	,	,
"	``	"
Well	UH	well
,	,	,
because	IN	because
I	PP	I
couldn	NN	<unknown>
'	POS	'
t	NN	t
run	VB	run
my	PP$	my
business	NN	business
if	IN	if
I	PP	I
had	VBD	have
another	DT	another
child	NN	child
.	SENT	.
"	``	"
And	CC	and
she	PP	she
explained	VBD	explain
the	DT	the
income	NN	income
that	IN	that
she	PP	she
was	VBD	be
getting	VBG	get
out	RP	out
of	IN	of
her	PP$	her
business	NN	business
afforded	VBD	afford
her	PP	her
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
give	VB	give
an	DT	an
education	NN	education
to	TO	to
all	DT	all
three	CD	three
of	IN	of
her	PP$	her
children	NNS	child
.	SENT	.
She	PP	she
was	VBD	be
incredibly	RB	incredibly
optimistic	JJ	optimistic
about	IN	about
her	PP$	her
family	NN	family
'	POS	'
s	NN	S
future	NN	future
.	SENT	.
This	DT	this
is	VBZ	be
the	DT	the
same	JJ	same
mental	JJ	mental
calculus	NN	calculus
that	IN	that
hundreds	NNS	hundred
of	IN	of
millions	NNS	million
of	IN	of
men	NNS	man
and	CC	and
women	NNS	woman
have	VBP	have
gone	VBN	go
through	RP	through
.	SENT	.
And	CC	and
evidence	NN	evidence
proves	VBZ	prove
that	IN	that
they	PP	they
have	VBP	have
it	PP	it
exactly	RB	exactly
right	RB	right
.	SENT	.
They	PP	they
are	VBP	be
able	JJ	able
to	TO	to
give	VB	give
their	PP$	their
children	NNS	child
more	JJR	more
opportunities	NNS	opportunity
by	IN	by
exercising	VBG	exercise
control	NN	control
over	IN	over
when	WRB	when
they	PP	they
have	VB	have
them	PP	them
.	SENT	.
In	IN	in
Bangladesh	NP	Bangladesh
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
district	NN	district
called	VBN	call
Matlab	NP	<unknown>
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
where	WRB	where
researchers	NNS	researcher
have	VBP	have
collected	VBN	collect
data	NNS	datum
on	IN	on
over	IN	over
180	CD	@card@
,	,	,
000	CD	@card@
inhabitants	NNS	inhabitant
since	IN	since
1963	CD	@card@
.	SENT	.
In	IN	in
the	DT	the
global	JJ	global
health	NN	health
community	NN	community
,	,	,
we	PP	we
like	VBP	like
to	TO	to
say	VB	say
it	PP	it
'	POS	'
s	NN	S
one	CD	one
of	IN	of
the	DT	the
longest	JJS	long
pieces	NNS	piece
of	IN	of
research	NN	research
that	RB	that
'	POS	'
s	RB	<unknown>
been	VBN	be
running	VBG	run
.	SENT	.
We	PP	we
have	VBP	have
so	RB	so
many	JJ	many
great	JJ	great
health	NN	health
statistics	NNS	statistic
.	SENT	.
In	IN	in
one	CD	one
of	IN	of
the	DT	the
studies	NNS	study
,	,	,
what	WP	what
did	VBD	do
they	PP	they
do	VBP	do
?	SENT	?
Half	PDT	half
the	DT	the
villagers	NNS	villager
were	VBD	be
chosen	VBN	choose
to	TO	to
get	VB	get
contraceptives	NNS	contraceptive
.	SENT	.
They	PP	they
got	VBD	get
education	NN	education
and	CC	and
access	NN	access
to	TO	to
contraception	NN	contraception
.	SENT	.
Twenty	CD	twenty
years	NNS	year
later	RBR	later
,	,	,
following	VBG	follow
those	DT	those
villages	NNS	village
,	,	,
what	WP	what
we	PP	we
learned	VBN	learn
is	VBZ	be
that	IN	that
they	PP	they
had	VBD	have
a	DT	a
better	JJR	good
quality	NN	quality
of	IN	of
life	NN	life
than	IN	than
their	PP$	their
neighbors	NNS	neighbor
.	SENT	.
The	DT	the
families	NNS	family
were	VBD	be
healthier	JJR	healthy
.	SENT	.
The	DT	the
women	NNS	woman
were	VBD	be
less	RBR	less
likely	JJ	likely
to	TO	to
die	VB	die
in	IN	in
childbirth	NN	childbirth
.	SENT	.
Their	PP$	their
children	NNS	child
were	VBD	be
less	RBR	less
likely	JJ	likely
to	TO	to
die	VB	die
in	IN	in
the	DT	the
first	JJ	first
thirty	CD	thirty
days	NNS	day
of	IN	of
life	NN	life
.	SENT	.
The	DT	the
children	NNS	child
were	VBD	be
better	RBR	well
nourished	VBN	nourish
.	SENT	.
The	DT	the
families	NNS	family
were	VBD	be
also	RB	also
wealthier	JJR	wealthy
.	SENT	.
The	DT	the
adult	JJ	adult
women	NNS	woman
'	POS	'
s	NN	S
wages	NNS	wage
were	VBD	be
higher	JJR	high
.	SENT	.
Households	NNS	household
had	VBD	have
more	JJR	more
assets	NNS	asset
—	:	-
things	NNS	thing
like	IN	like
livestock	NN	livestock
or	CC	or
land	NN	land
or	CC	or
savings	NNS	saving
.	SENT	.
Finally	RB	finally
,	,	,
their	PP$	their
sons	NNS	son
and	CC	and
daughters	NNS	daughter
had	VBD	have
more	JJR	more
schooling	NN	schooling
.	SENT	.
So	RB	so
when	WRB	when
you	PP	you
multiply	VBP	multiply
these	DT	these
types	NNS	type
of	IN	of
effects	NNS	effect
over	IN	over
millions	NNS	million
of	IN	of
families	NNS	family
,	,	,
the	DT	the
product	NN	product
can	MD	can
be	VB	be
large-scale	JJ	large-scale
economic	JJ	economic
development	NN	development
.	SENT	.
People	NNS	people
talk	VBP	talk
about	IN	about
the	DT	the
Asian	JJ	Asian
economic	JJ	economic
miracle	NN	miracle
of	IN	of
the	DT	the
1980s	NNS	1980s
—	:	-
but	CC	but
it	PP	it
wasn	NP	<unknown>
'	POS	'
t	NN	t
really	RB	really
a	DT	a
miracle	NN	miracle
.	SENT	.
One	CD	one
of	IN	of
the	DT	the
leading	VBG	lead
causes	NNS	cause
of	IN	of
economic	JJ	economic
growth	NN	growth
across	IN	across
that	DT	that
region	NN	region
was	VBD	be
this	DT	this
cultural	JJ	cultural
trend	NN	trend
towards	IN	towards
smaller	JJR	small
families	NNS	family
.	SENT	.
Sweeping	JJ	sweeping
changes	NNS	change
start	VBP	start
at	IN	at
the	DT	the
individual	JJ	individual
family	NN	family
level	NN	level
—	:	-
the	DT	the
family	NN	family
making	VBG	make
a	DT	a
decision	NN	decision
about	IN	about
what	WP	what
'	POS	'
s	JJ	<unknown>
best	JJS	good
for	IN	for
their	PP$	their
children	NNS	child
.	SENT	.
When	WRB	when
they	PP	they
make	VBP	make
that	IN	that
change	NN	change
and	CC	and
that	DT	that
decision	NN	decision
,	,	,
those	DT	those
become	VBN	become
sweeping	JJ	sweeping
regional	JJ	regional
and	CC	and
national	JJ	national
trends	NNS	trend
.	SENT	.
When	WRB	when
families	NNS	family
in	IN	in
sub-Saharan	JJ	sub-Saharan
Africa	NP	Africa
are	VBP	be
given	VBN	give
the	DT	the
opportunity	NN	opportunity
to	TO	to
make	VB	make
those	DT	those
decisions	NNS	decision
for	IN	for
themselves	PP	themselves
,	,	,
I	PP	I
think	VBP	think
it	PP	it
will	MD	will
help	VB	help
spark	VB	spark
a	DT	a
virtuous	JJ	virtuous
cycle	NN	cycle
of	IN	of
development	NN	development
in	IN	in
communities	NNS	community
across	IN	across
the	DT	the
continent	NN	continent
.	SENT	.
We	PP	we
can	MD	can
help	VB	help
poor	JJ	poor
families	NNS	family
build	VBP	build
a	DT	a
better	RBR	well
future	JJ	future
.	SENT	.
We	PP	we
can	MD	can
insist	VB	insist
that	IN	that
all	DT	all
people	NNS	people
have	VBP	have
the	DT	the
opportunity	NN	opportunity
to	TO	to
learn	VB	learn
about	IN	about
contraceptives	NNS	contraceptive
and	CC	and
have	VBP	have
access	NN	access
to	TO	to
the	DT	the
full	JJ	full
variety	NN	variety
of	IN	of
methods	NNS	method
.	SENT	.
I	PP	I
think	VBP	think
the	DT	the
goal	NN	goal
here	RB	here
is	VBZ	be
really	RB	really
clear	JJ	clear
:	:	:
universal	JJ	universal
access	NN	access
to	TO	to
birth	VB	birth
control	NN	control
that	IN	that
women	NNS	woman
want	VBP	want
.	SENT	.
And	CC	and
for	IN	for
that	WDT	that
to	TO	to
happen	VB	happen
,	,	,
it	PP	it
means	VBZ	mean
that	IN	that
both	DT	both
rich	JJ	rich
and	CC	and
poor	JJ	poor
governments	NNS	government
alike	RB	alike
must	MD	must
make	VB	make
contraception	NN	contraception
a	DT	a
total	JJ	total
priority	NN	priority
.	SENT	.
We	PP	we
can	MD	can
do	VB	do
our	PP$	our
part	NN	part
,	,	,
in	IN	in
this	DT	this
room	NN	room
and	CC	and
globally	RB	globally
,	,	,
by	IN	by
talking	VBG	talk
about	IN	about
the	DT	the
hundreds	NNS	hundred
of	IN	of
millions	NNS	million
of	IN	of
families	NNS	family
that	DT	that
don	NN	don
'	POS	'
t	NN	t
have	VBP	have
access	NN	access
to	TO	to
contraception	NN	contraception
today	NN	today
and	CC	and
what	WP	what
it	PP	it
would	MD	would
do	VB	do
to	TO	to
change	VB	change
their	PP$	their
lives	NNS	life
if	IN	if
they	PP	they
did	VBD	do
have	VB	have
access	NN	access
.	SENT	.
I	PP	I
think	VBP	think
if	IN	if
Marianne	NP	Marianne
and	CC	and
the	DT	the
members	NNS	member
of	IN	of
her	PP$	her
women	NNS	woman
'	POS	'
s	NN	S
group	NN	group
can	MD	can
talk	VB	talk
about	IN	about
this	DT	this
openly	RB	openly
and	CC	and
have	VB	have
this	DT	this
discussion	NN	discussion
out	RP	out
amongst	IN	amongst
themselves	PP	themselves
and	CC	and
in	IN	in
public	NN	public
,	,	,
we	PP	we
can	MD	can
,	,	,
too	RB	too
.	SENT	.
And	CC	and
we	PP	we
need	VBP	need
to	TO	to
start	VB	start
now	RB	now
.	SENT	.
Because	IN	because
like	IN	like
Marianne	NP	Marianne
,	,	,
we	PP	we
all	RB	all
want	VBP	want
to	TO	to
bring	VB	bring
every	DT	every
good	JJ	good
thing	NN	thing
to	TO	to
our	PP$	our
children	NNS	child
.	SENT	.
And	CC	and
where	WRB	where
is	VBZ	be
the	DT	the
controversy	NN	controversy
in	IN	in
that	DT	that
?	SENT	?
Thank	VB	thank
you	PP	you
.	SENT	.
Chris	NP	Chris
Anderson	NP	Anderson
:	:	:
Thank	VB	thank
you	PP	you
.	SENT	.
I	PP	I
have	VBP	have
some	DT	some
questions	NNS	question
for	IN	for
Melinda	NP	Melinda
.	SENT	.
Thank	VB	thank
you	PP	you
for	IN	for
your	PP$	your
courage	NN	courage
and	CC	and
everything	NN	everything
else	RB	else
.	SENT	.
So	RB	so
,	,	,
Melinda	NP	Melinda
,	,	,
in	IN	in
the	DT	the
last	JJ	last
few	JJ	few
years	NNS	year
I	PP	I
'	POS	'
ve	NN	ve
heard	VBD	hear
a	DT	a
lot	NN	lot
of	IN	of
smart	JJ	smart
people	NNS	people
say	VBP	say
something	NN	something
to	TO	to
the	DT	the
effect	NN	effect
of	IN	of
,	,	,
"	``	"
We	PP	we
don	VBP	don
'	''	'
t	NN	t
need	VBP	need
to	TO	to
worry	VB	worry
about	IN	about
the	DT	the
population	NN	population
issue	NN	issue
anymore	RB	anymore
.	SENT	.
Family	NN	family
sizes	NNS	size
are	VBP	be
coming	VBG	come
down	RP	down
naturally	RB	naturally
all	RB	all
over	IN	over
the	DT	the
world	NN	world
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
peak	VB	peak
at	IN	at
nine	CD	nine
or	CC	or
10	CD	@card@
billion	NNS	billion
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	NN	S
it	PP	it
.	SENT	.
"	``	"
Are	VBP	be
they	PP	they
wrong	JJ	wrong
?	SENT	?
Melinda	NP	Melinda
Gates	NP	Gates
:	:	:
If	IN	if
you	PP	you
look	VBP	look
at	IN	at
the	DT	the
statistics	NNS	statistic
across	IN	across
Africa	NP	Africa
,	,	,
they	PP	they
are	VBP	be
wrong	JJ	wrong
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
we	PP	we
need	VBP	need
to	TO	to
look	VB	look
at	IN	at
it	PP	it
,	,	,
though	RB	though
,	,	,
from	IN	from
a	DT	a
different	JJ	different
lens	NN	lens
.	SENT	.
We	PP	we
need	VBP	need
to	TO	to
look	VB	look
at	IN	at
it	PP	it
from	IN	from
the	DT	the
ground	NN	ground
upwards	RB	upwards
.	SENT	.
I	PP	I
think	VBP	think
that	IN	that
'	POS	'
s	NN	S
one	CD	one
of	IN	of
the	DT	the
reasons	NNS	reason
we	PP	we
got	VBD	get
ourselves	PP	ourselves
in	IN	in
so	RB	so
much	JJ	much
trouble	NN	trouble
on	IN	on
this	DT	this
issue	NN	issue
of	IN	of
contraception	NN	contraception
.	SENT	.
We	PP	we
looked	VBD	look
at	IN	at
it	PP	it
from	IN	from
top	NN	top
down	RB	down
and	CC	and
said	VBD	say
we	PP	we
want	VBP	want
to	TO	to
have	VB	have
different	JJ	different
population	NN	population
numbers	NNS	number
over	IN	over
time	NN	time
.	SENT	.
Yes	UH	yes
,	,	,
we	PP	we
care	VBP	care
about	IN	about
the	DT	the
planet	NN	planet
.	SENT	.
Yes	UH	yes
,	,	,
we	PP	we
need	VBP	need
to	TO	to
make	VB	make
the	DT	the
right	JJ	right
choices	NNS	choice
.	SENT	.
But	CC	but
the	DT	the
choices	NNS	choice
have	VBP	have
to	TO	to
be	VB	be
made	VBN	make
at	IN	at
the	DT	the
family	NN	family
level	NN	level
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
only	RB	only
by	IN	by
giving	VBG	give
people	NNS	people
access	NN	access
and	CC	and
letting	VBG	let
them	PP	them
choose	VBP	choose
what	WP	what
to	TO	to
do	VB	do
that	IN	that
you	PP	you
get	VBP	get
those	DT	those
sweeping	JJ	sweeping
changes	NNS	change
that	IN	that
we	PP	we
have	VBP	have
seen	VBN	see
globally	RB	globally
—	:	-
except	IN	except
for	IN	for
sub-Saharan	JJ	sub-Saharan
Africa	NP	Africa
and	CC	and
those	DT	those
places	NNS	place
in	IN	in
South	NP	South
Asia	NP	Asia
and	CC	and
Afghanistan	NP	Afghanistan
.	SENT	.
CA	MD	ca
:	:	:
Some	DT	some
people	NNS	people
on	IN	on
the	DT	the
right	NN	right
in	IN	in
America	NP	America
and	CC	and
in	IN	in
many	JJ	many
conservative	JJ	conservative
cultures	NNS	culture
around	IN	around
the	DT	the
world	NN	world
might	MD	might
say	VB	say
