My	PP$	my
of	IN	of
my	PP$	my
studies	NNS	study
,	,	,
my	PP$	my
chimpanzees	NNS	chimpanzee
would	MD	would
sometimes	RB	sometimes
refuse	VB	refuse
a	DT	a
grape	NN	grape
if	IN	if
another	DT	another
chimpanzee	NN	chimpanzee
in	IN	in
their	PP$	their
group	NN	group
got	VBD	get
a	DT	a
cucumber	NN	cucumber
,	,	,
which	WDT	which
is	VBZ	be
pretty	RB	pretty
impressive	JJ	impressive
,	,	,
given	VBN	give
how	WRB	how
much	JJ	much
my	PP$	my
chimpanzees	NNS	chimpanzee
like	IN	like
grapes	NNS	grape
.	SENT	.
However	RB	however
,	,	,
they	PP	they
were	VBD	be
still	RB	still
more	RBR	more
upset	JJ	upset
when	WRB	when
they	PP	they
got	VBD	get
less	JJR	less
than	IN	than
another	DT	another
chimp	NN	chimp
as	RB	as
compared	VBN	compare
to	TO	to
when	WRB	when
they	PP	they
got	VBD	get
more	JJR	more
.	SENT	.
You	PP	you
may	MD	may
not	RB	not
think	VB	think
it	PP	it
'	POS	'
s	NN	S
fair	NN	fair
when	WRB	when
you	PP	you
have	VBP	have
more	JJR	more
than	IN	than
your	PP$	your
neighbor	NN	neighbor
,	,	,
but	CC	but
you	PP	you
really	RB	really
don	VBP	don
'	POS	'
t	NN	t
think	VBP	think
it	PP	it
'	''	'
s	NNS	<unknown>
fair	JJ	fair
when	WRB	when
your	PP$	your
neighbor	NN	neighbor
has	VBZ	have
more	JJR	more
than	IN	than
you	PP	you
.	SENT	.
Here	RB	here
'	''	'
s	VBG	<unknown>
an	DT	an
important	JJ	important
question	NN	question
,	,	,
though	RB	though
.	SENT	.
Why	WRB	why
do	VBP	do
we	PP	we
care	VBP	care
about	IN	about
inequality	NN	inequality
or	CC	or
unfairness	NN	unfairness
when	WRB	when
we	PP	we
are	VBP	be
the	DT	the
ones	NNS	one
who	WP	who
are	VBP	be
unfairly	RB	unfairly
benefiting	VBG	benefit
?	SENT	?
If	IN	if
evolution	NN	evolution
is	VBZ	be
about	RB	about
survival	NN	survival
of	IN	of
the	DT	the
fittest	JJS	fit
,	,	,
wouldn	NP	<unknown>
'	POS	'
t	NN	t
it	PP	it
make	VBP	make
sense	NN	sense
to	TO	to
grab	VB	grab
any	DT	any
advantage	NN	advantage
you	PP	you
can	MD	can
get	VB	get
?	SENT	?
Here	RB	here
'	''	'
s	VBG	<unknown>
the	DT	the
thing	NN	thing
though	RB	though
.	SENT	.
I	PP	I
do	VBP	do
better	JJR	good
if	IN	if
I	PP	I
get	VBP	get
more	JJR	more
than	IN	than
you	PP	you
,	,	,
sure	RB	sure
.	SENT	.
But	CC	but
best	JJS	good
of	IN	of
all	DT	all
is	VBZ	be
if	IN	if
you	PP	you
and	CC	and
I	PP	I
can	MD	can
work	VB	work
together	RB	together
and	CC	and
get	VB	get
more	RBR	more
than	IN	than
either	RB	either
one	CD	one
of	IN	of
us	PP	us
could	MD	could
have	VB	have
gotten	VBN	get
on	IN	on
our	PP$	our
own	JJ	own
.	SENT	.
But	CC	but
why	WRB	why
would	MD	would
you	PP	you
work	VB	work
with	IN	with
me	PP	me
if	IN	if
you	PP	you
don	NN	don
'	POS	'
t	NN	t
think	VBP	think
I	PP	I
'	''	'
m	NN	m
going	VBG	go
to	TO	to
play	VB	play
fair	JJ	fair
?	SENT	?
But	CC	but
if	IN	if
you	PP	you
think	VBP	think
I	PP	I
'	''	'
m	NN	m
going	VBG	go
to	TO	to
notice	VB	notice
when	WRB	when
I	PP	I
'	POS	'
ve	NN	ve
got	VBD	get
more	JJR	more
than	IN	than
you	PP	you
and	CC	and
do	VBP	do
something	NN	something
about	IN	about
it	PP	it
,	,	,
then	RB	then
you	PP	you
will	MD	will
work	VB	work
with	IN	with
me	PP	me
.	SENT	.
Evolution	NN	evolution
has	VBZ	have
selected	VBN	select
us	PP	us
to	TO	to
accept	VB	accept
the	DT	the
occasional	JJ	occasional
short-term	JJ	short-term
loss	NN	loss
in	IN	in
order	NN	order
to	TO	to
maintain	VB	maintain
these	DT	these
all-important	JJ	all-important
long-term	JJ	long-term
relationships	NNS	relationship
.	SENT	.
This	DT	this
is	VBZ	be
true	JJ	true
in	IN	in
chimpanzees	NNS	chimpanzee
,	,	,
but	CC	but
it	PP	it
is	VBZ	be
even	RB	even
more	RBR	more
important	JJ	important
in	IN	in
humans	NNS	human
.	SENT	.
Humans	NNS	human
are	VBP	be
incredibly	RB	incredibly
interconnected	VBN	interconnect
and	CC	and
interdependent	JJ	interdependent
,	,	,
and	CC	and
we	PP	we
have	VBP	have
the	DT	the
advanced	JJ	advanced
cognitive	JJ	cognitive
abilities	NNS	ability
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
plan	VB	plan
far	RB	far
into	IN	into
the	DT	the
future	NN	future
.	SENT	.
And	CC	and
to	TO	to
recognize	VB	recognize
the	DT	the
importance	NN	importance
of	IN	of
maintaining	VBG	maintain
these	DT	these
cooperative	JJ	cooperative
partnerships	NNS	partnership
.	SENT	.
Indeed	RB	indeed
,	,	,
if	IN	if
anything	NN	anything
,	,	,
I	PP	I
think	VBP	think
we	PP	we
are	VBP	be
likely	RB	likely
underplaying	VBG	underplay
how	WRB	how
important	JJ	important
the	DT	the
sense	NN	sense
of	IN	of
fairness	NN	fairness
is	VBZ	be
for	IN	for
people	NNS	people
.	SENT	.
One	CD	one
of	IN	of
the	DT	the
biggest	JJS	big
differences	NNS	difference
between	IN	between
humans	NNS	human
and	CC	and
capuchin	NN	capuchin
monkeys	NNS	monkey
is	VBZ	be
the	DT	the
sheer	JJ	sheer
magnitude	NN	magnitude
and	CC	and
ubiquity	NN	ubiquity
of	IN	of
cooperation	NN	cooperation
in	IN	in
humans	NNS	human
.	SENT	.
In	IN	in
other	JJ	other
words	NNS	word
,	,	,
we	PP	we
'	POS	'
re	NN	re
a	DT	a
lot	NN	lot
more	RBR	more
cooperative	JJ	cooperative
than	IN	than
capuchin	NN	capuchin
monkeys	NNS	monkey
are	VBP	be
.	SENT	.
Legal	JJ	legal
and	CC	and
economic	JJ	economic
systems	NNS	system
literally	RB	literally
only	RB	only
exist	VB	exist
if	IN	if
we	PP	we
all	RB	all
agree	VBP	agree
to	TO	to
participate	VB	participate
in	IN	in
them	PP	them
.	SENT	.
And	CC	and
if	IN	if
people	NNS	people
feel	VBP	feel
left	VBN	leave
out	RP	out
of	IN	of
the	DT	the
rewards	NNS	reward
and	CC	and
benefits	NNS	benefit
of	IN	of
those	DT	those
systems	NNS	system
,	,	,
then	RB	then
they	PP	they
stop	VB	stop
participating	VBG	participate
,	,	,
and	CC	and
the	DT	the
whole	JJ	whole
system	NN	system
falls	VBZ	fall
apart	RB	apart
.	SENT	.
Many	JJ	many
of	IN	of
the	DT	the
protests	NNS	protest
and	CC	and
uprisings	NNS	uprising
we	PP	we
'	POS	'
re	NN	re
seeing	VBG	see
,	,	,
both	CC	both
in	IN	in
the	DT	the
US	NP	US
and	CC	and
around	IN	around
the	DT	the
globe	NN	globe
,	,	,
are	VBP	be
explicitly	RB	explicitly
framed	VBN	frame
in	IN	in
terms	NNS	term
of	IN	of
fairness	NN	fairness
,	,	,
which	WDT	which
is	VBZ	be
not	RB	not
surprising	JJ	surprising
to	TO	to
me	PP	me
.	SENT	.
Whether	IN	whether
it	PP	it
'	POS	'
s	NN	S
about	IN	about
disproportionate	JJ	disproportionate
access	NN	access
to	TO	to
resources	NNS	resource
,	,	,
or	CC	or
that	IN	that
some	DT	some
groups	NNS	group
are	VBP	be
being	VBG	be
disproportionately	RB	disproportionately
impacted	VBN	impact
by	IN	by
the	DT	the
legal	JJ	legal
system	NN	system
or	CC	or
the	DT	the
effects	NNS	effect
of	IN	of
a	DT	a
virus	NN	virus
,	,	,
these	DT	these
protests	NNS	protest
are	VBP	be
the	DT	the
logical	JJ	logical
outcome	NN	outcome
of	IN	of
our	PP$	our
long	JJ	long
evolutionary	JJ	evolutionary
tendency	NN	tendency
to	TO	to
reject	VB	reject
unfairness	NN	unfairness
combined	VBN	combine
with	IN	with
our	PP$	our
long	JJ	long
history	NN	history
of	IN	of
social	JJ	social
stratification	NN	stratification
.	SENT	.
And	CC	and
the	DT	the
systemic	JJ	systemic
inequalities	NNS	inequality
that	WDT	that
have	VBP	have
resulted	VBN	result
from	IN	from
that	DT	that
stratification	NN	stratification
.	SENT	.
Layer	NN	layer
on	IN	on
top	NN	top
of	IN	of
this	DT	this
the	DT	the
fact	NN	fact
that	IN	that
by	IN	by
many	JJ	many
measures	NNS	measure
economic	JJ	economic
inequality	NN	inequality
is	VBZ	be
skyrocketing	VBG	skyrocket
.	SENT	.
Chris	NP	Chris
Boehm	NP	Boehm
wrote	VBD	write
a	DT	a
book	NN	book
called	VBN	call
"	``	"
Hierarchy	NN	hierarchy
in	IN	in
the	DT	the
Forest	NP	Forest
,	,	,
"	``	"
in	IN	in
which	WDT	which
he	PP	he
argued	VBD	argue
that	IN	that
humans	NNS	human
have	VBP	have
reverse	JJ	reverse
hierarchies	NNS	hierarchy
in	IN	in
which	WDT	which
those	DT	those
at	IN	at
the	DT	the
bottom	JJ	bottom
band	NN	band
together	RB	together
to	TO	to
keep	VB	keep
those	DT	those
at	IN	at
the	DT	the
top	NN	top
from	IN	from
taking	VBG	take
advantage	NN	advantage
of	IN	of
them	PP	them
.	SENT	.
Perhaps	RB	perhaps
these	DT	these
protests	NNS	protest
are	VBP	be
simply	RB	simply
the	DT	the
latest	JJS	late
manifestation	NN	manifestation
of	IN	of
humans	NNS	human
'	POS	'
tendency	NN	tendency
to	TO	to
rebalance	NN	rebalance
the	DT	the
hierarchy	NN	hierarchy
.	SENT	.
Perhaps	RB	perhaps
the	DT	the
biggest	JJS	big
difference	NN	difference
between	IN	between
us	PP	us
and	CC	and
capuchin	NN	capuchin
monkeys	NNS	monkey
is	VBZ	be
that	IN	that
we	PP	we
can	MD	can
recognize	VB	recognize
this	DT	this
problem	NN	problem
and	CC	and
actively	RB	actively
work	VB	work
to	TO	to
do	VB	do
something	NN	something
about	IN	about
it	PP	it
.	SENT	.
Of	IN	of
course	NN	course
we	PP	we
recognize	VBP	recognize
when	WRB	when
we	PP	we
'	POS	'
re	NN	re
disadvantaged	VBD	disadvantage
.	SENT	.
But	CC	but
we	PP	we
can	MD	can
and	CC	and
we	PP	we
must	MD	must
also	RB	also
recognize	VB	recognize
when	WRB	when
we	PP	we
'	POS	'
re	NN	re
advantaged	VBD	advantage
at	IN	at
the	DT	the
expense	NN	expense
of	IN	of
someone	NN	someone
else	RB	else
,	,	,
and	CC	and
recognize	VB	recognize
fairness	NN	fairness
as	IN	as
the	DT	the
balance	NN	balance
between	IN	between
these	DT	these
two	CD	two
inequalities	NNS	inequality
,	,	,
because	IN	because
our	PP$	our
society	NN	society
literally	RB	literally
depends	VBZ	depend
upon	IN	upon
it	PP	it
.	SENT	.
Indeed	RB	indeed
,	,	,
my	PP$	my
research	NN	research
shows	VBZ	show
that	IN	that
not	RB	not
all	DT	all
primate	NN	primate
species	NN	species
care	NN	care
about	IN	about
inequality	NN	inequality
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
only	RB	only
those	DT	those
that	WDT	that
rely	VBP	rely
on	IN	on
cooperation	NN	cooperation
,	,	,
which	WDT	which
most	JJS	most
definitely	RB	definitely
includes	VBZ	include
humans	NNS	human
.	SENT	.
We	PP	we
evolved	VBD	evolve
to	TO	to
care	VB	care
about	IN	about
fairness	NN	fairness
because	IN	because
we	PP	we
rely	VBP	rely
on	IN	on
each	DT	each
other	JJ	other
for	IN	for
our	PP$	our
cooperative	JJ	cooperative
society	NN	society
.	SENT	.
And	CC	and
the	DT	the
more	RBR	more
unfair	JJ	unfair
the	DT	the
world	NN	world
gets	VBZ	get
,	,	,
and	CC	and
the	DT	the
less	JJR	less
we	PP	we
care	VBP	care
about	IN	about
each	DT	each
other	JJ	other
,	,	,
the	DT	the
more	JJR	more
peril	NN	peril
we	PP	we
will	MD	will
face	VB	face
.	SENT	.
Our	PP$	our
issues	NNS	issue
are	VBP	be
more	RBR	more
complex	JJ	complex
than	IN	than
grapes	NNS	grape
and	CC	and
cucumbers	NNS	cucumber
,	,	,
but	CC	but
as	IN	as
the	DT	the
capuchins	NNS	capuchin
have	VBP	have
taught	VBN	teach
us	PP	us
,	,	,
we	PP	we
will	MD	will
all	RB	all
do	VB	do
better	RBR	well
when	WRB	when
we	PP	we
all	RB	all
play	VBP	play
fair	JJ	fair
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
