My	PP$	my
enjoy	VB	enjoy
this	DT	this
.	SENT	.
If	IN	if
you	PP	you
want	VBP	want
to	TO	to
put	VB	put
a	DT	a
colored	VBN	color
disk	NN	disk
,	,	,
well	RB	well
all	PDT	all
these	DT	these
seven	CD	seven
colors	NNS	color
coalesce	VBP	coalesce
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
what	WP	what
Newton	NP	Newton
talked	VBD	talk
about	RB	about
400	CD	@card@
years	NNS	year
back	RB	back
,	,	,
that	DT	that
white	JJ	white
light	NN	light
'	POS	'
s	NN	S
made	VBD	make
of	IN	of
seven	CD	seven
colors	NNS	color
,	,	,
just	RB	just
by	IN	by
spinning	VBG	spin
this	DT	this
around	RB	around
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
straw	NN	straw
.	SENT	.
What	WP	what
we	PP	we
'	POS	'
ve	NNS	<unknown>
done	VBN	do
,	,	,
we	PP	we
'	POS	'
ve	NN	ve
just	RB	just
sealed	VBN	seal
both	CC	both
the	DT	the
ends	NNS	end
with	IN	with
tape	NN	tape
,	,	,
nipped	VBD	nip
the	DT	the
right	JJ	right
corner	NN	corner
and	CC	and
the	DT	the
bottom	JJ	bottom
left	JJ	left
corner	NN	corner
,	,	,
so	RB	so
there	RB	there
'	''	'
s	NN	S
holes	NNS	hole
in	IN	in
the	DT	the
opposite	JJ	opposite
corners	NNS	corner
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
little	JJ	little
hole	NN	hole
over	IN	over
here	RB	here
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
kind	NN	kind
of	IN	of
a	DT	a
blowing	VBG	blow
straw	NN	straw
.	SENT	.
I	PP	I
just	RB	just
put	VBD	put
this	DT	this
inside	IN	inside
this	DT	this
.	SENT	.
There	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
hole	NN	hole
here	RB	here
,	,	,
and	CC	and
I	PP	I
shut	VBD	shut
this	DT	this
.	SENT	.
And	CC	and
this	DT	this
costs	NNS	cost
very	RB	very
little	JJ	little
money	NN	money
to	TO	to
make	VB	make
â	NP	<unknown>
great	JJ	great
fun	NN	fun
for	IN	for
children	NNS	child
to	TO	to
do	VB	do
.	SENT	.
What	WP	what
we	PP	we
do	VBP	do
is	VBZ	be
make	VB	make
a	DT	a
very	RB	very
simple	JJ	simple
electric	JJ	electric
motor	NN	motor
.	SENT	.
Now	RB	now
this	DT	this
is	VBZ	be
the	DT	the
simplest	JJS	simple
motor	NN	motor
on	IN	on
Earth	NP	Earth
.	SENT	.
The	DT	the
most	RBS	most
expensive	JJ	expensive
thing	NN	thing
is	VBZ	be
the	DT	the
battery	NN	battery
inside	IN	inside
this	DT	this
.	SENT	.
If	IN	if
you	PP	you
have	VBP	have
a	DT	a
battery	NN	battery
,	,	,
it	PP	it
costs	VBZ	cost
five	CD	five
cents	NNS	cent
to	TO	to
make	VB	make
it	PP	it
.	SENT	.
This	DT	this
is	VBZ	be
an	DT	an
old	JJ	old
bicycle	NN	bicycle
tube	NN	tube
,	,	,
which	WDT	which
gives	VBZ	give
you	PP	you
a	DT	a
broad	JJ	broad
rubber	NN	rubber
band	NN	band
,	,	,
two	CD	two
safety	NN	safety
pins	NNS	pin
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
permanent	JJ	permanent
magnet	NN	magnet
.	SENT	.
Whenever	WRB	whenever
current	JJ	current
flows	NNS	flow
through	IN	through
the	DT	the
coil	NN	coil
,	,	,
this	DT	this
becomes	VBZ	become
an	DT	an
electromagnet	NN	electromagnet
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
the	DT	the
interaction	NN	interaction
of	IN	of
both	CC	both
these	DT	these
magnets	NNS	magnet
which	WDT	which
makes	VBZ	make
this	DT	this
motor	NN	motor
spin	NN	spin
.	SENT	.
We	PP	we
made	VBD	make
30	CD	@card@
,	,	,
000	CD	@card@
.	SENT	.
Teachers	NNS	teacher
who	WP	who
have	VBP	have
been	VBN	be
teaching	VBG	teach
science	NN	science
for	IN	for
donkey	NN	donkey
years	NNS	year
,	,	,
they	PP	they
just	RB	just
muck	VBP	muck
up	RP	up
the	DT	the
definition	NN	definition
and	CC	and
they	PP	they
spit	VBD	spit
it	PP	it
out	RP	out
.	SENT	.
When	WRB	when
teachers	NNS	teacher
make	VBP	make
it	PP	it
,	,	,
children	NNS	child
make	VBP	make
it	PP	it
.	SENT	.
You	PP	you
can	MD	can
see	VB	see
a	DT	a
gleam	NN	gleam
in	IN	in
their	PP$	their
eye	NN	eye
.	SENT	.
They	PP	they
get	VBP	get
a	DT	a
thrill	NN	thrill
of	IN	of
what	WP	what
science	NN	science
is	VBZ	be
all	RB	all
about	RB	about
.	SENT	.
And	CC	and
this	DT	this
science	NN	science
is	VBZ	be
not	RB	not
a	DT	a
rich	JJ	rich
man	NN	man
'	POS	'
s	NN	S
game	NN	game
.	SENT	.
In	IN	in
a	DT	a
democratic	JJ	democratic
country	NN	country
,	,	,
science	NN	science
must	MD	must
reach	VB	reach
to	TO	to
our	PP$	our
most	RBS	most
oppressed	VBN	oppress
,	,	,
to	TO	to
the	DT	the
most	RBS	most
marginalized	VBN	marginalize
children	NNS	child
.	SENT	.
This	DT	this
program	NN	program
started	VBD	start
with	IN	with
16	CD	@card@
schools	NNS	school
and	CC	and
spread	VBD	spread
to	TO	to
1	CD	@card@
,	,	,
500	CD	@card@
government	NN	government
schools	NNS	school
.	SENT	.
Over	IN	over
100	CD	@card@
,	,	,
000	CD	@card@
children	NNS	child
learn	VBP	learn
science	NN	science
this	DT	this
way	NN	way
.	SENT	.
And	CC	and
we	PP	we
'	POS	'
re	NN	re
just	RB	just
trying	VBG	try
to	TO	to
see	VB	see
possibilities	NNS	possibility
.	SENT	.
Look	NN	look
,	,	,
this	DT	this
is	VBZ	be
the	DT	the
tetrapak	NP	<unknown>
â	NP	<unknown>
awful	JJ	awful
materials	NNS	material
from	IN	from
the	DT	the
point	NN	point
of	IN	of
view	NN	view
of	IN	of
the	DT	the
environment	NN	environment
.	SENT	.
There	EX	there
are	VBP	be
six	CD	six
layers	NNS	layer
â	NP	<unknown>
three	CD	three
layers	NNS	layer
of	IN	of
plastic	JJ	plastic
,	,	,
aluminum	JJ	aluminum
â	NP	<unknown>
which	WDT	which
are	VBP	be
are	VBP	be
sealed	VBN	seal
together	RB	together
.	SENT	.
They	PP	they
are	VBP	be
fused	VBN	fuse
together	RB	together
,	,	,
so	RB	so
you	PP	you
can	MD	can
'	''	'
t	NN	t
separate	VB	separate
them	PP	them
.	SENT	.
Now	RB	now
you	PP	you
can	MD	can
just	RB	just
make	VB	make
a	DT	a
little	JJ	little
network	NN	network
like	IN	like
this	DT	this
and	CC	and
fold	VB	fold
them	PP	them
and	CC	and
stick	VB	stick
them	PP	them
together	RB	together
and	CC	and
make	VB	make
an	DT	an
icosahedron	NN	icosahedron
.	SENT	.
So	IN	so
something	NN	something
which	WDT	which
is	VBZ	be
trash	NN	trash
,	,	,
which	WDT	which
is	VBZ	be
choking	VBG	choke
all	PDT	all
the	DT	the
seabirds	NNS	seabird
,	,	,
you	PP	you
could	MD	could
just	RB	just
recycle	VB	recycle
this	DT	this
into	IN	into
a	DT	a
very	JJ	very
,	,	,
very	RB	very
joyous	JJ	joyous
â	NP	<unknown>
all	PDT	all
the	DT	the
platonic	JJ	Platonic
solids	NNS	solid
can	MD	can
be	VB	be
made	VBN	make
with	IN	with
things	NNS	thing
like	IN	like
this	DT	this
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
little	JJ	little
straw	NN	straw
,	,	,
and	CC	and
what	WP	what
you	PP	you
do	VBP	do
is	VBZ	be
you	PP	you
just	RB	just
nip	VBP	nip
two	CD	two
corners	NNS	corner
here	RB	here
,	,	,
and	CC	and
this	DT	this
becomes	VBZ	become
like	IN	like
a	DT	a
baby	NN	baby
crocodile	NN	crocodile
'	POS	'
s	NN	S
mouth	NN	mouth
.	SENT	.
You	PP	you
put	VBD	put
this	DT	this
in	IN	in
your	PP$	your
mouth	NN	mouth
,	,	,
and	CC	and
you	PP	you
blow	VBP	blow
.	SENT	.
It	PP	it
'	POS	'
s	JJ	<unknown>
children	NNS	child
'	POS	'
s	NN	S
delight	NN	delight
,	,	,
a	DT	a
teacher	NN	teacher
'	POS	'
s	NN	S
envy	NN	envy
,	,	,
as	IN	as
they	PP	they
say	VBP	say
.	SENT	.
You	PP	you
'	POS	'
re	NN	re
not	RB	not
able	JJ	able
to	TO	to
see	VB	see
how	WRB	how
the	DT	the
sound	NN	sound
is	VBZ	be
produced	VBN	produce
,	,	,
because	IN	because
the	DT	the
thing	NN	thing
which	WDT	which
is	VBZ	be
vibrating	VBG	vibrate
goes	NNS	go
inside	IN	inside
my	PP$	my
mouth	NN	mouth
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
keep	VB	keep
this	DT	this
outside	NN	outside
,	,	,
to	TO	to
blow	VB	blow
out	RP	out
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
suck	VB	suck
in	IN	in
air	NN	air
.	SENT	.
So	IN	so
no	DT	no
one	CD	one
actually	RB	actually
needs	VBZ	need
to	TO	to
muck	VB	muck
up	RP	up
the	DT	the
production	NN	production
of	IN	of
sound	NN	sound
with	IN	with
wire	NN	wire
vibrations	NNS	vibration
.	SENT	.
The	DT	the
other	JJ	other
is	VBZ	be
that	IN	that
you	PP	you
keep	VBP	keep
blowing	VBG	blow
at	IN	at
it	PP	it
,	,	,
keep	VB	keep
making	VBG	make
the	DT	the
sound	NN	sound
,	,	,
and	CC	and
you	PP	you
keep	VBP	keep
cutting	VBG	cut
it	PP	it
.	SENT	.
And	CC	and
something	NN	something
very	RB	very
,	,	,
very	RB	very
nice	JJ	nice
happens	VBZ	happen
.	SENT	.
And	CC	and
when	WRB	when
you	PP	you
get	VBP	get
a	DT	a
very	RB	very
small	JJ	small
one	CD	one
â	NP	<unknown>
This	DT	this
is	VBZ	be
what	WP	what
the	DT	the
kids	NNS	kid
teach	VBP	teach
you	PP	you
.	SENT	.
You	PP	you
can	MD	can
also	RB	also
do	VB	do
this	DT	this
.	SENT	.
Well	RB	well
before	IN	before
I	PP	I
go	VBP	go
any	DT	any
further	JJR	further
,	,	,
this	DT	this
is	VBZ	be
something	NN	something
worth	JJ	worth
sharing	NN	sharing
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
touching	JJ	touching
slate	NN	slate
meant	VBN	mean
for	IN	for
blind	JJ	blind
children	NNS	child
.	SENT	.
This	DT	this
is	VBZ	be
strips	NNS	strip
of	IN	of
Velcro	NP	Velcro
,	,	,
this	DT	this
is	VBZ	be
my	PP$	my
drawing	NN	drawing
slate	NN	slate
,	,	,
and	CC	and
this	DT	this
is	VBZ	be
my	PP$	my
drawing	NN	drawing
pen	NN	pen
,	,	,
which	WDT	which
is	VBZ	be
basically	RB	basically
a	DT	a
film	NN	film
box	NN	box
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
basically	RB	basically
like	IN	like
a	DT	a
fisherman	NN	fisherman
'	POS	'
s	NN	S
line	NN	line
,	,	,
a	DT	a
fishing	NN	fishing
line	NN	line
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
wool	NN	wool
over	IN	over
here	RB	here
.	SENT	.
If	IN	if
I	PP	I
crank	VBP	crank
the	DT	the
handle	NN	handle
,	,	,
all	PDT	all
the	DT	the
wool	NN	wool
goes	VBZ	go
inside	RB	inside
.	SENT	.
And	CC	and
what	WP	what
a	DT	a
blind	JJ	blind
child	NN	child
can	MD	can
do	VB	do
is	VBZ	be
to	TO	to
just	RB	just
draw	VB	draw
this	DT	this
.	SENT	.
Wool	NN	wool
sticks	NNS	stick
on	IN	on
Velcro	NN	Velcro
.	SENT	.
There	EX	there
are	VBP	be
12	CD	@card@
million	CD	million
blind	JJ	blind
children	NNS	child
in	IN	in
our	PP$	our
country	NN	country
â	NP	<unknown>
who	WP	who
live	VBP	live
in	IN	in
a	DT	a
world	NN	world
of	IN	of
darkness	NN	darkness
.	SENT	.
And	CC	and
this	DT	this
has	VBZ	have
come	VBN	come
as	IN	as
a	DT	a
great	JJ	great
boon	NN	boon
to	TO	to
them	PP	them
.	SENT	.
There	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
factory	NN	factory
out	IN	out
there	RB	there
making	VBG	make
our	PP$	our
children	NNS	child
blind	JJ	blind
,	,	,
not	RB	not
able	JJ	able
to	TO	to
provide	VB	provide
them	PP	them
with	IN	with
food	NN	food
,	,	,
not	RB	not
able	JJ	able
to	TO	to
provide	VB	provide
them	PP	them
with	IN	with
vitamin	NN	vitamin
A	NP	A
.	SENT	.
But	CC	but
this	DT	this
has	VBZ	have
come	VBN	come
as	IN	as
a	DT	a
great	JJ	great
boon	NN	boon
for	IN	for
them	PP	them
.	SENT	.
There	EX	there
are	VBP	be
no	DT	no
patents	NNS	patent
.	SENT	.
Anyone	NN	anyone
can	MD	can
make	VB	make
it	PP	it
.	SENT	.
This	DT	this
is	VBZ	be
very	RB	very
,	,	,
very	RB	very
simple	JJ	simple
.	SENT	.
You	PP	you
can	MD	can
see	VB	see
,	,	,
this	DT	this
is	VBZ	be
the	DT	the
generator	NN	generator
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
a	DT	a
crank	JJ	crank
generator	NN	generator
.	SENT	.
These	DT	these
are	VBP	be
two	CD	two
magnets	NNS	magnet
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
large	JJ	large
pulley	NN	pulley
made	VBN	make
by	IN	by
sandwiching	VBG	sandwich
rubber	NN	rubber
between	IN	between
two	CD	two
old	JJ	old
CDs	NNS	CD
.	SENT	.
Small	JJ	small
pulley	NN	pulley
and	CC	and
two	CD	two
strong	JJ	strong
magnets	NNS	magnet
.	SENT	.
And	CC	and
this	DT	this
fiber	NN	fiber
turns	VBZ	turn
a	DT	a
wire	NN	wire
attached	VBN	attach
to	TO	to
an	DT	an
LED	VBN	lead
.	SENT	.
If	IN	if
I	PP	I
spin	VB	spin
this	DT	this
pulley	NN	pulley
,	,	,
the	DT	the
small	JJ	small
one	CD	one
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
spin	VB	spin
much	RB	much
faster	RBR	faster
.	SENT	.
There	EX	there
will	MD	will
be	VB	be
a	DT	a
spinning	JJ	spinning
magnetic	JJ	magnetic
field	NN	field
.	SENT	.
Lines	NNS	line
,	,	,
of	IN	of
course	NN	course
,	,	,
would	MD	would
be	VB	be
cut	VBN	cut
,	,	,
the	DT	the
force	NN	force
will	MD	will
be	VB	be
generated	VBN	generate
.	SENT	.
And	CC	and
you	PP	you
can	MD	can
see	VB	see
,	,	,
this	DT	this
LED	VBN	lead
is	VBZ	be
going	VBG	go
to	TO	to
glow	VB	glow
.	SENT	.
So	RB	so
this	DT	this
is	VBZ	be
a	DT	a
small	JJ	small
crank	NN	crank
generator	NN	generator
.	SENT	.
Well	RB	well
,	,	,
this	DT	this
is	VBZ	be
,	,	,
again	RB	again
,	,	,
it	PP	it
'	POS	'
s	NN	S
just	RB	just
a	DT	a
ring	NN	ring
,	,	,
a	DT	a
steel	NN	steel
ring	NN	ring
with	IN	with
steel	NN	steel
nuts	NNS	nut
.	SENT	.
And	CC	and
what	WP	what
you	PP	you
can	MD	can
do	VB	do
is	VBZ	be
just	RB	just
,	,	,
if	IN	if
you	PP	you
give	VBP	give
it	PP	it
a	DT	a
twirl	NN	twirl
,	,	,
well	RB	well
they	PP	they
just	RB	just
keep	VBP	keep
going	VBG	go
on	IN	on
.	SENT	.
And	CC	and
imagine	VB	imagine
a	DT	a
bunch	NN	bunch
of	IN	of
kids	NNS	kid
standing	VBG	stand
in	IN	in
a	DT	a
circle	NN	circle
and	CC	and
just	RB	just
waiting	VBG	wait
for	IN	for
the	DT	the
steel	NN	steel
ring	VBP	ring
to	TO	to
be	VB	be
passed	VBN	pass
on	RP	on
.	SENT	.
And	CC	and
they	PP	they
'	POS	'
d	NN	d
be	VB	be
absolutely	RB	absolutely
joyous	JJ	joyous
playing	NN	playing
with	IN	with
this	DT	this
.	SENT	.
Well	RB	well
in	IN	in
the	DT	the
end	NN	end
,	,	,
what	WP	what
we	PP	we
can	MD	can
also	RB	also
do	VB	do
:	:	:
we	PP	we
use	VBP	use
a	DT	a
lot	NN	lot
of	IN	of
old	JJ	old
newspapers	NNS	newspaper
to	TO	to
make	VB	make
caps	NNS	cap
.	SENT	.
This	DT	this
is	VBZ	be
worthy	JJ	worthy
of	IN	of
Sachin	NP	<unknown>
Tendulkar	NP	<unknown>
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
a	DT	a
great	JJ	great
cricket	NN	cricket
cap	NN	cap
.	SENT	.
When	WRB	when
first	JJ	first
you	PP	you
see	VBP	see
Nehru	NP	Nehru
and	CC	and
Gandhi	NP	Gandhi
,	,	,
this	DT	this
is	VBZ	be
the	DT	the
Nehru	NP	Nehru
cap	NN	cap
â	NP	<unknown>
just	RB	just
half	PDT	half
a	DT	a
newspaper	NN	newspaper
.	SENT	.
We	PP	we
make	VBP	make
lots	NNS	lot
of	IN	of
toys	NNS	toy
with	IN	with
newspapers	NNS	newspaper
,	,	,
and	CC	and
this	DT	this
is	VBZ	be
one	CD	one
of	IN	of
them	PP	them
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
â	NP	<unknown>
you	PP	you
can	MD	can
see	VB	see
â	NP	<unknown>
this	DT	this
is	VBZ	be
a	DT	a
flapping	VBG	flap
bird	NN	bird
.	SENT	.
All	DT	all
of	IN	of
our	PP$	our
old	JJ	old
newspapers	NNS	newspaper
,	,	,
we	PP	we
cut	VBD	cut
them	PP	them
into	IN	into
little	JJ	little
squares	NNS	square
.	SENT	.
And	CC	and
if	IN	if
you	PP	you
have	VBP	have
one	CD	one
of	IN	of
these	DT	these
birds	NNS	bird
â	NP	<unknown>
children	NNS	child
in	IN	in
Japan	NP	Japan
have	VBP	have
been	VBN	be
making	VBG	make
this	DT	this
bird	NN	bird
for	IN	for
many	JJ	many
,	,	,
many	JJ	many
years	NNS	year
.	SENT	.
And	CC	and
you	PP	you
can	MD	can
see	VB	see
,	,	,
this	DT	this
is	VBZ	be
a	DT	a
little	JJ	little
fantail	NN	fantail
bird	NN	bird
.	SENT	.
Well	RB	well
in	IN	in
the	DT	the
end	NN	end
,	,	,
I	PP	I
'	POS	'
ll	NNS	<unknown>
just	RB	just
end	VBP	end
with	IN	with
a	DT	a
story	NN	story
.	SENT	.
This	DT	this
is	VBZ	be
called	VBN	call
"	``	"
The	DT	the
Captain	NP	Captain
'	POS	'
s	JJ	<unknown>
Hat	NN	hat
Story	NN	story
.	SENT	.
"	''	"
The	DT	the
captain	NN	captain
was	VBD	be
a	DT	a
captain	NN	captain
of	IN	of
a	DT	a
sea-going	JJ	sea-going
ship	NN	ship
.	SENT	.
It	PP	it
goes	VBZ	go
very	RB	very
slowly	RB	slowly
.	SENT	.
And	CC	and
there	EX	there
were	VBD	be
lots	NNS	lot
of	IN	of
passengers	NNS	passenger
on	IN	on
the	DT	the
ship	NN	ship
,	,	,
and	CC	and
they	PP	they
were	VBD	be
getting	VBG	get
bored	JJ	bored
,	,	,
so	RB	so
the	DT	the
captain	NN	captain
invited	VBD	invite
them	PP	them
on	IN	on
the	DT	the
deck	NN	deck
.	SENT	.
"	``	"
Wear	VB	wear
all	PDT	all
your	PP$	your
colorful	JJ	colorful
clothes	NNS	clothes
and	CC	and
sing	VB	sing
and	CC	and
dance	VB	dance
,	,	,
and	CC	and
I	PP	I
'	POS	'
ll	NNS	<unknown>
provide	VBP	provide
you	PP	you
with	IN	with
good	JJ	good
food	NN	food
and	CC	and
drinks	NNS	drink
.	SENT	.
"	''	"
And	CC	and
the	DT	the
captain	NN	captain
would	MD	would
wear	VB	wear
a	DT	a
cap	NN	cap
everyday	JJ	everyday
and	CC	and
join	VB	join
in	IN	in
the	DT	the
regalia	NN	regalia
.	SENT	.
The	DT	the
first	JJ	first
day	NN	day
,	,	,
it	PP	it
was	VBD	be
a	DT	a
huge	JJ	huge
umbrella	NN	umbrella
cap	NN	cap
,	,	,
like	IN	like
a	DT	a
captain	NN	captain
'	POS	'
s	NN	S
cap	NN	cap
.	SENT	.
That	DT	that
night	NN	night
,	,	,
when	WRB	when
the	DT	the
passengers	NNS	passenger
would	MD	would
be	VB	be
sleeping	VBG	sleep
,	,	,
he	PP	he
would	MD	would
give	VB	give
it	PP	it
one	CD	one
more	JJR	more
fold	NN	fold
,	,	,
and	CC	and
the	DT	the
second	JJ	second
day	NN	day
,	,	,
he	PP	he
would	MD	would
be	VB	be
wearing	VBG	wear
a	DT	a
fireman	NN	fireman
'	POS	'
s	NN	S
cap	NN	cap
â	NP	<unknown>
with	IN	with
a	DT	a
little	JJ	little
shoot	NN	shoot
just	RB	just
like	IN	like
a	DT	a
designer	NN	designer
cap	NN	cap
,	,	,
because	IN	because
it	PP	it
protects	VBZ	protect
the	DT	the
spinal	JJ	spinal
cord	NN	cord
.	SENT	.
And	CC	and
the	DT	the
second	JJ	second
night	NN	night
,	,	,
he	PP	he
would	MD	would
take	VB	take
the	DT	the
same	JJ	same
cap	NN	cap
and	CC	and
give	VB	give
it	PP	it
another	DT	another
fold	NN	fold
.	SENT	.
And	CC	and
the	DT	the
third	JJ	third
day	NN	day
,	,	,
it	PP	it
would	MD	would
be	VB	be
a	DT	a
Shikari	NN	shikari
cap	NN	cap
â	NP	<unknown>
just	RB	just
like	IN	like
an	DT	an
adventurer	NN	adventurer
'	POS	'
s	NN	S
cap	NN	cap
.	SENT	.
And	CC	and
the	DT	the
third	JJ	third
night	NN	night
,	,	,
he	PP	he
would	MD	would
give	VB	give
it	PP	it
two	CD	two
more	JJR	more
folds	NNS	fold
â	NP	<unknown>
and	CC	and
this	DT	this
is	VBZ	be
a	DT	a
very	RB	very
,	,	,
very	RB	very
famous	JJ	famous
cap	NN	cap
.	SENT	.
If	IN	if
you	PP	you
'	POS	'
ve	NN	ve
seen	VBN	see
any	DT	any
of	IN	of
our	PP$	our
Bollywood	NP	<unknown>
films	NNS	film
,	,	,
this	DT	this
is	VBZ	be
what	WP	what
the	DT	the
policeman	NN	policeman
wears	VBZ	wear
,	,	,
it	PP	it
'	POS	'
s	NN	S
called	VBD	call
a	DT	a
zapalu	NN	<unknown>
cap	NN	cap
.	SENT	.
It	PP	it
'	POS	'
s	RB	<unknown>
been	VBN	be
catapulted	VBN	catapult
to	TO	to
international	JJ	international
glory	NN	glory
.	SENT	.
And	CC	and
we	PP	we
must	MD	must
not	RB	not
forget	VB	forget
that	IN	that
he	PP	he
was	VBD	be
the	DT	the
captain	NN	captain
of	IN	of
the	DT	the
ship	NN	ship
.	SENT	.
So	IN	so
that	DT	that
'	''	'
s	VBG	<unknown>
a	DT	a
ship	NN	ship
.	SENT	.
And	CC	and
now	RB	now
the	DT	the
end	NN	end
:	:	:
everyone	NN	everyone
was	VBD	be
enjoying	VBG	enjoy
the	DT	the
journey	NN	journey
very	RB	very
much	RB	much
.	SENT	.
They	PP	they
were	VBD	be
singing	VBG	sing
and	CC	and
dancing	VBG	dance
.	SENT	.
Suddenly	RB	suddenly
there	EX	there
was	VBD	be
a	DT	a
storm	NN	storm
and	CC	and
huge	JJ	huge
waves	NNS	wave
.	SENT	.
And	CC	and
all	PDT	all
the	DT	the
ship	NN	ship
can	MD	can
do	VB	do
is	VBZ	be
to	TO	to
dance	VB	dance
and	CC	and
pitch	VB	pitch
along	RP	along
with	IN	with
the	DT	the
waves	NNS	wave
.	SENT	.
A	DT	a
huge	JJ	huge
wave	NN	wave
comes	VBZ	come
and	CC	and
slaps	VBZ	slap
the	DT	the
front	NN	front
and	CC	and
knocks	VBZ	knock
it	PP	it
down	RP	down
.	SENT	.
And	CC	and
another	DT	another
one	CD	one
comes	VBZ	come
and	CC	and
slaps	VBZ	slap
the	DT	the
aft	JJ	aft
and	CC	and
knocks	VBZ	knock
it	PP	it
down	RP	down
.	SENT	.
And	CC	and
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
third	JJ	third
one	CD	one
over	IN	over
here	RB	here
.	SENT	.
This	DT	this
swallows	VBZ	swallow
the	DT	the
bridge	NN	bridge
and	CC	and
knocks	VBZ	knock
it	PP	it
down	RP	down
.	SENT	.
And	CC	and
the	DT	the
ship	NN	ship
sinks	NNS	sink
,	,	,
and	CC	and
the	DT	the
captain	NN	captain
has	VBZ	have
lost	VBN	lose
everything	NN	everything
,	,	,
but	CC	but
for	IN	for
a	DT	a
life	NN	life
jacket	NN	jacket
.	SENT	.
Thank	VB	thank
you	PP	you
so	RB	so
much	RB	much
.	SENT	.
