Twelve	CD	twelve
Selma	NP	Selma
,	,	,
who	WP	who
—	:	-
I	PP	I
love	VBP	love
this	DT	this
driver	NN	driver
.	SENT	.
And	CC	and
after	IN	after
a	DT	a
year	NN	year
,	,	,
we	PP	we
have	VBP	have
1	CD	@card@
,	,	,
000	CD	@card@
cars	NNS	car
that	WDT	that
are	VBP	be
parked	VBN	park
across	IN	across
France	NP	France
and	CC	and
6	CD	@card@
,	,	,
000	CD	@card@
people	NNS	people
who	WP	who
are	VBP	be
members	NNS	member
and	CC	and
eager	JJ	eager
to	TO	to
drive	VB	drive
them	PP	them
.	SENT	.
This	DT	this
would	MD	would
not	RB	not
be	VB	be
possible	JJ	possible
to	TO	to
do	VB	do
that	IN	that
in	IN	in
economic	JJ	economic
fashion	NN	fashion
for	IN	for
a	DT	a
traditional	JJ	traditional
company	NN	company
.	SENT	.
Back	RB	back
to	TO	to
this	DT	this
spectrum	NN	spectrum
.	SENT	.
So	RB	so
what	WP	what
'	POS	'
s	NN	S
happening	NN	happening
is	VBZ	be
,	,	,
we	PP	we
had	VBD	have
the	DT	the
yuck	JJ	<unknown>
side	NN	side
,	,	,
but	CC	but
we	PP	we
actually	RB	actually
had	VBD	have
this	DT	this
real	JJ	real
wow	NN	wow
side	NN	side
.	SENT	.
And	CC	and
I	PP	I
can	MD	can
tell	VB	tell
you	PP	you
two	CD	two
great	JJ	great
stories	NNS	story
.	SENT	.
A	DT	a
driver	NN	driver
was	VBD	be
telling	VBG	tell
me	PP	me
that	IN	that
they	PP	they
went	VBD	go
to	TO	to
rent	VB	rent
a	DT	a
car	NN	car
to	TO	to
go	VB	go
up	RP	up
the	DT	the
coast	NN	coast
of	IN	of
France	NP	France
and	CC	and
the	DT	the
owner	NN	owner
gave	VBD	give
it	PP	it
to	TO	to
them	PP	them
,	,	,
and	CC	and
said	VBD	say
,	,	,
"	``	"
You	PP	you
know	VBP	know
what	WP	what
,	,	,
here	RB	here
'	POS	'
s	NN	S
where	WRB	where
the	DT	the
cliffs	NNS	cliff
are	VBP	be
,	,	,
and	CC	and
here	RB	here
'	POS	'
s	VBG	<unknown>
all	PDT	all
the	DT	the
beaches	NNS	beach
,	,	,
and	CC	and
this	DT	this
is	VBZ	be
my	PP$	my
best	JJS	good
beach	NN	beach
,	,	,
and	CC	and
this	DT	this
is	VBZ	be
where	WRB	where
the	DT	the
best	JJS	good
fish	NN	fish
restaurant	NN	restaurant
is	VBZ	be
.	SENT	.
"	''	"
And	CC	and
the	DT	the
peers	VBZ	peer
also	RB	also
become	VB	become
,	,	,
peers	NNS	peer
and	CC	and
owners	NNS	owner
create	VBP	create
relationships	NNS	relationship
,	,	,
and	CC	and
so	RB	so
at	IN	at
the	DT	the
last	JJ	last
minute	NN	minute
people	NNS	people
can	MD	can
—	:	-
a	DT	a
driver	NN	driver
can	MD	can
say	VB	say
,	,	,
"	''	"
Hey	NP	Hey
,	,	,
you	PP	you
know	VBP	know
what	WP	what
,	,	,
I	PP	I
really	RB	really
need	VBP	need
the	DT	the
car	NN	car
,	,	,
is	VBZ	be
it	PP	it
available	JJ	available
?	SENT	?
"	''	"
And	CC	and
that	IN	that
person	NN	person
will	MD	will
say	VB	say
,	,	,
"	''	"
Sure	RB	sure
,	,	,
my	PP$	my
wife	NN	wife
'	POS	'
s	NN	S
at	IN	at
home	NN	home
.	SENT	.
Go	VB	go
pick	VB	pick
up	RP	up
the	DT	the
keys	NNS	key
.	SENT	.
Go	VB	go
do	VB	do
it	PP	it
.	SENT	.
"	``	"
So	RB	so
you	PP	you
can	MD	can
have	VB	have
these	DT	these
really	RB	really
nice	JJ	nice
things	NNS	thing
that	WDT	that
can	MD	can
'	''	'
t	NN	t
happen	VB	happen
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
kind	NN	kind
of	IN	of
"	``	"
Wow	NN	wow
!	SENT	!
"	``	"
and	CC	and
I	PP	I
want	VBP	want
to	TO	to
say	VB	say
"	``	"
Wow	NN	wow
!	SENT	!
"	''	"
type	NN	type
of	IN	of
thing	NN	thing
that	RB	that
'	POS	'
s	NNS	<unknown>
happening	VBG	happen
here	RB	here
,	,	,
because	IN	because
individuals	NNS	individual
,	,	,
if	IN	if
you	PP	you
'	''	'
re	IN	re
a	DT	a
company	NN	company
,	,	,
what	WP	what
happens	VBZ	happen
is	VBZ	be
you	PP	you
might	MD	might
have	VB	have
10	CD	@card@
people	NNS	people
who	WP	who
are	VBP	be
in	IN	in
charge	NN	charge
of	IN	of
innovation	NN	innovation
,	,	,
or	CC	or
100	CD	@card@
people	NNS	people
who	WP	who
are	VBP	be
in	IN	in
charge	NN	charge
of	IN	of
innovation	NN	innovation
.	SENT	.
What	WP	what
happens	VBZ	happen
in	IN	in
Peer	NP	Peer
,	,	,
Inc	NP	Inc
.	SENT	.
companies	NNS	company
is	VBZ	be
that	IN	that
you	PP	you
have	VBP	have
tens	NNS	ten
and	CC	and
hundreds	NNS	hundred
and	CC	and
thousands	NNS	thousand
and	CC	and
even	RB	even
millions	NNS	million
of	IN	of
people	NNS	people
who	WP	who
are	VBP	be
creating	VBG	create
experiments	NNS	experiment
on	IN	on
this	DT	this
model	NN	model
,	,	,
and	CC	and
so	RB	so
out	RB	out
of	IN	of
all	PDT	all
that	DT	that
influence	NN	influence
and	CC	and
that	DT	that
effort	NN	effort
,	,	,
you	PP	you
are	VBP	be
having	VBG	have
this	DT	this
exceptional	JJ	exceptional
amount	NN	amount
of	IN	of
innovation	NN	innovation
that	WDT	that
is	VBZ	be
coming	VBG	come
out	RP	out
.	SENT	.
So	RB	so
one	CD	one
of	IN	of
the	DT	the
reasons	NNS	reason
,	,	,
if	IN	if
we	PP	we
come	VBP	come
back	RB	back
to	TO	to
why	WRB	why
did	VBD	do
I	PP	I
call	VBP	call
it	PP	it
Buzzcar	NN	<unknown>
?	SENT	?
I	PP	I
wanted	VBD	want
to	TO	to
remind	VB	remind
all	DT	all
of	IN	of
us	PP	us
about	IN	about
the	DT	the
power	NN	power
of	IN	of
the	DT	the
hive	NN	hive
,	,	,
and	CC	and
its	PP$	its
incredible	JJ	incredible
facility	NN	facility
to	TO	to
create	VB	create
this	DT	this
platform	NN	platform
that	IN	that
individuals	NNS	individual
want	VBP	want
to	TO	to
participate	VB	participate
and	CC	and
innovate	VB	innovate
on	RP	on
.	SENT	.
And	CC	and
for	IN	for
me	PP	me
,	,	,
when	WRB	when
I	PP	I
think	VBP	think
about	IN	about
our	PP$	our
future	NN	future
,	,	,
and	CC	and
all	DT	all
of	IN	of
those	DT	those
problems	NNS	problem
that	WDT	that
seem	VBP	seem
incredibly	RB	incredibly
large	JJ	large
,	,	,
the	DT	the
scale	NN	scale
is	VBZ	be
impossible	JJ	impossible
,	,	,
the	DT	the
urgency	NN	urgency
is	VBZ	be
there	RB	there
,	,	,
Peers	NP	Peers
,	,	,
Inc	NP	Inc
.	SENT	.
provides	VBZ	provide
the	DT	the
speed	NN	speed
and	CC	and
scale	NN	scale
and	CC	and
the	DT	the
innovation	NN	innovation
and	CC	and
the	DT	the
creativity	NN	creativity
that	WDT	that
is	VBZ	be
going	VBG	go
to	TO	to
answer	VB	answer
these	DT	these
problems	NNS	problem
.	SENT	.
All	RB	all
we	PP	we
have	VBP	have
to	TO	to
do	VB	do
is	VBZ	be
create	VB	create
a	DT	a
fabulous	JJ	fabulous
platform	NN	platform
for	IN	for
participation	NN	participation
—	:	-
nontrivial	JJ	nontrivial
.	SENT	.
So	RB	so
I	PP	I
continue	VBP	continue
to	TO	to
think	VB	think
that	DT	that
transportation	NN	transportation
is	VBZ	be
the	DT	the
center	NN	center
of	IN	of
the	DT	the
hard	JJ	hard
universe	NN	universe
.	SENT	.
All	DT	all
problems	NNS	problem
come	VBP	come
back	RB	back
to	TO	to
transportation	NN	transportation
for	IN	for
me	PP	me
.	SENT	.
But	CC	but
there	EX	there
are	VBP	be
all	RB	all
these	DT	these
other	JJ	other
areas	NNS	area
that	WDT	that
are	VBP	be
these	DT	these
profound	JJ	profound
,	,	,
big	JJ	big
problems	NNS	problem
that	IN	that
I	PP	I
know	VBP	know
that	IN	that
we	PP	we
can	MD	can
work	VB	work
on	IN	on
,	,	,
and	CC	and
people	NNS	people
are	VBP	be
working	VBG	work
on	IN	on
them	PP	them
in	IN	in
many	JJ	many
different	JJ	different
sectors	NNS	sector
,	,	,
but	CC	but
there	EX	there
'	''	'
s	VBG	<unknown>
this	DT	this
really	RB	really
fabulous	JJ	fabulous
group	NN	group
of	IN	of
things	NNS	thing
with	IN	with
the	DT	the
power	NN	power
of	IN	of
this	DT	this
Peers	NP	Peers
,	,	,
Inc	NP	Inc
.	SENT	.
model	NN	model
.	SENT	.
So	RB	so
over	IN	over
the	DT	the
last	JJ	last
decade	NN	decade
,	,	,
we	PP	we
'	POS	'
ve	RB	<unknown>
been	VBN	be
reveling	VBG	revel
in	IN	in
the	DT	the
power	NN	power
of	IN	of
the	DT	the
Internet	NN	Internet
and	CC	and
how	WRB	how
it	PP	it
'	POS	'
s	JJ	<unknown>
empowered	VBN	empower
individuals	NNS	individual
,	,	,
and	CC	and
for	IN	for
me	PP	me
,	,	,
what	WP	what
Peers	NP	Peers
,	,	,
Inc	NP	Inc
.	SENT	.
does	VBZ	do
is	VBZ	be
it	PP	it
takes	VBZ	take
it	PP	it
up	RP	up
a	DT	a
notch	NN	notch
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
now	RB	now
bringing	VBG	bring
the	DT	the
power	NN	power
of	IN	of
the	DT	the
company	NN	company
and	CC	and
the	DT	the
corporation	NN	corporation
and	CC	and
supercharging	VBG	supercharge
individuals	NNS	individual
.	SENT	.
So	RB	so
for	IN	for
me	PP	me
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
collaboration	NN	collaboration
.	SENT	.
Together	RB	together
,	,	,
we	PP	we
can	MD	can
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
