My	PP$	my
is	VBZ	be
a	DT	a
wonderful	JJ	wonderful
position	NN	position
to	TO	to
be	VB	be
in	IN	in
to	TO	to
create	VB	create
some	DT	some
serious	JJ	serious
play	NN	play
.	SENT	.
And	CC	and
I	PP	I
had	VBD	have
that	DT	that
moment	NN	moment
in	IN	in
1994	CD	@card@
when	WRB	when
I	PP	I
met	VBD	meet
a	DT	a
theater	NN	theater
director	NN	director
named	VBN	name
George	NP	George
Wolfe	NP	Wolfe
,	,	,
who	WP	who
was	VBD	be
going	VBG	go
to	TO	to
have	VB	have
me	PP	me
design	VB	design
an	DT	an
identity	NN	identity
for	IN	for
the	DT	the
New	NP	New
York	NP	York
Shakespeare	NP	Shakespeare
Festival	NP	Festival
,	,	,
then	RB	then
known	VBN	know
,	,	,
and	CC	and
then	RB	then
became	VBD	become
the	DT	the
Public	NP	Public
Theater	NP	Theater
.	SENT	.
And	CC	and
I	PP	I
began	VBD	begin
getting	VBG	get
immersed	VBN	immerse
in	IN	in
this	DT	this
project	NN	project
in	IN	in
a	DT	a
way	NN	way
I	PP	I
never	RB	never
was	VBD	be
before	RB	before
.	SENT	.
This	DT	this
is	VBZ	be
what	WP	what
theater	NN	theater
advertising	NN	advertising
looked	VBD	look
like	IN	like
at	IN	at
that	DT	that
time	NN	time
.	SENT	.
This	DT	this
is	VBZ	be
what	WP	what
was	VBD	be
in	IN	in
the	DT	the
newspapers	NNS	newspaper
and	CC	and
in	IN	in
the	DT	the
New	NP	New
York	NP	York
Times	NP	Times
.	SENT	.
So	RB	so
,	,	,
this	DT	this
is	VBZ	be
sort	NN	sort
of	IN	of
a	DT	a
comment	NN	comment
on	IN	on
the	DT	the
time	NN	time
.	SENT	.
And	CC	and
the	DT	the
Public	NP	Public
Theater	NP	Theater
actually	RB	actually
had	VBD	have
much	RB	much
better	JJR	good
advertising	NN	advertising
than	IN	than
this	DT	this
.	SENT	.
They	PP	they
had	VBD	have
no	DT	no
logo	NN	logo
and	CC	and
no	DT	no
identity	NN	identity
,	,	,
but	CC	but
they	PP	they
had	VBD	have
these	DT	these
very	RB	very
iconic	JJ	iconic
posters	NNS	poster
painted	VBN	paint
by	IN	by
Paul	NP	Paul
Davis	NP	Davis
.	SENT	.
And	CC	and
George	NP	George
Wolf	NP	Wolf
had	VBD	have
taken	VBN	take
over	RP	over
from	IN	from
another	DT	another
director	NN	director
and	CC	and
he	PP	he
wanted	VBD	want
to	TO	to
change	VB	change
the	DT	the
theater	NN	theater
,	,	,
and	CC	and
he	PP	he
wanted	VBD	want
to	TO	to
make	VB	make
it	PP	it
urban	JJ	urban
and	CC	and
loud	JJ	loud
and	CC	and
a	DT	a
place	NN	place
that	WDT	that
was	VBD	be
inclusive	JJ	inclusive
.	SENT	.
So	RB	so
,	,	,
drawing	VBG	draw
on	IN	on
my	PP$	my
love	NN	love
of	IN	of
typography	NN	typography
,	,	,
I	PP	I
immersed	VBD	immerse
myself	PP	myself
into	IN	into
this	DT	this
project	NN	project
.	SENT	.
And	CC	and
what	WP	what
was	VBD	be
different	JJ	different
about	IN	about
it	PP	it
was	VBD	be
the	DT	the
totality	NN	totality
of	IN	of
it	PP	it
,	,	,
was	VBD	be
that	IN	that
I	PP	I
really	RB	really
became	VBD	become
the	DT	the
voice	NN	voice
,	,	,
the	DT	the
visual	JJ	visual
voice	NN	voice
,	,	,
of	IN	of
a	DT	a
place	NN	place
in	IN	in
a	DT	a
way	NN	way
I	PP	I
had	VBD	have
never	RB	never
done	VBN	do
before	RB	before
,	,	,
where	WRB	where
every	DT	every
aspect	NN	aspect
—	:	-
the	DT	the
smallest	JJS	small
ad	NN	ad
,	,	,
the	DT	the
ticket	NN	ticket
,	,	,
whatever	WDT	whatever
it	PP	it
was	VBD	be
—	:	-
was	VBD	be
designed	VBN	design
by	IN	by
me	PP	me
.	SENT	.
There	EX	there
was	VBD	be
no	DT	no
format	NN	format
.	SENT	.
There	EX	there
was	VBD	be
no	DT	no
in-	NN	<unknown>
house	NN	house
department	NN	department
that	IN	that
these	DT	these
things	NNS	thing
were	VBD	be
pushed	VBN	push
to	TO	to
.	SENT	.
I	PP	I
literally	RB	literally
for	IN	for
three	CD	three
years	NNS	year
made	VBN	make
everything	NN	everything
—	:	-
every	DT	every
scrap	NN	scrap
of	IN	of
paper	NN	paper
,	,	,
everything	NN	everything
online	JJ	online
,	,	,
that	IN	that
this	DT	this
theater	NN	theater
did	VBD	do
.	SENT	.
And	CC	and
it	PP	it
was	VBD	be
the	DT	the
only	JJ	only
job	NN	job
,	,	,
even	RB	even
though	IN	though
I	PP	I
was	VBD	be
doing	VBG	do
other	JJ	other
jobs	NNS	job
.	SENT	.
I	PP	I
lived	VBD	live
and	CC	and
breathed	VBD	breathe
it	PP	it
in	IN	in
a	DT	a
way	NN	way
I	PP	I
haven	VBP	haven
'	''	'
t	NN	t
with	IN	with
a	DT	a
client	NN	client
since	RB	since
.	SENT	.
It	PP	it
enabled	VBD	enable
me	PP	me
to	TO	to
really	RB	really
express	VB	express
myself	PP	myself
and	CC	and
grow	VB	grow
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
that	IN	that
you	PP	you
know	VBP	know
when	WRB	when
you	PP	you
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
be	VB	be
given	VBN	give
this	DT	this
position	NN	position
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NNS	<unknown>
rare	JJ	rare
,	,	,
but	CC	but
when	WRB	when
you	PP	you
get	VBP	get
it	PP	it
and	CC	and
you	PP	you
have	VBP	have
this	DT	this
opportunity	NN	opportunity
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
the	DT	the
moment	NN	moment
of	IN	of
serious	JJ	serious
play	NN	play
.	SENT	.
I	PP	I
did	VBD	do
these	DT	these
things	NNS	thing
,	,	,
and	CC	and
I	PP	I
still	RB	still
do	VBP	do
them	PP	them
.	SENT	.
I	PP	I
still	RB	still
work	VBP	work
for	IN	for
the	DT	the
Public	NP	Public
Theater	NP	Theater
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
on	IN	on
their	PP$	their
board	NN	board
,	,	,
and	CC	and
I	PP	I
still	RB	still
am	VBP	be
involved	VBN	involve
with	IN	with
it	PP	it
.	SENT	.
The	DT	the
high	JJ	high
point	NN	point
of	IN	of
the	DT	the
Public	NP	Public
Theater	NP	Theater
,	,	,
I	PP	I
think	VBP	think
,	,	,
was	VBD	be
in	IN	in
1996	CD	@card@
,	,	,
two	CD	two
years	NNS	year
after	IN	after
I	PP	I
designed	VBD	design
it	PP	it
,	,	,
which	WDT	which
was	VBD	be
the	DT	the
"	``	"
Bring	NP	Bring
in	IN	in
'	POS	'
da	NN	da
Noise	NN	noise
,	,	,
Bring	NP	Bring
in	IN	in
'	''	'
da	NP	da
Funk	NP	Funk
"	''	"
campaign	NN	campaign
that	WDT	that
was	VBD	be
all	RB	all
over	IN	over
New	NP	New
York	NP	York
.	SENT	.
But	CC	but
something	NN	something
happened	VBD	happen
to	TO	to
it	PP	it
,	,	,
and	CC	and
what	WP	what
happened	VBD	happen
to	TO	to
it	PP	it
was	VBD	be
,	,	,
it	PP	it
became	VBD	become
very	RB	very
popular	JJ	popular
.	SENT	.
And	CC	and
that	DT	that
is	VBZ	be
a	DT	a
kiss	NN	kiss
of	IN	of
death	NN	death
for	IN	for
something	NN	something
serious	JJ	serious
because	IN	because
it	PP	it
makes	VBZ	make
it	PP	it
solemn	JJ	solemn
.	SENT	.
And	CC	and
what	WP	what
happened	VBD	happen
was	VBD	be
that	IN	that
New	NP	New
York	NP	York
City	NP	City
,	,	,
to	TO	to
a	DT	a
degree	NN	degree
,	,	,
ate	VBD	eat
my	PP$	my
identity	NN	identity
because	IN	because
people	NNS	people
began	VBD	begin
to	TO	to
copy	VB	copy
it	PP	it
.	SENT	.
Here	RB	here
'	''	'
s	VBG	<unknown>
an	DT	an
ad	NN	ad
in	IN	in
the	DT	the
New	NP	New
York	NP	York
Times	NP	Times
somebody	NN	somebody
did	VBD	do
for	IN	for
a	DT	a
play	NN	play
called	VBN	call
"	``	"
Mind	NN	mind
Games	NP	Games
.	SENT	.
"	``	"
Then	RB	then
"	''	"
Chicago	NP	Chicago
"	``	"
came	VBD	come
out	RP	out
,	,	,
used	VBN	use
similar	JJ	similar
graphics	NNS	graphics
,	,	,
and	CC	and
the	DT	the
Public	NP	Public
Theater	NP	Theater
'	POS	'
s	NN	S
identity	NN	identity
was	VBD	be
just	RB	just
totally	RB	totally
eaten	VBN	eat
and	CC	and
taken	VBN	take
away	RB	away
,	,	,
which	WDT	which
meant	VBD	mean
I	PP	I
had	VBD	have
to	TO	to
change	VB	change
it	PP	it
.	SENT	.
So	RB	so
,	,	,
I	PP	I
changed	VBD	change
it	PP	it
so	RB	so
that	IN	that
every	DT	every
season	NN	season
was	VBD	be
different	JJ	different
,	,	,
and	CC	and
I	PP	I
continued	VBD	continue
to	TO	to
do	VB	do
these	DT	these
posters	NNS	poster
,	,	,
but	CC	but
they	PP	they
never	RB	never
had	VBD	have
the	DT	the
seriousness	NN	seriousness
of	IN	of
the	DT	the
first	JJ	first
identity	NN	identity
because	IN	because
they	PP	they
were	VBD	be
too	RB	too
individual	JJ	individual
,	,	,
and	CC	and
they	PP	they
didn	NN	<unknown>
'	''	'
t	NN	t
have	VBP	have
that	DT	that
heft	NN	heft
of	IN	of
everything	NN	everything
being	VBG	be
the	DT	the
same	JJ	same
thing	NN	thing
.	SENT	.
Now	RB	now
—	:	-
and	CC	and
I	PP	I
think	VBP	think
since	IN	since
the	DT	the
Public	NP	Public
Theater	NP	Theater
,	,	,
I	PP	I
must	MD	must
have	VB	have
done	VBN	do
more	RBR	more
than	IN	than
a	DT	a
dozen	NN	dozen
cultural	JJ	cultural
identities	NNS	identity
for	IN	for
major	JJ	major
institutions	NNS	institution
,	,	,
and	CC	and
I	PP	I
don	VBP	don
'	''	'
t	NN	t
think	VBP	think
I	PP	I
ever	RB	ever
—	:	-
I	PP	I
ever	RB	ever
grasped	VBD	grasp
that	DT	that
seriousness	NN	seriousness
again	RB	again
—	:	-
I	PP	I
do	VBP	do
them	PP	them
for	IN	for
very	RB	very
big	JJ	big
,	,	,
important	JJ	important
institutions	NNS	institution
in	IN	in
New	NP	New
York	NP	York
City	NP	City
.	SENT	.
The	DT	the
institutions	NNS	institution
are	VBP	be
solemn	JJ	solemn
,	,	,
and	CC	and
so	RB	so
is	VBZ	be
the	DT	the
design	NN	design
.	SENT	.
They	PP	they
'	''	'
re	IN	re
better	RBR	well
crafted	VBN	craft
than	IN	than
the	DT	the
Public	NP	Public
Theater	NP	Theater
was	VBD	be
,	,	,
and	CC	and
they	PP	they
spend	VBP	spend
more	JJR	more
money	NN	money
on	IN	on
them	PP	them
,	,	,
but	CC	but
I	PP	I
think	VBP	think
that	IN	that
that	DT	that
moment	NN	moment
comes	VBZ	come
and	CC	and
goes	VBZ	go
.	SENT	.
The	DT	the
best	JJS	good
way	NN	way
to	TO	to
accomplish	VB	accomplish
serious	JJ	serious
design	NN	design
—	:	-
which	WDT	which
I	PP	I
think	VBP	think
we	PP	we
all	RB	all
have	VBP	have
the	DT	the
opportunity	NN	opportunity
to	TO	to
do	VB	do
—	:	-
is	VBZ	be
to	TO	to
be	VB	be
totally	RB	totally
and	CC	and
completely	RB	completely
unqualified	JJ	unqualified
for	IN	for
the	DT	the
job	NN	job
.	SENT	.
That	DT	that
doesn	NN	<unknown>
'	POS	'
t	NN	t
happen	VB	happen
very	RB	very
often	RB	often
,	,	,
but	CC	but
it	PP	it
happened	VBD	happen
to	TO	to
me	PP	me
in	IN	in
the	DT	the
year	NN	year
2000	CD	@card@
,	,	,
when	WRB	when
for	IN	for
some	DT	some
reason	NN	reason
or	CC	or
another	DT	another
,	,	,
a	DT	a
whole	JJ	whole
pile	NN	pile
of	IN	of
different	JJ	different
architects	NNS	architect
started	VBD	start
to	TO	to
ask	VB	ask
me	PP	me
to	TO	to
design	VB	design
the	DT	the
insides	NNS	inside
of	IN	of
theaters	NNS	theater
with	IN	with
them	PP	them
,	,	,
where	WRB	where
I	PP	I
would	MD	would
take	VB	take
environmental	JJ	environmental
graphics	NNS	graphics
and	CC	and
work	VB	work
them	PP	them
into	IN	into
buildings	NNS	building
.	SENT	.
I	NP	I
'	POS	'
d	NN	d
never	RB	never
done	VBN	do
this	DT	this
kind	NN	kind
of	IN	of
work	NN	work
before	RB	before
.	SENT	.
I	NP	I
didn	NP	<unknown>
'	POS	'
t	NN	t
know	VBP	know
how	WRB	how
to	TO	to
read	VB	read
an	DT	an
architectural	JJ	architectural
plan	NN	plan
,	,	,
I	NP	I
didn	NP	<unknown>
'	POS	'
t	NN	t
know	VBP	know
what	WP	what
they	PP	they
were	VBD	be
talking	VBG	talk
about	RB	about
,	,	,
and	CC	and
I	PP	I
really	RB	really
couldn	NN	<unknown>
'	POS	'
t	NN	t
handle	VB	handle
the	DT	the
fact	NN	fact
that	IN	that
a	DT	a
job	NN	job
—	:	-
a	DT	a
single	JJ	single
job	NN	job
—	:	-
could	MD	could
go	VB	go
on	IN	on
for	IN	for
four	CD	four
years	NNS	year
because	IN	because
I	PP	I
was	VBD	be
used	VBN	use
to	TO	to
immediacy	NN	immediacy
in	IN	in
graphic	JJ	graphic
design	NN	design
,	,	,
and	CC	and
that	DT	that
kind	NN	kind
of	IN	of
attention	NN	attention
to	TO	to
detail	NN	detail
was	VBD	be
really	RB	really
bad	JJ	bad
for	IN	for
somebody	NN	somebody
like	IN	like
me	PP	me
,	,	,
with	IN	with
ADD	VB	add
.	SENT	.
So	RB	so
,	,	,
it	PP	it
was	VBD	be
a	DT	a
rough	JJ	rough
—	:	-
it	PP	it
was	VBD	be
a	DT	a
rough	JJ	rough
go	NN	go
,	,	,
but	CC	but
I	PP	I
fell	VBD	fall
in	IN	in
love	NN	love
with	IN	with
this	DT	this
process	NN	process
of	IN	of
actually	RB	actually
integrating	VBG	integrate
graphics	NNS	graphics
into	IN	into
architecture	NN	architecture
because	IN	because
I	NP	I
didn	NP	<unknown>
'	POS	'
t	NN	t
know	VBP	know
what	WP	what
I	PP	I
was	VBD	be
doing	VBG	do
.	SENT	.
I	PP	I
said	VBD	say
,	,	,
"	``	"
Why	WRB	why
can	MD	can
'	''	'
t	NN	t
the	DT	the
signage	NN	<unknown>
be	VB	be
on	IN	on
the	DT	the
floor	NN	floor
?	SENT	?
"	''	"
New	NP	New
Yorkers	NPS	Yorkers
look	VBP	look
at	IN	at
their	PP$	their
feet	NNS	foot
.	SENT	.
And	CC	and
then	RB	then
I	PP	I
found	VBD	find
that	IN	that
actors	NNS	actor
and	CC	and
actresses	NNS	actress
actually	RB	actually
take	VBP	take
their	PP$	their
cues	NNS	cue
from	IN	from
the	DT	the
floor	NN	floor
,	,	,
so	RB	so
it	PP	it
turned	VBD	turn
out	RP	out
that	IN	that
these	DT	these
sorts	NNS	sort
of	IN	of
sign	NN	sign
systems	NNS	system
began	VBD	begin
to	TO	to
make	VB	make
sense	NN	sense
.	SENT	.
They	PP	they
integrated	VBD	integrate
with	IN	with
the	DT	the
building	NN	building
in	IN	in
really	RB	really
peculiar	JJ	peculiar
ways	NNS	way
.	SENT	.
They	PP	they
ran	VBD	run
around	RP	around
corners	NNS	corner
,	,	,
they	PP	they
went	VBD	go
up	RP	up
sides	NNS	side
of	IN	of
buildings	NNS	building
,	,	,
and	CC	and
they	PP	they
melded	VBD	meld
into	IN	into
the	DT	the
architecture	NN	architecture
.	SENT	.
This	DT	this
is	VBZ	be
Symphony	NP	Symphony
Space	NP	Space
on	IN	on
90th	NP	<unknown>
Street	NP	Street
and	CC	and
Broadway	NP	Broadway
,	,	,
and	CC	and
the	DT	the
type	NN	type
is	VBZ	be
interwoven	VBN	interweave
into	IN	into
the	DT	the
stainless	JJ	stainless
steel	NN	steel
and	CC	and
backlit	JJ	backlit
with	IN	with
fiber	NN	fiber
optics	NNS	optic
.	SENT	.
And	CC	and
the	DT	the
architect	NN	architect
,	,	,
Jim	NP	Jim
Polshek	NP	Polshek
,	,	,
essentially	RB	essentially
gave	VBD	give
me	PP	me
a	DT	a
canvas	NN	canvas
to	TO	to
play	VB	play
typography	NN	typography
out	RP	out
on	IN	on
.	SENT	.
And	CC	and
it	PP	it
was	VBD	be
serious	JJ	serious
play	NN	play
.	SENT	.
This	DT	this
is	VBZ	be
the	DT	the
children	NNS	child
'	POS	'
s	NN	S
museum	NN	museum
in	IN	in
Pittsburgh	NP	Pittsburgh
,	,	,
Pennsylvania	NP	Pennsylvania
,	,	,
made	VBD	make
out	RP	out
of	IN	of
completely	RB	completely
inexpensive	JJ	inexpensive
materials	NNS	material
.	SENT	.
Extruded	VBN	extrude
typography	NN	typography
that	RB	that
'	POS	'
s	NNS	<unknown>
backlit	JJ	backlit
with	IN	with
neon	NN	neon
.	SENT	.
Things	NNS	thing
I	PP	I
never	RB	never
did	VBD	do
before	IN	before
,	,	,
built	VBN	build
before	IN	before
.	SENT	.
I	PP	I
just	RB	just
thought	VBD	think
they	PP	they
'	''	'
d	SYM	d
be	VB	be
kind	NN	kind
of	IN	of
fun	NN	fun
to	TO	to
do	VB	do
.	SENT	.
Donors	NNS	donor
'	POS	'
walls	NNS	wall
made	VBD	make
out	RP	out
of	IN	of
Lucite	NP	Lucite
.	SENT	.
And	CC	and
then	RB	then
,	,	,
inexpensive	JJ	inexpensive
signage	NN	<unknown>
.	SENT	.
I	PP	I
think	VBP	think
my	PP$	my
favorite	NN	favorite
of	IN	of
these	DT	these
was	VBD	be
this	DT	this
little	JJ	little
job	NN	job
in	IN	in
Newark	NP	Newark
,	,	,
New	NP	New
Jersey	NP	Jersey
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
a	DT	a
performing	VBG	perform
arts	NN	arts
school	NN	school
.	SENT	.
This	DT	this
is	VBZ	be
the	DT	the
building	NN	building
that	WDT	that
—	:	-
they	PP	they
had	VBD	have
no	DT	no
money	NN	money
,	,	,
and	CC	and
they	PP	they
had	VBD	have
to	TO	to
recast	VB	recast
it	PP	it
,	,	,
and	CC	and
they	PP	they
said	VBD	say
,	,	,
if	IN	if
we	PP	we
give	VBP	give
you	PP	you
100	CD	@card@
,	,	,
000	CD	@card@
dollars	NNS	dollar
,	,	,
what	WP	what
can	MD	can
you	PP	you
do	VB	do
with	IN	with
it	PP	it
?	SENT	?
And	CC	and
I	PP	I
did	VBD	do
a	DT	a
little	JJ	little
Photoshop	NN	<unknown>
job	NN	job
on	IN	on
it	PP	it
,	,	,
and	CC	and
I	PP	I
said	VBD	say
,	,	,
Well	UH	well
,	,	,
I	PP	I
think	VBP	think
we	PP	we
can	MD	can
paint	VB	paint
it	PP	it
.	SENT	.
And	CC	and
we	PP	we
did	VBD	do
.	SENT	.
And	CC	and
it	PP	it
was	VBD	be
play	NN	play
.	SENT	.
And	CC	and
there	EX	there
'	''	'
s	VBG	<unknown>
the	DT	the
building	NN	building
.	SENT	.
Everything	NN	everything
was	VBD	be
painted	VBN	paint
—	:	-
typography	NN	typography
over	IN	over
the	DT	the
whole	JJ	whole
damn	JJ	damn
thing	NN	thing
,	,	,
including	VBG	include
the	DT	the
air	NN	air
conditioning	NN	conditioning
ducts	NNS	duct
.	SENT	.
I	PP	I
hired	VBD	hire
guys	NNS	guy
who	WP	who
paint	VBP	paint
flats	NNS	flat
fixed	VBN	fix
on	IN	on
the	DT	the
sides	NNS	side
of	IN	of
garages	NNS	garage
to	TO	to
do	VB	do
the	DT	the
painting	NN	painting
on	IN	on
the	DT	the
building	NN	building
,	,	,
and	CC	and
they	PP	they
loved	VBD	love
it	PP	it
.	SENT	.
They	PP	they
got	VBD	get
into	IN	into
it	PP	it
—	:	-
they	PP	they
took	VBD	take
the	DT	the
job	NN	job
incredibly	RB	incredibly
seriously	RB	seriously
.	SENT	.
They	PP	they
used	VBD	use
to	TO	to
climb	VB	climb
up	RP	up
on	IN	on
the	DT	the
building	NN	building
and	CC	and
call	VB	call
me	PP	me
and	CC	and
tell	VB	tell
me	PP	me
that	IN	that
they	PP	they
had	VBD	have
to	TO	to
correct	VB	correct
my	PP$	my
typography	NN	typography
—	:	-
that	IN	that
my	PP$	my
spacing	NN	spacing
was	VBD	be
wrong	JJ	wrong
,	,	,
and	CC	and
they	PP	they
moved	VBD	move
it	PP	it
,	,	,
and	CC	and
they	PP	they
did	VBD	do
wonderful	JJ	wonderful
things	NNS	thing
with	IN	with
it	PP	it
.	SENT	.
They	PP	they
were	VBD	be
pretty	RB	pretty
serious	JJ	serious
,	,	,
too	RB	too
.	SENT	.
It	PP	it
was	VBD	be
quite	RB	quite
wonderful	JJ	wonderful
.	SENT	.
By	IN	by
the	DT	the
time	NN	time
I	PP	I
did	VBD	do
Bloomberg	NP	Bloomberg
'	POS	'
s	NN	S
headquarters	NN	headquarters
my	PP$	my
work	NN	work
had	VBD	have
begun	VBN	begin
to	TO	to
become	VB	become
accepted	VBN	accept
.	SENT	.
People	NNS	people
wanted	VBD	want
it	PP	it
in	IN	in
big	JJ	big
,	,	,
expensive	JJ	expensive
places	NNS	place
.	SENT	.
And	CC	and
that	DT	that
began	VBD	begin
to	TO	to
make	VB	make
it	PP	it
solemn	JJ	solemn
.	SENT	.
Bloomberg	NP	Bloomberg
was	VBD	be
all	RB	all
about	IN	about
numbers	NNS	number
,	,	,
and	CC	and
we	PP	we
did	VBD	do
big	JJ	big
numbers	NNS	number
through	IN	through
the	DT	the
space	NN	space
and	CC	and
the	DT	the
numbers	NNS	number
were	VBD	be
projected	VBN	project
on	IN	on
a	DT	a
spectacular	JJ	spectacular
LED	VBN	lead
that	IN	that
my	PP$	my
partner	NN	partner
,	,	,
Lisa	NP	Lisa
Strausfeld	NP	<unknown>
,	,	,
programmed	VBN	programme
.	SENT	.
But	CC	but
it	PP	it
became	VBD	become
the	DT	the
end	NN	end
of	IN	of
the	DT	the
seriousness	NN	seriousness
of	IN	of
the	DT	the
play	NN	play
,	,	,
and	CC	and
it	PP	it
started	VBD	start
to	TO	to
,	,	,
once	RB	once
again	RB	again
,	,	,
become	VB	become
solemn	JJ	solemn
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
current	JJ	current
project	NN	project
in	IN	in
Pittsburgh	NP	Pittsburgh
,	,	,
Pennsylvania	NP	Pennsylvania
,	,	,
where	WRB	where
I	PP	I
got	VBD	get
to	TO	to
be	VB	be
goofy	JJ	goofy
.	SENT	.
I	PP	I
was	VBD	be
invited	VBN	invite
to	TO	to
design	VB	design
a	DT	a
logo	NN	logo
for	IN	for
this	DT	this
neighborhood	NN	neighborhood
,	,	,
called	VBD	call
the	DT	the
North	NP	North
Side	NP	Side
,	,	,
and	CC	and
I	PP	I
thought	VBD	think
it	PP	it
was	VBD	be
silly	JJ	silly
for	IN	for
a	DT	a
neighborhood	NN	neighborhood
to	TO	to
have	VB	have
a	DT	a
logo	NN	logo
.	SENT	.
I	PP	I
think	VBP	think
that	IN	that
'	POS	'
s	NN	S
rather	RB	rather
creepy	JJ	creepy
,	,	,
actually	RB	actually
.	SENT	.
Why	WRB	why
would	MD	would
a	DT	a
neighborhood	NN	neighborhood
have	VB	have
a	DT	a
logo	NN	logo
?	SENT	?
A	DT	a
neighborhood	NN	neighborhood
has	VBZ	have
a	DT	a
thing	NN	thing
—	:	-
it	PP	it
'	POS	'
s	NN	S
got	VBD	get
a	DT	a
landmark	NN	landmark
,	,	,
it	PP	it
'	POS	'
s	NN	S
got	VBD	get
a	DT	a
place	NN	place
,	,	,
it	PP	it
'	POS	'
s	NN	S
got	VBD	get
a	DT	a
restaurant	NN	restaurant
.	SENT	.
It	PP	it
doesn	NNS	<unknown>
'	''	'
t	NN	t
have	VBP	have
a	DT	a
logo	NN	logo
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
what	WP	what
would	MD	would
that	RB	that
be	VB	be
?	SENT	?
So	RB	so
I	PP	I
had	VBD	have
to	TO	to
actually	RB	actually
give	VB	give
a	DT	a
presentation	NN	presentation
to	TO	to
a	DT	a
city	NN	city
council	NN	council
and	CC	and
neighborhood	NN	neighborhood
constituents	NNS	constituent
,	,	,
and	CC	and
I	PP	I
went	VBD	go
to	TO	to
Pittsburgh	NP	Pittsburgh
and	CC	and
I	PP	I
said	VBD	say
,	,	,
"	``	"
You	PP	you
know	VBP	know
,	,	,
really	RB	really
what	WP	what
you	PP	you
have	VBP	have
here	RB	here
are	VBP	be
all	PDT	all
these	DT	these
underpasses	NNS	underpass
that	WDT	that
separate	VBP	separate
the	DT	the
neighborhood	NN	neighborhood
from	IN	from
the	DT	the
center	NN	center
of	IN	of
town	NN	town
.	SENT	.
Why	WRB	why
don	NN	don
'	POS	'
t	NN	t
you	PP	you
celebrate	VBP	celebrate
them	PP	them
,	,	,
and	CC	and
make	VB	make
the	DT	the
underpasses	NNS	underpass
landmarks	NNS	landmark
?	SENT	?
"	``	"
So	RB	so
I	PP	I
began	VBD	begin
doing	VBG	do
this	DT	this
crazy	JJ	crazy
presentation	NN	presentation
of	IN	of
these	DT	these
installations	NNS	installation
—	:	-
potential	JJ	potential
installations	NNS	installation
—	:	-
on	IN	on
these	DT	these
underpass	NN	underpass
bridges	NNS	bridge
,	,	,
and	CC	and
stood	VBD	stand
up	RP	up
in	IN	in
front	NN	front
of	IN	of
the	DT	the
city	NN	city
council	NN	council
—	:	-
and	CC	and
was	VBD	be
a	DT	a
little	JJ	little
bit	NN	bit
scared	VBN	scare
,	,	,
I	PP	I
have	VBP	have
to	TO	to
admit	VB	admit
.	SENT	.
But	CC	but
I	PP	I
was	VBD	be
so	RB	so
utterly	RB	utterly
unqualified	JJ	unqualified
for	IN	for
this	DT	this
project	NN	project
,	,	,
and	CC	and
so	RB	so
utterly	RB	utterly
ridiculous	JJ	ridiculous
,	,	,
and	CC	and
ignored	VBD	ignore
the	DT	the
brief	NN	brief
so	RB	so
desperately	RB	desperately
that	IN	that
I	PP	I
think	VBP	think
they	PP	they
just	RB	just
embraced	VBD	embrace
it	PP	it
with	IN	with
wholeheartedness	NN	wholeheartedness
,	,	,
just	RB	just
completely	RB	completely
because	IN	because
it	PP	it
was	VBD	be
so	RB	so
goofy	JJ	goofy
to	TO	to
begin	VB	begin
with	IN	with
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
the	DT	the
bridge	JJ	bridge
they	PP	they
'	''	'
re	IN	re
actually	RB	actually
painting	VBG	paint
up	RP	up
and	CC	and
preparing	VBG	prepare
as	IN	as
we	PP	we
speak	VBP	speak
.	SENT	.
It	PP	it
will	MD	will
change	VB	change
every	DT	every
six	CD	six
months	NNS	month
,	,	,
and	CC	and
it	PP	it
will	MD	will
become	VB	become
an	DT	an
art	NN	art
installation	NN	installation
in	IN	in
the	DT	the
North	NP	North
Side	NP	Side
of	IN	of
Pittsburgh	NP	Pittsburgh
,	,	,
and	CC	and
it	PP	it
will	MD	will
probably	RB	probably
become	VB	become
a	DT	a
landmark	NN	landmark
in	IN	in
the	DT	the
area	NN	area
.	SENT	.
John	NP	John
Hockenberry	NP	Hockenberry
told	VBD	tell
you	PP	you
a	DT	a
bit	NN	bit
about	IN	about
my	PP$	my
travail	NN	travail
with	IN	with
Citibank	NP	Citibank
,	,	,
that	WDT	that
is	VBZ	be
now	RB	now
a	DT	a
10-year	JJ	10-year
relationship	NN	relationship
,	,	,
and	CC	and
I	PP	I
still	RB	still
work	VBP	work
with	IN	with
them	PP	them
.	SENT	.
And	CC	and
I	PP	I
actually	RB	actually
am	VBP	be
amused	VBN	amuse
by	IN	by
them	PP	them
and	CC	and
like	VB	like
them	PP	them
,	,	,
and	CC	and
think	VBP	think
that	IN	that
as	IN	as
a	DT	a
very	JJ	very
,	,	,
very	RB	very
,	,	,
very	RB	very
