Today	NN	today
actually	RB	actually
raises	VBZ	raise
an	DT	an
interesting	JJ	interesting
biological	JJ	biological
problem	NN	problem
.	SENT	.
We	PP	we
have	VBP	have
two	CD	two
kinds	NNS	kind
of	IN	of
DNA	NN	DNA
in	IN	in
our	PP$	our
bodies	NNS	body
.	SENT	.
We	PP	we
have	VBP	have
our	PP$	our
nucleic	JJ	nucleic
DNA	NN	DNA
that	IN	that
everybody	NN	everybody
thinks	VBZ	think
of	IN	of
as	IN	as
our	PP$	our
DNA	NN	DNA
,	,	,
but	CC	but
we	PP	we
also	RB	also
have	VBP	have
DNA	NN	DNA
in	IN	in
our	PP$	our
mitochondria	NNS	mitochondrion
,	,	,
which	WDT	which
are	VBP	be
the	DT	the
energy	NN	energy
packets	NNS	packet
of	IN	of
the	DT	the
cell	NN	cell
.	SENT	.
That	DT	that
DNA	NN	DNA
is	VBZ	be
passed	VBN	pass
down	RP	down
through	IN	through
our	PP$	our
mothers	NNS	mother
.	SENT	.
So	RB	so
really	RB	really
,	,	,
what	WP	what
you	PP	you
end	VBP	end
up	IN	up
having	VBG	have
here	RB	here
is	VBZ	be
not	RB	not
a	DT	a
guar	NN	<unknown>
and	CC	and
not	RB	not
a	DT	a
mouflon	NN	mouflon
,	,	,
but	CC	but
a	DT	a
guar	NN	<unknown>
with	IN	with
cow	NN	cow
mitochondria	NNS	mitochondrion
,	,	,
and	CC	and
therefore	RB	therefore
cow	VB	cow
mitochondrial	JJ	mitochondrial
DNA	NN	DNA
,	,	,
and	CC	and
a	DT	a
mouflon	NN	mouflon
with	IN	with
another	DT	another
species	NN	species
of	IN	of
sheep	NN	sheep
'	POS	'
s	JJ	<unknown>
mitochondrial	JJ	mitochondrial
DNA	NN	DNA
.	SENT	.
These	DT	these
are	VBP	be
really	RB	really
hybrids	NNS	hybrid
,	,	,
not	RB	not
pure	JJ	pure
animals	NNS	animal
.	SENT	.
And	CC	and
it	PP	it
raises	VBZ	raise
the	DT	the
question	NN	question
of	IN	of
how	WRB	how
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
define	VB	define
animal	JJ	animal
species	NNS	specie
in	IN	in
the	DT	the
age	NN	age
of	IN	of
biotechnology	NN	biotechnology
—	:	-
a	DT	a
question	NN	question
that	IN	that
we	PP	we
'	POS	'
re	NN	re
not	RB	not
really	RB	really
sure	JJ	sure
yet	RB	yet
how	WRB	how
to	TO	to
solve	VB	solve
.	SENT	.
This	DT	this
lovely	JJ	lovely
creature	NN	creature
is	VBZ	be
an	DT	an
Asian	JJ	Asian
cockroach	NN	cockroach
.	SENT	.
And	CC	and
what	WP	what
they	PP	they
'	POS	'
ve	NNS	<unknown>
done	VBN	do
here	RB	here
is	VBZ	be
they	PP	they
'	POS	'
ve	NN	ve
put	VBD	put
electrodes	NNS	electrode
in	IN	in
its	PP$	its
ganglia	NNS	ganglion
and	CC	and
its	PP$	its
brain	NN	brain
and	CC	and
then	RB	then
a	DT	a
transmitter	NN	transmitter
on	IN	on
top	NN	top
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NN	S
on	IN	on
a	DT	a
big	JJ	big
computer	NN	computer
tracking	VBG	track
ball	NN	ball
.	SENT	.
And	CC	and
now	RB	now
,	,	,
using	VBG	use
a	DT	a
joystick	NN	joystick
,	,	,
they	PP	they
can	MD	can
send	VB	send
this	DT	this
creature	NN	creature
around	IN	around
the	DT	the
lab	NN	lab
and	CC	and
control	NN	control
whether	IN	whether
it	PP	it
goes	VBZ	go
left	RB	left
or	CC	or
right	RB	right
,	,	,
forwards	NNS	forward
or	CC	or
backwards	JJ	backwards
.	SENT	.
They	PP	they
'	POS	'
ve	NN	ve
created	VBD	create
a	DT	a
kind	NN	kind
of	IN	of
insect	NN	insect
bot	NN	bot
,	,	,
or	CC	or
bugbot	NN	<unknown>
.	SENT	.
It	PP	it
gets	VBZ	get
worse	JJR	bad
than	IN	than
that	DT	that
—	:	-
or	CC	or
perhaps	RB	perhaps
better	RBR	well
than	IN	than
that	DT	that
.	SENT	.
This	DT	this
actually	RB	actually
is	VBZ	be
one	CD	one
of	IN	of
DARPA	NP	DARPA
'	POS	'
s	NN	S
very	RB	very
important	JJ	important
—	:	-
DARPA	NP	DARPA
is	VBZ	be
the	DT	the
Defense	NP	Defense
Research	NP	Research
Agency	NP	Agency
—	:	-
one	CD	one
of	IN	of
their	PP$	their
projects	NNS	project
.	SENT	.
These	DT	these
goliath	NN	Goliath
beetles	NNS	beetle
are	VBP	be
wired	VBN	wire
in	IN	in
their	PP$	their
wings	NNS	wing
.	SENT	.
They	PP	they
have	VBP	have
a	DT	a
computer	NN	computer
chip	NN	chip
strapped	VBN	strap
to	TO	to
their	PP$	their
backs	NNS	back
,	,	,
and	CC	and
they	PP	they
can	MD	can
fly	VB	fly
these	DT	these
creatures	NNS	creature
around	IN	around
the	DT	the
lab	NN	lab
.	SENT	.
They	PP	they
can	MD	can
make	VB	make
them	PP	them
go	VB	go
left	VBN	leave
,	,	,
right	RB	right
.	SENT	.
They	PP	they
can	MD	can
make	VB	make
them	PP	them
take	VB	take
off	RP	off
.	SENT	.
They	PP	they
can	MD	can
'	''	'
t	NN	t
actually	RB	actually
make	VB	make
them	PP	them
land	VB	land
.	SENT	.
They	PP	they
put	VBD	put
them	PP	them
about	IN	about
one	CD	one
inch	NN	inch
above	IN	above
the	DT	the
ground	NN	ground
,	,	,
and	CC	and
then	RB	then
they	PP	they
shut	VBD	shut
everything	NN	everything
off	RP	off
and	CC	and
they	PP	they
go	VBP	go
pfft	NN	<unknown>
.	SENT	.
But	CC	but
it	PP	it
'	POS	'
s	NN	S
the	DT	the
closest	JJS	close
they	PP	they
can	MD	can
get	VB	get
to	TO	to
a	DT	a
landing	NN	landing
.	SENT	.
And	CC	and
in	IN	in
fact	NN	fact
,	,	,
this	DT	this
technology	NN	technology
has	VBZ	have
gotten	VBN	get
so	RB	so
developed	VBD	develop
that	IN	that
this	DT	this
creature	NN	creature
—	:	-
this	DT	this
is	VBZ	be
a	DT	a
moth	NN	moth
—	:	-
this	DT	this
is	VBZ	be
the	DT	the
moth	NN	moth
in	IN	in
its	PP$	its
pupa	NN	pupa
stage	NN	stage
,	,	,
and	CC	and
that	IN	that
'	POS	'
s	NN	S
when	WRB	when
they	PP	they
put	VBD	put
the	DT	the
wires	NNS	wire
in	IN	in
and	CC	and
they	PP	they
put	VBD	put
in	IN	in
the	DT	the
computer	NN	computer
technology	NN	technology
,	,	,
so	RB	so
that	IN	that
when	WRB	when
the	DT	the
moth	NN	moth
actually	RB	actually
emerges	VBZ	emerge
as	IN	as
a	DT	a
moth	NN	moth
,	,	,
it	PP	it
is	VBZ	be
already	RB	already
prewired	JJ	<unknown>
.	SENT	.
The	DT	the
wires	NNS	wire
are	VBP	be
already	RB	already
in	IN	in
its	PP$	its
body	NN	body
,	,	,
and	CC	and
they	PP	they
can	MD	can
just	RB	just
hook	VB	hook
it	PP	it
up	RP	up
to	TO	to
their	PP$	their
technology	NN	technology
,	,	,
and	CC	and
now	RB	now
they	PP	they
'	POS	'
ve	NN	ve
got	VBD	get
these	DT	these
bugbots	NNS	<unknown>
that	IN	that
they	PP	they
can	MD	can
send	VB	send
out	RP	out
for	IN	for
surveillance	NN	surveillance
.	SENT	.
They	PP	they
can	MD	can
put	VB	put
little	JJ	little
cameras	NNS	camera
on	IN	on
them	PP	them
and	CC	and
perhaps	RB	perhaps
someday	RB	someday
deliver	VB	deliver
other	JJ	other
kinds	NNS	kind
of	IN	of
ordinance	NN	ordinance
to	TO	to
warzones	NNS	warzone
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
just	RB	just
insects	NNS	insect
.	SENT	.
This	DT	this
is	VBZ	be
the	DT	the
ratbot	NN	<unknown>
,	,	,
or	CC	or
the	DT	the
robo-rat	NN	<unknown>
by	IN	by
Sanjiv	NP	Sanjiv
Talwar	NP	Talwar
at	IN	at
SUNY	NP	SUNY
Downstate	NP	downstate
.	SENT	.
Again	RB	again
,	,	,
it	PP	it
'	POS	'
s	NN	S
got	VBD	get
technology	NN	technology
—	:	-
it	PP	it
'	POS	'
s	NN	S
got	VBD	get
electrodes	NNS	electrode
going	VBG	go
into	IN	into
its	PP$	its
left	JJ	left
and	CC	and
right	JJ	right
hemispheres	NNS	hemisphere
;	:	;
it	PP	it
'	POS	'
s	NN	S
got	VBD	get
a	DT	a
camera	NN	camera
on	IN	on
top	NN	top
of	IN	of
its	PP$	its
head	NN	head
.	SENT	.
The	DT	the
scientists	NNS	scientist
can	MD	can
make	VB	make
this	DT	this
creature	NN	creature
go	VB	go
left	VBN	leave
,	,	,
right	RB	right
.	SENT	.
They	PP	they
have	VBP	have
it	PP	it
running	VBG	run
through	IN	through
mazes	NNS	maze
,	,	,
controlling	VBG	control
where	WRB	where
it	PP	it
'	POS	'
s	NNS	<unknown>
going	VBG	go
.	SENT	.
They	PP	they
'	POS	'
ve	NN	ve
now	RB	now
created	VBD	create
an	DT	an
organic	JJ	organic
robot	NN	robot
.	SENT	.
The	DT	the
graduate	JJ	graduate
students	NNS	student
in	IN	in
Sanjiv	NP	Sanjiv
Talwar	NP	Talwar
'	POS	'
s	NN	S
lab	NN	lab
said	VBD	say
,	,	,
"	``	"
Is	VBZ	be
this	DT	this
ethical	JJ	ethical
?	SENT	?
We	PP	we
'	POS	'
ve	NN	ve
taken	VBN	take
away	RP	away
the	DT	the
autonomy	NN	autonomy
of	IN	of
this	DT	this
animal	NN	animal
.	SENT	.
"	''	"
I	NP	I
'	POS	'
ll	NNS	<unknown>
get	VBP	get
back	RB	back
to	TO	to
that	DT	that
in	IN	in
a	DT	a
minute	NN	minute
.	SENT	.
There	EX	there
'	''	'
s	RB	<unknown>
also	RB	also
been	VBN	be
work	NN	work
done	VBN	do
with	IN	with
monkeys	NNS	monkey
.	SENT	.
This	DT	this
is	VBZ	be
Miguel	NP	Miguel
Nicolelis	NP	Nicolelis
of	IN	of
Duke	NP	Duke
.	SENT	.
He	PP	he
took	VBD	take
owl	NN	owl
monkeys	NNS	monkey
,	,	,
wired	VBD	wire
them	PP	them
up	RP	up
so	RB	so
that	IN	that
a	DT	a
computer	NN	computer
watched	VBD	watch
their	PP$	their
brains	NNS	brain
while	IN	while
they	PP	they
moved	VBD	move
,	,	,
especially	RB	especially
looking	VBG	look
at	IN	at
the	DT	the
movement	NN	movement
of	IN	of
their	PP$	their
right	JJ	right
arm	NN	arm
.	SENT	.
The	DT	the
computer	NN	computer
learned	VBD	learn
what	WP	what
the	DT	the
monkey	NN	monkey
brain	NN	brain
did	VBD	do
to	TO	to
move	VB	move
its	PP$	its
arm	NN	arm
in	IN	in
various	JJ	various
ways	NNS	way
.	SENT	.
They	PP	they
then	RB	then
hooked	VBD	hook
it	PP	it
up	RP	up
to	TO	to
a	DT	a
prosthetic	JJ	prosthetic
arm	NN	arm
,	,	,
which	WDT	which
you	PP	you
see	VBP	see
here	RB	here
in	IN	in
the	DT	the
picture	NN	picture
,	,	,
put	VBD	put
the	DT	the
arm	NN	arm
in	IN	in
another	DT	another
room	NN	room
.	SENT	.
Pretty	RB	pretty
soon	RB	soon
,	,	,
the	DT	the
computer	NN	computer
learned	VBD	learn
,	,	,
by	IN	by
reading	VBG	read
the	DT	the
monkey	NN	monkey
'	POS	'
s	NN	S
brainwaves	NNS	brainwave
,	,	,
to	TO	to
make	VB	make
that	DT	that
arm	NN	arm
in	IN	in
the	DT	the
other	JJ	other
room	NN	room
do	VBP	do
whatever	WDT	whatever
the	DT	the
monkey	NN	monkey
'	POS	'
s	NN	S
arm	NN	arm
did	VBD	do
.	SENT	.
Then	RB	then
he	PP	he
put	VBD	put
a	DT	a
video	JJ	video
monitor	NN	monitor
in	IN	in
the	DT	the
monkey	NN	monkey
'	POS	'
s	NN	S
cage	NN	cage
that	WDT	that
showed	VBD	show
the	DT	the
monkey	NN	monkey
this	DT	this
prosthetic	JJ	prosthetic
arm	NN	arm
,	,	,
and	CC	and
the	DT	the
monkey	NN	monkey
got	VBD	get
fascinated	VBN	fascinate
.	SENT	.
The	DT	the
monkey	NN	monkey
recognized	VBD	recognize
that	IN	that
whatever	WDT	whatever
she	PP	she
did	VBD	do
with	IN	with
her	PP$	her
arm	NN	arm
,	,	,
this	DT	this
prosthetic	JJ	prosthetic
arm	NN	arm
would	MD	would
do	VB	do
.	SENT	.
And	CC	and
eventually	RB	eventually
she	PP	she
was	VBD	be
moving	VBG	move
it	PP	it
and	CC	and
moving	VBG	move
it	PP	it
,	,	,
and	CC	and
eventually	RB	eventually
stopped	VBD	stop
moving	VBG	move
her	PP$	her
right	JJ	right
arm	NN	arm
and	CC	and
,	,	,
staring	VBG	stare
at	IN	at
the	DT	the
screen	NN	screen
,	,	,
could	MD	could
move	VB	move
the	DT	the
prosthetic	JJ	prosthetic
arm	NN	arm
in	IN	in
the	DT	the
other	JJ	other
room	NN	room
only	RB	only
with	IN	with
her	PP$	her
brainwaves	NNS	brainwave
—	:	-
which	WDT	which
means	VBZ	mean
that	DT	that
monkey	NN	monkey
became	VBD	become
the	DT	the
first	JJ	first
primate	NN	primate
in	IN	in
the	DT	the
history	NN	history
of	IN	of
the	DT	the
world	NN	world
to	TO	to
have	VB	have
three	CD	three
independent	JJ	independent
functional	JJ	functional
arms	NNS	arm
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
not	RB	not
just	RB	just
technology	NN	technology
that	IN	that
we	PP	we
'	POS	'
re	NN	re
putting	VBG	put
into	IN	into
animals	NNS	animal
.	SENT	.
This	DT	this
is	VBZ	be
Thomas	NP	Thomas
DeMarse	NP	Demarse
at	IN	at
the	DT	the
University	NP	University
of	IN	of
Florida	NP	Florida
.	SENT	.
He	PP	he
took	VBD	take
20	CD	@card@
,	,	,
000	CD	@card@
and	CC	and
then	RB	then
60	CD	@card@
,	,	,
000	CD	@card@
disaggregated	JJ	<unknown>
rat	NN	rat
neurons	NNS	neuron
—	:	-
so	RB	so
these	DT	these
are	VBP	be
just	RB	just
individual	JJ	individual
neurons	NNS	neuron
from	IN	from
rats	NNS	rat
—	:	-
put	VB	put
them	PP	them
on	IN	on
a	DT	a
chip	NN	chip
.	SENT	.
They	PP	they
self-aggregated	VBD	self-aggregate
into	IN	into
a	DT	a
network	NN	network
,	,	,
became	VBD	become
an	DT	an
integrated	JJ	integrated
chip	NN	chip
.	SENT	.
And	CC	and
he	PP	he
used	VBD	use
that	IN	that
as	IN	as
the	DT	the
IT	PP	it
piece	VBP	piece
of	IN	of
a	DT	a
mechanism	NN	mechanism
which	WDT	which
ran	VBD	run
a	DT	a
flight	NN	flight
simulator	NN	simulator
.	SENT	.
So	RB	so
now	RB	now
we	PP	we
have	VBP	have
organic	JJ	organic
computer	NN	computer
chips	NNS	chip
made	VBD	make
out	RP	out
of	IN	of
living	NN	living
,	,	,
self-aggregating	VBG	self-aggregate
neurons	NNS	neuron
.	SENT	.
Finally	RB	finally
,	,	,
Mussa-Ivaldi	NP	<unknown>
of	IN	of
Northwestern	NP	Northwestern
took	VBD	take
a	DT	a
completely	RB	completely
intact	JJ	intact
,	,	,
independent	JJ	independent
lamprey	NN	lamprey
eel	NN	eel
brain	NN	brain
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
brain	NN	brain
from	IN	from
a	DT	a
lamprey	NN	lamprey
eel	NN	eel
.	SENT	.
It	PP	it
is	VBZ	be
living	VBG	live
—	:	-
fully-intact	JJ	fully-intact
brain	NN	brain
in	IN	in
a	DT	a
nutrient	JJ	nutrient
medium	NN	medium
with	IN	with
these	DT	these
electrodes	NNS	electrode
going	VBG	go
off	RP	off
to	TO	to
the	DT	the
sides	NNS	side
,	,	,
attached	VBN	attach
photosensitive	JJ	photosensitive
sensors	NNS	sensor
to	TO	to
the	DT	the
brain	NN	brain
,	,	,
put	VBD	put
it	PP	it
into	IN	into
a	DT	a
cart	NN	cart
—	:	-
here	RB	here
'	''	'
s	VBG	<unknown>
the	DT	the
cart	NN	cart
,	,	,
the	DT	the
brain	NN	brain
is	VBZ	be
sitting	VBG	sit
there	RB	there
in	IN	in
the	DT	the
middle	NN	middle
—	:	-
and	CC	and
using	VBG	use
this	DT	this
brain	NN	brain
as	IN	as
the	DT	the
sole	JJ	sole
processor	NN	processor
for	IN	for
this	DT	this
cart	NN	cart
,	,	,
when	WRB	when
you	PP	you
turn	VBP	turn
on	IN	on
a	DT	a
light	NN	light
and	CC	and
shine	VB	shine
it	PP	it
at	IN	at
the	DT	the
cart	NN	cart
,	,	,
the	DT	the
cart	NN	cart
moves	VBZ	move
toward	IN	toward
the	DT	the
light	NN	light
;	:	;
when	WRB	when
you	PP	you
turn	VBP	turn
it	PP	it
off	RP	off
,	,	,
it	PP	it
moves	VBZ	move
away	RB	away
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
photophilic	JJ	<unknown>
.	SENT	.
So	RB	so
now	RB	now
we	PP	we
have	VBP	have
a	DT	a
complete	JJ	complete
living	NN	living
lamprey	NN	lamprey
eel	NN	eel
brain	NN	brain
.	SENT	.
Is	VBZ	be
it	PP	it
thinking	VBG	think
lamprey	NN	lamprey
eel	NN	eel
thoughts	NNS	thought
,	,	,
sitting	VBG	sit
there	RB	there
in	IN	in
its	PP$	its
nutrient	JJ	nutrient
medium	NN	medium
?	SENT	?
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
,	,	,
but	CC	but
in	IN	in
fact	NN	fact
it	PP	it
is	VBZ	be
a	DT	a
fully	RB	fully
living	JJ	living
brain	NN	brain
that	IN	that
we	PP	we
have	VBP	have
managed	VBN	manage
to	TO	to
keep	VB	keep
alive	JJ	alive
to	TO	to
do	VB	do
our	PP$	our
bidding	NN	bidding
.	SENT	.
So	RB	so
,	,	,
we	PP	we
are	VBP	be
now	RB	now
at	IN	at
the	DT	the
stage	NN	stage
where	WRB	where
we	PP	we
are	VBP	be
creating	VBG	create
creatures	NNS	creature
for	IN	for
our	PP$	our
own	JJ	own
purposes	NNS	purpose
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
mouse	NN	mouse
created	VBN	create
by	IN	by
Charles	NP	Charles
Vacanti	NP	Vacanti
of	IN	of
the	DT	the
University	NP	University
of	IN	of
Massachusetts	NP	Massachusetts
.	SENT	.
He	PP	he
altered	VBD	alter
this	DT	this
mouse	NN	mouse
so	RB	so
that	IN	that
it	PP	it
was	VBD	be
genetically	RB	genetically
engineered	VBN	engineer
to	TO	to
have	VB	have
skin	NN	skin
that	WDT	that
was	VBD	be
less	RBR	less
immunoreactive	JJ	immunoreactive
to	TO	to
human	JJ	human
skin	NN	skin
,	,	,
put	VBD	put
a	DT	a
polymer	NN	polymer
scaffolding	NN	scaffolding
of	IN	of
an	DT	an
ear	NN	ear
under	IN	under
it	PP	it
and	CC	and
created	VBD	create
an	DT	an
ear	NN	ear
that	WDT	that
could	MD	could
then	RB	then
be	VB	be
taken	VBN	take
off	RP	off
the	DT	the
mouse	NN	mouse
and	CC	and
transplanted	VBN	transplant
onto	IN	onto
a	DT	a
human	NN	human
being	VBG	be
.	SENT	.
Genetic	JJ	genetic
engineering	NN	engineering
coupled	VBN	couple
with	IN	with
polymer	NN	polymer
physiotechnology	NN	physiotechnology
coupled	VBN	couple
with	IN	with
xenotransplantation	NN	xenotransplantation
.	SENT	.
This	DT	this
is	VBZ	be
where	WRB	where
we	PP	we
are	VBP	be
in	IN	in
this	DT	this
process	NN	process
.	SENT	.
Finally	RB	finally
,	,	,
not	RB	not
that	IN	that
long	RB	long
ago	RB	ago
,	,	,
Craig	NP	Craig
Venter	NP	Venter
created	VBD	create
the	DT	the
first	JJ	first
artificial	JJ	artificial
cell	NN	cell
,	,	,
where	WRB	where
he	PP	he
took	VBD	take
a	DT	a
cell	NN	cell
,	,	,
took	VBD	take
a	DT	a
DNA	NN	DNA
synthesizer	NN	synthesizer
,	,	,
which	WDT	which
is	VBZ	be
a	DT	a
machine	NN	machine
,	,	,
created	VBD	create
an	DT	an
artificial	JJ	artificial
genome	NN	genome
,	,	,
put	VBD	put
it	PP	it
in	IN	in
a	DT	a
different	JJ	different
cell	NN	cell
—	:	-
the	DT	the
genome	NN	genome
was	VBD	be
not	RB	not
of	IN	of
the	DT	the
cell	NN	cell
he	PP	he
put	VBP	put
it	PP	it
in	RP	in
—	:	-
and	CC	and
that	DT	that
cell	NN	cell
then	RB	then
reproduced	VBD	reproduce
as	IN	as
the	DT	the
other	JJ	other
cell	NN	cell
.	SENT	.
In	IN	in
other	JJ	other
words	NNS	word
,	,	,
that	WDT	that
was	VBD	be
the	DT	the
first	JJ	first
creature	NN	creature
in	IN	in
the	DT	the
history	NN	history
of	IN	of
the	DT	the
world	NN	world
that	WDT	that
had	VBD	have
a	DT	a
computer	NN	computer
as	IN	as
its	PP$	its
parent	NN	parent
—	:	-
it	PP	it
did	VBD	do
not	RB	not
have	VB	have
an	DT	an
organic	JJ	organic
parent	NN	parent
.	SENT	.
And	CC	and
so	RB	so
,	,	,
asks	VBZ	ask
The	DT	the
Economist	NN	economist
:	:	:
"	``	"
The	DT	the
first	JJ	first
artificial	JJ	artificial
organism	NN	organism
and	CC	and
its	PP$	its
consequences	NNS	consequence
.	SENT	.
"	``	"
So	RB	so
you	PP	you
may	MD	may
have	VB	have
thought	VBN	think
that	IN	that
the	DT	the
creation	NN	creation
of	IN	of
life	NN	life
was	VBD	be
going	VBG	go
to	TO	to
happen	VB	happen
in	IN	in
something	NN	something
that	WDT	that
looked	VBD	look
like	IN	like
that	DT	that
.	SENT	.
But	CC	but
in	IN	in
fact	NN	fact
,	,	,
that	WDT	that
'	POS	'
s	NNS	<unknown>
not	RB	not
what	WP	what
Frankenstein	NP	Frankenstein
'	POS	'
s	NN	S
lab	NN	lab
looks	VBZ	look
like	IN	like
.	SENT	.
This	DT	this
is	VBZ	be
what	WP	what
Frankenstein	NP	Frankenstein
'	POS	'
s	NN	S
lab	NN	lab
looks	VBZ	look
like	IN	like
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
DNA	NN	DNA
synthesizer	NN	synthesizer
,	,	,
and	CC	and
here	RB	here
at	IN	at
the	DT	the
bottom	NN	bottom
are	VBP	be
just	RB	just
bottles	NNS	bottle
of	IN	of
A	NP	A
,	,	,
T	NN	T
,	,	,
C	NP	C
and	CC	and
G	NP	G
—	:	-
the	DT	the
four	CD	four
chemicals	NNS	chemical
that	WDT	that
make	VBP	make
up	RP	up
our	PP$	our
DNA	NN	DNA
chain	NN	chain
.	SENT	.
And	CC	and
so	RB	so
,	,	,
we	PP	we
need	VBP	need
to	TO	to
ask	VB	ask
ourselves	PP	ourselves
some	DT	some
questions	NNS	question
.	SENT	.
For	IN	for
the	DT	the
first	JJ	first
time	NN	time
in	IN	in
the	DT	the
history	NN	history
of	IN	of
this	DT	this
planet	NN	planet
,	,	,
we	PP	we
are	VBP	be
able	JJ	able
to	TO	to
directly	RB	directly
design	VB	design
organisms	NNS	organism
.	SENT	.
We	PP	we
can	MD	can
manipulate	VB	manipulate
the	DT	the
plasmas	NNS	plasma
of	IN	of
life	NN	life
with	IN	with
unprecedented	JJ	unprecedented
power	NN	power
,	,	,
and	CC	and
it	PP	it
confers	VBZ	confer
on	IN	on
us	PP	us
a	DT	a
responsibility	NN	responsibility
.	SENT	.
Is	VBZ	be
everything	NN	everything
okay	JJ	okay
?	SENT	?
Is	VBZ	be
it	PP	it
okay	JJ	okay
to	TO	to
manipulate	VB	manipulate
and	CC	and
create	VB	create
whatever	WDT	whatever
creatures	NNS	creature
we	PP	we
want	VBP	want
?	SENT	?
Do	VB	do
we	PP	we
have	VBP	have
free	JJ	free
reign	NN	reign
to	TO	to
design	VB	design
animals	NNS	animal
?	SENT	?
Do	VB	do
we	PP	we
get	VB	get
to	TO	to
go	VB	go
someday	RB	someday
to	TO	to
Pets	NNS	pet
'	POS	'
R	NP	R
'	POS	'
Us	NP	U
and	CC	and
say	VB	say
,	,	,
"	``	"
Look	VB	look
,	,	,
I	PP	I
want	VBP	want
a	DT	a
dog	NN	dog
.	SENT	.
I	NP	I
'	POS	'
d	NN	d
like	IN	like
it	PP	it
to	TO	to
have	VB	have
the	DT	the
head	NN	head
of	IN	of
a	DT	a
Dachshund	NN	dachshund
,	,	,
the	DT	the
body	NN	body
of	IN	of
a	DT	a
retriever	NN	retriever
,	,	,
maybe	RB	maybe
some	DT	some
pink	JJ	pink
fur	NN	fur
,	,	,
and	CC	and
let	VB	let
'	''	'
s	NNS	<unknown>
make	VBP	make
it	PP	it
glow	VB	glow
in	IN	in
the	DT	the
dark	NN	dark
"	''	"
?	SENT	?
Does	VBZ	do
industry	NN	industry
get	VB	get
to	TO	to
create	VB	create
creatures	NNS	creature
who	WP	who
,	,	,
in	IN	in
their	PP$	their
milk	NN	milk
,	,	,
in	IN	in
their	PP$	their
blood	NN	blood
,	,	,
and	CC	and
in	IN	in
their	PP$	their
saliva	NN	saliva
and	CC	and
other	JJ	other
bodily	JJ	bodily
fluids	NNS	fluid
,	,	,
create	VB	create
the	DT	the
drugs	NNS	drug
and	CC	and
industrial	JJ	industrial
molecules	NNS	molecule
we	PP	we
want	VBP	want
and	CC	and
then	RB	then
warehouse	VB	warehouse
them	PP	them
as	IN	as
organic	JJ	organic
manufacturing	NN	manufacturing
machines	NNS	machine
?	SENT	?
Do	VB	do
we	PP	we
get	VB	get
to	TO	to
create	VB	create
organic	JJ	organic
robots	NNS	robot
,	,	,
where	WRB	where
we	PP	we
remove	VB	remove
the	DT	the
autonomy	NN	autonomy
from	IN	from
these	DT	these
animals	NNS	animal
and	CC	and
turn	VB	turn
them	PP	them
just	RB	just
into	IN	into
our	PP$	our
playthings	NNS	plaything
?	SENT	?
And	CC	and
then	RB	then
the	DT	the
final	JJ	final
step	NN	step
of	IN	of
this	DT	this
,	,	,
once	RB	once
we	PP	we
perfect	VBP	perfect
these	DT	these
technologies	NNS	technology
in	IN	in
animals	NNS	animal
and	CC	and
we	PP	we
start	VBP	start
using	VBG	use
them	PP	them
in	IN	in
human	JJ	human
beings	NNS	being
,	,	,
what	WP	what
are	VBP	be
the	DT	the
ethical	JJ	ethical
guidelines	NNS	guideline
that	IN	that
we	PP	we
will	MD	will
use	VB	use
then	RB	then
?	SENT	?
It	PP	it
'	POS	'
s	NN	S
already	RB	already
happening	VBG	happen
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
science	NN	science
fiction	NN	fiction
.	SENT	.
We	PP	we
are	VBP	be
not	RB	not
only	RB	only
already	RB	already
using	VBG	use
these	DT	these
things	NNS	thing
in	IN	in
animals	NNS	animal
,	,	,
some	DT	some
of	IN	of
them	PP	them
we	PP	we
'	POS	'
re	NN	re
already	RB	already
beginning	VBG	begin
to	TO	to
use	VB	use
on	IN	on
our	PP$	our
own	JJ	own
bodies	NNS	body
.	SENT	.
We	PP	we
are	VBP	be
now	RB	now
taking	VBG	take
control	NN	control
of	IN	of
our	PP$	our
own	JJ	own
evolution	NN	evolution
.	SENT	.
We	PP	we
are	VBP	be
directly	RB	directly
designing	VBG	design
the	DT	the
future	NN	future
of	IN	of
the	DT	the
species	NN	species
of	IN	of
this	DT	this
planet	NN	planet
.	SENT	.
It	PP	it
confers	VBZ	confer
upon	IN	upon
us	PP	us
an	DT	an
enormous	JJ	enormous
responsibility	NN	responsibility
that	WDT	that
is	VBZ	be
not	RB	not
just	RB	just
the	DT	the
responsibility	NN	responsibility
of	IN	of
the	DT	the
scientists	NNS	scientist
and	CC	and
the	DT	the
ethicists	NNS	ethicist
who	WP	who
are	VBP	be
thinking	VBG	think
about	IN	about
it	PP	it
and	CC	and
writing	VBG	write
about	IN	about
it	PP	it
now	RB	now
.	SENT	.
It	PP	it
