As	IN	as
'	POS	'
ve	NN	ve
got	VBD	get
motors	NNS	motor
;	:	;
I	PP	I
'	POS	'
ve	NN	ve
got	VBD	get
wheels	NNS	wheel
—	:	-
I	PP	I
'	POS	'
m	NN	m
a	DT	a
motor	NN	motor
vehicle	NN	vehicle
.	SENT	.
I	PP	I
don	VBP	don
'	''	'
t	NN	t
look	NN	look
like	IN	like
a	DT	a
motor	NN	motor
vehicle	NN	vehicle
.	SENT	.
I	PP	I
have	VBP	have
the	DT	the
same	JJ	same
footprint	NN	footprint
as	IN	as
a	DT	a
pedestrian	NN	pedestrian
;	:	;
I	PP	I
have	VBP	have
the	DT	the
same	JJ	same
unique	JJ	unique
capability	NN	capability
to	TO	to
deal	VB	deal
with	IN	with
other	JJ	other
pedestrians	NNS	pedestrian
in	IN	in
a	DT	a
crowded	JJ	crowded
space	NN	space
.	SENT	.
I	PP	I
took	VBD	take
this	DT	this
down	RP	down
to	TO	to
Ground	NP	Ground
Zero	NP	Zero
,	,	,
and	CC	and
knocked	VBD	knock
my	PP$	my
way	NN	way
through	IN	through
crowds	NNS	crowd
for	IN	for
an	DT	an
hour	NN	hour
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
a	DT	a
pedestrian	NN	pedestrian
.	SENT	.
But	CC	but
the	DT	the
law	NN	law
typically	RB	typically
lags	VBZ	lag
technology	NN	technology
by	IN	by
a	DT	a
generation	NN	generation
or	CC	or
two	CD	two
,	,	,
and	CC	and
if	IN	if
we	PP	we
get	VBP	get
told	VBD	tell
we	PP	we
don	NN	don
'	POS	'
t	NN	t
belong	VBP	belong
on	IN	on
the	DT	the
sidewalk	NN	sidewalk
,	,	,
we	PP	we
have	VBP	have
two	CD	two
choices	NNS	choice
.	SENT	.
We	PP	we
'	''	'
re	IN	re
a	DT	a
recreational	JJ	recreational
vehicle	NN	vehicle
that	IN	that
doesn	NP	<unknown>
'	POS	'
t	NN	t
really	RB	really
matter	NN	matter
,	,	,
and	CC	and
I	PP	I
don	VBP	don
'	''	'
t	NN	t
spend	VB	spend
my	PP$	my
time	NN	time
doing	VBG	do
that	DT	that
kind	NN	kind
of	IN	of
stuff	NN	stuff
.	SENT	.
Or	CC	or
maybe	RB	maybe
we	PP	we
should	MD	should
be	VB	be
out	RP	out
in	IN	in
the	DT	the
street	NN	street
in	IN	in
front	NN	front
of	IN	of
a	DT	a
Greyhound	NN	greyhound
bus	NN	bus
or	CC	or
a	DT	a
vehicle	NN	vehicle
.	SENT	.
We	PP	we
'	POS	'
ve	RB	<unknown>
been	VBN	be
so	RB	so
concerned	VBN	concern
about	IN	about
that	DT	that
,	,	,
we	PP	we
went	VBD	go
to	TO	to
the	DT	the
Postmaster	NN	postmaster
General	NP	General
of	IN	of
the	DT	the
United	NP	United
States	NPS	States
,	,	,
as	IN	as
the	DT	the
first	JJ	first
person	NN	person
we	PP	we
ever	RB	ever
showed	VBD	show
on	IN	on
the	DT	the
outside	NN	outside
,	,	,
and	CC	and
said	VBD	say
,	,	,
"	``	"
Put	VB	put
your	PP$	your
people	NNS	people
on	IN	on
it	PP	it
.	SENT	.
Everybody	NN	everybody
trusts	VBZ	trust
their	PP$	their
postman	NN	postman
.	SENT	.
And	CC	and
they	PP	they
belong	VBP	belong
on	IN	on
the	DT	the
sidewalks	NNS	sidewalk
,	,	,
and	CC	and
they	PP	they
'	POS	'
ll	NNS	<unknown>
use	VBP	use
it	PP	it
seriously	RB	seriously
.	SENT	.
"	''	"
He	PP	he
agreed	VBD	agree
.	SENT	.
We	PP	we
went	VBD	go
to	TO	to
a	DT	a
number	NN	number
of	IN	of
police	NN	police
departments	NNS	department
that	WDT	that
want	VBP	want
their	PP$	their
police	NN	police
officers	NNS	officer
back	RB	back
in	IN	in
the	DT	the
neighborhood	NN	neighborhood
on	IN	on
the	DT	the
beat	NN	beat
,	,	,
carrying	VBG	carry
70	CD	@card@
pounds	NNS	pound
of	IN	of
stuff	NN	stuff
.	SENT	.
They	PP	they
love	VBP	love
it	PP	it
.	SENT	.
And	CC	and
I	PP	I
can	MD	can
'	''	'
t	NN	t
believe	VBP	believe
a	DT	a
policeman	NN	policeman
is	VBZ	be
going	VBG	go
to	TO	to
give	VB	give
themselves	PP	themselves
a	DT	a
ticket	NN	ticket
.	SENT	.
So	IN	so
we	PP	we
'	POS	'
ve	RB	<unknown>
been	VBN	be
working	VBG	work
really	RB	really
,	,	,
really	RB	really
hard	JJ	hard
,	,	,
but	CC	but
we	PP	we
knew	VBD	know
that	IN	that
the	DT	the
technology	NN	technology
would	MD	would
not	RB	not
be	VB	be
as	RB	as
hard	JJ	hard
to	TO	to
develop	VB	develop
as	IN	as
an	DT	an
attitude	NN	attitude
about	IN	about
what	WP	what
'	POS	'
s	NNS	<unknown>
important	JJ	important
,	,	,
and	CC	and
how	WRB	how
to	TO	to
apply	VB	apply
the	DT	the
technology	NN	technology
.	SENT	.
We	PP	we
went	VBD	go
out	RP	out
and	CC	and
we	PP	we
found	VBD	find
some	DT	some
visionary	JJ	visionary
people	NNS	people
with	IN	with
enough	JJ	enough
money	NN	money
to	TO	to
let	VB	let
us	PP	us
design	VB	design
and	CC	and
build	VB	build
these	DT	these
things	NNS	thing
,	,	,
and	CC	and
in	IN	in
hopefully	RB	hopefully
enough	JJ	enough
time	NN	time
to	TO	to
get	VB	get
them	PP	them
accepted	VBD	accept
.	SENT	.
So	RB	so
,	,	,
I	PP	I
'	POS	'
m	NN	m
happy	JJ	happy
,	,	,
really	RB	really
,	,	,
I	PP	I
am	VBP	be
happy	JJ	happy
to	TO	to
talk	VB	talk
about	IN	about
this	DT	this
technology	NN	technology
as	RB	as
much	RB	much
as	IN	as
you	PP	you
want	VBP	want
.	SENT	.
And	CC	and
yes	UH	yes
,	,	,
it	PP	it
'	POS	'
s	NN	S
really	RB	really
fun	NN	fun
,	,	,
and	CC	and
yes	UH	yes
,	,	,
you	PP	you
should	MD	should
all	RB	all
go	VB	go
out	RP	out
and	CC	and
try	VB	try
it	PP	it
.	SENT	.
But	CC	but
if	IN	if
I	PP	I
could	MD	could
ask	VB	ask
you	PP	you
to	TO	to
do	VB	do
one	CD	one
thing	NN	thing
,	,	,
it	PP	it
'	POS	'
s	NN	S
not	RB	not
to	TO	to
think	VB	think
about	IN	about
it	PP	it
as	IN	as
a	DT	a
piece	NN	piece
of	IN	of
technology	NN	technology
,	,	,
but	CC	but
just	RB	just
imagine	VB	imagine
that	IN	that
,	,	,
although	IN	although
we	PP	we
all	RB	all
understand	VBP	understand
somehow	RB	somehow
that	IN	that
it	PP	it
'	POS	'
s	NN	S
reasonable	JJ	reasonable
that	IN	that
we	PP	we
use	VBP	use
our	PP$	our
4	CD	@card@
,	,	,
000-pound	JJ	<unknown>
machine	NN	machine
,	,	,
which	WDT	which
can	MD	can
go	VB	go
60	CD	@card@
miles	NNS	mile
an	DT	an
hour	NN	hour
,	,	,
that	WDT	that
can	MD	can
bring	VB	bring
you	PP	you
everywhere	RB	everywhere
you	PP	you
want	VBP	want
to	TO	to
go	VB	go
,	,	,
and	CC	and
somehow	RB	somehow
it	PP	it
'	POS	'
s	NNS	<unknown>
also	RB	also
what	WP	what
we	PP	we
used	VBD	use
for	IN	for
the	DT	the
last	JJ	last
mile	NN	mile
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NNS	<unknown>
broken	VBN	break
,	,	,
and	CC	and
it	PP	it
doesn	NP	<unknown>
'	POS	'
t	NN	t
work	NN	work
.	SENT	.
One	CD	one
of	IN	of
the	DT	the
more	JJR	more
exciting	JJ	exciting
things	NNS	thing
that	WDT	that
occurred	VBD	occur
to	TO	to
us	PP	us
about	IN	about
why	WRB	why
it	PP	it
might	MD	might
get	VB	get
accepted	VBN	accept
,	,	,
happened	VBD	happen
out	RP	out
here	RB	here
in	IN	in
California	NP	California
.	SENT	.
A	DT	a
few	JJ	few
weeks	NNS	week
ago	RB	ago
,	,	,
after	IN	after
we	PP	we
launched	VBD	launch
it	PP	it
,	,	,
we	PP	we
were	VBD	be
here	RB	here
with	IN	with
a	DT	a
news	NN	news
crew	NN	crew
on	IN	on
Venice	NP	Venice
Beach	NP	Beach
,	,	,
zipping	VBG	zip
up	RB	up
and	CC	and
back	RB	back
,	,	,
and	CC	and
he	PP	he
'	POS	'
s	NNS	<unknown>
marveling	VBG	marvel
at	IN	at
the	DT	the
technology	NN	technology
,	,	,
and	CC	and
meanwhile	RB	meanwhile
bicycles	NNS	bicycle
are	VBP	be
zipping	VBG	zip
by	IN	by
,	,	,
and	CC	and
skateboarders	NNS	skateboarder
are	VBP	be
zipping	VBG	zip
by	IN	by
,	,	,
and	CC	and
a	DT	a
little	JJ	little
old	JJ	old
lady	NN	lady
—	:	-
I	PP	I
mean	VBP	mean
,	,	,
if	IN	if
you	PP	you
looked	VBD	look
in	IN	in
the	DT	the
dictionary	NN	dictionary
,	,	,
a	DT	a
little	JJ	little
old	JJ	old
lady	NN	lady
—	:	-
came	VBD	come
by	IN	by
me	PP	me
—	:	-
and	CC	and
now	RB	now
that	IN	that
I	NP	I
'	POS	'
m	NN	m
on	IN	on
this	DT	this
,	,	,
I	PP	I
'	POS	'
m	NN	m
the	DT	the
height	NN	height
of	IN	of
a	DT	a
normal	JJ	normal
adult	NN	adult
now	RB	now
—	:	-
and	CC	and
she	PP	she
just	RB	just
stops	VBZ	stop
,	,	,
and	CC	and
the	DT	the
camera	NN	camera
is	VBZ	be
there	RB	there
,	,	,
and	CC	and
she	PP	she
looks	VBZ	look
up	RP	up
at	IN	at
me	PP	me
and	CC	and
says	VBZ	say
,	,	,
"	``	"
Can	MD	can
I	PP	I
try	VB	try
that	DT	that
?	SENT	?
"	''	"
And	CC	and
what	WP	what
was	VBD	be
I	PP	I
—	:	-
you	PP	you
know	VBP	know
,	,	,
how	WRB	how
are	VBP	be
you	PP	you
going	VBG	go
to	TO	to
say	VB	say
anything	NN	anything
?	SENT	?
And	CC	and
so	RB	so
I	PP	I
said	VBD	say
,	,	,
"	``	"
Sure	JJ	sure
.	SENT	.
"	``	"
So	RB	so
I	PP	I
get	VBP	get
off	RP	off
,	,	,
and	CC	and
she	PP	she
gets	VBZ	get
on	RP	on
,	,	,
and	CC	and
with	IN	with
a	DT	a
little	JJ	little
bit	NN	bit
of	IN	of
the	DT	the
usual	NN	usual
,	,	,
ah	UH	ah
,	,	,
then	RB	then
she	PP	she
turns	VBZ	turn
around	RP	around
,	,	,
and	CC	and
she	PP	she
goes	VBZ	go
about	RB	about
20	CD	@card@
feet	NNS	foot
,	,	,
and	CC	and
she	PP	she
turns	VBZ	turn
back	RB	back
around	RB	around
,	,	,
and	CC	and
she	PP	she
'	POS	'
s	NN	S
all	RB	all
smiles	VBZ	smile
.	SENT	.
And	CC	and
she	PP	she
comes	VBZ	come
back	RB	back
to	TO	to
me	PP	me
and	CC	and
she	PP	she
stops	VBZ	stop
,	,	,
and	CC	and
she	PP	she
says	VBZ	say
,	,	,
"	``	"
Finally	RB	finally
,	,	,
they	PP	they
made	VBD	make
something	NN	something
for	IN	for
us	PP	us
.	SENT	.
"	''	"
And	CC	and
the	DT	the
camera	NN	camera
is	VBZ	be
looking	VBG	look
down	RP	down
at	IN	at
her	PP	her
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
thinking	NN	thinking
,	,	,
"	''	"
Wow	NN	wow
,	,	,
that	WDT	that
was	VBD	be
great	JJ	great
—	:	-
—	:	-
please	VB	please
lady	NN	lady
,	,	,
don	NN	don
'	POS	'
t	NN	t
say	VBP	say
another	DT	another
word	NN	word
.	SENT	.
"	''	"
And	CC	and
the	DT	the
camera	NN	camera
is	VBZ	be
down	RB	down
at	IN	at
her	PP	her
,	,	,
and	CC	and
this	DT	this
guy	NN	guy
has	VBZ	have
to	TO	to
put	VB	put
the	DT	the
microphone	NN	microphone
in	IN	in
her	PP$	her
face	NN	face
,	,	,
said	VBD	say
,	,	,
"	``	"
What	WP	what
do	VBP	do
you	PP	you
mean	VB	mean
by	IN	by
that	DT	that
?	SENT	?
"	``	"
And	CC	and
I	PP	I
figured	VBD	figure
,	,	,
"	``	"
It	PP	it
'	POS	'
s	NN	S
all	RB	all
over	IN	over
now	RB	now
,	,	,
"	``	"
and	CC	and
she	PP	she
looks	VBZ	look
up	RP	up
and	CC	and
she	PP	she
says	VBZ	say
,	,	,
"	``	"
Well	UH	well
,	,	,
"	''	"
she	PP	she
'	POS	'
s	NN	S
still	RB	still
watching	VBG	watch
these	DT	these
guys	NNS	guy
go	VBP	go
;	:	;
she	PP	she
says	VBZ	say
,	,	,
"	``	"
I	PP	I
can	MD	can
'	''	'
t	NN	t
ride	VB	ride
a	DT	a
bike	NN	bike
,	,	,
"	``	"
no	UH	no
,	,	,
she	PP	she
says	VBZ	say
,	,	,
"	``	"
I	PP	I
can	MD	can
'	''	'
t	NN	t
use	VB	use
a	DT	a
skateboard	NN	skateboard
,	,	,
and	CC	and
I	PP	I
'	POS	'
ve	NN	ve
never	RB	never
used	VBN	use
roller	NN	roller
blades	NNS	blade
,	,	,
"	''	"
she	PP	she
knew	VBD	know
them	PP	them
by	IN	by
name	NN	name
;	:	;
she	PP	she
says	VBZ	say
,	,	,
"	``	"
And	CC	and
it	PP	it
'	POS	'
s	RB	<unknown>
been	VBN	be
50	CD	@card@
years	NNS	year
since	IN	since
I	PP	I
rode	VBD	ride
a	DT	a
bicycle	NN	bicycle
.	SENT	.
"	``	"
Then	RB	then
she	PP	she
looks	VBZ	look
up	RP	up
,	,	,
she	PP	she
'	POS	'
s	NNS	<unknown>
looking	VBG	look
up	RP	up
,	,	,
and	CC	and
she	PP	she
says	VBZ	say
,	,	,
"	``	"
And	CC	and
I	PP	I
'	POS	'
m	NN	m
81	CD	@card@
years	NNS	year
old	JJ	old
,	,	,
and	CC	and
I	PP	I
don	VBP	don
'	''	'
t	NN	t
drive	VB	drive
a	DT	a
car	NN	car
anymore	RB	anymore
.	SENT	.
I	PP	I
still	RB	still
have	VB	have
to	TO	to
get	VB	get
to	TO	to
the	DT	the
store	NN	store
,	,	,
and	CC	and
I	PP	I
can	MD	can
'	''	'
t	NN	t
carry	VB	carry
a	DT	a
lot	NN	lot
of	IN	of
things	NNS	thing
.	SENT	.
"	``	"
And	CC	and
it	PP	it
suddenly	RB	suddenly
occurred	VBD	occur
to	TO	to
me	PP	me
,	,	,
that	IN	that
among	IN	among
my	PP$	my
many	JJ	many
fears	NNS	fear
,	,	,
were	VBD	be
not	RB	not
just	RB	just
that	IN	that
the	DT	the
bureaucracy	NN	bureaucracy
and	CC	and
the	DT	the
regulators	NNS	regulator
and	CC	and
the	DT	the
legislators	NNS	legislator
might	MD	might
not	RB	not
get	VB	get
it	PP	it
—	:	-
it	PP	it
was	VBD	be
that	IN	that
,	,	,
fundamentally	RB	fundamentally
,	,	,
you	PP	you
believe	VBP	believe
there	EX	there
'	''	'
s	NN	S
pressure	NN	pressure
among	IN	among
the	DT	the
people	NNS	people
not	RB	not
to	TO	to
invade	VB	invade
the	DT	the
most	RBS	most
precious	JJ	precious
little	JJ	little
bit	NN	bit
of	IN	of
space	NN	space
left	NN	left
,	,	,
the	DT	the
sidewalks	NNS	sidewalk
in	IN	in
these	DT	these
cities	NNS	city
.	SENT	.
When	WRB	when
you	PP	you
look	VBP	look
at	IN	at
the	DT	the
36	CD	@card@
inches	NNS	inch
of	IN	of
legal	JJ	legal
requirement	NN	requirement
for	IN	for
sidewalk	NN	sidewalk
,	,	,
then	RB	then
the	DT	the
eight	CD	eight
foot	NN	foot
for	IN	for
the	DT	the
parked	VBN	park
car	NN	car
,	,	,
then	RB	then
the	DT	the
three	CD	three
lanes	NNS	lane
,	,	,
and	CC	and
then	RB	then
the	DT	the
other	JJ	other
eight	CD	eight
feet	NNS	foot
—	:	-
it	PP	it
'	POS	'
s	NN	S
—	:	-
that	DT	that
little	JJ	little
piece	NN	piece
is	VBZ	be
all	PDT	all
that	DT	that
'	''	'
s	NNS	<unknown>
there	RB	there
.	SENT	.
But	CC	but
she	PP	she
looks	VBZ	look
up	RB	up
and	CC	and
says	VBZ	say
this	DT	this
,	,	,
and	CC	and
it	PP	it
occurs	VBZ	occur
to	TO	to
me	PP	me
,	,	,
well	RB	well
,	,	,
kids	NNS	kid
aren	NNS	<unknown>
'	POS	'
t	NN	t
going	VBG	go
to	TO	to
mind	VB	mind
these	DT	these
things	NNS	thing
,	,	,
and	CC	and
they	PP	they
don	NN	don
'	POS	'
t	NN	t
vote	NN	vote
,	,	,
and	CC	and
business	NN	business
people	NNS	people
and	CC	and
then	RB	then
young	JJ	young
adults	NNS	adult
aren	NNS	<unknown>
'	POS	'
t	NN	t
going	VBG	go
to	TO	to
mind	VB	mind
these	DT	these
things	NNS	thing
—	:	-
they	PP	they
'	POS	'
re	NN	re
pretty	RB	pretty
cool	JJ	cool
—	:	-
so	RB	so
I	PP	I
guess	VBP	guess
subliminally	RB	subliminally
I	PP	I
was	VBD	be
worried	VBN	worry
that	IN	that
it	PP	it
'	POS	'
s	NN	S
the	DT	the
older	JJR	old
population	NN	population
that	RB	that
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
worry	VB	worry
.	SENT	.
So	CC	so
,	,	,
having	VBG	have
seen	VBN	see
this	DT	this
,	,	,
and	CC	and
having	VBG	have
worried	VBN	worry
about	IN	about
it	PP	it
for	IN	for
eight	CD	eight
years	NNS	year
,	,	,
the	DT	the
first	JJ	first
thing	NN	thing
I	PP	I
do	VBP	do
is	VBZ	be
pick	VB	pick
up	RP	up
my	PP$	my
phone	NN	phone
and	CC	and
ask	VB	ask
our	PP$	our
marketing	NN	marketing
and	CC	and
regulatory	JJ	regulatory
guys	NNS	guy
,	,	,
call	VBP	call
AARP	NP	AARP
,	,	,
get	VBP	get
an	DT	an
appointment	NN	appointment
right	RB	right
away	RB	away
.	SENT	.
We	PP	we
'	POS	'
ve	NN	ve
got	VBD	get
to	TO	to
show	VB	show
them	PP	them
this	DT	this
thing	NN	thing
.	SENT	.
And	CC	and
they	PP	they
took	VBD	take
it	PP	it
to	TO	to
Washington	NP	Washington
;	:	;
they	PP	they
showed	VBD	show
them	PP	them
;	:	;
and	CC	and
they	PP	they
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
be	VB	be
involved	VBN	involve
now	RB	now
,	,	,
watching	VBG	watch
how	WRB	how
these	DT	these
things	NNS	thing
get	VBP	get
absorbed	VBN	absorb
in	IN	in
a	DT	a
number	NN	number
of	IN	of
cities	NNS	city
,	,	,
like	IN	like
Atlanta	NP	Atlanta
,	,	,
where	WRB	where
we	PP	we
'	POS	'
re	NN	re
doing	VBG	do
trials	NNS	trial
to	TO	to
see	VB	see
if	IN	if
it	PP	it
really	RB	really
can	MD	can
,	,	,
in	IN	in
fact	NN	fact
,	,	,
help	VB	help
re-energize	VB	re-energize
their	PP$	their
downtown	NN	downtown
.	SENT	.
The	DT	the
bottom	JJ	bottom
line	NN	line
is	VBZ	be
,	,	,
whether	IN	whether
you	PP	you
believe	VBP	believe
the	DT	the
United	NP	United
Nations	NPS	Nations
,	,	,
or	CC	or
any	DT	any
of	IN	of
the	DT	the
other	JJ	other
think	NN	think
tanks	NNS	tank
—	:	-
in	IN	in
the	DT	the
next	JJ	next
20	CD	@card@
years	NNS	year
,	,	,
all	DT	all
human	JJ	human
population	NN	population
growth	NN	growth
on	IN	on
this	DT	this
planet	NN	planet
will	MD	will
be	VB	be
in	IN	in
cities	NNS	city
.	SENT	.
In	IN	in
Asia	NP	Asia
alone	RB	alone
,	,	,
it	PP	it
will	MD	will
be	VB	be
over	IN	over
a	DT	a
billion	NN	billion
people	NNS	people
.	SENT	.
They	PP	they
learned	VBD	learn
to	TO	to
start	VB	start
with	IN	with
cell	NN	cell
phones	NNS	phone
.	SENT	.
They	PP	they
didn	NNS	<unknown>
'	''	'
t	NN	t
have	VBP	have
to	TO	to
take	VB	take
the	DT	the
100-year	JJ	<unknown>
trip	NN	trip
we	PP	we
took	VBD	take
.	SENT	.
They	PP	they
start	VBP	start
at	IN	at
the	DT	the
top	NN	top
of	IN	of
the	DT	the
technology	NN	technology
food	NN	food
chain	NN	chain
.	SENT	.
We	PP	we
'	POS	'
ve	NN	ve
got	VBD	get
to	TO	to
start	VB	start
building	NN	building
cities	NNS	city
and	CC	and
human	JJ	human
environments	NNS	environment
where	WRB	where
a	DT	a
150-pound	JJ	<unknown>
person	NN	person
can	MD	can
go	VB	go
a	DT	a
couple	NN	couple
of	IN	of
miles	NNS	mile
in	IN	in
a	DT	a
dense	JJ	dense
,	,	,
rich	JJ	rich
,	,	,
green-space	NN	green-space
environment	NN	environment
,	,	,
without	IN	without
being	VBG	be
in	IN	in
a	DT	a
4	CD	@card@
,	,	,
000-pound	JJ	<unknown>
machine	NN	machine
to	TO	to
do	VB	do
it	PP	it
.	SENT	.
Cars	NNS	car
were	VBD	be
not	RB	not
meant	VBN	mean
for	IN	for
parallel	JJ	parallel
parking	NN	parking
;	:	;
they	PP	they
'	POS	'
re	NN	re
wonderful	JJ	wonderful
machines	NNS	machine
to	TO	to
go	VB	go
between	IN	between
cities	NNS	city
,	,	,
but	CC	but
just	RB	just
think	VBP	think
about	IN	about
it	PP	it
:	:	:
we	PP	we
'	POS	'
ve	NN	ve
solved	VBD	solve
all	PDT	all
the	DT	the
long-range	JJ	long-range
,	,	,
high-speed	JJ	high-speed
problems	NNS	problem
.	SENT	.
The	DT	the
Greeks	NPS	Greeks
went	VBD	go
from	IN	from
the	DT	the
theater	NN	theater
of	IN	of
Dionysus	NP	Dionysus
to	TO	to
the	DT	the
Parthenon	NP	Parthenon
in	IN	in
their	PP$	their
sandals	NNS	sandal
.	SENT	.
You	PP	you
do	VBP	do
it	PP	it
in	IN	in
your	PP$	your
sneakers	NN	sneakers
.	SENT	.
Not	RB	not
much	RB	much
has	VBZ	have
changed	VBN	change
.	SENT	.
If	IN	if
this	DT	this
thing	NN	thing
goes	VBZ	go
only	RB	only
three	CD	three
times	NNS	time
as	RB	as
fast	RB	fast
as	IN	as
walking	NN	walking
—	:	-
three	CD	three
times	NNS	time
—	:	-
a	DT	a
30-minute	JJ	30-minute
walk	NN	walk
becomes	VBZ	become
10	CD	@card@
minutes	NNS	minute
.	SENT	.
Your	PP$	your
choice	NN	choice
,	,	,
when	WRB	when
living	VBG	live
in	IN	in
a	DT	a
city	NN	city
,	,	,
if	IN	if
it	PP	it
'	POS	'
s	NN	S
now	RB	now
10	CD	@card@
minutes	NNS	minute
—	:	-
because	IN	because
at	IN	at
30	CD	@card@
minutes	NNS	minute
you	PP	you
want	VBP	want
an	DT	an
alternative	NN	alternative
,	,	,
whether	IN	whether
it	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
bus	NN	bus
,	,	,
a	DT	a
train	NN	train
—	:	-
we	PP	we
'	POS	'
ve	NN	ve
got	VBD	get
to	TO	to
build	VB	build
an	DT	an
infrastructure	NN	infrastructure
—	:	-
a	DT	a
light	JJ	light
rail	NN	rail
—	:	-
or	CC	or
you	PP	you
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
keep	VB	keep
parking	VBG	park
those	DT	those
cars	NNS	car
.	SENT	.
But	CC	but
if	IN	if
you	PP	you
could	MD	could
put	VB	put
a	DT	a
pin	NN	pin
in	IN	in
most	JJS	most
cities	NNS	city
,	,	,
and	CC	and
imagine	VB	imagine
how	WRB	how
far	RB	far
you	PP	you
could	MD	could
,	,	,
if	IN	if
you	PP	you
had	VBD	have
the	DT	the
time	NN	time
,	,	,
walk	NN	walk
in	IN	in
one	CD	one
half-hour	NN	half-hour
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
the	DT	the
city	NN	city
.	SENT	.
If	IN	if
you	PP	you
could	MD	could
make	VB	make
it	PP	it
fun	NN	fun
,	,	,
and	CC	and
make	VB	make
it	PP	it
eight	CD	eight
or	CC	or
10	CD	@card@
minutes	NNS	minute
,	,	,
you	PP	you
can	MD	can
'	''	'
t	NN	t
find	VB	find
your	PP$	your
car	NN	car
,	,	,
un-park	NP	<unknown>
your	PP$	your
car	NN	car
,	,	,
move	VB	move
your	PP$	your
car	NN	car
,	,	,
re-park	VBP	<unknown>
your	PP$	your
car	NN	car
and	CC	and
go	VB	go
somewhere	RB	somewhere
;	:	;
you	PP	you
can	MD	can
'	''	'
t	NN	t
get	VB	get
to	TO	to
a	DT	a
cab	NN	cab
or	CC	or
a	DT	a
subway	NN	subway
.	SENT	.
We	PP	we
could	MD	could
change	VB	change
the	DT	the
way	NN	way
people	NNS	people
allocate	VBP	allocate
their	PP$	their
resources	NNS	resource
,	,	,
the	DT	the
way	NN	way
this	DT	this
planet	NN	planet
uses	VBZ	use
its	PP$	its
energy	NN	energy
,	,	,
make	VB	make
it	PP	it
more	JJR	more
fun	NN	fun
.	SENT	.
And	CC	and
we	PP	we
'	POS	'
re	NN	re
hoping	VBG	hope
to	TO	to
some	DT	some
extent	NN	extent
history	NN	history
will	MD	will
say	VB	say
we	PP	we
were	VBD	be
right	JJ	right
.	SENT	.
That	IN	that
'	POS	'
s	JJ	<unknown>
Segway	NP	<unknown>
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
Stirling	NP	Stirling
cycle	NN	cycle
engine	NN	engine
;	:	;
this	DT	this
had	VBD	have
been	VBN	be
confused	VBN	confuse
by	IN	by
a	DT	a
lot	NN	lot
of	IN	of
things	NNS	thing
we	PP	we
'	''	'
re	IN	re
doing	VBG	do
.	SENT	.
This	DT	this
little	JJ	little
beast	NN	beast
,	,	,
right	RB	right
now	RB	now
,	,	,
is	VBZ	be
producing	VBG	produce
a	DT	a
few	JJ	few
hundred	CD	hundred
watts	NNS	watt
of	IN	of
electricity	NN	electricity
.	SENT	.
Yes	UH	yes
,	,	,
it	PP	it
could	MD	could
be	VB	be
attached	VBN	attach
to	TO	to
this	DT	this
,	,	,
and	CC	and
yes	UH	yes
,	,	,
on	IN	on
a	DT	a
kilogram	NN	kilogram
of	IN	of
propane	NN	propane
,	,	,
you	PP	you
could	MD	could
drive	VB	drive
from	IN	from
New	NP	New
York	NP	York
to	TO	to
Boston	NP	Boston
if	IN	if
you	PP	you
so	RB	so
choose	VBP	choose
.	SENT	.
Perhaps	RB	perhaps
more	RBR	more
interesting	JJ	interesting
about	IN	about
this	DT	this
little	JJ	little
engine	NN	engine
is	VBZ	be
it	PP	it
'	POS	'
ll	NNS	<unknown>
burn	VBP	burn
any	DT	any
fuel	NN	fuel
,	,	,
because	IN	because
some	DT	some
of	IN	of
you	PP	you
might	MD	might
be	VB	be
skeptical	JJ	skeptical
about	IN	about
the	DT	the
capability	NN	capability
of	IN	of
this	DT	this
to	TO	to
have	VB	have
an	DT	an
impact	NN	impact
,	,	,
where	WRB	where
most	JJS	most
of	IN	of
the	DT	the
world	NN	world
you	PP	you
can	MD	can
'	''	'
t	NN	t
simply	RB	simply
plug	VBP	plug
into	IN	into
your	PP$	your
120-volt	NP	<unknown>
outlet	NN	outlet
.	SENT	.
We	PP	we
'	POS	'
ve	RB	<unknown>
been	VBN	be
working	VBG	work
on	IN	on
this	DT	this
,	,	,
actually	RB	actually
,	,	,
as	IN	as
an	DT	an
alternative	JJ	alternative
energy	NN	energy
source	NN	source
,	,	,
starting	VBG	start
way	NN	way
back	RB	back
with	IN	with
Johnson	NP	Johnson
&	CC	&
Johnson	NP	Johnson
,	,	,
to	TO	to
run	VB	run
an	DT	an
iBOT	NN	<unknown>
,	,	,
because	IN	because
the	DT	the
best	JJS	good
batteries	NNS	battery
you	PP	you
could	MD	could
get	VB	get
—	:	-
10	CD	@card@
watt-hours	NNS	watt-hour
per	IN	per
kilogram	NN	kilogram
in	IN	in
lead	NN	lead
,	,	,
20	CD	@card@
watt-hours	NNS	watt-hour
