Well	RB	well
We	PP	we
'	POS	'
ve	RB	<unknown>
been	VBN	be
disconnected	VBN	disconnect
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
interesting	JJ	interesting
to	TO	to
me	PP	me
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
looking	VBG	look
at	IN	at
some	DT	some
very	RB	very
interesting	JJ	interesting
developments	NNS	development
in	IN	in
our	PP$	our
work	NN	work
.	SENT	.
My	PP$	my
state	NN	state
of	IN	of
Alabama	NP	Alabama
,	,	,
like	IN	like
a	DT	a
number	NN	number
of	IN	of
states	NNS	state
,	,	,
actually	RB	actually
permanently	RB	permanently
disenfranchises	VBZ	disenfranchise
you	PP	you
if	IN	if
you	PP	you
have	VBP	have
a	DT	a
criminal	JJ	criminal
conviction	NN	conviction
.	SENT	.
Right	RB	right
now	RB	now
in	IN	in
Alabama	NP	Alabama
34	CD	@card@
percent	NN	percent
of	IN	of
the	DT	the
black	JJ	black
male	JJ	male
population	NN	population
has	VBZ	have
permanently	RB	permanently
lost	VBN	lose
the	DT	the
right	NN	right
to	TO	to
vote	VB	vote
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
actually	RB	actually
projecting	VBG	project
in	IN	in
another	DT	another
10	CD	@card@
years	NNS	year
the	DT	the
level	NN	level
of	IN	of
disenfranchisement	NN	disenfranchisement
will	MD	will
be	VB	be
as	RB	as
high	JJ	high
as	IN	as
it	PP	it
'	POS	'
s	RB	<unknown>
been	VBN	be
since	RB	since
prior	JJ	prior
to	TO	to
the	DT	the
passage	NN	passage
of	IN	of
the	DT	the
Voting	NP	Voting
Rights	NPS	Rights
Act	NP	Act
.	SENT	.
And	CC	and
there	EX	there
is	VBZ	be
this	DT	this
stunning	JJ	stunning
silence	NN	silence
.	SENT	.
I	PP	I
represent	VBP	represent
children	NNS	child
.	SENT	.
A	DT	a
lot	NN	lot
of	IN	of
my	PP$	my
clients	NNS	client
are	VBP	be
very	RB	very
young	JJ	young
.	SENT	.
The	DT	the
United	NP	United
States	NPS	States
is	VBZ	be
the	DT	the
only	JJ	only
country	NN	country
in	IN	in
the	DT	the
world	NN	world
where	WRB	where
we	PP	we
sentence	VBP	sentence
13-year-old	JJ	13-year-old
children	NNS	child
to	TO	to
die	VB	die
in	IN	in
prison	NN	prison
.	SENT	.
We	PP	we
have	VBP	have
life	NN	life
imprisonment	NN	imprisonment
without	IN	without
parole	NN	parole
for	IN	for
kids	NNS	kid
in	IN	in
this	DT	this
country	NN	country
.	SENT	.
And	CC	and
we	PP	we
'	POS	'
re	NN	re
actually	RB	actually
doing	VBG	do
some	DT	some
litigation	NN	litigation
.	SENT	.
The	DT	the
only	JJ	only
country	NN	country
in	IN	in
the	DT	the
world	NN	world
.	SENT	.
I	PP	I
represent	VBP	represent
people	NNS	people
on	IN	on
death	NN	death
row	NN	row
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
interesting	JJ	interesting
,	,	,
this	DT	this
question	NN	question
of	IN	of
the	DT	the
death	NN	death
penalty	NN	penalty
.	SENT	.
In	IN	in
many	JJ	many
ways	NNS	way
,	,	,
we	PP	we
'	POS	'
ve	RB	<unknown>
been	VBN	be
taught	VBN	teach
to	TO	to
think	VB	think
that	IN	that
the	DT	the
real	JJ	real
question	NN	question
is	VBZ	be
,	,	,
do	VBP	do
people	NNS	people
deserve	VBP	deserve
to	TO	to
die	VB	die
for	IN	for
the	DT	the
crimes	NNS	crime
they	PP	they
'	POS	'
ve	NN	ve
committed	VBD	commit
?	SENT	?
And	CC	and
that	WDT	that
'	POS	'
s	NN	S
a	DT	a
very	RB	very
sensible	JJ	sensible
question	NN	question
.	SENT	.
But	CC	but
there	EX	there
'	''	'
s	VBG	<unknown>
another	DT	another
way	NN	way
of	IN	of
thinking	VBG	think
about	RB	about
where	WRB	where
we	PP	we
are	VBP	be
in	IN	in
our	PP$	our
identity	NN	identity
.	SENT	.
The	DT	the
other	JJ	other
way	NN	way
of	IN	of
thinking	VBG	think
about	IN	about
it	PP	it
is	VBZ	be
not	RB	not
,	,	,
do	VBP	do
people	NNS	people
deserve	VBP	deserve
to	TO	to
die	VB	die
for	IN	for
the	DT	the
crimes	NNS	crime
they	PP	they
commit	VBP	commit
,	,	,
but	CC	but
do	VBP	do
we	PP	we
deserve	VBP	deserve
to	TO	to
kill	VB	kill
?	SENT	?
I	PP	I
mean	VBP	mean
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
fascinating	JJ	fascinating
.	SENT	.
Death	NN	death
penalty	NN	penalty
in	IN	in
America	NP	America
is	VBZ	be
defined	VBN	define
by	IN	by
error	NN	error
.	SENT	.
For	IN	for
every	DT	every
nine	CD	nine
people	NNS	people
who	WP	who
have	VBP	have
been	VBN	be
executed	VBN	execute
,	,	,
we	PP	we
'	POS	'
ve	NN	ve
actually	RB	actually
identified	VBD	identify
one	CD	one
innocent	JJ	innocent
person	NN	person
who	WP	who
'	POS	'
s	RB	<unknown>
been	VBN	be
exonerated	VBN	exonerate
and	CC	and
released	VBN	release
from	IN	from
death	NN	death
row	NN	row
.	SENT	.
A	DT	a
kind	NN	kind
of	IN	of
astonishing	JJ	astonishing
error	NN	error
rate	NN	rate
—	:	-
one	CD	one
out	NN	out
of	IN	of
nine	CD	nine
people	NNS	people
innocent	JJ	innocent
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
fascinating	JJ	fascinating
.	SENT	.
In	IN	in
aviation	NN	aviation
,	,	,
we	PP	we
would	MD	would
never	RB	never
let	VB	let
people	NNS	people
fly	VB	fly
on	IN	on
airplanes	NNS	airplane
if	IN	if
for	IN	for
every	DT	every
nine	CD	nine
planes	NNS	plane
that	WDT	that
took	VBD	take
off	RP	off
one	CD	one
would	MD	would
crash	VB	crash
.	SENT	.
But	CC	but
somehow	RB	somehow
we	PP	we
can	MD	can
insulate	VB	insulate
ourselves	PP	ourselves
from	IN	from
this	DT	this
problem	NN	problem
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
not	RB	not
our	PP$	our
problem	NN	problem
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
not	RB	not
our	PP$	our
burden	NN	burden
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
not	RB	not
our	PP$	our
struggle	NN	struggle
.	SENT	.
I	PP	I
talk	VBP	talk
a	DT	a
lot	NN	lot
about	IN	about
these	DT	these
issues	NNS	issue
.	SENT	.
I	PP	I
talk	VBP	talk
about	IN	about
race	NN	race
and	CC	and
this	DT	this
question	NN	question
of	IN	of
whether	IN	whether
we	PP	we
deserve	VBP	deserve
to	TO	to
kill	VB	kill
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NNS	<unknown>
interesting	JJ	interesting
,	,	,
when	WRB	when
I	PP	I
teach	VBP	teach
my	PP$	my
students	NNS	student
about	IN	about
African-American	NP	African-American
history	NN	history
,	,	,
I	PP	I
tell	VBP	tell
them	PP	them
about	IN	about
slavery	NN	slavery
.	SENT	.
I	PP	I
tell	VBP	tell
them	PP	them
about	IN	about
terrorism	NN	terrorism
,	,	,
the	DT	the
era	NN	era
that	WDT	that
began	VBD	begin
at	IN	at
the	DT	the
end	NN	end
of	IN	of
reconstruction	NN	reconstruction
that	WDT	that
went	VBD	go
on	IN	on
to	TO	to
World	NP	World
War	NP	War
II	NP	II
.	SENT	.
We	PP	we
don	VBP	don
'	''	'
t	NN	t
really	RB	really
know	VBP	know
very	RB	very
much	RB	much
about	IN	about
it	PP	it
.	SENT	.
But	CC	but
for	IN	for
African-	JJ	<unknown>
Americans	NPS	Americans
in	IN	in
this	DT	this
country	NN	country
,	,	,
that	WDT	that
was	VBD	be
an	DT	an
era	NN	era
defined	VBN	define
by	IN	by
terror	NN	terror
.	SENT	.
In	IN	in
many	JJ	many
communities	NNS	community
,	,	,
people	NNS	people
had	VBD	have
to	TO	to
worry	VB	worry
about	IN	about
being	VBG	be
lynched	VBN	lynch
.	SENT	.
They	PP	they
had	VBD	have
to	TO	to
worry	VB	worry
about	IN	about
being	VBG	be
bombed	VBN	bomb
.	SENT	.
It	PP	it
was	VBD	be
the	DT	the
threat	NN	threat
of	IN	of
terror	NN	terror
that	WDT	that
shaped	VBD	shape
their	PP$	their
lives	NNS	life
.	SENT	.
And	CC	and
these	DT	these
older	JJR	old
people	NNS	people
come	VBP	come
up	RP	up
to	TO	to
me	PP	me
now	RB	now
and	CC	and
they	PP	they
say	VBP	say
,	,	,
"	``	"
Mr	NP	Mr
.	SENT	.
Stevenson	NP	Stevenson
,	,	,
you	PP	you
give	VBP	give
talks	NNS	talk
,	,	,
you	PP	you
make	VBP	make
speeches	NNS	speech
,	,	,
you	PP	you
tell	VBP	tell
people	NNS	people
to	TO	to
stop	VB	stop
saying	VBG	say
we	PP	we
'	POS	'
re	NN	re
dealing	VBG	deal
with	IN	with
terrorism	NN	terrorism
for	IN	for
the	DT	the
first	JJ	first
time	NN	time
in	IN	in
our	PP$	our
nation	NN	nation
'	POS	'
s	JJ	<unknown>
history	NN	history
after	IN	after
9	CD	@card@
/	SYM	/
11	CD	@card@
.	SENT	.
"	``	"
They	PP	they
tell	VBP	tell
me	PP	me
to	TO	to
say	VB	say
,	,	,
"	``	"
No	UH	no
,	,	,
tell	VB	tell
them	PP	them
that	IN	that
we	PP	we
grew	VBD	grow
up	RP	up
with	IN	with
that	DT	that
.	SENT	.
"	''	"
And	CC	and
that	DT	that
era	NN	era
of	IN	of
terrorism	NN	terrorism
,	,	,
of	IN	of
course	NN	course
,	,	,
was	VBD	be
followed	VBN	follow
by	IN	by
segregation	NN	segregation
and	CC	and
decades	NNS	decade
of	IN	of
racial	JJ	racial
subordination	NN	subordination
and	CC	and
apartheid	NN	apartheid
.	SENT	.
And	CC	and
yet	RB	yet
,	,	,
we	PP	we
have	VBP	have
in	IN	in
this	DT	this
country	NN	country
this	DT	this
dynamic	NN	dynamic
where	WRB	where
we	PP	we
really	RB	really
don	VBP	don
'	POS	'
t	NN	t
like	VBP	like
to	TO	to
talk	VB	talk
about	IN	about
our	PP$	our
problems	NNS	problem
.	SENT	.
We	PP	we
don	VBP	don
'	''	'
t	NN	t
like	VBP	like
to	TO	to
talk	VB	talk
about	IN	about
our	PP$	our
history	NN	history
.	SENT	.
And	CC	and
because	IN	because
of	IN	of
that	DT	that
,	,	,
we	PP	we
really	RB	really
haven	NN	haven
'	POS	'
t	NN	t
understood	VBD	understand
what	WP	what
it	PP	it
'	POS	'
s	NN	S
meant	VBD	mean
to	TO	to
do	VB	do
the	DT	the
things	NNS	thing
we	PP	we
'	POS	'
ve	NNS	<unknown>
done	VBN	do
historically	RB	historically
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
constantly	RB	constantly
running	VBG	run
into	IN	into
each	DT	each
other	JJ	other
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
constantly	RB	constantly
creating	VBG	create
tensions	NNS	tension
and	CC	and
conflicts	NNS	conflict
.	SENT	.
We	PP	we
have	VBP	have
a	DT	a
hard	JJ	hard
time	NN	time
talking	VBG	talk
about	IN	about
race	NN	race
,	,	,
and	CC	and
I	PP	I
believe	VBP	believe
it	PP	it
'	''	'
s	NN	S
because	IN	because
we	PP	we
are	VBP	be
unwilling	JJ	unwilling
to	TO	to
commit	VB	commit
ourselves	PP	ourselves
to	TO	to
a	DT	a
process	NN	process
of	IN	of
truth	NN	truth
and	CC	and
reconciliation	NN	reconciliation
.	SENT	.
In	IN	in
South	NP	South
Africa	NP	Africa
,	,	,
people	NNS	people
understood	VBD	understand
that	IN	that
we	PP	we
couldn	NNS	<unknown>
'	POS	'
t	NN	t
overcome	VB	overcome
apartheid	NN	apartheid
without	IN	without
a	DT	a
commitment	NN	commitment
to	TO	to
truth	NN	truth
and	CC	and
reconciliation	NN	reconciliation
.	SENT	.
In	IN	in
Rwanda	NP	Rwanda
,	,	,
even	RB	even
after	IN	after
the	DT	the
genocide	NN	genocide
,	,	,
there	EX	there
was	VBD	be
this	DT	this
commitment	NN	commitment
,	,	,
but	CC	but
in	IN	in
this	DT	this
country	NN	country
we	PP	we
haven	VBP	haven
'	''	'
t	NN	t
done	VBN	do
that	RB	that
.	SENT	.
I	PP	I
was	VBD	be
giving	VBG	give
some	DT	some
lectures	NNS	lecture
in	IN	in
Germany	NP	Germany
about	IN	about
the	DT	the
death	NN	death
penalty	NN	penalty
.	SENT	.
It	PP	it
was	VBD	be
fascinating	JJ	fascinating
because	IN	because
one	CD	one
of	IN	of
the	DT	the
scholars	NNS	scholar
stood	VBD	stand
up	RP	up
after	IN	after
the	DT	the
presentation	NN	presentation
and	CC	and
said	VBD	say
,	,	,
"	``	"
Well	RB	well
you	PP	you
know	VBP	know
it	PP	it
'	''	'
s	NNS	<unknown>
deeply	RB	deeply
troubling	VBG	trouble
to	TO	to
hear	VB	hear
what	WP	what
you	PP	you
'	POS	'
re	NN	re
talking	VBG	talk
about	RB	about
.	SENT	.
"	''	"
He	PP	he
said	VBD	say
,	,	,
"	``	"
We	PP	we
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
the	DT	the
death	NN	death
penalty	NN	penalty
in	IN	in
Germany	NP	Germany
.	SENT	.
And	CC	and
of	IN	of
course	NN	course
,	,	,
we	PP	we
can	MD	can
never	RB	never
have	VB	have
the	DT	the
death	NN	death
penalty	NN	penalty
in	IN	in
Germany	NP	Germany
.	SENT	.
"	``	"
And	CC	and
the	DT	the
room	NN	room
got	VBD	get
very	RB	very
quiet	JJ	quiet
,	,	,
and	CC	and
this	DT	this
woman	NN	woman
said	VBD	say
,	,	,
"	``	"
There	EX	there
'	''	'
s	VBG	<unknown>
no	DT	no
way	NN	way
,	,	,
with	IN	with
our	PP$	our
history	NN	history
,	,	,
we	PP	we
could	MD	could
ever	RB	ever
engage	VB	engage
in	IN	in
the	DT	the
systematic	JJ	systematic
killing	NN	killing
of	IN	of
human	JJ	human
beings	NNS	being
.	SENT	.
It	PP	it
would	MD	would
be	VB	be
unconscionable	JJ	unconscionable
for	IN	for
us	PP	us
to	TO	to
,	,	,
in	IN	in
an	DT	an
intentional	JJ	intentional
and	CC	and
deliberate	JJ	deliberate
way	NN	way
,	,	,
set	VBN	set
about	IN	about
executing	VBG	execute
people	NNS	people
.	SENT	.
"	``	"
And	CC	and
I	PP	I
thought	VBD	think
about	RB	about
that	RB	that
.	SENT	.
What	WP	what
would	MD	would
it	PP	it
feel	VB	feel
like	IN	like
to	TO	to
be	VB	be
living	VBG	live
in	IN	in
a	DT	a
world	NN	world
where	WRB	where
the	DT	the
nation	NN	nation
state	NN	state
of	IN	of
Germany	NP	Germany
was	VBD	be
executing	VBG	execute
people	NNS	people
,	,	,
especially	RB	especially
if	IN	if
they	PP	they
were	VBD	be
disproportionately	RB	disproportionately
Jewish	JJ	Jewish
?	SENT	?
I	PP	I
couldn	NNS	<unknown>
'	POS	'
t	NN	t
bear	VB	bear
it	PP	it
.	SENT	.
It	PP	it
would	MD	would
be	VB	be
unconscionable	JJ	unconscionable
.	SENT	.
And	CC	and
yet	RB	yet
,	,	,
in	IN	in
this	DT	this
country	NN	country
,	,	,
in	IN	in
the	DT	the
states	NNS	state
of	IN	of
the	DT	the
Old	NP	Old
South	NP	South
,	,	,
we	PP	we
execute	VBP	execute
people	NNS	people
—	:	-
where	WRB	where
you	PP	you
'	POS	'
re	NN	re
11	CD	@card@
times	NNS	time
more	RBR	more
likely	JJ	likely
to	TO	to
get	VB	get
the	DT	the
death	NN	death
penalty	NN	penalty
if	IN	if
the	DT	the
victim	NN	victim
is	VBZ	be
white	JJ	white
than	IN	than
if	IN	if
the	DT	the
victim	NN	victim
is	VBZ	be
black	JJ	black
,	,	,
22	CD	@card@
times	NNS	time
more	RBR	more
likely	JJ	likely
to	TO	to
get	VB	get
it	PP	it
if	IN	if
the	DT	the
defendant	NN	defendant
is	VBZ	be
black	JJ	black
and	CC	and
the	DT	the
victim	NN	victim
is	VBZ	be
white	JJ	white
—	:	-
in	IN	in
the	DT	the
very	JJ	very
states	NNS	state
where	WRB	where
there	EX	there
are	VBP	be
buried	VBN	bury
in	IN	in
the	DT	the
ground	NN	ground
the	DT	the
bodies	NNS	body
of	IN	of
people	NNS	people
who	WP	who
were	VBD	be
lynched	VBN	lynch
.	SENT	.
And	CC	and
yet	RB	yet
,	,	,
there	EX	there
is	VBZ	be
this	DT	this
disconnect	VB	disconnect
.	SENT	.
Well	RB	well
I	PP	I
believe	VBP	believe
that	IN	that
our	PP$	our
identity	NN	identity
is	VBZ	be
at	IN	at
risk	NN	risk
.	SENT	.
That	IN	that
when	WRB	when
we	PP	we
actually	RB	actually
don	VBP	don
'	POS	'
t	NN	t
care	NN	care
about	IN	about
these	DT	these
difficult	JJ	difficult
things	NNS	thing
,	,	,
the	DT	the
positive	JJ	positive
and	CC	and
wonderful	JJ	wonderful
things	NNS	thing
are	VBP	be
nonetheless	RB	nonetheless
implicated	VBN	implicate
.	SENT	.
We	PP	we
love	VBP	love
innovation	NN	innovation
.	SENT	.
We	PP	we
love	VBP	love
technology	NN	technology
.	SENT	.
We	PP	we
love	VBP	love
creativity	NN	creativity
.	SENT	.
We	PP	we
love	VBP	love
entertainment	NN	entertainment
.	SENT	.
But	CC	but
ultimately	RB	ultimately
,	,	,
those	DT	those
realities	NNS	reality
are	VBP	be
shadowed	VBN	shadow
by	IN	by
suffering	NN	suffering
,	,	,
abuse	NN	abuse
,	,	,
degradation	NN	degradation
,	,	,
marginalization	NN	marginalization
.	SENT	.
And	CC	and
for	IN	for
me	PP	me
,	,	,
it	PP	it
becomes	VBZ	become
necessary	JJ	necessary
to	TO	to
integrate	VB	integrate
the	DT	the
two	CD	two
.	SENT	.
Because	IN	because
ultimately	RB	ultimately
we	PP	we
are	VBP	be
talking	VBG	talk
about	IN	about
a	DT	a
need	NN	need
to	TO	to
be	VB	be
more	RBR	more
hopeful	JJ	hopeful
,	,	,
more	RBR	more
committed	JJ	committed
,	,	,
more	RBR	more
dedicated	VBN	dedicate
to	TO	to
the	DT	the
basic	JJ	basic
challenges	NNS	challenge
of	IN	of
living	VBG	live
in	IN	in
a	DT	a
complex	JJ	complex
world	NN	world
.	SENT	.
And	CC	and
for	IN	for
me	PP	me
that	WDT	that
means	VBZ	mean
spending	NN	spending
time	NN	time
thinking	VBG	think
and	CC	and
talking	VBG	talk
about	IN	about
the	DT	the
poor	JJ	poor
,	,	,
the	DT	the
disadvantaged	JJ	disadvantaged
,	,	,
those	DT	those
who	WP	who
will	MD	will
never	RB	never
get	VB	get
to	TO	to
TED	VB	ted
.	SENT	.
But	CC	but
thinking	VBG	think
about	IN	about
them	PP	them
in	IN	in
a	DT	a
way	NN	way
that	WDT	that
is	VBZ	be
integrated	VBN	integrate
in	IN	in
our	PP$	our
own	JJ	own
lives	NNS	life
.	SENT	.
You	PP	you
know	VBP	know
ultimately	RB	ultimately
,	,	,
we	PP	we
all	RB	all
have	VB	have
to	TO	to
believe	VB	believe
things	NNS	thing
we	PP	we
haven	VBP	haven
'	''	'
t	NN	t
seen	VBN	see
.	SENT	.
We	PP	we
do	VBP	do
.	SENT	.
As	RB	as
rational	JJ	rational
as	IN	as
we	PP	we
are	VBP	be
,	,	,
as	RB	as
committed	VBN	commit
to	TO	to
intellect	NN	intellect
as	IN	as
we	PP	we
are	VBP	be
.	SENT	.
Innovation	NN	innovation
,	,	,
creativity	NN	creativity
,	,	,
development	NN	development
comes	VBZ	come
not	RB	not
from	IN	from
the	DT	the
ideas	NNS	idea
in	IN	in
our	PP$	our
mind	NN	mind
alone	RB	alone
.	SENT	.
They	PP	they
come	VBP	come
from	IN	from
the	DT	the
ideas	NNS	idea
in	IN	in
our	PP$	our
mind	NN	mind
that	WDT	that
are	VBP	be
also	RB	also
fueled	VBN	fuel
by	IN	by
some	DT	some
conviction	NN	conviction
in	IN	in
our	PP$	our
heart	NN	heart
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
that	IN	that
mind-heart	NN	mind-heart
connection	NN	connection
that	IN	that
I	PP	I
believe	VBP	believe
compels	VBZ	compel
us	PP	us
to	TO	to
not	RB	not
just	RB	just
be	VB	be
attentive	JJ	attentive
to	TO	to
all	PDT	all
the	DT	the
bright	JJ	bright
and	CC	and
dazzly	JJ	<unknown>
things	NNS	thing
,	,	,
but	CC	but
also	RB	also
the	DT	the
dark	JJ	dark
and	CC	and
difficult	JJ	difficult
things	NNS	thing
.	SENT	.
Vaclav	NP	Vaclav
Havel	NP	Havel
,	,	,
the	DT	the
great	JJ	great
Czech	JJ	Czech
leader	NN	leader
,	,	,
talked	VBN	talk
about	IN	about
this	DT	this
.	SENT	.
He	PP	he
said	VBD	say
,	,	,
"	``	"
When	WRB	when
we	PP	we
were	VBD	be
in	IN	in
Eastern	NP	Eastern
Europe	NP	Europe
and	CC	and
dealing	VBG	deal
with	IN	with
oppression	NN	oppression
,	,	,
we	PP	we
wanted	VBD	want
all	DT	all
kinds	NNS	kind
of	IN	of
things	NNS	thing
,	,	,
but	CC	but
mostly	RB	mostly
what	WP	what
we	PP	we
needed	VBD	need
was	VBD	be
hope	NN	hope
,	,	,
an	DT	an
orientation	NN	orientation
of	IN	of
the	DT	the
spirit	NN	spirit
,	,	,
a	DT	a
willingness	NN	willingness
to	TO	to
sometimes	RB	sometimes
be	VB	be
in	IN	in
hopeless	JJ	hopeless
places	NNS	place
and	CC	and
be	VB	be
a	DT	a
witness	NN	witness
.	SENT	.
"	''	"
Well	RB	well
that	DT	that
orientation	NN	orientation
of	IN	of
the	DT	the
spirit	NN	spirit
is	VBZ	be
very	RB	very
much	JJ	much
at	IN	at
the	DT	the
core	NN	core
of	IN	of
what	WP	what
I	PP	I
believe	VBP	believe
even	RB	even
TED	VB	ted
communities	NNS	community
have	VBP	have
to	TO	to
be	VB	be
engaged	VBN	engage
in	IN	in
.	SENT	.
There	EX	there
is	VBZ	be
no	RB	no
disconnect	VB	disconnect
around	IN	around
technology	NN	technology
and	CC	and
design	NN	design
that	WDT	that
will	MD	will
allow	VB	allow
us	PP	us
to	TO	to
be	VB	be
fully	RB	fully
human	JJ	human
until	IN	until
we	PP	we
pay	VBP	pay
attention	NN	attention
to	TO	to
suffering	NN	suffering
,	,	,
to	TO	to
poverty	NN	poverty
,	,	,
to	TO	to
exclusion	NN	exclusion
,	,	,
to	TO	to
unfairness	NN	unfairness
,	,	,
to	TO	to
injustice	NN	injustice
.	SENT	.
Now	RB	now
I	PP	I
will	MD	will
warn	VB	warn
you	PP	you
that	IN	that
this	DT	this
kind	NN	kind
of	IN	of
identity	NN	identity
is	VBZ	be
a	DT	a
much	RB	much
more	RBR	more
challenging	JJ	challenging
identity	NN	identity
than	IN	than
ones	NNS	one
that	DT	that
don	NN	don
'	POS	'
t	NN	t
pay	NN	pay
attention	NN	attention
to	TO	to
this	DT	this
.	SENT	.
It	PP	it
will	MD	will
get	VB	get
to	TO	to
you	PP	you
.	SENT	.
I	PP	I
had	VBD	have
the	DT	the
great	JJ	great
privilege	NN	privilege
,	,	,
when	WRB	when
I	PP	I
was	VBD	be
a	DT	a
young	JJ	young
lawyer	NN	lawyer
,	,	,
of	IN	of
meeting	NN	meeting
Rosa	NP	Rosa
Parks	NP	Parks
.	SENT	.
And	CC	and
Ms	NN	Ms
.	SENT	.
Parks	NNS	park
used	VBD	use
to	TO	to
come	VB	come
back	RB	back
to	TO	to
Montgomery	NP	Montgomery
every	DT	every
now	RB	now
and	CC	and
then	RB	then
,	,	,
and	CC	and
she	PP	she
would	MD	would
get	VB	get
together	RB	together
with	IN	with
two	CD	two
of	IN	of
her	PP$	her
dearest	JJS	dear
friends	NNS	friend
,	,	,
these	DT	these
older	JJR	old
women	NNS	woman
,	,	,
Johnnie	NP	Johnnie
Carr	NP	Carr
who	WP	who
was	VBD	be
the	DT	the
organizer	NN	organizer
of	IN	of
the	DT	the
Montgomery	NP	Montgomery
bus	NN	bus
boycott	NN	boycott
—	:	-
amazing	JJ	amazing
African-	NN	<unknown>
American	JJ	American
woman	NN	woman
—	:	-
and	CC	and
Virginia	NP	Virginia
Durr	NP	Durr
,	,	,
a	DT	a
white	JJ	white
woman	NN	woman
,	,	,
whose	WP$	whose
husband	NN	husband
,	,	,
Clifford	NP	Clifford
Durr	NP	Durr
,	,	,
represented	VBD	represent
Dr	NP	Dr
.	SENT	.
King	NP	King
.	SENT	.
And	CC	and
these	DT	these
women	NNS	woman
would	MD	would
get	VB	get
together	RB	together
and	CC	and
just	RB	just
talk	VB	talk
.	SENT	.
And	CC	and
every	DT	every
now	RB	now
and	CC	and
then	RB	then
Ms	NN	Ms
.	SENT	.
Carr	NP	Carr
would	MD	would
call	VB	call
me	PP	me
,	,	,
and	CC	and
she	PP	she
'	POS	'
d	NN	d
say	VBP	say
,	,	,
"	''	"
Bryan	NP	Bryan
,	,	,
Ms	NN	Ms
.	SENT	.
Parks	NP	Parks
is	VBZ	be
coming	VBG	come
to	TO	to
town	NN	town
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
get	VB	get
together	RB	together
and	CC	and
talk	VB	talk
.	SENT	.
Do	VBP	do
you	PP	you
want	VBP	want
to	TO	to
come	VB	come
over	RP	over
and	CC	and
listen	VB	listen
?	SENT	?
"	``	"
And	CC	and
I	PP	I
'	POS	'
d	NN	d
say	VBP	say
,	,	,
"	``	"
Yes	UH	yes
,	,	,
Ma	NP	Ma
'	POS	'
am	VBP	be
,	,	,
I	PP	I
do	VBP	do
.	SENT	.
"	``	"
And	CC	and
she	PP	she
'	POS	'
d	NN	d
say	VBP	say
,	,	,
"	''	"
Well	RB	well
what	WP	what
are	VBP	be
you	PP	you
going	VBG	go
to	TO	to
do	VB	do
when	WRB	when
you	PP	you
get	VBP	get
here	RB	here
?	SENT	?
"	''	"
I	PP	I
said	VBD	say
,	,	,
"	``	"
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
listen	VB	listen
.	SENT	.
"	``	"
And	CC	and
I	PP	I
'	POS	'
d	NN	d
go	VB	go
over	RP	over
there	RB	there
and	CC	and
I	PP	I
would	MD	would
,	,	,
I	PP	I
would	MD	would
just	RB	just
listen	VB	listen
.	SENT	.
It	PP	it
would	MD	would
be	VB	be
so	RB	so
energizing	VBG	energize
and	CC	and
so	RB	so
empowering	VBG	empower
.	SENT	.
And	CC	and
one	CD	one
time	NN	time
I	PP	I
was	VBD	be
over	IN	over
there	RB	there
listening	VBG	listen
to	TO	to
these	DT	these
women	NNS	woman
talk	NN	talk
,	,	,
and	CC	and
after	IN	after
a	DT	a
couple	NN	couple
of	IN	of
hours	NNS	hour
Ms	NN	Ms
.	SENT	.
Parks	NNS	park
turned	VBD	turn
to	TO	to
me	PP	me
and	CC	and
she	PP	she
said	VBD	say
,	,	,
"	``	"
Now	RB	now
Bryan	NP	Bryan
,	,	,
tell	VB	tell
me	PP	me
what	WP	what
the	DT	the
Equal	NP	Equal
Justice	NP	Justice
Initiative	NP	Initiative
is	VBZ	be
.	SENT	.
Tell	VB	tell
me	PP	me
what	WP	what
you	PP	you
'	POS	'
re	NN	re
trying	VBG	try
to	TO	to
do	VB	do
.	SENT	.
"	``	"
And	CC	and
I	PP	I
began	VBD	begin
giving	VBG	give
her	PP$	her
my	PP$	my
rap	NN	rap
.	SENT	.
I	PP	I
said	VBD	say
,	,	,
"	``	"
Well	RB	well
we	PP	we
'	POS	'
re	NN	re
trying	VBG	try
to	TO	to
challenge	VB	challenge
injustice	NN	injustice
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
trying	VBG	try
to	TO	to
help	VB	help
people	NNS	people
who	WP	who
have	VBP	have
been	VBN	be
wrongly	RB	wrongly
