Thank	VB	thank
took	VBD	take
everything	NN	everything
away	RB	away
from	IN	from
the	DT	the
haves	NNS	have
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
the	DT	the
big	JJ	big
communist	NN	communist
revolutions	NNS	revolution
,	,	,
Russia	NP	Russia
and	CC	and
China	NP	China
and	CC	and
so	RB	so
forth	RB	forth
.	SENT	.
They	PP	they
took	VBD	take
it	PP	it
all	DT	all
away	RP	away
by	IN	by
violence	NN	violence
,	,	,
saying	VBG	say
they	PP	they
were	VBD	be
going	VBG	go
to	TO	to
give	VB	give
it	PP	it
to	TO	to
everyone	NN	everyone
,	,	,
and	CC	and
then	RB	then
they	PP	they
were	VBD	be
even	RB	even
worse	JJR	bad
.	SENT	.
They	PP	they
didn	NP	<unknown>
'	POS	'
t	NN	t
help	NN	help
at	IN	at
all	DT	all
.	SENT	.
So	RB	so
what	WP	what
could	MD	could
possibly	RB	possibly
change	VB	change
this	DT	this
terrible	JJ	terrible
gap	NN	gap
that	WDT	that
has	VBZ	have
opened	VBN	open
up	RP	up
in	IN	in
the	DT	the
world	NN	world
today	NN	today
?	SENT	?
And	CC	and
so	RB	so
then	RB	then
he	PP	he
looks	VBZ	look
at	IN	at
me	PP	me
.	SENT	.
So	RB	so
I	PP	I
said	VBD	say
,	,	,
"	``	"
Well	UH	well
,	,	,
you	PP	you
know	VBP	know
,	,	,
you	PP	you
'	POS	'
re	NN	re
all	RB	all
in	IN	in
this	DT	this
yourself	PP	yourself
.	SENT	.
You	PP	you
teach	VBP	teach
:	:	:
it	PP	it
'	POS	'
s	NN	S
generosity	NN	generosity
,	,	,
"	''	"
was	VBD	be
all	DT	all
I	PP	I
could	MD	could
think	VB	think
of	IN	of
.	SENT	.
What	WP	what
is	VBZ	be
virtue	NN	virtue
?	SENT	?
But	CC	but
of	IN	of
course	NN	course
,	,	,
what	WP	what
you	PP	you
said	VBD	say
,	,	,
I	PP	I
think	VBP	think
the	DT	the
key	NN	key
to	TO	to
saving	VBG	save
the	DT	the
world	NN	world
,	,	,
the	DT	the
key	NN	key
to	TO	to
compassion	NN	compassion
is	VBZ	be
that	IN	that
it	PP	it
is	VBZ	be
more	JJR	more
fun	NN	fun
.	SENT	.
It	PP	it
should	MD	should
be	VB	be
done	VBN	do
by	IN	by
fun	NN	fun
.	SENT	.
Generosity	NN	generosity
is	VBZ	be
more	JJR	more
fun	NN	fun
.	SENT	.
That	IN	that
'	POS	'
s	NNS	<unknown>
the	DT	the
key	NN	key
.	SENT	.
Everybody	NN	everybody
has	VBZ	have
the	DT	the
wrong	JJ	wrong
idea	NN	idea
.	SENT	.
They	PP	they
think	VBP	think
Buddha	NN	buddha
was	VBD	be
so	RB	so
boring	JJ	boring
,	,	,
and	CC	and
they	PP	they
'	POS	'
re	NN	re
so	RB	so
surprised	VBN	surprise
when	WRB	when
they	PP	they
meet	VBP	meet
Dalai	NP	Dalai
Lama	NP	Lama
and	CC	and
he	PP	he
'	POS	'
s	NN	S
fairly	RB	fairly
jolly	JJ	jolly
.	SENT	.
Even	RB	even
though	IN	though
his	PP$	his
people	NNS	people
are	VBP	be
being	VBG	be
genocided	VBN	<unknown>
—	:	-
and	CC	and
believe	VB	believe
me	PP	me
,	,	,
he	PP	he
feels	VBZ	feel
every	DT	every
blow	NN	blow
on	IN	on
every	DT	every
old	JJ	old
nun	NN	nun
'	POS	'
s	NN	S
head	NN	head
,	,	,
in	IN	in
every	DT	every
Chinese	JJ	Chinese
prison	NN	prison
.	SENT	.
He	PP	he
feels	VBZ	feel
it	PP	it
.	SENT	.
He	PP	he
feels	VBZ	feel
the	DT	the
way	NN	way
they	PP	they
are	VBP	be
harvesting	VBG	harvest
yaks	NNS	yak
nowadays	RB	nowadays
.	SENT	.
I	PP	I
won	VBD	win
'	''	'
t	NN	t
even	RB	even
say	VBP	say
what	WP	what
they	PP	they
do	VBP	do
.	SENT	.
But	CC	but
he	PP	he
feels	VBZ	feel
it	PP	it
.	SENT	.
And	CC	and
yet	RB	yet
he	PP	he
'	POS	'
s	NN	S
very	RB	very
jolly	JJ	jolly
.	SENT	.
He	PP	he
'	POS	'
s	NN	S
extremely	RB	extremely
jolly	JJ	jolly
.	SENT	.
Because	IN	because
when	WRB	when
you	PP	you
open	VBP	open
up	RB	up
like	VB	like
that	IN	that
,	,	,
then	RB	then
you	PP	you
can	MD	can
'	''	'
t	NN	t
just	RB	just
—	:	-
what	WP	what
good	RB	good
does	VBZ	do
it	PP	it
do	VBP	do
to	TO	to
add	VB	add
being	VBG	be
miserable	JJ	miserable
with	IN	with
others	NNS	other
'	POS	'
misery	NN	misery
?	SENT	?
You	PP	you
have	VBP	have
to	TO	to
find	VB	find
some	DT	some
vision	NN	vision
where	WRB	where
you	PP	you
see	VBP	see
how	WRB	how
hopeful	JJ	hopeful
it	PP	it
is	VBZ	be
,	,	,
how	WRB	how
it	PP	it
can	MD	can
be	VB	be
changed	VBN	change
.	SENT	.
Look	VB	look
at	IN	at
that	DT	that
beautiful	JJ	beautiful
thing	NN	thing
Chiho	NP	<unknown>
showed	VBD	show
us	PP	us
.	SENT	.
She	PP	she
scared	VBD	scare
us	PP	us
with	IN	with
the	DT	the
lava	NN	lava
man	NN	man
.	SENT	.
She	PP	she
scared	VBD	scare
us	PP	us
with	IN	with
the	DT	the
lava	NN	lava
man	NN	man
is	VBZ	be
coming	VBG	come
,	,	,
then	RB	then
the	DT	the
tsunami	NN	tsunami
is	VBZ	be
coming	VBG	come
,	,	,
but	CC	but
then	RB	then
finally	RB	finally
there	EX	there
were	VBD	be
flowers	NNS	flower
and	CC	and
trees	NNS	tree
,	,	,
and	CC	and
it	PP	it
was	VBD	be
very	RB	very
beautiful	JJ	beautiful
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
really	RB	really
lovely	JJ	lovely
.	SENT	.
So	RB	so
,	,	,
compassion	NN	compassion
means	VBZ	mean
to	TO	to
feel	VB	feel
the	DT	the
feelings	NNS	feeling
of	IN	of
others	NNS	other
,	,	,
and	CC	and
the	DT	the
human	JJ	human
being	NN	being
actually	RB	actually
is	VBZ	be
compassion	NN	compassion
.	SENT	.
The	DT	the
human	JJ	human
being	NN	being
is	VBZ	be
almost	RB	almost
out	RB	out
of	IN	of
time	NN	time
.	SENT	.
The	DT	the
human	JJ	human
being	NN	being
is	VBZ	be
compassion	NN	compassion
because	IN	because
what	WP	what
is	VBZ	be
our	PP$	our
brain	NN	brain
for	IN	for
?	SENT	?
Now	RB	now
,	,	,
Jim	NP	Jim
'	POS	'
s	NN	S
brain	NN	brain
is	VBZ	be
memorizing	VBG	memorize
the	DT	the
almanac	NN	almanac
.	SENT	.
But	CC	but
he	PP	he
could	MD	could
memorize	VB	memorize
all	PDT	all
the	DT	the
needs	NNS	need
of	IN	of
all	PDT	all
the	DT	the
beings	NNS	being
that	IN	that
he	PP	he
is	VBZ	be
,	,	,
he	PP	he
will	MD	will
,	,	,
he	PP	he
did	VBD	do
.	SENT	.
He	PP	he
could	MD	could
memorize	VB	memorize
all	DT	all
kinds	NNS	kind
of	IN	of
fantastic	JJ	fantastic
things	NNS	thing
to	TO	to
help	VB	help
many	JJ	many
beings	NNS	being
.	SENT	.
And	CC	and
he	PP	he
would	MD	would
have	VB	have
tremendous	JJ	tremendous
fun	NN	fun
doing	VBG	do
that	DT	that
.	SENT	.
So	IN	so
the	DT	the
first	JJ	first
person	NN	person
who	WP	who
gets	VBZ	get
happy	JJ	happy
,	,	,
when	WRB	when
you	PP	you
stop	VBP	stop
focusing	VBG	focus
on	IN	on
the	DT	the
self-centered	JJ	self-centered
situation	NN	situation
of	IN	of
,	,	,
how	WRB	how
happy	JJ	happy
am	VBP	be
I	PP	I
,	,	,
where	WRB	where
you	PP	you
'	POS	'
re	NN	re
always	RB	always
dissatisfied	VBN	dissatisfy
—	:	-
as	IN	as
Mick	NP	Mick
Jagger	NP	Jagger
told	VBD	tell
us	PP	us
.	SENT	.
You	PP	you
never	RB	never
get	VBP	get
any	DT	any
satisfaction	NN	satisfaction
that	DT	that
way	NN	way
.	SENT	.
So	RB	so
then	RB	then
you	PP	you
decide	VBP	decide
,	,	,
"	``	"
Well	UH	well
,	,	,
I	PP	I
'	POS	'
m	NN	m
sick	JJ	sick
of	IN	of
myself	PP	myself
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
think	VB	think
of	IN	of
how	WRB	how
other	JJ	other
people	NNS	people
can	MD	can
be	VB	be
happy	JJ	happy
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
get	VB	get
up	RP	up
in	IN	in
the	DT	the
morning	NN	morning
and	CC	and
think	VB	think
,	,	,
what	WP	what
can	MD	can
I	PP	I
do	VB	do
for	IN	for
even	RB	even
one	CD	one
other	JJ	other
person	NN	person
,	,	,
even	RB	even
a	DT	a
dog	NN	dog
,	,	,
my	PP$	my
dog	NN	dog
,	,	,
my	PP$	my
cat	NN	cat
,	,	,
my	PP$	my
pet	NN	pet
,	,	,
my	PP$	my
butterfly	NN	butterfly
?	SENT	?
"	''	"
And	CC	and
the	DT	the
first	JJ	first
person	NN	person
who	WP	who
gets	VBZ	get
happy	JJ	happy
when	WRB	when
you	PP	you
do	VBP	do
that	IN	that
,	,	,
you	PP	you
don	VBP	don
'	''	'
t	NN	t
do	VBP	do
anything	NN	anything
for	IN	for
anybody	NN	anybody
else	RB	else
,	,	,
but	CC	but
you	PP	you
get	VBP	get
happier	JJR	happy
,	,	,
you	PP	you
yourself	PP	yourself
,	,	,
because	IN	because
your	PP$	your
whole	JJ	whole
perception	NN	perception
broadens	VBZ	broaden
and	CC	and
you	PP	you
suddenly	RB	suddenly
see	VBP	see
the	DT	the
whole	JJ	whole
world	NN	world
and	CC	and
all	DT	all
of	IN	of
the	DT	the
people	NNS	people
in	IN	in
it	PP	it
.	SENT	.
And	CC	and
you	PP	you
realize	VBP	realize
that	IN	that
this	DT	this
—	:	-
being	VBG	be
with	IN	with
these	DT	these
people	NNS	people
—	:	-
is	VBZ	be
the	DT	the
flower	NN	flower
garden	NN	garden
that	IN	that
Chiho	NP	<unknown>
showed	VBD	show
us	PP	us
.	SENT	.
It	PP	it
is	VBZ	be
Nirvana	NN	nirvana
.	SENT	.
And	CC	and
my	PP$	my
time	NN	time
is	VBZ	be
up	RP	up
.	SENT	.
And	CC	and
I	PP	I
know	VBP	know
the	DT	the
TED	VB	ted
commandments	NNS	commandment
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
