file_id	link	speaker	wordcount	title	duration	tags	views	year	talk	video	event	ted_id
000304	https://www.ted.com/talks/murray_gell_mann_on_the_ancestor_of_language/transcript?language=en	Murray Gell-Mann	316	The ancestor of language	135.0	culture,global issues,history,language,physics	927911	2007	murray_gell_mann_on_the_ancestor_of_language	https://pc.tedcdn.com/talk/stream/2007/Blank/MurrayGellMann_Language_2007-180k.mp4	TED2007	276
000305	https://www.ted.com/talks/nathan_myhrvold_on_archeology_animal_photography_bbq/transcript?language=en	Nathan Myhrvold	2826	Archeology, animal photography, BBQ ...	1034.0	animals,dinosaurs,entertainment,exploration,fish,humor,photography,archaeology	585312	2007	nathan_myhrvold_on_archeology_animal_photography_bbq	https://pc.tedcdn.com/talk/stream/2007/Blank/NathanMyhrvold_2007-180k.mp4	TED2007	271
000306	https://www.ted.com/talks/nellie_mckay_sings_clonie_1/transcript?language=en	Nellie McKay	277	&quot;Clonie&quot;	140.0	culture,entertainment,genetics,live music,piano,science,singer	826207	2008	nellie_mckay_sings_clonie_1	https://pc.tedcdn.com/talk/stream/2008/Blank/NellieMcKay_Clonie_2008-180k.mp4	TED2008	287
000307	https://www.ted.com/talks/nellie_mckay_sings_feminists_and_if_i_had_you/transcript?language=en	Nellie McKay	428	&quot;Mother of Pearl,&quot; &quot;If I Had You&quot;	334.0	entertainment,humor,love,music,piano,women,live music,performance	1373994	2008	nellie_mckay_sings_feminists_and_if_i_had_you	https://pc.tedcdn.com/talk/stream/2008/Blank/NellieMcKay_FeministsIf_2008-180k.mp4	TED2008	296
000308	https://www.ted.com/talks/nicholas_negroponte_on_one_laptop_per_child_two_years_on/transcript?language=en	Nicholas Negroponte	3121	One Laptop per Child, two years on	1000.0	activism,computers,design,technology,best of the web	465557	2007	nicholas_negroponte_on_one_laptop_per_child_two_years_on	https://pc.tedcdn.com/talk/stream/2007P/Blank/NicholasNegroponte_2007P-180k.mp4	EG 2007	288
000309	https://www.ted.com/talks/paul_collier_shares_4_ways_to_help_the_bottom_billion/transcript?language=en	Paul Collier	2169	The &quot;bottom billion&quot;	1011.0	africa,activism,business,economics,global issues,politics,poverty,global development,inequality	1426944	2008	paul_collier_shares_4_ways_to_help_the_bottom_billion	https://pc.tedcdn.com/talk/stream/2008/Blank/PaulCollier_2008-180k.mp4	TED2008	270
000310	https://www.ted.com/talks/peter_diamandis_on_stephen_hawking_in_zero_g/transcript?language=en	Peter Diamandis	626	Stephen Hawking&#39;s zero g flight	241.0	business,flight,science,space,technology,universe	543255	2008	peter_diamandis_on_stephen_hawking_in_zero_g	https://pc.tedcdn.com/talk/stream/2008/Blank/PeterDiamandis_2008-180k.mp4	TED2008	292
000311	https://www.ted.com/talks/raul_midon_plays_everybody_and_peace_on_earth/transcript?language=en	Raul Midon	782	&quot;Peace on Earth&quot;	559.0	entertainment,guitar,music,peace,singer,storytelling,performance,live music	385109	2007	raul_midon_plays_everybody_and_peace_on_earth	https://pc.tedcdn.com/talk/stream/2007/Blank/RaulMidon_Everybody_2007-180k.mp4	TED2007	298
000312	https://www.ted.com/talks/rick_smolan_tells_the_story_of_a_girl/transcript?language=en	Rick Smolan	5039	The story of a girl	1507.0	art,children,family,global issues,media,photography,storytelling,best of the web	1336198	2007	rick_smolan_tells_the_story_of_a_girl	https://pc.tedcdn.com/talk/stream/2007P/Blank/RickSmolan_2007P-180k.mp4	EG 2007	297
000313	https://www.ted.com/talks/robert_full_on_engineering_and_evolution/transcript?language=en	Robert Full	3176	Robots inspired by cockroach ingenuity	1222.0	animals,design,evolution,robots,science,technology,transportation	1066384	2002	robert_full_on_engineering_and_evolution	https://pc.tedcdn.com/talk/stream/2002/Blank/RobertFull_2002-180k.mp4	TED2002	280
000314	https://www.ted.com/talks/rokia_traore_sings_kounandi/transcript?language=en	NODATA	0	NODATA	NODATA	NODATA	NODATA	NODATA	NODATA	NODATA	NODATA	NODATA
000315	https://www.ted.com/talks/steven_levitt_on_child_carseats/transcript?language=en	Steven Levitt	3796	Surprising stats about child carseats	1138.0	business,cars,culture,economics,parenting,statistics,transportation	1029725	2005	steven_levitt_on_child_carseats	https://pc.tedcdn.com/talk/stream/2005G/Blank/StevenLevitt_2005G-180k.mp4	TEDGlobal 2005	30
000316	https://www.ted.com/talks/susan_blackmore_on_memes_and_temes/transcript?language=en	Susan Blackmore	3145	Memes and &quot;temes&quot;	1168.0	brain,culture,design,evolution,meme,technology	870921	2008	susan_blackmore_on_memes_and_temes	https://pc.tedcdn.com/talk/stream/2008/Blank/SusanBlackmore_2008-180k.mp4	TED2008	269
000317	https://www.ted.com/talks/sxip_shirey_at_the_breathing_place/transcript?language=en	NODATA	0	NODATA	NODATA	NODATA	NODATA	NODATA	NODATA	NODATA	NODATA	NODATA
000318	https://www.ted.com/talks/torsten_reil_studies_biology_to_make_animation/transcript?language=en	Torsten Reil	3333	Animate characters by evolving them	1100.0	animals,biomechanics,demo,design,entertainment,gaming,technology,virtual reality,animation	362566	2003	torsten_reil_studies_biology_to_make_animation	https://pc.tedcdn.com/talk/stream/2003/Blank/TorstenReil_2003-180k.mp4	TED2003	300
000319	https://www.ted.com/talks/wade_davis_on_the_worldwide_web_of_belief_and_ritual/transcript?language=en	Wade Davis	3603	The worldwide web of belief and ritual	1152.0	anthropology,beauty,culture,faith,global issues,photography,religion,indigenous peoples	1729576	2008	wade_davis_on_the_worldwide_web_of_belief_and_ritual	https://pc.tedcdn.com/talk/stream/2008/Blank/WadeDavis_2008-180k.mp4	TED2008	273
000320	https://www.ted.com/talks/yves_behar_on_designing_objects_that_tell_stories/transcript?language=en	Yves Behar	2568	Designing objects that tell stories	1063.0	business,computers,creativity,design,sex,society	1255701	2008	yves_behar_on_designing_objects_that_tell_stories	https://pc.tedcdn.com/talk/stream/2008/Blank/YvesBehar_2008-180k.mp4	TED2008	266
000321	https://www.ted.com/talks/al_gore_s_new_thinking_on_the_climate_crisis/transcript?language=en	Al Gore	3176	New thinking on the climate crisis	1674.0	activism,climate change,global issues,science	2120900	2008	al_gore_s_new_thinking_on_the_climate_crisis	https://pc.tedcdn.com/talk/stream/2008/Blank/AlGore_2008-180k.mp4	TED2008	243
000322	https://www.ted.com/talks/alan_kay_shares_a_powerful_idea_about_ideas/transcript?language=en	Alan Kay	2899	A powerful idea about ideas	1237.0	children,collaboration,computers,design,technology	843325	2007	alan_kay_shares_a_powerful_idea_about_ideas	https://pc.tedcdn.com/talk/stream/2007/Blank/AlanKay_2007-180k.mp4	TED2007	228
000323	https://www.ted.com/talks/alisa_miller_shares_the_news_about_the_news/transcript?language=en	Alisa Miller	499	How the news distorts our worldview	269.0	google,business,economics,entertainment,global issues,media,news	2154440	2008	alisa_miller_shares_the_news_about_the_news	https://pc.tedcdn.com/talk/stream/2008/Blank/AlisaMiller_2008-180k.mp4	TED2008	248
000324	https://www.ted.com/talks/amy_tan_on_creativity/transcript?language=en	Amy Tan	3754	Where does creativity hide?	1372.0	culture,entertainment,storytelling,writing	3135518	2008	amy_tan_on_creativity	https://pc.tedcdn.com/talk/stream/2008/Blank/AmyTan_2008-180k.mp4	TED2008	250
000325	https://www.ted.com/talks/brian_cox_on_cern_s_supercollider/transcript?language=en	Brian Cox	2613	CERN&#39;s supercollider	899.0	string theory,big bang,education,physics,science,technology,quantum physics	4034230	2008	brian_cox_on_cern_s_supercollider	https://pc.tedcdn.com/talk/stream/2008/Blank/BrianCox_2008-180k.mp4	TED2008	253
000326	https://www.ted.com/talks/brian_greene_on_string_theory/transcript?language=en	Brian Greene	3310	Making sense of string theory	1146.0	string theory,physics,science,universe	5883272	2005	brian_greene_on_string_theory	https://pc.tedcdn.com/talk/stream/2005/Blank/BrianGreene_2005-180k.mp4	TED2005	251
000327	https://www.ted.com/talks/christopher_decharms_scans_the_brain_in_real_time/transcript?language=en	Christopher deCharms	699	A look inside the brain in real time	242.0	biology,brain,business,demo,medicine,science,technology,visualizations	1884520	2008	christopher_decharms_scans_the_brain_in_real_time	https://pc.tedcdn.com/talk/stream/2008/Blank/ChristopherdeCharms_2008-180k.mp4	TED2008	236
000328	https://www.ted.com/talks/clifford_stoll_on_everything/transcript?language=en	Clifford Stoll	2744	The call to learn	1077.0	culture,education,science,technology,web	3181534	2006	clifford_stoll_on_everything	https://pc.tedcdn.com/talk/stream/2006/Blank/CliffordStoll_2006-180k.mp4	TED2006	237
000329	https://www.ted.com/talks/craig_venter_is_on_the_verge_of_creating_synthetic_life/transcript?language=en	Craig Venter	2365	On the verge of creating synthetic life	954.0	alternative energy,creativity,energy,genetics,global issues,invention,science,technology	1188493	2008	craig_venter_is_on_the_verge_of_creating_synthetic_life	https://pc.tedcdn.com/talk/stream/2008/Blank/CraigVenter_2008-180k.mp4	TED2008	227
000330	https://www.ted.com/talks/dave_eggers_makes_his_ted_prize_wish_once_upon_a_school/transcript?language=en	Dave Eggers	4691	My wish	1535.0	ted prize,activism,children,collaboration,culture,design,education,entertainment,global issues,writing,teaching	1565546	2008	dave_eggers_makes_his_ted_prize_wish_once_upon_a_school	https://pc.tedcdn.com/talk/stream/2008/Blank/DaveEggers_2008-180k.mp4	TED2008	233
000331	https://www.ted.com/talks/david_hoffman_shares_his_sputnik_mania/transcript?language=en	David Hoffman	506	Sputnik mania	230.0	education,history,math,science,space,technology,war	370972	2007	david_hoffman_shares_his_sputnik_mania	https://pc.tedcdn.com/talk/stream/2007/Blank/DavidHoffman_2007-180k.mp4	TED2007	239
000332	https://www.ted.com/talks/ernest_madu_on_world_class_health_care/transcript?language=en	Ernest Madu	2431	World-class health care	1003.0	africa,activism,global issues,health,health care,heart health,public health,science,global development	422203	2007	ernest_madu_on_world_class_health_care	https://pc.tedcdn.com/talk/stream/2007G/Blank/ErnestMadu_2007G-180k.mp4	TEDGlobal 2007	249
000333	https://www.ted.com/talks/frank_gehry_as_a_young_rebel/transcript?language=en	Frank Gehry	5834	My days as a young rebel	2678.0	architecture,collaboration,design,global issues,technology	693900	1990	frank_gehry_as_a_young_rebel	https://pc.tedcdn.com/talk/stream/1990/Blank/FrankGehry_1990-180k.mp4	TED1990	231
000334	https://www.ted.com/talks/hector_ruiz_on_connecting_the_world/transcript?language=en	Hector Ruiz	3612	The thinking behind 50x15	1197.0	africa,education,global issues,philanthropy,technology	339280	2007	hector_ruiz_on_connecting_the_world	https://pc.tedcdn.com/talk/stream/2007G/Blank/HectorRuiz_2007G-180k.mp4	TEDGlobal 2007	255
000335	https://www.ted.com/talks/jakob_trollback_rethinks_the_music_video/transcript?language=en	Jakob Trollback	290	A new kind of music video	240.0	art,demo,design,entertainment,film,music,online video,visualizations,animation	528765	2007	jakob_trollback_rethinks_the_music_video	https://pc.tedcdn.com/talk/stream/2007/Blank/JakobTrollback_2007-180k.mp4	TED2007	241
000336	https://www.ted.com/talks/jill_bolte_taylor_s_powerful_stroke_of_insight/transcript?language=en	Jill Bolte Taylor	2706	My stroke of insight	1099.0	biology,brain,consciousness,global issues,illness,science	25908400	2008	jill_bolte_taylor_s_powerful_stroke_of_insight	https://pc.tedcdn.com/talk/stream/2008/Blank/JillBolteTaylor_2008-180k.mp4	TED2008	229
000337	https://www.ted.com/talks/johnny_lee_demos_wii_remote_hacks/transcript?language=en	Johnny Lee	888	Free or cheap Wii Remote hacks	340.0	business,demo,design,education,entertainment,gaming,hack,technology	6883198	2008	johnny_lee_demos_wii_remote_hacks	https://pc.tedcdn.com/talk/stream/2008/Blank/JohnnyLee_2008-180k.mp4	TED2008	245
000338	https://www.ted.com/talks/joseph_lekuton_tells_a_parable_for_kenya/transcript?language=en	Joseph Lekuton	934	A parable for Kenya	326.0	africa,collaboration,culture,global issues,politics	223690	2007	joseph_lekuton_tells_a_parable_for_kenya	https://pc.tedcdn.com/talk/stream/2007G/Blank/JosephLekuton_2007G-180k.mp4	TEDGlobal 2007	220
000339	https://www.ted.com/talks/joshua_klein_on_the_intelligence_of_crows/transcript?language=en	Joshua Klein	1879	A thought experiment on the intelligence of crows	606.0	animals,design,hack,intelligence,interface design,technology	2629733	2008	joshua_klein_on_the_intelligence_of_crows	https://pc.tedcdn.com/talk/stream/2008/Blank/JoshuaKlein_2008-180k.mp4	TED2008	261
000340	https://www.ted.com/talks/karen_armstrong_makes_her_ted_prize_wish_the_charter_for_compassion/transcript?language=en	Karen Armstrong	2769	My wish	1288.0	ted prize,collaboration,faith,global issues,religion	1728651	2008	karen_armstrong_makes_her_ted_prize_wish_the_charter_for_compassion	https://pc.tedcdn.com/talk/stream/2008/Blank/KarenArmstrong_2008-180k.mp4	TED2008	234
000341	https://www.ted.com/talks/mark_bittman_on_what_s_wrong_with_what_we_eat/transcript?language=en	Mark Bittman	3210	What&#39;s wrong with what we eat	1208.0	environment,food,green,obesity,sustainability,best of the web	4632144	2007	mark_bittman_on_what_s_wrong_with_what_we_eat	https://pc.tedcdn.com/talk/stream/2007P/Blank/MarkBittman_2007P-180k.mp4	EG 2007	263
000342	https://www.ted.com/talks/michael_moschen_juggles_rhythm_and_motion/transcript?language=en	Michael Moschen	2778	Juggling as art ... and science	2222.0	macarthur grant,dance,entertainment,math,music,physics,sports	1061002	2002	michael_moschen_juggles_rhythm_and_motion	https://pc.tedcdn.com/talk/stream/2002/Blank/MichaelMoschen_2002-180k.mp4	TED2002	260
000343	https://www.ted.com/talks/neil_turok_makes_his_ted_prize_wish/transcript?language=en	Neil Turok	3391	My wish	1490.0	africa,ted prize,education,math,physics,science,technology	599441	2008	neil_turok_makes_his_ted_prize_wish	https://pc.tedcdn.com/talk/stream/2008/Blank/NeilTurok_2008-180k.mp4	TED2008	232
000344	https://www.ted.com/talks/nicholas_negroponte_in_1984_makes_5_predictions/transcript?language=en	Nicholas Negroponte	3945	5 predictions, from 1984	1523.0	demo,design,entertainment,future,interface design,media,technology,movies	1063844	1984	nicholas_negroponte_in_1984_makes_5_predictions	https://pc.tedcdn.com/talk/stream/1984/Blank/NicholasNegroponte_1984-180k.mp4	TED1984	230
000345	https://www.ted.com/talks/norman_foster_s_green_agenda/transcript?language=en	Norman Foster	4206	My green agenda for architecture	1917.0	architecture,cities,green,best of the web	859112	2007	norman_foster_s_green_agenda	https://pc.tedcdn.com/talk/stream/2007P/Blank/NormanFoster_2007P-180k.mp4	DLD 2007	174
000346	https://www.ted.com/talks/paul_ewald_asks_can_we_domesticate_germs/transcript?language=en	Paul Ewald	3475	Can we domesticate germs?	1071.0	bacteria,biology,disease,evolution,global issues,health,illness,medicine,microbiology,science	564000	2007	paul_ewald_asks_can_we_domesticate_germs	https://pc.tedcdn.com/talk/stream/2007/Blank/PaulEwald_2007-180k.mp4	TED2007	259
000347	https://www.ted.com/talks/paul_stamets_on_6_ways_mushrooms_can_save_the_world/transcript?language=en	Paul Stamets	2806	6 ways mushrooms can save the world	1064.0	biology,design,food,global issues,pollution,science,technology,fungi	5692271	2008	paul_stamets_on_6_ways_mushrooms_can_save_the_world	https://pc.tedcdn.com/talk/stream/2008/Blank/PaulStamets_2008-180k.mp4	TED2008	258
000348	https://www.ted.com/talks/robert_ballard_on_exploring_the_oceans/transcript?language=en	Robert Ballard	3318	The astonishing hidden world of the deep ocean	1099.0	adventure,animals,biodiversity,education,exploration,fish,oceans,science,submarine	1601903	2008	robert_ballard_on_exploring_the_oceans	https://pc.tedcdn.com/talk/stream/2008/Blank/RobertBallard_2008-180k.mp4	TED2008	264
000349	https://www.ted.com/talks/rokia_traore_sings_m_bifo/transcript?language=en	NODATA	0	NODATA	NODATA	NODATA	NODATA	NODATA	NODATA	NODATA	NODATA	NODATA
000350	https://www.ted.com/talks/roy_gould_and_curtis_wong_preview_the_worldwide_telescope/transcript?language=en	Roy Gould + Curtis Wong	1008	A preview of the WorldWide Telescope	402.0	astronomy,collaboration,demo,science,technology,universe,telescopes	1130515	2008	roy_gould_and_curtis_wong_preview_the_worldwide_telescope	https://pc.tedcdn.com/talk/stream/2008/Blank/RoyGould_2008-180k.mp4	TED2008	224
000351	https://www.ted.com/talks/siegfried_woldhek_shows_how_he_found_the_true_face_of_leonardo/transcript?language=en	Siegfried Woldhek	672	The search for the true face of Leonardo	264.0	art,demo,design,entertainment,history,technology	1334961	2008	siegfried_woldhek_shows_how_he_found_the_true_face_of_leonardo	https://pc.tedcdn.com/talk/stream/2008/Blank/SiegfriedWoldhek_2008-180k.mp4	TED2008	235
000352	https://www.ted.com/talks/stephen_hawking_asks_big_questions_about_the_universe/transcript?language=en	Stephen Hawking	1056	Questioning the universe	612.0	string theory,evolution,math,physics,science,time,universe	12702718	2008	stephen_hawking_asks_big_questions_about_the_universe	https://pc.tedcdn.com/talk/stream/2008/Blank/StephenHawking_2008-180k.mp4	TED2008	242
000353	https://www.ted.com/talks/steve_jurvetson_on_model_rocketry/transcript?language=en	Steve Jurvetson	599	Model rocketry	202.0	children,design,entertainment,parenting,photography,rocket science,space,toy	447708	2007	steve_jurvetson_on_model_rocketry	https://pc.tedcdn.com/talk/stream/2007/Blank/SteveJurvetson_2007-180k.mp4	TED2007	225
000354	https://www.ted.com/talks/they_might_be_giants_play_at_8_30_am/transcript?language=en	They Might Be Giants	1870	Wake up! It&#39;s They Might Be Giants!	1041.0	entertainment,humor,music,live music,performance	429583	2007	they_might_be_giants_play_at_8_30_am	https://pc.tedcdn.com/talk/stream/2007/Blank/TheyMightBeGiants_2007-180k.mp4	TED2007	254
000355	https://www.ted.com/talks/tod_machover_and_dan_ellsey_play_new_music/transcript?language=en	Tod Machover + Dan Ellsey	3078	Inventing instruments that unlock new music	1241.0	creativity,demo,design,entertainment,health care,live music,music,technology,writing	571981	2008	tod_machover_and_dan_ellsey_play_new_music	https://pc.tedcdn.com/talk/stream/2008/Blank/TodMachover_2008-180k.mp4	TED2008	246
000356	https://www.ted.com/talks/yochai_benkler_on_the_new_open_source_economics/transcript?language=en	Yochai Benkler	2729	The new open-source economics	1072.0	google,business,collaboration,economics,law,social change,technology,wikipedia	876883	2005	yochai_benkler_on_the_new_open_source_economics	https://pc.tedcdn.com/talk/stream/2005G/Blank/YochaiBenkler_2005G-180k.mp4	TEDGlobal 2005	247
000357	https://www.ted.com/talks/alison_jackson_looks_at_celebrity/transcript?language=en	Alison Jackson	2245	An unusual glimpse at celebrity	1056.0	art,culture,entertainment,photography	730353	2005	alison_jackson_looks_at_celebrity	https://pc.tedcdn.com/talk/stream/2005G/Blank/AlisonJackson_2005G-180k.mp4	TEDGlobal 2005	210
000358	https://www.ted.com/talks/amory_lovins_on_winning_the_oil_endgame/transcript?language=en	Amory Lovins	3280	Winning the oil endgame	1184.0	macarthur grant,business,economics,energy,environment,green,science,technology	997059	2005	amory_lovins_on_winning_the_oil_endgame	https://pc.tedcdn.com/talk/stream/2005/Blank/AmoryLovins_2005-180k.mp4	TED2005	51
000359	https://www.ted.com/talks/arthur_benjamin_does_mathemagic/transcript?language=en	Arthur Benjamin	2331	A performance of &quot;Mathemagic&quot;	914.0	education,entertainment,magic,math,performance	9499274	2005	arthur_benjamin_does_mathemagic	https://pc.tedcdn.com/talk/stream/2005/Blank/ArthurBenjamin_2005-180k.mp4	TED2005	199
000360	https://www.ted.com/talks/ben_dunlap_talks_about_a_passionate_life/transcript?language=en	Bernie Dunlap	3143	The life-long learner	1148.0	culture,education,entertainment,library,literature,race,storytelling	2109156	2007	ben_dunlap_talks_about_a_passionate_life	https://pc.tedcdn.com/talk/stream/2007/Blank/BenDunlap_2007-180k.mp4	TED2007	208
000361	https://www.ted.com/talks/bill_strickland_makes_change_with_a_slide_show/transcript?language=en	Bill Strickland	5510	Rebuilding a neighborhood with beauty, dignity, hope	2128.0	macarthur grant,activism,children,cities,culture,philanthropy,live music	718234	2002	bill_strickland_makes_change_with_a_slide_show	https://pc.tedcdn.com/talk/stream/2002/Blank/BillStrickland_2002-180k.mp4	TED2002	209
000362	https://www.ted.com/talks/chris_anderson_shares_his_vision_for_ted/transcript?language=en	Chris Anderson	1756	TED&#39;s nonprofit transition	775.0	business,community,culture,global issues,philanthropy,philosophy,technology	364003	2002	chris_anderson_shares_his_vision_for_ted	https://pc.tedcdn.com/talk/stream/2002/Blank/ChrisAnderson_2002-180k.mp4	TED2002	211
000363	https://www.ted.com/talks/daniel_goleman_on_compassion/transcript?language=en	Daniel Goleman	2115	Why aren&#39;t we more compassionate?	793.0	brain,community,compassion,empathy,psychology	2145630	2007	daniel_goleman_on_compassion	https://pc.tedcdn.com/talk/stream/2007/Blank/DanielGoleman_2007-180k.mp4	TED2007	200
000364	https://www.ted.com/talks/david_gallo_shows_underwater_astonishments/transcript?language=en	David Gallo	922	Underwater astonishments	327.0	animals,evolution,exploration,fish,oceans,science,technology,marine biology	15614943	2007	david_gallo_shows_underwater_astonishments	https://pc.tedcdn.com/talk/stream/2007/Blank/DavidGallo_2007-180k.mp4	TED2007	206
000365	https://www.ted.com/talks/david_keith_s_surprising_ideas_on_climate_change/transcript?language=en	David Keith	3308	A critical look at geoengineering against climate change	958.0	business,china,climate change,engineering,global issues,science,technology	1298458	2007	david_keith_s_surprising_ideas_on_climate_change	https://pc.tedcdn.com/talk/stream/2007S/Blank/DavidKeith_2007S-180k.mp4	TEDSalon 2007 Hot Science	192
000366	https://www.ted.com/talks/david_macaulay_s_rome_antics/transcript?language=en	David Macaulay	4190	An illustrated journey through Rome	1295.0	macarthur grant,ancient world,art,cities,communication,culture,design,humor,books	759611	2002	david_macaulay_s_rome_antics	https://pc.tedcdn.com/talk/stream/2002/Blank/DavidMacaulay_2002-180k.mp4	TED2002	215
000367	https://www.ted.com/talks/david_pogue_on_the_music_wars/transcript?language=en	David Pogue	517	The music wars	255.0	entertainment,humor,music,technology	678027	2007	david_pogue_on_the_music_wars	https://pc.tedcdn.com/talk/stream/2007/Blank/DavidPogue_2007-180k.mp4	TED2007	196
000368	https://www.ted.com/talks/deborah_gordon_digs_ants/transcript?language=en	Deborah Gordon	3634	The emergent genius of ant colonies	1231.0	ants,biology,collaboration,design,insects,science	1145740	2003	deborah_gordon_digs_ants	https://pc.tedcdn.com/talk/stream/2003/Blank/DeborahGordon_2003-180k.mp4	TED2003	145
000369	https://www.ted.com/talks/frank_gehry_asks_then_what/transcript?language=en	Frank Gehry	2921	A master architect asks, Now what?	1320.0	architecture,business,creativity,culture,design,interview,invention	1060372	2002	frank_gehry_asks_then_what	https://pc.tedcdn.com/talk/stream/2002/Blank/FrankGehry_2002-180k.mp4	TED2002	13
000370	https://www.ted.com/talks/george_dyson_on_project_orion/transcript?language=en	George Dyson	1525	The story of Project Orion	518.0	nasa,planets,future,history,physics,rocket science,science,space,storytelling,technology	844732	2002	george_dyson_on_project_orion	https://pc.tedcdn.com/talk/stream/2002/Blank/GeorgeDyson_2002-180k.mp4	TED2002	221
000371	https://www.ted.com/talks/gever_tulley_on_5_dangerous_things_for_kids/transcript?language=en	Gever Tulley	1309	5 dangerous things you should let your kids do	558.0	children,design,entertainment,parenting,play,sports,technology	4971440	2007	gever_tulley_on_5_dangerous_things_for_kids	https://pc.tedcdn.com/talk/stream/2007U/Blank/GeverTulley_2007U-180k.mp4	TED2007	202
000372	https://www.ted.com/talks/howard_rheingold_on_collaboration/transcript?language=en	Howard Rheingold	2419	The new power of collaboration	1171.0	business,collaboration,communication,community,culture,global issues,humanity,wikipedia	1150839	2005	howard_rheingold_on_collaboration	https://pc.tedcdn.com/talk/stream/2005/Blank/HowardRheingold_2005-180k.mp4	TED2005	216
000373	https://www.ted.com/talks/isabel_allende_tells_tales_of_passion/transcript?language=en	Isabel Allende	2578	Tales of passion	1080.0	entertainment,global issues,love,parenting,storytelling,women,world cultures,south america	4937753	2007	isabel_allende_tells_tales_of_passion	https://pc.tedcdn.com/talk/stream/2007/Blank/IsabelAllende_2007-180k.mp4	TED2007	204
000374	https://www.ted.com/talks/j_j_abrams_mystery_box/transcript?language=en	J.J. Abrams	3215	The mystery box	1082.0	entertainment,film,humor,storytelling,technology,movies	4063813	2007	j_j_abrams_mystery_box	https://pc.tedcdn.com/talk/stream/2007/Blank/JJAbrams_2007-180k.mp4	TED2007	205
000375	https://www.ted.com/talks/jaime_lerner_sings_of_the_city/transcript?language=en	Jaime Lerner	1620	A song of the city	943.0	brazil,cities,culture,design,green,humor,sustainability,transportation,infrastructure,south america	708854	2007	jaime_lerner_sings_of_the_city	https://pc.tedcdn.com/talk/stream/2007/Blank/JaimeLerner_2007-180k.mp4	TED2007	213
000376	https://www.ted.com/talks/juan_enriquez_wants_to_grow_energy/transcript?language=en	Juan Enriquez	2891	Using biology to rethink the energy challenge	1090.0	biodiversity,biotech,business,energy,science,technology	1311263	2007	juan_enriquez_wants_to_grow_energy	https://pc.tedcdn.com/talk/stream/2007S/Blank/JuanEnriquez_2007S-180k.mp4	TEDSalon 2007 Hot Science	193
000377	https://www.ted.com/talks/lakshmi_pratury_on_letter_writing/transcript?language=en	Lakshmi Pratury	592	The lost art of letter-writing	249.0	communication,community,parenting,relationships,writing	688322	2007	lakshmi_pratury_on_letter_writing	https://pc.tedcdn.com/talk/stream/2007/Blank/LakshmiPratury_2007-180k.mp4	TED2007	201
000378	https://www.ted.com/talks/larry_brilliant_makes_the_case_for_optimism/transcript?language=en	Larry Brilliant	2604	The case for optimism	1261.0	climate change,culture,global issues,health,peace,best of the web	493246	2007	larry_brilliant_makes_the_case_for_optimism	https://pc.tedcdn.com/talk/stream/2007P/Blank/LarryBrilliant_2007P-180k.mp4	Skoll World Forum 2007	177
000379	https://www.ted.com/talks/michael_pollan_gives_a_plant_s_eye_view/transcript?language=en	Michael Pollan	2922	A plant&#39;s-eye view	1045.0	animals,bees,business,culture,evolution,food,garden,global issues,science,plants,ecology	1732935	2007	michael_pollan_gives_a_plant_s_eye_view	https://pc.tedcdn.com/talk/stream/2007/Blank/MichaelPollan_2007-180k.mp4	TED2007	214
000380	https://www.ted.com/talks/moshe_safdie_on_building_uniqueness/transcript?language=en	Moshe Safdie	2557	Building uniqueness	1066.0	architecture,cities,collaboration,creativity,design,museums,visualizations	608296	2002	moshe_safdie_on_building_uniqueness	https://pc.tedcdn.com/talk/stream/2002/Blank/MosheSafdie_2002-180k.mp4	TED2002	219
000381	https://www.ted.com/talks/murray_gell_mann_on_beauty_and_truth_in_physics/transcript?language=en	Murray Gell-Mann	2402	Beauty, truth and ... physics?	962.0	string theory,physics,science,storytelling,technology	1405339	2007	murray_gell_mann_on_beauty_and_truth_in_physics	https://pc.tedcdn.com/talk/stream/2007/Blank/MurrayGellMann_2007-180k.mp4	TED2007	194
000382	https://www.ted.com/talks/pamelia_kurstin_plays_the_theremin/transcript?language=en	Pamelia Kurstin	810	The untouchable music of the theremin	1151.0	live music,music,performance,technology	2081976	2002	pamelia_kurstin_plays_the_theremin	https://pc.tedcdn.com/talk/stream/2002/Blank/PameliaKurstin_2002-180k.mp4	TED2002	218
000383	https://www.ted.com/talks/paola_antonelli_treats_design_as_art/transcript?language=en	Paola Antonelli	3142	Treat design as art	1097.0	art,culture,design,museums,graphic design	655335	2007	paola_antonelli_treats_design_as_art	https://pc.tedcdn.com/talk/stream/2007/Blank/PaolaAntonelli_2007-180k.mp4	TED2007	207
000384	https://www.ted.com/talks/paul_rothemund_casts_a_spell_with_dna/transcript?language=en	Paul Rothemund	986	Playing with DNA that self-assembles	299.0	dna,macarthur grant,complexity,computers,science	466858	2007	paul_rothemund_casts_a_spell_with_dna	https://pc.tedcdn.com/talk/stream/2007/Blank/PaulRothemund_2007-180k.mp4	TED2007	183
000385	https://www.ted.com/talks/philippe_starck_thinks_deep_on_design/transcript?language=en	Philippe Starck	2122	Design and destiny	1026.0	design,humanity,humor,philosophy,storytelling	2216476	2007	philippe_starck_thinks_deep_on_design	https://pc.tedcdn.com/talk/stream/2007/Blank/PhilipeStarck_2007-180k.mp4	TED2007	197
