Fifty	CD	fifty
wildlife	NN	wildlife
,	,	,
all	DT	all
carbon-based	JJ	carbon-based
units	NNS	unit
.	SENT	.
Barbarically	RB	barbarically
,	,	,
we	PP	we
'	POS	'
re	NN	re
killing	VBG	kill
sharks	NNS	shark
for	IN	for
shark	NN	shark
fin	NN	fin
soup	NN	soup
,	,	,
undermining	VBG	undermine
food	NN	food
chains	NNS	chain
that	WDT	that
shape	VBP	shape
planetary	JJ	planetary
chemistry	NN	chemistry
and	CC	and
drive	VB	drive
the	DT	the
carbon	NN	carbon
cycle	NN	cycle
,	,	,
the	DT	the
nitrogen	NN	nitrogen
cycle	NN	cycle
,	,	,
the	DT	the
oxygen	NN	oxygen
cycle	NN	cycle
,	,	,
the	DT	the
water	NN	water
cycle	NN	cycle
â	NP	<unknown>
our	PP$	our
life	NN	life
support	NN	support
system	NN	system
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
still	RB	still
killing	VBG	kill
bluefin	NN	<unknown>
tuna	NN	tuna
;	:	;
truly	RB	truly
endangered	VBN	endanger
and	CC	and
much	RB	much
more	RBR	more
valuable	JJ	valuable
alive	RB	alive
than	IN	than
dead	JJ	dead
.	SENT	.
All	DT	all
of	IN	of
these	DT	these
parts	NNS	part
are	VBP	be
part	NN	part
of	IN	of
our	PP$	our
life	NN	life
support	NN	support
system	NN	system
.	SENT	.
We	PP	we
kill	VBP	kill
using	VBG	use
long	JJ	long
lines	NNS	line
,	,	,
with	IN	with
baited	VBN	bait
hooks	VBZ	hook
every	DT	every
few	JJ	few
feet	NNS	foot
that	WDT	that
may	MD	may
stretch	VB	stretch
for	IN	for
50	CD	@card@
miles	NNS	mile
or	CC	or
more	JJR	more
.	SENT	.
Industrial	JJ	industrial
trawlers	NNS	trawler
and	CC	and
draggers	NNS	dragger
are	VBP	be
scraping	VBG	scrape
the	DT	the
sea	NN	sea
floor	NN	floor
like	IN	like
bulldozers	NNS	bulldozer
,	,	,
taking	VBG	take
everything	NN	everything
in	IN	in
their	PP$	their
path	NN	path
.	SENT	.
Using	VBG	use
Google	NP	<unknown>
Earth	NP	Earth
you	PP	you
can	MD	can
witness	VB	witness
trawlers	NNS	trawler
â	NP	<unknown>
in	IN	in
China	NP	China
,	,	,
the	DT	the
North	NP	North
Sea	NP	Sea
,	,	,
the	DT	the
Gulf	NP	Gulf
of	IN	of
Mexico	NP	Mexico
â	NP	<unknown>
shaking	VBG	shake
the	DT	the
foundation	NN	foundation
of	IN	of
our	PP$	our
life	NN	life
support	NN	support
system	NN	system
,	,	,
leaving	VBG	leave
plumes	NNS	plume
of	IN	of
death	NN	death
in	IN	in
their	PP$	their
path	NN	path
.	SENT	.
The	DT	the
next	JJ	next
time	NN	time
you	PP	you
dine	VBP	dine
on	IN	on
sushi	NN	sushi
â	NP	<unknown>
or	CC	or
sashimi	NP	sashimi
,	,	,
or	CC	or
swordfish	NN	swordfish
steak	NN	steak
,	,	,
or	CC	or
shrimp	NN	shrimp
cocktail	NN	cocktail
,	,	,
whatever	WDT	whatever
wildlife	NN	wildlife
you	PP	you
happen	VBP	happen
to	TO	to
enjoy	VB	enjoy
from	IN	from
the	DT	the
ocean	NN	ocean
â	NP	<unknown>
think	VBP	think
of	IN	of
the	DT	the
real	JJ	real
cost	NN	cost
.	SENT	.
For	IN	for
every	DT	every
pound	NN	pound
that	WDT	that
goes	VBZ	go
to	TO	to
market	NN	market
,	,	,
more	JJR	more
than	IN	than
10	CD	@card@
pounds	NNS	pound
,	,	,
even	RB	even
100	CD	@card@
pounds	NNS	pound
,	,	,
may	MD	may
be	VB	be
thrown	VBN	throw
away	RB	away
as	IN	as
bycatch	NN	bycatch
.	SENT	.
This	DT	this
is	VBZ	be
the	DT	the
consequence	NN	consequence
of	IN	of
not	RB	not
knowing	VBG	know
that	IN	that
there	EX	there
are	VBP	be
limits	NNS	limit
to	TO	to
what	WP	what
we	PP	we
can	MD	can
take	VB	take
out	RP	out
of	IN	of
the	DT	the
sea	NN	sea
.	SENT	.
This	DT	this
chart	NN	chart
shows	VBZ	show
the	DT	the
decline	NN	decline
in	IN	in
ocean	NN	ocean
wildlife	NN	wildlife
from	IN	from
1900	CD	@card@
to	TO	to
2000	CD	@card@
.	SENT	.
The	DT	the
highest	JJS	high
concentrations	NNS	concentration
are	VBP	be
in	RB	in
red	JJ	red
.	SENT	.
In	IN	in
my	PP$	my
lifetime	NN	lifetime
,	,	,
imagine	VB	imagine
,	,	,
90	CD	@card@
percent	NN	percent
of	IN	of
the	DT	the
big	JJ	big
fish	NN	fish
have	VBP	have
been	VBN	be
killed	VBN	kill
.	SENT	.
Most	JJS	most
of	IN	of
the	DT	the
turtles	NNS	turtle
,	,	,
sharks	NNS	shark
,	,	,
tunas	NNS	tuna
and	CC	and
whales	NNS	whale
are	VBP	be
way	RB	way
down	RB	down
in	IN	in
numbers	NNS	number
.	SENT	.
But	RB	but
,	,	,
there	EX	there
is	VBZ	be
good	JJ	good
news	NN	news
.	SENT	.
Ten	CD	ten
percent	NN	percent
of	IN	of
the	DT	the
big	JJ	big
fish	NN	fish
still	RB	still
remain	VB	remain
.	SENT	.
There	EX	there
are	VBP	be
still	RB	still
some	DT	some
blue	JJ	blue
whales	NNS	whale
.	SENT	.
There	EX	there
are	VBP	be
still	RB	still
some	DT	some
krill	NN	krill
in	IN	in
Antarctica	NP	Antarctica
.	SENT	.
There	EX	there
are	VBP	be
a	DT	a
few	JJ	few
oysters	NNS	oyster
in	IN	in
Chesapeake	NP	Chesapeake
Bay	NP	Bay
.	SENT	.
Half	PDT	half
the	DT	the
coral	JJ	coral
reefs	NNS	reef
are	VBP	be
still	RB	still
in	IN	in
pretty	RB	pretty
good	JJ	good
shape	NN	shape
,	,	,
a	DT	a
jeweled	VBN	jewel
belt	NN	belt
around	IN	around
the	DT	the
middle	NN	middle
of	IN	of
the	DT	the
planet	NN	planet
.	SENT	.
There	EX	there
'	POS	'
s	NN	S
still	RB	still
time	NN	time
,	,	,
but	CC	but
not	RB	not
a	DT	a
lot	NN	lot
,	,	,
to	TO	to
turn	VB	turn
things	NNS	thing
around	RB	around
.	SENT	.
But	CC	but
business	NN	business
as	IN	as
usual	JJ	usual
means	NNS	mean
that	IN	that
in	IN	in
50	CD	@card@
years	NNS	year
,	,	,
there	EX	there
may	MD	may
be	VB	be
no	DT	no
coral	JJ	coral
reefs	NNS	reef
â	NP	<unknown>
and	CC	and
no	DT	no
commercial	JJ	commercial
fishing	NN	fishing
,	,	,
because	IN	because
the	DT	the
fish	NN	fish
will	MD	will
simply	RB	simply
be	VB	be
gone	VBN	go
.	SENT	.
Imagine	VB	imagine
the	DT	the
ocean	NN	ocean
without	IN	without
fish	NN	fish
.	SENT	.
Imagine	VB	imagine
what	WP	what
that	DT	that
means	NN	means
to	TO	to
our	PP$	our
life	NN	life
support	NN	support
system	NN	system
.	SENT	.
Natural	JJ	natural
systems	NNS	system
on	IN	on
the	DT	the
land	NN	land
are	VBP	be
in	IN	in
big	JJ	big
trouble	NN	trouble
too	RB	too
,	,	,
but	CC	but
the	DT	the
problems	NNS	problem
are	VBP	be
more	RBR	more
obvious	JJ	obvious
,	,	,
and	CC	and
some	DT	some
actions	NNS	action
are	VBP	be
being	VBG	be
taken	VBN	take
to	TO	to
protect	VB	protect
trees	NNS	tree
,	,	,
watersheds	NNS	watershed
and	CC	and
wildlife	NN	wildlife
.	SENT	.
And	CC	and
in	IN	in
1872	CD	@card@
,	,	,
with	IN	with
Yellowstone	NP	Yellowstone
National	NP	National
Park	NP	Park
,	,	,
the	DT	the
United	NP	United
States	NPS	States
began	VBD	begin
establishing	VBG	establish
a	DT	a
system	NN	system
of	IN	of
parks	NNS	park
that	IN	that
some	DT	some
say	NN	say
was	VBD	be
the	DT	the
best	JJS	good
idea	NN	idea
America	NP	America
ever	RB	ever
had	VBD	have
.	SENT	.
About	RB	about
12	CD	@card@
percent	NN	percent
of	IN	of
the	DT	the
land	NN	land
around	IN	around
the	DT	the
world	NN	world
is	VBZ	be
now	RB	now
protected	VBN	protect
:	:	:
safeguarding	VBG	safeguard
biodiversity	NN	biodiversity
,	,	,
providing	VBG	provide
a	DT	a
carbon	NN	carbon
sink	NN	sink
,	,	,
generating	VBG	generate
oxygen	NN	oxygen
,	,	,
protecting	VBG	protect
watersheds	NNS	watershed
.	SENT	.
And	CC	and
,	,	,
in	IN	in
1972	CD	@card@
,	,	,
this	DT	this
nation	NN	nation
began	VBD	begin
to	TO	to
establish	VB	establish
a	DT	a
counterpart	NN	counterpart
in	IN	in
the	DT	the
sea	NN	sea
,	,	,
National	NP	National
Marine	NP	Marine
Sanctuaries	NNS	sanctuary
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
another	DT	another
great	JJ	great
idea	NN	idea
.	SENT	.
The	DT	the
good	JJ	good
news	NN	news
is	VBZ	be
that	IN	that
there	EX	there
are	VBP	be
now	RB	now
more	JJR	more
than	IN	than
4	CD	@card@
,	,	,
000	CD	@card@
places	NNS	place
in	IN	in
the	DT	the
sea	NN	sea
,	,	,
around	IN	around
the	DT	the
world	NN	world
,	,	,
that	WDT	that
have	VBP	have
some	DT	some
kind	NN	kind
of	IN	of
protection	NN	protection
.	SENT	.
And	CC	and
you	PP	you
can	MD	can
find	VB	find
them	PP	them
on	IN	on
Google	NP	<unknown>
Earth	NP	Earth
.	SENT	.
The	DT	the
bad	JJ	bad
news	NN	news
is	VBZ	be
that	IN	that
you	PP	you
have	VBP	have
to	TO	to
look	VB	look
hard	RB	hard
to	TO	to
find	VB	find
them	PP	them
.	SENT	.
In	IN	in
the	DT	the
last	JJ	last
three	CD	three
years	NNS	year
,	,	,
for	IN	for
example	NN	example
,	,	,
the	DT	the
U	NP	U
.	SENT	.
S	NP	S
.	SENT	.
protected	VBN	protect
340	CD	@card@
,	,	,
000	CD	@card@
square	JJ	square
miles	NNS	mile
of	IN	of
ocean	NN	ocean
as	IN	as
national	JJ	national
monuments	NNS	monument
.	SENT	.
But	CC	but
it	PP	it
only	RB	only
increased	VBD	increase
from	IN	from
0	CD	@card@
.	SENT	.
6	CD	@card@
of	IN	of
one	CD	one
percent	NN	percent
to	TO	to
0	CD	@card@
.	SENT	.
8	CD	@card@
of	IN	of
one	CD	one
percent	NN	percent
of	IN	of
the	DT	the
ocean	NN	ocean
protected	VBN	protect
,	,	,
globally	RB	globally
.	SENT	.
Protected	JJ	protected
areas	NNS	area
do	VBP	do
rebound	NN	rebound
,	,	,
but	CC	but
it	PP	it
takes	VBZ	take
a	DT	a
long	JJ	long
time	NN	time
to	TO	to
restore	VB	restore
50-year-old	JJ	50-year-old
rockfish	NNS	rockfish
or	CC	or
monkfish	NNS	monkfish
,	,	,
sharks	NNS	shark
or	CC	or
sea	NN	sea
bass	NN	bass
,	,	,
or	CC	or
200-year-old	JJ	200-year-old
orange	JJ	orange
roughy	NN	<unknown>
.	SENT	.
We	PP	we
don	VBP	don
'	''	'
t	NN	t
consume	VBP	consume
200-year-old	JJ	200-year-old
cows	NNS	cow
or	CC	or
chickens	NNS	chicken
.	SENT	.
Protected	JJ	protected
areas	NNS	area
provide	VBP	provide
hope	VBP	hope
that	IN	that
the	DT	the
creatures	NNS	creature
of	IN	of
Ed	NP	Ed
Wilson	NP	Wilson
'	POS	'
s	JJ	<unknown>
dream	NN	dream
of	IN	of
an	DT	an
encyclopedia	NN	encyclopedia
of	IN	of
life	NN	life
,	,	,
or	CC	or
the	DT	the
census	NN	census
of	IN	of
marine	JJ	marine
life	NN	life
,	,	,
will	MD	will
live	VB	live
not	RB	not
just	RB	just
as	IN	as
a	DT	a
list	NN	list
,	,	,
a	DT	a
photograph	NN	photograph
,	,	,
or	CC	or
a	DT	a
paragraph	NN	paragraph
.	SENT	.
With	IN	with
scientists	NNS	scientist
around	IN	around
the	DT	the
world	NN	world
,	,	,
I	PP	I
'	POS	'
ve	RB	<unknown>
been	VBN	be
looking	VBG	look
at	IN	at
the	DT	the
99	CD	@card@
percent	NN	percent
of	IN	of
the	DT	the
ocean	NN	ocean
that	WDT	that
is	VBZ	be
open	JJ	open
to	TO	to
fishing	VBG	fish
â	NP	<unknown>
and	CC	and
mining	NN	mining
,	,	,
and	CC	and
drilling	NN	drilling
,	,	,
and	CC	and
dumping	VBG	dump
,	,	,
and	CC	and
whatever	WDT	whatever
â	NP	<unknown>
to	TO	to
search	VB	search
out	RP	out
hope	NN	hope
spots	NNS	spot
,	,	,
and	CC	and
try	VBP	try
to	TO	to
find	VB	find
ways	NNS	way
to	TO	to
give	VB	give
them	PP	them
and	CC	and
us	PP	us
a	DT	a
secure	JJ	secure
future	NN	future
.	SENT	.
Such	JJ	such
as	IN	as
the	DT	the
Arctic	NP	Arctic
â	NP	<unknown>
we	PP	we
have	VBP	have
one	CD	one
chance	NN	chance
,	,	,
right	RB	right
now	RB	now
,	,	,
to	TO	to
get	VB	get
it	PP	it
right	RB	right
.	SENT	.
Or	CC	or
the	DT	the
Antarctic	NP	Antarctic
,	,	,
where	WRB	where
the	DT	the
continent	NN	continent
is	VBZ	be
protected	VBN	protect
,	,	,
but	CC	but
the	DT	the
surrounding	VBG	surround
ocean	NN	ocean
is	VBZ	be
being	VBG	be
stripped	VBN	strip
of	IN	of
its	PP$	its
krill	NN	krill
,	,	,
whales	NNS	whale
and	CC	and
fish	NN	fish
.	SENT	.
Sargasso	NP	Sargasso
Sea	NP	Sea
'	POS	'
s	NN	S
three	CD	three
million	CD	million
square	JJ	square
miles	NNS	mile
of	IN	of
floating	JJ	floating
forest	NN	forest
is	VBZ	be
being	VBG	be
gathered	VBN	gather
up	RP	up
to	TO	to
feed	VB	feed
cows	NNS	cow
.	SENT	.
97	CD	@card@
percent	NN	percent
of	IN	of
the	DT	the
land	NN	land
in	IN	in
the	DT	the
Galapagos	NP	Galapagos
Islands	NPS	Islands
is	VBZ	be
protected	VBN	protect
,	,	,
but	CC	but
the	DT	the
adjacent	JJ	adjacent
sea	NN	sea
is	VBZ	be
being	VBG	be
ravaged	VBN	ravage
by	IN	by
fishing	NN	fishing
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
true	JJ	true
too	RB	too
in	IN	in
Argentina	NP	Argentina
on	IN	on
the	DT	the
Patagonian	NP	Patagonian
shelf	NN	shelf
,	,	,
which	WDT	which
is	VBZ	be
now	RB	now
in	IN	in
serious	JJ	serious
trouble	NN	trouble
.	SENT	.
The	DT	the
high	JJ	high
seas	NNS	sea
,	,	,
where	WRB	where
whales	NNS	whale
,	,	,
tuna	NN	tuna
and	CC	and
dolphins	NNS	dolphin
travel	VB	travel
â	NP	<unknown>
the	DT	the
largest	JJS	large
,	,	,
least	RBS	least
protected	VBN	protect
,	,	,
ecosystem	NN	ecosystem
on	IN	on
Earth	NP	Earth
,	,	,
filled	VBN	fill
with	IN	with
luminous	JJ	luminous
creatures	NNS	creature
,	,	,
living	VBG	live
in	IN	in
dark	JJ	dark
waters	NNS	water
that	WDT	that
average	VBP	average
two	CD	two
miles	NNS	mile
deep	JJ	deep
.	SENT	.
They	PP	they
flash	VBP	flash
,	,	,
and	CC	and
sparkle	NN	sparkle
,	,	,
and	CC	and
glow	NN	glow
with	IN	with
their	PP$	their
own	JJ	own
living	NN	living
light	NN	light
.	SENT	.
There	EX	there
are	VBP	be
still	RB	still
places	NNS	place
in	IN	in
the	DT	the
sea	NN	sea
as	IN	as
pristine	JJ	pristine
as	IN	as
I	PP	I
knew	VBD	know
as	IN	as
a	DT	a
child	NN	child
.	SENT	.
The	DT	the
next	JJ	next
10	CD	@card@
years	NNS	year
may	MD	may
be	VB	be
the	DT	the
most	RBS	most
important	JJ	important
,	,	,
and	CC	and
the	DT	the
next	JJ	next
10	CD	@card@
,	,	,
000	CD	@card@
years	NNS	year
the	DT	the
best	JJS	good
chance	VBP	chance
our	PP$	our
species	NNS	specie
will	MD	will
have	VB	have
to	TO	to
protect	VB	protect
what	WP	what
remains	VBZ	remain
of	IN	of
the	DT	the
natural	JJ	natural
systems	NNS	system
that	WDT	that
give	VBP	give
us	PP	us
life	NN	life
.	SENT	.
To	TO	to
cope	VB	cope
with	IN	with
climate	NN	climate
change	NN	change
,	,	,
we	PP	we
need	VBP	need
new	JJ	new
ways	NNS	way
to	TO	to
generate	VB	generate
power	NN	power
.	SENT	.
We	PP	we
need	VBP	need
new	JJ	new
ways	NNS	way
,	,	,
better	JJR	good
ways	NNS	way
,	,	,
to	TO	to
cope	VB	cope
with	IN	with
poverty	NN	poverty
,	,	,
wars	NNS	war
and	CC	and
disease	NN	disease
.	SENT	.
We	PP	we
need	VBP	need
many	JJ	many
things	NNS	thing
to	TO	to
keep	VB	keep
and	CC	and
maintain	VB	maintain
the	DT	the
world	NN	world
as	IN	as
a	DT	a
better	JJR	good
place	NN	place
.	SENT	.
But	CC	but
,	,	,
nothing	NN	nothing
else	RB	else
will	MD	will
matter	VB	matter
if	IN	if
we	PP	we
fail	VBP	fail
to	TO	to
protect	VB	protect
the	DT	the
ocean	NN	ocean
.	SENT	.
Our	PP$	our
fate	NN	fate
and	CC	and
the	DT	the
ocean	NN	ocean
'	POS	'
s	NNS	<unknown>
are	VBP	be
one	CD	one
.	SENT	.
We	PP	we
need	VBP	need
to	TO	to
do	VB	do
for	IN	for
the	DT	the
ocean	NN	ocean
what	WP	what
Al	NP	Al
Gore	NP	Gore
did	VBD	do
for	IN	for
the	DT	the
skies	NNS	sky
above	RB	above
.	SENT	.
A	DT	a
global	JJ	global
plan	NN	plan
of	IN	of
action	NN	action
with	IN	with
a	DT	a
world	NN	world
conservation	NN	conservation
union	NN	union
,	,	,
the	DT	the
IUCN	NP	<unknown>
,	,	,
is	VBZ	be
underway	JJ	underway
to	TO	to
protect	VB	protect
biodiversity	NN	biodiversity
,	,	,
to	TO	to
mitigate	VB	mitigate
and	CC	and
recover	VB	recover
from	IN	from
the	DT	the
impacts	NNS	impact
of	IN	of
climate	NN	climate
change	NN	change
,	,	,
on	IN	on
the	DT	the
high	JJ	high
seas	NNS	sea
and	CC	and
in	IN	in
coastal	JJ	coastal
areas	NNS	area
,	,	,
wherever	WRB	wherever
we	PP	we
can	MD	can
identify	VB	identify
critical	JJ	critical
places	NNS	place
.	SENT	.
New	JJ	new
technologies	NNS	technology
are	VBP	be
needed	VBN	need
to	TO	to
map	VB	map
,	,	,
photograph	NN	photograph
and	CC	and
explore	VB	explore
the	DT	the
95	CD	@card@
percent	NN	percent
of	IN	of
the	DT	the
ocean	NN	ocean
that	IN	that
we	PP	we
have	VBP	have
yet	RB	yet
to	TO	to
see	VB	see
.	SENT	.
The	DT	the
goal	NN	goal
is	VBZ	be
to	TO	to
protect	VB	protect
biodiversity	NN	biodiversity
,	,	,
to	TO	to
provide	VB	provide
stability	NN	stability
and	CC	and
resilience	NN	resilience
.	SENT	.
We	PP	we
need	VBP	need
deep-diving	JJ	deep-diving
subs	NNS	sub
,	,	,
new	JJ	new
technologies	NNS	technology
to	TO	to
explore	VB	explore
the	DT	the
ocean	NN	ocean
.	SENT	.
We	PP	we
need	VBP	need
,	,	,
maybe	RB	maybe
,	,	,
an	DT	an
expedition	NN	expedition
â	NP	<unknown>
a	DT	a
TED	VBP	ted
at	IN	at
sea	NN	sea
â	NP	<unknown>
that	WDT	that
could	MD	could
help	VB	help
figure	NN	figure
out	IN	out
the	DT	the
next	JJ	next
steps	NNS	step
.	SENT	.
And	CC	and
so	RB	so
,	,	,
I	PP	I
suppose	VBP	suppose
you	PP	you
want	VBP	want
to	TO	to
know	VB	know
what	WP	what
my	PP$	my
wish	NN	wish
is	VBZ	be
.	SENT	.
I	PP	I
wish	VBP	wish
you	PP	you
would	MD	would
use	VB	use
all	DT	all
means	NN	means
at	IN	at
your	PP$	your
disposal	NN	disposal
â	NP	<unknown>
films	NNS	film
,	,	,
expeditions	NNS	expedition
,	,	,
the	DT	the
web	NN	web
,	,	,
new	JJ	new
submarines	NNS	submarine
â	NP	<unknown>
and	CC	and
campaign	NN	campaign
to	TO	to
ignite	VB	ignite
public	JJ	public
support	NN	support
for	IN	for
a	DT	a
global	JJ	global
network	NN	network
of	IN	of
marine	JJ	marine
protected	JJ	protected
areas	NNS	area
â	NP	<unknown>
hope	NN	hope
spots	NNS	spot
large	JJ	large
enough	RB	enough
to	TO	to
save	VB	save
and	CC	and
restore	VB	restore
the	DT	the
ocean	NN	ocean
,	,	,
the	DT	the
blue	JJ	blue
heart	NN	heart
of	IN	of
the	DT	the
planet	NN	planet
.	SENT	.
How	WRB	how
much	RB	much
?	SENT	?
Some	DT	some
say	VBP	say
10	CD	@card@
percent	NN	percent
,	,	,
some	DT	some
say	VBP	say
30	CD	@card@
percent	NN	percent
.	SENT	.
You	PP	you
decide	VBP	decide
:	:	:
how	WRB	how
much	JJ	much
of	IN	of
your	PP$	your
heart	NN	heart
do	VBP	do
you	PP	you
want	VBP	want
to	TO	to
protect	VB	protect
?	SENT	?
Whatever	WDT	whatever
it	PP	it
is	VBZ	be
,	,	,
a	DT	a
fraction	NN	fraction
of	IN	of
one	CD	one
percent	NN	percent
is	VBZ	be
not	RB	not
enough	JJ	enough
.	SENT	.
My	PP$	my
wish	NN	wish
is	VBZ	be
a	DT	a
big	JJ	big
wish	NN	wish
,	,	,
but	CC	but
if	IN	if
we	PP	we
can	MD	can
make	VB	make
it	PP	it
happen	VB	happen
,	,	,
it	PP	it
can	MD	can
truly	RB	truly
change	VB	change
the	DT	the
world	NN	world
,	,	,
and	CC	and
help	VB	help
ensure	VB	ensure
the	DT	the
survival	NN	survival
of	IN	of
what	WP	what
actually	RB	actually
â	NP	<unknown>
as	IN	as
it	PP	it
turns	VBZ	turn
out	IN	out
â	NP	<unknown>
is	VBZ	be
my	PP$	my
favorite	JJ	favorite
species	NNS	specie
;	:	;
that	WDT	that
would	MD	would
be	VB	be
us	PP	us
.	SENT	.
For	IN	for
the	DT	the
children	NNS	child
of	IN	of
today	NN	today
,	,	,
for	IN	for
tomorrow	NN	tomorrow
'	POS	'
s	NN	S
child	NN	child
:	:	:
as	RB	as
never	RB	never
again	RB	again
,	,	,
now	RB	now
is	VBZ	be
the	DT	the
time	NN	time
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
