Chris chris
animal animal
â â
pandas panda
in in
China china
or or
wherever wherever
â â
that that
the the
excitement excitement
that that
goes go
on on
of of
making make
life life
good good
for for
that that
animal animal
is be
making make
a a
habitat habitat
, ,
an an
ecosystem ecosystem
, ,
which which
is be
good good
for for
a a
whole whole
lot lot
of of
creatures creature
and and
plants plant
, ,
and and
it it
ideally ideally
gets get
to to
the the
point point
of of
being be
self-managing self-manage
, ,
where where
the the
conservation conservation
biologists biologist
can can
back back
off off
and and
say say
, ,
" "
All all
we we
have have
to to
do do
is be
keep keep
out out
the the
destructive destructive
invasives invasives
, ,
and and
this this
thing thing
can can
just just
cook cook
. .
" "
CA ca
: :
So so
there there
' '
s s
many many
other other
species specie
that that
you you
' '
re re
dreaming dream
of of
de-extincting de-extinct
at at
some some
point point
, ,
but but
I i
think think
what what
I i
' '
d d
actually actually
like like
to to
move move
on on
to to
is be
this this
idea idea
you you
talked talk
about about
how how
mammoths mammoth
might might
help help
green green
Siberia siberia
in in
a a
sense sense
, ,
or or
at at
least least
, ,
I i
' '
m m
not not
talking talk
about about
tropical tropical
rainforest rainforest
, ,
but but
this this
question question
of of
greening greening
the the
planet planet
you you
' '
ve ve
thought think
about about
a a
lot lot
. .
And and
the the
traditional traditional
story story
is be
that that
deforestation deforestation
is be
one one
of of
the the
most most
awful awful
curses curse
of of
modern modern
times time
, ,
and and
that that
it it
' '
s s
a a
huge huge
contributor contributor
to to
climate climate
change change
. .
And and
then then
you you
went go
and and
sent send
me me
this this
graph graph
here here
, ,
or or
this this
map map
. .
What what
is be
this this
map map
? ?
SB sb
: :
Global global
greening greening
. .
The the
thing thing
to to
do do
with with
any any
narrative narrative
that that
you you
get get
from from
headlines headline
and and
from from
short short
news news
stories story
is be
to to
look look
for for
what what
else else
is be
going go
on on
, ,
and and
look look
for for
what what
Marc marc
Andreessen andreessen
calls call
" "
narrative narrative
violation violation
. .
" "
So so
the the
narrative narrative
â â
and and
Al al
Gore gore
is be
master master
of of
putting put
it it
out out
there there
â â
is be
that that
there there
' '
s s
this this
civilization-threatening civilization-threatening
climate climate
change change
coming come
on on
very very
rapidly rapidly
. .
We we
have have
to to
cease cease
all all
extra extra
production production
of of
greenhouse greenhouse
gases gas
, ,
especially especially
CO2 co2
, ,
as as
soon soon
as as
possible possible
, ,
otherwise otherwise
, ,
we we
' '
re re
in in
deep deep
, ,
deep deep
trouble trouble
. .
All all
of of
that that
is be
true true
, ,
but but
it it
' '
s s
not not
the the
whole whole
story story
, ,
and and
the the
whole whole
story story
is be
more more
interesting interesting
than than
these these
fragmentary fragmentary
stories story
. .
Plants plant
love love
CO2 co2
. .
What what
plants plant
are be
made make
of of
is be
CO2 co2
plus plus
water water
via via
sunshine sunshine
. .
And and
so so
in in
many many
greenhouses greenhouse
, ,
industrialized industrialized
greenhouses greenhouse
, ,
they they
add add
CO2 co2
because because
the the
plants plant
turn turn
that that
into into
plant plant
matter matter
. .
So so
the the
studies study
have have
been be
done do
with with
satellites satellite
and and
other other
things thing
, ,
and and
what what
you you
' '
re re
seeing see
here here
is be
a a
graph graph
of of
, ,
over over
the the
last last
33 @card@
years year
or or
so so
, ,
there there
' '
s s
14 @card@
percent percent
more more
leaf leaf
action action
going go
on on
. .
There there
' '
s s
that that
much much
more more
biomass biomass
. .
There there
' '
s s
that that
much much
more more
what what
ecologists ecologist
call call
" "
primary primary
production production
. .
" "
There there
' '
s s
that that
much much
more more
life life
happening happening
, ,
thanks thanks
to to
climate climate
change change
, ,
thanks thanks
to to
all all
of of
our our
goddam goddam
coal coal
plants plant
. .
So so
â â
whoa whoa
, ,
what what
' '
s s
going go
on on
here here
? ?
By by
the the
way way
, ,
crop crop
production production
goes go
up up
with with
this this
. .
This this
is be
a a
partial partial
counter counter
to to
the the
increase increase
of of
CO2 co2
, ,
because because
there there
' '
s s
that that
much much
more more
plant plant
that that
is be
sucking suck
it it
down down
into into
plant plant
matter matter
. .
Some some
of of
that that
then then
decays decay
and and
goes go
right right
back back
up up
, ,
but but
some some
of of
it it
is be
going go
down down
into into
roots root
and and
going go
into into
the the
soil soil
and and
staying stay
there there
. .
So so
these these
counter counter
things thing
are be
part part
of of
what what
you you
need need
to to
bear bear
in in
mind mind
, ,
and and
the the
deeper deep
story story
is be
that that
thinking think
about about
and and
dealing deal
with with
and and
engineering engineering
climate climate
is be
a a
pretty pretty
complex complex
process process
. .
It it
' '
s s
like like
medicine medicine
. .
You you
' '
re re
always always
, ,
again again
, ,
tweaking tweak
around around
with with
the the
system system
to to
see see
what what
makes make
an an
improvement improvement
. .
Then then
you you
do do
more more
of of
that that
, ,
see see
it it
' '
s s
still still
getting get
better good
, ,
then then
â â
oop oop
! !
â â
that that
' '
s s
enough enough
, ,
back back
off off
half half
a a
turn turn
. .
CA ca
: :
But but
might might
some some
people people
say say
, ,
" "
Not not
all all
green green
is be
created create
equal equal
. .
" "
Possibly possibly
what what
we we
' '
re re
doing do
is be
trading trade
off off
the the
magnificence magnificence
of of
the the
rainforest rainforest
and and
all all
that that
diversity diversity
for for
, ,
I i
don don
' '
t t
know know
, ,
green green
pond pond
scum scum
or or
grass grass
or or
something something
like like
that that
. .
SB sb
: :
In in
this this
particular particular
study study
, ,
it it
turns turn
out out
every every
form form
of of
plant plant
is be
increasing increase
. .
Now now
, ,
what what
' '
s s
interestingly interestingly
left leave
out out
of of
this this
study study
is be
what what
the the
hell hell
is be
going go
on on
in in
the the
oceans ocean
. .
Primary primary
production production
in in
the the
oceans ocean
, ,
the the
biota biota
of of
the the
oceans ocean
, ,
mostly mostly
microbial microbial
, ,
what what
they they
' '
re re
up up
to to
is be
probably probably
the the
most most
important important
thing thing
. .
They they
' '
re re
the the
ones one
that that
create create
the the
atmosphere atmosphere
that that
we we
' '
re re
happily happily
breathing breathe
, ,
and and
they they
' '
re re
not not
part part
of of
this this
study study
. .
This this
is be
one one
of of
the the
things thing
James james
Lovelock lovelock
has have
been be
insisting insist
; ;
basically basically
, ,
our our
knowledge knowledge
of of
the the
oceans ocean
, ,
especially especially
of of
ocean ocean
life life
, ,
is be
fundamentally fundamentally
vapor vapor
, ,
in in
this this
sense sense
. .
So so
we we
' '
re re
in in
the the
process process
of of
finding find
out out
by by
inadvertent inadvertent
bad bad
geoengineering geoengineering
of of
too too
much much
CO2 co2
in in
the the
atmosphere atmosphere
, ,
finding find
out out
, ,
what what
is be
the the
ocean ocean
doing do
with with
that that
? ?
Well well
, ,
the the
ocean ocean
, ,
with with
the the
extra extra
heat heat
, ,
is be
swelling swell
up up
. .
That that
' '
s s
most most
of of
where where
we we
' '
re re
getting get
the the
sea sea
level level
rise rise
, ,
and and
there there
' '
s s
a a
lot lot
more more
coming come
with with
more more
global global
warming warming
. .
We we
' '
re re
getting get
terrible terrible
harm harm
to to
some some
of of
the the
coral coral
reefs reef
, ,
like like
off off
of of
Australia australia
. .
The the
great great
reef reef
there there
is be
just just
a a
lot lot
of of
bleaching bleach
from from
overheating overheat
. .
And and
this this
is be
why why
I i
and and
Danny danny
Hillis hillis
, ,
in in
our our
previous previous
session session
on on
the the
main main
stage stage
, ,
was be
saying say
, ,
" "
Look look
, ,
geoengineering geoengineering
is be
worth worth
experimenting experiment
with with
enough enough
to to
see see
that that
it it
works work
, ,
to to
see see
if if
we we
can can
buy buy
time time
in in
the the
warming warming
aspect aspect
of of
all all
of of
this this
, ,
tweak tweak
the the
system system
with with
small small
but but
usable usable
research research
, ,
and and
then then
see see
if if
we we
should should
do do
more more
than than
tweak tweak
. .
CA ca
: :
OK ok
, ,
so so
this this
is be
what what
we we
' '
re re
going go
to to
talk talk
about about
for for
the the
last last
few few
minutes minute
here here
because because
it it
' '
s s
such such
an an
important important
discussion discussion
. .
First first
of of
all all
, ,
this this
book book
was be
just just
published publish
by by
Yuval yuval
Harari harari
. .
He he
' '
s s
basically basically
saying say
the the
next next
evolution evolution
of of
humans human
is be
to to
become become
as as
gods god
. .
I i
think think
he he
â â
SB sb
: :
Now now
, ,
you you
' '
ve ve
talked talk
to to
him him
. .
And and
you you
' '
ve ve
probably probably
finished finish
the the
book book
. .
I i
haven haven
' '
t t
finished finish
it it
yet yet
. .
Where where
does do
he he
come come
out out
on on
â â
CA ca
: :
I i
mean mean
, ,
it it
' '
s s
a a
pretty pretty
radical radical
view view
. .
He he
thinks think
that that
we we
will will
completely completely
remake remake
ourselves ourselves
using use
data datum
, ,
using use
bioengineering bioengineering
, ,
to to
become become
completely completely
new new
creatures creature
that that
have have
, ,
kind kind
of of
, ,
superpowers superpower
, ,
and and
that that
there there
will will
be be
huge huge
inequality inequality
. .
But but
we we
' '
re re
about about
to to
write write
a a
very very
radical radical
, ,
brand-new brand-new
chapter chapter
of of
history history
. .
That that
' '
s s
what what
he he
believes believe
. .
SB sb
: :
Is be
he he
nervous nervous
about about
that that
? ?
I i
forget forget
. .
CA ca
: :
He he
' '
s s
nervous nervous
about about
it it
, ,
but but
I i
think think
he he
also also
likes like
provoking provoking
people people
. .
SB sb
: :
Are be
you you
nervous nervous
about about
that that
? ?
CA ca
: :
I i
' '
m m
nervous nervous
about about
that that
. .
But but
, ,
you you
know know
, ,
with with
so so
much much
at at
TED ted
, ,
I i
' '
m m
excited excited
and and
nervous nervous
. .
And and
the the
optimist optimist
in in
me me
is be
trying try
hard hard
to to
lean lean
towards towards
" "
This this
is be
awesome awesome
and and
really really
exciting exciting
, ,
" "
while while
the the
sort sort
of of
responsible responsible
part part
of of
me me
is be
saying say
, ,
" "
But but
, ,
uh uh
, ,
maybe maybe
we we
should should
be be
a a
little little
bit bit
careful careful
as as
to to
how how
we we
think think
of of
it it
. .
" "
SB sb
: :
That that
' '
s s
your your
secret secret
sauce sauce
, ,
isn isn
' '
t t
it it
, ,
for for
TED ted
? ?
Staying stay
nervous nervous
and and
excited excited
. .
CA ca
: :
It it
' '
s s
also also
the the
recipe recipe
for for
being be
a a
little little
bit bit
schizophrenic schizophrenic
. .
But but
he he
didn didn
' '
t t
quote quote
you you
. .
What what
I i
thought think
was be
an an
astonishing astonishing
statement statement
that that
you you
made make
right right
back back
in in
the the
original original
Whole whole
Earth earth
Catalog catalog
, ,
you you
ended end
it it
with with
this this
powerful powerful
phrase phrase
: :
" "
We we
are be
as as
gods god
, ,
and and
might might
as as
well well
get get
good good
at at
it it
. .
" "
And and
then then
more more
recently recently
, ,
you you
' '
ve ve
upgraded upgrade
that that
statement statement
. .
I i
want want
you you
talk talk
about about
this this
philosophy philosophy
. .
SB sb
: :
Well well
, ,
one one
of of
the the
things thing
I i
' '
m m
learning learning
is be
that that
documentation documentation
is be
better good
than than
memory memory
â â
by by
far far
. .
And and
one one
of of
the the
things thing
I i
' '
ve ve
learned learn
from from
somebody somebody
â â
I i
actually actually
got get
on on
Twitter twitter
. .
It it
changed change
my my
life life
â â
it it
hasn hasn
' '
t t
forgiven forgive
me me
yet yet
! !
And and
I i
took take
ownership ownership
of of
this this
phrase phrase
when when
somebody somebody
quoted quote
it it
, ,
and and
somebody somebody
else else
said say
, ,
" "
Oh oh
by by
the the
way way
, ,
that that
isn isn
' '
t t
what what
you you
originally originally
wrote write
in in
that that
first first
1968 @card@
Whole whole
Earth earth
Catalog catalog
. .
You you
wrote write
, ,
' '
We we
are be
as as
gods god
and and
might might
as as
well well
get get
used use
to to
it it
. .
' '
" "
I i
' '
d d
forgotten forget
that that
entirely entirely
. .
The the
stories story
â â
these these
goddam goddam
stories story
â â
the the
stories story
we we
tell tell
ourselves ourselves
become become
lies lie
over over
time time
. .
So so
, ,
documentation documentation
helps help
cut cut
through through
that that
. .
It it
did do
move move
on on
to to
" "
We we
are be
as as
gods god
and and
might might
as as
well well
get get
good good
at at
it it
, ,
" "
and and
that that
was be
the the
Whole whole
Earth earth
Catalog catalog
. .
By by
the the
time time
I i
was be
doing do
a a
book book
called call
" "
Whole whole
Earth earth
Discipline discipline
: :
An an
Ecopragmatist ecopragmatist
Manifesto manifesto
, ,
" "
and and
in in
light light
of of
climate climate
change change
, ,
basically basically
saying say
that that
we we
are be
as as
gods god
and and
have have
to to
get get
good good
at at
it it
. .
CA ca
: :
We we
are be
as as
gods god
and and
have have
to to
get get
good good
at at
it it
. .
So so
talk talk
about about
that that
, ,
because because
the the
psychological psychological
reaction reaction
from from
so so
many many
people people
as as
soon soon
as as
you you
talk talk
about about
geoengineering geoengineering
is be
that that
the the
last last
thing thing
they they
believe believe
is be
that that
humans human
should should
be be
gods god
â â
some some
of of
them them
for for
religious religious
reasons reason
, ,
but but
most most
just just
for for
humility humility
reasons reason
, ,
that that
the the
systems system
are be
too too
complex complex
, ,
we we
should should
not not
be be
dabbling dabble
that that
way way
. .
SB sb
: :
Well well
, ,
this this
is be
the the
Greek greek
narrative narrative
about about
hubris hubris
. .
And and
once once
you you
start start
getting get
really really
sure sure
of of
yourself yourself
, ,
you you
wind wind
up up
sleeping sleep
with with
your your
mother mother
. .
CA ca
: :
I i
did do
not not
expect expect
you you
would would
say say
that that
. .
SB sb
: :
That that
' '
s s
the the
Oedipus oedipus
story story
. .
Hubris hubris
is be
a a
really really
important important
cautionary cautionary
tale tale
to to
always always
have have
at at
hand hand
. .
One one
of of
the the
guidelines guideline
I i
' '
ve ve
kept keep
for for
myself myself
is be
: :
every every
day day
I i
ask ask
myself myself
how how
many many
things thing
I i
am be
dead dead
wrong wrong
about about
. .
And and
I i
' '
m m
a a
scientist scientist
by by
training train
and and
getting get
to to
work work
with with
scientists scientist
these these
days day
, ,
which which
is be
pure pure
joy joy
. .
Science science
is be
organized organized
skepticism skepticism
. .
So so
you you
' '
re re
always always
insisting insist
that that
even even
when when
something something
looks look
pretty pretty
good good
, ,
you you
maintain maintain
a a
full full
set set
of of
not not
only only
suspicions suspicion
about about
whether whether
it it
' '
s s
as as
good good
as as
it it
looks look
, ,
but but
: :
What what
else else
is be
going go
on on
? ?
So so
this this
" "
What what
else else
is be
going go
? ?
" "
on on
query query
, ,
I i
think think
, ,
is be
how how
you you
get get
away away
from from
fake fake
news news
. .
It it
' '
s s
not not
necessarily necessarily
real real
news news
, ,
but but
it it
' '
s s
welcomely welcomely
more more
complex complex
news news
that that
you you
' '
re re
trying try
to to
take take
on on
. .
CA ca
: :
But but
coming come
back back
to to
the the
application application
of of
this this
just just
for for
the the
environment environment
: :
it it
seems seem
like like
the the
philosophy philosophy
of of
this this
is be
that that
, ,
whether whether
we we
like like
it it
or or
not not
, ,
we we
are be
already already
dominating dominate
so so
many many
aspects aspect
of of
what what
happens happen
on on
planets planet
, ,
and and
we we
' '
re re
doing do
it it
unintentionally unintentionally
, ,
so so
we we
really really
should should
start start
doing do
it it
intentionally intentionally
. .
What what
would would
it it
look look
like like
to to
start start
getting get
good good
at at
being be
a a
god god
? ?
How how
should should
we we
start start
doing do
that that
? ?
Are be
there there
small-scale small-scale
experiments experiment
or or
systems system
we we
can can
nudge nudge
and and
play play
with with
? ?
How how
on on
earth earth
do do
we we
think think
about about
it it
? ?
SB sb
: :
The the
mentor mentor
that that
sort sort
of of
freed free
me me
from from
total total
allegiance allegiance
to to
Buckminster buckminster
Fuller fuller
was be
Gregory gregory
Bateson bateson
. .
And and
Gregory gregory
Bateson bateson
was be
an an
epistemologist epistemologist
and and
anthropologist anthropologist
and and
biologist biologist
and and
psychologist psychologist
and and
many many
other other
things thing
, ,
and and
he he
looked look
at at
how how
systems system
basically basically
look look
at at
themselves themselves
. .
And and
that that
is be
, ,
I i
think think
, ,
part part
of of
how how
you you
want want
to to
always always
be be
looking look
at at
things thing
. .
And and
what what
I i
like like
about about
David david
Keith keith
' '
s s
approach approach
to to
geoengineering geoengineering
is be
you you
don don
' '
t t
just just
haul haul
off off
and and
do do
it it
. .
David david
Keith keith
' '
s s
approach approach
â â
and and
this this
is be
what what
Danny danny
Hillis hillis
was be
talking talk
about about
earlier early
â â
is be
that that
you you
do do
it it
really really
, ,
really really
incrementally incrementally
, ,
you you
do do
some some
stuff stuff
to to
tweak tweak
the the
system system
, ,
see see
how how
it it
responds respond
, ,
that that
tells tell
you you
something something
about about
the the
system system
. .
That that
' '
s s
responding respond
to to
the the
fact fact
that that
people people
say say
, ,
quite quite
rightly rightly
, ,
" "
What what
are be
we we
talking talk
about about
here here
? ?
We we
don don
' '
t t
understand understand
how how
the the
climate climate
system system
works work
. .
You you
can can
' '
t t
engineer engineer
a a
system system
you you
don don
' '
t t
understand understand
. .
" "
And and
David david
says say
, ,
" "
Well well
, ,
that that
certainly certainly
applies apply
to to
the the
human human
body body
, ,
and and
yet yet
medicine medicine
goes go
ahead ahead
, ,
and and
we we
' '
re re
kind kind
of of
glad glad
that that
it it
has have
. .
" "
The the
way way
you you
engineer engineer
a a
system system
that that
is be
so so
large large
and and
complex complex
that that
you you
can can
' '
t t
completely completely
understand understand
it it
is be
you you
tweak tweak
it it
, ,
and and
this this
is be
kind kind
of of
an an
anti-hubristic anti-hubristic
approach approach
. .
This this
is be
: :
try try
a a
little little
bit bit
here here
, ,
back back
the the
hell hell
off off
if if
it it
' '
s s
an an
issue issue
, ,
expand expand
it it
if if
it it
seems seem
to to
go go
OK ok
, ,
meanwhile meanwhile
, ,
have have
other other
paths path
going go
forward forward
. .
This this
is be
the the
whole whole
argument argument
for for
diversity diversity
and and
dialogue dialogue
and and
all all
these these
other other
things thing
and and
the the
things thing
we we
were be
hearing hear
about about
earlier earlier
with with
Sebastian sebastian
[ [
Thrun thrun
] ]
. .
So so
the the
non-hubristic non-hubristic
approach approach
is be
looking look
for for
social social
license license
, ,
which which
is be
a a
terminology terminology
that that
I i
think think
is be
a a
good good
one one
, ,
of of
including include
society society
enough enough
in in
these these
interesting interesting
, ,
problematic problematic
, ,
deep deep
issues issue
that that
they they
get get
to to
have have
a a
pretty pretty
good good
idea idea
and and
have have
people people
that that
they they
trust trust
paying pay
close close
attention attention
to to
the the
sequence sequence
of of
experiments experiment
as as
it it
' '
s s
going go
forward forward
, ,
the the
public public
dialogue dialogue
as as
it it
' '
s s
going go
forward forward
â â
which which
is be
more more
public public
than than
ever ever
, ,
which which
is be
fantastic fantastic
â â
and and
you you
feel feel
your your
way way
, ,
you you
just just
ooze ooze
your your
way way
along along
, ,
and and
this this
is be
the the
muddle-through muddle-through
approach approach
that that
has have
worked work
pretty pretty
well well
so so
far far
. .
The the
reason reason
that that
Sebastian sebastian
and and
I i
are be
optimistic optimistic
is be
we we
read read
people people
like like
Steven steven
Pinker pink
, ,
" "
The the
Better good
Angels angels
of of
Our our
Nature nature
, ,
" "
and and
so so
far far
, ,
so so
good good
. .
Now now
, ,
that that
can can
always always
change change
, ,
but but
you you
can can
build build
a a
lot lot
on on
that that
sense sense
of of
: :
things thing
are be
capable capable
of of
getting get
better good
, ,
figure figure
out out
the the
tools tool
that that
made make
that that
happen happen
and and
apply apply
those those
further further
. .
That that
' '
s s
the the
story story
. .
CA ca
: :
Stewart stewart
, ,
I i
think think
on on
that that
optimistic optimistic
note note
, ,
we we
' '
re re
actually actually
going go
to to
wrap wrap
up up
. .
I i
am be
in in
awe awe
of of
how how
you you
always always
are be
willing willing
to to
challenge challenge
yourself yourself
and and
other other
people people
. .
I i
feel feel
like like
this this
recipe recipe
for for
never never
allowing allow
yourself yourself
to to
be be
too too
certain certain
is be
so so
powerful powerful
. .
I i
want want
to to
learn learn
it it
more more
for for
myself myself
, ,
and and
it it
' '
s s
been be
very very
insightful insightful
and and
inspiring inspiring
, ,
actually actually
, ,
listening listen
to to
you you
today today
. .
Stewart stewart
Brand brand
, ,
thank thank
you you
so so
much much
. .
SB sb
: :
Thank thank
you you
. .
