Hello hello
you you
the the
number number
for for
that that
virus virus
. .
CA ca
: :
And and
so so
there there
' '
s s
just just
a a
total total
logic logic
to to
that that
. .
It it
' '
s s
the the
number number
of of
days day
, ,
duration duration
that that
you you
' '
re re
infectious infectious
, ,
it it
' '
s s
the the
number number
of of
people people
you you
' '
re re
seeing see
on on
average average
during during
those those
days day
that that
you you
have have
a a
chance chance
to to
infect infect
. .
Then then
you you
multiply multiply
that that
by by
the the
transmission transmission
probability probability
, ,
is be
virus virus
getting get
into into
them them
, ,
essentially essentially
, ,
that that
' '
s s
what what
you you
mean mean
by by
crossing cross
over over
. .
And and
then then
by by
the the
susceptibility susceptibility
number number
. .
By by
the the
way way
, ,
what what
do do
you you
think think
the the
susceptibility susceptibility
probability probability
is be
for for
this this
case case
? ?
AK ak
: :
I i
think think
we we
have have
to to
assume assume
that that
it it
' '
s s
near near
100 @card@
percent percent
in in
terms term
of of
spread spread
, ,
yeah yeah
. .
CA ca
: :
Alright alright
, ,
you you
multiply multiply
those those
numbers number
together together
, ,
and and
right right
now now
, ,
it it
looks look
like like
, ,
for for
this this
coronavirus coronavirus
, ,
that that
you you
say say
two two
to to
three three
is be
the the
most most
plausible plausible
current current
number number
, ,
which which
implies imply
very very
rapid rapid
growth growth
. .
AK ak
: :
Exactly exactly
. .
In in
these these
uncontrolled uncontrolled
outbreaks outbreak
, ,
we we
' '
re re
seeing see
now now
a a
number number
of of
countries country
in in
this this
stage stage
-- --
you you
are be
going go
to to
get get
this this
really really
rapid rapid
growth growth
occurring occur
. .
CA ca
: :
And and
so so
how how
does do
that that
two two
to to
three three
compare compare
with with
flu flu
? ?
And and
I i
guess guess
, ,
there there
' '
s s
seasonal seasonal
flu flu
, ,
in in
the the
winter winter
, ,
when when
it it
' '
s s
spreading spread
, ,
and and
at at
other other
times time
during during
the the
year year
drops drop
well well
below below
one one
as as
a a
reproduction reproduction
number number
, ,
right right
? ?
But but
what what
is be
it it
during during
seasonal seasonal
flu flu
time time
? ?
AK ak
: :
During during
the the
early early
stage stage
when when
it it
' '
s s
taking take
off off
at at
the the
start start
of of
the the
flu flu
season season
, ,
it it
' '
s s
probably probably
, ,
we we
reckon reckon
, ,
somewhere somewhere
between between
about about
maybe maybe
1 @card@
. .
2 @card@
, ,
1 @card@
. .
4 4
. .
So so
it it
' '
s s
not not
incredibly incredibly
transmissible transmissible
, ,
if if
you you
imagine imagine
you you
do do
have have
some some
immunity immunity
in in
your your
population population
from from
vaccination vaccination
and and
from from
other other
things thing
. .
So so
it it
can can
spread spread
, ,
it it
' '
s s
above above
one one
, ,
but but
it it
' '
s s
not not
taking take
off off
, ,
necessarily necessarily
, ,
as as
quickly quickly
as as
the the
coronavirus coronavirus
is be
. .
CA ca
: :
So so
I i
want want
to to
come come
back back
to to
two two
of of
those those
elements element
, ,
specifically specifically
opportunity opportunity
and and
transmission transmission
probability probability
, ,
because because
those those
seem seem
to to
have have
the the
most most
chance chance
to to
actually actually
do do
something something
about about
this this
infection infection
rate rate
. .
Before before
we we
go go
there there
, ,
let let
' '
s s
talk talk
about about
another another
key key
number number
on on
this this
, ,
which which
is be
the the
fatality fatality
rate rate
. .
First first
of of
all all
, ,
could could
you you
define define
-- --
I i
think think
there there
' '
s s
two two
different different
versions version
of of
the the
fatality fatality
rate rate
that that
maybe maybe
confuse confuse
people people
. .
Could could
you you
define define
them them
? ?
AK ak
: :
So so
the the
one one
that that
we we
often often
talk talk
about about
is be
what what
' '
s s
known know
as as
the the
case case
fatality fatality
rate rate
, ,
and and
that that
' '
s s
of of
the the
proportion proportion
who who
show show
up up
with with
symptoms symptom
as as
cases case
, ,
what what
proportion proportion
of of
those those
will will
subsequently subsequently
be be
fatal fatal
. .
And and
we we
also also
sometimes sometimes
talk talk
about about
what what
' '
s s
known know
as as
the the
infection infection
fatality fatality
rate rate
, ,
which which
is be
, ,
of of
everyone everyone
who who
gets get
infected infected
, ,
regardless regardless
of of
symptoms symptom
, ,
how how
many many
of of
those those
infections infection
will will
subsequently subsequently
be be
fatal fatal
. .
But but
most most
of of
the the
values value
we we
see see
kicking kick
around around
are be
the the
case case
fatality fatality
rate rate
, ,
or or
the the
CFR cfr
, ,
as as
it it
' '
s s
sometimes sometimes
known know
. .
CA ca
: :
And and
so so
what what
is be
that that
fatality fatality
rate rate
for for
this this
virus virus
, ,
and and
again again
, ,
how how
does do
that that
compare compare
with with
other other
pathogens pathogen
? ?
AK ak
: :
So so
there there
' '
s s
a a
few few
numbers number
that that
have have
been be
bouncing bounce
around around
. .
One one
of of
the the
challenges challenge
in in
real real
time time
is be
you you
often often
don don
' '
t t
see see
all all
of of
your your
cases case
, ,
you you
have have
people people
symptomatic symptomatic
not not
being be
reported report
. .
You you
also also
have have
a a
delay delay
. .
If if
you you
imagine imagine
, ,
for for
example example
, ,
100 @card@
people people
turn turn
up up
to to
a a
hospital hospital
with with
coronavirus coronavirus
and and
none none
have have
died die
yet yet
, ,
that that
doesn doesn
' '
t t
imply imply
that that
the the
fatality fatality
rate rate
is be
zero zero
, ,
because because
you you
' '
ve ve
got get
to to
wait wait
to to
see see
what what
might might
happen happen
to to
them them
. .
So so
when when
you you
adjust adjust
for for
that that
underreporting underreport
and and
delays delay
, ,
best good
estimate estimate
for for
the the
case case
fatality fatality
is be
about about
one one
percent percent
. .
So so
about about
one one
percent percent
of of
people people
with with
symptoms symptom
, ,
on on
average average
, ,
those those
outcomes outcome
are be
fatal fatal
. .
And and
that that
' '
s s
probably probably
about about
10 @card@
times time
worse bad
than than
seasonal seasonal
flu flu
. .
CA ca
: :
Yeah yeah
, ,
so so
that that
' '
s s
a a
scary scary
comparison comparison
right right
there there
, ,
given give
how how
many many
people people
die die
of of
flu flu
. .
So so
when when
the the
World world
Health health
Organization organization
mentioned mention
a a
higher high
number number
, ,
a a
little little
while while
back back
, ,
of of
3 @card@
. .
4 @card@
percent percent
, ,
they they
were be
criticized criticize
a a
bit bit
for for
that that
. .
Explain explain
why why
that that
might might
have have
been be
misleading mislead
and and
how how
to to
think think
about about
it it
and and
adjust adjust
for for
that that
. .
AK ak
: :
It it
' '
s s
incredibly incredibly
common common
that that
people people
look look
at at
these these
raw raw
numbers number
, ,
they they
say say
, ,
" "
How how
many many
deaths death
are be
there there
so so
far far
, ,
how how
many many
cases case
, ,
" "
and and
they they
look look
at at
that that
ratio ratio
, ,
and and
even even
a a
couple couple
of of
weeks week
ago ago
, ,
that that
number number
produced produce
a a
two two
percent percent
value value
. .
But but
if if
you you
imagine imagine
you you
have have
this this
delay delay
effect effect
, ,
then then
even even
if if
you you
stop stop
all all
your your
cases case
, ,
you you
will will
still still
have have
these these
kind kind
of of
fatal fatal
outcomes outcome
over over
time time
, ,
so so
that that
number number
will will
creep creep
up up
. .
This this
has have
occurred occur
in in
every every
epidemic epidemic
from from
pandemic pandemic
flu flu
to to
Ebola ebola
, ,
we we
see see
this this
again again
and and
again again
. .
And and
I i
made make
the the
point point
to to
a a
number number
of of
people people
that that
this this
number number
is be
going go
to to
go go
up up
, ,
because because
as as
China china
' '
s s
cases case
slow slow
, ,
it it
will will
look look
like like
it it
' '
s s
increasing increase
, ,
and and
that that
' '
s s
just just
kind kind
of of
a a
statistical statistical
quirk quirk
. .
There there
' '
s s
nothing nothing
really really
kind kind
of of
, ,
behind behind
a a
change change
, ,
there there
' '
s s
no no
mutations mutation
or or
anything anything
going go
on on
. .
CA ca
: :
If if
I i
have have
this this
right right
, ,
there there
are be
two two
effects effect
going go
on on
. .
One one
is be
that that
the the
number number
of of
fatalities fatality
from from
the the
existing existing
caseload caseload
will will
rise rise
, ,
which which
actually actually
would would
boost boost
that that
3 @card@
. .
4 @card@
even even
higher high
. .
But but
then then
you you
have have
to to
offset offset
that that
against against
the the
fact fact
that that
, ,
apparently apparently
, ,
huge huge
numbers number
of of
cases case
have have
just just
gone go
undetected undetected
and and
that that
we we
haven haven
' '
t t
, ,
due due
to to
bad bad
testing testing
, ,
that that
the the
number number
of of
fatalities fatality
don don
' '
t t
-- --
they they
probably probably
reflect reflect
a a
much much
larger large
number number
of of
early early
cases case
. .
Is be
that that
it it
? ?
AK ak
: :
Exactly exactly
. .
So so
you you
have have
one one
thing thing
pulling pull
the the
number number
up up
and and
one one
thing thing
pulling pull
it it
down down
. .
And and
it it
means mean
that that
on on
these these
kind kind
of of
early early
values value
, ,
if if
you you
actually actually
just just
adjust adjust
for for
the the
delay delay
and and
don don
' '
t t
think think
about about
these these
unreported unreported
cases case
, ,
you you
start start
getting get
really really
very very
scary scary
numbers number
indeed indeed
. .
You you
get get
up up
to to
20 @card@
, ,
30 @card@
percent percent
potentially potentially
, ,
which which
really really
doesn doesn
' '
t t
align align
with with
what what
we we
know know
about about
this this
virus virus
in in
general general
. .
CA ca
: :
Alright alright
. .
There there
' '
s s
a a
lot lot
more more
data datum
in in
now now
. .
From from
your your
point point
of of
view view
, ,
you you
think think
the the
likely likely
fatality fatality
rate rate
, ,
at at
least least
in in
the the
earlier early
stage stage
of of
an an
infection infection
, ,
is be
about about
two two
percent percent
? ?
AK ak
: :
I i
think think
overall overall
, ,
I i
think think
we we
can can
put put
something something
probably probably
in in
the the
0 @card@
. .
5 @card@
to to
two two
percent percent
range range
, ,
and and
that that
' '
s s
on on
a a
number number
of of
different different
data datum
sets set
. .
And and
that that
' '
s s
for for
people people
who who
are be
symptomatic symptomatic
. .
I i
think think
on on
average average
, ,
one one
percent percent
is be
a a
good good
number number
to to
work work
with with
. .
CA ca
: :
OK ok
, ,
one one
percent percent
, ,
So so
flu flu
is be
often often
quoted quote
as as
a a
tenth tenth
of of
a a
percent percent
, ,
so so
it it
' '
s s
five five
to to
10 @card@
times time
or or
more more
more more
dangerous dangerous
than than
flu flu
. .
And and
that that
danger danger
is be
not not
symmetric symmetric
across across
age age
groups group
, ,
as as
is be
well well
known know
. .
It it
primarily primarily
affects affect
the the
elderly elderly
. .
AK ak
: :
Yeah yeah
, ,
we we
' '
ve ve
seen see
that that
one one
percent percent
on on
average average
, ,
but but
once once
you you
start start
getting get
into into
the the
over over
60s 60s
, ,
over over
70s 70s
, ,
that that
number number
really really
starts start
to to
shoot shoot
up up
. .
I i
mean mean
, ,
we we
' '
re re
estimating estimate
potentially potentially
in in
these these
older old
groups group
, ,
you you
' '
re re
looking look
at at
maybe maybe
five five
, ,
10 @card@
percent percent
fatality fatality
. .
And and
then then
of of
course course
, ,
on on
top top
of of
that that
, ,
you you
' '
ve ve
got get
to to
add add
what what
are be
going go
to to
be be
the the
severe severe
cases case
and and
people people
are be
going go
to to
require require
hospitalization hospitalization
. .
And and
those those
risks risk
get get
very very
large large
in in
the the
older old
groups group
indeed indeed
. .
CA ca
: :
Adam adam
, ,
put put
these these
numbers number
together together
for for
us us
. .
In in
your your
models model
, ,
if if
you you
put put
together together
a a
reproduction reproduction
rate rate
of of
two two
to to
three three
and and
a a
fatality fatality
rate rate
of of
0 @card@
. .
5 @card@
percent percent
to to
one one
percent percent
and and
you you
run run
the the
simulation simulation
, ,
what what
does do
it it
look look
like like
? ?
AK ak
: :
So so
if if
you you
have have
this this
uncontrolled uncontrolled
transmission transmission
, ,
and and
you you
have have
this this
reproduction reproduction
number number
of of
two two
or or
three three
and and
you you
don don
' '
t t
do do
anything anything
about about
it it
, ,
the the
only only
way way
the the
outbreak outbreak
ends end
is be
enough enough
people people
get get
it it
and and
immunity immunity
builds build
up up
and and
the the
outbreak outbreak
kind kind
of of
ends end
on on
its its
own own
. .
And and
in in
that that
case case
, ,
you you
would would
expect expect
very very
large large
numbers number
of of
the the
population population
to to
be be
infected infect
. .
It it
' '
s s
what what
we we
see see
, ,
for for
example example
, ,
with with
many many
other other
uncontained uncontained
outbreaks outbreak
, ,
that that
it it
essentially essentially
burns burn
through through
the the
population population
, ,
you you
get get
large large
numbers number
infected infect
and and
with with
this this
kind kind
of of
fatality fatality
rate rate
and and
hospitalization hospitalization
rate rate
, ,
that that
would would
really really
be be
hugely hugely
damaging damaging
if if
that that
were be
to to
occur occur
. .
Certainly certainly
at at
the the
country country
level level
, ,
we we
' '
re re
seeing see
-- --
Italy italy
is be
a a
good good
example example
at at
the the
moment moment
, ,
that that
if if
you you
have have
that that
early early
transmission transmission
that that
' '
s s
undetected undetected
, ,
that that
rapid rapid
growth growth
, ,
you you
very very
quickly quickly
get get
to to
a a
situation situation
where where
your your
health health
systems system
are be
overwhelmed overwhelm
. .
I i
think think
one one
of of
the the
nastiest nasty
aspects aspect
of of
this this
virus virus
is be
that that
because because
you you
have have
the the
delay delay
between between
infection infection
and and
symptoms symptom
and and
people people
showing show
up up
in in
health health
care care
, ,
if if
your your
health health
system system
is be
overwhelmed overwhelm
, ,
even even
on on
that that
day day
, ,
if if
you you
completely completely
stop stop
transmission transmission
, ,
you you
' '
ve ve
got get
all all
of of
these these
people people
who who
have have
already already
been be
exposed expose
, ,
so so
you you
' '
re re
still still
going go
to to
have have
cases case
and and
severe severe
cases case
appearing appear
for for
maybe maybe
another another
couple couple
of of
weeks week
. .
So so
it it
' '
s s
really really
this this
huge huge
accumulation accumulation
of of
infection infection
and and
burden burden
that that
' '
s s
coming come
through through
the the
system system
on on
your your
population population
. .
CA ca
: :
So so
there there
' '
s s
another another
key key
number number
, ,
actually actually
, ,
is be
how how
does do
the the
total total
case case
number number
compare compare
to to
the the
capacity capacity
of of
a a
country country
' '
s s
health health
system system
to to
process process
that that
number number
of of
cases case
. .
Presumably presumably
that that
issue issue
makes make
a a
huge huge
difference difference
to to
the the
fatality fatality
rate rate
, ,
the the
difference difference
between between
people people
coming come
in in
with with
severe severe
illness illness
and and
a a
health health
system system
that that
' '
s s
able able
to to
respond respond
and and
one one
that that
' '
s s
overwhelmed overwhelm
. .
The the
fatality fatality
rate rate
is be
going go
to to
be be
very very
different different
at at
that that
point point
. .
AK ak
: :
If if
someone someone
requires require
an an
ICU icu
bed bed
, ,
that that
' '
s s
a a
couple couple
of of
weeks week
they they
' '
re re
going go
to to
require require
it it
for for
and and
you you
' '
ve ve
got get
more more
cases case
coming come
through through
the the
system system
, ,
so so
it it
very very
quickly quickly
gets get
very very
tough tough
. .
CA ca
: :
So so
talk talk
about about
the the
difference difference
between between
containment containment
and and
mitigation mitigation
. .
These these
are be
different different
terms term
that that
we we
' '
re re
hearing hear
a a
lot lot
about about
. .
In in
the the
early early
stages stage
of of
the the
virus virus
, ,
governments government
are be
focused focus
on on
containment containment
. .
What what
does do
that that
mean mean
? ?
AK ak
: :
Containment containment
is be
this this
idea idea
that that
you you
can can
focus focus
your your
effort effort
on on
control control
very very
much much
on on
the the
cases case
and and
their their
contacts contact
. .
So so
you you
' '
re re
not not
causing cause
disruption disruption
to to
the the
wider wide
population population
, ,
you you
have have
a a
case case
that that
comes come
in in
, ,
you you
isolate isolate
them them
, ,
you you
work work
out out
who who
they they
' '
ve ve
come come
into into
contact contact
with with
, ,
who who
' '
s s
potentially potentially
these these
opportunities opportunity
for for
exposure exposure
and and
then then
you you
can can
follow follow
up up
those those
people people
, ,
maybe maybe
quarantine quarantine
them them
to to
make make
sure sure
that that
no no
further further
transmission transmission
happens happen
. .
So so
it it
' '
s s
a a
very very
focused focus
, ,
targeted target
method method
, ,
and and
for for
SARS sars
, ,
it it
worked work
remarkably remarkably
well well
. .
But but
I i
think think
for for
this this
infection infection
, ,
because because
some some
cases case
are be
going go
to to
be be
missed miss
or or
undetected undetected
, ,
you you
' '
ve ve
really really
got get
to to
be be
capturing capture
a a
large large
chunk chunk
of of
people people
at at
risk risk
. .
If if
a a
few few
slip slip
through through
the the
net net
, ,
potentially potentially
, ,
you you
' '
re re
going go
to to
get get
an an
outbreak outbreak
. .
CA ca
: :
Are be
there there
any any
countries country
that that
have have
been be
able able
to to
employ employ
this this
strategy strategy
and and
effectively effectively
contain contain
the the
virus virus
? ?
AK ak
: :
So so
Singapore singapore
have have
been be
doing do
a a
really really
remarkable remarkable
job job
of of
this this
for for
the the
last last
six six
weeks week
or or
so so
. .
So so
as as
well well
as as
some some
wider wide
measures measure
, ,
they they
' '
ve ve
been be
working work
incredibly incredibly
hard hard
to to
trace trace
people people
who who
have have
come come
into into
contact contact
. .
Looking look
at at
CCTV cctv
, ,
going go
through through
to to
find find
out out
which which
taxi taxi
someone someone
might might
have have
gotten get
, ,
who who
might might
be be
at at
risk risk
-- --
really really
, ,
really really
thorough thorough
follow-up follow-up
. .
And and
for for
about about
six six
weeks week
, ,
that that
has have
kept keep
a a
lid lid
on on
transmission transmission
. .
CA ca
: :
So so
that that
' '
s s
amazing amazing
. .
So so
someone someone
comes come
into into
the the
country country
, ,
they they
test test
positive positive
-- --
they they
go go
to to
work work
, ,
and and
with with
a a
massive massive
team team
, ,
and and
trace trace
everything everything
to to
the the
level level
of of
actually actually
saying say
, ,
" "
Oh oh
, ,
you you
don don
' '
t t
know know
what what
taxi taxi
you you
went go
in in
? ?
Let let
us us
find find
that that
out out
for for
you you
. .
" "
And and
presumably presumably
, ,
when when
they they
find find
the the
taxi taxi
driver driver
, ,
they they
then then
have have
to to
try try
and and
figure figure
out out
everyone everyone
else else
who who
was be
in in
that that
taxi taxi
? ?
AK ak
: :
So so
they they
will will
focus focus
on on
close close
contacts contact
of of
people people
most most
at at
risk risk
, ,
but but
they they
' '
re re
really really
minimizing minimize
the the
chance chance
that that
anyone anyone
slips slip
through through
the the
net net
. .
CA ca
: :
But but
even even
in in
Singapore singapore
, ,
if if
I i
' '
m m
not not
mistaken mistake
, ,
numbers number
started start
to to
trend trend
back back
down down
to to
zero zero
, ,
but but
I i
think think
recently recently
, ,
they they
' '
ve ve
picked pick
up up
again again
a a
bit bit
. .
It it
' '
s s
still still
unclear unclear
whether whether
they they
will will
actually actually
be be
able able
to to
sustain sustain
containment containment
. .
AK ak
: :
Exactly exactly
. .
If if
we we
talk talk
in in
terms term
of of
the the
reproduction reproduction
number number
, ,
we we
saw see
it it
dipped dip
to to
maybe maybe
0 @card@
. .
8 @card@
, ,
0 @card@
. .
9 @card@
, ,
so so
under under
that that
crucial crucial
value value
of of
one one
. .
But but
in in
the the
last last
week week
or or
two two
, ,
it it
does do
seem seem
to to
be be
ticking tick
up up
and and
they they
' '
re re
getting get
more more
cases case
appearing appear
. .
I i
think think
a a
lot lot
of of
it it
is be
, ,
even even
if if
they they
are be
containing contain
it it
, ,
the the
world world
is be
experiencing experience
outbreaks outbreak
and and
just just
keeps keep
throwing throw
sparks spark
of of
infection infection
, ,
and and
it it
becomes become
harder hard
and and
harder hard
with with
that that
level level
of of
intensive intensive
effort effort
to to
stamp stamp
them them
all all
out out
. .
CA ca
: :
In in
the the
case case
of of
this this
virus virus
, ,
you you
know know
, ,
there there
was be
warning warn
to to
most most
countries country
in in
the the
world world
that that
this this
thing thing
was be
happening happen
. .
The the
news news
out out
of of
China china
very very
quickly quickly
became become
very very
bleak bleak
, ,
and and
people people
had have
time time
to to
prepare prepare
. .
I i
mean mean
, ,
what what
would would
ideal ideal
preparation preparation
look look
like like
if if
you you
know know
that that
something something
like like
this this
is be
coming come
and and
you you
know know
that that
there there
' '
s s
a a
lot lot
on on
the the
line line
if if
you you
can can
successfully successfully
contain contain
it it
before before
it it
really really
escapes escape
? ?
AK ak
: :
I i
think think
two two
things thing
would would
make make
a a
really really
big big
difference difference
. .
One one
is be
having have
as as
thorough thorough
a a
follow-up follow-up
and and
detection detection
as as
possible possible
. .
We we
' '
ve ve
done do
some some
modeling modeling
analyses analysis
, ,
looking look
at at
how how
effective effective
that that
kind kind
of of
early early
containment containment
is be
. .
And and
it it
can can
be be
, ,
if if
you you
' '
re re
identifying identify
maybe maybe
70 @card@
or or
80 @card@
percent percent
of of
the the
people people
who who
might might
have have
come come
into into
contact contact
. .
But but
if if
you you
' '
re re
not not
detecting detect
those those
cases case
coming come
in in
, ,
if if
you you
' '
re re
not not
detecting detect
their their
contacts contact
-- --
and and
a a
lot lot
of of
the the
early early
focus focus
, ,
for for
example example
, ,
was be
on on
travel travel
history history
to to
China china
, ,
and and
then then
it it
became become
clear clear
that that
the the
situation situation
was be
changing change
, ,
but but
because because
you you
were be
relying rely
on on
that that
as as
your your
definition definition
of of
a a
case case
, ,
it it
meant mean
a a
lot lot
of of
maybe maybe
other other
cases case
that that
matched match
the the
definition definition
weren weren
' '
t t
being be
tested test
because because
they they
didn didn
' '
t t
seem seem
to to
be be
potentially potentially
at at
risk risk
. .
CA ca
: :
So so
I i
mean mean
, ,
if if
you you
know know
that that
early early
detection detection
is be
key key
to to
this this
, ,
an an
essential essential
early early
measure measure
, ,
I i
guess guess
, ,
would would
be be
to to
rapidly rapidly
ensure ensure
that that
you you
had have
enough enough
tests test
available available
and and
where where
needed need
, ,
so so
that that
you you
could could
respond respond
, ,
be be
ready ready
to to
swing swing
into into
action action
as as
soon soon
as as
someone someone
was be
detected detect
, ,
you you
then then
have have
to to
very very
quickly quickly
, ,
I i
guess guess
, ,
test test
their their
contacts contact
and and
so so
forth forth
, ,
to to
have have
a a
chance chance
of of
keeping keep
this this
under under
control control
. .
AK ak
: :
Exactly exactly
. .
In in
my my
line line
of of
work work
, ,
we we
say say
there there
' '
s s
value value
in in
a a
negative negative
test test
, ,
because because
it it
shows show
that that
you you
' '
re re
looking look
for for
something something
and and
it it
' '
s s
not not
there there
. .
And and
so so
I i
think think
having have
small small
numbers number
of of
people people
tested test
doesn doesn
' '
t t
give give
you you
confidence confidence
that that
you you
' '
re re
not not
missing miss
infections infection
, ,
whereas whereas
if if
you you
are be
doing do
really really
thorough thorough
follow-up follow-up
on on
contacts contact
, ,
we we
' '
ve ve
seen see
countries country
even even
like like
Korea korea
now now
, ,
huge huge
numbers number
of of
people people
tested test
. .
So so
although although
there there
are be
still still
cases case
appearing appear
, ,
it it
gives give
them them
more more
confidence confidence
that that
they they
have have
some some
sense sense
of of
where where
those those
infections infection
are be
. .
CA ca
: :
I i
mean mean
, ,
you you
' '
re re
in in
the the
UK uk
right right
now now
, ,
I i
' '
m m
in in
the the
US us
. .
How how
likely likely
is be
it it
that that
the the
UK uk
is be
going go
to to
be be
able able
to to
contain contain
, ,
how how
likely likely
is be
it it
that that
the the
US us
is be
going go
to to
be be
able able
to to
contain contain
this this
? ?
AK ak
: :
I i
think think
it it
' '
s s
pretty pretty
unlikely unlikely
in in
both both
cases case
. .
I i
think think
the the
UK uk
is be
going go
to to
have have
to to
introduce introduce
some some
additional additional
measures measure
. .
I i
think think
when when
that that
happens happen
obviously obviously
depends depend
a a
bit bit
on on
the the
current current
situation situation
, ,
but but
we we
' '
ve ve
tested test
almost almost
30 @card@
, ,
000 @card@
people people
now now
. .
Frankly frankly
, ,
I i
think think
the the
US us
may may
well well
be be
moving move
beyond beyond
that that
point point
, ,
given give
how how
much much
evidence evidence
of of
extensive extensive
transmission transmission
that that
has have
, ,
and and
I i
think think
without without
clear clear
ideas idea
of of
how how
much much
infection infection
there there
is be
and and
that that
level level
of of
testing testing
, ,
it it
' '
s s
quite quite
hard hard
to to
actually actually
see see
what what
the the
picture picture
currently currently
is be
in in
the the
US us
. .
CA ca
: :
I i
mean mean
, ,
I i
definitely definitely
don don
' '
t t
want want
to to
get get
too too
political political
about about
this this
, ,
but but
I i
mean mean
, ,
does do
this this
strike strike
you you
as as
-- --
you you
just just
said say
that that
the the
UK uk
has have
tested test
30 @card@
, ,
000 @card@
people people
-- --
the the
US us
is be
five five
or or
six six
times time
bigger big
and and
I i
think think
the the
total total
number number
of of
tests test
here here
is be
five five
or or
six six
thousand thousand
, ,
or or
it it
was be
a a
few few
days day
ago ago
. .
Does do
that that
strike strike
you you
as as
bizarre bizarre
? ?
I i
don don
' '
t t
understand understand
, ,
honestly honestly
, ,
how how
that that
happened happen
in in
an an
educated educate
country country
that that
has have
so so
much much
knowledge knowledge
about about
infectious infectious
diseases disease
. .
AK ak
: :
It it
does do
, ,
and and
I i
think think
there there
' '
s s
obviously obviously
a a
number number
of of
factors factor
playing play
in in
there there
, ,
logistics logistic
and and
so so
on on
, ,
but but
there there
has have
been be
that that
period period
of of
warning warn
that that
this this
is be
a a
threat threat
and and
this this
is be
coming come
in in
. .
And and
I i
think think
countries country
need need
to to
make make
sure sure
that that
they they
' '
ve ve
got get
the the
capacity capacity
to to
really really
do do
as as
much much
detection detection
as as
they they
can can
in in
those those
early early
stages stage
, ,
because because
that that
' '
s s
where where
you you
' '
re re
going go
to to
catch catch
it it
and and
that that
' '
s s
where where
you you
' '
re re
going go
to to
have have
a a
better good
chance chance
of of
containing contain
it it
. .
CA ca
: :
OK ok
, ,
so so
if if
you you
fail fail
to to
contain contain
, ,
then then
you you
have have
to to
move move
to to
some some
kind kind
of of
mitigation mitigation
strategy strategy
. .
So so
what what
comes come
into into
play play
there there
? ?
And and
I i
think think
I i
almost almost
want want
to to
bring bring
that that
back back
to to
two two
of of
your your
DOTS dot
factors factor
, ,
opportunity opportunity
and and
transmission transmission
probability probability
, ,
because because
it it
seems seem
like like
the the
virus virus
is be
what what
it it
is be
, ,
the the
actual actual
duration duration
when when
someone someone
is be
potentially potentially
infectious infectious
, ,
we we
can can
' '
t t
do do
much much
about about
. .
The the
susceptibility susceptibility
side side
, ,
we we
can can
' '
t t
do do
much much
about about
until until
there there
' '
s s
a a
vaccine vaccine
. .
We we
could could
maybe maybe
talk talk
about about
that that
in in
a a
bit bit
. .
But but
the the
middle middle
two two
of of
opportunity opportunity
and and
transmission transmission
probability probability
, ,
we we
can can
do do
something something
about about
. .
Do do
you you
want want
to to
maybe maybe
talk talk
about about
those those
in in
turn turn
, ,
of of
what what
that that
looks look
like like
, ,
how how
would would
you you
build build
a a
mitigation mitigation
strategy strategy
? ?
I i
mean mean
, ,
first first
of of
all all
, ,
thinking think
about about
opportunity opportunity
, ,
how how
do do
you you
reduce reduce
the the
number number
of of
opportunities opportunity
to to
pass pass
on on
the the
bug bug
? ?
AK ak
: :
And and
so so
I i
think think
in in
that that
respect respect
, ,
it it
would would
be be
about about
massive massive
changes change
in in
our our
social social
interactions interaction
. .
And and
if if
you you
think think
in in
terms term
of of
the the
reproduction reproduction
number number
of of
being be
about about
two two
or or
three three
, ,
to to
get get
that that
number number
below below
one one
, ,
you you
' '
ve ve
really really
got get
to to
cut cut
some some
aspect aspect
of of
that that
transmission transmission
in in
half half
or or
in in
two-thirds two-third
to to
get get
that that
below below
one one
. .
And and
so so
that that
would would
require require
, ,
of of
the the
opportunities opportunity
that that
could could
spread spread
the the
virus virus
, ,
so so
these these
kind kind
of of
close close
contacts contact
, ,
everybody everybody
in in
the the
population population
, ,
on on
average average
, ,
will will
be be
needing need
to to
reduce reduce
those those
interactions interaction
potentially potentially
by by
two-thirds two-third
to to
bring bring
it it
under under
control control
. .
That that
might might
be be
through through
working work
from from
home home
, ,
from from
changing change
lifestyle lifestyle
and and
kind kind
of of
where where
you you
go go
in in
crowded crowded
places place
and and
dinners dinner
. .
And and
of of
course course
, ,
these these
measures measure
, ,
things thing
like like
school school
closures closure
, ,
and and
other other
things thing
that that
just just
attempt attempt
to to
reduce reduce
the the
social social
mixing mix
of of
a a
population population
. .
CA ca
: :
Well well
, ,
actually actually
, ,
talk talk
to to
me me
more more
about about
school school
closures closure
, ,
because because
that that
, ,
if if
I i
remember remember
, ,
often often
in in
past past
pandemics pandemic
has have
been be
cited cite
as as
an an
absolutely absolutely
key key
measure measure
, ,
that that
schools school
represent represent
this this
sort sort
of of
coming come
together together
of of
people people
, ,
children child
are be
often often
-- --
certainly certainly
when when
it it
comes come
to to
flu flu
and and
colds cold
-- --
they they
' '
re re
carriers carrier
. .
But but
on on
this this
case case
, ,
children child
don don
' '
t t
seem seem
to to
be be
getting get
sick sick
from from
this this
particular particular
virus virus
, ,
or or
at at
least least
very very
few few
of of
them them
are be
. .
Do do
we we
know know
