Chris chris
sign sign
of of
a a
healthy healthy
, ,
functioning function
, ,
free free
speech speech
situation situation
. .
CA ca
: :
I i
think think
many many
people people
would would
agree agree
with with
that that
. .
And and
looking look
at at
the the
reaction reaction
online online
, ,
many many
people people
are be
excited excite
by by
you you
coming come
in in
and and
the the
changes change
you you
' '
re re
proposing propose
. .
Some some
others other
are be
absolutely absolutely
horrified horrify
. .
Here here
' '
s s
how how
they they
would would
see see
it it
. .
They they
would would
say say
, ,
" "
Wait wait
a a
sec sec
. .
We we
agree agree
that that
Twitter twitter
is be
an an
incredibly incredibly
important important
town town
square square
. .
It it
is be
where where
the the
world world
exchanges exchange
opinion opinion
about about
life life
and and
death death
matters matter
. .
How how
on on
Earth earth
could could
it it
be be
owned own
by by
the the
world world
' '
s s
richest rich
person person
? ?
That that
can can
' '
t t
be be
right right
. .
" "
So so
what what
' '
s s
the the
response response
there there
? ?
Is be
there there
any any
way way
that that
you you
can can
distance distance
yourself yourself
from from
the the
actual actual
decision decision
making make
that that
matters matter
on on
content content
in in
some some
very very
clear clear
way way
that that
is be
convincing convince
to to
people people
? ?
EM em
: :
Well well
, ,
like like
I i
said say
, ,
I i
think think
it it
' '
s s
very very
important important
that that
the the
algorithm algorithm
be be
open-sourced open-sourced
and and
that that
any any
manual manual
adjustments adjustment
be be
identified identify
. .
So so
if if
somebody somebody
did do
something something
to to
a a
tweet tweet
, ,
there there
' '
s s
information information
attached attach
to to
it it
that that
action action
was be
taken take
. .
And and
I i
won win
' '
t t
personally personally
be be
, ,
you you
know know
, ,
in in
there there
editing edit
tweets tweet
. .
But but
you you
' '
ll ll
know know
if if
something something
was be
done do
to to
promote promote
, ,
demote demote
or or
otherwise otherwise
affect affect
a a
tweet tweet
. .
You you
know know
, ,
as as
for for
media medium
sort sort
of of
ownership ownership
, ,
I i
mean mean
, ,
you you
' '
ve ve
got get
, ,
you you
know know
, ,
Mark mark
Zuckerberg zuckerberg
owning own
Facebook facebook
and and
Instagram instagram
and and
WhatsApp whatsapp
and and
with with
a a
share share
ownership ownership
structure structure
that that
will will
have have
Mark mark
Zuckerberg zuckerberg
XIV xiv
still still
controlling control
those those
entities entity
. .
Like like
, ,
literally literally
. .
We we
won win
' '
t t
have have
that that
at at
Twitter twitter
. .
CA ca
: :
If if
you you
commit commit
to to
opening open
up up
the the
algorithm algorithm
that that
definitely definitely
gives give
some some
level level
of of
confidence confidence
. .
Talk talk
about about
some some
of of
the the
other other
changes change
that that
you you
' '
ve ve
proposed propose
. .
The the
edit edit
button button
, ,
that that
' '
s s
definitely definitely
coming come
if if
you you
have have
your your
way way
. .
EM em
: :
Yeah yeah
. .
I i
think think
, ,
I i
mean mean
, ,
frankly frankly
. .
. .
. .
The the
top top
priority priority
I i
would would
have have
is be
eliminating eliminate
the the
spam spam
and and
scam scam
bots bot
and and
the the
bot bot
armies army
that that
are be
on on
Twitter twitter
. .
You you
know know
, ,
I i
think think
these these
influence influence
-- --
they they
make make
the the
product product
much much
worse bad
. .
You you
know know
, ,
if if
I i
had have
a a
Dogecoin dogecoin
for for
every every
crypto crypto
scam scam
I i
saw see
. .
I i
would would
have have
100 @card@
billion billion
Dogecoin dogecoin
. .
CA ca
: :
Do do
you you
regret regret
sparking spark
a a
sort sort
of of
, ,
storm storm
of of
excitement excitement
over over
DOGE doge
and and
, ,
you you
know know
, ,
where where
it it
' '
s s
gone go
? ?
EM em
: :
I i
mean mean
, ,
I i
think think
DOGE doge
is be
fun fun
. .
And and
, ,
you you
know know
, ,
I i
' '
ve ve
always always
said say
don don
' '
t t
bet bet
the the
farm farm
on on
Dogecoin dogecoin
, ,
FYI fyi
. .
But but
I i
think think
it it
' '
s s
, ,
I i
like like
dogs dog
and and
I i
like like
memes memes
, ,
and and
it it
' '
s s
got get
both both
of of
those those
. .
CA ca
: :
But but
just just
on on
the the
edit edit
button button
, ,
how how
do do
you you
get get
around around
the the
problem problem
of of
, ,
so so
someone someone
tweets tweet
, ,
" "
Elon elon
rocks rock
" "
and and
it it
' '
s s
tweeted tweet
by by
two two
million million
people people
. .
And and
then then
after after
that that
, ,
they they
edit edit
it it
" "
Elon elon
sucks suck
, ,
" "
and and
then then
all all
those those
retweets retweets
they they
' '
re re
all all
embarrassed embarrassed
. .
How how
do do
you you
avoid avoid
that that
type type
of of
changing change
of of
meaning mean
so so
that that
retweeters retweeter
are be
exploited exploit
? ?
EM em
: :
Well well
, ,
I i
think think
you you
' '
d d
only only
have have
the the
edit edit
capability capability
for for
a a
short short
period period
of of
time time
. .
And and
probably probably
the the
thing thing
to to
do do
upon upon
the the
edit edit
would would
be be
to to
zero zero
out out
all all
retweets retweets
and and
favorites favorite
. .
CA ca
: :
OK ok
. .
EM em
: :
I i
' '
m m
open open
to to
ideas idea
though though
, ,
you you
know know
. .
CA ca
: :
So so
in in
one one
way way
, ,
the the
algorithm algorithm
works work
kind kind
of of
well well
for for
you you
right right
now now
, ,
I i
wanted want
to to
show show
you you
this this
. .
This this
is be
a a
typical typical
tweet tweet
of of
mine mine
, ,
kind kind
of of
lame lame
and and
wordy wordy
and and
whatever whatever
. .
And and
the the
amazing amazing
response response
it it
gets get
is be
this this
, ,
oh oh
, ,
my my
God god
, ,
97 @card@
likes like
. .
And and
then then
I i
tried try
another another
one one
. .
[ [
I i
get get
to to
interview interview
@elonmusk twitterhandle
on on
Thursday thursday
here here
at at
TED ted
. .
What what
questions question
would would
YOU you
ask ask
him him
? ?
] ]
29 @card@
, ,
000 @card@
likes like
. .
So so
the the
algorithm algorithm
, ,
at at
least least
seems seem
to to
be be
, ,
at at
the the
moment moment
, ,
you you
know know
: :
" "
If if
, ,
expand expand
to to
the the
world world
immediately immediately
. .
" "
Not not
bad bad
, ,
right right
? ?
EM em
: :
Yeah yeah
, ,
I i
guess guess
so so
, ,
I i
mean mean
, ,
that that
is be
cool cool
. .
CA ca
: :
So so
help help
us us
understand understand
how how
it it
is be
you you
' '
ve ve
built build
this this
incredible incredible
following following
on on
Twitter twitter
yourself yourself
when when
some some
of of
the the
people people
who who
love love
you you
the the
most most
look look
at at
some some
of of
what what
you you
tweet tweet
and and
they they
think think
it it
' '
s s
somewhere somewhere
between between
embarrassing embarrassing
and and
crazy crazy
, ,
some some
of of
it it
' '
s s
amazing amazing
. .
EM em
: :
It it
is be
a a
little little
. .
. .
. .
CA ca
: :
But but
is be
that that
actually actually
why why
it it
' '
s s
worked work
, ,
why why
has have
it it
worked work
? ?
EM em
: :
I i
mean mean
, ,
I i
don don
' '
t t
know know
. .
I i
' '
m m
tweeting tweet
more more
or or
less less
stream stream
of of
consciousness consciousness
, ,
you you
know know
. .
It it
' '
s s
not not
like like
, ,
let let
me me
think think
about about
some some
grand grand
plan plan
about about
my my
Twitter twitter
or or
whatever whatever
. .
You you
know know
, ,
I i
' '
m m
, ,
like like
, ,
literally literally
, ,
on on
the the
toilet toilet
or or
something something
, ,
like like
, ,
" "
Ha ha
ha ha
, ,
this this
is be
funny funny
. .
" "
And and
then then
tweet tweet
that that
out out
. .
That that
' '
s s
like like
most most
of of
them them
. .
That that
' '
s s
, ,
you you
know know
, ,
oversharing oversharing
. .
CA ca
: :
But but
you you
are be
obsessed obsess
with with
getting get
the the
most most
out out
of of
every every
minute minute
of of
your your
day day
. .
And and
so so
why why
not not
? ?
EM em
: :
So so
, ,
I i
don don
' '
t t
know know
. .
I i
try try
to to
tweet tweet
out out
things thing
that that
are be
interesting interesting
or or
funny funny
. .
And and
then then
people people
seem seem
to to
like like
it it
. .
CA ca
: :
So so
if if
you you
are be
unsuccessful unsuccessful
-- --
actually actually
, ,
before before
I i
ask ask
that that
, ,
let let
me me
ask ask
this this
. .
So so
how how
can can
I i
say say
, ,
is be
funding fund
secured secure
? ?
EM em
: :
I i
have have
sufficient sufficient
assets asset
to to
complete complete
. .
. .
. .
This this
is be
not not
a a
forward-looking forward-looking
statement statement
, ,
blah blah
blah blah
blah blah
. .
I i
mean mean
, ,
I i
can can
do do
it it
if if
possible possible
. .
I i
should should
say say
, ,
actually actually
even even
originally originally
with with
Tesla tesla
back back
in in
the the
day day
, ,
funding funding
was be
actually actually
secured secure
. .
I i
want want
to to
be be
clear clear
about about
that that
. .
In in
fact fact
, ,
this this
may may
be be
a a
good good
opportunity opportunity
to to
clarify clarify
that that
. .
Funding funding
was be
indeed indeed
secured secure
, ,
and and
I i
should should
say say
, ,
like like
, ,
why why
do do
I i
not not
have have
respect respect
for for
the the
SEC sec
in in
that that
situation situation
? ?
And and
I i
don don
' '
t t
mean mean
to to
blame blame
everyone everyone
at at
the the
SEC sec
, ,
but but
certainly certainly
the the
San san
Francisco francisco
office office
, ,
it it
' '
s s
because because
the the
SEC sec
knew know
that that
funding funding
was be
secured secure
, ,
but but
they they
pursued pursue
an an
active active
public public
investigation investigation
nonetheless nonetheless
. .
At at
the the
time time
, ,
Tesla tesla
was be
in in
a a
precarious precarious
financial financial
situation situation
, ,
and and
I i
was be
told tell
by by
the the
banks bank
that that
if if
I i
did do
not not
agree agree
to to
settle settle
with with
the the
SEC sec
that that
the the
banks bank
would would
cease cease
providing provide
working working
capital capital
and and
Tesla tesla
would would
go go
bankrupt bankrupt
immediately immediately
. .
So so
that that
' '
s s
like like
having have
a a
gun gun
to to
your your
child child
' '
s s
head head
. .
So so
I i
was be
forced force
to to
concede concede
to to
the the
SEC sec
unlawfully unlawfully
. .
Those those
bastards bastard
. .
And and
now now
it it
makes make
it it
look look
like like
I i
lied lie
when when
I i
did do
not not
, ,
in in
fact fact
, ,
lie lie
. .
I i
was be
forced force
to to
admit admit
that that
I i
lied lie
to to
save save
Tesla tesla
' '
s s
life life
. .
And and
that that
' '
s s
the the
only only
reason reason
. .
CA ca
: :
Given give
what what
' '
s s
actually actually
happened happen
-- --
Given give
what what
' '
s s
actually actually
happened happen
to to
Tesla tesla
since since
then then
, ,
though though
, ,
aren aren
' '
t t
you you
glad glad
that that
you you
didn didn
' '
t t
take take
it it
private private
? ?
EM em
: :
Yeah yeah
. .
I i
mean mean
. .
. .
. .
It it
' '
s s
difficult difficult
to to
put put
yourself yourself
in in
the the
position position
at at
the the
time time
, ,
Tesla tesla
was be
under under
the the
most most
relentless relentless
short short
seller seller
attack attack
in in
the the
history history
of of
the the
stock stock
market market
. .
There there
' '
s s
something something
called call
" "
short short
and and
distort distort
, ,
" "
where where
the the
barrage barrage
of of
negativity negativity
that that
Tesla tesla
was be
experiencing experience
from from
short short
sellers seller
on on
Wall wall
Street street
was be
beyond beyond
all all
belief belief
. .
Tesla tesla
was be
the the
most most
shorted short
stock stock
in in
the the
history history
of of
stock stock
markets market
. .
This this
is be
saying say
something something
. .
So so
, ,
you you
know know
, ,
this this
was be
affecting affect
our our
ability ability
to to
hire hire
people people
, ,
it it
was be
affecting affect
our our
ability ability
to to
sell sell
cars car
, ,
it it
was be
. .
. .
. .
Yeah yeah
, ,
it it
was be
terrible terrible
. .
They they
wanted want
Tesla tesla
to to
die die
so so
bad bad
, ,
they they
could could
taste taste
it it
. .
CA ca
: :
Well well
, ,
most most
of of
them them
have have
paid pay
the the
price price
. .
EM em
: :
Yes yes
. .
Where where
are be
they they
now now
? ?
CA ca
: :
So so
that that
was be
a a
very very
strong strong
statement statement
. .
Obviously obviously
, ,
a a
lot lot
of of
people people
who who
support support
you you
, ,
I i
would would
' '
ve ve
thought think
, ,
would would
say say
, ,
you you
have have
so so
much much
to to
offer offer
the the
world world
on on
the the
upside upside
, ,
on on
the the
vision vision
side side
, ,
don don
' '
t t
waste waste
your your
time time
getting get
distracted distract
by by
these these
battles battle
that that
bring bring
out out
negativity negativity
and and
make make
people people
feel feel
that that
you you
' '
re re
being be
defensive defensive
. .
People people
don don
' '
t t
like like
fights fight
, ,
especially especially
with with
powerful powerful
government government
authorities authority
. .
They they
' '
d d
rather rather
buy buy
into into
your your
dream dream
. .
Aren aren
' '
t t
you you
encouraged encourage
by by
people people
just just
to to
edit edit
that that
temptation temptation
out out
and and
go go
with with
the the
bigger big
story story
? ?
EM em
: :
Well well
, ,
I i
mean mean
, ,
I i
would would
say say
, ,
like like
, ,
you you
know know
, ,
I i
' '
m m
somewhat somewhat
of of
a a
mixed mixed
bag bag
, ,
you you
know know
. .
CA ca
: :
Well well
, ,
you you
' '
re re
a a
fighter fighter
and and
you you
don don
' '
t t
. .
. .
. .
You you
don don
' '
t t
like like
to to
lose lose
and and
you you
are be
determined determine
that that
you you
don don
' '
t t
. .
Basically basically
, ,
I i
mean mean
. .
EM em
: :
Sure sure
I i
don don
' '
t t
like like
to to
lose lose
, ,
I i
' '
m m
not not
sure sure
many many
people people
do do
. .
But but
the the
truth truth
matters matter
to to
me me
a a
lot lot
. .
Sort sort
of of
, ,
pathologically pathologically
, ,
it it
matters matter
to to
me me
. .
CA ca
: :
OK ok
. .
So so
you you
don don
' '
t t
like like
to to
lose lose
, ,
if if
in in
this this
case case
you you
are be
not not
successful successful
in in
, ,
you you
know know
, ,
the the
board board
does do
not not
accept accept
your your
offer offer
, ,
you you
' '
ve ve
said say
you you
won win
' '
t t
go go
higher high
. .
Is be
there there
a a
plan plan
B b
? ?
EM em
: :
There there
is be
. .
CA ca
: :
I i
think think
we we
would would
like like
to to
hear hear
a a
little little
bit bit
about about
plan plan
B b
. .
EM em
: :
For for
another another
time time
, ,
I i
think think
. .
CA ca
: :
Another another
time time
, ,
alright alright
. .
I i
. .
. .
. .
That that
' '
s s
a a
nice nice
tease tease
. .
Alright alright
. .
I i
would would
love love
to to
try try
to to
understand understand
this this
brain brain
of of
yours yours
more more
, ,
Elon elon
. .
With with
your your
permission permission
, ,
I i
' '
d d
like like
to to
just just
play play
this this
. .
Oh oh
, ,
actually actually
, ,
before before
we we
do do
that that
, ,
here here
was be
one one
of of
the the
thousands thousand
of of
questions question
that that
people people
asked ask
. .
I i
thought think
this this
was be
actually actually
quite quite
a a
good good
one one
. .
" "
If if
you you
could could
go go
back back
in in
time time
and and
change change
one one
decision decision
you you
made make
along along
the the
way way
" "
-- --
do do
your your
own own
edit edit
button button
-- --
" "
which which
one one
would would
it it
be be
and and
why why
? ?
" "
EM em
: :
Do do
you you
mean mean
like like
a a
career career
decision decision
or or
something something
? ?
CA ca
: :
Just just
any any
decision decision
over over
the the
last last
few few
years year
, ,
like like
your your
decision decision
to to
invest invest
in in
Twitter twitter
in in
the the
first first
place place
or or
your your
. .
. .
. .
Anything anything
. .
EM em
: :
I i
mean mean
, ,
the the
worst bad
business business
decision decision
I i
ever ever
made make
was be
not not
starting start
Tesla tesla
with with
just just
JB jb
Straubel straubel
. .
By by
far far
the the
worst bad
decision decision
I i
' '
ve ve
ever ever
made make
is be
not not
just just
starting start
Tesla tesla
with with
JB jb
. .
That that
' '
s s
number number
one one
by by
far far
. .
CA ca
: :
Alright alright
, ,
so so
JB jb
Straubel straubel
was be
the the
visionary visionary
cofounder cofounder
who who
was be
obsessed obsess
with with
and and
knew know
so so
much much
about about
batteries battery
. .
And and
your your
decision decision
to to
go go
with with
Tesla tesla
, ,
the the
company company
as as
it it
was be
, ,
meant mean
that that
you you
got get
locked lock
into into
what what
you you
concluded conclude
was be
a a
weird weird
architecture architecture
now now
. .
EM em
: :
There there
' '
s s
a a
lot lot
of of
confusion confusion
. .
Tesla tesla
did do
not not
exist exist
in in
any any
. .
. .
. .
Tesla tesla
was be
a a
shell shell
company company
with with
no no
employees employee
, ,
no no
intellectual intellectual
property property
, ,
when when
I i
invested invest
. .
But but
a a
false false
narrative narrative
has have
been be
created create
by by
one one
of of
the the
other other
cofounders cofounder
, ,
Martin martin
Eberhard eberhard
. .
And and
I i
don don
' '
t t
want want
to to
get get
into into
the the
nastiness nastiness
here here
, ,
but but
I i
didn didn
' '
t t
invest invest
in in
an an
existing existing
company company
. .
We we
created create
a a
company company
. .
And and
ultimately ultimately
, ,
the the
creation creation
of of
that that
company company
was be
done do
by by
JB jb
and and
me me
. .
And and
unfortunately unfortunately
, ,
there there
' '
s s
someone someone
else else
, ,
another another
cofounder cofounder
who who
has have
made make
it it
his his
life life
' '
s s
mission mission
to to
make make
it it
sound sound
like like
he he
created create
the the
company company
, ,
which which
is be
false false
. .
CA ca
: :
Wasn wasn
' '
t t
there there
another another
issue issue
right right
at at
the the
heart heart
of of
the the
development development
of of
the the
Tesla tesla
Model model
3 @card@
, ,
where where
Tesla tesla
almost almost
went go
bankrupt bankrupt
? ?
And and
I i
think think
you you
have have
said say
that that
part part
of of
the the
reason reason
for for
that that
was be
that that
you you
overestimated overestimate
the the
extent extent
to to
which which
it it
was be
possible possible
, ,
at at
that that
time time
, ,
to to
automate automate
a a
factory factory
. .
Huge huge
amount amount
was be
spent spend
kind kind
of of
over-automating over-automate
, ,
and and
it it
didn didn
' '
t t
work work
, ,
and and
it it
nearly nearly
took take
the the
company company
down down
. .
Is be
that that
fair fair
? ?
EM em
: :
I i
mean mean
, ,
first first
of of
all all
, ,
it it
' '
s s
important important
to to
understand understand
, ,
like like
, ,
what what
has have
Tesla tesla
actually actually
accomplished accomplish
that that
is be
most most
noteworthy noteworthy
. .
It it
is be
not not
the the
creation creation
of of
an an
electric electric
vehicle vehicle
or or
creating create
an an
electric electric
vehicle vehicle
prototype prototype
or or
low-volume low-volume
production production
of of
a a
car car
. .
There there
have have
been be
hundreds hundred
of of
car car
start-ups start-up
over over
the the
years year
, ,
hundreds hundred
. .
And and
in in
fact fact
, ,
at at
one one
point point
, ,
Bloomberg bloomberg
counted count
up up
the the
number number
of of
electric electric
vehicle vehicle
start-ups start-up
, ,
and and
I i
think think
they they
got get
to to
almost almost
500 @card@
. .
So so
the the
hard hard
part part
is be
not not
creating create
a a
prototype prototype
or or
going go
into into
limited limited
production production
. .
The the
absolutely absolutely
difficult difficult
thing thing
, ,
which which
has have
not not
been be
accomplished accomplish
by by
an an
American american
car car
company company
in in
100 @card@
years year
, ,
is be
reaching reach
volume volume
production production
without without
going go
bankrupt bankrupt
. .
That that
is be
the the
actual actual
hard hard
thing thing
. .
The the
last last
company company
, ,
American american
company company
, ,
to to
reach reach
volume volume
production production
without without
going go
bankrupt bankrupt
, ,
was be
Chrysler chrysler
in in
the the
' '
20s 20s
. .
CA ca
: :
And and
it it
nearly nearly
happened happen
to to
Tesla tesla
. .
EM em
: :
Yes yes
, ,
but but
it it
' '
s s
not not
like like
, ,
oh oh
, ,
geez geez
, ,
I i
guess guess
if if
we we
' '
d d
just just
done do
more more
manual manual
stuff stuff
, ,
things thing
would would
have have
been be
fine fine
. .
Of of
course course
not not
. .
That that
is be
definitely definitely
not not
the the
case case
. .
So so
we we
basically basically
messed mess
up up
almost almost
every every
aspect aspect
of of
the the
Model model
3 @card@
production production
line line
, ,
from from
cells cell
to to
packs pack
to to
drive drive
inverters inverter
, ,
motors motor
, ,
body body
line line
, ,
the the
paint paint
shop shop
, ,
final final
assembly assembly
, ,
everything everything
. .
Everything everything
was be
messed mess
up up
. .
I i
lived live
in in
the the
Fremont fremont
and and
Nevada nevada
factories factory
for for
three three
years year
, ,
fixing fix
that that
production production
line line
, ,
running run
around around
like like
a a
maniac maniac
through through
every every
part part
of of
that that
factory factory
. .
Living live
with with
the the
team team
. .
I i
slept sleep
on on
the the
floor floor
, ,
so so
the the
team team
, ,
who who
was be
going go
through through
a a
hard hard
time time
, ,
could could
see see
me me
on on
the the
floor floor
. .
That that
they they
knew know
that that
I i
was be
not not
in in
some some
ivory ivory
tower tower
. .
When when
whatever whatever
pain pain
they they
experienced experience
, ,
I i
had have
it it
more more
. .
CA ca
: :
And and
some some
people people
who who
knew know
you you
well well
actually actually
thought think
you you
were be
making make
a a
terrible terrible
mistake mistake
, ,
that that
you you
were be
driving drive
yourself yourself
to to
the the
edge edge
of of
sanity sanity
, ,
almost almost
. .
And and
that that
you you
were be
in in
danger danger
of of
making make
bad bad
choices choice
. .
And and
in in
fact fact
, ,
I i
heard hear
you you
say say
last last
week week
, ,
Elon elon
, ,
that that
you you
, ,
because because
of of
Tesla tesla
' '
s s
huge huge
value value
now now
and and
, ,
you you
know know
, ,
the the
significance significance
of of
every every
minute minute
that that
you you
spend spend
, ,
that that
you you
are be
in in
danger danger
of of
sort sort
of of
, ,
obsessing obsess
over over
it it
, ,
spending spend
all all
this this
time time
to to
the the
edge edge
of of
sanity sanity
. .
That that
doesn doesn
' '
t t
sound sound
super super
wise wise
. .
Isn isn
' '
t t
there there
. .
. .
. .
Your your
time time
, ,
your your
completely completely
sane sane
, ,
centered center
, ,
rested rest
time time
and and
decision decision
making making
is be
more more
powerful powerful
and and
compelling compelling
than than
that that
sort sort
of of
, ,
" "
I i
can can
barely barely
hold hold
my my
eyes eye
open open
. .
" "
So so
surely surely
it it
should should
be be
an an
absolute absolute
strategic strategic
priority priority
to to
look look
after after
yourself yourself
. .
EM em
: :
I i
mean mean
, ,
there there
wasn wasn
' '
t t
any any
other other
way way
to to
make make
it it
work work
. .
They they
were be
three three
years year
of of
hell hell
. .
2017 @card@
, ,
2018 @card@
and and
2019 @card@
were be
the the
longest long
period period
of of
excruciating excruciating
pain pain
in in
my my
life life
. .
There there
wasn wasn
' '
t t
any any
other other
way way
, ,
and and
we we
barely barely
made make
it it
. .
And and
we we
were be
on on
the the
ragged ragged
edge edge
of of
bankruptcy bankruptcy
the the
entire entire
time time
. .
It it
' '
s s
not not
like like
I i
want want
the the
pain pain
, ,
I i
don don
' '
t t
like like
it it
. .
Those those
were be
three three
-- --
So so
, ,
so so
, ,
so so
much much
pain pain
. .
But but
it it
had have
to to
be be
done do
or or
Tesla tesla
would would
be be
dead dead
. .
CA ca
: :
When when
you you
looked look
around around
the the
Gigafactory gigafactory
that that
we we
saw see
images image
of of
earlier earlier
last last
week week
and and
just just
see see
where where
the the
company company
' '
s s
come come
, ,
do do
you you
feel feel
that that
this this
challenge challenge
of of
figuring figure
out out
the the
new new
way way
of of
manufacturing manufacturing
, ,
that that
you you
actually actually
have have
an an
edge edge
now now
, ,
that that
it it
' '
s s
different different
, ,
that that
you you
' '
ve ve
figured figure
out out
how how
to to
do do
this this
. .
And and
that that
those those
three three
years year
, ,
won win
' '
t t
be be
repeated repeat
? ?
You you
' '
ve ve
actually actually
figured figure
out out
a a
new new
way way
of of
manufacturing manufacturing
. .
EM em
: :
At at
this this
point point
, ,
I i
think think
I i
know know
more more
about about
manufacturing manufacturing
than than
anyone anyone
currently currently
alive alive
on on
Earth earth
. .
I i
can can
tell tell
you you
how how
every every
damn damn
part part
of of
that that
car car
is be
made make
. .
It it
' '
s s
basically basically
if if
you you
just just
live live
on on
the the
factory factory
, ,
you you
live live
in in
the the
factory factory
for for
three three
years year
and and
-- --
CA ca
: :
That that
was be
nice nice
. .
EM em
: :
Poignant poignant
note note
to to
something something
. .
CA ca
: :
Someone someone
wants want
to to
compose compose
a a
symphony symphony
to to
that that
expression expression
of of
confidence confidence
, ,
something something
like like
that that
. .
I i
have have
no no
idea idea
what what
that that
is be
. .
EM em
: :
Anyway anyway
, ,
yeah yeah
. .
Every every
aspect aspect
of of
a a
car car
, ,
six six
ways way
to to
Sunday sunday
, ,
I i
know know
it it
. .
CA ca
: :
I i
mean mean
, ,
you you
talk talk
about about
scale scale
, ,
right right
. .
You you
' '
re re
in in
the the
middle middle
of of
writing write
your your
new new
master master
plan plan
, ,
and and
you you
' '
ve ve
said say
that that
scale scale
is be
at at
the the
heart heart
of of
it it
. .
Why why
does do
scale scale
matter matter
? ?
Why why
are be
you you
obsessed obsessed
with with
it it
, ,
what what
are be
you you
thinking think
? ?
EM em
: :
Yeah yeah
, ,
well well
, ,
see see
, ,
in in
order order
to to
accelerate accelerate
the the
advent advent
of of
sustainable sustainable
energy energy
, ,
there there
must must
be be
scale scale
. .
Because because
we we
' '
ve ve
got get
to to
transition transition
a a
vast vast
economy economy
that that
is be
currently currently
overly overly
dependent dependent
on on
fossil fossil
fuels fuel
to to
a a
sustainable sustainable
energy energy
economy economy
. .
One one
where where
the the
energy energy
is be
-- --
Yeah yeah
, ,
I i
mean mean
, ,
we we
' '
ve ve
got get
to to
do do
it it
. .
So so
the the
energy energy
' '
s s
got get
to to
be be
sustainably sustainably
generated generate
with with
wind wind
, ,
solar solar
, ,
hydro hydro
, ,
geothermal geothermal
, ,
I i
' '
m m
a a
believer believer
in in
nuclear nuclear
as as
Isabelle isabelle
[ [
Boemeke boemeke
] ]
gave give
a a
talk talk
about about
. .
And and
then then
since since
solar solar
and and
wind wind
is be
intermittent intermittent
, ,
you you
have have
to to
have have
stationary stationary
storage storage
batteries battery
, ,
and and
then then
we we
' '
ve ve
got get
to to
transition transition
all all
transport transport
to to
electric electric
. .
If if
we we
do do
those those
things thing
, ,
we we
have have
a a
sustainable sustainable
energy energy
future future
. .
The the
faster faster
we we
do do
those those
things thing
, ,
the the
less less
risk risk
we we
put put
to to
the the
environment environment
. .
So so
sooner sooner
is be
better good
. .
And and
so so
scale scale
is be
very very
important important
. .
You you
know know
, ,
it it
' '
s s
not not
about about
fresh fresh
releases release
. .
It it
' '
s s
about about
tonnage tonnage
. .
What what
was be
the the
tonnage tonnage
of of
batteries battery
produced produce
and and
obviously obviously
done do
in in
a a
sustainable sustainable
way way
? ?
And and
our our
estimate estimate
is be
that that
approximately approximately
300 @card@
terawatt terawatt
hours hour
of of
battery battery
storage storage
is be
needed need
to to
transition transition
transport transport
, ,
electricity electricity
and and
heating heat
and and
cooling cool
to to
a a
fully fully
electric electric
situation situation
. .
There there
may may
be be
some some
different different
estimates estimate
out out
there there
, ,
but but
our our
estimate estimate
is be
300 @card@
terawatt terawatt
hours hour
. .
CA ca
: :
So so
we we
dug dig
into into
this this
a a
lot lot
in in
the the
interview interview
that that
we we
recorded record
last last
week week
, ,
so so
people people
can can
go go
in in
and and
hear hear
that that
more more
. .
But but
I i
mean mean
, ,
the the
context context
is be
, ,
that that
is be
, ,
I i
think think
about about
1 @card@
, ,
000 @card@
times time
the the
current current
installed installed
battery battery
capacity capacity
. .
I i
mean mean
, ,
the the
scale scale
up up
needed need
is be
breathtaking breathtaking
, ,
basically basically
. .
And and
. .
. .
. .
So so
your your
vision vision
is be
to to
commit commit
Tesla tesla
to to
try try
to to
deliver deliver
on on
a a
meaningful meaningful
percentage percentage
of of
what what
is be
needed need
. .
And and
call call
on on
others other
to to
do do
the the
rest rest
. .
This this
is be
a a
task task
for for
humanity humanity
to to
massively massively
scale scale
up up
our our
response response
to to
change change
the the
energy energy
grid grid
. .
EM em
: :
Yes yes
. .
It it
' '
s s
like like
basically basically
how how
fast fast
can can
we we
scale scale
and and
encourage encourage
others other
to to
scale scale
to to
get get
to to
that that
300-terawatt-hour 300-terawatt-hour
installed installed
base base
of of
batteries battery
? ?
CA ca
: :
Right right
. .
EM em
: :
And and
then then
, ,
of of
course course
, ,
there there
' '
ll ll
be be
a a
tremendous tremendous
need need
to to
recycle recycle
those those
batteries battery
, ,
and and
it it
makes make
sense sense
to to
recycle recycle
them them
because because
the the
raw raw
materials material
are be
like like
high high
grade grade
ore ore
. .
People people
shouldn shouldn
' '
t t
think think
there there
will will
be be
this this
big big
pile pile
of of
batteries battery
, ,
they they
can can
get get
recycled recycled
, ,
because because
even even
a a
dead dead
battery battery
pack pack
is be
worth worth
about about
1 @card@
, ,
000 @card@
dollars dollar
. .
But but
this this
is be
what what
' '
s s
needed need
for for
a a
sustainable sustainable
energy energy
future future
. .
So so
we we
' '
re re
going go
to to
try try
to to
take take
a a
set set
of of
actions action
that that
accelerate accelerate
the the
day day
and and
bring bring
the the
day day
of of
a a
sustainable sustainable
energy energy
future future
sooner sooner
. .
CA ca
: :
OK ok
. .
There there
' '
s s
going go
to to
be be
a a
huge huge
interest interest
in in
your your
master master
plan plan
when when
you you
publish publish
that that
. .
Meanwhile meanwhile
, ,
I i
just just
would would
love love
to to
