Chris chris
Sometimes sometimes
. .
Let let
' '
s s
have have
the the
next next
question question
. .
Nina nina
Gregory gregory
, ,
" "
How how
are be
you you
and and
your your
foundation foundation
addressing address
the the
ethical ethical
questions question
about about
which which
countries country
get get
the the
vaccine vaccine
first first
, ,
assuming assume
you you
find find
one one
? ?
" "
And and
maybe maybe
, ,
Bill bill
, ,
use use
this this
as as
a a
moment moment
to to
just just
talk talk
about about
where where
the the
quest quest
for for
the the
vaccine vaccine
is be
and and
what what
are be
just just
some some
of of
the the
key key
things thing
we we
should should
all all
be be
thinking think
about about
as as
we we
track track
the the
news news
on on
this this
. .
BG bg
: :
There there
' '
s s
three three
vaccines vaccine
that that
are be
, ,
if if
they they
work work
, ,
are be
the the
earliest early
: :
the the
Moderna moderna
, ,
which which
unfortunately unfortunately
, ,
won win
' '
t t
scale scale
very very
easily easily
, ,
so so
if if
that that
works work
, ,
it it
' '
ll ll
be be
mostly mostly
a a
US-targeted us-targeted
thing thing
; ;
then then
you you
have have
the the
AstraZeneca astrazeneca
, ,
which which
comes come
from from
Oxford oxford
; ;
and and
the the
Johnson johnson
and and
Johnson johnson
. .
Those those
are be
the the
three three
early early
ones one
. .
And and
we we
have have
animal animal
data datum
that that
looks look
potentially potentially
good good
but but
not not
definitive definitive
, ,
particularly particularly
will will
it it
work work
in in
the the
elderly elderly
, ,
and and
we we
' '
ll ll
have have
human human
data datum
over over
the the
next next
several several
months month
. .
Those those
three three
will will
be be
gated gate
by by
the the
safety safety
and and
efficacy efficacy
trial trial
. .
That that
is be
, ,
we we
' '
ll ll
be be
able able
to to
manufacture manufacture
those those
, ,
although although
not not
as as
much much
as as
we we
want want
. .
We we
' '
ll ll
be be
able able
to to
manufacture manufacture
those those
before before
the the
end end
of of
the the
year year
. .
Whether whether
the the
Phase phase
3 @card@
will will
succeed succeed
and and
whether whether
it it
' '
ll ll
complete complete
before before
the the
end end
of of
the the
year year
, ,
I i
wouldn wouldn
' '
t t
be be
that that
optimistic optimistic
about about
. .
Phase phase
3 @card@
is be
where where
you you
need need
to to
really really
look look
at at
all all
the the
safety safety
profile profile
and and
efficacy efficacy
, ,
but but
those those
will will
get get
started start
. .
And and
then then
there there
' '
s s
four four
or or
five five
vaccines vaccine
that that
use use
different different
approaches approach
that that
are be
maybe maybe
three three
or or
four four
months month
behind behind
that that
: :
Novavax novavax
, ,
Sanofi sanofi
, ,
Merck merck
. .
And and
so so
we we
' '
re re
funding funding
factory factory
capacity capacity
for for
a a
lot lot
of of
these these
-- --
some some
complex complex
negotiations negotiation
are be
taking take
place place
right right
now now
on on
this this
-- --
to to
get get
factories factory
that that
will will
be be
dedicated dedicate
to to
the the
poorer poor
countries country
, ,
what what
' '
s s
called call
low- low-
and and
middle-income middle-income
. .
And and
the the
very very
scalable scalable
constructs construct
that that
include include
AstraZeneca astrazeneca
and and
Johnson johnson
and and
Johnson johnson
, ,
we we
' '
ll ll
focus focus
on on
those those
, ,
the the
ones one
that that
are be
inexpensive inexpensive
and and
you you
can can
build build
a a
single single
factory factory
to to
make make
600 @card@
million million
doses dose
. .
So so
a a
number number
of of
the the
vaccine vaccine
constructs construct
are be
potential potential
. .
I i
don don
' '
t t
see see
anything anything
before before
the the
end end
of of
the the
year year
. .
That that
' '
s s
really really
the the
best good
case case
, ,
and and
it it
' '
s s
down down
to to
a a
few few
constructs construct
now now
, ,
which which
, ,
typically typically
, ,
you you
have have
high high
failure failure
rates rate
. .
CA ca
: :
Bill bill
, ,
is be
it it
the the
case case
that that
if if
you you
and and
your your
foundation foundation
weren weren
' '
t t
in in
the the
picture picture
here here
that that
market market
dynamics dynamics
would would
likely likely
lead lead
to to
a a
situation situation
where where
, ,
as as
soon soon
as as
a a
promising promising
vaccine vaccine
candidate candidate
emerged emerge
, ,
the the
richer rich
countries country
would would
basically basically
snap snap
up up
, ,
gobble gobble
up up
all all
available available
initial initial
supply supply
-- --
it it
just just
takes take
a a
while while
to to
manufacture manufacture
these these
, ,
and and
there there
would would
be be
nothing nothing
for for
the the
poorer poor
countries country
-- --
but but
that that
what what
, ,
effectively effectively
, ,
you you
' '
re re
doing do
by by
giving give
manufacturing manufacturing
guarantees guarantee
and and
capability capability
to to
some some
of of
these these
candidates candidate
, ,
you you
' '
re re
making make
it it
possible possible
that that
at at
least least
some some
of of
the the
early early
vaccine vaccine
units unit
will will
go go
to to
poorer poor
countries country
? ?
Is be
that that
correct correct
? ?
BG bg
: :
Well well
, ,
it it
' '
s s
not not
just just
us us
, ,
but but
yes yes
, ,
we we
' '
re re
in in
the the
central central
role role
there there
, ,
along along
with with
a a
group group
we we
created create
called call
CEPI cepi
, ,
Coalition coalition
for for
Epidemic epidemic
Preparedness preparedness
, ,
and and
the the
European european
leaders leader
agree agree
with with
this this
. .
Now now
we we
have have
the the
expertise expertise
to to
look look
at at
each each
of of
the the
constructs construct
and and
say say
, ,
" "
OK ok
, ,
where where
is be
there there
a a
factory factory
in in
the the
world world
that that
has have
capacity capacity
that that
can can
build build
that that
? ?
Which which
one one
should should
we we
put put
the the
early early
money money
into into
? ?
What what
should should
the the
milestones milestone
be be
where where
we we
' '
ll ll
shift shift
the the
money money
over over
to to
a a
different different
one one
? ?
" "
Because because
the the
kind kind
of of
private private
sector sector
people people
who who
really really
understand understand
that that
stuff stuff
, ,
some some
of of
them them
work work
for for
us us
, ,
and and
we we
' '
re re
a a
trusted trust
party party
on on
these these
things thing
, ,
we we
get get
to to
coordinate coordinate
a a
lot lot
of of
it it
, ,
particularly particularly
that that
manufacturing manufacturing
piece piece
. .
Usually usually
, ,
you you
' '
d d
expect expect
the the
US us
to to
think think
of of
this this
as as
a a
global global
problem problem
and and
be be
involved involve
. .
So so
far far
, ,
no no
activity activity
on on
that that
front front
has have
taken take
place place
. .
I i
am be
talking talk
to to
people people
in in
the the
Congress congress
and and
the the
Administration administration
about about
when when
the the
next next
relief relief
bill bill
comes come
along along
that that
maybe maybe
one one
percent percent
of of
that that
could could
go go
for for
the the
tools tool
to to
help help
the the
entire entire
world world
. .
And and
so so
it it
' '
s s
possible possible
, ,
but but
it it
' '
s s
unfortunate unfortunate
, ,
and and
the the
vacuum vacuum
here here
, ,
the the
world world
is be
not not
that that
used use
to to
, ,
and and
a a
lot lot
of of
people people
are be
stepping step
in in
, ,
including include
our our
foundation foundation
, ,
to to
try try
and and
have have
a a
strategy strategy
, ,
including include
for for
the the
poorer poor
countries country
, ,
who who
will will
suffer suffer
a a
high high
percentage percentage
of of
the the
deaths death
and and
negative negative
effects effect
, ,
including include
their their
health health
systems system
being be
overwhelmed overwhelm
. .
Most most
of of
the the
deaths death
will will
be be
in in
developing develop
countries country
, ,
despite despite
the the
huge huge
deaths death
we we
' '
ve ve
seen see
in in
Europe europe
and and
the the
US us
. .
CA ca
: :
I i
mean mean
, ,
I i
wish wish
I i
could could
be be
a a
fly fly
on on
the the
wall wall
and and
hearing hear
you you
and and
Melinda melinda
talk talk
about about
this this
, ,
because because
of of
all all
of of
the the
ethical ethical
. .
. .
. .
" "
crimes crime
, ,
" "
let let
' '
s s
say say
, ,
executed execute
by by
leaders leader
who who
should should
know know
better well
, ,
I i
mean mean
, ,
it it
' '
s s
one one
thing thing
to to
not not
model model
mask-wearing mask-wearing
, ,
but but
to to
not not
play play
a a
role role
in in
helping help
the the
world world
when when
faced face
with with
a a
common common
enemy enemy
, ,
respond respond
as as
one one
humanity humanity
, ,
and and
instead instead
. .
. .
. .
you you
know know
, ,
catalyze catalyze
a a
really really
unseemly unseemly
scramble scramble
between between
nations nation
to to
fight fight
for for
vaccines vaccine
, ,
for for
example example
. .
That that
just just
seems seem
-- --
surely surely
, ,
history history
is be
going go
to to
judge judge
that that
harshly harshly
. .
That that
is be
just just
sickening sickening
. .
Isn isn
' '
t t
it it
? ?
Am be
I i
missing miss
something something
? ?
BG bg
: :
Well well
, ,
it it
' '
s s
not not
quite quite
as as
black-and-white black-and-white
as as
that that
. .
The the
US us
has have
put put
more more
money money
out out
to to
fund fund
the the
basic basic
research research
on on
these these
vaccines vaccine
than than
any any
country country
by by
far far
, ,
and and
that that
research research
is be
not not
restricted restrict
. .
There there
' '
s s
not not
, ,
like like
, ,
some some
royalty royalty
that that
says say
, ,
" "
Hey hey
, ,
if if
you you
take take
our our
money money
, ,
you you
have have
to to
pay pay
the the
US us
a a
royalty royalty
. .
" "
They they
do do
, ,
to to
the the
degree degree
they they
fund fund
research research
, ,
it it
' '
s s
for for
everybody everybody
. .
To to
the the
degree degree
they they
fund fund
factories factory
, ,
it it
' '
s s
just just
for for
the the
US us
. .
The the
thing thing
that that
makes make
this this
tough tough
is be
that that
in in
every every
other other
global global
health health
problem problem
, ,
the the
US us
totally totally
leads lead
smallpox smallpox
eradication eradication
, ,
the the
US us
is be
totally totally
the the
leader leader
on on
polio polio
eradication eradication
, ,
with with
key key
partners partner
-- --
CDC cdc
, ,
WHO who
, ,
Rotary rotary
, ,
UNICEF unicef
, ,
our our
foundation foundation
. .
So so
the the
world world
-- --
and and
on on
HIV hiv
, ,
under under
President president
Bush bush
' '
s s
leadership leadership
, ,
but but
it it
was be
very very
bipartisan bipartisan
, ,
this this
thing thing
called call
PEPFAR pepfar
was be
unbelievable unbelievable
. .
That that
has have
saved save
tens ten
of of
millions million
of of
lives life
. .
And and
so so
it it
' '
s s
that that
the the
world world
always always
expected expect
the the
US us
to to
at at
least least
be be
at at
the the
head head
of of
the the
table table
, ,
financially financially
, ,
strategy strategy
, ,
OK ok
, ,
how how
do do
you you
get get
these these
factories factory
for for
the the
world world
, ,
even even
if if
it it
' '
s s
just just
to to
avoid avoid
the the
infection infection
coming come
back back
to to
the the
US us
or or
to to
have have
the the
global global
economy economy
working working
, ,
which which
is be
good good
for for
US us
jobs job
to to
have have
demand demand
outside outside
the the
US us
. .
And and
so so
the the
world world
is be
kind kind
of of
-- --
you you
know know
, ,
there there
' '
s s
all all
this this
uncertainty uncertainty
about about
which which
thing thing
will will
work work
, ,
and and
there there
' '
s s
this this
, ,
" "
OK ok
, ,
who who
' '
s s
in in
charge charge
here here
? ?
" "
And and
so so
the the
worst bad
thing thing
, ,
the the
withdrawal withdrawal
from from
WHO who
, ,
that that
is be
a a
difficulty difficulty
that that
hopefully hopefully
will will
get get
remedied remedy
at at
some some
point point
, ,
because because
we we
need need
that that
coordination coordination
through through
WHO who
. .
CA ca
: :
Let let
' '
s s
take take
another another
question question
. .
Ali ali
Kashani kashani
, ,
" "
Are be
there there
any any
particularly particularly
successful successful
models model
of of
handling handle
the the
pandemic pandemic
that that
you you
have have
seen see
around around
the the
world world
? ?
" "
BG bg
: :
Well well
, ,
it it
' '
s s
fascinating fascinate
that that
, ,
besides besides
early early
action action
, ,
there there
are be
definitely definitely
things thing
where where
you you
take take
people people
who who
have have
tested test
positive positive
and and
you you
monitor monitor
their their
pulse pulse
ox ox
, ,
which which
is be
the the
oxygen oxygen
saturation saturation
level level
in in
their their
blood blood
, ,
which which
is be
a a
very very
cheap cheap
detector detector
, ,
and and
then then
you you
know know
to to
get get
them them
to to
the the
hospitals hospital
fairly fairly
early early
. .
Weirdly weirdly
, ,
patients patient
don don
' '
t t
know know
things thing
are be
about about
to to
get get
severe severe
. .
It it
' '
s s
an an
interesting interesting
physiological physiological
reason reason
that that
I i
won win
' '
t t
get get
into into
. .
And and
so so
Germany germany
has have
quite quite
a a
low low
case case
fatality fatality
rate rate
that that
they they
' '
ve ve
done do
through through
that that
type type
of of
monitoring monitoring
. .
And and
then then
, ,
of of
course course
, ,
once once
you you
get get
into into
facilities facility
, ,
we we
' '
ve ve
learned learn
that that
the the
ventilator ventilator
, ,
actually actually
, ,
although although
extremely extremely
well-meaning well-meaning
, ,
was be
actually actually
overused overuse
and and
used use
in in
the the
wrong wrong
mode mode
in in
those those
early early
days day
. .
So so
the the
health health
-- --
the the
doctors doctor
are be
way way
smarter smarter
about about
treatment treatment
today today
. .
Most most
of of
that that
, ,
I i
would would
say say
, ,
is be
global global
. .
Using use
this this
pulse pulse
ox ox
as as
an an
early early
indicator indicator
, ,
that that
' '
ll ll
probably probably
catch catch
on on
broadly broadly
, ,
but but
Germany germany
was be
a a
pioneer pioneer
there there
. .
And and
now now
, ,
of of
course course
, ,
dexamethasone dexamethasone
-- --
fortunately fortunately
, ,
it it
' '
s s
cheap cheap
, ,
it it
' '
s s
oral oral
, ,
we we
can can
ramp ramp
up up
manufacture manufacture
. .
That that
' '
ll ll
go go
global global
as as
well well
. .
CA ca
: :
Bill bill
, ,
I i
want want
to to
ask ask
you you
something something
about about
what what
it it
' '
s s
been be
like like
for for
you you
personally personally
through through
this this
whole whole
process process
. .
Because because
, ,
weirdly weirdly
, ,
even even
though though
your your
passion passion
and and
good good
intent intent
on on
this this
topic topic
seems seem
completely completely
bloody bloody
obvious obvious
to to
anyone anyone
who who
has have
spent spend
a a
moment moment
with with
you you
, ,
there there
are be
these these
crazy crazy
conspiracy conspiracy
theories theory
out out
there there
about about
you you
. .
I i
just just
checked check
in in
with with
a a
company company
called call
Zignal zignal
that that
monitors monitor
social social
media medium
spaces space
. .
They they
say say
that that
, ,
to to
date date
, ,
I i
think think
on on
Facebook facebook
alone alone
, ,
more more
than than
four four
million million
posts post
have have
taken take
place place
that that
associate associate
you you
with with
some some
kind kind
of of
conspiracy conspiracy
theory theory
around around
the the
virus virus
. .
I i
read read
that that
there there
was be
a a
poll poll
that that
more more
than than
40 @card@
percent percent
of of
Republicans republicans
believe believe
that that
the the
vaccine vaccine
that that
you you
would would
roll roll
out out
would would
somehow somehow
plant plant
a a
microchip microchip
in in
people people
to to
track track
their their
location location
. .
I i
mean mean
, ,
I i
can can
' '
t t
even even
believe believe
that that
poll poll
number number
. .
And and
then then
some some
people people
are be
taking take
this this
seriously seriously
enough enough
, ,
and and
some some
of of
them them
have have
even even
been be
recirculated recirculated
on on
" "
Fox fox
News news
" "
and and
so so
forth forth
, ,
some some
people people
are be
taking take
this this
seriously seriously
enough enough
to to
make make
really really
quite quite
horrible horrible
threats threat
and and
so so
forth forth
. .
You you
seem seem
to to
do do
a a
good good
job job
sort sort
of of
shrugging shrug
this this
off off
, ,
but but
really really
, ,
like like
, ,
who who
else else
has have
ever ever
been be
in in
this this
position position
? ?
How how
are be
you you
managing manage
this this
? ?
What what
on on
earth earth
world world
are be
we we
in in
that that
this this
kind kind
of of
misinformation misinformation
can can
be be
out out
there there
? ?
What what
can can
we we
do do
to to
help help
correct correct
it it
? ?
BG bg
: :
I i
' '
m m
not not
sure sure
. .
And and
it it
' '
s s
a a
new new
thing thing
that that
there there
' '
s s
conspiracy conspiracy
theories theory
. .
I i
mean mean
, ,
Microsoft microsoft
had have
its its
share share
of of
controversy controversy
, ,
but but
at at
least least
that that
related relate
to to
the the
real real
world world
, ,
you you
know know
? ?
Did do
Windows window
crash crash
more more
than than
it it
should should
? ?
We we
definitely definitely
had have
antitrust antitrust
problems problem
. .
But but
at at
least least
I i
knew know
what what
that that
was be
. .
When when
this this
emerged emerge
, ,
I i
have have
to to
say say
, ,
my my
instinct instinct
was be
to to
joke joke
about about
it it
. .
People people
have have
said say
that that
' '
s s
really really
inappropriate inappropriate
, ,
because because
this this
is be
a a
very very
serious serious
thing thing
. .
It it
is be
going go
to to
make make
people people
less less
willing willing
to to
take take
a a
vaccine vaccine
. .
And and
, ,
of of
course course
, ,
once once
we we
have have
that that
vaccine vaccine
, ,
it it
' '
ll ll
be be
like like
masks mask
, ,
where where
getting get
lots lot
of of
people people
, ,
particularly particularly
when when
it it
' '
s s
a a
transmission-blocking transmission-blocking
vaccine vaccine
, ,
there there
' '
s s
this this
huge huge
community community
benefit benefit
to to
widespread widespread
adoption adoption
of of
that that
vaccine vaccine
. .
So so
I i
am be
caught catch
a a
little little
bit bit
, ,
unsure unsure
of of
what what
to to
say say
or or
do do
, ,
because because
the the
conspiracy conspiracy
piece piece
is be
a a
new new
thing thing
for for
me me
, ,
and and
what what
do do
you you
say say
that that
doesn doesn
' '
t t
give give
credence credence
to to
the the
thing thing
? ?
The the
fact fact
that that
a a
" "
Fox fox
News news
" "
commentator commentator
, ,
Laura laura
Ingraham ingraham
, ,
was be
saying say
this this
stuff stuff
about about
me me
microchipping microchip
people people
, ,
that that
survey survey
isn isn
' '
t t
that that
surprising surprising
because because
that that
' '
s s
what what
they they
heard hear
on on
the the
TV tv
. .
It it
' '
s s
wild wild
. .
And and
people people
are be
clearly clearly
seeking seek
simpler simple
explanations explanation
than than
going go
and and
studying study
virology virology
. .
CA ca
: :
I i
mean mean
, ,
TED ted
is be
nonpolitical nonpolitical
, ,
but but
we we
believe believe
in in
the the
truth truth
. .
I i
would would
say say
this this
: :
Laura laura
Ingraham ingraham
, ,
you you
owe owe
Bill bill
Gates gates
an an
apology apology
and and
a a
retraction retraction
. .
You you
do do
. .
And and
anyone anyone
who who
' '
s s
watching watch
this this
who who
thinks think
for for
a a
minute minute
that that
this this
man man
is be
involved involve
in in
some some
kind kind
of of
conspiracy conspiracy
, ,
you you
want want
your your
head head
examined examine
. .
You you
are be
crazy crazy
. .
Enough enough
of of
us us
know know
Bill bill
over over
many many
years year
and and
have have
seen see
the the
passion passion
and and
engagement engagement
in in
this this
to to
know know
that that
you you
are be
crazy crazy
. .
So so
get get
over over
it it
, ,
and and
let let
' '
s s
look look
at at
the the
actual actual
problem problem
of of
solving solve
this this
pandemic pandemic
. .
Honestly honestly
. .
If if
anyone anyone
in in
the the
chat chat
here here
has have
a a
suggestion suggestion
, ,
a a
positive positive
suggestion suggestion
for for
how how
you you
can can
, ,
how how
do do
you you
get get
rid rid
of of
conspiracies conspiracy
, ,
because because
they they
feed feed
on on
each each
other other
. .
Now now
, ,
" "
Oh oh
, ,
well well
I i
would would
say say
that that
, ,
because because
I i
' '
m m
part part
of of
the the
conspiracy conspiracy
, ,
" "
or or
whatever whatever
. .
Like like
, ,
how how
do do
we we
get get
back back
to to
a a
world world
where where
information information
can can
be be
trusted trust
? ?
We we
have have
to to
do do
better good
on on
it it
. .
Are be
there there
any any
other other
questions question
out out
there there
from from
the the
community community
? ?
Aria aria
Bendix bendix
from from
New new
York york
City city
: :
" "
What what
are be
your your
personal personal
recommendations recommendation
for for
those those
who who
want want
to to
reduce reduce
their their
risk risk
of of
infection infection
amid amid
an an
uptick uptick
in in
cases case
? ?
" "
BG bg
: :
Well well
, ,
it it
' '
s s
great great
if if
you you
have have
a a
job job
that that
you you
can can
stay stay
at at
your your
house house
and and
do do
it it
through through
digital digital
meetings meeting
, ,
and and
even even
some some
of of
your your
social social
activities activity
, ,
you you
know know
, ,
I i
do do
video video
calls call
with with
lots lot
of of
friends friend
. .
I i
have have
friends friend
in in
Europe europe
that that
, ,
who who
knows know
when when
I i
' '
ll ll
see see
them them
, ,
but but
we we
schedule schedule
regular regular
calls call
to to
talk talk
. .
If if
you you
stay stay
fairly fairly
isolated isolated
, ,
you you
don don
' '
t t
run run
much much
risk risk
, ,
and and
it it
' '
s s
when when
you you
' '
re re
getting get
together together
with with
lots lot
of of
other other
people people
, ,
either either
through through
work work
or or
socialization socialization
, ,
that that
drives drive
that that
risk risk
, ,
and and
particularly particularly
in in
these these
communities community
where where
you you
have have
increased increase
cases case
, ,
even even
though though
it it
' '
s s
not not
going go
to to
be be
mandated mandate
, ,
hopefully hopefully
, ,
the the
mobility mobility
numbers number
will will
show show
people people
responding respond
and and
minimizing minimize
those those
kind kind
of of
out-of-the-house out-of-the-house
contacts contact
. .
CA ca
: :
Bill bill
, ,
I i
wonder wonder
if if
I i
could could
just just
ask ask
you you
just just
a a
little little
bit bit
about about
philanthropy philanthropy
. .
Obviously obviously
, ,
your your
foundation foundation
has have
played play
a a
huge huge
role role
in in
this this
, ,
but but
philanthropy philanthropy
more more
generally generally
. .
You you
know know
, ,
you you
' '
ve ve
started start
this this
Giving give
Pledge pledge
movement movement
, ,
recruited recruit
all all
these these
billionaires billionaire
who who
have have
pledged pledge
to to
give give
away away
half half
their their
net net
worth worth
before before
or or
after after
their their
death death
. .
But but
it it
' '
s s
really really
hard hard
to to
do do
. .
It it
' '
s s
really really
hard hard
to to
give give
away away
that that
much much
money money
. .
You you
yourself yourself
, ,
I i
think think
, ,
since since
The the
Giving give
Pledge pledge
was be
started start
-- --
what what
? ?
10 @card@
years year
ago ago
or or
something something
, ,
I i
' '
m m
not not
sure sure
when when
-- --
but but
your your
own own
net net
worth worth
, ,
I i
think think
, ,
has have
doubled double
since since
that that
period period
despite despite
being be
the the
world world
' '
s s
leading lead
philanthropist philanthropist
. .
Is be
it it
just just
fundamentally fundamentally
hard hard
to to
give give
away away
money money
effectively effectively
to to
make make
the the
world world
better well
? ?
Or or
should should
the the
world world
' '
s s
donors donor
, ,
and and
especially especially
the the
world world
' '
s s
really really
rich rich
donors donor
, ,
start start
to to
almost almost
commit commit
to to
a a
schedule schedule
, ,
like like
, ,
" "
Here here
' '
s s
a a
percentage percentage
of of
my my
net net
worth worth
each each
year year
that that
, ,
as as
I i
get get
older old
, ,
maybe maybe
that that
goes go
up up
. .
If if
I i
' '
m m
to to
take take
this this
seriously seriously
, ,
I i
have have
to to
give give
away away
-- --
somehow somehow
, ,
I i
' '
ve ve
got get
to to
find find
a a
way way
of of
doing do
that that
effectively effectively
. .
" "
Is be
that that
an an
unfair unfair
and and
crazy crazy
question question
? ?
BG bg
: :
Well well
, ,
it it
' '
d d
be be
great great
to to
up up
the the
rate rate
, ,
and and
our our
goal goal
, ,
both both
as as
the the
Gates gates
Foundation foundation
or or
through through
The the
Giving give
Pledge pledge
, ,
is be
to to
help help
people people
find find
causes cause
they they
connect connect
to to
. .
People people
give give
through through
passion passion
. .
Yes yes
, ,
numbers number
are be
important important
, ,
but but
there there
' '
s s
so so
many many
causes cause
out out
there there
. .
The the
way way
you you
' '
re re
going go
to to
pick pick
is be
you you
see see
somebody somebody
who who
' '
s s
sick sick
, ,
you you
see see
somebody somebody
who who
' '
s s
not not
getting get
social social
services service
. .
You you
see see
something something
that that
helps help
reduce reduce
racism racism
. .
And and
you you
' '
re re
very very
passionate passionate
, ,
and and
so so
you you
give give
to to
that that
. .
And and
, ,
of of
course course
, ,
some some
philanthropic philanthropic
gifts gift
won won
' '
t t
work work
out out
. .
We we
do do
need need
to to
up up
the the
ambition ambition
level level
of of
philanthropists philanthropist
. .
Now now
, ,
collaborative collaborative
philanthropy philanthropy
that that
you you
' '
re re
helping help
to to
facilitate facilitate
through through
Audacious audacious
, ,
there there
' '
s s
four four
or or
five five
other other
groups group
that that
are be
getting get
philanthropists philanthropist
together together
, ,
that that
is be
fantastic fantastic
, ,
because because
then then
they they
learn learn
from from
each each
other other
, ,
they they
get get
confidence confidence
from from
each each
other other
, ,
they they
feel feel
like like
, ,
" "
Hey hey
, ,
I i
put put
in in
x x
, ,
and and
the the
four four
other other
people people
put put
money money
in in
, ,
so so
I i
' '
m m
getting get
more more
impact impact
, ,
" "
and and
hopefully hopefully
, ,
it it
can can
be be
made make
fun fun
for for
them them
even even
when when
they they
find find
out out
, ,
OK ok
, ,
that that
particular particular
gift gift
didn didn
' '
t t
work work
out out
that that
well well
, ,
but but
let let
' '
s s
keep keep
going go
. .
So so
philanthropy philanthropy
, ,
yes yes
, ,
I i
would would
like like
to to
see see
the the
rate rate
go go
up up
, ,
and and
people people
who who
do do
get get
going go
, ,
it it
is be
fun fun
, ,
it it
' '
s s
fulfilling fulfill
, ,
you you
pick pick
which which
of of
the the
family family
members member
are be
partnered partner
in in
doing do
it it
. .
In in
my my
case case
, ,
Melinda melinda
and and
I i
love love
doing do
this this
stuff stuff
together together
, ,
learning learn
together together
. .
Some some
families family
, ,
it it
will will
even even
involve involve
the the
kids kid
in in
the the
activities activity
. .
Sometimes sometimes
the the
kids kid
are be
pushing push
. .
When when
you you
have have
lots lot
of of
money money
, ,
you you
still still
think think
of of
a a
million million
dollars dollar
as as
a a
lot lot
of of
money money
, ,
but but
if if
you you
have have
billions billion
, ,
you you
should should
be be
giving give
hundreds hundred
of of
millions million
. .
So so
it it
' '
s s
kind kind
of of
charming charm
that that
, ,
in in
terms term
of of
your your
personal personal
expenditure expenditure
, ,
you you
stay stay
at at
the the
level level
you you
were be
at at
before before
. .
That that
' '
s s
societally societally
quite quite
appropriate appropriate
. .
But but
on on
your your
giving giving
, ,
you you
need need
to to
scale scale
up up
or or
else else
it it
will will
be be
your your
will will
, ,
and and
you you
won win
' '
t t
get get
to to
shape shape
it it
and and
enjoy enjoy
it it
quite quite
that that
same same
way way
. .
And and
so so
without without
-- --
we we
don don
' '
t t
want want
to to
mandate mandate
it it
, ,
but but
yes yes
, ,
both both
you you
and and
I i
want want
to to
inspire inspire
philanthropists philanthropist
to to
see see
that that
passion passion
, ,
to to
see see
those those
opportunities opportunity
significantly significantly
faster faster
than than
in in
the the
past past
, ,
because because
whether whether
it it
' '
s s
race race
or or
disease disease
, ,
or or
all all
the the
other other
social social
ills ill
, ,
the the
innovation innovation
of of
what what
philanthropy philanthropy
can can
go go
to to
and and
do do
quickly quickly
that that
, ,
if if
it it
works work
, ,
government government
can can
come come
in in
behind behind
it it
and and
scale scale
it it
up up
, ,
God god
knows know
we we
need need
solutions solution
, ,
we we
need need
that that
kind kind
of of
hope hope
and and
progress progress
that that
expectations expectation
are be
high high
that that
will will
solve solve
very very
tough tough
problems problem
. .
CA ca
: :
I i
mean mean
, ,
most most
philanthropists philanthropist
, ,
even even
the the
best good
of of
them them
, ,
find find
it it
hard hard
to to
give give
away away
more more
than than
about about
a a
percent percent
of of
their their
net net
worth worth
every every
year year
, ,
and and
yet yet
the the
world world
' '
s s
richest rich
often often
have have
access access
to to
great great
investment investment
opportunities opportunity
. .
Many many
of of
them them
are be
gaining gain
wealth wealth
at at
seven seven
to to
10 @card@
percent percent
plus plus
per per
year year
. .
Isn isn
' '
t t
it it
the the
case case
that that
to to
have have
a a
real real
chance chance
of of
giving give
away away
half half
your your
fortune fortune
, ,
at at
some some
point point
you you
have have
to to
plan plan
to to
give give
away away
five five
, ,
six six
, ,
seven seven
, ,
eight eight
, ,
10 @card@
percent percent
of of
your your
net net
worth worth
annually annually
? ?
And and
that that
is be
, ,
isn isn
' '
t t
that that
the the
logic logic
of of
what what
should should
be be
happening happen
? ?
BG bg
: :
Yeah yeah
, ,
there there
are be
people people
like like
Chuck chuck
Feeney feeney
, ,
who who
set set
a a
good good
example example
and and
gave give
away away
all all
of of
his his
money money
. .
Even even
Melinda melinda
and and
I i
are be
talking talk
about about
, ,
should should
we we
up up
the the
rate rate
that that
we we
give give
at at
? ?
As as
you you
say say
, ,
we we
' '
ve ve
been be
very very
lucky lucky
on on
the the
investment investment
side side
through through
a a
variety variety
of of
things thing
. .
Tech tech
fortunes fortune
in in
general general
have have
done do
well well
, ,
even even
this this
year year
, ,
which which
is be
one one
of of
those those
great great
contrasts contrast
in in
what what
' '
s s
going go
on on
in in
the the
world world
. .
And and
I i
do do
think think
there there
' '
s s
an an
expectation expectation
that that
we we
should should
speed speed
up up
, ,
and and
there there
' '
s s
a a
reason reason
to to
speed speed
up up
, ,
and and
government government
is be
going go
to to
miss miss
a a
lot lot
of of
needs need
. .
Yes yes
, ,
there there
' '
s s
tons ton
of of
government government
money money
out out
there there
, ,
but but
helping help
it it
be be
spent spend
well well
, ,
helping help
find find
places place
it it
' '
s s
not not
stepping step
up up
, ,
and and
if if
people people
are be
willing willing
to to
give give
to to
the the
developing develop
world world
, ,
they they
don don
' '
t t
have have
governments government
that that
can can
print print
checks check
for for
15 @card@
percent percent
of of
GDP gdp
, ,
and and
so so
the the
suffering suffering
there there
broadly broadly
, ,
just just
the the
economic economic
stuff stuff
alone alone
, ,
put put
aside aside
the the
pandemic pandemic
, ,
is be
tragic tragic
. .
It it
' '
s s
about about
a a
