Chris chris
Tesla tesla
vehicle vehicle
growth growth
, ,
I i
said say
I i
think think
we we
' '
d d
do do
50 @card@
percent percent
, ,
and and
we we
' '
ve ve
done do
80 @card@
percent percent
. .
CA ca
: :
Yes yes
. .
EM em
: :
But but
they they
don don
' '
t t
mention mention
that that
one one
. .
So so
, ,
I i
mean mean
, ,
I i
' '
m m
not not
sure sure
what what
my my
exact exact
track track
record record
is be
on on
predictions prediction
. .
They they
' '
re re
more more
optimistic optimistic
than than
pessimistic pessimistic
, ,
but but
they they
' '
re re
not not
all all
optimistic optimistic
. .
Some some
of of
them them
are be
exceeded exceed
probably probably
more more
or or
later later
, ,
but but
they they
do do
come come
true true
. .
It it
' '
s s
very very
rare rare
that that
they they
do do
not not
come come
true true
. .
It it
' '
s s
sort sort
of of
like like
, ,
you you
know know
, ,
if if
there there
' '
s s
some some
radical radical
technology technology
prediction prediction
, ,
the the
point point
is be
not not
that that
it it
was be
a a
few few
years year
late late
, ,
but but
that that
it it
happened happen
at at
all all
. .
That that
' '
s s
the the
more more
important important
part part
. .
CA ca
: :
So so
it it
feels feel
like like
at at
some some
point point
in in
the the
last last
year year
, ,
seeing see
the the
progress progress
on on
understanding understanding
, ,
the the
Tesla tesla
AI ai
understanding understand
the the
world world
around around
it it
, ,
led lead
to to
a a
kind kind
of of
, ,
an an
aha aha
moment moment
at at
Tesla tesla
. .
Because because
you you
really really
surprised surprise
people people
recently recently
when when
you you
said say
probably probably
the the
most most
important important
product product
development development
going go
on on
at at
Tesla tesla
this this
year year
is be
this this
robot robot
, ,
Optimus optimus
. .
EM em
: :
Yes yes
. .
CA ca
: :
Many many
companies company
out out
there there
have have
tried try
to to
put put
out out
these these
robots robot
, ,
they they
' '
ve ve
been be
working work
on on
them them
for for
years year
. .
And and
so so
far far
no no
one one
has have
really really
cracked crack
it it
. .
There there
' '
s s
no no
mass mass
adoption adoption
robot robot
in in
people people
' '
s s
homes home
. .
There there
are be
some some
in in
manufacturing manufacturing
, ,
but but
I i
would would
say say
, ,
no no
one one
' '
s s
kind kind
of of
, ,
really really
cracked crack
it it
. .
Is be
it it
something something
that that
happened happen
in in
the the
development development
of of
full full
self-driving self-driving
that that
gave give
you you
the the
confidence confidence
to to
say say
, ,
" "
You you
know know
what what
, ,
we we
could could
do do
something something
special special
here here
. .
" "
EM em
: :
Yeah yeah
, ,
exactly exactly
. .
So so
, ,
you you
know know
, ,
it it
took take
me me
a a
while while
to to
sort sort
of of
realize realize
that that
in in
order order
to to
solve solve
self-driving self-driving
, ,
you you
really really
needed need
to to
solve solve
real-world real-world
AI ai
. .
And and
at at
the the
point point
of of
which which
you you
solve solve
real-world real-world
AI ai
for for
a a
car car
, ,
which which
is be
really really
a a
robot robot
on on
four four
wheels wheel
, ,
you you
can can
then then
generalize generalize
that that
to to
a a
robot robot
on on
legs leg
as as
well well
. .
The the
two two
hard hard
parts part
I i
think think
-- --
like like
obviously obviously
companies company
like like
Boston boston
Dynamics dynamics
have have
shown show
that that
it it
' '
s s
possible possible
to to
make make
quite quite
compelling compelling
, ,
sometimes sometimes
alarming alarm
robots robot
. .
CA ca
: :
Right right
. .
EM em
: :
You you
know know
, ,
so so
from from
a a
sensors sensor
and and
actuators actuator
standpoint standpoint
, ,
it it
' '
s s
certainly certainly
been be
demonstrated demonstrate
by by
many many
that that
it it
' '
s s
possible possible
to to
make make
a a
humanoid humanoid
robot robot
. .
The the
things thing
that that
are be
currently currently
missing missing
are be
enough enough
intelligence intelligence
for for
the the
robot robot
to to
navigate navigate
the the
real real
world world
and and
do do
useful useful
things thing
without without
being be
explicitly explicitly
instructed instruct
. .
So so
the the
missing missing
things thing
are be
basically basically
real-world real-world
intelligence intelligence
and and
scaling scale
up up
manufacturing manufacturing
. .
Those those
are be
two two
things thing
that that
Tesla tesla
is be
very very
good good
at at
. .
And and
so so
then then
we we
basically basically
just just
need need
to to
design design
the the
specialized specialized
actuators actuator
and and
sensors sensor
that that
are be
needed need
for for
humanoid humanoid
robot robot
. .
People people
have have
no no
idea idea
, ,
this this
is be
going go
to to
be be
bigger big
than than
the the
car car
. .
CA ca
: :
So so
let let
' '
s s
dig dig
into into
exactly exactly
that that
. .
I i
mean mean
, ,
in in
one one
way way
, ,
it it
' '
s s
actually actually
an an
easier easy
problem problem
than than
full full
self-driving self-driving
because because
instead instead
of of
an an
object object
going go
along along
at at
60 @card@
miles mile
an an
hour hour
, ,
which which
if if
it it
gets get
it it
wrong wrong
, ,
someone someone
will will
die die
. .
This this
is be
an an
object object
that that
' '
s s
engineered engineer
to to
only only
go go
at at
what what
, ,
three three
or or
four four
or or
five five
miles mile
an an
hour hour
. .
And and
so so
a a
mistake mistake
, ,
there there
aren aren
' '
t t
lives life
at at
stake stake
. .
There there
might might
be be
embarrassment embarrassment
at at
stake stake
. .
EM em
: :
So so
long long
as as
the the
AI ai
doesn doesn
' '
t t
take take
it it
over over
and and
murder murder
us us
in in
our our
sleep sleep
or or
something something
. .
CA ca
: :
Right right
. .
So so
talk talk
about about
-- --
I i
think think
the the
first first
applications application
you you
' '
ve ve
mentioned mention
are be
probably probably
going go
to to
be be
manufacturing manufacturing
, ,
but but
eventually eventually
the the
vision vision
is be
to to
have have
these these
available available
for for
people people
at at
home home
. .
If if
you you
had have
a a
robot robot
that that
really really
understood understand
the the
3D 3d
architecture architecture
of of
your your
house house
and and
knew know
where where
every every
object object
in in
that that
house house
was be
or or
was be
supposed suppose
to to
be be
, ,
and and
could could
recognize recognize
all all
those those
objects object
, ,
I i
mean mean
, ,
that that
' '
s s
kind kind
of of
amazing amazing
, ,
isn isn
' '
t t
it it
? ?
Like like
the the
kind kind
of of
thing thing
that that
you you
could could
ask ask
a a
robot robot
to to
do do
would would
be be
what what
? ?
Like like
, ,
tidy tidy
up up
? ?
EM em
: :
Yeah yeah
, ,
absolutely absolutely
. .
Make make
dinner dinner
, ,
I i
guess guess
, ,
mow mow
the the
lawn lawn
. .
CA ca
: :
Take take
a a
cup cup
of of
tea tea
to to
grandma grandma
and and
show show
her her
family family
pictures picture
. .
EM em
: :
Exactly exactly
. .
Take take
care care
of of
my my
grandmother grandmother
and and
make make
sure sure
-- --
CA ca
: :
It it
could could
obviously obviously
recognize recognize
everyone everyone
in in
the the
home home
. .
It it
could could
play play
catch catch
with with
your your
kids kid
. .
EM em
: :
Yes yes
. .
I i
mean mean
, ,
obviously obviously
, ,
we we
need need
to to
be be
careful careful
this this
doesn doesn
' '
t t
become become
a a
dystopian dystopian
situation situation
. .
I i
think think
one one
of of
the the
things thing
that that
' '
s s
going go
to to
be be
important important
is be
to to
have have
a a
localized localized
ROM rom
chip chip
on on
the the
robot robot
that that
cannot can
be be
updated update
over over
the the
air air
. .
Where where
if if
you you
, ,
for for
example example
, ,
were be
to to
say say
, ,
" "
Stop stop
, ,
stop stop
, ,
stop stop
, ,
" "
if if
anyone anyone
said say
that that
, ,
then then
the the
robot robot
would would
stop stop
, ,
you you
know know
, ,
type type
of of
thing thing
. .
And and
that that
' '
s s
not not
updatable updatable
remotely remotely
. .
I i
think think
it it
' '
s s
going go
to to
be be
important important
to to
have have
safety safety
features feature
like like
that that
. .
CA ca
: :
Yeah yeah
, ,
that that
sounds sound
wise wise
. .
EM em
: :
And and
I i
do do
think think
there there
should should
be be
a a
regulatory regulatory
agency agency
for for
AI ai
. .
I i
' '
ve ve
said say
that that
for for
many many
years year
. .
I i
don don
' '
t t
love love
being be
regulated regulate
, ,
but but
I i
think think
this this
is be
an an
important important
thing thing
for for
public public
safety safety
. .
CA ca
: :
Let let
' '
s s
come come
back back
to to
that that
. .
But but
I i
don don
' '
t t
think think
many many
people people
have have
really really
sort sort
of of
taken take
seriously seriously
the the
notion notion
of of
, ,
you you
know know
, ,
a a
robot robot
at at
home home
. .
I i
mean mean
, ,
at at
the the
start start
of of
the the
computing computing
revolution revolution
, ,
Bill bill
Gates gates
said say
there there
' '
s s
going go
to to
be be
a a
computer computer
in in
every every
home home
. .
And and
people people
at at
the the
time time
said say
, ,
yeah yeah
, ,
whatever whatever
, ,
who who
would would
even even
want want
that that
. .
Do do
you you
think think
there there
will will
be be
basically basically
like like
in in
, ,
say say
, ,
2050 @card@
or or
whatever whatever
, ,
like like
a a
robot robot
in in
most most
homes home
, ,
is be
what what
there there
will will
be be
, ,
and and
people people
will will
love love
them them
and and
count count
on on
them them
? ?
You you
' '
ll ll
have have
your your
own own
butler butler
basically basically
. .
EM em
: :
Yeah yeah
, ,
you you
' '
ll ll
have have
your your
sort sort
of of
buddy buddy
robot robot
probably probably
, ,
yeah yeah
. .
CA ca
: :
I i
mean mean
, ,
how how
much much
of of
a a
buddy buddy
? ?
How how
many many
applications application
have have
you you
thought think
, ,
you you
know know
, ,
can can
you you
have have
a a
romantic romantic
partner partner
, ,
a a
sex sex
partner partner
? ?
EM em
: :
It it
' '
s s
probably probably
inevitable inevitable
. .
I i
mean mean
, ,
I i
did do
promise promise
the the
internet internet
that that
I i
' '
d d
make make
catgirls catgirl
. .
We we
could could
make make
a a
robot robot
catgirl catgirl
. .
CA ca
: :
Be be
careful careful
what what
you you
promise promise
the the
internet internet
. .
EM em
: :
So so
, ,
yeah yeah
, ,
I i
guess guess
it it
' '
ll ll
be be
whatever whatever
people people
want want
really really
, ,
you you
know know
. .
CA ca
: :
What what
sort sort
of of
timeline timeline
should should
we we
be be
thinking think
about about
of of
the the
first first
models model
that that
are be
actually actually
made make
and and
sold sell
? ?
EM em
: :
Well well
, ,
you you
know know
, ,
the the
first first
units unit
that that
we we
intend intend
to to
make make
are be
for for
jobs job
that that
are be
dangerous dangerous
, ,
boring boring
, ,
repetitive repetitive
, ,
and and
things thing
that that
people people
don don
' '
t t
want want
to to
do do
. .
And and
, ,
you you
know know
, ,
I i
think think
we we
' '
ll ll
have have
like like
an an
interesting interesting
prototype prototype
sometime sometime
this this
year year
. .
We we
might might
have have
something something
useful useful
next next
year year
, ,
but but
I i
think think
quite quite
likely likely
within within
at at
least least
two two
years year
. .
And and
then then
we we
' '
ll ll
see see
rapid rapid
growth growth
year year
over over
year year
of of
the the
usefulness usefulness
of of
the the
humanoid humanoid
robots robot
and and
decrease decrease
in in
cost cost
and and
scaling scale
up up
production production
. .
CA ca
: :
Initially initially
just just
selling sell
to to
businesses business
, ,
or or
when when
do do
you you
picture picture
you you
' '
ll ll
start start
selling sell
them them
where where
you you
can can
buy buy
your your
parents parent
one one
for for
Christmas christmas
or or
something something
? ?
EM em
: :
I i
' '
d d
say say
in in
less less
than than
ten ten
years year
. .
CA ca
: :
Help help
me me
on on
the the
economics economics
of of
this this
. .
So so
what what
do do
you you
picture picture
the the
cost cost
of of
one one
of of
these these
being being
? ?
EM em
: :
Well well
, ,
I i
think think
the the
cost cost
is be
actually actually
not not
going go
to to
be be
crazy crazy
high high
. .
Like like
less less
than than
a a
car car
. .
Initially initially
, ,
things thing
will will
be be
expensive expensive
because because
it it
' '
ll ll
be be
a a
new new
technology technology
at at
low low
production production
volume volume
. .
The the
complexity complexity
and and
cost cost
of of
a a
car car
is be
greater great
than than
that that
of of
a a
humanoid humanoid
robot robot
. .
So so
I i
would would
expect expect
that that
it it
' '
s s
going go
to to
be be
less less
than than
a a
car car
, ,
or or
at at
least least
equivalent equivalent
to to
a a
cheap cheap
car car
. .
CA ca
: :
So so
even even
if if
it it
starts start
at at
50k 50k
, ,
within within
a a
few few
years year
, ,
it it
' '
s s
down down
to to
20k 20k
or or
lower low
or or
whatever whatever
. .
And and
maybe maybe
for for
home home
they they
' '
ll ll
get get
much much
cheaper cheap
still still
. .
But but
think think
about about
the the
economics economics
of of
this this
. .
If if
you you
can can
replace replace
a a
$30 $30
, ,
000 @card@
, ,
$40 $@card@
, ,
000-a-year 000-a-year
worker worker
, ,
which which
you you
have have
to to
pay pay
every every
year year
, ,
with with
a a
one-time one-time
payment payment
of of
$25 $25
, ,
000 @card@
for for
a a
robot robot
that that
can can
work work
longer long
hours hour
, ,
a a
pretty pretty
rapid rapid
replacement replacement
of of
certain certain
types type
of of
jobs job
. .
How how
worried worry
should should
the the
world world
be be
about about
that that
? ?
EM em
: :
I i
wouldn wouldn
' '
t t
worry worry
about about
the the
sort sort
of of
, ,
putting put
people people
out out
of of
a a
job job
thing thing
. .
I i
think think
we we
' '
re re
actually actually
going go
to to
have have
, ,
and and
already already
do do
have have
, ,
a a
massive massive
shortage shortage
of of
labor labor
. .
So so
I i
think think
we we
will will
have have
. .
. .
. .
Not not
people people
out out
of of
work work
, ,
but but
actually actually
still still
a a
shortage shortage
labor labor
even even
in in
the the
future future
. .
But but
this this
really really
will will
be be
a a
world world
of of
abundance abundance
. .
Any any
goods good
and and
services service
will will
be be
available available
to to
anyone anyone
who who
wants want
them them
. .
It it
' '
ll ll
be be
so so
cheap cheap
to to
have have
goods good
and and
services service
, ,
it it
will will
be be
ridiculous ridiculous
. .
CA ca
: :
I i
' '
m m
presuming presume
it it
should should
be be
possible possible
to to
imagine imagine
a a
bunch bunch
of of
goods good
and and
services service
that that
can can
' '
t t
profitably profitably
be be
made make
now now
but but
could could
be be
made make
in in
that that
world world
, ,
courtesy courtesy
of of
legions legion
of of
robots robot
. .
EM em
: :
Yeah yeah
. .
It it
will will
be be
a a
world world
of of
abundance abundance
. .
The the
only only
scarcity scarcity
that that
will will
exist exist
in in
the the
future future
is be
that that
which which
we we
decide decide
to to
create create
ourselves ourselves
as as
humans human
. .
CA ca
: :
OK ok
. .
So so
AI ai
is be
allowing allow
us us
to to
imagine imagine
a a
differently differently
powered power
economy economy
that that
will will
create create
this this
abundance abundance
. .
What what
are be
you you
most most
worried worry
about about
going go
wrong wrong
? ?
EM em
: :
Well well
, ,
like like
I i
said say
, ,
AI ai
and and
robotics robotic
will will
bring bring
out out
what what
might might
be be
termed term
the the
age age
of of
abundance abundance
. .
Other other
people people
have have
used use
this this
word word
, ,
and and
that that
this this
is be
my my
prediction prediction
: :
it it
will will
be be
an an
age age
of of
abundance abundance
for for
everyone everyone
. .
But but
I i
guess guess
there there
' '
s s
. .
. .
. .
The the
dangers danger
would would
be be
the the
artificial artificial
general general
intelligence intelligence
or or
digital digital
superintelligence superintelligence
decouples decouple
from from
a a
collective collective
human human
will will
and and
goes go
in in
the the
direction direction
that that
for for
some some
reason reason
we we
don don
' '
t t
like like
. .
Whatever whatever
direction direction
it it
might might
go go
. .
You you
know know
, ,
that that
' '
s s
sort sort
of of
the the
idea idea
behind behind
Neuralink neuralink
, ,
is be
to to
try try
to to
more more
tightly tightly
couple couple
collective collective
human human
world world
to to
digital digital
superintelligence superintelligence
. .
And and
also also
along along
the the
way way
solve solve
a a
lot lot
of of
brain brain
injuries injury
and and
spinal spinal
injuries injury
and and
that that
kind kind
of of
thing thing
. .
So so
even even
if if
it it
doesn doesn
' '
t t
succeed succeed
in in
the the
greater great
goal goal
, ,
I i
think think
it it
will will
succeed succeed
in in
the the
goal goal
of of
alleviating alleviate
brain brain
and and
spine spine
damage damage
. .
CA ca
: :
So so
the the
spirit spirit
there there
is be
that that
if if
we we
' '
re re
going go
to to
make make
these these
AIs ai
that that
are be
so so
vastly vastly
intelligent intelligent
, ,
we we
ought ought
to to
be be
wired wire
directly directly
to to
them them
so so
that that
we we
ourselves ourselves
can can
have have
those those
superpowers superpower
more more
directly directly
. .
But but
that that
doesn doesn
' '
t t
seem seem
to to
avoid avoid
the the
risk risk
that that
those those
superpowers superpower
might might
. .
. .
. .
turn turn
ugly ugly
in in
unintended unintended
ways way
. .
EM em
: :
I i
think think
it it
' '
s s
a a
risk risk
, ,
I i
agree agree
. .
I i
' '
m m
not not
saying say
that that
I i
have have
some some
certain certain
answer answer
to to
that that
risk risk
. .
I i
' '
m m
just just
saying say
like like
maybe maybe
one one
of of
the the
things thing
that that
would would
be be
good good
for for
ensuring ensure
that that
the the
future future
is be
one one
that that
we we
want want
is be
to to
more more
tightly tightly
couple couple
the the
collective collective
human human
world world
to to
digital digital
intelligence intelligence
. .
The the
issue issue
that that
we we
face face
here here
is be
that that
we we
are be
already already
a a
cyborg cyborg
, ,
if if
you you
think think
about about
it it
. .
The the
computers computer
are be
an an
extension extension
of of
ourselves ourselves
. .
And and
when when
we we
die die
, ,
we we
have have
, ,
like like
, ,
a a
digital digital
ghost ghost
. .
You you
know know
, ,
all all
of of
our our
text text
messages message
and and
social social
media medium
, ,
emails email
. .
And and
it it
' '
s s
quite quite
eerie eerie
actually actually
, ,
when when
someone someone
dies die
but but
everything everything
online online
is be
still still
there there
. .
But but
you you
say say
like like
, ,
what what
' '
s s
the the
limitation limitation
? ?
What what
is be
it it
that that
inhibits inhibit
a a
human-machine human-machine
symbiosis symbiosis
? ?
It it
' '
s s
the the
data data
rate rate
. .
When when
you you
communicate communicate
, ,
especially especially
with with
a a
phone phone
, ,
you you
' '
re re
moving move
your your
thumbs thumb
very very
slowly slowly
. .
So so
you you
' '
re re
like like
moving move
your your
two two
little little
meat meat
sticks stick
at at
a a
rate rate
that that
' '
s s
maybe maybe
10 @card@
bits bit
per per
second second
, ,
optimistically optimistically
, ,
100 @card@
bits bit
per per
second second
. .
And and
computers computer
are be
communicating communicate
at at
the the
gigabyte gigabyte
level level
and and
beyond beyond
. .
CA ca
: :
Have have
you you
seen see
evidence evidence
that that
the the
technology technology
is be
actually actually
working work
, ,
that that
you you
' '
ve ve
got get
a a
richer rich
, ,
sort sort
of of
, ,
higher high
bandwidth bandwidth
connection connection
, ,
if if
you you
like like
, ,
between between
like like
external external
electronics electronics
and and
a a
brain brain
than than
has have
been be
possible possible
before before
? ?
EM em
: :
Yeah yeah
. .
I i
mean mean
, ,
the the
fundamental fundamental
principles principle
of of
reading reading
neurons neuron
, ,
sort sort
of of
doing do
read-write read-write
on on
neurons neuron
with with
tiny tiny
electrodes electrode
, ,
have have
been be
demonstrated demonstrate
for for
decades decade
. .
So so
it it
' '
s s
not not
like like
the the
concept concept
is be
new new
. .
The the
problem problem
is be
that that
there there
is be
no no
product product
that that
works work
well well
that that
you you
can can
go go
and and
buy buy
. .
So so
it it
' '
s s
all all
sort sort
of of
, ,
in in
research research
labs lab
. .
And and
it it
' '
s s
like like
some some
cords cord
sticking stick
out out
of of
your your
head head
. .
And and
it it
' '
s s
quite quite
gruesome gruesome
, ,
and and
it it
' '
s s
really really
. .
. .
. .
There there
' '
s s
no no
good good
product product
that that
actually actually
does do
a a
good good
job job
and and
is be
high-bandwidth high-bandwidth
and and
safe safe
and and
something something
actually actually
that that
you you
could could
buy buy
and and
would would
want want
to to
buy buy
. .
But but
the the
way way
to to
think think
of of
the the
Neuralink neuralink
device device
is be
kind kind
of of
like like
a a
Fitbit fitbit
or or
an an
Apple apple
Watch watch
. .
That that
' '
s s
where where
we we
take take
out out
sort sort
of of
a a
small small
section section
of of
skull skull
about about
the the
size size
of of
a a
quarter quarter
, ,
replace replace
that that
with with
what what
, ,
in in
many many
ways way
really really
is be
very very
much much
like like
a a
Fitbit fitbit
, ,
Apple apple
Watch watch
or or
some some
kind kind
of of
smart smart
watch watch
thing thing
. .
But but
with with
tiny tiny
, ,
tiny tiny
wires wire
, ,
very very
, ,
very very
tiny tiny
wires wire
. .
Wires wire
so so
tiny tiny
, ,
it it
' '
s s
hard hard
to to
even even
see see
them them
. .
And and
it it
' '
s s
very very
important important
to to
have have
very very
tiny tiny
wires wire
so so
that that
when when
they they
' '
re re
implanted implant
, ,
they they
don don
' '
t t
damage damage
the the
brain brain
. .
CA ca
: :
How how
far far
are be
you you
from from
putting put
these these
into into
humans human
? ?
EM em
: :
Well well
, ,
we we
have have
put put
in in
our our
FDA fda
application application
to to
aspirationally aspirationally
do do
the the
first first
human human
implant implant
this this
year year
. .
CA ca
: :
The the
first first
uses use
will will
be be
for for
neurological neurological
injuries injury
of of
different different
kinds kind
. .
But but
rolling roll
the the
clock clock
forward forward
and and
imagining imagine
when when
people people
are be
actually actually
using use
these these
for for
their their
own own
enhancement enhancement
, ,
let let
' '
s s
say say
, ,
and and
for for
the the
enhancement enhancement
of of
the the
world world
, ,
how how
clear clear
are be
you you
in in
your your
mind mind
as as
to to
what what
it it
will will
feel feel
like like
to to
have have
one one
of of
these these
inside inside
your your
head head
? ?
EM em
: :
Well well
, ,
I i
do do
want want
to to
emphasize emphasize
we we
' '
re re
at at
an an
early early
stage stage
. .
And and
so so
it it
really really
will will
be be
many many
years year
before before
we we
have have
anything anything
approximating approximate
a a
high-bandwidth high-bandwidth
neural neural
interface interface
that that
allows allow
for for
AI-human ai-human
symbiosis symbiosis
. .
For for
many many
years year
, ,
we we
will will
just just
be be
solving solve
brain brain
injuries injury
and and
spinal spinal
injuries injury
. .
For for
probably probably
a a
decade decade
. .
This this
is be
not not
something something
that that
will will
suddenly suddenly
one one
day day
it it
will will
have have
this this
incredible incredible
sort sort
of of
whole whole
brain brain
interface interface
. .
It it
' '
s s
going go
to to
be be
, ,
like like
I i
said say
, ,
at at
least least
a a
decade decade
of of
really really
just just
solving solve
brain brain
injuries injury
and and
spinal spinal
injuries injury
. .
And and
really really
, ,
I i
think think
you you
can can
solve solve
a a
very very
wide wide
range range
of of
brain brain
injuries injury
, ,
including include
severe severe
depression depression
, ,
morbid morbid
obesity obesity
, ,
sleep sleep
, ,
potentially potentially
schizophrenia schizophrenia
, ,
like like
, ,
a a
lot lot
of of
things thing
that that
cause cause
great great
stress stress
to to
people people
. .
Restoring restore
memory memory
in in
older old
people people
. .
CA ca
: :
If if
you you
can can
pull pull
that that
off off
, ,
that that
' '
s s
the the
app app
I i
will will
sign sign
up up
for for
. .
EM em
: :
Absolutely absolutely
. .
CA ca
: :
Please please
hurry hurry
. .
EM em
: :
I i
mean mean
, ,
the the
emails email
that that
we we
get get
at at
Neuralink neuralink
are be
heartbreaking heartbreaking
. .
I i
mean mean
, ,
they they
' '
ll ll
send send
us us
just just
tragic tragic
, ,
you you
know know
, ,
where where
someone someone
was be
sort sort
of of
, ,
in in
the the
prime prime
of of
life life
and and
they they
had have
an an
accident accident
on on
a a
motorcycle motorcycle
and and
someone someone
who who
' '
s s
25 @card@
, ,
you you
know know
, ,
can can
' '
t t
even even
feed feed
themselves themselves
. .
And and
this this
is be
something something
we we
could could
fix fix
. .
CA ca
: :
But but
you you
have have
said say
that that
AI ai
is be
one one
of of
the the
things thing
you you
' '
re re
most most
worried worry
about about
and and
that that
Neuralink neuralink
may may
be be
one one
of of
the the
ways way
where where
we we
can can
keep keep
abreast abreast
of of
it it
. .
EM em
: :
Yeah yeah
, ,
there there
' '
s s
the the
short-term short-term
thing thing
, ,
which which
I i
think think
is be
helpful helpful
on on
an an
individual individual
human human
level level
with with
injuries injury
. .
And and
then then
the the
long-term long-term
thing thing
is be
an an
attempt attempt
to to
address address
the the
civilizational civilizational
risk risk
of of
AI ai
by by
bringing bring
digital digital
intelligence intelligence
and and
biological biological
intelligence intelligence
closer closer
together together
. .
I i
mean mean
, ,
if if
you you
think think
of of
how how
the the
brain brain
works work
today today
, ,
there there
are be
really really
two two
layers layer
to to
the the
brain brain
. .
There there
' '
s s
the the
limbic limbic
system system
and and
the the
cortex cortex
. .
You you
' '
ve ve
got get
the the
kind kind
of of
, ,
animal animal
brain brain
where where
-- --
it it
' '
s s
kind kind
of of
like like
the the
fun fun
part part
, ,
really really
. .
CA ca
: :
It it
' '
s s
where where
most most
of of
Twitter twitter
operates operate
, ,
by by
the the
way way
. .
EM em
: :
I i
think think
Tim tim
Urban urban
said say
, ,
we we
' '
re re
like like
somebody somebody
, ,
you you
know know
, ,
stuck stick
a a
computer computer
on on
a a
monkey monkey
. .
You you
know know
, ,
so so
we we
' '
re re
like like
, ,
if if
you you
gave give
a a
monkey monkey
a a
computer computer
, ,
that that
' '
s s
our our
cortex cortex
. .
But but
we we
still still
have have
a a
lot lot
of of
monkey monkey
instincts instinct
. .
Which which
we we
then then
try try
to to
rationalize rationalize
as as
, ,
no no
, ,
it it
' '
s s
not not
a a
monkey monkey
instinct instinct
. .
It it
' '
s s
something something
more more
important important
than than
that that
. .
But but
it it
' '
s s
often often
just just
really really
a a
monkey monkey
instinct instinct
. .
We we
' '
re re
just just
monkeys monkey
with with
a a
computer computer
stuck stick
in in
our our
brain brain
. .
But but
even even
though though
the the
cortex cortex
is be
sort sort
of of
the the
smart smart
, ,
or or
the the
intelligent intelligent
part part
of of
the the
brain brain
, ,
the the
thinking think
part part
of of
the the
brain brain
, ,
I i
' '
ve ve
not not
yet yet
met meet
anyone anyone
who who
wants want
to to
delete delete
their their
limbic limbic
system system
or or
their their
cortex cortex
. .
They they
' '
re re
quite quite
happy happy
having have
both both
. .
Everyone everyone
wants want
both both
parts part
of of
their their
brain brain
. .
And and
people people
really really
want want
their their
phones phone
and and
their their
computers computer
, ,
which which
are be
really really
the the
tertiary tertiary
, ,
the the
third third
part part
of of
your your
intelligence intelligence
. .
It it
' '
s s
just just
that that
it it
' '
s s
. .
. .
. .
Like like
the the
bandwidth bandwidth
, ,
the the
rate rate
of of
communication communication
with with
that that
tertiary tertiary
layer layer
is be
slow slow
. .
And and
it it
' '
s s
just just
a a
very very
tiny tiny
straw straw
to to
this this
tertiary tertiary
layer layer
. .
And and
we we
want want
to to
make make
that that
tiny tiny
straw straw
a a
big big
highway highway
. .
And and
I i
' '
m m
definitely definitely
not not
saying say
that that
this this
is be
going go
to to
solve solve
everything everything
. .
Or or
this this
is be
you you
know know
, ,
it it
' '
s s
the the
only only
thing thing
-- --
it it
' '
s s
something something
that that
might might
be be
helpful helpful
. .
And and
worst-case worst-case
scenario scenario
, ,
I i
think think
we we
solve solve
some some
important important
brain brain
injury injury
, ,
spinal spinal
injury injury
issues issue
, ,
and and
that that
' '
s s
still still
a a
great great
outcome outcome
. .
CA ca
: :
Best-case best-case
scenario scenario
, ,
we we
may may
discover discover
new new
human human
possibility possibility
, ,
telepathy telepathy
, ,
you you
' '
ve ve
spoken speak
of of
, ,
in in
a a
way way
, ,
a a
connection connection
with with
a a
loved love
one one
, ,
you you
know know
, ,
full full
memory memory
and and
much much
faster faster
thought think
processing processing
maybe maybe
. .
All all
these these
things thing
. .
It it
' '
s s
very very
cool cool
. .
If if
AI ai
were be
to to
take take
down down
Earth earth
, ,
we we
need need
a a
plan plan
B b
. .
Let let
' '
s s
shift shift
our our
attention attention
to to
space space
. .
We we
spoke speak
last last
time time
at at
TED ted
about about
reusability reusability
, ,
and and
you you
had have
just just
demonstrated demonstrate
that that
spectacularly spectacularly
for for
the the
first first
time time
. .
Since since
then then
, ,
you you
' '
ve ve
gone go
on on
to to
build build
this this
monster monster
rocket rocket
, ,
Starship starship
, ,
which which
kind kind
of of
changes change
the the
rules rule
of of
the the
game game
in in
spectacular spectacular
ways way
. .
Tell tell
us us
about about
Starship starship
. .
EM em
: :
Starship starship
is be
extremely extremely
fundamental fundamental
. .
So so
the the
holy holy
grail grail
of of
rocketry rocketry
or or
space space
transport transport
is be
full full
and and
rapid rapid
reusability reusability
. .
This this
has have
never never
been be
achieved achieve
. .
The the
closest close
that that
anything anything
has have
come come
is be
our our
Falcon falcon
9 @card@
rocket rocket
, ,
where where
we we
are be
able able
to to
recover recover
the the
first first
stage stage
, ,
the the
boost boost
stage stage
, ,
which which
is be
probably probably
about about
60 @card@
percent percent
of of
the the
cost cost
of of
the the
vehicle vehicle
of of
the the
whole whole
launch launch
, ,
maybe maybe
70 @card@
percent percent
. .
And and
we we
' '
ve ve
now now
done do
that that
over over
a a
hundred hundred
times time
. .
So so
with with
Starship starship
, ,
we we
will will
be be
recovering recover
the the
entire entire
thing thing
. .
Or or
at at
least least
that that
' '
s s
the the
goal goal
. .
CA ca
: :
Right right
. .
EM em
: :
And and
moreover moreover
, ,
recovering recover
it it
in in
such such
a a
way way
that that
it it
can can
be be
immediately immediately
re-flown re-flown
