Chris chris
100 @card@
percent percent
what what
will will
occur occur
. .
It it
' '
s s
just just
a a
question question
of of
when when
. .
CA ca
: :
Wow wow
. .
So so
you you
mentioned mention
the the
Semi semi
and and
I i
think think
you you
' '
re re
planning plan
to to
announce announce
this this
in in
September september
, ,
but but
I i
' '
m m
curious curious
whether whether
there there
' '
s s
anything anything
you you
could could
show show
us us
today today
? ?
EM em
: :
I i
will will
show show
you you
a a
teaser teaser
shot shot
of of
the the
truck truck
. .
It it
' '
s s
alive alive
. .
CA ca
: :
OK ok
. .
EM em
: :
That that
' '
s s
definitely definitely
a a
case case
where where
we we
want want
to to
be be
cautious cautious
about about
the the
autonomy autonomy
features feature
. .
Yeah yeah
. .
CA ca
: :
We we
can can
' '
t t
see see
that that
much much
of of
it it
, ,
but but
it it
doesn doesn
' '
t t
look look
like like
just just
a a
little little
friendly friendly
neighborhood neighborhood
truck truck
. .
It it
looks look
kind kind
of of
badass badass
. .
What what
sort sort
of of
semi semi
is be
this this
? ?
EM em
: :
So so
this this
is be
a a
heavy heavy
duty duty
, ,
long-range long-range
semitruck semitruck
. .
So so
it it
' '
s s
the the
highest high
weight weight
capability capability
and and
with with
long long
range range
. .
So so
essentially essentially
it it
' '
s s
meant mean
to to
alleviate alleviate
the the
heavy-duty heavy-duty
trucking trucking
loads load
. .
And and
this this
is be
something something
which which
people people
do do
not not
today today
think think
is be
possible possible
. .
They they
think think
the the
truck truck
doesn doesn
' '
t t
have have
enough enough
power power
or or
it it
doesn doesn
' '
t t
have have
enough enough
range range
, ,
and and
then then
with with
the the
Tesla tesla
Semi semi
we we
want want
to to
show show
that that
no no
, ,
an an
electric electric
truck truck
actually actually
can can
out-torque out-torque
any any
diesel diesel
semi semi
. .
And and
if if
you you
had have
a a
tug- tug-
of-war of-war
competition competition
, ,
the the
Tesla tesla
Semi semi
will will
tug tug
the the
diesel diesel
semi semi
uphill uphill
. .
CA ca
: :
That that
' '
s s
pretty pretty
cool cool
. .
And and
short short
term term
, ,
these these
aren aren
' '
t t
driverless driverless
. .
These these
are be
going go
to to
be be
trucks truck
that that
truck truck
drivers driver
want want
to to
drive drive
. .
EM em
: :
Yes yes
. .
So so
what what
will will
be be
really really
fun fun
about about
this this
is be
you you
have have
a a
flat flat
torque torque
RPM rpm
curve curve
with with
an an
electric electric
motor motor
, ,
whereas whereas
with with
a a
diesel diesel
motor motor
or or
any any
kind kind
of of
internal internal
combustion combustion
engine engine
car car
, ,
you you
' '
ve ve
got get
a a
torque torque
RPM rpm
curve curve
that that
looks look
like like
a a
hill hill
. .
So so
this this
will will
be be
a a
very very
spry spry
truck truck
. .
You you
can can
drive drive
this this
around around
like like
a a
sports sport
car car
. .
There there
' '
s s
no no
gears gear
. .
It it
' '
s s
, ,
like like
, ,
single single
speed speed
. .
CA ca
: :
There there
' '
s s
a a
great great
movie movie
to to
be be
made make
here here
somewhere somewhere
. .
I i
don don
' '
t t
know know
what what
it it
is be
and and
I i
don don
' '
t t
know know
that that
it it
ends end
well well
, ,
but but
it it
' '
s s
a a
great great
movie movie
. .
EM em
: :
It it
' '
s s
quite quite
bizarre bizarre
test-driving test-drive
. .
When when
I i
was be
driving drive
the the
test test
prototype prototype
for for
the the
first first
truck truck
. .
It it
' '
s s
really really
weird weird
, ,
because because
you you
' '
re re
driving drive
around around
and and
you you
' '
re re
just just
so so
nimble nimble
, ,
and and
you you
' '
re re
in in
this this
giant giant
truck truck
. .
CA ca
: :
Wait wait
, ,
you you
' '
ve ve
already already
driven drive
a a
prototype prototype
? ?
EM em
: :
Yeah yeah
, ,
I i
drove drive
it it
around around
the the
parking parking
lot lot
, ,
and and
I i
was be
like like
, ,
this this
is be
crazy crazy
. .
CA ca
: :
Wow wow
. .
This this
is be
no no
vaporware vaporware
. .
EM em
: :
It it
' '
s s
just just
like like
, ,
driving drive
this this
giant giant
truck truck
and and
making make
these these
mad mad
maneuvers maneuver
. .
CA ca
: :
This this
is be
cool cool
. .
OK ok
, ,
from from
a a
really really
badass badass
picture picture
to to
a a
kind kind
of of
less less
badass badass
picture picture
. .
This this
is be
just just
a a
cute cute
house house
from from
" "
Desperate desperate
Housewives housewife
" "
or or
something something
. .
What what
on on
earth earth
is be
going go
on on
here here
? ?
EM em
: :
Well well
, ,
this this
illustrates illustrate
the the
picture picture
of of
the the
future future
that that
I i
think think
is be
how how
things thing
will will
evolve evolve
. .
You you
' '
ve ve
got get
an an
electric electric
car car
in in
the the
driveway driveway
. .
If if
you you
look look
in in
between between
the the
electric electric
car car
and and
the the
house house
, ,
there there
are be
actually actually
three three
Powerwalls powerwall
stacked stack
up up
against against
the the
side side
of of
the the
house house
, ,
and and
then then
that that
house house
roof roof
is be
a a
solar solar
roof roof
. .
So so
that that
' '
s s
an an
actual actual
solar solar
glass glass
roof roof
. .
CA ca
: :
OK ok
. .
EM em
: :
That that
' '
s s
a a
picture picture
of of
a a
real real
— -
well well
, ,
admittedly admittedly
, ,
it it
' '
s s
a a
real real
fake fake
house house
. .
That that
' '
s s
a a
real real
fake fake
house house
. .
CA ca
: :
So so
these these
roof roof
tiles tile
, ,
some some
of of
them them
have have
in in
them them
basically basically
solar solar
power power
, ,
the the
ability ability
to to
— -
EM em
: :
Yeah yeah
. .
Solar solar
glass glass
tiles tile
where where
you you
can can
adjust adjust
the the
texture texture
and and
the the
color color
to to
a a
very very
fine-grained fine-grained
level level
, ,
and and
then then
there there
' '
s s
sort sort
of of
microlouvers microlouver
in in
the the
glass glass
, ,
such such
that that
when when
you you
' '
re re
looking look
at at
the the
roof roof
from from
street street
level level
or or
close close
to to
street street
level level
, ,
all all
the the
tiles tile
look look
the the
same same
whether whether
there there
is be
a a
solar solar
cell cell
behind behind
it it
or or
not not
. .
So so
you you
have have
an an
even even
color color
from from
the the
ground ground
level level
. .
If if
you you
were be
to to
look look
at at
it it
from from
a a
helicopter helicopter
, ,
you you
would would
be be
actually actually
able able
to to
look look
through through
and and
see see
that that
some some
of of
the the
glass glass
tiles tile
have have
a a
solar solar
cell cell
behind behind
them them
and and
some some
do do
not not
. .
You you
can can
' '
t t
tell tell
from from
street street
level level
. .
CA ca
: :
You you
put put
them them
in in
the the
ones one
that that
are be
likely likely
to to
see see
a a
lot lot
of of
sun sun
, ,
and and
that that
makes make
these these
roofs roof
super super
affordable affordable
, ,
right right
? ?
They they
' '
re re
not not
that that
much much
more more
expensive expensive
than than
just just
tiling tile
the the
roof roof
. .
EM em
: :
Yeah yeah
. .
We we
' '
re re
very very
confident confident
that that
the the
cost cost
of of
the the
roof roof
plus plus
the the
cost cost
of of
electricity electricity
— -
A a
solar solar
glass glass
roof roof
will will
be be
less less
than than
the the
cost cost
of of
a a
normal normal
roof roof
plus plus
the the
cost cost
of of
electricity electricity
. .
So so
in in
other other
words word
, ,
this this
will will
be be
economically economically
a a
no-brainer no-brainer
, ,
we we
think think
it it
will will
look look
great great
, ,
and and
it it
will will
last last
— -
We we
thought think
about about
having have
the the
warranty warranty
be be
infinity infinity
, ,
but but
then then
people people
thought think
, ,
well well
, ,
that that
might might
sound sound
like like
were be
just just
talking talk
rubbish rubbish
, ,
but but
actually actually
this this
is be
toughened toughen
glass glass
. .
Well well
after after
the the
house house
has have
collapsed collapse
and and
there there
' '
s s
nothing nothing
there there
, ,
the the
glass glass
tiles tile
will will
still still
be be
there there
. .
CA ca
: :
I i
mean mean
, ,
this this
is be
cool cool
. .
So so
you you
' '
re re
rolling roll
this this
out out
in in
a a
couple couple
week week
' '
s s
time time
, ,
I i
think think
, ,
with with
four four
different different
roofing roofing
types type
. .
EM em
: :
Yeah yeah
, ,
we we
' '
re re
starting start
off off
with with
two two
, ,
two two
initially initially
, ,
and and
the the
second second
two two
will will
be be
introduced introduce
early early
next next
year year
. .
CA ca
: :
And and
what what
' '
s s
the the
scale scale
of of
ambition ambition
here here
? ?
How how
many many
houses house
do do
you you
believe believe
could could
end end
up up
having have
this this
type type
of of
roofing roofing
? ?
EM em
: :
I i
think think
eventually eventually
almost almost
all all
houses house
will will
have have
a a
solar solar
roof roof
. .
The the
thing thing
is be
to to
consider consider
the the
time time
scale scale
here here
to to
be be
probably probably
on on
the the
order order
of of
40 @card@
or or
50 @card@
years year
. .
So so
on on
average average
, ,
a a
roof roof
is be
replaced replace
every every
20 @card@
to to
25 @card@
years year
. .
But but
you you
don don
' '
t t
start start
replacing replace
all all
roofs roof
immediately immediately
. .
But but
eventually eventually
, ,
if if
you you
say say
were be
to to
fast- fast-
forward forward
to to
say say
15 @card@
years year
from from
now now
, ,
it it
will will
be be
unusual unusual
to to
have have
a a
roof roof
that that
does do
not not
have have
solar solar
. .
CA ca
: :
Is be
there there
a a
mental mental
model model
thing thing
that that
people people
don don
' '
t t
get get
here here
that that
because because
of of
the the
shift shift
in in
the the
cost cost
, ,
the the
economics economics
of of
solar solar
power power
, ,
most most
houses house
actually actually
have have
enough enough
sunlight sunlight
on on
their their
roof roof
pretty pretty
much much
to to
power power
all all
of of
their their
needs need
. .
If if
you you
could could
capture capture
the the
power power
, ,
it it
could could
pretty pretty
much much
power power
all all
their their
needs need
. .
You you
could could
go go
off-grid off-grid
, ,
kind kind
of of
. .
EM em
: :
It it
depends depend
on on
where where
you you
are be
and and
what what
the the
house house
size size
is be
relative relative
to to
the the
roof roof
area area
, ,
but but
it it
' '
s s
a a
fair fair
statement statement
to to
say say
that that
most most
houses house
in in
the the
US us
have have
enough enough
roof roof
area area
to to
power power
all all
the the
needs need
of of
the the
house house
. .
CA ca
: :
So so
the the
key key
to to
the the
economics economics
of of
the the
cars car
, ,
the the
Semi semi
, ,
of of
these these
houses house
is be
the the
falling fall
price price
of of
lithium-ion lithium-ion
batteries battery
, ,
which which
you you
' '
ve ve
made make
a a
huge huge
bet bet
on on
as as
Tesla tesla
. .
In in
many many
ways way
, ,
that that
' '
s s
almost almost
the the
core core
competency competency
. .
And and
you you
' '
ve ve
decided decide
that that
to to
really really
, ,
like like
, ,
own own
that that
competency competency
, ,
you you
just just
have have
to to
build build
the the
world world
' '
s s
largest large
manufacturing manufacturing
plant plant
to to
double double
the the
world world
' '
s s
supply supply
of of
lithium-ion lithium-ion
batteries battery
, ,
with with
this this
guy guy
. .
What what
is be
this this
? ?
EM em
: :
Yeah yeah
, ,
so so
that that
' '
s s
the the
Gigafactory gigafactory
, ,
progress progress
so so
far far
on on
the the
Gigafactory gigafactory
. .
Eventually eventually
, ,
you you
can can
sort sort
of of
roughly roughly
see see
that that
there there
' '
s s
sort sort
of of
a a
diamond diamond
shape shape
overall overall
, ,
and and
when when
it it
' '
s s
fully fully
done do
, ,
it it
' '
ll ll
look look
like like
a a
giant giant
diamond diamond
, ,
or or
that that
' '
s s
the the
idea idea
behind behind
it it
, ,
and and
it it
' '
s s
aligned align
on on
true true
north north
. .
It it
' '
s s
a a
small small
detail detail
. .
CA ca
: :
And and
capable capable
of of
producing produce
, ,
eventually eventually
, ,
like like
a a
hundred hundred
gigawatt gigawatt
hours hour
of of
batteries battery
a a
year year
. .
EM em
: :
A a
hundred hundred
gigawatt gigawatt
hours hour
. .
We we
think think
probably probably
more more
, ,
but but
yeah yeah
. .
CA ca
: :
And and
they they
' '
re re
actually actually
being be
produced produce
right right
now now
. .
EM em
: :
They they
' '
re re
in in
production production
already already
. .
CA ca
: :
You you
guys guy
put put
out out
this this
video video
. .
I i
mean mean
, ,
is be
that that
speeded speed
up up
? ?
EM em
: :
That that
' '
s s
the the
slowed slow
down down
version version
. .
CA ca
: :
How how
fast fast
does do
it it
actually actually
go go
? ?
EM em
: :
Well well
, ,
when when
it it
' '
s s
running run
at at
full full
speed speed
, ,
you you
can can
' '
t t
actually actually
see see
the the
cells cell
without without
a a
strobe strobe
light light
. .
It it
' '
s s
just just
blur blur
. .
CA ca
: :
One one
of of
your your
core core
ideas idea
, ,
Elon elon
, ,
about about
what what
makes make
an an
exciting exciting
future future
is be
a a
future future
where where
we we
no no
longer longer
feel feel
guilty guilty
about about
energy energy
. .
Help help
us us
picture picture
this this
. .
How how
many many
Gigafactories gigafactory
, ,
if if
you you
like like
, ,
does do
it it
take take
to to
get get
us us
there there
? ?
EM em
: :
It it
' '
s s
about about
a a
hundred hundred
, ,
roughly roughly
. .
It it
' '
s s
not not
10 @card@
, ,
it it
' '
s s
not not
a a
thousand thousand
. .
Most most
likely likely
a a
hundred hundred
. .
CA ca
: :
See see
, ,
I i
find find
this this
amazing amazing
. .
You you
can can
picture picture
what what
it it
would would
take take
to to
move move
the the
world world
off off
this this
vast vast
fossil fossil
fuel fuel
thing thing
. .
It it
' '
s s
like like
you you
' '
re re
building building
one one
, ,
it it
costs cost
five five
billion billion
dollars dollar
, ,
or or
whatever whatever
, ,
five five
to to
10 @card@
billion billion
dollars dollar
. .
Like like
, ,
it it
' '
s s
kind kind
of of
cool cool
that that
you you
can can
picture picture
that that
project project
. .
And and
you you
' '
re re
planning planning
to to
do do
, ,
at at
Tesla tesla
— -
announce announce
another another
two two
this this
year year
. .
EM em
: :
I i
think think
we we
' '
ll ll
announce announce
locations location
for for
somewhere somewhere
between between
two two
and and
four four
Gigafactories gigafactory
later later
this this
year year
. .
Yeah yeah
, ,
probably probably
four four
. .
CA ca
: :
Whoa whoa
. .
No no
more more
teasing tease
from from
you you
for for
here here
? ?
Like like
— -
where where
, ,
continent continent
? ?
You you
can can
say say
no no
. .
EM em
: :
We we
need need
to to
address address
a a
global global
market market
. .
CA ca
: :
OK ok
. .
This this
is be
cool cool
. .
I i
think think
we we
should should
talk talk
for for
— -
Actually actually
, ,
global global
market market
. .
I i
' '
m m
going go
to to
ask ask
you you
one one
question question
about about
politics politics
, ,
only only
one one
. .
I i
' '
m m
kind kind
of of
sick sick
of of
politics politics
, ,
but but
I i
do do
want want
to to
ask ask
you you
this this
. .
You you
' '
re re
on on
a a
body body
now now
giving give
advice advice
to to
a a
guy guy
— -
EM em
: :
Who who
? ?
CA ca
: :
Who who
has have
said say
he he
doesn doesn
' '
t t
really really
believe believe
in in
climate climate
change change
, ,
and and
there there
' '
s s
a a
lot lot
of of
people people
out out
there there
who who
think think
you you
shouldn shouldn
' '
t t
be be
doing do
that that
. .
They they
' '
d d
like like
you you
to to
walk walk
away away
from from
that that
. .
What what
would would
you you
say say
to to
them them
? ?
EM em
: :
Well well
, ,
I i
think think
that that
first first
of of
all all
, ,
I i
' '
m m
just just
on on
two two
advisory advisory
councils council
where where
the the
format format
consists consist
of of
going go
around around
the the
room room
and and
asking ask
people people
' '
s s
opinion opinion
on on
things thing
, ,
and and
so so
there there
' '
s s
like like
a a
meeting meeting
every every
month month
or or
two two
. .
That that
' '
s s
the the
sum sum
total total
of of
my my
contribution contribution
. .
But but
I i
think think
to to
the the
degree degree
that that
there there
are be
people people
in in
the the
room room
who who
are be
arguing argue
in in
favor favor
of of
doing do
something something
about about
climate climate
change change
, ,
or or
social social
issues issue
, ,
I i
' '
ve ve
used use
the the
meetings meeting
I i
' '
ve ve
had have
thus thus
far far
to to
argue argue
in in
favor favor
of of
immigration immigration
and and
in in
favor favor
of of
climate climate
change change
. .
And and
if if
I i
hadn hadn
' '
t t
done do
that that
, ,
that that
wasn wasn
' '
t t
on on
the the
agenda agenda
before before
. .
So so
maybe maybe
nothing nothing
will will
happen happen
, ,
but but
at at
least least
the the
words word
were be
said say
. .
CA ca
: :
OK ok
. .
So so
let let
' '
s s
talk talk
SpaceX spacex
and and
Mars mars
. .
Last last
time time
you you
were be
here here
, ,
you you
spoke speak
about about
what what
seemed seem
like like
a a
kind kind
of of
incredibly incredibly
ambitious ambitious
dream dream
to to
develop develop
rockets rocket
that that
were be
actually actually
reusable reusable
. .
And and
you you
' '
ve ve
only only
gone go
and and
done do
it it
. .
EM em
: :
Finally finally
. .
It it
took take
a a
long long
time time
. .
CA ca
: :
Talk talk
us us
through through
this this
. .
What what
are be
we we
looking look
at at
here here
? ?
EM em
: :
So so
this this
is be
one one
of of
our our
rocket rocket
boosters booster
coming come
back back
from from
very very
high high
and and
fast fast
in in
space space
. .
So so
just just
delivered deliver
the the
upper upper
stage stage
at at
high high
velocity velocity
. .
I i
think think
this this
might might
have have
been be
at at
sort sort
of of
Mach mach
7 @card@
or or
so so
, ,
delivery delivery
of of
the the
upper upper
stage stage
. .
CA ca
: :
So so
that that
was be
a a
sped-up sped-up
— -
EM em
: :
That that
was be
the the
slowed slow
down down
version version
. .
CA ca
: :
I i
thought think
that that
was be
the the
sped-up sped-up
version version
. .
But but
I i
mean mean
, ,
that that
' '
s s
amazing amazing
, ,
and and
several several
of of
these these
failed fail
before before
you you
finally finally
figured figure
out out
how how
to to
do do
it it
, ,
but but
now now
you you
' '
ve ve
done do
this this
, ,
what what
, ,
five five
or or
six six
times time
? ?
EM em
: :
We we
' '
re re
at at
eight eight
or or
nine nine
. .
CA ca
: :
And and
for for
the the
first first
time time
, ,
you you
' '
ve ve
actually actually
reflown reflown
one one
of of
the the
rockets rocket
that that
landed land
. .
EM em
: :
Yeah yeah
, ,
so so
we we
landed land
the the
rocket rocket
booster booster
and and
then then
prepped prepped
it it
for for
flight flight
again again
and and
flew fly
it it
again again
, ,
so so
it it
' '
s s
the the
first first
reflight reflight
of of
an an
orbital orbital
booster booster
where where
that that
reflight reflight
is be
relevant relevant
. .
So so
it it
' '
s s
important important
to to
appreciate appreciate
that that
reusability reusability
is be
only only
relevant relevant
if if
it it
is be
rapid rapid
and and
complete complete
. .
So so
like like
an an
aircraft aircraft
or or
a a
car car
, ,
the the
reusability reusability
is be
rapid rapid
and and
complete complete
. .
You you
do do
not not
send send
your your
aircraft aircraft
to to
Boeing boeing
in- in-
between between
flights flight
. .
CA ca
: :
Right right
. .
So so
this this
is be
allowing allow
you you
to to
dream dream
of of
this this
really really
ambitious ambitious
idea idea
of of
sending send
many many
, ,
many many
, ,
many many
people people
to to
Mars mars
in in
, ,
what what
, ,
10 @card@
or or
20 @card@
years year
time time
, ,
I i
guess guess
. .
EM em
: :
Yeah yeah
. .
CA ca
: :
And and
you you
' '
ve ve
designed design
this this
outrageous outrageous
rocket rocket
to to
do do
it it
. .
Help help
us us
understand understand
the the
scale scale
of of
this this
thing thing
. .
EM em
: :
Well well
, ,
visually visually
you you
can can
see see
that that
' '
s s
a a
person person
. .
Yeah yeah
, ,
and and
that that
' '
s s
the the
vehicle vehicle
. .
CA ca
: :
So so
if if
that that
was be
a a
skyscraper skyscraper
, ,
that that
' '
s s
like like
, ,
did do
I i
read read
that that
, ,
a a
40-story 40-story
skyscraper skyscraper
? ?
EM em
: :
Probably probably
a a
little little
more more
, ,
yeah yeah
. .
The the
thrust thrust
level level
of of
this this
is be
really really
— -
This this
configuration configuration
is be
about about
four four
times time
the the
thrust thrust
of of
the the
Saturn saturn
V @card@
moon moon
rocket rocket
. .
CA ca
: :
Four four
times time
the the
thrust thrust
of of
the the
biggest big
rocket rocket
humanity humanity
ever ever
created create
before before
. .
EM em
: :
Yeah yeah
. .
Yeah yeah
. .
CA ca
: :
As as
one one
does do
. .
EM em
: :
Yeah yeah
. .
In in
units unit
of of
747 747
, ,
a a
747 747
is be
only only
about about
a a
quarter quarter
of of
a a
million million
pounds pound
of of
thrust thrust
, ,
so so
for for
every every
10 @card@
million million
pounds pound
of of
thrust thrust
, ,
there there
' '
s s
40 @card@
747s 747s
. .
So so
this this
would would
be be
the the
thrust thrust
equivalent equivalent
of of
120 @card@
747s 747s
, ,
with with
all all
engines engine
blazing blaze
. .
CA ca
: :
And and
so so
even even
with with
a a
machine machine
designed design
to to
escape escape
Earth earth
' '
s s
gravity gravity
, ,
I i
think think
you you
told tell
me me
last last
time time
this this
thing thing
could could
actually actually
take take
a a
fully fully
loaded load
747 747
, ,
people people
, ,
cargo cargo
, ,
everything everything
, ,
into into
orbit orbit
. .
EM em
: :
Exactly exactly
. .
This this
can can
take take
a a
fully fully
loaded load
747 747
with with
maximum maximum
fuel fuel
, ,
maximum maximum
passengers passenger
, ,
maximum maximum
cargo cargo
on on
the the
747 747
— -
this this
can can
take take
it it
as as
cargo cargo
. .
CA ca
: :
So so
based base
on on
this this
, ,
you you
presented present
recently recently
this this
Interplanetary interplanetary
Transport transport
System system
which which
is be
visualized visualize
this this
way way
. .
This this
is be
a a
scene scene
you you
picture picture
in in
, ,
what what
, ,
30 @card@
years year
time time
? ?
20 @card@
years year
time time
? ?
People people
walking walk
into into
this this
rocket rocket
. .
EM em
: :
I i
' '
m m
hopeful hopeful
it it
' '
s s
sort sort
of of
an an
eight- eight-
to to
10-year 10-year
time time
frame frame
. .
Aspirationally aspirationally
, ,
that that
' '
s s
our our
target target
. .
Our our
internal internal
targets target
are be
more more
aggressive aggressive
, ,
but but
I i
think think
— -
CA ca
: :
OK ok
. .
EM em
: :
While while
vehicle vehicle
seems seem
quite quite
large large
and and
is be
large large
by by
comparison comparison
with with
other other
rockets rocket
, ,
I i
think think
the the
future future
spacecraft spacecraft
will will
make make
this this
look look
like like
a a
rowboat rowboat
. .
The the
future future
spaceships spaceship
will will
be be
truly truly
enormous enormous
. .
CA ca
: :
Why why
, ,
Elon elon
? ?
Why why
do do
we we
need need
to to
build build
a a
city city
on on
Mars mars
with with
a a
million million
people people
on on
it it
in in
your your
lifetime lifetime
, ,
which which
I i
think think
is be
kind kind
of of
what what
you you
' '
ve ve
said say
you you
' '
d d
love love
to to
do do
? ?
EM em
: :
I i
think think
it it
' '
s s
important important
to to
have have
a a
future future
that that
is be
inspiring inspiring
and and
appealing appealing
. .
I i
just just
think think
there there
have have
to to
be be
reasons reason
that that
you you
get get
up up
in in
the the
morning morning
and and
you you
want want
to to
live live
. .
Like like
, ,
why why
do do
you you
want want
to to
live live
? ?
What what
' '
s s
the the
point point
? ?
What what
inspires inspire
you you
? ?
What what
do do
you you
love love
about about
the the
future future
? ?
And and
if if
we we
' '
re re
not not
out out
there there
, ,
if if
the the
future future
does do
not not
include include
being be
out out
there there
among among
the the
stars star
and and
being be
a a
multiplanet multiplanet
species species
, ,
I i
find find
that that
it it
' '
s s
incredibly incredibly
depressing depress
if if
that that
' '
s s
not not
the the
future future
that that
we we
' '
re re
going go
to to
have have
. .
CA ca
: :
People people
want want
to to
position position
this this
as as
an an
either either
or or
, ,
that that
there there
are be
so so
many many
desperate desperate
things thing
happening happen
on on
the the
planet planet
now now
from from
climate climate
to to
poverty poverty
to to
, ,
you you
know know
, ,
you you
pick pick
your your
issue issue
. .
And and
this this
feels feel
like like
a a
distraction distraction
. .
You you
shouldn shouldn
' '
t t
be be
thinking think
about about
this this
. .
You you
should should
be be
solving solve
what what
' '
s s
here here
and and
now now
. .
And and
to to
be be
fair fair
, ,
you you
' '
ve ve
done do
a a
fair fair
old old
bit bit
to to
actually actually
do do
that that
with with
your your
work work
on on
sustainable sustainable
energy energy
. .
But but
why why
not not
just just
do do
that that
? ?
EM em
: :
I i
think think
there there
' '
s s
— -
I i
look look
at at
the the
future future
from from
the the
standpoint standpoint
of of
probabilities probability
. .
It it
' '
s s
like like
a a
branching branch
stream stream
of of
probabilities probability
, ,
and and
there there
are be
actions action
that that
we we
can can
take take
that that
affect affect
those those
probabilities probability
or or
that that
accelerate accelerate
one one
thing thing
or or
slow slow
down down
another another
thing thing
. .
I i
may may
introduce introduce
something something
new new
to to
the the
probability probability
stream stream
. .
Sustainable sustainable
energy energy
will will
happen happen
no no
matter matter
what what
. .
If if
there there
was be
no no
Tesla tesla
, ,
if if
Tesla tesla
never never
existed exist
, ,
it it
would would
have have
to to
happen happen
out out
of of
necessity necessity
. .
It it
' '
s s
tautological tautological
. .
If if
you you
don don
' '
t t
have have
sustainable sustainable
energy energy
, ,
it it
means mean
you you
have have
unsustainable unsustainable
energy energy
. .
Eventually eventually
you you
will will
run run
out out
, ,
and and
the the
laws law
of of
economics economics
will will
drive drive
civilization civilization
towards towards
sustainable sustainable
energy energy
, ,
inevitably inevitably
. .
The the
fundamental fundamental
value value
of of
a a
company company
like like
Tesla tesla
is be
the the
degree degree
to to
which which
it it
accelerates accelerate
the the
advent advent
of of
sustainable sustainable
energy energy
, ,
faster fast
than than
it it
would would
otherwise otherwise
occur occur
. .
So so
when when
I i
think think
, ,
like like
, ,
what what
is be
the the
fundamental fundamental
good good
of of
a a
company company
like like
Tesla tesla
, ,
I i
would would
say say
, ,
hopefully hopefully
, ,
if if
it it
accelerated accelerate
that that
by by
a a
decade decade
, ,
potentially potentially
more more
than than
a a
decade decade
, ,
that that
would would
be be
quite quite
a a
good good
thing thing
to to
occur occur
. .
That that
' '
s s
what what
I i
consider consider
to to
be be
the the
fundamental fundamental
aspirational aspirational
good good
of of
Tesla tesla
. .
Then then
there there
' '
s s
becoming become
a a
multiplanet multiplanet
species species
and and
space-faring space-faring
civilization civilization
. .
This this
is be
not not
inevitable inevitable
. .
It it
' '
s s
very very
important important
to to
appreciate appreciate
this this
is be
not not
inevitable inevitable
. .
The the
sustainable sustainable
energy energy
future future
I i
think think
is be
largely largely
inevitable inevitable
, ,
but but
being be
a a
space- space-
faring fare
civilization civilization
is be
definitely definitely
not not
inevitable inevitable
. .
If if
you you
look look
at at
the the
progress progress
in in
space space
, ,
in in
1969 @card@
you you
were be
able able
to to
send send
somebody somebody
to to
the the
moon moon
. .
1969 @card@
. .
Then then
we we
had have
the the
Space space
Shuttle shuttle
. .
The the
Space space
Shuttle shuttle
could could
only only
take take
people people
to to
low low
Earth earth
orbit orbit
. .
Then then
the the
Space space
Shuttle shuttle
retired retire
, ,
and and
the the
United united
States states
could could
take take
no no
one one
to to
orbit orbit
. .
So so
that that
' '
s s
the the
trend trend
. .
The the
trend trend
is be
like like
down down
to to
nothing nothing
. .
People people
are be
mistaken mistake
when when
they they
think think
that that
technology technology
just just
automatically automatically
improves improve
. .
It it
does do
not not
automatically automatically
improve improve
. .
It it
only only
improves improve
if if
a a
lot lot
of of
people people
work work
very very
hard hard
to to
make make
it it
better good
, ,
and and
actually actually
it it
will will
, ,
I i
think think
, ,
by by
itself itself
degrade degrade
, ,
actually actually
. .
You you
look look
at at
great great
civilizations civilization
like like
Ancient ancient
Egypt egypt
, ,
and and
they they
were be
able able
to to
make make
the the
pyramids pyramid
, ,
and and
they they
forgot forget
how how
to to
do do
that that
. .
And and
then then
the the
Romans roman
, ,
they they
built build
these these
incredible incredible
aqueducts aqueduct
. .
They they
forgot forget
how how
to to
do do
it it
. .
CA ca
: :
Elon elon
, ,
it it
almost almost
seems seem
, ,
listening listen
to to
you you
and and
looking look
at at
the the
different different
things thing
you you
' '
ve ve
done do
, ,
that that
you you
' '
ve ve
got get
this this
unique unique
double double
motivation motivation
on on
everything everything
that that
I i
find find
so so
interesting interesting
. .
One one
is be
this this
desire desire
to to
work work
for for
humanity humanity
' '
s s
long-term long-term
good good
. .
The the
other other
is be
the the
desire desire
to to
do do
something something
exciting exciting
. .
And and
often often
it it
feels feel
like like
you you
feel feel
like like
you you
need need
the the
one one
to to
drive drive
the the
other other
. .
With with
Tesla tesla
, ,
you you
want want
to to
have have
sustainable sustainable
energy energy
, ,
so so
you you
made make
these these
super super
sexy sexy
, ,
exciting exciting
cars car
to to
do do
it it
. .
Solar solar
energy energy
, ,
we we
need need
to to
get get
there there
, ,
so so
we we
need need
to to
make make
these these
beautiful beautiful
roofs roof
. .
We we
haven haven
' '
t t
even even
spoken speak
about about
your your
newest new
thing thing
, ,
which which
we we
don don
' '
t t
have have
time time
to to
do do
, ,
but but
you you
want want
to to
save save
humanity humanity
from from
bad bad
AI ai
, ,
and and
so so
you you
' '
re re
going go
to to
create create
this this
really really
cool cool
brain-machine brain-machine
interface interface
to to
give give
us us
all all
infinite infinite
memory memory
and and
telepathy telepathy
and and
so so
forth forth
. .
And and
on on
Mars mars
, ,
it it
feels feel
like like
what what
you you
' '
re re
saying saying
is be
, ,
