Bruno bruno
always always
war war
, ,
it it
' '
s s
always always
the the
jungle jungle
, ,
there there
is be
a a
constant constant
level level
of of
violence violence
in in
nature nature
, ,
then then
this this
basically basically
means mean
that that
there there
is be
no no
point point
struggling struggle
for for
peace peace
and and
there there
is be
no no
responsibility responsibility
on on
leaders leader
like like
Putin putin
because because
you you
can can
' '
t t
blame blame
Putin putin
for for
the the
war war
. .
It it
' '
s s
just just
a a
law law
of of
nature nature
that that
there there
are be
wars war
. .
When when
you you
realize realize
, ,
no no
, ,
humans human
are be
able able
to to
decrease decrease
the the
level level
of of
violence violence
, ,
then then
it it
should should
make make
us us
much much
more more
responsible responsible
. .
And and
it it
should should
also also
make make
us us
understand understand
that that
the the
war war
in in
Ukraine ukraine
now now
, ,
it it
' '
s s
not not
a a
natural natural
disaster disaster
. .
It it
' '
s s
a a
man-made man-made
disaster disaster
, ,
and and
a a
single single
man man
. .
It it
' '
s s
not not
the the
Russian russian
people people
who who
want want
this this
war war
. .
There there
' '
s s
really really
just just
a a
single single
person person
who who
, ,
by by
his his
decisions decision
, ,
created create
this this
tragedy tragedy
. .
BG bg
: :
So so
one one
of of
the the
things thing
that that
has have
come come
back back
in in
the the
last last
weeks week
and and
months month
is be
the the
nuclear nuclear
threat threat
. .
It it
' '
s s
moved move
back back
into into
the the
center center
of of
political political
and and
strategic strategic
considerations consideration
. .
Putin putin
has have
talked talk
about about
it it
several several
times time
, ,
the the
other other
day day
he he
ordered order
Russia russia
' '
s s
nuclear nuclear
forces force
on on
a a
higher high
alert alert
status status
. .
President president
Zelenskyy zelenskyy
himself himself
at at
the the
Munich munich
Security security
Conference conference
essentially essentially
said say
that that
Ukraine ukraine
had have
made make
a a
mistake mistake
abandoning abandon
the the
nuclear nuclear
weapons weapon
it it
had have
inherited inherit
from from
the the
Soviet soviet
Union union
. .
That that
' '
s s
a a
statement statement
that that
I i
suspect suspect
many many
countries country
are be
pondering ponder
. .
What what
' '
s s
your your
thinking thinking
about about
the the
return return
of of
the the
nuclear nuclear
threat threat
? ?
YNH ynh
: :
It it
' '
s s
extremely extremely
frightening frightening
. .
You you
know know
, ,
it it
' '
s s
like like
it it
' '
s s
almost almost
Freudian freudian
, ,
it it
' '
s s
the the
return return
of of
the the
repressed repressed
. .
We we
thought think
that that
, ,
oh oh
, ,
nuclear nuclear
weapons weapon
, ,
yes yes
, ,
there there
was be
something something
about about
that that
in in
the the
1960s 1960s
with with
the the
Cuban cuban
Missile missile
Crisis crisis
and and
Dr dr
. .
Strangelove strangelove
. .
But but
no no
, ,
it it
' '
s s
here here
. .
And and
, ,
you you
know know
, ,
it it
took take
just just
a a
few few
days day
of of
difficulties difficulty
on on
the the
battlefield battlefield
for for
suddenly suddenly
-- --
I i
mean mean
, ,
I i
' '
m m
watching watch
television television
, ,
like like
, ,
the the
news news
and and
you you
have have
these these
experts expert
explaining explain
to to
people people
what what
different different
nuclear nuclear
weapons weapon
will will
do do
to to
this this
city city
or or
to to
this this
country country
. .
It it
rushed rush
back back
in in
. .
So so
, ,
you you
know know
, ,
nuclear nuclear
weapons weapon
are be
-- --
in in
a a
way way
they they
also also
, ,
until until
now now
, ,
preserved preserve
the the
peace peace
of of
the the
world world
. .
I i
belong belong
to to
the the
school school
of of
thought thought
that that
if if
it it
was be
not not
for for
nuclear nuclear
weapons weapon
, ,
we we
would would
have have
had have
the the
Third third
World world
War war
between between
the the
Soviet soviet
Union union
and and
the the
United united
States states
and and
NATO nato
sometime sometime
in in
the the
1950s 1950s
or or
' '
60s 60s
. .
That that
nuclear nuclear
weapons weapon
actually actually
, ,
until until
today today
, ,
served serve
a a
good good
function function
. .
It it
' '
s s
because because
of of
nuclear nuclear
weapons weapon
that that
we we
did do
not not
have have
any any
more more
direct direct
clashes clash
between between
superpowers superpower
because because
it it
was be
obvious obvious
that that
this this
would would
be be
collective collective
suicide suicide
. .
But but
the the
danger danger
is be
still still
there there
, ,
it it
' '
s s
always always
there there
. .
If if
there there
is be
miscalculation miscalculation
, ,
then then
the the
results result
could could
, ,
of of
course course
, ,
be be
existential existential
, ,
catastrophic catastrophic
. .
BG bg
: :
And and
at at
the the
same same
time time
, ,
you you
know know
, ,
in in
the the
' '
70s 70s
after after
Cuba cuba
and and
Berlin berlin
, ,
and and
so so
in in
the the
' '
60s 60s
, ,
but but
in in
the the
' '
70s 70s
, ,
we we
started start
building build
a a
sort sort
of of
international international
institutional institutional
architecture architecture
that that
helped help
reduce reduce
the the
risk risk
of of
military military
confrontation confrontation
of of
nuclear nuclear
weapons weapon
, ,
we we
used use
, ,
you you
know know
, ,
anything anything
from from
arms arm
control control
agreements agreement
to to
measures measure
designed design
to to
build build
trust trust
or or
to to
communicate communicate
directly directly
and and
so so
on on
. .
And and
then then
in in
the the
last last
decade decade
or or
so so
, ,
that that
has have
been be
progressively progressively
kind kind
of of
scrapped scrap
, ,
so so
we we
are be
even even
in in
a a
more more
dangerous dangerous
situation situation
than than
we we
were be
let let
' '
s s
say say
, ,
at at
the the
end end
of of
the the
last last
century century
. .
YNH ynh
: :
Completely completely
, ,
I i
mean mean
, ,
we we
are be
now now
reaping reap
the the
bad bad
fruits fruit
of of
neglect neglect
that that
' '
s s
been be
going go
on on
for for
several several
years year
, ,
not not
just just
about about
nuclear nuclear
weapons weapon
, ,
but but
in in
general general
, ,
about about
international international
institutions institution
and and
global global
cooperation cooperation
. .
We we
' '
ve ve
built build
, ,
in in
the the
late late
20th 20th
century century
, ,
a a
house house
for for
humanity humanity
based base
on on
cooperation cooperation
, ,
based base
on on
collaboration collaboration
, ,
based base
on on
the the
understanding understanding
that that
our our
future future
depends depend
on on
being be
able able
to to
cooperate cooperate
, ,
otherwise otherwise
we we
will will
become become
extinct extinct
as as
a a
species species
. .
And and
we we
all all
live live
in in
this this
house house
. .
But but
in in
the the
last last
few few
years year
we we
stopped stop
-- --
we we
neglected neglect
it it
, ,
we we
stopped stop
repairing repair
it it
. .
We we
allow allow
it it
to to
deteriorate deteriorate
more more
and and
more more
. .
And and
, ,
you you
know know
, ,
eventually eventually
it it
will will
-- --
It it
is be
collapsing collapse
now now
. .
So so
I i
hope hope
that that
people people
will will
realize realize
before before
it it
' '
s s
too too
late late
that that
we we
need need
not not
just just
to to
stop stop
this this
terrible terrible
war war
, ,
we we
need need
to to
rebuild rebuild
the the
institutions institution
, ,
we we
need need
to to
repair repair
the the
global global
house house
in in
which which
we we
all all
live live
together together
. .
If if
it it
falls fall
down down
, ,
we we
all all
die die
. .
BG bg
: :
So so
we we
have have
, ,
among among
the the
audience audience
listening listening
, ,
Rola rola
from from
-- --
I i
don don
' '
t t
know know
where where
she she
' '
s s
from from
, ,
she she
grew grow
up up
in in
Lebanon lebanon
-- --
and and
she she
said say
, ,
" "
I i
lived live
the the
war war
, ,
I i
slept sleep
on on
the the
ground ground
, ,
I i
breathed breathe
fear fear
. .
All all
the the
reasons reason
were be
explained explain
to to
me me
that that
the the
only only
remaining remain
learning learning
came come
the the
war war
is be
absurd absurd
. .
We we
talk talk
about about
strategy strategy
, ,
power power
, ,
budgets budget
, ,
opportunities opportunity
, ,
technologies technology
. .
What what
about about
human human
suffering suffering
and and
psychological psychological
trauma trauma
? ?
" "
Especially especially
, ,
I i
assume assume
what what
she she
' '
s s
asking asking
is be
what what
about about
, ,
what what
' '
s s
going go
to to
remain remain
, ,
in in
terms term
of of
the the
human human
suffering suffering
and and
the the
psychological psychological
trauma trauma
going go
forward forward
? ?
YNH ynh
: :
Yeah yeah
, ,
I i
mean mean
, ,
these these
are be
the the
seeds seed
of of
hatred hatred
and and
fear fear
and and
misery misery
that that
are be
being be
planted plant
right right
now now
in in
the the
minds mind
and and
the the
bodies body
of of
tens ten
of of
millions million
, ,
hundreds hundred
of of
millions million
of of
people people
, ,
really really
. .
Because because
it it
' '
s s
not not
just just
the the
people people
in in
Ukraine ukraine
, ,
it it
' '
s s
also also
in in
the the
countries country
around around
, ,
all all
over over
the the
world world
. .
And and
these these
seeds seed
will will
give give
a a
terrible terrible
harvest harvest
, ,
terrible terrible
fruits fruit
in in
years year
, ,
in in
decades decade
to to
come come
. .
This this
is be
why why
it it
' '
s s
so so
crucial crucial
to to
stop stop
the the
war war
immediately immediately
. .
Every every
day day
this this
continues continue
, ,
plants plant
more more
and and
more more
of of
these these
seeds seed
. .
And and
, ,
you you
know know
, ,
like like
this this
war war
now now
, ,
its its
seeds seed
were be
, ,
to to
a a
large large
extent extent
, ,
planted plant
decades decade
and and
even even
centuries century
ago ago
. .
That that
part part
of of
the the
Russian russian
fears fear
that that
are be
motivating motivate
Putin putin
and and
motivating motivate
people people
around around
him him
is be
memories memory
of of
past past
invasions invasion
of of
Russia russia
, ,
especially especially
, ,
of of
course course
, ,
in in
Second second
World world
War war
. .
And and
of of
course course
, ,
it it
' '
s s
a a
terrible terrible
mistake mistake
what what
they they
are be
doing do
with with
it it
. .
They they
are be
recreating recreate
again again
the the
same same
things thing
that that
they they
should should
learn learn
to to
avoid avoid
. .
But but
yes yes
, ,
these these
are be
still still
the the
terrible terrible
fruits fruit
of of
the the
seeds seed
being be
planted plant
in in
the the
1940s 1940s
. .
BG bg
: :
It it
' '
s s
what what
in in
same same
article article
you you
call call
the the
fact fact
that that
nations nation
are be
ultimately ultimately
built build
on on
stories story
. .
So so
these these
seeds seed
are be
the the
stories story
we we
are be
starting start
to to
create create
now now
. .
The the
war war
in in
Ukraine ukraine
is be
starting start
to to
create create
the the
stories story
that that
are be
going go
to to
have have
an an
impact impact
in in
the the
future future
, ,
that that
' '
s s
what what
you you
' '
re re
saying say
. .
YNH ynh
: :
Some some
of of
the the
seeds seed
of of
this this
war war
were be
planted plant
in in
the the
siege siege
of of
Leningrad leningrad
. .
And and
now now
it it
gives give
fruit fruit
in in
the the
siege siege
of of
Kyiv kyiv
, ,
which which
may may
give give
fruit fruit
in in
40 @card@
or or
50 @card@
years year
in in
more more
terrible terrible
. .
. .
. .
We we
need need
to to
cut cut
this this
, ,
we we
need need
to to
stop stop
this this
. .
You you
know know
, ,
as as
a a
historian historian
, ,
I i
feel feel
sometimes sometimes
ashamed ashamed
or or
responsible responsible
, ,
I i
don don
' '
t t
know know
what what
, ,
about about
what what
history history
, ,
the the
knowledge knowledge
of of
history history
is be
doing do
to to
people people
. .
In in
recent recent
weeks week
, ,
I i
have have
been be
watching watch
all all
the the
world world
leaders leader
talking talk
with with
Putin putin
, ,
and and
very very
often often
he he
gave give
them them
lectures lecture
on on
history history
. .
I i
think think
that that
Macron macron
had have
a a
discussion discussion
with with
him him
for for
five five
hours hour
, ,
and and
afterwards afterwards
, ,
said say
, ,
" "
Most most
of of
the the
time time
he he
was be
lecturing lecture
me me
about about
history history
. .
" "
And and
as as
a a
historian historian
, ,
I i
feel feel
ashamed ashamed
that that
this this
is be
what what
my my
profession profession
in in
some some
way way
is be
doing do
. .
I i
know know
it it
for for
my my
own own
country country
. .
In in
Israel israel
, ,
we we
also also
suffer suffer
from from
too too
much much
history history
. .
I i
think think
people people
should should
be be
liberated liberate
from from
the the
past past
, ,
not not
constantly constantly
repeating repeat
it it
again again
and and
again again
. .
You you
know know
, ,
everybody everybody
should should
kind kind
of of
free free
themselves themselves
from from
the the
memories memory
of of
the the
Second second
World world
War war
. .
It it
' '
s s
true true
of of
the the
Russians russians
, ,
it it
' '
s s
also also
true true
of of
the the
Germans germans
. .
You you
know know
, ,
I i
look look
at at
Germany germany
now now
, ,
and and
what what
I i
really really
want want
to to
say say
, ,
if if
there there
are be
Germans german
watching watch
us us
, ,
what what
I i
really really
want want
to to
say say
to to
the the
Germans germans
: :
guys guy
, ,
we we
know know
you you
are be
not not
Nazis nazi
. .
You you
don don
' '
t t
need need
to to
keep keep
proving prove
it it
again again
and and
again again
. .
What what
we we
need need
from from
Germany germany
now now
is be
to to
stand stand
up up
and and
be be
a a
leader leader
, ,
to to
be be
at at
the the
forefront forefront
of of
the the
struggle struggle
for for
freedom freedom
. .
And and
sometimes sometimes
Germans germans
are be
afraid afraid
that that
if if
they they
speak speak
forcefully forcefully
or or
pick pick
up up
a a
gun gun
, ,
everybody everybody
will will
say say
, ,
" "
Hey hey
, ,
you you
' '
re re
Nazis nazi
again again
. .
" "
No no
, ,
we we
won win
' '
t t
think think
that that
. .
BG bg
: :
That that
' '
s s
happening happen
right right
now now
. .
I i
mean mean
, ,
lots lot
of of
things thing
that that
were be
inconceivable inconceivable
just just
10 @card@
days day
ago ago
have have
happened happen
in in
the the
last last
few few
weeks week
. .
And and
one one
of of
the the
most most
striking striking
, ,
to to
me me
in in
any any
case case
, ,
is be
Germany germany
' '
s s
reaction reaction
and and
transformation transformation
. .
I i
mean mean
, ,
the the
new new
chancellor chancellor
, ,
Olaf olaf
Scholz scholz
, ,
the the
other other
day day
announced announce
that that
Germany germany
will will
send send
arms arm
to to
Ukraine ukraine
, ,
and and
will will
spend spend
an an
extra extra
100 @card@
billion billion
dollars dollar
in in
building build
up up
its its
army army
. .
That that
reverses reverse
completely completely
the the
principles principle
that that
have have
guided guide
Germany germany
' '
s s
foreign foreign
policy policy
and and
security security
politics politics
for for
decades decade
. .
So so
that that
shift shift
is be
happening happen
exactly exactly
at at
this this
moment moment
and and
very very
, ,
very very
fast fast
. .
YNH ynh
: :
Yeah yeah
. .
And and
I i
think think
it it
' '
s s
a a
good good
thing thing
. .
We we
need need
the the
Germans germans
to to
. .
. .
. .
I i
mean mean
, ,
they they
are be
now now
the the
leaders leader
of of
Europe europe
, ,
certainly certainly
after after
Britain britain
left leave
in in
Brexit brexit
. .
And and
we we
need need
them them
to to
, ,
in in
a a
way way
, ,
let let
go go
of of
the the
past past
and and
be be
in in
the the
present present
. .
If if
there there
is be
really really
one one
country country
in in
the the
world world
that that
, ,
as as
a a
Jew jew
, ,
as as
an an
Israeli israeli
, ,
as as
a a
historian historian
, ,
that that
I i
trust trust
it it
not not
to to
repeat repeat
the the
horrors horror
of of
Nazism nazism
, ,
that that
' '
s s
Germany germany
. .
BG bg
: :
Yuval yuval
, ,
I i
want want
to to
touch touch
quickly quickly
on on
three three
things thing
that that
have have
to to
do do
with with
the the
fact fact
that that
this this
feels feel
like like
the the
first first
truly truly
interconnected interconnect
war war
in in
many many
ways way
. .
The the
first first
, ,
of of
course course
, ,
is be
the the
basics basic
, ,
which which
is be
, ,
on on
one one
side side
, ,
you you
have have
a a
very very
ancient ancient
war war
-- --
we we
have have
tanks tank
and and
we we
have have
trenches trench
and and
we we
have have
bombed bomb
buildings building
-- --
and and
on on
the the
other other
, ,
we we
have have
real-time real-time
visibility visibility
of of
everything everything
through through
cell cell
phones phone
and and
Twitter twitter
and and
TikTok tiktok
and and
so so
on on
. .
And and
you you
have have
written write
a a
lot lot
about about
this this
tension tension
between between
old old
ways way
and and
new new
tech tech
. .
What what
' '
s s
the the
impact impact
here here
? ?
YNH ynh
: :
First first
of of
all all
, ,
we we
don don
' '
t t
know know
everything everything
that that
is be
happening happen
. .
I i
mean mean
, ,
surprisingly surprisingly
, ,
with with
all all
this this
TikTok tiktok
and and
phones phone
and and
everything everything
, ,
so so
much much
is be
not not
known know
. .
So so
the the
fog fog
of of
war war
is be
still still
there there
, ,
and and
yes yes
, ,
there there
is be
much much
more more
information information
, ,
but but
information information
isn isn
' '
t t
truth truth
. .
Lots lot
of of
information information
is be
disinformation disinformation
and and
fake fake
news news
and and
so so
forth forth
. .
And and
yes yes
, ,
it it
' '
s s
always always
like like
this this
; ;
the the
new new
and and
the the
old old
, ,
they they
come come
together together
. .
You you
know know
, ,
with with
all all
the the
talk talk
about about
interconnectedness interconnectedness
and and
living live
in in
cyberspace cyberspace
and and
all all
that that
, ,
one one
of of
the the
most most
important important
technologies technology
not not
just just
of of
this this
war war
, ,
but but
of of
the the
last last
decade decade
or or
two two
have have
been be
stone stone
walls wall
. .
It it
' '
s s
Neolithic neolithic
. .
Everybody everybody
is be
now now
building build
stone stone
walls wall
in in
the the
era era
of of
Facebook facebook
and and
Google google
and and
all all
that that
. .
So so
the the
old old
and and
the the
new new
, ,
they they
go go
together together
. .
And and
it it
' '
s s
. .
. .
. .
It it
is be
a a
new new
kind kind
of of
war war
. .
People people
are be
sitting sit
at at
home home
in in
California california
or or
Australia australia
, ,
and and
they they
actively actively
participate participate
in in
the the
war war
, ,
not not
just just
by by
writing writing
tweets tweet
, ,
but but
by by
attacking attack
websites website
or or
defending defend
websites website
. .
You you
know know
, ,
in in
Spain spain
, ,
in in
the the
Civil civil
War war
, ,
if if
you you
wanted want
to to
help help
fight fight
fascism fascism
, ,
then then
you you
had have
to to
go go
to to
Spain spain
and and
join join
the the
international international
brigade brigade
. .
Now now
the the
international international
brigade brigade
is be
sitting sit
at at
home home
in in
San san
Francisco francisco
and and
is be
still still
in in
some some
way way
part part
of of
the the
war war
. .
So so
this this
is be
definitely definitely
new new
. .
BG bg
: :
So so
indeed indeed
, ,
just just
two two
days day
ago ago
, ,
Ukraine ukraine
' '
s s
deputy deputy
prime prime
minister minister
, ,
I i
think think
, ,
Fedorov fedorov
, ,
announced announce
via via
Telegram telegram
that that
he he
wanted want
to to
create create
a a
sort sort
of of
volunteer volunteer
cyber cyber
army army
. .
He he
invited invite
software software
developers developer
and and
hackers hacker
and and
other other
people people
with with
IT it
skills skill
to to
somehow somehow
help help
Ukraine ukraine
fight fight
on on
the the
cyber cyber
front front
. .
And and
according accord
to to
" "
Wired wire
" "
magazine magazine
, ,
in in
less less
than than
two two
days day
, ,
175 @card@
, ,
000 @card@
people people
signed sign
up up
. .
So so
here here
is be
a a
defending defend
nation nation
that that
can can
kind kind
of of
recruit recruit
almost almost
overnight overnight
, ,
175 @card@
, ,
000 @card@
volunteers volunteer
to to
go go
to to
battle battle
on on
his his
behalf behalf
. .
It it
' '
s s
a a
very very
different different
kind kind
of of
war war
. .
YNH ynh
: :
Yeah yeah
. .
You you
know know
, ,
every every
war war
brings bring
it it
surprises surprise
. .
Sometimes sometimes
it it
' '
s s
how how
everything everything
is be
new new
, ,
but but
sometimes sometimes
it it
' '
s s
also also
how how
everything everything
is be
old old
. .
BG bg
: :
So so
a a
few few
people people
in in
the the
chat chat
and and
in in
the the
Q q
and and
A a
, ,
have have
mentioned mention
China china
, ,
which which
of of
course course
, ,
is be
an an
important important
actor actor
here here
, ,
although although
for for
now now
is be
mostly mostly
an an
observer observer
. .
But but
China china
has have
a a
stated stated
policy policy
of of
opposing oppose
any any
act act
that that
violates violate
territorial territorial
integrity integrity
. .
So so
moving move
into into
Ukraine ukraine
, ,
of of
course course
, ,
violates violate
territorial territorial
integrity integrity
. .
And and
it it
also also
has have
a a
huge huge
interest interest
in in
a a
stable stable
global global
economy economy
and and
global global
system system
. .
But but
then then
it it
needs need
to to
square square
this this
with with
the the
recent recent
closeness closeness
with with
Russia russia
. .
Xi xi
Jinping jinping
and and
Putin putin
met meet
in in
Beijing beijing
before before
the the
Olympics olympics
, ,
for for
example example
, ,
and and
kind kind
of of
had have
this this
message message
of of
friendship friendship
that that
went go
out out
to to
the the
world world
. .
How how
do do
you you
read read
China china
' '
s s
position position
in in
this this
conflict conflict
? ?
YNH ynh
: :
I i
don don
' '
t t
know know
, ,
I i
mean mean
, ,
I i
' '
m m
not not
an an
expert expert
on on
China china
, ,
and and
I i
certainly certainly
can can
' '
t t
just just
. .
. .
. .
You you
know know
, ,
just just
reading read
the the
news news
won won
' '
t t
get get
you you
into into
the the
mindset mindset
, ,
into into
the the
real real
opinions opinion
and and
positions position
of of
the the
Chinese chinese
leadership leadership
. .
I i
hope hope
that that
they they
take take
a a
responsible responsible
position position
. .
And and
act act
-- --
because because
they they
are be
close close
to to
Russia russia
, ,
they they
are be
also also
close close
to to
Ukraine ukraine
, ,
but but
especially especially
because because
they they
are be
close close
to to
Russia russia
, ,
they they
have have
a a
lot lot
of of
influence influence
on on
Russia russia
, ,
I i
hope hope
that that
they they
will will
be be
the the
responsible responsible
adults adult
that that
will will
put put
down down
the the
flames flame
of of
this this
war war
. .
They they
have have
a a
lot lot
to to
lose lose
from from
a a
breakdown breakdown
of of
the the
global global
order order
. .
And and
I i
think think
they they
have have
a a
lot lot
to to
win win
from from
the the
return return
of of
peace peace
, ,
including include
in in
terms term
of of
the the
gratitude gratitude
of of
the the
international international
community community
. .
Now now
, ,
whether whether
they they
do do
it it
or or
not not
, ,
this this
is be
with with
them them
. .
I i
can can
' '
t t
predict predict
, ,
but but
I i
hope hope
so so
. .
BG bg
: :
You you
have have
mentioned mention
before before
the the
several several
European european
and and
Western western
leaders leader
that that
have have
gone go
to to
Moscow moscow
in in
the the
weeks week
before before
the the
invasion invasion
. .
Varun varun
in in
the the
chat chat
, ,
asks ask
, ,
" "
Is be
the the
Ukraine ukraine
war war
a a
failure failure
of of
diplomacy diplomacy
? ?
" "
Could could
have have
. .
. .
. .
Something something
different different
happened happen
? ?
YNH ynh
: :
Oh oh
, ,
you you
can can
understand understand
it it
in in
two two
questions question
. .
Did do
diplomacy diplomacy
fail fail
to to
stop stop
the the
war war
? ?
Absolutely absolutely
, ,
everybody everybody
knows know
that that
. .
But but
is be
it it
a a
failure failure
in in
the the
sense sense
that that
a a
different different
diplomatic diplomatic
approach approach
, ,
some some
kind kind
of of
other other
proposition proposition
, ,
would would
have have
stopped stop
the the
war war
? ?
I i
don don
' '
t t
know know
, ,
but but
it it
doesn doesn
' '
t t
seem seem
like like
it it
. .
I i
mean mean
, ,
looking look
at at
the the
events event
of of
the the
last last
few few
weeks week
, ,
it it
doesn doesn
' '
t t
seem seem
that that
Putin putin
was be
really really
interested interested
in in
a a
diplomatic diplomatic
solution solution
. .
It it
seemed seem
that that
he he
was be
really really
interested interested
in in
the the
war war
, ,
and and
I i
think think
, ,
again again
, ,
it it
goes go
back back
to to
this this
basic basic
fantasy fantasy
that that
if if
he he
really really
was be
concerned concern
about about
the the
security security
situation situation
of of
Russia russia
, ,
then then
there there
was be
no no
need need
to to
immediately immediately
invade invade
Ukraine ukraine
. .
There there
was be
no no
immediate immediate
threat threat
to to
Russia russia
. .
There there
was be
no no
discussion discussion
of of
right right
now now
, ,
Ukraine ukraine
joining join
NATO nato
. .
There there
was be
no no
invasion invasion
army army
assembling assemble
in in
the the
Baltic baltic
states state
or or
in in
Poland poland
. .
Nothing nothing
. .
Putin putin
chose choose
the the
moment moment
to to
start start
this this
crisis crisis
. .
So so
this this
is be
why why
it it
doesn doesn
' '
t t
seem seem
that that
it it
' '
s s
really really
about about
the the
security security
concerns concern
. .
It it
seems seem
more more
about about
this this
very very
deep deep
fantasy fantasy
of of
re-establishing re-establish
the the
Russian russian
Empire empire
and and
of of
denying deny
the the
very very
existence existence
of of
the the
Ukrainian ukrainian
nation nation
. .
BG bg
: :
So so
you you
live live
in in
the the
Middle middle
East east
. .
Someone someone
else else
in in
the the
chat chat
asks ask
, ,
" "
What what
makes make
the the
situation situation
so so
unique unique
compared compare
to to
many many
other other
wars war
that that
are be
going go
on on
right right
now now
in in
the the
world world
? ?
" "
I i
would would
say say
, ,
aside aside
from from
the the
nuclear nuclear
threat threat
from from
Russia russia
, ,
but but
what what
else else
? ?
YNH ynh
: :
Several several
things thing
. .
First first
of of
all all
, ,
we we
have have
here here
, ,
again again
, ,
something something
we we
haven haven
' '
t t
seen see
since since
1945 @card@
, ,
which which
is be
a a
dominant dominant
power power
trying try
to to
basically basically
obliterate obliterate
from from
the the
map map
an an
independent independent
country country
. .
You you
know know
, ,
when when
the the
US us
invaded invade
Afghanistan afghanistan
or or
when when
the the
US us
invaded invade
Iraq iraq
, ,
you you
can can
say say
a a
lot lot
of of
things thing
about about
it it
and and
criticize criticize
it it
in in
many many
ways way
. .
There there
was be
no no
question question
of of
the the
US us
annexing annex
Iraq iraq
or or
turning turn
Iraq iraq
into into
the the
51st 51st
state state
of of
the the
United united
States states
. .
This this
is be
what what
is be
happening happen
in in
Ukraine ukraine
under under
this this
pretext pretext
or or
this this
disguise disguise
, ,
this this
is be
what what
' '
s s
at at
stake stake
. .
The the
real real
aim aim
is be
to to
annex annex
Ukraine ukraine
. .
If if
this this
succeeds succeed
, ,
again again
, ,
it it
brings bring
us us
back back
to to
the the
era era
of of
war war
. .
I i
was be
struck strike
by by
what what
the the
Kenyan kenyan
representative representative
to to
the the
UN un
Security security
Council council
said say
when when
this this
erupted erupt
. .
The the
Kenyan kenyan
representative representative
spoke speak
in in
the the
name name
of of
Kenya kenya
and and
other other
African african
countries country
. .
And and
he he
told tell
the the
Russians russians
: :
Look look
, ,
we we
also also
are be
the the
product product
of of
a a
post-imperial post-imperial
order order
. .
The the
same same
way way
the the
Soviet soviet
empire empire
collapsed collapse
into into
different different
independent independent
nations nation
, ,
also also
, ,
African african
nations nation
came come
out out
of of
the the
collapse collapse
of of
European european
empires empire
. .
And and
the the
basic basic
principle principle
of of
African african
politics politics
ever ever
since since
then then
was be
that that
no no
matter matter
what what
your your
objections objection
to to
the the
borders border
you you
have have
inherited inherit
, ,
keep keep
the the
borders border
. .
The the
borders border
are be
sacred sacred
because because
if if
we we
start start
invading invade
neighboring neighboring
countries country
because because
, ,
" "
Hey hey
, ,
this this
is be
part part
of of
our our
countries country
, ,
these these
people people
are be
part part
of of
our our
nation nation
, ,
" "
there there
will will
not not
be be
an an
end end
to to
it it
. .
And and
if if
this this
now now
happens happen
in in
Ukraine ukraine
, ,
it it
will will
be be
a a
blueprint blueprint
for for
copycats copycat
all all
over over
the the
world world
. .
The the
other other
thing thing
which which
is be
different different
is be
that that
we we
are be
talking talk
about about
superpowers superpower
. .
This this
is be
not not
a a
war war
between between
Israel israel
and and
Hezbollah hezbollah
. .
This this
is be
potentially potentially
a a
war war
between between
Russia russia
and and
NATO nato
. .
And and
even even
leaving leave
aside aside
nuclear nuclear
weapons weapon
, ,
this this
completely completely
destabilizes destabilize
the the
peace peace
of of
the the
entire entire
world world
. .
And and
again again
, ,
I i
go go
back back
again again
and and
again again
to to
the the
budgets budget
. .
That that
if if
Germany germany
doubles double
its its
defense defense
budget budget
, ,
if if
Poland poland
doubles double
its its
defense defense
budget budget
, ,
this this
will will
spread spread
to to
every every
country country
in in
the the
world world
, ,
and and
this this
is be
terrible terrible
news news
. .
BG bg
: :
So so
Yuval yuval
, ,
I i
' '
m m
jumping jump
from from
topic topic
to to
topic topic
because because
I i
want want
to to
use use
the the
last last
few few
minutes minute
to to
ask ask
a a
few few
questions question
from from
the the
audience audience
. .
A a
few few
people people
are be
asking ask
about about
the the
link link
to to
the the
climate climate
crisis crisis
, ,
particularly particularly
when when
it it
relates relate
to to
the the
energy energy
flows flow
. .
Like like
, ,
Europe europe
is be
very very
dependent dependent
, ,
part part
of of
Europe europe
, ,
is be
very very
dependent dependent
on on
Russian russian
oil oil
and and
gas gas
, ,
which which
is be
, ,
as as
far far
as as
we we
know know
, ,
still still
flowing flow
until until
today today
. .
But but
could could
this this
crisis crisis
, ,
in in
a a
sort sort
of of
paradoxical paradoxical
way way
, ,
a a
bit bit
like like
the the
pandemic pandemic
, ,
accelerate accelerate
climate climate
action action
, ,
accelerate accelerate
renewables renewables
and and
and and
so so
on on
? ?
YNH ynh
: :
This this
is be
the the
hope hope
. .
That that
Europe europe
now now
realizes realize
the the
danger danger
and and
starts start
a a
green green
Manhattan manhattan
Project project
that that
kind kind
of of
accelerates accelerate
what what
already already
has have
been be
happening happen
, ,
but but
accelerates accelerate
it it
, ,
the the
development development
of of
better good
energy energy
sources source
, ,
better good
energy energy
infrastructure infrastructure
, ,
which which
would would
release release
it it
from from
its its
dependence dependence
on on
oil oil
and and
gas gas
. .
And and
it it
will will
actually actually
undercut undercut
the the
dependence dependence
of of
the the
whole whole
world world
on on
oil oil
and and
gas gas
. .
And and
this this
would would
be be
the the
best good
way way
to to
undermine undermine
the the
Putin putin
regime regime
and and
