So	IN	so
colors	NNS	color
were	VBD	be
the	DT	the
same	JJ	same
,	,	,
and	CC	and
I	PP	I
was	VBD	be
no	RB	no
longer	RBR	longer
having	VBG	have
any	DT	any
fun	NN	fun
.	SENT	.
And	CC	and
it	PP	it
was	VBD	be
my	PP$	my
life	NN	life
.	SENT	.
It	PP	it
was	VBD	be
all	DT	all
I	PP	I
did	VBD	do
.	SENT	.
I	PP	I
was	VBD	be
the	DT	the
hum	NN	hum
,	,	,
and	CC	and
the	DT	the
hum	NN	hum
was	VBD	be
me	PP	me
.	SENT	.
So	RB	so
what	WP	what
do	VBP	do
you	PP	you
do	VBP	do
when	WRB	when
the	DT	the
thing	NN	thing
you	PP	you
do	VBP	do
,	,	,
the	DT	the
work	NN	work
you	PP	you
love	VBP	love
,	,	,
starts	VBZ	start
to	TO	to
taste	VB	taste
like	IN	like
dust	NN	dust
?	SENT	?
Now	RB	now
,	,	,
I	PP	I
know	VBP	know
somebody	NN	somebody
'	POS	'
s	NN	S
out	IN	out
there	RB	there
thinking	VBG	think
,	,	,
"	``	"
Cry	VB	cry
me	PP	me
a	DT	a
river	NN	river
,	,	,
stupid	JJ	stupid
writer	NN	writer
titan	NN	titan
lady	NN	lady
.	SENT	.
"	``	"
But	CC	but
you	PP	you
know	VBP	know
,	,	,
you	PP	you
do	VBP	do
,	,	,
if	IN	if
you	PP	you
make	VBP	make
,	,	,
if	IN	if
you	PP	you
work	VBP	work
,	,	,
if	IN	if
you	PP	you
love	VBP	love
what	WP	what
you	PP	you
do	VBP	do
,	,	,
being	VBG	be
a	DT	a
teacher	NN	teacher
,	,	,
being	VBG	be
a	DT	a
banker	NN	banker
,	,	,
being	VBG	be
a	DT	a
mother	NN	mother
,	,	,
being	VBG	be
a	DT	a
painter	NN	painter
,	,	,
being	VBG	be
Bill	NP	Bill
Gates	NP	Gates
,	,	,
if	IN	if
you	PP	you
simply	RB	simply
love	VBP	love
another	DT	another
person	NN	person
and	CC	and
that	WDT	that
gives	VBZ	give
you	PP	you
the	DT	the
hum	NN	hum
,	,	,
if	IN	if
you	PP	you
know	VBP	know
the	DT	the
hum	NN	hum
,	,	,
if	IN	if
you	PP	you
know	VBP	know
what	WP	what
the	DT	the
hum	NN	hum
feels	VBZ	feel
like	IN	like
,	,	,
if	IN	if
you	PP	you
have	VBP	have
been	VBN	be
to	TO	to
the	DT	the
hum	NN	hum
,	,	,
when	WRB	when
the	DT	the
hum	NN	hum
stops	NNS	stop
,	,	,
who	WP	who
are	VBP	be
you	PP	you
?	SENT	?
What	WP	what
are	VBP	be
you	PP	you
?	SENT	?
What	WP	what
am	VBP	be
I	PP	I
?	SENT	?
Am	VBP	be
I	PP	I
still	RB	still
a	DT	a
titan	NN	titan
?	SENT	?
If	IN	if
the	DT	the
song	NN	song
of	IN	of
my	PP$	my
heart	NN	heart
ceases	VBZ	cease
to	TO	to
play	VB	play
,	,	,
can	MD	can
I	PP	I
survive	VB	survive
in	IN	in
the	DT	the
silence	NN	silence
?	SENT	?
And	CC	and
then	RB	then
my	PP$	my
Southern	JJ	Southern
waitress	NN	waitress
toddler	NN	toddler
asks	VBZ	ask
me	PP	me
a	DT	a
question	NN	question
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
on	IN	on
my	PP$	my
way	NN	way
out	IN	out
the	DT	the
door	NN	door
,	,	,
I	PP	I
'	POS	'
m	NN	m
late	RB	late
,	,	,
and	CC	and
she	PP	she
says	VBZ	say
,	,	,
"	``	"
Momma	NP	Momma
,	,	,
wanna	VBP	wanna
play	NN	play
?	SENT	?
"	``	"
And	CC	and
I	PP	I
'	POS	'
m	NN	m
just	RB	just
about	RB	about
to	TO	to
say	VB	say
no	RB	no
,	,	,
when	WRB	when
I	PP	I
realize	VBP	realize
two	CD	two
things	NNS	thing
.	SENT	.
One	CD	one
,	,	,
I	PP	I
'	POS	'
m	NN	m
supposed	VBN	suppose
to	TO	to
say	VB	say
yes	UH	yes
to	TO	to
everything	NN	everything
,	,	,
and	CC	and
two	CD	two
,	,	,
my	PP$	my
Southern	JJ	Southern
waitress	NN	waitress
didn	NN	<unknown>
'	POS	'
t	NN	t
call	VBP	call
me	PP	me
"	''	"
honey	NN	honey
.	SENT	.
"	``	"
She	PP	she
'	POS	'
s	NN	S
not	RB	not
calling	VBG	call
everyone	NN	everyone
"	``	"
honey	NN	honey
"	''	"
anymore	RB	anymore
.	SENT	.
When	WRB	when
did	VBD	do
that	RB	that
happen	VB	happen
?	SENT	?
I	NP	I
'	POS	'
m	NN	m
missing	VBG	miss
it	PP	it
,	,	,
being	VBG	be
a	DT	a
titan	NN	titan
and	CC	and
mourning	VBG	mourn
my	PP$	my
hum	NN	hum
,	,	,
and	CC	and
here	RB	here
she	PP	she
is	VBZ	be
changing	VBG	change
right	RB	right
before	IN	before
my	PP$	my
eyes	NNS	eye
.	SENT	.
And	CC	and
so	RB	so
she	PP	she
says	VBZ	say
,	,	,
"	``	"
Momma	NP	Momma
,	,	,
wanna	VBP	wanna
play	NN	play
?	SENT	?
"	``	"
And	CC	and
I	PP	I
say	VBP	say
,	,	,
"	``	"
Yes	UH	yes
.	SENT	.
"	``	"
There	EX	there
'	''	'
s	NN	S
nothing	NN	nothing
special	JJ	special
about	IN	about
it	PP	it
.	SENT	.
We	PP	we
play	VBP	play
,	,	,
and	CC	and
we	PP	we
'	POS	'
re	NN	re
joined	VBD	join
by	IN	by
her	PP$	her
sisters	NNS	sister
,	,	,
and	CC	and
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
lot	NN	lot
of	IN	of
laughing	VBG	laugh
,	,	,
and	CC	and
I	PP	I
give	VBP	give
a	DT	a
dramatic	JJ	dramatic
reading	NN	reading
from	IN	from
the	DT	the
book	NN	book
Everybody	NN	everybody
Poops	NNS	poop
.	SENT	.
Nothing	NN	nothing
out	RB	out
of	IN	of
the	DT	the
ordinary	JJ	ordinary
.	SENT	.
And	CC	and
yet	RB	yet
,	,	,
it	PP	it
is	VBZ	be
extraordinary	JJ	extraordinary
,	,	,
because	IN	because
in	IN	in
my	PP$	my
pain	NN	pain
and	CC	and
my	PP$	my
panic	NN	panic
,	,	,
in	IN	in
the	DT	the
homelessness	NN	homelessness
of	IN	of
my	PP$	my
humlessness	NN	<unknown>
,	,	,
I	PP	I
have	VBP	have
nothing	NN	nothing
to	TO	to
do	VB	do
but	CC	but
pay	VB	pay
attention	NN	attention
.	SENT	.
I	PP	I
focus	VBP	focus
.	SENT	.
I	PP	I
am	VBP	be
still	RB	still
.	SENT	.
The	DT	the
nation	NN	nation
I	PP	I
'	POS	'
m	NN	m
building	NN	building
,	,	,
the	DT	the
marathon	NN	marathon
I	PP	I
'	POS	'
m	NN	m
running	NN	running
,	,	,
the	DT	the
troops	NNS	troop
,	,	,
the	DT	the
canvas	NN	canvas
,	,	,
the	DT	the
high	JJ	high
note	NN	note
does	VBZ	do
not	RB	not
exist	VB	exist
.	SENT	.
All	DT	all
that	WDT	that
exists	VBZ	exist
are	VBP	be
sticky	JJ	sticky
fingers	NNS	finger
and	CC	and
gooey	JJ	gooey
kisses	VBZ	kiss
and	CC	and
tiny	JJ	tiny
voices	NNS	voice
and	CC	and
crayons	NNS	crayon
and	CC	and
that	DT	that
song	NN	song
about	IN	about
letting	VBG	let
go	NN	go
of	IN	of
whatever	WDT	whatever
it	PP	it
is	VBZ	be
that	DT	that
Frozen	JJ	frozen
girl	NN	girl
needs	VBZ	need
to	TO	to
let	VB	let
go	VB	go
of	IN	of
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
all	DT	all
peace	NN	peace
and	CC	and
simplicity	NN	simplicity
.	SENT	.
The	DT	the
air	NN	air
is	VBZ	be
so	RB	so
rare	JJ	rare
in	IN	in
this	DT	this
place	NN	place
for	IN	for
me	PP	me
that	IN	that
I	PP	I
can	MD	can
barely	RB	barely
breathe	VB	breathe
.	SENT	.
I	PP	I
can	MD	can
barely	RB	barely
believe	VB	believe
I	PP	I
'	POS	'
m	NN	m
breathing	NN	breathing
.	SENT	.
Play	NN	play
is	VBZ	be
the	DT	the
opposite	NN	opposite
of	IN	of
work	NN	work
.	SENT	.
And	CC	and
I	PP	I
am	VBP	be
happy	JJ	happy
.	SENT	.
Something	NN	something
in	IN	in
me	PP	me
loosens	VBZ	loosen
.	SENT	.
A	DT	a
door	NN	door
in	IN	in
my	PP$	my
brain	NN	brain
swings	NNS	swing
open	JJ	open
,	,	,
and	CC	and
a	DT	a
rush	NN	rush
of	IN	of
energy	NN	energy
comes	VBZ	come
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
not	RB	not
instantaneous	JJ	instantaneous
,	,	,
but	CC	but
it	PP	it
happens	VBZ	happen
,	,	,
it	PP	it
does	VBZ	do
happen	VB	happen
.	SENT	.
I	PP	I
feel	VBP	feel
it	PP	it
.	SENT	.
A	DT	a
hum	NN	hum
creeps	VBZ	creep
back	RB	back
.	SENT	.
Not	RB	not
at	IN	at
full	JJ	full
volume	NN	volume
,	,	,
barely	RB	barely
there	RB	there
,	,	,
it	PP	it
'	POS	'
s	NN	S
quiet	NN	quiet
,	,	,
and	CC	and
I	PP	I
have	VBP	have
to	TO	to
stay	VB	stay
very	RB	very
still	RB	still
to	TO	to
hear	VB	hear
it	PP	it
,	,	,
but	CC	but
it	PP	it
is	VBZ	be
there	RB	there
.	SENT	.
Not	RB	not
the	DT	the
hum	NN	hum
,	,	,
but	CC	but
a	DT	a
hum	NN	hum
.	SENT	.
And	CC	and
now	RB	now
I	PP	I
feel	VBP	feel
like	IN	like
I	PP	I
know	VBP	know
a	DT	a
very	RB	very
magical	JJ	magical
secret	NN	secret
.	SENT	.
Well	RB	well
,	,	,
let	VBP	let
'	POS	'
s	NNS	<unknown>
not	RB	not
get	VBP	get
carried	VBN	carry
away	RB	away
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
just	RB	just
love	VBP	love
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
all	RB	all
it	PP	it
is	VBZ	be
.	SENT	.
No	DT	no
magic	NN	magic
.	SENT	.
No	DT	no
secret	NN	secret
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
just	RB	just
love	VBP	love
.	SENT	.
It	PP	it
'	POS	'
s	JJ	<unknown>
just	JJ	just
something	NN	something
we	PP	we
forgot	VBD	forget
.	SENT	.
The	DT	the
hum	NN	hum
,	,	,
the	DT	the
work	NN	work
hum	NN	hum
,	,	,
the	DT	the
hum	NN	hum
of	IN	of
the	DT	the
titan	NN	titan
,	,	,
that	WDT	that
'	POS	'
s	NN	S
just	RB	just
a	DT	a
replacement	NN	replacement
.	SENT	.
If	IN	if
I	PP	I
have	VBP	have
to	TO	to
ask	VB	ask
you	PP	you
who	WP	who
I	PP	I
am	VBP	be
,	,	,
if	IN	if
I	PP	I
have	VBP	have
to	TO	to
tell	VB	tell
you	PP	you
who	WP	who
I	PP	I
am	VBP	be
,	,	,
if	IN	if
I	PP	I
describe	VBP	describe
myself	PP	myself
in	IN	in
terms	NNS	term
of	IN	of
shows	NNS	show
and	CC	and
hours	NNS	hour
of	IN	of
television	NN	television
and	CC	and
how	WRB	how
globally	RB	globally
badass	VB	<unknown>
my	PP$	my
brain	NN	brain
is	VBZ	be
,	,	,
I	PP	I
have	VBP	have
forgotten	VBN	forget
what	WP	what
the	DT	the
real	JJ	real
hum	NN	hum
is	VBZ	be
.	SENT	.
The	DT	the
hum	NN	hum
is	VBZ	be
not	RB	not
power	NN	power
and	CC	and
the	DT	the
hum	NN	hum
is	VBZ	be
not	RB	not
work-specific	JJ	work-specific
.	SENT	.
The	DT	the
hum	NN	hum
is	VBZ	be
joy-specific	JJ	joy-specific
.	SENT	.
The	DT	the
real	JJ	real
hum	NN	hum
is	VBZ	be
love-specific	JJ	love-specific
.	SENT	.
The	DT	the
hum	NN	hum
is	VBZ	be
the	DT	the
electricity	NN	electricity
that	WDT	that
comes	VBZ	come
from	IN	from
being	VBG	be
excited	VBN	excite
by	IN	by
life	NN	life
.	SENT	.
The	DT	the
real	JJ	real
hum	NN	hum
is	VBZ	be
confidence	NN	confidence
and	CC	and
peace	NN	peace
.	SENT	.
The	DT	the
real	JJ	real
hum	NN	hum
ignores	VBZ	ignore
the	DT	the
stare	NN	stare
of	IN	of
history	NN	history
,	,	,
and	CC	and
the	DT	the
balls	NNS	ball
in	IN	in
the	DT	the
air	NN	air
,	,	,
and	CC	and
the	DT	the
expectation	NN	expectation
,	,	,
and	CC	and
the	DT	the
pressure	NN	pressure
.	SENT	.
The	DT	the
real	JJ	real
hum	NN	hum
is	VBZ	be
singular	JJ	singular
and	CC	and
original	JJ	original
.	SENT	.
The	DT	the
real	JJ	real
hum	NN	hum
is	VBZ	be
God	NP	God
'	POS	'
s	JJ	<unknown>
whisper	NN	whisper
in	IN	in
my	PP$	my
ear	NN	ear
,	,	,
but	CC	but
maybe	RB	maybe
God	NP	God
was	VBD	be
whispering	VBG	whisper
the	DT	the
wrong	JJ	wrong
words	NNS	word
,	,	,
because	IN	because
which	WDT	which
one	CD	one
of	IN	of
the	DT	the
gods	NNS	god
was	VBD	be
telling	VBG	tell
me	PP	me
I	PP	I
was	VBD	be
the	DT	the
titan	NN	titan
?	SENT	?
It	PP	it
'	POS	'
s	NNS	<unknown>
just	RB	just
love	VBP	love
.	SENT	.
We	PP	we
could	MD	could
all	RB	all
use	VB	use
a	DT	a
little	RB	little
more	JJR	more
love	NN	love
,	,	,
a	DT	a
lot	NN	lot
more	JJR	more
love	NN	love
.	SENT	.
Any	DT	any
time	NN	time
my	PP$	my
child	NN	child
asks	VBZ	ask
me	PP	me
to	TO	to
play	VB	play
,	,	,
I	PP	I
will	MD	will
say	VB	say
yes	UH	yes
.	SENT	.
I	PP	I
make	VBP	make
it	PP	it
a	DT	a
firm	NN	firm
rule	NN	rule
for	IN	for
one	CD	one
reason	NN	reason
,	,	,
to	TO	to
give	VB	give
myself	PP	myself
permission	NN	permission
,	,	,
to	TO	to
free	VB	free
me	PP	me
from	IN	from
all	DT	all
of	IN	of
my	PP$	my
workaholic	NN	workaholic
guilt	NN	guilt
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
law	NN	law
,	,	,
so	RB	so
I	PP	I
don	VB	don
'	''	'
t	NN	t
have	VBP	have
a	DT	a
choice	NN	choice
,	,	,
and	CC	and
I	PP	I
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
a	DT	a
choice	NN	choice
,	,	,
not	RB	not
if	IN	if
I	PP	I
want	VBP	want
to	TO	to
feel	VB	feel
the	DT	the
hum	NN	hum
.	SENT	.
I	PP	I
wish	VBP	wish
it	PP	it
were	VBD	be
that	DT	that
easy	JJ	easy
,	,	,
but	CC	but
I	PP	I
'	POS	'
m	NN	m
not	RB	not
good	JJ	good
at	IN	at
playing	VBG	play
.	SENT	.
I	PP	I
don	VBP	don
'	''	'
t	NN	t
like	IN	like
it	PP	it
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
not	RB	not
interested	JJ	interested
in	IN	in
doing	VBG	do
it	PP	it
the	DT	the
way	NN	way
I	PP	I
'	POS	'
m	NN	m
interested	JJ	interested
in	IN	in
doing	VBG	do
work	NN	work
.	SENT	.
The	DT	the
truth	NN	truth
is	VBZ	be
incredibly	RB	incredibly
humbling	VBG	humble
and	CC	and
humiliating	VBG	humiliate
to	TO	to
face	VB	face
.	SENT	.
I	PP	I
don	VBP	don
'	''	'
t	NN	t
like	IN	like
playing	NN	playing
.	SENT	.
I	PP	I
work	VBP	work
all	PDT	all
the	DT	the
time	NN	time
because	IN	because
I	PP	I
like	VBP	like
working	VBG	work
.	SENT	.
I	PP	I
like	VBP	like
working	VBG	work
more	JJR	more
than	IN	than
I	PP	I
like	IN	like
being	VBG	be
at	IN	at
home	NN	home
.	SENT	.
Facing	VBG	face
that	IN	that
fact	NN	fact
is	VBZ	be
incredibly	RB	incredibly
difficult	JJ	difficult
to	TO	to
handle	VB	handle
,	,	,
because	IN	because
what	WP	what
kind	NN	kind
of	IN	of
person	NN	person
likes	NNS	like
working	VBG	work
more	JJR	more
than	IN	than
being	VBG	be
at	IN	at
home	NN	home
?	SENT	?
Well	RB	well
,	,	,
me	FW	me
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
let	VBP	let
'	''	'
s	NN	S
be	VB	be
honest	JJ	honest
,	,	,
I	PP	I
call	VBP	call
myself	PP	myself
a	DT	a
titan	NN	titan
.	SENT	.
I	NP	I
'	POS	'
ve	NN	ve
got	VBD	get
issues	NNS	issue
.	SENT	.
And	CC	and
one	CD	one
of	IN	of
those	DT	those
issues	NNS	issue
isn	NN	isn
'	POS	'
t	NN	t
that	IN	that
I	PP	I
am	VBP	be
too	RB	too
relaxed	VBN	relax
.	SENT	.
We	PP	we
run	VBP	run
around	IN	around
the	DT	the
yard	NN	yard
,	,	,
up	RB	up
and	CC	and
back	RB	back
and	CC	and
up	RB	up
and	CC	and
back	RB	back
.	SENT	.
We	PP	we
have	VBP	have
30-second	JJ	30-second
dance	NN	dance
parties	NNS	party
.	SENT	.
We	PP	we
sing	VBP	sing
show	NN	show
tunes	NNS	tune
.	SENT	.
We	PP	we
play	VBP	play
with	IN	with
balls	NNS	ball
.	SENT	.
I	PP	I
blow	VBP	blow
bubbles	NNS	bubble
and	CC	and
they	PP	they
pop	VBP	pop
them	PP	them
.	SENT	.
And	CC	and
I	PP	I
feel	VBP	feel
stiff	JJ	stiff
and	CC	and
delirious	JJ	delirious
and	CC	and
confused	VBD	confuse
most	JJS	most
of	IN	of
the	DT	the
time	NN	time
.	SENT	.
I	PP	I
itch	VBP	itch
for	IN	for
my	PP$	my
cell	NN	cell
phone	NN	phone
always	RB	always
.	SENT	.
But	CC	but
it	PP	it
is	VBZ	be
OK	JJ	OK
.	SENT	.
My	PP$	my
tiny	JJ	tiny
humans	NNS	human
show	VBP	show
me	PP	me
how	WRB	how
to	TO	to
live	VB	live
and	CC	and
the	DT	the
hum	NN	hum
of	IN	of
the	DT	the
universe	NN	universe
fills	VBZ	fill
me	PP	me
up	RP	up
.	SENT	.
I	PP	I
play	VBP	play
and	CC	and
I	PP	I
play	VBP	play
until	IN	until
I	PP	I
begin	VBP	begin
to	TO	to
wonder	VB	wonder
why	WRB	why
we	PP	we
ever	RB	ever
stop	VB	stop
playing	VBG	play
in	IN	in
the	DT	the
first	JJ	first
place	NN	place
.	SENT	.
You	PP	you
can	MD	can
do	VB	do
it	PP	it
too	RB	too
,	,	,
say	VBP	say
yes	RB	yes
every	DT	every
time	NN	time
your	PP$	your
child	NN	child
asks	VBZ	ask
you	PP	you
to	TO	to
play	VB	play
.	SENT	.
Are	VBP	be
you	PP	you
thinking	VBG	think
that	IN	that
maybe	RB	maybe
I	NP	I
'	POS	'
m	NN	m
an	DT	an
idiot	NN	idiot
in	IN	in
diamond	NN	diamond
shoes	NNS	shoe
?	SENT	?
You	PP	you
'	POS	'
re	NN	re
right	NN	right
,	,	,
but	CC	but
you	PP	you
can	MD	can
still	RB	still
do	VB	do
this	DT	this
.	SENT	.
You	PP	you
have	VBP	have
time	NN	time
.	SENT	.
You	PP	you
know	VBP	know
why	WRB	why
?	SENT	?
Because	IN	because
you	PP	you
'	POS	'
re	NN	re
not	RB	not
Rihanna	NP	Rihanna
and	CC	and
you	PP	you
'	POS	'
re	NN	re
not	RB	not
a	DT	a
Muppet	NP	Muppet
.	SENT	.
Your	PP$	your
child	NN	child
does	VBZ	do
not	RB	not
think	VB	think
you	PP	you
'	POS	'
re	NN	re
that	IN	that
interesting	JJ	interesting
.	SENT	.
You	PP	you
only	RB	only
need	VBP	need
15	CD	@card@
minutes	NNS	minute
.	SENT	.
My	PP$	my
two-	NN	two-
and	CC	and
four-year-old	JJ	four-year-old
only	RB	only
ever	RB	ever
want	VBP	want
to	TO	to
play	VB	play
with	IN	with
me	PP	me
for	IN	for
about	RB	about
15	CD	@card@
minutes	NNS	minute
or	CC	or
so	RB	so
before	IN	before
they	PP	they
think	VBP	think
to	TO	to
themselves	PP	themselves
they	PP	they
want	VBP	want
to	TO	to
do	VB	do
something	NN	something
else	RB	else
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
an	DT	an
amazing	JJ	amazing
15	CD	@card@
minutes	NNS	minute
,	,	,
but	CC	but
it	PP	it
'	POS	'
s	NN	S
15	CD	@card@
minutes	NNS	minute
.	SENT	.
If	IN	if
I	PP	I
'	POS	'
m	NN	m
not	RB	not
a	DT	a
ladybug	NN	<unknown>
or	CC	or
a	DT	a
piece	NN	piece
of	IN	of
candy	NN	candy
,	,	,
I	PP	I
'	POS	'
m	NN	m
invisible	JJ	invisible
after	IN	after
15	CD	@card@
minutes	NNS	minute
.	SENT	.
And	CC	and
my	PP$	my
13-year-old	JJ	13-year-old
,	,	,
if	IN	if
I	PP	I
can	MD	can
get	VB	get
a	DT	a
13-year-old	JJ	13-year-old
to	TO	to
talk	VB	talk
to	TO	to
me	PP	me
for	IN	for
15	CD	@card@
minutes	NNS	minute
I	NP	I
'	POS	'
m	NN	m
Parent	NP	Parent
of	IN	of
the	DT	the
Year	NN	year
.	SENT	.
15	CD	@card@
minutes	NNS	minute
is	VBZ	be
all	DT	all
you	PP	you
need	VBP	need
.	SENT	.
I	PP	I
can	MD	can
totally	RB	totally
pull	VB	pull
off	RP	off
15	CD	@card@
minutes	NNS	minute
of	IN	of
uninterrupted	JJ	uninterrupted
time	NN	time
on	IN	on
my	PP$	my
worst	JJS	bad
day	NN	day
.	SENT	.
Uninterrupted	JJ	uninterrupted
is	VBZ	be
the	DT	the
key	NN	key
.	SENT	.
No	DT	no
cell	NN	cell
phone	NN	phone
,	,	,
no	DT	no
laundry	NN	laundry
,	,	,
no	DT	no
anything	NN	anything
.	SENT	.
You	PP	you
have	VBP	have
a	DT	a
busy	JJ	busy
life	NN	life
.	SENT	.
You	PP	you
have	VBP	have
to	TO	to
get	VB	get
dinner	NN	dinner
on	IN	on
the	DT	the
table	NN	table
.	SENT	.
You	PP	you
have	VBP	have
to	TO	to
force	VB	force
them	PP	them
to	TO	to
bathe	VB	bathe
.	SENT	.
But	CC	but
you	PP	you
can	MD	can
do	VB	do
15	CD	@card@
minutes	NNS	minute
.	SENT	.
My	PP$	my
kids	NNS	kid
are	VBP	be
my	PP$	my
happy	JJ	happy
place	NN	place
,	,	,
they	PP	they
'	POS	'
re	IN	re
my	PP$	my
world	NN	world
,	,	,
but	CC	but
it	PP	it
doesn	NN	<unknown>
'	''	'
t	NN	t
have	VBP	have
to	TO	to
be	VB	be
your	PP$	your
kids	NNS	kid
,	,	,
the	DT	the
fuel	NN	fuel
that	WDT	that
feeds	VBZ	feed
your	PP$	your
hum	NN	hum
,	,	,
the	DT	the
place	NN	place
where	WRB	where
life	NN	life
feels	VBZ	feel
more	RBR	more
good	JJ	good
than	IN	than
not	RB	not
good	JJ	good
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
about	RB	about
playing	VBG	play
with	IN	with
your	PP$	your
kids	NNS	kid
,	,	,
it	PP	it
'	POS	'
s	NN	S
about	IN	about
joy	NN	joy
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
about	IN	about
playing	VBG	play
in	IN	in
general	NN	general
.	SENT	.
Give	VB	give
yourself	PP	yourself
the	DT	the
15	CD	@card@
minutes	NNS	minute
.	SENT	.
Find	VB	find
what	WP	what
makes	VBZ	make
you	PP	you
feel	VBP	feel
good	JJ	good
.	SENT	.
Just	RB	just
figure	VB	figure
it	PP	it
out	RP	out
and	CC	and
play	VB	play
in	IN	in
that	DT	that
arena	NN	arena
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
not	RB	not
perfect	JJ	perfect
at	IN	at
it	PP	it
.	SENT	.
In	IN	in
fact	NN	fact
,	,	,
I	PP	I
fail	VBP	fail
as	RB	as
often	RB	often
as	IN	as
I	PP	I
succeed	VBP	succeed
,	,	,
seeing	VBG	see
friends	NNS	friend
,	,	,
reading	VBG	read
books	NNS	book
,	,	,
staring	VBG	stare
into	IN	into
space	NN	space
.	SENT	.
"	``	"
Wanna	VB	wanna
play	VB	play
?	SENT	?
"	''	"
starts	NNS	start
to	TO	to
become	VB	become
shorthand	NN	shorthand
for	IN	for
indulging	VBG	indulge
myself	PP	myself
in	IN	in
ways	NNS	way
I	PP	I
'	POS	'
d	NN	d
given	VBN	give
up	RP	up
on	IN	on
right	NN	right
around	IN	around
the	DT	the
time	NN	time
I	PP	I
got	VBD	get
my	PP$	my
first	JJ	first
TV	NN	TV
show	NN	show
,	,	,
right	RB	right
around	IN	around
the	DT	the
time	NN	time
I	PP	I
became	VBD	become
a	DT	a
titan-in-training	NN	titan-in-training
,	,	,
right	RB	right
around	IN	around
the	DT	the
time	NN	time
I	PP	I
started	VBD	start
competing	VBG	compete
with	IN	with
myself	PP	myself
for	IN	for
ways	NNS	way
unknown	JJ	unknown
.	SENT	.
15	CD	@card@
minutes	NNS	minute
?	SENT	?
What	WP	what
could	MD	could
be	VB	be
wrong	JJ	wrong
with	IN	with
giving	VBG	give
myself	PP	myself
my	PP$	my
full	JJ	full
attention	NN	attention
for	IN	for
15	CD	@card@
minutes	NNS	minute
?	SENT	?
Turns	VBZ	turn
out	RP	out
,	,	,
nothing	NN	nothing
.	SENT	.
The	DT	the
very	JJ	very
act	NN	act
of	IN	of
not	RB	not
working	NN	working
has	VBZ	have
made	VBN	make
it	PP	it
possible	JJ	possible
for	IN	for
the	DT	the
hum	NN	hum
to	TO	to
return	VB	return
,	,	,
as	RB	as
if	IN	if
the	DT	the
hum	NN	hum
'	POS	'
s	NN	S
engine	NN	engine
could	MD	could
only	RB	only
refuel	VB	refuel
while	IN	while
I	PP	I
was	VBD	be
away	RB	away
.	SENT	.
Work	NN	work
doesn	NN	<unknown>
'	POS	'
t	NN	t
work	NN	work
without	IN	without
play	NN	play
.	SENT	.
It	PP	it
takes	VBZ	take
a	DT	a
little	JJ	little
time	NN	time
,	,	,
but	CC	but
after	IN	after
a	DT	a
few	JJ	few
months	NNS	month
,	,	,
one	CD	one
day	NN	day
the	DT	the
floodgates	NNS	floodgate
open	JJ	open
and	CC	and
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
rush	NN	rush
,	,	,
and	CC	and
I	PP	I
find	VBP	find
myself	PP	myself
standing	VBG	stand
in	IN	in
my	PP$	my
office	NN	office
filled	VBN	fill
with	IN	with
an	DT	an
unfamiliar	JJ	unfamiliar
melody	NN	melody
,	,	,
full	JJ	full
on	IN	on
groove	NN	groove
inside	IN	inside
me	PP	me
,	,	,
and	CC	and
around	IN	around
me	PP	me
,	,	,
and	CC	and
it	PP	it
sends	VBZ	send
me	PP	me
spinning	VBG	spin
with	IN	with
ideas	NNS	idea
,	,	,
and	CC	and
the	DT	the
humming	VBG	hum
road	NN	road
is	VBZ	be
open	JJ	open
,	,	,
and	CC	and
I	PP	I
can	MD	can
drive	VB	drive
it	PP	it
and	CC	and
drive	VB	drive
it	PP	it
,	,	,
and	CC	and
I	PP	I
love	VBP	love
working	VBG	work
again	RB	again
.	SENT	.
But	CC	but
now	RB	now
,	,	,
I	PP	I
like	VBP	like
that	DT	that
hum	NN	hum
,	,	,
but	CC	but
I	PP	I
don	VBP	don
'	''	'
t	NN	t
love	VBP	love
that	DT	that
hum	NN	hum
.	SENT	.
I	PP	I
don	VBP	don
'	''	'
t	NN	t
need	VBP	need
that	DT	that
hum	NN	hum
.	SENT	.
I	PP	I
am	VBP	be
not	RB	not
that	DT	that
hum	NN	hum
.	SENT	.
That	DT	that
hum	NN	hum
is	VBZ	be
not	RB	not
me	PP	me
,	,	,
not	RB	not
anymore	RB	anymore
.	SENT	.
I	PP	I
am	VBP	be
