So	RB	so
my	PP$	my
landing	NN	landing
,	,	,
but	CC	but
it	PP	it
'	POS	'
s	NN	S
probably	RB	probably
more	RBR	more
properly	RB	properly
called	VBN	call
a	DT	a
crash	NN	crash
.	SENT	.
I	PP	I
hate	VBP	hate
to	TO	to
admit	VB	admit
it	PP	it
,	,	,
but	CC	but
this	DT	this
wasn	NN	<unknown>
'	POS	'
t	NN	t
even	RB	even
close	JJ	close
to	TO	to
my	PP$	my
worst	JJS	bad
landing	NN	landing
.	SENT	.
Man	NN	man
:	:	:
How	WRB	how
are	VBP	be
you	PP	you
doing	VBG	do
?	SENT	?
AE	NP	AE
:	:	:
Hi	UH	hi
there	RB	there
!	SENT	!
Yay	NP	Yay
.	SENT	.
So	RB	so
I	PP	I
want	VBP	want
to	TO	to
tell	VB	tell
you	PP	you
one	CD	one
thing	NN	thing
that	IN	that
you	PP	you
might	MD	might
not	RB	not
have	VB	have
seen	VBN	see
in	IN	in
that	DT	that
video	NN	video
,	,	,
but	CC	but
one	CD	one
of	IN	of
the	DT	the
most	RBS	most
critical	JJ	critical
parts	NNS	part
of	IN	of
the	DT	the
entire	JJ	entire
thing	NN	thing
was	VBD	be
the	DT	the
release	NN	release
and	CC	and
what	WP	what
happens	VBZ	happen
right	RB	right
after	IN	after
you	PP	you
release	VBP	release
.	SENT	.
And	CC	and
what	WP	what
we	PP	we
tried	VBD	try
to	TO	to
do	VB	do
was	VBD	be
use	NN	use
something	NN	something
called	VBD	call
a	DT	a
drogue	NN	drogue
parachute	NN	parachute
,	,	,
and	CC	and
a	DT	a
drogue	NN	drogue
parachute	NN	parachute
was	VBD	be
there	RB	there
to	TO	to
stabilize	VB	stabilize
me	PP	me
.	SENT	.
And	CC	and
I	PP	I
'	POS	'
ll	NNS	<unknown>
show	VBP	show
you	PP	you
one	CD	one
of	IN	of
those	DT	those
right	NN	right
now	RB	now
.	SENT	.
If	IN	if
any	DT	any
of	IN	of
you	PP	you
have	VBP	have
ever	RB	ever
gone	VBN	go
tandem	JJ	tandem
skydiving	NN	skydiving
,	,	,
you	PP	you
probably	RB	probably
used	VBD	use
one	CD	one
of	IN	of
these	DT	these
.	SENT	.
But	CC	but
the	DT	the
problem	NN	problem
with	IN	with
one	CD	one
of	IN	of
these	DT	these
things	NNS	thing
is	VBZ	be
right	RB	right
when	WRB	when
you	PP	you
release	VBP	release
,	,	,
you	PP	you
'	POS	'
re	NN	re
in	IN	in
zero	CD	zero
gravity	NN	gravity
.	SENT	.
So	IN	so
it	PP	it
'	POS	'
s	NN	S
very	RB	very
easy	JJ	easy
for	IN	for
this	DT	this
to	TO	to
just	RB	just
turn	VB	turn
right	RB	right
around	IN	around
you	PP	you
.	SENT	.
And	CC	and
before	IN	before
you	PP	you
know	VBP	know
it	PP	it
,	,	,
you	PP	you
can	MD	can
be	VB	be
tangled	VBN	tangle
up	RP	up
or	CC	or
spinning	VBG	spin
,	,	,
or	CC	or
you	PP	you
can	MD	can
release	VB	release
this	DT	this
drogue	NN	drogue
late	RB	late
,	,	,
in	IN	in
which	WDT	which
case	NN	case
what	WP	what
happens	VBZ	happen
is	VBZ	be
you	PP	you
'	''	'
re	IN	re
going	VBG	go
down	RP	down
at	IN	at
800	CD	@card@
miles	NNS	mile
an	DT	an
hour	NN	hour
,	,	,
and	CC	and
this	DT	this
thing	NN	thing
is	VBZ	be
going	VBG	go
to	TO	to
destroy	VB	destroy
itself	PP	itself
and	CC	and
not	RB	not
be	VB	be
very	RB	very
useful	JJ	useful
.	SENT	.
But	CC	but
the	DT	the
guys	NNS	guy
at	IN	at
United	NP	United
Parachute	NN	parachute
Technologies	NP	Technologies
came	VBD	come
up	RP	up
with	IN	with
this	DT	this
idea	NN	idea
,	,	,
and	CC	and
it	PP	it
was	VBD	be
a	DT	a
roll	NN	roll
that	WDT	that
looks	VBZ	look
like	IN	like
that	DT	that
,	,	,
but	CC	but
watch	VB	watch
what	WP	what
happens	VBZ	happen
when	WRB	when
I	PP	I
pull	VBP	pull
it	PP	it
out	RP	out
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
forming	VBG	form
a	DT	a
pipe	NN	pipe
.	SENT	.
This	DT	this
pipe	NN	pipe
is	VBZ	be
so	RB	so
solid	JJ	solid
that	IN	that
you	PP	you
can	MD	can
take	VB	take
this	DT	this
drogue	NN	drogue
parachute	NN	parachute
and	CC	and
wrap	VB	wrap
it	PP	it
around	RP	around
,	,	,
and	CC	and
there	EX	there
'	''	'
s	VBG	<unknown>
no	DT	no
way	NN	way
it	PP	it
will	MD	will
ever	RB	ever
tangle	VB	tangle
with	IN	with
you	PP	you
.	SENT	.
And	CC	and
that	WDT	that
prevented	VBD	prevent
a	DT	a
very	RB	very
serious	JJ	serious
potential	JJ	potential
problem	NN	problem
.	SENT	.
So	IN	so
nothing	NN	nothing
is	VBZ	be
possible	JJ	possible
without	IN	without
an	DT	an
amazing	JJ	amazing
team	NN	team
of	IN	of
people	NNS	people
.	SENT	.
The	DT	the
core	NN	core
of	IN	of
this	DT	this
was	VBD	be
about	RB	about
20	CD	@card@
people	NNS	people
that	WDT	that
worked	VBD	work
on	IN	on
this	DT	this
for	IN	for
the	DT	the
three	CD	three
years	NNS	year
,	,	,
and	CC	and
they	PP	they
were	VBD	be
incredible	JJ	incredible
.	SENT	.
People	NNS	people
asked	VBD	ask
me	PP	me
what	WP	what
the	DT	the
best	JJS	good
part	NN	part
of	IN	of
this	DT	this
whole	JJ	whole
thing	NN	thing
was	VBD	be
,	,	,
and	CC	and
it	PP	it
was	VBD	be
a	DT	a
chance	NN	chance
to	TO	to
work	VB	work
with	IN	with
the	DT	the
best	JJS	good
experts	NNS	expert
in	IN	in
meteorology	NN	meteorology
and	CC	and
ballooning	NN	ballooning
and	CC	and
parachute	NN	parachute
technology	NN	technology
and	CC	and
environmental	JJ	environmental
systems	NNS	system
and	CC	and
high	JJ	high
altitude	NN	altitude
medicine	NN	medicine
.	SENT	.
It	PP	it
was	VBD	be
fantastic	JJ	fantastic
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
an	DT	an
engineer	NN	engineer
'	POS	'
s	NNS	<unknown>
dream	VBP	dream
to	TO	to
work	VB	work
with	IN	with
that	DT	that
group	NN	group
of	IN	of
people	NNS	people
.	SENT	.
And	CC	and
I	PP	I
also	RB	also
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
wanted	VBD	want
to	TO	to
thank	VB	thank
my	PP$	my
friends	NNS	friend
at	IN	at
Google	NP	<unknown>
,	,	,
both	CC	both
for	IN	for
supporting	VBG	support
me	PP	me
during	IN	during
this	DT	this
effort	NN	effort
and	CC	and
also	RB	also
covering	VBG	cover
for	IN	for
me	PP	me
in	IN	in
the	DT	the
times	NNS	time
that	IN	that
I	PP	I
was	VBD	be
away	RB	away
.	SENT	.
But	CC	but
there	EX	there
'	''	'
s	VBG	<unknown>
one	CD	one
other	JJ	other
group	NN	group
I	PP	I
wanted	VBD	want
to	TO	to
thank	VB	thank
,	,	,
and	CC	and
that	IN	that
'	''	'
s	VBG	<unknown>
my	PP$	my
family	NN	family
.	SENT	.
Yay	NP	Yay
.	SENT	.
I	PP	I
would	MD	would
constantly	RB	constantly
give	VB	give
them	PP	them
speeches	NNS	speech
about	IN	about
the	DT	the
safety	NN	safety
of	IN	of
technology	NN	technology
,	,	,
and	CC	and
they	PP	they
weren	NN	<unknown>
'	POS	'
t	NN	t
hearing	VBG	hear
any	DT	any
of	IN	of
it	PP	it
.	SENT	.
It	PP	it
was	VBD	be
super	JJ	super
hard	RB	hard
on	IN	on
them	PP	them
,	,	,
and	CC	and
the	DT	the
only	JJ	only
reason	NN	reason
that	IN	that
my	PP$	my
wife	NN	wife
put	VBD	put
up	RP	up
with	IN	with
it	PP	it
was	VBD	be
because	IN	because
I	PP	I
came	VBD	come
back	RB	back
incredibly	RB	incredibly
happy	JJ	happy
after	IN	after
each	DT	each
of	IN	of
the	DT	the
250	CD	@card@
tests	NNS	test
,	,	,
and	CC	and
she	PP	she
didn	NP	<unknown>
'	POS	'
t	NN	t
want	VBP	want
to	TO	to
take	VB	take
that	IN	that
away	RB	away
from	IN	from
me	PP	me
.	SENT	.
So	RB	so
I	PP	I
want	VBP	want
to	TO	to
close	VB	close
with	IN	with
a	DT	a
story	NN	story
.	SENT	.
My	PP$	my
daughter	NN	daughter
Katelyn	NP	Katelyn
,	,	,
my	PP$	my
15-year-old	JJ	15-year-old
,	,	,
she	PP	she
and	CC	and
I	PP	I
were	VBD	be
in	IN	in
the	DT	the
car	NN	car
,	,	,
and	CC	and
we	PP	we
were	VBD	be
driving	VBG	drive
down	RP	down
the	DT	the
road	NN	road
,	,	,
and	CC	and
she	PP	she
was	VBD	be
sitting	VBG	sit
there	RB	there
,	,	,
and	CC	and
she	PP	she
had	VBD	have
this	DT	this
idea	NN	idea
,	,	,
and	CC	and
she	PP	she
goes	VBZ	go
,	,	,
"	``	"
Dad	NP	Dad
,	,	,
I	NP	I
'	POS	'
ve	NN	ve
got	VBD	get
this	DT	this
idea	NN	idea
.	SENT	.
"	''	"
And	CC	and
so	RB	so
I	PP	I
listened	VBD	listen
to	TO	to
her	PP$	her
idea	NN	idea
and	CC	and
I	PP	I
said	VBD	say
,	,	,
"	``	"
Katelyn	NP	Katelyn
,	,	,
that	WDT	that
'	POS	'
s	NNS	<unknown>
impossible	JJ	impossible
.	SENT	.
"	``	"
And	CC	and
she	PP	she
looks	VBZ	look
at	IN	at
me	PP	me
and	CC	and
she	PP	she
goes	VBZ	go
,	,	,
"	``	"
Dad	NP	Dad
,	,	,
after	IN	after
what	WP	what
you	PP	you
just	RB	just
did	VBD	do
,	,	,
how	WRB	how
can	MD	can
you	PP	you
call	VB	call
anything	NN	anything
impossible	JJ	impossible
?	SENT	?
"	``	"
And	CC	and
I	PP	I
laughed	VBD	laugh
,	,	,
and	CC	and
I	PP	I
said	VBD	say
,	,	,
"	``	"
OK	UH	OK
,	,	,
it	PP	it
'	POS	'
s	NN	S
not	RB	not
impossible	JJ	impossible
,	,	,
it	PP	it
'	POS	'
s	NN	S
just	RB	just
very	RB	very
,	,	,
very	RB	very
hard	JJ	hard
.	SENT	.
"	''	"
And	CC	and
then	RB	then
I	PP	I
paused	VBD	pause
for	IN	for
a	DT	a
second	JJ	second
,	,	,
and	CC	and
I	PP	I
said	VBD	say
,	,	,
"	``	"
Katelyn	NP	Katelyn
,	,	,
it	PP	it
may	MD	may
not	RB	not
be	VB	be
impossible	JJ	impossible
,	,	,
it	PP	it
may	MD	may
not	RB	not
even	RB	even
be	VB	be
very	RB	very
,	,	,
very	RB	very
hard	RB	hard
,	,	,
it	PP	it
'	POS	'
s	NN	S
just	RB	just
that	IN	that
I	PP	I
don	VB	don
'	''	'
t	NN	t
know	VBP	know
how	WRB	how
to	TO	to
do	VB	do
it	PP	it
.	SENT	.
"	``	"
Thank	VB	thank
you	PP	you
.	SENT	.
