Hello hello
using use
the the
laser laser
to to
burn burn
away away
with with
laser-cut laser-cut
works work
on on
paper paper
. .
And and
I i
developed develop
a a
brand brand
new new
technology technology
. .
You you
might might
not not
have have
heard hear
about about
it it
, ,
but but
it it
' '
s s
very very
cutting cut
edge edge
. .
I i
' '
ll ll
try try
to to
explain explain
. .
It it
' '
s s
called call
' '
clitglass clitglass
' '
, ,
and and
the the
way way
that that
it it
works work
- -
anyone anyone
can can
wear wear
it it
; ;
anyone anyone
who who
wants want
neutral neutral
vision vision
can can
wear wear
a a
clitglass clitglass
. .
So so
you you
put put
on on
the the
clitglass clitglass
, ,
and and
you you
look look
through through
the the
perspective perspective
of of
the the
clit clit
. .
And and
the the
clit clit
refracts refract
any any
kind kind
of of
phallocentricacy phallocentricacy
that that
' '
s s
coming come
back back
at at
you you
. .
And and
so so
you you
obtain obtain
neutral neutral
vision vision
, ,
or or
what what
I i
like like
to to
call call
' '
normal normal
' '
vision vision
. .
Now now
, ,
you you
can can
use use
clitglass clitglass
at at
the the
Whitney whitney
Museum museum
, ,
or or
you you
can can
use use
it it
at at
work work
, ,
in in
front front
of of
the the
TV tv
, ,
even even
at at
a a
family family
reunion reunion
. .
This this
is be
an an
example example
of of
looking look
through through
this this
cutting cut
edge edge
technology technology
. .
So so
those those
forms form
that that
I i
showed show
earlier earlier
, ,
I i
also also
played play
a a
game game
at at
my my
intervention intervention
at at
the the
Whitney whitney
Museum museum
, ,
called call
' '
put put
a a
clit clit
on on
it it
' '
, ,
or or
- -
' '
clit-dazzle clit-dazzle
the the
Whitney whitney
' '
. .
So so
basically basically
I i
handed hand
out out
these these
unknown unknown
clit clit
forms form
, ,
and and
I i
said say
: :
' '
Put put
the the
clit clit
wherever wherever
you you
think think
it it
needs need
to to
go go
- -
put put
it it
as as
a a
subject subject
in in
art art
history history
, ,
put put
into into
the the
designs design
, ,
put put
it it
on on
the the
American american
flag flag
. .
Whole whole
country country
has have
a a
problem problem
with with
illcliteracy illcliteracy
. .
Help help
America america
out out
. .
Just just
take take
the the
clit clit
where where
it it
needs need
to to
go go
. .
' '
So so
you you
can can
see see
on on
the the
lower low
left left
, ,
that that
' '
s s
a a
Clitchtenstein clitchtenstein
. .
On on
the the
lower low
right right
, ,
Clitsper clitsper
Johns johns
. .
This this
is be
the the
family family
at at
the the
Whitney whitney
Museum museum
during during
the the
intervention intervention
, ,
and and
the the
boy boy
on on
the the
left left
who who
looks look
to to
be be
about about
11 @card@
years year
old old
, ,
at at
one one
point point
asks ask
his his
mom mom
- -
they they
' '
d d
been be
wearing wear
the the
clitglasses clitglass
for for
about about
15 @card@
minutes minute
, ,
having have
a a
great great
time time
. .
He he
was be
like like
, ,
' '
Mom mom
, ,
what what
' '
s s
a a
clit clit
? ?
' '
And and
she she
said say
: :
' '
Oh oh
, ,
it it
' '
s s
a a
really really
sensitive sensitive
part part
of of
the the
woman woman
' '
s s
body body
. .
' '
And and
he he
was be
like like
, ,
' '
Okay okay
, ,
cool cool
. .
' '
And and
I i
was be
thrilled thrill
because because
one one
: :
he he
felt feel
comfortable comfortable
asking ask
the the
question question
; ;
two two
: :
his his
mom mom
was be
supportive supportive
and and
answered answer
the the
question question
. .
And and
it it
was be
totally totally
normal normal
- -
nothing nothing
obscene obscene
, ,
nothing nothing
secret secret
, ,
no no
one one
had have
to to
be be
dragged drag
out out
of of
the the
room room
, ,
no no
one one
had have
to to
be be
ashamed ashamed
. .
And and
that that
' '
s s
what what
I i
' '
m m
hoping hope
that that
Cliteracy cliteracy
can can
continue continue
to to
do do
. .
Overwhelmingly overwhelmingly
, ,
the the
response response
to to
Cliteracy cliteracy
has have
been be
positive positive
. .
So so
many many
people people
have have
supported support
the the
project project
and and
wanted want
to to
help help
with with
it it
. .
And and
there there
' '
ve ve
been be
a a
few few
institutions institution
who who
have have
courageously courageously
started start
showing show
it it
. .
But but
there there
' '
s s
so so
much much
more more
that that
needs need
to to
be be
done do
. .
My my
dream dream
is be
to to
radically radically
change change
the the
way way
that that
we we
think think
about about
bodies body
so so
that that
everyone everyone
' '
s s
body body
is be
respected respect
. .
I i
want want
to to
do do
this this
by by
creating create
large large
scale scale
permanent permanent
public public
sculptures sculpture
that that
exist exist
for for
thousands thousand
of of
years year
. .
I i
want want
to to
work work
with with
metals metal
and and
stone stone
so so
that that
these these
forms form
don don
' '
t t
disappear disappear
in in
future future
generations generation
, ,
and and
we we
don don
' '
t t
have have
to to
have have
this this
conversation conversation
again again
and and
again again
. .
Democracy democracy
without without
cliteracy cliteracy
is be
a a
phallusy phallusy
. .
I i
want want
cliteracy cliteracy
to to
be be
taught teach
in in
schools school
so so
that that
no no
child child
has have
an an
unnameable unnameable
part part
of of
their their
body body
. .
The the
clit clit
should should
be be
a a
starring star
role role
in in
any any
bedroom bedroom
that that
it it
' '
s s
in in
. .
And and
it it
shouldn shouldn
' '
t t
be be
censored censor
in in
the the
Parliament parliament
. .
So so
, ,
in in
closing closing
, ,
I i
want want
to to
ask ask
you you
to to
see see
the the
clit clit
. .
See see
it it
everywhere everywhere
. .
Don don
' '
t t
stop stop
seeing see
it it
. .
And and
if if
you you
need need
help help
, ,
you you
can can
borrow borrow
this this
pair pair
of of
glasses glass
from from
me me
. .
And and
don don
' '
t t
just just
stop stop
with with
seeing see
it it
. .
Say say
it it
. .
Say say
its its
name name
. .
Thank thank
you you
. .
