Chris chris
feel feel
your your
pain pain
. .
I i
can can
put put
myself myself
in in
your your
shoes shoe
. .
" "
And and
we we
apply apply
it it
to to
the the
poor poor
, ,
the the
needy needy
, ,
the the
suffering suffering
. .
We we
don don
' '
t t
usually usually
apply apply
it it
to to
people people
who who
we we
feel feel
as as
other other
, ,
or or
we we
' '
re re
disgusted disgust
by by
. .
JH jh
: :
No no
. .
That that
' '
s s
right right
. .
CA ca
: :
What what
would would
it it
look look
like like
to to
build build
that that
type type
of of
empathy empathy
? ?
JH jh
: :
Actually actually
, ,
I i
think think
. .
. .
. .
Empathy empathy
is be
a a
very very
, ,
very very
hot hot
topic topic
in in
psychology psychology
, ,
and and
it it
' '
s s
a a
very very
popular popular
word word
on on
the the
left left
in in
particular particular
. .
Empathy empathy
is be
a a
good good
thing thing
, ,
and and
empathy empathy
for for
the the
preferred preferred
classes class
of of
victims victim
. .
So so
it it
' '
s s
important important
to to
empathize empathize
with with
the the
groups group
that that
we we
on on
the the
left leave
think think
are be
so so
important important
. .
That that
' '
s s
easy easy
to to
do do
, ,
because because
you you
get get
points point
for for
that that
. .
But but
empathy empathy
really really
should should
get get
you you
points point
if if
you you
do do
it it
when when
it it
' '
s s
hard hard
to to
do do
. .
And and
, ,
I i
think think
. .
. .
. .
You you
know know
, ,
we we
had have
a a
long long
50-year 50-year
period period
of of
dealing deal
with with
our our
race race
problems problem
and and
legal legal
discrimination discrimination
, ,
and and
that that
was be
our our
top top
priority priority
for for
a a
long long
time time
and and
it it
still still
is be
important important
. .
But but
I i
think think
this this
year year
, ,
I i
' '
m m
hoping hope
it it
will will
make make
people people
see see
that that
we we
have have
an an
existential existential
threat threat
on on
our our
hands hand
. .
Our our
left-right left-right
divide divide
, ,
I i
believe believe
, ,
is be
by by
far far
the the
most most
important important
divide divide
we we
face face
. .
We we
still still
have have
issues issue
about about
race race
and and
gender gender
and and
LGBT lgbt
, ,
but but
this this
is be
the the
urgent urgent
need need
of of
the the
next next
50 @card@
years year
, ,
and and
things thing
aren aren
' '
t t
going go
to to
get get
better good
on on
their their
own own
. .
So so
we we
' '
re re
going go
to to
need need
to to
do do
a a
lot lot
of of
institutional institutional
reforms reform
, ,
and and
we we
could could
talk talk
about about
that that
, ,
but but
that that
' '
s s
like like
a a
whole whole
long long
, ,
wonky wonky
conversation conversation
. .
But but
I i
think think
it it
starts start
with with
people people
realizing realize
that that
this this
is be
a a
turning turn
point point
. .
And and
yes yes
, ,
we we
need need
a a
new new
kind kind
of of
empathy empathy
. .
We we
need need
to to
realize realize
: :
this this
is be
what what
our our
country country
needs need
, ,
and and
this this
is be
what what
you you
need need
if if
you you
don don
' '
t t
want want
to to
— -
Raise raise
your your
hand hand
if if
you you
want want
to to
spend spend
the the
next next
four four
years year
as as
angry angry
and and
worried worried
as as
you you
' '
ve ve
been be
for for
the the
last last
year year
— -
raise raise
your your
hand hand
. .
So so
if if
you you
want want
to to
escape escape
from from
this this
, ,
read read
Buddha buddha
, ,
read read
Jesus jesus
, ,
read read
Marcus marcus
Aurelius aurelius
. .
They they
have have
all all
kinds kind
of of
great great
advice advice
for for
how how
to to
drop drop
the the
fear fear
, ,
reframe reframe
things thing
, ,
stop stop
seeing see
other other
people people
as as
your your
enemy enemy
. .
There there
' '
s s
a a
lot lot
of of
guidance guidance
in in
ancient ancient
wisdom wisdom
for for
this this
kind kind
of of
empathy empathy
. .
CA ca
: :
Here here
' '
s s
my my
last last
question question
: :
Personally personally
, ,
what what
can can
people people
do do
to to
help help
heal heal
? ?
JH jh
: :
Yeah yeah
, ,
it it
' '
s s
very very
hard hard
to to
just just
decide decide
to to
overcome overcome
your your
deepest deep
prejudices prejudice
. .
And and
there there
' '
s s
research research
showing show
that that
political political
prejudices prejudice
are be
deeper deep
and and
stronger strong
than than
race race
prejudices prejudice
in in
the the
country country
now now
. .
So so
I i
think think
you you
have have
to to
make make
an an
effort effort
— -
that that
' '
s s
the the
main main
thing thing
. .
Make make
an an
effort effort
to to
actually actually
meet meet
somebody somebody
. .
Everybody everybody
has have
a a
cousin cousin
, ,
a a
brother-in-law brother-in-law
, ,
somebody somebody
who who
' '
s s
on on
the the
other other
side side
. .
So so
, ,
after after
this this
election election
— -
wait wait
a a
week week
or or
two two
, ,
because because
it it
' '
s s
probably probably
going go
to to
feel feel
awful awful
for for
one one
of of
you you
— -
but but
wait wait
a a
couple couple
weeks week
, ,
and and
then then
reach reach
out out
and and
say say
you you
want want
to to
talk talk
. .
And and
before before
you you
do do
it it
, ,
read read
Dale dale
Carnegie carnegie
, ,
" "
How how
to to
Win win
Friends friends
and and
Influence influence
People people
" "
— -
I i
' '
m m
totally totally
serious serious
. .
You you
' '
ll ll
learn learn
techniques technique
if if
you you
start start
by by
acknowledging acknowledge
, ,
if if
you you
start start
by by
saying say
, ,
" "
You you
know know
, ,
we we
don don
' '
t t
agree agree
on on
a a
lot lot
, ,
but but
one one
thing thing
I i
really really
respect respect
about about
you you
, ,
Uncle uncle
Bob bob
, ,
" "
or or
" "
. .
. .
. .
about about
you you
conservatives conservative
, ,
is be
. .
. .
. .
" "
And and
you you
can can
find find
something something
. .
If if
you you
start start
with with
some some
appreciation appreciation
, ,
it it
' '
s s
like like
magic magic
. .
This this
is be
one one
of of
the the
main main
things thing
I i
' '
ve ve
learned learn
that that
I i
take take
into into
my my
human human
relationships relationship
. .
I i
still still
make make
lots lot
of of
stupid stupid
mistakes mistake
, ,
but but
I i
' '
m m
incredibly incredibly
good good
at at
apologizing apologize
now now
, ,
and and
at at
acknowledging acknowledge
what what
somebody somebody
was be
right right
about about
. .
And and
if if
you you
do do
that that
, ,
then then
the the
conversation conversation
goes go
really really
well well
, ,
and and
it it
' '
s s
actually actually
really really
fun fun
. .
CA ca
: :
Jon jon
, ,
it it
' '
s s
absolutely absolutely
fascinating fascinating
speaking speaking
with with
you you
. .
It it
really really
does do
feel feel
like like
the the
ground ground
that that
we we
' '
re re
on on
is be
a a
ground ground
populated populate
by by
deep deep
questions question
of of
morality morality
and and
human human
nature nature
. .
Your your
wisdom wisdom
couldn couldn
' '
t t
be be
more more
relevant relevant
. .
Thank thank
you you
so so
much much
for for
sharing share
this this
time time
with with
us us
. .
JH jh
: :
Thanks thanks
, ,
Chris chris
. .
JH jh
: :
Thanks thanks
, ,
everyone everyone
. .
