Nearly	RB	nearly
.	SENT	.
But	CC	but
I	PP	I
had	VBD	have
a	DT	a
simple	JJ	simple
question	NN	question
:	:	:
If	IN	if
it	PP	it
was	VBD	be
such	JJ	such
a	DT	a
great	JJ	great
thing	NN	thing
for	IN	for
a	DT	a
community	NN	community
on	IN	on
the	DT	the
Moon	NP	Moon
,	,	,
why	WRB	why
not	RB	not
a	DT	a
community	NN	community
on	IN	on
the	DT	the
Earth	NP	Earth
,	,	,
a	DT	a
community	NN	community
of	IN	of
the	DT	the
future	NN	future
,	,	,
self-	NN	<unknown>
sustaining	VBG	sustain
and	CC	and
energy-independent	NN	energy-independent
?	SENT	?
The	DT	the
same	JJ	same
energy	NN	energy
generation	NN	generation
and	CC	and
recycling	NN	recycling
techniques	NNS	technique
that	WDT	that
could	MD	could
have	VB	have
a	DT	a
powerful	JJ	powerful
impact	NN	impact
on	IN	on
surviving	VBG	survive
on	IN	on
the	DT	the
Moon	NP	Moon
could	MD	could
also	RB	also
have	VB	have
a	DT	a
powerful	JJ	powerful
impact	NN	impact
on	IN	on
surviving	VBG	survive
on	IN	on
the	DT	the
Earth	NN	earth
.	SENT	.
Right	RB	right
now	RB	now
,	,	,
we	PP	we
'	POS	'
re	NN	re
burning	VBG	burn
fossil	JJ	fossil
fuels	NNS	fuel
because	IN	because
they	PP	they
'	POS	'
re	NN	re
easy	JJ	easy
to	TO	to
find	VB	find
and	CC	and
because	IN	because
we	PP	we
can	MD	can
.	SENT	.
Unfortunately	RB	unfortunately
,	,	,
they	PP	they
'	POS	'
re	NN	re
making	VBG	make
some	DT	some
parts	NNS	part
of	IN	of
our	PP$	our
planet	NN	planet
look	NN	look
like	IN	like
the	DT	the
Moon	NP	Moon
.	SENT	.
Using	VBG	use
fossil	JJ	fossil
fuels	NNS	fuel
entangles	VBZ	entangle
us	PP	us
in	IN	in
conflict	NN	conflict
in	IN	in
unstable	JJ	unstable
regions	NNS	region
of	IN	of
the	DT	the
world	NN	world
and	CC	and
costs	NNS	cost
money	NN	money
and	CC	and
lives	NNS	life
.	SENT	.
Things	NNS	thing
could	MD	could
be	VB	be
very	RB	very
different	JJ	different
if	IN	if
we	PP	we
were	VBD	be
using	VBG	use
thorium	NN	thorium
.	SENT	.
You	PP	you
see	VBP	see
,	,	,
in	IN	in
a	DT	a
LFTR	NP	<unknown>
,	,	,
we	PP	we
could	MD	could
use	VB	use
thorium	NN	thorium
about	IN	about
200	CD	@card@
times	NNS	time
more	RBR	more
efficiently	RB	efficiently
than	IN	than
we	PP	we
'	POS	'
re	NN	re
using	VBG	use
uranium	NN	uranium
now	RB	now
.	SENT	.
And	CC	and
because	IN	because
the	DT	the
LFTR	NP	<unknown>
is	VBZ	be
capable	JJ	capable
of	IN	of
almost	RB	almost
completely	RB	completely
releasing	VBG	release
the	DT	the
energy	NN	energy
in	IN	in
thorium	NN	thorium
,	,	,
this	DT	this
reduces	VBZ	reduce
the	DT	the
waste	NN	waste
generated	VBN	generate
over	IN	over
uranium	NN	uranium
by	IN	by
factors	NNS	factor
of	IN	of
hundreds	NNS	hundred
,	,	,
and	CC	and
by	IN	by
factors	NNS	factor
of	IN	of
millions	NNS	million
over	IN	over
fossil	JJ	fossil
fuels	NNS	fuel
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
still	RB	still
going	VBG	go
to	TO	to
need	VB	need
liquid	JJ	liquid
fuels	NNS	fuel
for	IN	for
vehicles	NNS	vehicle
and	CC	and
machinery	NN	machinery
,	,	,
but	CC	but
we	PP	we
could	MD	could
generate	VB	generate
these	DT	these
liquid	JJ	liquid
fuels	NNS	fuel
from	IN	from
the	DT	the
carbon	NN	carbon
dioxide	NN	dioxide
in	IN	in
the	DT	the
atmosphere	NN	atmosphere
and	CC	and
from	IN	from
water	NN	water
,	,	,
much	RB	much
like	IN	like
nature	NN	nature
does	VBZ	do
.	SENT	.
We	PP	we
could	MD	could
generate	VB	generate
hydrogen	NN	hydrogen
by	IN	by
splitting	JJ	splitting
water	NN	water
and	CC	and
combining	VBG	combine
it	PP	it
with	IN	with
carbon	NN	carbon
harvested	VBN	harvest
from	IN	from
CO2	NP	<unknown>
in	IN	in
the	DT	the
atmosphere	NN	atmosphere
,	,	,
making	VBG	make
fuels	NNS	fuel
like	IN	like
methanol	NN	methanol
,	,	,
ammonia	NN	ammonia
,	,	,
and	CC	and
dimethyl	NN	dimethyl
ether	NN	ether
,	,	,
which	WDT	which
could	MD	could
be	VB	be
a	DT	a
direct	JJ	direct
replacement	NN	replacement
for	IN	for
diesel	JJ	diesel
fuels	NNS	fuel
.	SENT	.
Imagine	VB	imagine
carbon-neutral	JJ	carbon-neutral
gasoline	NN	gasoline
and	CC	and
diesel	JJ	diesel
,	,	,
sustainable	JJ	sustainable
and	CC	and
self-	NN	<unknown>
produced	VBD	produce
.	SENT	.
Do	VB	do
we	PP	we
have	VBP	have
enough	JJ	enough
thorium	NN	thorium
?	SENT	?
Yes	UH	yes
,	,	,
we	PP	we
do	VBP	do
.	SENT	.
In	IN	in
fact	NN	fact
,	,	,
in	IN	in
the	DT	the
United	NP	United
States	NPS	States
,	,	,
we	PP	we
have	VBP	have
over	IN	over
3	CD	@card@
,	,	,
200	CD	@card@
metric	JJ	metric
tons	NNS	ton
of	IN	of
thorium	NN	thorium
that	WDT	that
was	VBD	be
stockpiled	VBN	stockpile
50	CD	@card@
years	NNS	year
ago	RB	ago
and	CC	and
is	VBZ	be
currently	RB	currently
buried	VBN	bury
in	IN	in
a	DT	a
shallow	JJ	shallow
trench	NN	trench
in	IN	in
Nevada	NP	Nevada
.	SENT	.
This	DT	this
thorium	NN	thorium
,	,	,
if	IN	if
used	VBN	use
in	IN	in
LFTRs	NP	<unknown>
,	,	,
could	MD	could
produce	VB	produce
almost	RB	almost
as	IN	as
much	JJ	much
energy	NN	energy
as	IN	as
the	DT	the
United	NP	United
States	NPS	States
uses	VBZ	use
in	IN	in
three	CD	three
years	NNS	year
.	SENT	.
And	CC	and
thorium	NN	thorium
is	VBZ	be
not	RB	not
a	DT	a
rare	JJ	rare
substance	NN	substance
,	,	,
either	RB	either
.	SENT	.
There	EX	there
are	VBP	be
many	JJ	many
sites	NNS	site
like	IN	like
this	DT	this
one	CD	one
in	IN	in
Idaho	NP	Idaho
,	,	,
where	WRB	where
an	DT	an
area	NN	area
the	DT	the
size	NN	size
of	IN	of
a	DT	a
football	NN	football
field	NN	field
would	MD	would
produce	VB	produce
enough	JJ	enough
thorium	NN	thorium
each	DT	each
year	NN	year
to	TO	to
power	VB	power
the	DT	the
entire	JJ	entire
world	NN	world
.	SENT	.
Using	VBG	use
liquid	JJ	liquid
fluoride	NN	fluoride
thorium	NN	thorium
technology	NN	technology
,	,	,
we	PP	we
could	MD	could
move	VB	move
away	RB	away
from	IN	from
expensive	JJ	expensive
and	CC	and
difficult	JJ	difficult
aspects	NNS	aspect
of	IN	of
current	JJ	current
water-cooled	JJ	water-cooled
,	,	,
solid-fueled	JJ	<unknown>
uranium	NN	uranium
nuclear	JJ	nuclear
power	NN	power
.	SENT	.
We	PP	we
wouldn	NP	<unknown>
'	POS	'
t	NN	t
need	NN	need
large	JJ	large
,	,	,
high-pressure	JJ	high-pressure
nuclear	JJ	nuclear
reactors	NNS	reactor
and	CC	and
big	JJ	big
containment	NN	containment
buildings	NNS	building
that	WDT	that
they	PP	they
go	VBP	go
in	IN	in
.	SENT	.
We	PP	we
wouldn	NP	<unknown>
'	POS	'
t	NN	t
need	NN	need
large	JJ	large
,	,	,
low-efficiency	JJ	<unknown>
steam	NN	steam
turbines	NNS	turbine
.	SENT	.
We	PP	we
wouldn	NP	<unknown>
'	POS	'
t	NN	t
need	VBP	need
to	TO	to
have	VB	have
as	IN	as
many	JJ	many
long-distance	JJ	long-distance
power	NN	power
transmission	NN	transmission
infrastructure	NN	infrastructure
,	,	,
because	IN	because
thorium	NN	thorium
is	VBZ	be
a	DT	a
very	RB	very
portable	JJ	portable
energy	NN	energy
source	NN	source
that	WDT	that
can	MD	can
be	VB	be
located	VBN	locate
near	IN	near
to	TO	to
where	WRB	where
it	PP	it
is	VBZ	be
needed	VBN	need
.	SENT	.
A	DT	a
liquid	JJ	liquid
fluoride	NN	fluoride
thorium	NN	thorium
reactor	NN	reactor
would	MD	would
be	VB	be
a	DT	a
compact	JJ	compact
facility	NN	facility
,	,	,
very	RB	very
energy-efficient	JJ	energy-efficient
and	CC	and
safe	JJ	safe
,	,	,
that	WDT	that
would	MD	would
produce	VB	produce
the	DT	the
energy	NN	energy
we	PP	we
need	VBP	need
day	NN	day
and	CC	and
night	NN	night
,	,	,
and	CC	and
without	IN	without
respect	NN	respect
to	TO	to
weather	VB	weather
conditions	NNS	condition
.	SENT	.
In	IN	in
2007	CD	@card@
,	,	,
we	PP	we
used	VBD	use
five	CD	five
billion	NN	billion
tons	NNS	ton
of	IN	of
coal	NN	coal
,	,	,
31	CD	@card@
billion	NN	billion
barrels	NNS	barrel
of	IN	of
oil	NN	oil
and	CC	and
five	CD	five
trillion	CD	trillion
cubic	JJ	cubic
meters	NNS	meter
of	IN	of
natural	JJ	natural
gas	NN	gas
,	,	,
along	RB	along
with	IN	with
65	CD	@card@
,	,	,
000	CD	@card@
tons	NNS	ton
of	IN	of
uranium	NN	uranium
to	TO	to
produce	VB	produce
the	DT	the
world	NN	world
'	POS	'
s	NN	S
energy	NN	energy
.	SENT	.
With	IN	with
thorium	NN	thorium
,	,	,
we	PP	we
could	MD	could
do	VB	do
the	DT	the
same	JJ	same
thing	NN	thing
with	IN	with
7	CD	@card@
,	,	,
000	CD	@card@
tons	NNS	ton
of	IN	of
thorium	NN	thorium
that	WDT	that
could	MD	could
be	VB	be
mined	VBN	mine
at	IN	at
a	DT	a
single	JJ	single
site	NN	site
.	SENT	.
If	IN	if
all	PDT	all
this	DT	this
sounds	NNS	sound
interesting	JJ	interesting
to	TO	to
you	PP	you
,	,	,
I	PP	I
invite	VBP	invite
you	PP	you
to	TO	to
visit	VB	visit
our	PP$	our
website	NN	website
,	,	,
where	WRB	where
a	DT	a
growing	NN	growing
and	CC	and
enthusiastic	JJ	enthusiastic
online	JJ	online
community	NN	community
of	IN	of
thorium	NN	thorium
advocates	NNS	advocate
is	VBZ	be
working	VBG	work
to	TO	to
tell	VB	tell
the	DT	the
world	NN	world
about	IN	about
how	WRB	how
we	PP	we
can	MD	can
realize	VB	realize
a	DT	a
clean	JJ	clean
,	,	,
safe	JJ	safe
and	CC	and
sustainable	JJ	sustainable
energy	NN	energy
future	NN	future
,	,	,
based	VBN	base
on	IN	on
the	DT	the
energies	NNS	energy
of	IN	of
thorium	NN	thorium
.	SENT	.
Thank	VB	thank
you	PP	you
very	RB	very
much	RB	much
.	SENT	.
