My	PP$	my
you	PP	you
that	IN	that
player	NN	player
takes	VBZ	take
shots	NNS	shot
that	IN	that
an	DT	an
average	JJ	average
NBA	NP	NBA
player	NN	player
would	MD	would
make	VB	make
49	CD	@card@
percent	NN	percent
of	IN	of
the	DT	the
time	NN	time
,	,	,
and	CC	and
they	PP	they
are	VBP	be
two	CD	two
percent	NN	percent
worse	JJR	bad
.	SENT	.
And	CC	and
the	DT	the
reason	NN	reason
that	RB	that
'	POS	'
s	NN	S
important	JJ	important
is	VBZ	be
that	IN	that
there	EX	there
are	VBP	be
lots	NNS	lot
of	IN	of
47s	JJ	<unknown>
out	RB	out
there	RB	there
.	SENT	.
And	CC	and
so	IN	so
it	PP	it
'	POS	'
s	NN	S
really	RB	really
important	JJ	important
to	TO	to
know	VB	know
if	IN	if
the	DT	the
47	CD	@card@
that	IN	that
you	PP	you
'	''	'
re	IN	re
considering	VBG	consider
giving	VBG	give
100	CD	@card@
million	CD	million
dollars	NNS	dollar
to	TO	to
is	VBZ	be
a	DT	a
good	JJ	good
shooter	NN	shooter
who	WP	who
takes	VBZ	take
bad	JJ	bad
shots	NNS	shot
or	CC	or
a	DT	a
bad	JJ	bad
shooter	NN	shooter
who	WP	who
takes	VBZ	take
good	JJ	good
shots	NNS	shot
.	SENT	.
Machine	NN	machine
understanding	NN	understanding
doesn	NN	<unknown>
'	POS	'
t	NN	t
just	RB	just
change	VB	change
how	WRB	how
we	PP	we
look	VBP	look
at	IN	at
players	NNS	player
,	,	,
it	PP	it
changes	VBZ	change
how	WRB	how
we	PP	we
look	VBP	look
at	IN	at
the	DT	the
game	NN	game
.	SENT	.
So	RB	so
there	EX	there
was	VBD	be
this	DT	this
very	RB	very
exciting	JJ	exciting
game	NN	game
a	DT	a
couple	NN	couple
of	IN	of
years	NNS	year
ago	RB	ago
,	,	,
in	IN	in
the	DT	the
NBA	NP	NBA
finals	NNS	final
.	SENT	.
Miami	NP	Miami
was	VBD	be
down	RB	down
by	IN	by
three	CD	three
,	,	,
there	EX	there
was	VBD	be
20	CD	@card@
seconds	NNS	second
left	VBD	leave
.	SENT	.
They	PP	they
were	VBD	be
about	RB	about
to	TO	to
lose	VB	lose
the	DT	the
championship	NN	championship
.	SENT	.
A	DT	a
gentleman	NN	gentleman
named	VBN	name
LeBron	NP	LeBron
James	NP	James
came	VBD	come
up	RP	up
and	CC	and
he	PP	he
took	VBD	take
a	DT	a
three	CD	three
to	TO	to
tie	VB	tie
.	SENT	.
He	PP	he
missed	VBD	miss
.	SENT	.
His	PP$	his
teammate	NN	teammate
Chris	NP	Chris
Bosh	NP	Bosh
got	VBD	get
a	DT	a
rebound	NN	rebound
,	,	,
passed	VBD	pass
it	PP	it
to	TO	to
another	DT	another
teammate	NN	teammate
named	VBN	name
Ray	NP	Ray
Allen	NP	Allen
.	SENT	.
He	PP	he
sank	VBD	sink
a	DT	a
three	CD	three
.	SENT	.
It	PP	it
went	VBD	go
into	IN	into
overtime	NN	overtime
.	SENT	.
They	PP	they
won	VBD	win
the	DT	the
game	NN	game
.	SENT	.
They	PP	they
won	VBD	win
the	DT	the
championship	NN	championship
.	SENT	.
It	PP	it
was	VBD	be
one	CD	one
of	IN	of
the	DT	the
most	RBS	most
exciting	JJ	exciting
games	NNS	game
in	IN	in
basketball	NN	basketball
.	SENT	.
And	CC	and
our	PP$	our
ability	NN	ability
to	TO	to
know	VB	know
the	DT	the
shot	NN	shot
probability	NN	probability
for	IN	for
every	DT	every
player	NN	player
at	IN	at
every	DT	every
second	JJ	second
,	,	,
and	CC	and
the	DT	the
likelihood	NN	likelihood
of	IN	of
them	PP	them
getting	VBG	get
a	DT	a
rebound	NN	rebound
at	IN	at
every	DT	every
second	NN	second
can	MD	can
illuminate	VB	illuminate
this	DT	this
moment	NN	moment
in	IN	in
a	DT	a
way	NN	way
that	IN	that
we	PP	we
never	RB	never
could	MD	could
before	RB	before
.	SENT	.
Now	RB	now
unfortunately	RB	unfortunately
,	,	,
I	PP	I
can	MD	can
'	''	'
t	NN	t
show	VBP	show
you	PP	you
that	DT	that
video	NN	video
.	SENT	.
But	CC	but
for	IN	for
you	PP	you
,	,	,
we	PP	we
recreated	VBD	recreate
that	DT	that
moment	NN	moment
at	IN	at
our	PP$	our
weekly	JJ	weekly
basketball	NN	basketball
game	NN	game
about	IN	about
3	CD	@card@
weeks	NNS	week
ago	RB	ago
.	SENT	.
And	CC	and
we	PP	we
recreated	VBD	recreate
the	DT	the
tracking	NN	tracking
that	WDT	that
led	VBD	lead
to	TO	to
the	DT	the
insights	NNS	insight
.	SENT	.
So	RB	so
,	,	,
here	RB	here
is	VBZ	be
us	PP	us
.	SENT	.
This	DT	this
is	VBZ	be
Chinatown	NP	Chinatown
in	IN	in
Los	NP	Los
Angeles	NP	Angeles
,	,	,
a	DT	a
park	NN	park
we	PP	we
play	VBP	play
at	IN	at
every	DT	every
week	NN	week
,	,	,
and	CC	and
that	IN	that
'	POS	'
s	NN	S
us	PP	us
recreating	VBG	recreate
the	DT	the
Ray	NP	Ray
Allen	NP	Allen
moment	NN	moment
and	CC	and
all	PDT	all
the	DT	the
tracking	NN	tracking
that	RB	that
'	POS	'
s	NNS	<unknown>
associated	VBN	associate
with	IN	with
it	PP	it
.	SENT	.
So	RB	so
,	,	,
here	RB	here
'	''	'
s	VBG	<unknown>
the	DT	the
shot	NN	shot
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
show	VB	show
you	PP	you
that	IN	that
moment	NN	moment
and	CC	and
all	PDT	all
the	DT	the
insights	NNS	insight
of	IN	of
that	DT	that
moment	NN	moment
.	SENT	.
The	DT	the
only	JJ	only
difference	NN	difference
is	VBZ	be
,	,	,
instead	RB	instead
of	IN	of
the	DT	the
professional	JJ	professional
players	NNS	player
,	,	,
it	PP	it
'	POS	'
s	NN	S
us	PP	us
,	,	,
and	CC	and
instead	RB	instead
of	IN	of
a	DT	a
professional	JJ	professional
announcer	NN	announcer
,	,	,
it	PP	it
'	POS	'
s	NN	S
me	PP	me
.	SENT	.
So	RB	so
,	,	,
bear	VBP	bear
with	IN	with
me	PP	me
.	SENT	.
Miami	NP	Miami
.	SENT	.
Down	RB	down
three	CD	three
.	SENT	.
Twenty	CD	twenty
seconds	NNS	second
left	VBD	leave
.	SENT	.
Jeff	NP	Jeff
brings	VBZ	bring
up	RP	up
the	DT	the
ball	NN	ball
.	SENT	.
Josh	NP	Josh
catches	VBZ	catch
,	,	,
puts	VBZ	put
up	RP	up
a	DT	a
three	CD	three
!	SENT	!
[	SYM	[
Calculating	VBG	calculate
shot	JJ	shot
probability	NN	probability
]	SYM	]
[	SYM	[
Shot	JJ	shot
quality	NN	quality
]	SYM	]
[	SYM	[
Rebound	NN	rebound
probability	NN	probability
]	SYM	]
Won	NP	Won
'	POS	'
t	NN	t
go	NN	go
!	SENT	!
[	SYM	[
Rebound	NN	rebound
probability	NN	probability
]	SYM	]
Rebound	NN	rebound
,	,	,
Noel	NP	Noel
.	SENT	.
Back	RB	back
to	TO	to
Daria	NP	Daria
.	SENT	.
[	SYM	[
Shot	JJ	shot
quality	NN	quality
]	SYM	]
Her	PP$	her
three-pointer	NN	three-pointer
—	:	-
bang	NN	bang
!	SENT	!
Tie	NN	tie
game	NN	game
with	IN	with
five	CD	five
seconds	NNS	second
left	VBD	leave
.	SENT	.
The	DT	the
crowd	NN	crowd
goes	VBZ	go
wild	JJ	wild
.	SENT	.
That	IN	that
'	POS	'
s	NNS	<unknown>
roughly	RB	roughly
how	WRB	how
it	PP	it
happened	VBD	happen
.	SENT	.
Roughly	RB	roughly
.	SENT	.
That	DT	that
moment	NN	moment
had	VBD	have
about	RB	about
a	DT	a
nine	CD	nine
percent	NN	percent
chance	NN	chance
of	IN	of
happening	VBG	happen
in	IN	in
the	DT	the
NBA	NP	NBA
and	CC	and
we	PP	we
know	VBP	know
that	IN	that
and	CC	and
a	DT	a
great	JJ	great
many	JJ	many
other	JJ	other
things	NNS	thing
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
not	RB	not
going	VBG	go
to	TO	to
tell	VB	tell
you	PP	you
how	WRB	how
many	JJ	many
times	NNS	time
it	PP	it
took	VBD	take
us	PP	us
to	TO	to
make	VB	make
that	DT	that
happen	VB	happen
.	SENT	.
Okay	RB	okay
,	,	,
I	PP	I
will	MD	will
!	SENT	!
It	PP	it
was	VBD	be
four	CD	four
.	SENT	.
Way	NN	way
to	TO	to
go	VB	go
,	,	,
Daria	NP	Daria
.	SENT	.
But	CC	but
the	DT	the
important	JJ	important
thing	NN	thing
about	IN	about
that	DT	that
video	NN	video
and	CC	and
the	DT	the
insights	NNS	insight
we	PP	we
have	VBP	have
for	IN	for
every	DT	every
second	NN	second
of	IN	of
every	DT	every
NBA	NP	NBA
game	NN	game
—	:	-
it	PP	it
'	POS	'
s	NN	S
not	RB	not
that	RB	that
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
the	DT	the
fact	NN	fact
you	PP	you
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
to	TO	to
be	VB	be
a	DT	a
professional	JJ	professional
team	NN	team
to	TO	to
track	VB	track
movement	NN	movement
.	SENT	.
You	PP	you
do	VBP	do
not	RB	not
have	VB	have
to	TO	to
be	VB	be
a	DT	a
professional	JJ	professional
player	NN	player
to	TO	to
get	VB	get
insights	NNS	insight
about	IN	about
movement	NN	movement
.	SENT	.
In	IN	in
fact	NN	fact
,	,	,
it	PP	it
doesn	NNS	<unknown>
'	POS	'
t	NN	t
even	RB	even
have	VBP	have
to	TO	to
be	VB	be
about	IN	about
sports	NNS	sport
because	IN	because
we	PP	we
'	POS	'
re	NN	re
moving	VBG	move
everywhere	RB	everywhere
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
moving	VBG	move
in	IN	in
our	PP$	our
homes	NNS	home
,	,	,
in	IN	in
our	PP$	our
offices	NNS	office
,	,	,
as	IN	as
we	PP	we
shop	VBP	shop
and	CC	and
we	PP	we
travel	VBP	travel
throughout	IN	throughout
our	PP$	our
cities	NNS	city
and	CC	and
around	IN	around
our	PP$	our
world	NN	world
.	SENT	.
What	WP	what
will	MD	will
we	PP	we
know	VB	know
?	SENT	?
What	WP	what
will	MD	will
we	PP	we
learn	VB	learn
?	SENT	?
Perhaps	RB	perhaps
,	,	,
instead	RB	instead
of	IN	of
identifying	VBG	identify
pick-and-rolls	NNS	pick-and-roll
,	,	,
a	DT	a
machine	NN	machine
can	MD	can
identify	VB	identify
the	DT	the
moment	NN	moment
and	CC	and
let	VB	let
me	PP	me
know	VB	know
when	WRB	when
my	PP$	my
daughter	NN	daughter
takes	VBZ	take
her	PP$	her
first	JJ	first
steps	NNS	step
.	SENT	.
Which	WDT	which
could	MD	could
literally	RB	literally
be	VB	be
happening	VBG	happen
any	DT	any
second	NN	second
now	RB	now
.	SENT	.
Perhaps	RB	perhaps
we	PP	we
can	MD	can
learn	VB	learn
to	TO	to
better	RBR	well
use	VB	use
our	PP$	our
buildings	NNS	building
,	,	,
better	JJR	good
plan	NN	plan
our	PP$	our
cities	NNS	city
.	SENT	.
I	PP	I
believe	VBP	believe
that	IN	that
with	IN	with
the	DT	the
development	NN	development
of	IN	of
the	DT	the
science	NN	science
of	IN	of
moving	VBG	move
dots	NNS	dot
,	,	,
we	PP	we
will	MD	will
move	VB	move
better	RBR	well
,	,	,
we	PP	we
will	MD	will
move	VB	move
smarter	RBR	smarter
,	,	,
we	PP	we
will	MD	will
move	VB	move
forward	RB	forward
.	SENT	.
Thank	VB	thank
you	PP	you
very	RB	very
much	RB	much
.	SENT	.
