Everybody	NN	everybody
TTField	NP	TTField
treatment	NN	treatment
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
therapy	NN	therapy
that	WDT	that
takes	VBZ	take
time	NN	time
to	TO	to
work	VB	work
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
a	DT	a
medical	JJ	medical
device	NN	device
;	:	;
it	PP	it
works	VBZ	work
when	WRB	when
it	PP	it
'	POS	'
s	NN	S
on	RB	on
.	SENT	.
But	CC	but
what	WP	what
we	PP	we
can	MD	can
see	VB	see
is	VBZ	be
,	,	,
by	IN	by
month	NN	month
six	CD	six
,	,	,
the	DT	the
tumor	NN	tumor
has	VBZ	have
responded	VBN	respond
and	CC	and
it	PP	it
'	POS	'
s	NNS	<unknown>
begun	VBN	begin
to	TO	to
melt	VB	melt
away	RB	away
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
still	RB	still
there	RB	there
.	SENT	.
By	IN	by
month	NN	month
12	CD	@card@
,	,	,
we	PP	we
could	MD	could
argue	VB	argue
whether	IN	whether
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
little	JJ	little
bit	NN	bit
of	IN	of
material	NN	material
around	IN	around
the	DT	the
edges	NNS	edge
,	,	,
but	CC	but
it	PP	it
'	POS	'
s	NN	S
essentially	RB	essentially
completely	RB	completely
gone	VBN	go
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
now	RB	now
five	CD	five
years	NNS	year
since	IN	since
Robert	NP	Robert
'	POS	'
s	NN	S
diagnosis	NN	diagnosis
,	,	,
and	CC	and
he	PP	he
'	POS	'
s	NNS	<unknown>
alive	JJ	alive
,	,	,
but	CC	but
importantly	RB	importantly
,	,	,
he	PP	he
'	POS	'
s	JJ	<unknown>
healthy	JJ	healthy
and	CC	and
he	PP	he
'	POS	'
s	NN	S
at	IN	at
work	NN	work
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
let	VB	let
him	PP	him
,	,	,
in	IN	in
this	DT	this
very	RB	very
short	JJ	short
clip	NN	clip
,	,	,
describe	VB	describe
his	PP$	his
impressions	NNS	impression
of	IN	of
the	DT	the
therapy	NN	therapy
in	IN	in
his	PP$	his
own	JJ	own
words	NNS	word
.	SENT	.
Robert	NP	Robert
Dill-Bundi	NP	Dill-Bundi
:	:	:
My	PP$	my
quality	NN	quality
of	IN	of
life	NN	life
,	,	,
I	PP	I
rate	VBP	rate
what	WP	what
I	PP	I
have	VBP	have
today	NN	today
a	DT	a
bit	NN	bit
different	JJ	different
than	IN	than
what	WP	what
most	JJS	most
people	NNS	people
would	MD	would
assume	VB	assume
.	SENT	.
I	PP	I
am	VBP	be
the	DT	the
happiest	JJS	happy
,	,	,
the	DT	the
happiest	JJS	happy
person	NN	person
in	IN	in
the	DT	the
world	NN	world
.	SENT	.
And	CC	and
every	DT	every
single	JJ	single
morning	NN	morning
I	PP	I
appreciate	VBP	appreciate
life	NN	life
.	SENT	.
Every	DT	every
night	NN	night
I	PP	I
fall	VBP	fall
asleep	RB	asleep
very	RB	very
well	RB	well
,	,	,
and	CC	and
I	PP	I
am	VBP	be
,	,	,
I	PP	I
repeat	VBP	repeat
,	,	,
the	DT	the
happiest	JJS	happy
man	NN	man
in	IN	in
the	DT	the
world	NN	world
,	,	,
and	CC	and
I	PP	I
'	POS	'
m	NN	m
thankful	JJ	thankful
I	PP	I
am	VBP	be
alive	JJ	alive
.	SENT	.
BD	NN	BD
:	:	:
Novocure	NP	<unknown>
'	POS	'
s	NN	S
also	RB	also
working	VBG	work
on	IN	on
lung	NN	lung
cancer	NN	cancer
as	IN	as
the	DT	the
second	JJ	second
target	NN	target
.	SENT	.
We	PP	we
'	POS	'
ve	NNS	<unknown>
run	VBP	run
a	DT	a
phase	NN	phase
two	CD	two
trial	NN	trial
in	IN	in
Switzerland	NP	Switzerland
on	IN	on
,	,	,
again	RB	again
,	,	,
recurrent	JJ	recurrent
patients	NNS	patient
â	NP	<unknown>
patients	NNS	patient
who	WP	who
have	VBP	have
received	VBN	receive
standard	JJ	standard
therapy	NN	therapy
and	CC	and
whose	WP$	whose
cancer	NN	cancer
has	VBZ	have
come	VBN	come
back	RB	back
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
show	VB	show
you	PP	you
another	DT	another
clip	NN	clip
of	IN	of
a	DT	a
woman	NN	woman
named	VBN	name
Lydia	NP	Lydia
.	SENT	.
Lydia	NP	Lydia
'	POS	'
s	NN	S
a	DT	a
66	CD	@card@
year-old	JJ	year-old
farmer	NN	farmer
in	IN	in
Switzerland	NP	Switzerland
.	SENT	.
She	PP	she
was	VBD	be
diagnosed	VBN	diagnose
with	IN	with
lung	NN	lung
cancer	NN	cancer
five	CD	five
years	NNS	year
ago	RB	ago
.	SENT	.
She	PP	she
underwent	VBD	undergo
four	CD	four
different	JJ	different
regimes	NNS	regime
of	IN	of
chemotherapy	NN	chemotherapy
over	IN	over
two	CD	two
years	NNS	year
,	,	,
none	NN	none
of	IN	of
which	WDT	which
had	VBD	have
an	DT	an
effect	NN	effect
.	SENT	.
Her	PP$	her
cancer	NN	cancer
continued	VBD	continue
to	TO	to
grow	VB	grow
.	SENT	.
Three	CD	three
years	NNS	year
ago	RB	ago
,	,	,
she	PP	she
entered	VBD	enter
the	DT	the
Novocure	NP	<unknown>
lung	NN	lung
cancer	NN	cancer
trial	NN	trial
.	SENT	.
You	PP	you
can	MD	can
see	VB	see
,	,	,
in	IN	in
her	PP$	her
case	NN	case
,	,	,
she	PP	she
'	POS	'
s	NN	S
wearing	VBG	wear
her	PP$	her
transducer	NN	transducer
arrays	NNS	array
,	,	,
one	CD	one
of	IN	of
the	DT	the
front	NN	front
of	IN	of
her	PP$	her
chest	NN	chest
,	,	,
one	CD	one
on	IN	on
the	DT	the
back	NN	back
,	,	,
and	CC	and
then	RB	then
the	DT	the
second	JJ	second
pair	NN	pair
side-to-side	NN	side-to-side
over	IN	over
the	DT	the
liver	NN	liver
.	SENT	.
You	PP	you
can	MD	can
see	VB	see
the	DT	the
Tumor	NN	tumor
Treating	VBG	treat
Field	NP	Field
field	NN	field
generator	NN	generator
,	,	,
but	CC	but
importantly	RB	importantly
you	PP	you
can	MD	can
also	RB	also
see	VB	see
that	IN	that
she	PP	she
is	VBZ	be
living	VBG	live
her	PP$	her
life	NN	life
.	SENT	.
She	PP	she
is	VBZ	be
managing	VBG	manage
her	PP$	her
farm	NN	farm
.	SENT	.
She	NN	she
'	POS	'
s	NNS	<unknown>
interacting	VBG	interact
with	IN	with
her	PP$	her
kids	NNS	kid
and	CC	and
her	PP$	her
grand	JJ	grand
kids	NNS	kid
.	SENT	.
And	CC	and
when	WRB	when
we	PP	we
talked	VBD	talk
to	TO	to
her	PP	her
,	,	,
she	PP	she
said	VBD	say
that	IN	that
when	WRB	when
she	PP	she
was	VBD	be
undergoing	VBG	undergo
chemotherapy	NN	chemotherapy
,	,	,
she	PP	she
had	VBD	have
to	TO	to
go	VB	go
to	TO	to
the	DT	the
hospital	NN	hospital
every	DT	every
month	NN	month
for	IN	for
her	PP$	her
infusions	NNS	infusion
.	SENT	.
Her	PP$	her
whole	JJ	whole
family	NN	family
suffered	VBN	suffer
as	IN	as
her	PP$	her
side	NN	side
effect	NN	effect
profile	NN	profile
came	VBD	come
and	CC	and
went	VBD	go
.	SENT	.
Now	RB	now
she	PP	she
can	MD	can
run	VB	run
all	DT	all
of	IN	of
the	DT	the
activities	NNS	activity
of	IN	of
her	PP$	her
farm	NN	farm
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
only	RB	only
the	DT	the
beginning	NN	beginning
.	SENT	.
In	IN	in
the	DT	the
lab	NN	lab
,	,	,
we	PP	we
'	POS	'
ve	NN	ve
observed	VBD	observe
tremendous	JJ	tremendous
synergies	NNS	synergy
between	IN	between
chemotherapy	NN	chemotherapy
and	CC	and
Tumor	NN	tumor
Treating	VBG	treat
Fields	NPS	Fields
.	SENT	.
There	EX	there
'	POS	'
s	NN	S
research	NN	research
underway	JJ	underway
now	RB	now
at	IN	at
Harvard	NP	Harvard
Medical	NP	Medical
School	NP	School
to	TO	to
pick	VB	pick
the	DT	the
optimum	JJ	optimum
pairs	NNS	pair
to	TO	to
maximize	VB	maximize
that	DT	that
benefit	NN	benefit
.	SENT	.
We	PP	we
also	RB	also
believe	VBP	believe
that	IN	that
Tumor	NN	tumor
Treating	VBG	treat
Fields	NPS	Fields
will	MD	will
work	VB	work
with	IN	with
radiation	NN	radiation
and	CC	and
interrupt	VB	interrupt
the	DT	the
self-repair	JJ	<unknown>
mechanisms	NNS	mechanism
that	IN	that
we	PP	we
have	VBP	have
.	SENT	.
There	EX	there
'	POS	'
s	NN	S
now	RB	now
a	DT	a
new	JJ	new
research	NN	research
project	NN	project
underway	JJ	underway
at	IN	at
the	DT	the
Karolinska	NP	Karolinska
in	IN	in
Sweden	NP	Sweden
to	TO	to
prove	VB	prove
that	DT	that
hypothesis	NN	hypothesis
.	SENT	.
We	PP	we
have	VBP	have
more	JJR	more
trials	NNS	trial
planned	VBN	plan
for	IN	for
lung	NN	lung
cancer	NN	cancer
,	,	,
pancreatic	JJ	pancreatic
cancer	NN	cancer
,	,	,
ovarian	JJ	ovarian
cancer	NN	cancer
and	CC	and
breast	NN	breast
cancer	NN	cancer
.	SENT	.
And	CC	and
I	PP	I
firmly	RB	firmly
believe	VBP	believe
that	IN	that
in	IN	in
the	DT	the
next	JJ	next
10	CD	@card@
years	NNS	year
Tumor	NN	tumor
Treating	VBG	treat
Fields	NPS	Fields
will	MD	will
be	VB	be
a	DT	a
weapon	NN	weapon
available	JJ	available
to	TO	to
doctors	NNS	doctor
and	CC	and
patients	NNS	patient
for	IN	for
all	DT	all
of	IN	of
these	DT	these
most-difficult-to-treat	JJ	<unknown>
solid	JJ	solid
tumors	NNS	tumor
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
also	RB	also
very	RB	very
hopeful	JJ	hopeful
that	IN	that
in	IN	in
the	DT	the
next	JJ	next
decades	NNS	decade
,	,	,
we	PP	we
will	MD	will
make	VB	make
big	JJ	big
strides	NNS	stride
on	IN	on
reducing	VBG	reduce
that	DT	that
death	NN	death
rate	NN	rate
that	WDT	that
has	VBZ	have
been	VBN	be
so	RB	so
challenging	VBG	challenge
in	IN	in
this	DT	this
disease	NN	disease
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
