Let	VB	let
cities	NNS	city
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
because	IN	because
Gandhi	NP	Gandhi
believed	VBD	believe
in	IN	in
villages	NNS	village
and	CC	and
because	IN	because
the	DT	the
British	NP	British
ruled	VBD	rule
from	IN	from
the	DT	the
cities	NNS	city
,	,	,
therefore	RB	therefore
Nehru	NP	Nehru
thought	VBD	think
of	IN	of
New	NP	New
Delhi	NP	Delhi
as	IN	as
an	DT	an
un-Indian	JJ	un-Indian
city	NN	city
.	SENT	.
For	IN	for
a	DT	a
long	JJ	long
time	NN	time
we	PP	we
have	VBP	have
neglected	VBN	neglect
our	PP$	our
cities	NNS	city
.	SENT	.
And	CC	and
that	WDT	that
is	VBZ	be
reflected	VBN	reflect
in	IN	in
the	DT	the
kinds	NNS	kind
of	IN	of
situations	NNS	situation
that	IN	that
you	PP	you
see	VBP	see
.	SENT	.
But	CC	but
today	NN	today
,	,	,
finally	RB	finally
,	,	,
after	IN	after
economic	JJ	economic
reforms	NNS	reform
,	,	,
and	CC	and
economic	JJ	economic
growth	NN	growth
,	,	,
I	PP	I
think	VBP	think
the	DT	the
notion	NN	notion
that	IN	that
cities	NNS	city
are	VBP	be
engines	NNS	engine
of	IN	of
economic	JJ	economic
growth	NN	growth
,	,	,
cities	NNS	city
are	VBP	be
engines	NNS	engine
of	IN	of
creativity	NN	creativity
,	,	,
cities	NNS	city
are	VBP	be
engines	NNS	engine
of	IN	of
innovation	NN	innovation
,	,	,
have	VBP	have
finally	RB	finally
been	VBN	be
accepted	VBN	accept
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
now	RB	now
you	PP	you
'	''	'
re	IN	re
seeing	VBG	see
the	DT	the
move	NN	move
towards	IN	towards
improving	VBG	improve
our	PP$	our
cities	NNS	city
.	SENT	.
Again	RB	again
,	,	,
an	DT	an
idea	NN	idea
which	WDT	which
is	VBZ	be
arrived	VBN	arrive
,	,	,
but	CC	but
not	RB	not
yet	RB	yet
implemented	VBN	implement
.	SENT	.
The	DT	the
final	JJ	final
thing	NN	thing
is	VBZ	be
the	DT	the
notion	NN	notion
of	IN	of
India	NP	India
as	IN	as
a	DT	a
single	JJ	single
market	NN	market
—	:	-
because	IN	because
when	WRB	when
you	PP	you
didn	NP	<unknown>
'	POS	'
t	NN	t
think	VBP	think
of	IN	of
India	NP	India
as	IN	as
a	DT	a
market	NN	market
,	,	,
you	PP	you
didn	NNS	<unknown>
'	POS	'
t	NN	t
really	RB	really
bother	VB	bother
about	IN	about
a	DT	a
single	JJ	single
market	NN	market
,	,	,
because	IN	because
it	PP	it
didn	NN	<unknown>
'	POS	'
t	NN	t
really	RB	really
matter	NN	matter
.	SENT	.
And	CC	and
therefore	RB	therefore
you	PP	you
had	VBD	have
a	DT	a
situation	NN	situation
where	WRB	where
every	DT	every
state	NN	state
had	VBD	have
its	PP$	its
own	JJ	own
market	NN	market
for	IN	for
products	NNS	product
.	SENT	.
Every	DT	every
province	NN	province
had	VBD	have
its	PP$	its
own	JJ	own
market	NN	market
for	IN	for
agriculture	NN	agriculture
.	SENT	.
Increasingly	RB	increasingly
now	RB	now
the	DT	the
policies	NNS	policy
of	IN	of
taxation	NN	taxation
and	CC	and
infrastructure	NN	infrastructure
and	CC	and
all	PDT	all
that	DT	that
,	,	,
are	VBP	be
moving	VBG	move
towards	IN	towards
creating	VBG	create
India	NP	India
as	IN	as
a	DT	a
single	JJ	single
market	NN	market
.	SENT	.
So	RB	so
there	EX	there
is	VBZ	be
a	DT	a
form	NN	form
of	IN	of
internal	JJ	internal
globalization	NN	globalization
which	WDT	which
is	VBZ	be
happening	VBG	happen
,	,	,
which	WDT	which
is	VBZ	be
as	RB	as
important	JJ	important
as	IN	as
external	JJ	external
globalization	NN	globalization
.	SENT	.
These	DT	these
four	CD	four
factors	NNS	factor
I	PP	I
believe	VBP	believe
—	:	-
the	DT	the
ones	NNS	one
of	IN	of
primary	JJ	primary
education	NN	education
,	,	,
infrastructure	NN	infrastructure
,	,	,
urbanization	NN	urbanization
,	,	,
and	CC	and
single	JJ	single
market	NN	market
—	:	-
in	IN	in
my	PP$	my
view	NN	view
are	VBP	be
ideas	NNS	idea
in	IN	in
India	NP	India
which	WDT	which
have	VBP	have
been	VBN	be
accepted	VBN	accept
,	,	,
but	CC	but
not	RB	not
implemented	VBN	implement
.	SENT	.
Then	RB	then
we	PP	we
have	VBP	have
what	WP	what
I	PP	I
believe	VBP	believe
are	VBP	be
the	DT	the
ideas	NNS	idea
in	IN	in
conflict	NN	conflict
.	SENT	.
The	DT	the
ideas	NNS	idea
that	WDT	that
we	PP	we
argue	VBP	argue
about	RB	about
.	SENT	.
These	DT	these
are	VBP	be
the	DT	the
arguments	NNS	argument
we	PP	we
have	VBP	have
which	WDT	which
cause	NN	cause
gridlock	NN	gridlock
.	SENT	.
What	WP	what
are	VBP	be
those	DT	those
ideas	NNS	idea
?	SENT	?
One	PP	one
is	VBZ	be
,	,	,
I	PP	I
think	VBP	think
,	,	,
are	VBP	be
ideological	JJ	ideological
issues	NNS	issue
.	SENT	.
Because	IN	because
of	IN	of
the	DT	the
historical	JJ	historical
Indian	JJ	Indian
background	NN	background
,	,	,
in	IN	in
the	DT	the
caste	NN	caste
system	NN	system
,	,	,
and	CC	and
because	IN	because
of	IN	of
the	DT	the
fact	NN	fact
that	IN	that
there	EX	there
have	VBP	have
been	VBN	be
many	JJ	many
people	NNS	people
who	WP	who
have	VBP	have
been	VBN	be
left	VBN	leave
out	RP	out
in	IN	in
the	DT	the
cold	NN	cold
,	,	,
a	DT	a
lot	NN	lot
of	IN	of
the	DT	the
politics	NNS	politics
is	VBZ	be
about	RB	about
how	WRB	how
to	TO	to
make	VB	make
sure	JJ	sure
that	IN	that
we	PP	we
'	POS	'
ll	NN	ll
address	NN	address
that	RB	that
.	SENT	.
And	CC	and
it	PP	it
leads	VBZ	lead
to	TO	to
reservations	NNS	reservation
and	CC	and
other	JJ	other
techniques	NNS	technique
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
also	RB	also
related	VBN	relate
to	TO	to
the	DT	the
way	NN	way
that	IN	that
we	PP	we
subsidize	VB	subsidize
our	PP$	our
people	NNS	people
,	,	,
and	CC	and
all	PDT	all
the	DT	the
left	JJ	left
and	CC	and
right	JJ	right
arguments	NNS	argument
that	IN	that
we	PP	we
have	VBP	have
.	SENT	.
A	DT	a
lot	NN	lot
of	IN	of
the	DT	the
Indian	JJ	Indian
problems	NNS	problem
are	VBP	be
related	VBN	relate
to	TO	to
the	DT	the
ideology	NN	ideology
of	IN	of
caste	NN	caste
and	CC	and
other	JJ	other
things	NNS	thing
.	SENT	.
This	DT	this
policy	NN	policy
is	VBZ	be
causing	VBG	cause
gridlock	NN	gridlock
.	SENT	.
This	DT	this
is	VBZ	be
one	CD	one
of	IN	of
the	DT	the
factors	NNS	factor
which	WDT	which
needs	VBZ	need
to	TO	to
be	VB	be
resolved	VBN	resolve
.	SENT	.
The	DT	the
second	JJ	second
one	CD	one
is	VBZ	be
the	DT	the
labor	NN	labor
policies	NNS	policy
that	IN	that
we	PP	we
have	VBP	have
,	,	,
which	WDT	which
make	VBP	make
it	PP	it
so	RB	so
difficult	JJ	difficult
for	IN	for
entrepreneurs	NNS	entrepreneur
to	TO	to
create	VB	create
standardized	JJ	standardized
jobs	NNS	job
in	IN	in
companies	NNS	company
,	,	,
that	DT	that
93	CD	@card@
percent	NN	percent
of	IN	of
Indian	JJ	Indian
labor	NN	labor
is	VBZ	be
in	IN	in
the	DT	the
unorganized	JJ	unorganized
sector	NN	sector
.	SENT	.
They	PP	they
have	VBP	have
no	DT	no
benefits	NNS	benefit
:	:	:
they	PP	they
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
social	JJ	social
security	NN	security
;	:	;
they	PP	they
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
pension	NN	pension
;	:	;
they	PP	they
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
healthcare	NN	<unknown>
;	:	;
none	NN	none
of	IN	of
those	DT	those
things	NNS	thing
.	SENT	.
This	DT	this
needs	VBZ	need
to	TO	to
be	VB	be
fixed	VBN	fix
because	IN	because
unless	IN	unless
you	PP	you
can	MD	can
bring	VB	bring
these	DT	these
people	NNS	people
into	IN	into
the	DT	the
formal	JJ	formal
workforce	NN	workforce
,	,	,
you	PP	you
will	MD	will
end	VB	end
up	RP	up
creating	VBG	create
a	DT	a
whole	JJ	whole
lot	NN	lot
of	IN	of
people	NNS	people
who	WP	who
are	VBP	be
completely	RB	completely
disenfranchised	VBN	disenfranchise
.	SENT	.
Therefore	RB	therefore
we	PP	we
need	VBP	need
to	TO	to
create	VB	create
a	DT	a
new	JJ	new
set	NN	set
of	IN	of
labor	NN	labor
laws	NNS	law
,	,	,
which	WDT	which
are	VBP	be
not	RB	not
as	RB	as
onerous	JJ	onerous
as	IN	as
they	PP	they
are	VBP	be
today	NN	today
.	SENT	.
At	IN	at
the	DT	the
same	JJ	same
time	NN	time
give	VB	give
a	DT	a
policy	NN	policy
for	IN	for
a	DT	a
lot	NN	lot
more	JJR	more
people	NNS	people
to	TO	to
be	VB	be
in	IN	in
the	DT	the
formal	JJ	formal
sector	NN	sector
,	,	,
and	CC	and
create	VB	create
the	DT	the
jobs	NNS	job
for	IN	for
the	DT	the
millions	NNS	million
of	IN	of
people	NNS	people
that	IN	that
we	PP	we
need	VBP	need
to	TO	to
create	VB	create
jobs	NNS	job
for	IN	for
.	SENT	.
The	DT	the
third	JJ	third
thing	NN	thing
is	VBZ	be
our	PP$	our
higher	JJR	high
education	NN	education
.	SENT	.
Indian	JJ	Indian
higher	JJR	high
education	NN	education
is	VBZ	be
completely	RB	completely
regulated	VBN	regulate
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
very	RB	very
difficult	JJ	difficult
to	TO	to
start	VB	start
a	DT	a
private	JJ	private
university	NN	university
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
very	RB	very
difficult	JJ	difficult
for	IN	for
a	DT	a
foreign	JJ	foreign
university	NN	university
to	TO	to
come	VB	come
to	TO	to
India	NP	India
.	SENT	.
As	IN	as
a	DT	a
result	NN	result
of	IN	of
that	WDT	that
our	PP$	our
higher	JJR	high
education	NN	education
is	VBZ	be
simply	RB	simply
not	RB	not
keeping	VBG	keep
pace	NN	pace
with	IN	with
India	NP	India
'	POS	'
s	NN	S
demands	NNS	demand
.	SENT	.
That	DT	that
is	VBZ	be
leading	VBG	lead
to	TO	to
a	DT	a
lot	NN	lot
of	IN	of
problems	NNS	problem
which	WDT	which
we	PP	we
need	VBP	need
to	TO	to
address	VB	address
.	SENT	.
But	CC	but
most	RBS	most
important	JJ	important
I	PP	I
believe	VBP	believe
are	VBP	be
the	DT	the
ideas	NNS	idea
we	PP	we
need	VBP	need
to	TO	to
anticipate	VB	anticipate
.	SENT	.
Here	RB	here
India	NP	India
can	MD	can
look	VB	look
at	IN	at
what	WP	what
is	VBZ	be
happening	VBG	happen
in	IN	in
the	DT	the
west	NN	west
and	CC	and
elsewhere	RB	elsewhere
,	,	,
and	CC	and
look	VB	look
at	IN	at
what	WP	what
needs	VBZ	need
to	TO	to
be	VB	be
done	VBN	do
.	SENT	.
The	DT	the
first	JJ	first
thing	NN	thing
is	VBZ	be
,	,	,
we	PP	we
'	POS	'
re	NN	re
very	RB	very
fortunate	JJ	fortunate
that	IN	that
technology	NN	technology
is	VBZ	be
at	IN	at
a	DT	a
point	NN	point
where	WRB	where
it	PP	it
is	VBZ	be
much	RB	much
more	RBR	more
advanced	JJ	advanced
than	IN	than
when	WRB	when
other	JJ	other
countries	NNS	country
had	VBD	have
the	DT	the
development	NN	development
.	SENT	.
So	RB	so
we	PP	we
can	MD	can
use	VB	use
technology	NN	technology
for	IN	for
governance	NN	governance
.	SENT	.
We	PP	we
can	MD	can
use	VB	use
technology	NN	technology
for	IN	for
direct	JJ	direct
benefits	NNS	benefit
.	SENT	.
We	PP	we
can	MD	can
use	VB	use
technology	NN	technology
for	IN	for
transparency	NN	transparency
,	,	,
and	CC	and
many	JJ	many
other	JJ	other
things	NNS	thing
.	SENT	.
The	DT	the
second	JJ	second
thing	NN	thing
is	VBZ	be
,	,	,
the	DT	the
health	NN	health
issue	NN	issue
.	SENT	.
India	NP	India
has	VBZ	have
equally	RB	equally
horrible	JJ	horrible
health	NN	health
problems	NNS	problem
of	IN	of
the	DT	the
higher	JJR	high
state	NN	state
of	IN	of
cardiac	JJ	cardiac
issue	NN	issue
,	,	,
the	DT	the
higher	JJR	high
state	NN	state
of	IN	of
diabetes	NN	diabetes
,	,	,
the	DT	the
higher	JJR	high
state	NN	state
of	IN	of
obesity	NN	obesity
.	SENT	.
So	RB	so
there	EX	there
is	VBZ	be
no	DT	no
point	NN	point
in	IN	in
replacing	VBG	replace
a	DT	a
set	NN	set
of	IN	of
poor	JJ	poor
country	NN	country
diseases	NNS	disease
with	IN	with
a	DT	a
set	NN	set
of	IN	of
rich	JJ	rich
country	NN	country
diseases	NNS	disease
.	SENT	.
Therefore	RB	therefore
we	PP	we
'	POS	'
re	NN	re
to	TO	to
rethink	VB	rethink
the	DT	the
whole	JJ	whole
way	NN	way
we	PP	we
look	VBP	look
at	IN	at
health	NN	health
.	SENT	.
We	PP	we
really	RB	really
need	VBP	need
to	TO	to
put	VB	put
in	IN	in
place	NN	place
a	DT	a
strategy	NN	strategy
so	RB	so
that	IN	that
we	PP	we
don	VB	don
'	''	'
t	NN	t
go	VB	go
to	TO	to
the	DT	the
other	JJ	other
extreme	NN	extreme
of	IN	of
health	NN	health
.	SENT	.
Similarly	RB	similarly
today	NN	today
in	IN	in
the	DT	the
West	JJ	West
you	PP	you
'	''	'
re	IN	re
seeing	VBG	see
the	DT	the
problem	NN	problem
of	IN	of
entitlement	NN	entitlement
—	:	-
the	DT	the
cost	NN	cost
of	IN	of
social	JJ	social
security	NN	security
,	,	,
the	DT	the
cost	NN	cost
of	IN	of
Medicare	NP	Medicare
,	,	,
the	DT	the
cost	NN	cost
of	IN	of
Medicaid	NP	Medicaid
.	SENT	.
Therefore	RB	therefore
when	WRB	when
you	PP	you
are	VBP	be
a	DT	a
young	JJ	young
country	NN	country
,	,	,
again	RB	again
you	PP	you
have	VBP	have
a	DT	a
chance	NN	chance
to	TO	to
put	VB	put
in	IN	in
place	NN	place
a	DT	a
modern	JJ	modern
pension	NN	pension
system	NN	system
so	IN	so
that	WDT	that
you	PP	you
don	VBP	don
'	''	'
t	NN	t
create	VB	create
entitlement	NN	entitlement
problems	NNS	problem
as	IN	as
you	PP	you
grow	VBP	grow
old	JJ	old
.	SENT	.
And	CC	and
then	RB	then
again	RB	again
,	,	,
India	NP	India
does	VBZ	do
not	RB	not
have	VB	have
the	DT	the
luxury	NN	luxury
of	IN	of
making	VBG	make
its	PP$	its
environment	NN	environment
dirty	JJ	dirty
,	,	,
because	IN	because
it	PP	it
has	VBZ	have
to	TO	to
marry	VB	marry
environment	NN	environment
and	CC	and
development	NN	development
.	SENT	.
Just	RB	just
to	TO	to
give	VB	give
an	DT	an
idea	NN	idea
,	,	,
the	DT	the
world	NN	world
has	VBZ	have
to	TO	to
stabilize	VB	stabilize
at	IN	at
something	NN	something
like	IN	like
20	CD	@card@
gigatons	NNS	<unknown>
per	IN	per
year	NN	year
.	SENT	.
On	IN	on
a	DT	a
population	NN	population
of	IN	of
nine	CD	nine
billion	NNS	billion
our	PP$	our
average	JJ	average
carbon	NN	carbon
emission	NN	emission
will	MD	will
have	VB	have
to	TO	to
be	VB	be
about	RB	about
two	CD	two
tons	NNS	ton
per	IN	per
year	NN	year
.	SENT	.
India	NP	India
is	VBZ	be
already	RB	already
at	IN	at
two	CD	two
tons	NNS	ton
per	IN	per
year	NN	year
.	SENT	.
But	CC	but
if	IN	if
India	NP	India
grows	VBZ	grow
at	IN	at
something	NN	something
like	IN	like
eight	CD	eight
percent	NN	percent
,	,	,
income	NN	income
per	IN	per
year	NN	year
per	IN	per
person	NN	person
will	MD	will
go	VB	go
to	TO	to
16	CD	@card@
times	NNS	time
by	IN	by
2050	CD	@card@
.	SENT	.
So	IN	so
we	PP	we
'	POS	'
re	NN	re
saying	NN	saying
:	:	:
income	NN	income
growing	VBG	grow
at	IN	at
16	CD	@card@
times	NNS	time
and	CC	and
no	DT	no
growth	NN	growth
in	IN	in
carbon	NN	carbon
.	SENT	.
Therefore	RB	therefore
we	PP	we
will	MD	will
fundamentally	RB	fundamentally
rethink	VB	rethink
the	DT	the
way	NN	way
we	PP	we
look	VBP	look
at	IN	at
the	DT	the
environment	NN	environment
,	,	,
the	DT	the
way	NN	way
we	PP	we
look	VBP	look
at	IN	at
energy	NN	energy
,	,	,
the	DT	the
way	NN	way
we	PP	we
create	VBP	create
whole	JJ	whole
new	JJ	new
paradigms	NNS	paradigm
of	IN	of
development	NN	development
.	SENT	.
Now	RB	now
why	WRB	why
does	VBZ	do
this	DT	this
matter	NN	matter
to	TO	to
you	PP	you
?	SENT	?
Why	WRB	why
does	VBZ	do
what	WP	what
'	POS	'
s	NNS	<unknown>
happening	VBG	happen
10	CD	@card@
thousand	CD	thousand
miles	NNS	mile
away	RB	away
matter	VBP	matter
to	TO	to
all	DT	all
of	IN	of
you	PP	you
?	SENT	?
Number	NN	number
one	CD	one
,	,	,
this	DT	this
matters	NNS	matter
because	IN	because
this	DT	this
represents	VBZ	represent
more	JJR	more
than	IN	than
a	DT	a
billion	NN	billion
people	NNS	people
.	SENT	.
A	DT	a
billion	NN	billion
people	NNS	people
,	,	,
1	CD	@card@
/	SYM	/
6th	JJ	6th
of	IN	of
the	DT	the
world	NN	world
population	NN	population
.	SENT	.
It	PP	it
matters	VBZ	matter
because	IN	because
this	DT	this
is	VBZ	be
a	DT	a
democracy	NN	democracy
.	SENT	.
And	CC	and
it	PP	it
is	VBZ	be
important	JJ	important
to	TO	to
prove	VB	prove
that	DT	that
growth	NN	growth
and	CC	and
democracy	NN	democracy
are	VBP	be
not	RB	not
incompatible	JJ	incompatible
,	,	,
that	IN	that
you	PP	you
can	MD	can
have	VB	have
a	DT	a
democracy	NN	democracy
,	,	,
that	WDT	that
you	PP	you
can	MD	can
have	VB	have
an	DT	an
open	JJ	open
society	NN	society
,	,	,
and	CC	and
you	PP	you
can	MD	can
have	VB	have
growth	NN	growth
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
important	JJ	important
because	IN	because
if	IN	if
you	PP	you
solve	VB	solve
these	DT	these
problems	NNS	problem
,	,	,
you	PP	you
can	MD	can
solve	VB	solve
the	DT	the
problems	NNS	problem
of	IN	of
poverty	NN	poverty
in	IN	in
the	DT	the
world	NN	world
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
important	JJ	important
because	IN	because
you	PP	you
need	VBP	need
it	PP	it
to	TO	to
solve	VB	solve
the	DT	the
world	NN	world
'	POS	'
s	JJ	<unknown>
environment	NN	environment
problems	NNS	problem
.	SENT	.
If	IN	if
we	PP	we
really	RB	really
want	VBP	want
to	TO	to
come	VB	come
to	TO	to
a	DT	a
point	NN	point
,	,	,
we	PP	we
really	RB	really
want	VBP	want
to	TO	to
put	VB	put
a	DT	a
cap	NN	cap
on	IN	on
our	PP$	our
carbon	NN	carbon
emission	NN	emission
,	,	,
we	PP	we
want	VBP	want
to	TO	to
really	RB	really
lower	VB	lower
the	DT	the
use	NN	use
of	IN	of
energy	NN	energy
—	:	-
it	PP	it
has	VBZ	have
to	TO	to
be	VB	be
solved	VBN	solve
in	IN	in
countries	NNS	country
like	IN	like
India	NP	India
.	SENT	.
You	PP	you
know	VBP	know
if	IN	if
you	PP	you
look	VBP	look
at	IN	at
the	DT	the
development	NN	development
in	IN	in
the	DT	the
West	NP	West
over	IN	over
200	CD	@card@
years	NNS	year
,	,	,
the	DT	the
average	JJ	average
growth	NN	growth
may	MD	may
have	VB	have
been	VBN	be
about	RB	about
two	CD	two
percent	NN	percent
.	SENT	.
Here	RB	here
we	PP	we
are	VBP	be
talking	VBG	talk
about	IN	about
countries	NNS	country
growing	VBG	grow
at	IN	at
eight	CD	eight
to	TO	to
nine	CD	nine
percent	NN	percent
.	SENT	.
And	CC	and
that	DT	that
makes	VBZ	make
a	DT	a
huge	JJ	huge
difference	NN	difference
.	SENT	.
When	WRB	when
India	NP	India
was	VBD	be
growing	VBG	grow
at	IN	at
about	RB	about
three	CD	three
,	,	,
3	CD	@card@
.	SENT	.
5	CD	@card@
percent	NN	percent
and	CC	and
the	DT	the
population	NN	population
was	VBD	be
growing	VBG	grow
at	IN	at
two	CD	two
percent	NN	percent
,	,	,
its	PP$	its
per	FW	per
capita	NN	capita
income	NN	income
was	VBD	be
doubling	VBG	double
every	DT	every
45	CD	@card@
years	NNS	year
.	SENT	.
When	WRB	when
the	DT	the
economic	JJ	economic
growth	NN	growth
goes	VBZ	go
to	TO	to
eight	CD	eight
percent	NN	percent
and	CC	and
population	NN	population
growth	NN	growth
drops	VBZ	drop
to	TO	to
1	CD	@card@
.	SENT	.
5	CD	@card@
percent	NN	percent
,	,	,
then	RB	then
per	IN	per
capita	NN	capita
income	NN	income
is	VBZ	be
doubling	VBG	double
every	DT	every
nine	CD	nine
years	NNS	year
.	SENT	.
In	IN	in
other	JJ	other
words	NNS	word
,	,	,
you	PP	you
'	POS	'
re	NN	re
certainly	RB	certainly
fast-forwarding	VBG	fast-forward
this	DT	this
whole	JJ	whole
process	NN	process
of	IN	of
a	DT	a
billion	NN	billion
people	NNS	people
going	VBG	go
to	TO	to
prosperity	NN	prosperity
.	SENT	.
And	CC	and
you	PP	you
must	MD	must
have	VB	have
a	DT	a
clear	JJ	clear
strategy	NN	strategy
which	WDT	which
is	VBZ	be
important	JJ	important
for	IN	for
India	NP	India
and	CC	and
important	JJ	important
for	IN	for
the	DT	the
world	NN	world
.	SENT	.
That	DT	that
is	VBZ	be
why	WRB	why
I	PP	I
think	VBP	think
all	DT	all
of	IN	of
you	PP	you
should	MD	should
be	VB	be
equally	RB	equally
concerned	JJ	concerned
with	IN	with
it	PP	it
as	IN	as
I	PP	I
am	VBP	be
.	SENT	.
Thank	VB	thank
you	PP	you
very	RB	very
much	RB	much
.	SENT	.
