Alright	RB	alright
in	IN	in
their	PP$	their
pajamas	NNS	pajamas
.	SENT	.
.	SENT	.
.	SENT	.
And	CC	and
it	PP	it
can	MD	can
'	''	'
t	NN	t
be	VB	be
that	IN	that
hard	JJ	hard
to	TO	to
have	VB	have
dinner	NN	dinner
ready	RB	ready
when	WRB	when
I	PP	I
get	VBP	get
home	NN	home
,	,	,
right	RB	right
?	SENT	?
"	''	"
Start	VB	start
to	TO	to
freak	VB	freak
out	RP	out
,	,	,
you	PP	you
know	VBP	know
what	WP	what
I	PP	I
'	POS	'
m	NN	m
saying	NN	saying
?	SENT	?
He	PP	he
was	VBD	be
trying	VBG	try
to	TO	to
confide	VB	confide
in	IN	in
me	PP	me
—	:	-
I	PP	I
said	VBD	say
,	,	,
"	``	"
You	PP	you
have	VBP	have
no	DT	no
idea	NN	idea
what	WP	what
you	PP	you
'	POS	'
re	NN	re
talking	VBG	talk
about	RB	about
.	SENT	.
"	''	"
She	PP	she
wakes	VBZ	wake
up	RP	up
every	DT	every
morning	NN	morning
,	,	,
tired	VBN	tire
from	IN	from
the	DT	the
night	NN	night
before	RB	before
,	,	,
baby	NN	baby
attached	VBD	attach
to	TO	to
her	PP$	her
breast	NN	breast
,	,	,
dropping	VBG	drop
this	DT	this
kid	NN	kid
off	RP	off
at	IN	at
school	NN	school
,	,	,
and	CC	and
taking	VBG	take
this	DT	this
one	CD	one
to	TO	to
the	DT	the
park	NN	park
.	SENT	.
Laundry	NN	laundry
piles	NNS	pile
up	RB	up
to	TO	to
the	DT	the
skies	NNS	sky
,	,	,
he	PP	he
has	VBZ	have
a	DT	a
conversation	NN	conversation
on	IN	on
the	DT	the
phone	NN	phone
for	IN	for
an	DT	an
hour	NN	hour
with	IN	with
your	PP$	your
mom	NN	mom
about	IN	about
God	NP	God
knows	VBZ	know
what	WP	what
,	,	,
takes	VBZ	take
the	DT	the
dog	NN	dog
you	PP	you
wanted	VBD	want
for	IN	for
a	DT	a
walk	NN	walk
.	SENT	.
.	SENT	.
.	SENT	.
And	CC	and
nobody	NN	nobody
died	VBD	die
,	,	,
bro	NN	bro
.	SENT	.
She	PP	she
kept	VBD	keep
your	PP$	your
kids	NNS	kid
alive	RB	alive
all	DT	all
day	NN	day
,	,	,
that	WDT	that
'	POS	'
s	NN	S
hard	RB	hard
.	SENT	.
"	``	"
I	PP	I
have	VBP	have
become	VBN	become
an	DT	an
advocate	NN	advocate
for	IN	for
stay-at-home	JJ	stay-at-home
parents	NNS	parent
.	SENT	.
Why	WRB	why
?	SENT	?
Because	IN	because
finally	RB	finally
,	,	,
I	PP	I
was	VBD	be
standing	VBG	stand
in	IN	in
their	PP$	their
shoes	NNS	shoe
.	SENT	.
Because	IN	because
when	WRB	when
you	PP	you
'	POS	'
re	NN	re
standing	NN	standing
in	IN	in
someone	NN	someone
else	RB	else
'	POS	'
s	NN	S
shoes	NNS	shoe
,	,	,
you	PP	you
see	VBP	see
the	DT	the
world	NN	world
from	IN	from
a	DT	a
different	JJ	different
perspective	NN	perspective
.	SENT	.
And	CC	and
when	WRB	when
you	PP	you
start	VBP	start
to	TO	to
take	VB	take
steps	NNS	step
,	,	,
it	PP	it
feels	VBZ	feel
like	IN	like
baby	NN	baby
steps	NNS	step
,	,	,
wobbling	VBG	wobble
.	SENT	.
But	CC	but
then	RB	then
they	PP	they
turn	VBP	turn
into	IN	into
stomps	VBZ	stomp
.	SENT	.
And	CC	and
you	PP	you
start	VBP	start
making	VBG	make
footprints	NNS	footprint
for	IN	for
the	DT	the
next	JJ	next
generation	NN	generation
to	TO	to
walk	VB	walk
in	IN	in
.	SENT	.
See	VB	see
,	,	,
we	PP	we
'	POS	'
re	NN	re
walking	VBG	walk
on	IN	on
a	DT	a
certain	JJ	certain
path	NN	path
,	,	,
as	IN	as
parents	NNS	parent
.	SENT	.
We	PP	we
'	''	'
re	IN	re
all	DT	all
in	IN	in
this	DT	this
together	RB	together
.	SENT	.
No	DT	no
one	CD	one
can	MD	can
deny	VB	deny
that	DT	that
family	NN	family
is	VBZ	be
one	CD	one
of	IN	of
the	DT	the
biggest	JJS	big
foundations	NNS	foundation
in	IN	in
anyone	NN	anyone
'	POS	'
s	NN	S
life	NN	life
.	SENT	.
And	CC	and
we	PP	we
'	POS	'
re	NN	re
all	RB	all
walking	VBG	walk
on	IN	on
this	DT	this
path	NN	path
,	,	,
and	CC	and
we	PP	we
'	POS	'
re	NN	re
pulling	VBG	pull
these	DT	these
thickets	NNS	thicket
out	RP	out
of	IN	of
the	DT	the
way	NN	way
,	,	,
and	CC	and
these	DT	these
thorns	NNS	thorn
,	,	,
making	VBG	make
it	PP	it
easier	JJR	easy
for	IN	for
the	DT	the
ones	NNS	one
coming	VBG	come
after	IN	after
us	PP	us
.	SENT	.
It	PP	it
turns	VBZ	turn
out	RP	out
,	,	,
parenting	VBG	parent
has	VBZ	have
a	DT	a
lot	NN	lot
more	RBR	more
to	TO	to
do	VB	do
with	IN	with
landscaping	VBG	landscape
.	SENT	.
And	CC	and
learning	VBG	learn
.	SENT	.
More	JJR	more
than	IN	than
teaching	NN	teaching
.	SENT	.
And	CC	and
the	DT	the
best	JJS	good
thing	NN	thing
to	TO	to
do	VB	do
is	VBZ	be
to	TO	to
show	VB	show
up	RP	up
for	IN	for
class	NN	class
.	SENT	.
Be	VB	be
present	JJ	present
is	VBZ	be
what	WP	what
I	PP	I
learned	VBD	learn
as	IN	as
a	DT	a
stay-at-home	JJ	stay-at-home
dad	NN	dad
.	SENT	.
And	CC	and
let	VB	let
your	PP$	your
presence	NN	presence
be	VB	be
a	DT	a
gift	NN	gift
.	SENT	.
Shh	NP	Shh
.	SENT	.
Hi	UH	hi
!	SENT	!
GH	NP	GH
:	:	:
This	DT	this
was	VBD	be
me	PP	me
,	,	,
coming	VBG	come
home	NN	home
from	IN	from
tour	NN	tour
one	CD	one
day	NN	day
.	SENT	.
I	PP	I
thought	VBD	think
that	IN	that
the	DT	the
father	NN	father
was	VBD	be
supposed	VBN	suppose
to	TO	to
pursue	VB	pursue
the	DT	the
child	NN	child
.	SENT	.
But	CC	but
it	PP	it
turns	VBZ	turn
out	RP	out
the	DT	the
father	NN	father
makes	VBZ	make
himself	PP	himself
present	JJ	present
.	SENT	.
And	CC	and
the	DT	the
children	NNS	child
run	VBP	run
after	IN	after
him	PP	him
.	SENT	.
And	CC	and
that	IN	that
right	RB	right
there	EX	there
is	VBZ	be
a	DT	a
superpower	NN	superpower
.	SENT	.
And	CC	and
that	DT	that
right	NN	right
there	RB	there
,	,	,
my	PP$	my
friends	NNS	friend
,	,	,
is	VBZ	be
everything	NN	everything
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
