John	NP	John
biology	NN	biology
,	,	,
it	PP	it
'	POS	'
s	NN	S
also	RB	also
making	VBG	make
other	JJ	other
forms	NNS	form
that	IN	that
we	PP	we
'	POS	'
re	NN	re
not	RB	not
familiar	JJ	familiar
with	IN	with
.	SENT	.
And	CC	and
maybe	RB	maybe
it	PP	it
'	POS	'
s	NNS	<unknown>
the	DT	the
kind	NN	kind
of	IN	of
forms	NNS	form
we	PP	we
'	POS	'
ll	NNS	<unknown>
discover	VBP	discover
underneath	IN	underneath
the	DT	the
surface	NN	surface
of	IN	of
Mars	NP	Mars
,	,	,
where	WRB	where
there	EX	there
are	VBP	be
probably	RB	probably
lakes	NNS	lake
with	IN	with
fish	NN	fish
swimming	NN	swimming
under	IN	under
the	DT	the
surface	NN	surface
.	SENT	.
JH	NP	JH
:	:	:
Oh	UH	oh
,	,	,
let	VB	let
'	''	'
s	NNS	<unknown>
hope	VBP	hope
so	RB	so
.	SENT	.
Oh	UH	oh
,	,	,
my	PP$	my
God	NP	God
,	,	,
let	VBN	let
'	POS	'
s	NN	S
.	SENT	.
Oh	UH	oh
,	,	,
please	UH	please
,	,	,
yes	UH	yes
.	SENT	.
Oh	UH	oh
,	,	,
I	PP	I
'	POS	'
m	NN	m
so	RB	so
there	RB	there
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
it	PP	it
seems	VBZ	seem
at	IN	at
this	DT	this
stage	NN	stage
in	IN	in
your	PP$	your
life	NN	life
,	,	,
you	PP	you
also	RB	also
very	RB	very
personally	RB	personally
are	VBP	be
in	IN	in
this	DT	this
state	NN	state
of	IN	of
confrontation	NN	confrontation
with	IN	with
a	DT	a
sort	NN	sort
of	IN	of
dissonant	JJ	dissonant
—	:	-
I	PP	I
suppose	VBP	suppose
it	PP	it
'	''	'
s	VBG	<unknown>
an	DT	an
electromagnetic	JJ	electromagnetic
force	NN	force
that	WDT	that
somehow	RB	somehow
governs	VBZ	govern
your	PP$	your
Parkinson	NP	Parkinson
'	POS	'
s	NN	S
and	CC	and
this	DT	this
creative	JJ	creative
force	NN	force
that	WDT	that
is	VBZ	be
both	CC	both
the	DT	the
artist	NN	artist
who	WP	who
is	VBZ	be
in	IN	in
the	DT	the
here	RB	here
and	CC	and
now	RB	now
and	CC	and
this	DT	this
sort	NN	sort
of	IN	of
arc	NN	arc
of	IN	of
your	PP$	your
whole	JJ	whole
life	NN	life
.	SENT	.
Is	VBZ	be
that	IN	that
relevant	JJ	relevant
to	TO	to
your	PP$	your
work	NN	work
?	SENT	?
TS	NP	TS
:	:	:
As	IN	as
it	PP	it
turns	VBZ	turn
out	RP	out
,	,	,
this	DT	this
device	NN	device
kind	NN	kind
of	IN	of
comes	VBZ	come
in	IN	in
handy	JJ	handy
,	,	,
because	IN	because
I	PP	I
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
to	TO	to
have	VB	have
the	DT	the
fine	JJ	fine
motor	NN	motor
skills	NNS	skill
to	TO	to
do	VB	do
,	,	,
that	IN	that
I	PP	I
can	MD	can
operate	VB	operate
slides	NNS	slide
,	,	,
which	WDT	which
is	VBZ	be
more	JJR	more
of	IN	of
a	DT	a
mental	JJ	mental
process	NN	process
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
looking	VBG	look
at	IN	at
it	PP	it
and	CC	and
making	VBG	make
decisions	NNS	decision
:	:	:
It	PP	it
needs	VBZ	need
more	RBR	more
red	JJ	red
,	,	,
it	PP	it
needs	VBZ	need
more	RBR	more
blue	JJ	blue
,	,	,
it	PP	it
needs	VBZ	need
a	DT	a
different	JJ	different
shape	NN	shape
.	SENT	.
And	CC	and
so	RB	so
I	PP	I
make	VBP	make
these	DT	these
creative	JJ	creative
decisions	NNS	decision
and	CC	and
can	MD	can
execute	VB	execute
them	PP	them
in	IN	in
a	DT	a
much	JJ	much
,	,	,
much	RB	much
simpler	JJR	simple
way	NN	way
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
I	PP	I
'	POS	'
ve	NN	ve
got	VBD	get
the	DT	the
symptoms	NNS	symptom
.	SENT	.
I	PP	I
guess	VBP	guess
Parkinson	NP	Parkinson
'	POS	'
s	JJ	<unknown>
kind	NN	kind
of	IN	of
creeps	NN	creeps
up	RP	up
over	IN	over
the	DT	the
years	NNS	year
,	,	,
but	CC	but
at	IN	at
a	DT	a
certain	JJ	certain
point	NN	point
you	PP	you
start	VBP	start
seeing	VBG	see
the	DT	the
symptoms	NNS	symptom
.	SENT	.
In	IN	in
my	PP$	my
case	NN	case
,	,	,
my	PP$	my
left	JJ	left
hand	NN	hand
has	VBZ	have
a	DT	a
significant	JJ	significant
tremor	NN	tremor
and	CC	and
my	PP$	my
left	VBN	leave
leg	NN	leg
also	RB	also
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
left-handed	JJ	left-handed
,	,	,
and	CC	and
so	RB	so
I	PP	I
draw	VBP	draw
.	SENT	.
All	PDT	all
my	PP$	my
creations	NNS	creation
really	RB	really
start	VBP	start
on	IN	on
small	JJ	small
drawings	NNS	drawing
,	,	,
which	WDT	which
I	PP	I
have	VBP	have
thousands	NNS	thousand
of	IN	of
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	VBG	<unknown>
my	PP$	my
way	NN	way
of	IN	of
just	RB	just
thinking	VBG	think
.	SENT	.
I	PP	I
draw	VBP	draw
with	IN	with
a	DT	a
simple	JJ	simple
pencil	NN	pencil
,	,	,
and	CC	and
at	IN	at
first	JJ	first
,	,	,
the	DT	the
Parkinson	NPS	Parkinson
'	POS	'
s	NN	S
was	VBD	be
really	RB	really
upsetting	VBG	upset
,	,	,
because	IN	because
I	PP	I
couldn	NN	<unknown>
'	POS	'
t	NN	t
get	VB	get
the	DT	the
pencil	NN	pencil
to	TO	to
stand	VB	stand
still	RB	still
.	SENT	.
JH	NP	JH
:	:	:
So	IN	so
you	PP	you
'	POS	'
re	NN	re
not	RB	not
a	DT	a
gatekeeper	NN	gatekeeper
for	IN	for
these	DT	these
forces	NNS	force
.	SENT	.
You	PP	you
don	VBP	don
'	''	'
t	NN	t
think	VBP	think
of	IN	of
yourself	PP	yourself
as	IN	as
the	DT	the
master	NN	master
of	IN	of
these	DT	these
forces	NNS	force
.	SENT	.
You	PP	you
think	VBP	think
of	IN	of
yourself	PP	yourself
as	IN	as
the	DT	the
servant	NN	servant
.	SENT	.
TS	NP	TS
:	:	:
Nature	NN	nature
is	VBZ	be
—	:	-
well	UH	well
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
godsend	NN	godsend
.	SENT	.
It	PP	it
just	RB	just
has	VBZ	have
so	RB	so
much	RB	much
in	IN	in
it	PP	it
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
nature	NN	nature
wants	VBZ	want
to	TO	to
express	VB	express
itself	PP	itself
in	IN	in
the	DT	the
sense	NN	sense
that	IN	that
we	PP	we
are	VBP	be
nature	NN	nature
,	,	,
humans	NNS	human
are	VBP	be
of	IN	of
the	DT	the
universe	NN	universe
.	SENT	.
The	DT	the
universe	NN	universe
is	VBZ	be
in	IN	in
our	PP$	our
mind	NN	mind
,	,	,
and	CC	and
our	PP$	our
minds	NNS	mind
are	VBP	be
in	IN	in
the	DT	the
universe	NN	universe
.	SENT	.
And	CC	and
we	PP	we
are	VBP	be
expressions	NNS	expression
of	IN	of
the	DT	the
universe	NN	universe
,	,	,
basically	RB	basically
.	SENT	.
As	IN	as
humans	NNS	human
,	,	,
ultimately	RB	ultimately
being	VBG	be
part	NN	part
of	IN	of
the	DT	the
universe	NN	universe
,	,	,
we	PP	we
'	POS	'
re	NN	re
kind	NN	kind
of	IN	of
the	DT	the
spokespeople	NN	<unknown>
or	CC	or
the	DT	the
observer	NN	observer
part	NN	part
of	IN	of
the	DT	the
constituency	NN	constituency
of	IN	of
the	DT	the
universe	NN	universe
.	SENT	.
And	CC	and
to	TO	to
interface	NN	interface
with	IN	with
it	PP	it
,	,	,
with	IN	with
a	DT	a
device	NN	device
that	WDT	that
lets	VBZ	let
these	DT	these
forces	NNS	force
that	WDT	that
are	VBP	be
everywhere	RB	everywhere
act	VB	act
and	CC	and
show	VB	show
what	WP	what
they	PP	they
can	MD	can
do	VB	do
,	,	,
giving	VBG	give
them	PP	them
pigment	NN	pigment
and	CC	and
paint	VBP	paint
just	RB	just
like	VB	like
an	DT	an
artist	NN	artist
,	,	,
it	PP	it
'	POS	'
s	NN	S
a	DT	a
good	JJ	good
ally	NN	ally
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
a	DT	a
terrific	JJ	terrific
studio	NN	studio
assistant	NN	assistant
.	SENT	.
JH	NP	JH
:	:	:
Well	UH	well
,	,	,
I	PP	I
love	VBP	love
the	DT	the
idea	NN	idea
that	IN	that
somewhere	RB	somewhere
within	IN	within
this	DT	this
idea	NN	idea
of	IN	of
fine	JJ	fine
motion	NN	motion
and	CC	and
control	NN	control
with	IN	with
the	DT	the
traditional	JJ	traditional
skills	NNS	skill
that	IN	that
you	PP	you
have	VBP	have
with	IN	with
your	PP$	your
hand	NN	hand
,	,	,
some	DT	some
sort	NN	sort
of	IN	of
more	JJR	more
elemental	JJ	elemental
force	NN	force
gets	VBZ	get
revealed	VBN	reveal
,	,	,
and	CC	and
that	IN	that
'	POS	'
s	NNS	<unknown>
the	DT	the
beauty	NN	beauty
here	RB	here
.	SENT	.
Tom	NP	Tom
,	,	,
thank	VBP	thank
you	PP	you
so	RB	so
much	RB	much
.	SENT	.
It	PP	it
'	POS	'
s	RB	<unknown>
been	VBN	be
really	RB	really
,	,	,
really	RB	really
great	JJ	great
.	SENT	.
TS	NP	TS
:	:	:
Thank	VB	thank
you	PP	you
,	,	,
John	NP	John
.	SENT	.
