Dre	NP	Dre
employed	VBD	employ
Angelo	NP	Angelo
,	,	,
and	CC	and
he	PP	he
'	POS	'
s	NN	S
a	DT	a
local	JJ	local
artist	NN	artist
from	IN	from
Vila	NP	Vila
Cruzeiro	NN	cruzeiro
,	,	,
very	RB	very
talented	JJ	talented
guy	NN	guy
,	,	,
and	CC	and
he	PP	he
knows	VBZ	know
almost	RB	almost
everybody	NN	everybody
there	RB	there
,	,	,
and	CC	and
then	RB	then
we	PP	we
employed	VBD	employ
Elias	NP	Elias
,	,	,
our	PP$	our
former	JJ	former
landlord	NN	landlord
who	WP	who
invited	VBD	invite
us	PP	us
into	IN	into
his	PP$	his
house	NN	house
,	,	,
and	CC	and
he	PP	he
'	POS	'
s	NNS	<unknown>
a	DT	a
master	NN	master
of	IN	of
construction	NN	construction
.	SENT	.
Together	RB	together
with	IN	with
them	PP	them
,	,	,
we	PP	we
decided	VBD	decide
where	WRB	where
to	TO	to
start	VB	start
.	SENT	.
We	PP	we
picked	VBD	pick
this	DT	this
spot	NN	spot
in	IN	in
Vila	NP	Vila
Cruzeiro	NN	cruzeiro
,	,	,
and	CC	and
houses	NNS	house
are	VBP	be
being	VBG	be
plastered	VBN	plaster
as	IN	as
we	PP	we
speak	VBP	speak
.	SENT	.
And	CC	and
the	DT	the
good	JJ	good
thing	NN	thing
about	IN	about
them	PP	them
is	VBZ	be
that	IN	that
they	PP	they
are	VBP	be
deciding	VBG	decide
which	WDT	which
houses	NNS	house
go	VBP	go
next	JJ	next
.	SENT	.
They	PP	they
'	POS	'
re	NN	re
even	RB	even
printing	VBG	print
t-shirts	NNS	T-shirt
,	,	,
they	PP	they
'	POS	'
re	NN	re
putting	VBG	put
up	RP	up
banners	NNS	banner
explaining	VBG	explain
everything	NN	everything
to	TO	to
everybody	NN	everybody
,	,	,
and	CC	and
talking	VBG	talk
to	TO	to
the	DT	the
press	NN	press
.	SENT	.
This	DT	this
article	NN	article
about	IN	about
Angelo	NP	Angelo
appeared	VBD	appear
.	SENT	.
DU	FW	du
:	:	:
So	RB	so
while	IN	while
this	DT	this
is	VBZ	be
happening	VBG	happen
,	,	,
we	PP	we
are	VBP	be
bringing	VBG	bring
this	DT	this
idea	NN	idea
all	RB	all
over	IN	over
the	DT	the
world	NN	world
.	SENT	.
So	RB	so
,	,	,
like	IN	like
the	DT	the
project	NN	project
we	PP	we
did	VBD	do
in	IN	in
Philadelphia	NP	Philadelphia
,	,	,
we	PP	we
are	VBP	be
also	RB	also
invited	VBN	invite
to	TO	to
do	VB	do
workshops	NNS	workshop
,	,	,
for	IN	for
instance	NN	instance
in	IN	in
Cura��ao	NP	<unknown>
,	,	,
and	CC	and
right	RB	right
now	RB	now
we	PP	we
'	''	'
re	IN	re
planning	VBG	plan
a	DT	a
huge	JJ	huge
project	NN	project
in	IN	in
Haiti	NP	Haiti
.	SENT	.
JK	NN	JK
:	:	:
So	RB	so
the	DT	the
favela	NP	favela
was	VBD	be
not	RB	not
only	RB	only
the	DT	the
place	NN	place
where	WRB	where
this	DT	this
idea	NN	idea
started	VBD	start
:	:	:
it	PP	it
was	VBD	be
also	RB	also
the	DT	the
place	NN	place
that	WDT	that
made	VBD	make
it	PP	it
possible	JJ	possible
to	TO	to
work	VB	work
without	IN	without
a	DT	a
master	NN	master
plan	NN	plan
,	,	,
because	IN	because
these	DT	these
communities	NNS	community
are	VBP	be
informal	JJ	informal
—	:	-
this	DT	this
was	VBD	be
the	DT	the
inspiration	NN	inspiration
—	:	-
and	CC	and
in	IN	in
a	DT	a
communal	JJ	communal
effort	NN	effort
,	,	,
together	RB	together
with	IN	with
the	DT	the
people	NNS	people
,	,	,
you	PP	you
can	MD	can
almost	RB	almost
work	VB	work
like	IN	like
in	IN	in
an	DT	an
orchestra	NN	orchestra
,	,	,
where	WRB	where
you	PP	you
can	MD	can
have	VB	have
a	DT	a
hundred	CD	hundred
instruments	NNS	instrument
playing	VBG	play
together	RB	together
to	TO	to
create	VB	create
a	DT	a
symphony	NN	symphony
.	SENT	.
DU	FW	du
:	:	:
So	RB	so
we	PP	we
want	VBP	want
to	TO	to
thank	VB	thank
everybody	NN	everybody
who	WP	who
wanted	VBD	want
to	TO	to
become	VB	become
part	NN	part
of	IN	of
this	DT	this
dream	NN	dream
and	CC	and
supported	VBD	support
us	PP	us
along	IN	along
the	DT	the
way	NN	way
,	,	,
and	CC	and
we	PP	we
are	VBP	be
looking	VBG	look
at	IN	at
continuing	VBG	continue
.	SENT	.
JK	NN	JK
:	:	:
Yeah	RB	yeah
.	SENT	.
And	CC	and
so	RB	so
one	CD	one
day	NN	day
pretty	RB	pretty
soon	RB	soon
,	,	,
when	WRB	when
the	DT	the
colors	NNS	color
start	VBP	start
going	VBG	go
up	RP	up
on	IN	on
these	DT	these
walls	NNS	wall
,	,	,
we	PP	we
hope	VBP	hope
more	JJR	more
people	NNS	people
will	MD	will
join	VB	join
us	PP	us
,	,	,
and	CC	and
join	VB	join
this	DT	this
big	JJ	big
dream	NN	dream
,	,	,
and	CC	and
maybe	RB	maybe
one	CD	one
day	NN	day
,	,	,
the	DT	the
whole	NN	whole
of	IN	of
Vila	NP	Vila
Cruzeiro	NN	cruzeiro
will	MD	will
be	VB	be
painted	VBN	paint
.	SENT	.
DU	FW	du
:	:	:
Thank	VB	thank
you	PP	you
.	SENT	.
