Imagine	VB	imagine
that	DT	that
company	NN	company
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
bit	NN	bit
in-your-face	NN	<unknown>
,	,	,
but	CC	but
the	DT	the
question	NN	question
is	VBZ	be
"	``	"
What	WP	what
kind	NN	kind
of	IN	of
people	NNS	people
get	VBP	get
promoted	VBN	promote
here	RB	here
?	SENT	?
"	``	"
If	IN	if
they	PP	they
tell	VBP	tell
you	PP	you
,	,	,
"	``	"
Well	UH	well
,	,	,
nobody	NN	nobody
got	VBD	get
promoted	VBN	promote
in	IN	in
the	DT	the
last	JJ	last
year	NN	year
.	SENT	.
"	``	"
You	PP	you
know	VBP	know
you	PP	you
probably	RB	probably
don	VB	don
'	''	'
t	NN	t
have	VBP	have
a	DT	a
big	JJ	big
future	NN	future
in	IN	in
that	DT	that
company	NN	company
.	SENT	.
But	CC	but
if	IN	if
they	PP	they
say	VBP	say
,	,	,
"	``	"
Oh	UH	oh
,	,	,
Alexei	NP	Alexei
got	VBD	get
promoted	VBN	promote
last	JJ	last
month	NN	month
.	SENT	.
"	''	"
"	``	"
Interesting	JJ	interesting
.	SENT	.
Alexei	NP	Alexei
sounds	VBZ	sound
like	IN	like
a	DT	a
really	RB	really
cool	JJ	cool
person	NN	person
.	SENT	.
Tell	VB	tell
me	PP	me
more	JJR	more
about	IN	about
him	PP	him
.	SENT	.
"	``	"
There	EX	there
,	,	,
you	PP	you
'	POS	'
re	NN	re
asking	VBG	ask
follow-up	NN	follow-up
questions	NNS	question
to	TO	to
discover	VB	discover
more	RBR	more
.	SENT	.
"	''	"
Well	RB	well
,	,	,
why	WRB	why
is	VBZ	be
it	PP	it
that	IN	that
he	PP	he
was	VBD	be
selected	VBN	select
as	IN	as
the	DT	the
one	CD	one
being	VBG	be
promoted	VBN	promote
?	SENT	?
"	''	"
And	CC	and
then	RB	then
you	PP	you
listen	VBP	listen
to	TO	to
what	WP	what
they	PP	they
'	''	'
re	IN	re
telling	VBG	tell
you	PP	you
.	SENT	.
If	IN	if
they	PP	they
say	VBP	say
,	,	,
"	``	"
Well	UH	well
,	,	,
you	PP	you
know	VBP	know
,	,	,
he	PP	he
was	VBD	be
the	DT	the
boss	NN	boss
'	POS	'
s	JJ	<unknown>
best	JJS	good
friend	NN	friend
,	,	,
so	RB	so
he	PP	he
got	VBD	get
promoted	VBN	promote
.	SENT	.
"	''	"
Well	RB	well
,	,	,
unless	IN	unless
you	PP	you
'	POS	'
re	NN	re
very	RB	very
close	JJ	close
to	TO	to
the	DT	the
boss	NN	boss
,	,	,
you	PP	you
probably	RB	probably
don	VBP	don
'	POS	'
t	NN	t
want	VBP	want
to	TO	to
join	VB	join
that	DT	that
company	NN	company
.	SENT	.
But	CC	but
maybe	RB	maybe
they	PP	they
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
say	VB	say
other	JJ	other
things	NNS	thing
like	VBP	like
,	,	,
"	``	"
You	PP	you
know	VBP	know
,	,	,
Alexei	NP	Alexei
is	VBZ	be
technically	RB	technically
the	DT	the
best	JJS	good
out	RB	out
of	IN	of
us	PP	us
.	SENT	.
For	IN	for
instance	NN	instance
,	,	,
the	DT	the
best	JJS	good
engineer	NN	engineer
in	IN	in
the	DT	the
team	NN	team
.	SENT	.
So	RB	so
we	PP	we
promoted	VBD	promote
him	PP	him
.	SENT	.
"	''	"
Great	JJ	great
.	SENT	.
This	DT	this
company	NN	company
culture	NN	culture
is	VBZ	be
about	RB	about
meritocracy	NN	meritocracy
.	SENT	.
So	RB	so
if	IN	if
you	PP	you
'	POS	'
re	NN	re
really	RB	really
good	JJ	good
at	IN	at
your	PP$	your
job	NN	job
,	,	,
you	PP	you
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
get	VB	get
promoted	VBN	promote
.	SENT	.
If	IN	if
they	PP	they
say	VBP	say
,	,	,
"	``	"
Well	UH	well
,	,	,
Alex	NP	Alex
got	VBD	get
promoted	VBN	promote
because	IN	because
he	PP	he
'	POS	'
s	RB	<unknown>
been	VBN	be
the	DT	the
longest	JJS	long
here	RB	here
,	,	,
he	PP	he
'	POS	'
s	NN	S
the	DT	the
longest	JJS	long
in	IN	in
the	DT	the
company	NN	company
.	SENT	.
"	''	"
Alright	RB	alright
,	,	,
this	DT	this
company	NN	company
values	VBZ	value
loyalty	NN	loyalty
,	,	,
longevity	NN	longevity
,	,	,
tenure	NN	tenure
in	IN	in
the	DT	the
company	NN	company
.	SENT	.
What	WP	what
is	VBZ	be
it	PP	it
that	IN	that
you	PP	you
like	VBP	like
?	SENT	?
So	RB	so
for	IN	for
me	PP	me
,	,	,
the	DT	the
best	JJS	good
answer	NN	answer
to	TO	to
this	DT	this
question	NN	question
,	,	,
if	IN	if
I	PP	I
would	MD	would
apply	VB	apply
for	IN	for
a	DT	a
job	NN	job
,	,	,
would	MD	would
be	VB	be
,	,	,
"	''	"
Alexei	NP	Alexei
got	VBD	get
promoted	VBN	promote
because	IN	because
he	PP	he
'	POS	'
s	NN	S
the	DT	the
best	JJS	good
at	IN	at
his	PP$	his
job	NN	job
,	,	,
"	``	"
so	RB	so
he	PP	he
has	VBZ	have
the	DT	the
skill	NN	skill
.	SENT	.
"	``	"
He	PP	he
also	RB	also
is	VBZ	be
the	DT	the
best	JJS	good
of	IN	of
us	PP	us
,	,	,
we	PP	we
all	RB	all
look	VBP	look
up	RP	up
to	TO	to
him	PP	him
.	SENT	.
"	``	"
What	WP	what
that	DT	that
means	NN	means
is	VBZ	be
that	IN	that
he	PP	he
is	VBZ	be
a	DT	a
team	NN	team
player	NN	player
probably	RB	probably
,	,	,
and	CC	and
he	PP	he
represents	VBZ	represent
the	DT	the
culture	NN	culture
best	JJS	good
and	CC	and
we	PP	we
promote	VBP	promote
that	RB	that
.	SENT	.
And	CC	and
finally	RB	finally
we	PP	we
'	''	'
re	IN	re
promoting	VBG	promote
him	PP	him
because	IN	because
he	PP	he
has	VBZ	have
the	DT	the
potential	NN	potential
to	TO	to
be	VB	be
a	DT	a
great	JJ	great
manager	NN	manager
.	SENT	.
For	IN	for
me	PP	me
,	,	,
these	DT	these
are	VBP	be
green	JJ	green
flags	NNS	flag
.	SENT	.
So	IN	so
that	DT	that
'	''	'
s	VBG	<unknown>
the	DT	the
first	JJ	first
question	NN	question
to	TO	to
see	VB	see
if	IN	if
you	PP	you
have	VBP	have
the	DT	the
potential	NN	potential
to	TO	to
grow	VB	grow
in	IN	in
this	DT	this
company	NN	company
and	CC	and
stay	VB	stay
long-term	JJ	long-term
.	SENT	.
The	DT	the
second	JJ	second
question	NN	question
is	VBZ	be
very	RB	very
simple	JJ	simple
but	CC	but
also	RB	also
tells	VBZ	tell
a	DT	a
lot	NN	lot
.	SENT	.
And	CC	and
that	DT	that
question	NN	question
is	VBZ	be
"	``	"
What	WP	what
are	VBP	be
your	PP$	your
core	JJ	core
values	NNS	value
?	SENT	?
"	''	"
I	NP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
give	VB	give
you	PP	you
the	DT	the
red	JJ	red
flags	NNS	flag
straight	RB	straight
away	RB	away
.	SENT	.
The	DT	the
red	JJ	red
flag	NN	flag
would	MD	would
be	VB	be
"	``	"
Core	NP	Core
values	VBZ	value
?	SENT	?
What	WP	what
are	VBP	be
you	PP	you
talking	VBG	talk
about	RB	about
?	SENT	?
What	WP	what
is	VBZ	be
that	RB	that
?	SENT	?
"	``	"
That	RB	that
'	''	'
s	VBG	<unknown>
a	DT	a
company	NN	company
that	WDT	that
has	VBZ	have
no	DT	no
idea	NN	idea
about	IN	about
corporate	JJ	corporate
culture	NN	culture
.	SENT	.
If	IN	if
they	PP	they
say	VBP	say
,	,	,
"	''	"
Yeah	RB	yeah
,	,	,
we	PP	we
have	VBP	have
core	JJ	core
values	NNS	value
,	,	,
but	CC	but
I	PP	I
don	VBP	don
'	''	'
t	NN	t
remember	VB	remember
what	WP	what
they	PP	they
are	VBP	be
,	,	,
sorry	RB	sorry
.	SENT	.
"	''	"
Red	JJ	Red
flag	NN	flag
.	SENT	.
Or	CC	or
if	IN	if
they	PP	they
say	VBP	say
,	,	,
"	''	"
Yeah	RB	yeah
,	,	,
yeah	RB	yeah
,	,	,
we	PP	we
have	VBP	have
a	DT	a
core	JJ	core
value	NN	value
.	SENT	.
Our	PP$	our
core	NN	core
value	NN	value
is	VBZ	be
excellence	NN	excellence
.	SENT	.
"	``	"
Then	RB	then
you	PP	you
need	VBP	need
to	TO	to
follow	VB	follow
up	RP	up
with	IN	with
a	DT	a
question	NN	question
again	RB	again
.	SENT	.
"	''	"
Great	NP	Great
,	,	,
excellence	NN	excellence
is	VBZ	be
a	DT	a
core	JJ	core
value	NN	value
.	SENT	.
Tell	VB	tell
me	PP	me
about	IN	about
it	PP	it
.	SENT	.
When	WRB	when
was	VBD	be
the	DT	the
last	JJ	last
time	NN	time
that	IN	that
you	PP	you
have	VBP	have
seen	VBN	see
excellence	NN	excellence
around	IN	around
here	RB	here
?	SENT	?
"	''	"
And	CC	and
a	DT	a
red	JJ	red
flag	NN	flag
is	VBZ	be
,	,	,
"	``	"
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
.	SENT	.
"	``	"
A	DT	a
green	JJ	green
flag	NN	flag
would	MD	would
be	VB	be
someone	NN	someone
telling	VBG	tell
you	PP	you
,	,	,
"	''	"
Yeah	RB	yeah
,	,	,
Just	RB	just
last	JJ	last
week	NN	week
we	PP	we
provided	VBD	provide
the	DT	the
best	JJS	good
project	NN	project
so	RB	so
far	RB	far
with	IN	with
the	DT	the
team	NN	team
.	SENT	.
And	CC	and
we	PP	we
'	POS	'
re	NN	re
all	RB	all
really	RB	really
proud	JJ	proud
of	IN	of
what	WP	what
we	PP	we
have	VBP	have
produced	VBN	produce
.	SENT	.
"	``	"
OK	UH	OK
,	,	,
keep	VB	keep
asking	VBG	ask
because	IN	because
then	RB	then
you	PP	you
know	VBP	know
what	WP	what
the	DT	the
company	NN	company
culture	NN	culture
is	VBZ	be
like	JJ	like
.	SENT	.
So	IN	so
that	DT	that
'	''	'
s	VBG	<unknown>
the	DT	the
second	JJ	second
question	NN	question
.	SENT	.
And	CC	and
the	DT	the
third	JJ	third
question	NN	question
is	VBZ	be
also	RB	also
tricky	JJ	tricky
,	,	,
but	CC	but
it	PP	it
'	POS	'
s	NN	S
reminding	VBG	remind
you	PP	you
that	IN	that
there	EX	there
is	VBZ	be
no	DT	no
company	NN	company
culture	NN	culture
that	WDT	that
is	VBZ	be
perfect	JJ	perfect
.	SENT	.
And	CC	and
from	IN	from
time	NN	time
to	TO	to
time	NN	time
,	,	,
you	PP	you
will	MD	will
have	VB	have
conflicts	NNS	conflict
,	,	,
discussions	NNS	discussion
that	WDT	that
are	VBP	be
a	DT	a
bit	NN	bit
tough	JJ	tough
to	TO	to
have	VB	have
.	SENT	.
And	CC	and
what	WP	what
you	PP	you
want	VBP	want
to	TO	to
know	VB	know
with	IN	with
this	DT	this
last	JJ	last
question	NN	question
is	VBZ	be
how	WRB	how
are	VBP	be
the	DT	the
people	NNS	people
in	IN	in
this	DT	this
company	NN	company
going	VBG	go
to	TO	to
deal	VB	deal
with	IN	with
these	DT	these
challenges	NNS	challenge
?	SENT	?
How	WRB	how
do	VBP	do
people	NNS	people
deal	VB	deal
with	IN	with
one	CD	one
another	DT	another
?	SENT	?
That	DT	that
last	JJ	last
question	NN	question
is	VBZ	be
,	,	,
"	``	"
Tell	VB	tell
me	PP	me
,	,	,
when	WRB	when
was	VBD	be
the	DT	the
last	JJ	last
time	NN	time
that	IN	that
you	PP	you
received	VBD	receive
feedback	NN	feedback
here	RB	here
?	SENT	?
"	''	"
Again	RB	again
,	,	,
a	DT	a
red	JJ	red
flag	NN	flag
would	MD	would
be	VB	be
"	``	"
Never	RB	never
.	SENT	.
"	''	"
Well	RB	well
,	,	,
that	IN	that
'	POS	'
s	NN	S
not	RB	not
good	JJ	good
.	SENT	.
If	IN	if
the	DT	the
company	NN	company
says	VBZ	say
,	,	,
or	CC	or
the	DT	the
interviewer	NN	interviewer
says	VBZ	say
,	,	,
"	``	"
Well	UH	well
,	,	,
I	PP	I
receive	VBP	receive
feedback	NN	feedback
once	IN	once
a	DT	a
year	NN	year
in	IN	in
a	DT	a
performance	NN	performance
review	NN	review
.	SENT	.
"	``	"
That	RB	that
'	''	'
s	NNS	<unknown>
probably	RB	probably
not	RB	not
enough	JJ	enough
.	SENT	.
But	CC	but
if	IN	if
they	PP	they
say	VBP	say
"	``	"
We	PP	we
'	''	'
re	IN	re
providing	VBG	provide
and	CC	and
receiving	VBG	receive
feedback	NN	feedback
very	RB	very
regularly	RB	regularly
,	,	,
almost	RB	almost
daily	JJ	daily
,	,	,
because	IN	because
we	PP	we
care	VBP	care
about	IN	about
the	DT	the
growth	NN	growth
of	IN	of
the	DT	the
people	NNS	people
here	RB	here
,	,	,
and	CC	and
we	PP	we
trust	VBP	trust
that	IN	that
our	PP$	our
colleagues	NNS	colleague
can	MD	can
take	VB	take
feedback	NN	feedback
and	CC	and
that	IN	that
we	PP	we
'	POS	'
re	NN	re
good	JJ	good
enough	RB	enough
to	TO	to
deliver	VB	deliver
it	PP	it
to	TO	to
them	PP	them
.	SENT	.
"	''	"
Whoa	NP	Whoa
,	,	,
that	WDT	that
'	POS	'
s	NN	S
a	DT	a
green	JJ	green
flag	NN	flag
right	RB	right
there	RB	there
.	SENT	.
OK	UH	OK
,	,	,
so	IN	so
we	PP	we
'	POS	'
ve	NN	ve
seen	VBN	see
the	DT	the
three	CD	three
different	JJ	different
questions	NNS	question
.	SENT	.
The	DT	the
first	JJ	first
question	NN	question
is	VBZ	be
:	:	:
"	``	"
What	WP	what
kind	NN	kind
of	IN	of
people	NNS	people
get	VBP	get
promoted	VBN	promote
here	RB	here
?	SENT	?
"	``	"
The	DT	the
second	JJ	second
question	NN	question
is	VBZ	be
:	:	:
"	``	"
What	WP	what
are	VBP	be
your	PP$	your
core	JJ	core
values	NNS	value
?	SENT	?
"	''	"
And	CC	and
the	DT	the
third	JJ	third
question	NN	question
is	VBZ	be
:	:	:
"	``	"
When	WRB	when
was	VBD	be
the	DT	the
last	JJ	last
time	NN	time
that	IN	that
you	PP	you
got	VBD	get
feedback	NN	feedback
here	RB	here
?	SENT	?
"	''	"
Now	RB	now
these	DT	these
questions	NNS	question
are	VBP	be
really	RB	really
important	JJ	important
because	IN	because
you	PP	you
'	POS	'
re	NN	re
kind	NN	kind
of	IN	of
grilling	VBG	grill
your	PP$	your
interviewer	NN	interviewer
.	SENT	.
And	CC	and
your	PP$	your
interviewer	NN	interviewer
could	MD	could
be	VB	be
a	DT	a
very	RB	very
junior	JJ	junior
interviewer	NN	interviewer
,	,	,
up	RB	up
to	TO	to
the	DT	the
CEO	NN	CEO
of	IN	of
the	DT	the
company	NN	company
.	SENT	.
That	DT	that
will	MD	will
tell	VB	tell
you	PP	you
a	DT	a
lot	NN	lot
as	RB	as
well	RB	well
of	IN	of
what	WP	what
the	DT	the
company	NN	company
culture	NN	culture
is	VBZ	be
like	JJ	like
.	SENT	.
But	CC	but
so	RB	so
at	IN	at
some	DT	some
point	NN	point
,	,	,
you	PP	you
will	MD	will
have	VB	have
to	TO	to
realize	VB	realize
that	DT	that
,	,	,
yes	UH	yes
,	,	,
the	DT	the
interview	NN	interview
is	VBZ	be
important	JJ	important
because	IN	because
it	PP	it
helps	VBZ	help
them	PP	them
select	VB	select
you	PP	you
as	IN	as
a	DT	a
future	JJ	future
employee	NN	employee
.	SENT	.
But	CC	but
it	PP	it
'	POS	'
s	NN	S
also	RB	also
helping	VBG	help
you	PP	you
select	VB	select
them	PP	them
as	IN	as
a	DT	a
future	JJ	future
employer	NN	employer
.	SENT	.
So	IN	so
the	DT	the
balance	NN	balance
is	VBZ	be
reversed	VBN	reverse
here	RB	here
.	SENT	.
And	CC	and
what	WP	what
you	PP	you
need	VBP	need
to	TO	to
bear	VB	bear
in	IN	in
mind	NN	mind
is	VBZ	be
the	DT	the
idea	NN	idea
that	IN	that
it	PP	it
'	POS	'
s	NN	S
not	RB	not
only	RB	only
about	IN	about
them	PP	them
here	RB	here
and	CC	and
you	PP	you
discovering	VBG	discover
more	JJR	more
about	IN	about
what	WP	what
the	DT	the
core	JJ	core
value	NN	value
and	CC	and
what	WP	what
the	DT	the
company	NN	company
is	VBZ	be
like	JJ	like
,	,	,
but	CC	but
also	RB	also
about	IN	about
you	PP	you
as	IN	as
a	DT	a
professional	NN	professional
.	SENT	.
And	CC	and
you	PP	you
need	VBP	need
to	TO	to
be	VB	be
very	RB	very
clear	JJ	clear
about	IN	about
what	WP	what
you	PP	you
want	VBP	want
and	CC	and
what	WP	what
you	PP	you
expect	VBP	expect
from	IN	from
a	DT	a
company	NN	company
.	SENT	.
So	RB	so
be	VB	be
very	RB	very
clear	JJ	clear
and	CC	and
define	VB	define
:	:	:
What	WP	what
should	MD	should
work	VB	work
look	VB	look
like	IN	like
?	SENT	?
What	WP	what
should	MD	should
work	VB	work
feel	VB	feel
like	IN	like
?	SENT	?
and	CC	and
what	WP	what
should	MD	should
work	VB	work
be	VB	be
like	JJ	like
?	SENT	?
If	IN	if
you	PP	you
define	VBP	define
this	DT	this
for	IN	for
yourself	PP	yourself
;	:	;
if	IN	if
you	PP	you
observe	VBP	observe
,	,	,
observe	VBP	observe
,	,	,
observe	VBP	observe
;	:	;
and	CC	and
if	IN	if
you	PP	you
ask	VBP	ask
the	DT	the
three	CD	three
questions	NNS	question
that	IN	that
I	PP	I
have	VBP	have
shared	VBN	share
with	IN	with
you	PP	you
,	,	,
I	PP	I
trust	VBP	trust
that	IN	that
you	PP	you
will	MD	will
be	VB	be
able	JJ	able
to	TO	to
choose	VB	choose
between	IN	between
those	DT	those
two	CD	two
job	NN	job
offers	NNS	offer
and	CC	and
decide	VB	decide
which	WDT	which
company	NN	company
you	PP	you
would	MD	would
like	VB	like
to	TO	to
join	VB	join
.	SENT	.
And	CC	and
I	PP	I
also	RB	also
believe	VBP	believe
that	IN	that
you	PP	you
will	MD	will
be	VB	be
able	JJ	able
to	TO	to
choose	VB	choose
for	IN	for
yourself	PP	yourself
the	DT	the
most	RBS	most
outstanding	JJ	outstanding
workplace	NN	workplace
culture	NN	culture
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
