Welcome	JJ	welcome
maneuverability	NN	maneuverability
.	SENT	.
So	RB	so
,	,	,
we	PP	we
built	VBD	build
a	DT	a
terrain	NN	terrain
that	WDT	that
had	VBD	have
obstacles	NNS	obstacle
three	CD	three
times	NNS	time
the	DT	the
hip	NN	hip
height	NN	height
of	IN	of
the	DT	the
animals	NNS	animal
that	IN	that
we	PP	we
'	POS	'
re	NN	re
looking	VBG	look
at	IN	at
.	SENT	.
And	CC	and
we	PP	we
were	VBD	be
certain	JJ	certain
they	PP	they
couldn	NN	<unknown>
'	POS	'
t	NN	t
do	VBP	do
this	DT	this
.	SENT	.
And	CC	and
here	RB	here
'	''	'
s	NNS	<unknown>
what	WP	what
they	PP	they
did	VBD	do
.	SENT	.
The	DT	the
animal	NN	animal
ran	VBD	run
over	IN	over
it	PP	it
and	CC	and
it	PP	it
didn	NP	<unknown>
'	POS	'
t	NN	t
even	RB	even
slow	VB	slow
down	RP	down
!	SENT	!
It	PP	it
didn	NP	<unknown>
'	POS	'
t	NN	t
decrease	VB	decrease
its	PP$	its
preferred	JJ	preferred
speed	NN	speed
at	IN	at
all	DT	all
.	SENT	.
We	PP	we
couldn	NNS	<unknown>
'	POS	'
t	NN	t
believe	VBP	believe
that	IN	that
it	PP	it
could	MD	could
do	VB	do
this	DT	this
.	SENT	.
It	PP	it
said	VBD	say
to	TO	to
us	PP	us
that	IN	that
if	IN	if
you	PP	you
could	MD	could
build	VB	build
a	DT	a
robot	NN	robot
with	IN	with
very	RB	very
simple	JJ	simple
,	,	,
springy	JJ	springy
legs	NNS	leg
,	,	,
you	PP	you
could	MD	could
make	VB	make
it	PP	it
as	RB	as
maneuverable	JJ	maneuverable
as	IN	as
any	DT	any
that	RB	that
'	''	'
s	RB	<unknown>
ever	RB	ever
been	VBN	be
built	VBN	build
.	SENT	.
Here	RB	here
'	''	'
s	VBG	<unknown>
the	DT	the
first	JJ	first
example	NN	example
of	IN	of
that	DT	that
.	SENT	.
This	DT	this
is	VBZ	be
the	DT	the
Stanford	NP	Stanford
Shape	NP	Shape
Deposition	NN	deposition
Manufactured	VBD	manufacture
robot	NN	robot
,	,	,
named	VBN	name
Sprawl	NN	sprawl
.	SENT	.
It	PP	it
has	VBZ	have
six	CD	six
legs	NNS	leg
—	:	-
there	EX	there
are	VBP	be
the	DT	the
tuned	VBN	tune
,	,	,
springy	JJ	springy
legs	NNS	leg
.	SENT	.
It	PP	it
moves	VBZ	move
in	IN	in
a	DT	a
gait	NN	gait
that	IN	that
an	DT	an
insect	NN	insect
uses	VBZ	use
,	,	,
and	CC	and
here	RB	here
it	PP	it
is	VBZ	be
going	VBG	go
on	IN	on
the	DT	the
treadmill	NN	treadmill
.	SENT	.
Now	RB	now
,	,	,
what	WP	what
'	POS	'
s	NNS	<unknown>
important	JJ	important
about	IN	about
this	DT	this
robot	NN	robot
,	,	,
compared	VBN	compare
to	TO	to
other	JJ	other
robots	NNS	robot
,	,	,
is	VBZ	be
that	IN	that
it	PP	it
can	MD	can
'	''	'
t	NN	t
see	VBP	see
anything	NN	anything
,	,	,
it	PP	it
can	MD	can
'	''	'
t	NN	t
feel	VBP	feel
anything	NN	anything
,	,	,
it	PP	it
doesn	NNS	<unknown>
'	''	'
t	NN	t
have	VBP	have
a	DT	a
brain	NN	brain
,	,	,
yet	RB	yet
it	PP	it
can	MD	can
maneuver	VB	maneuver
over	IN	over
these	DT	these
obstacles	NNS	obstacle
without	IN	without
any	DT	any
difficulty	NN	difficulty
whatsoever	RB	whatsoever
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
this	DT	this
technique	NN	technique
of	IN	of
building	VBG	build
the	DT	the
properties	NNS	property
into	IN	into
the	DT	the
form	NN	form
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
graduate	JJ	graduate
student	NN	student
.	SENT	.
This	DT	this
is	VBZ	be
what	WP	what
he	PP	he
'	POS	'
s	NNS	<unknown>
doing	VBG	do
to	TO	to
his	PP$	his
thesis	NN	thesis
project	NN	project
—	:	-
very	RB	very
robust	JJ	robust
,	,	,
if	IN	if
a	DT	a
graduate	JJ	graduate
student	NN	student
does	VBZ	do
that	IN	that
to	TO	to
his	PP$	his
thesis	NN	thesis
project	NN	project
.	SENT	.
This	DT	this
is	VBZ	be
from	IN	from
McGill	NP	McGill
and	CC	and
University	NP	University
of	IN	of
Michigan	NP	Michigan
.	SENT	.
This	DT	this
is	VBZ	be
the	DT	the
RHex	NP	<unknown>
,	,	,
making	VBG	make
its	PP$	its
first	JJ	first
outing	NN	outing
in	IN	in
a	DT	a
demo	NN	demo
.	SENT	.
Same	JJ	same
principle	NN	principle
:	:	:
it	PP	it
only	RB	only
has	VBZ	have
six	CD	six
moving	JJ	moving
parts	NNS	part
,	,	,
six	CD	six
motors	NNS	motor
,	,	,
but	CC	but
it	PP	it
has	VBZ	have
springy	JJ	springy
,	,	,
tuned	VBN	tune
legs	NNS	leg
.	SENT	.
It	PP	it
moves	VBZ	move
in	IN	in
the	DT	the
gait	NN	gait
of	IN	of
the	DT	the
insect	NN	insect
.	SENT	.
It	PP	it
has	VBZ	have
the	DT	the
middle	JJ	middle
leg	NN	leg
moving	VBG	move
in	IN	in
synchrony	NN	<unknown>
with	IN	with
the	DT	the
front	NN	front
,	,	,
and	CC	and
the	DT	the
hind	JJ	hind
leg	NN	leg
on	IN	on
the	DT	the
other	JJ	other
side	NN	side
.	SENT	.
Sort	NN	sort
of	IN	of
an	DT	an
alternating	VBG	alternate
tripod	NN	tripod
,	,	,
and	CC	and
they	PP	they
can	MD	can
negotiate	VB	negotiate
obstacles	NNS	obstacle
just	RB	just
like	IN	like
the	DT	the
animal	NN	animal
.	SENT	.
Robert	NP	Robert
Full	NP	Full
:	:	:
It	PP	it
'	POS	'
ll	NNS	<unknown>
go	VBP	go
on	IN	on
different	JJ	different
surfaces	NNS	surface
—	:	-
here	RB	here
'	POS	'
s	NN	S
sand	NN	sand
—	:	-
although	IN	although
we	PP	we
haven	NN	haven
'	POS	'
t	NN	t
perfected	VBD	perfect
the	DT	the
feet	NNS	foot
yet	RB	yet
,	,	,
but	CC	but
I	PP	I
'	POS	'
ll	NNS	<unknown>
talk	VBP	talk
about	RB	about
that	IN	that
later	RBR	later
.	SENT	.
Here	RB	here
'	''	'
s	VBZ	<unknown>
RHex	NP	<unknown>
entering	VBG	enter
the	DT	the
woods	NNS	wood
.	SENT	.
Again	RB	again
,	,	,
this	DT	this
robot	NN	robot
can	NN	can
'	POS	'
t	NN	t
see	VBP	see
anything	NN	anything
,	,	,
it	PP	it
can	MD	can
'	''	'
t	NN	t
feel	VBP	feel
anything	NN	anything
,	,	,
it	PP	it
has	VBZ	have
no	DT	no
brain	NN	brain
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
just	RB	just
working	VBG	work
with	IN	with
a	DT	a
tuned	VBN	tune
mechanical	JJ	mechanical
system	NN	system
,	,	,
with	IN	with
very	RB	very
simple	JJ	simple
parts	NNS	part
,	,	,
but	CC	but
inspired	VBN	inspire
from	IN	from
the	DT	the
fundamental	JJ	fundamental
dynamics	NNS	dynamics
of	IN	of
the	DT	the
animal	NN	animal
.	SENT	.
RF	NP	RF
:	:	:
Here	RB	here
'	''	'
s	VBG	<unknown>
it	PP	it
going	VBG	go
down	RP	down
a	DT	a
pathway	NN	pathway
.	SENT	.
I	PP	I
presented	VBD	present
this	DT	this
to	TO	to
the	DT	the
jet	NN	jet
propulsion	NN	propulsion
lab	NN	lab
at	IN	at
NASA	NP	NASA
,	,	,
and	CC	and
they	PP	they
said	VBD	say
that	IN	that
they	PP	they
had	VBD	have
no	DT	no
ability	NN	ability
to	TO	to
go	VB	go
down	RP	down
craters	NNS	crater
to	TO	to
look	VB	look
for	IN	for
ice	NN	ice
,	,	,
and	CC	and
life	NN	life
,	,	,
ultimately	RB	ultimately
,	,	,
on	IN	on
Mars	NP	Mars
.	SENT	.
And	CC	and
he	PP	he
said	VBD	say
—	:	-
especially	RB	especially
with	IN	with
legged-robots	NNS	legged-robot
,	,	,
because	IN	because
they	PP	they
'	POS	'
re	NN	re
way	NN	way
too	RB	too
complicated	VBN	complicate
.	SENT	.
Nothing	NN	nothing
can	MD	can
do	VB	do
that	DT	that
.	SENT	.
And	CC	and
I	PP	I
talk	VBP	talk
next	JJ	next
.	SENT	.
I	PP	I
showed	VBD	show
them	PP	them
this	DT	this
video	NN	video
with	IN	with
the	DT	the
simple	JJ	simple
design	NN	design
of	IN	of
RHex	NP	<unknown>
here	RB	here
.	SENT	.
And	CC	and
just	RB	just
to	TO	to
convince	VB	convince
them	PP	them
we	PP	we
should	MD	should
go	VB	go
to	TO	to
Mars	NP	Mars
in	IN	in
2011	CD	@card@
,	,	,
I	PP	I
tinted	VBD	tint
the	DT	the
video	JJ	video
orange	NN	orange
just	RB	just
to	TO	to
give	VB	give
them	PP	them
the	DT	the
sense	NN	sense
of	IN	of
being	VBG	be
on	IN	on
Mars	NP	Mars
.	SENT	.
Another	DT	another
reason	NN	reason
why	WRB	why
animals	NNS	animal
have	VBP	have
extraordinary	JJ	extraordinary
performance	NN	performance
,	,	,
and	CC	and
can	MD	can
go	VB	go
anywhere	RB	anywhere
,	,	,
is	VBZ	be
because	IN	because
they	PP	they
have	VBP	have
an	DT	an
effective	JJ	effective
interaction	NN	interaction
with	IN	with
the	DT	the
environment	NN	environment
.	SENT	.
The	DT	the
animal	JJ	animal
I	NP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
show	VB	show
you	PP	you
,	,	,
that	IN	that
we	PP	we
studied	VBD	study
to	TO	to
look	VB	look
at	IN	at
this	DT	this
,	,	,
is	VBZ	be
the	DT	the
gecko	NN	gecko
.	SENT	.
We	PP	we
have	VBP	have
one	CD	one
here	RB	here
and	CC	and
notice	VB	notice
its	PP$	its
position	NN	position
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
holding	VBG	hold
on	IN	on
.	SENT	.
Now	RB	now
I	NP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
challenge	VB	challenge
you	PP	you
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
going	VBG	go
show	NN	show
you	PP	you
a	DT	a
video	NN	video
.	SENT	.
One	CD	one
of	IN	of
the	DT	the
animals	NNS	animal
is	VBZ	be
going	VBG	go
to	TO	to
be	VB	be
running	VBG	run
on	IN	on
the	DT	the
level	NN	level
,	,	,
and	CC	and
the	DT	the
other	JJ	other
one	CD	one
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
be	VB	be
running	VBG	run
up	RP	up
a	DT	a
wall	NN	wall
.	SENT	.
Which	WDT	which
one	CD	one
'	POS	'
s	NNS	<unknown>
which	WDT	which
?	SENT	?
They	PP	they
'	POS	'
re	NN	re
going	VBG	go
at	IN	at
a	DT	a
meter	NN	meter
a	DT	a
second	NN	second
.	SENT	.
How	WRB	how
many	RB	many
think	VB	think
the	DT	the
one	CD	one
on	IN	on
the	DT	the
left	NN	left
is	VBZ	be
running	VBG	run
up	RP	up
the	DT	the
wall	NN	wall
?	SENT	?
Okay	JJ	okay
.	SENT	.
The	DT	the
point	NN	point
is	VBZ	be
it	PP	it
'	POS	'
s	NN	S
really	RB	really
hard	JJ	hard
to	TO	to
tell	VB	tell
,	,	,
isn	NP	isn
'	POS	'
t	NN	t
it	PP	it
?	SENT	?
It	PP	it
'	POS	'
s	NNS	<unknown>
incredible	JJ	incredible
,	,	,
we	PP	we
looked	VBD	look
at	IN	at
students	NNS	student
do	VBP	do
this	DT	this
and	CC	and
they	PP	they
couldn	NN	<unknown>
'	POS	'
t	NN	t
tell	NN	tell
.	SENT	.
They	PP	they
can	MD	can
run	VB	run
up	RP	up
a	DT	a
wall	NN	wall
at	IN	at
a	DT	a
meter	NN	meter
a	DT	a
second	JJ	second
,	,	,
15	CD	@card@
steps	NNS	step
per	IN	per
second	JJ	second
,	,	,
and	CC	and
they	PP	they
look	VBP	look
like	IN	like
they	PP	they
'	POS	'
re	NN	re
running	VBG	run
on	IN	on
the	DT	the
level	NN	level
.	SENT	.
How	WRB	how
do	VBP	do
they	PP	they
do	VBP	do
this	DT	this
?	SENT	?
It	PP	it
'	POS	'
s	NN	S
just	RB	just
phenomenal	JJ	phenomenal
.	SENT	.
The	DT	the
one	CD	one
on	IN	on
the	DT	the
right	NN	right
was	VBD	be
going	VBG	go
up	RP	up
the	DT	the
hill	NN	hill
.	SENT	.
How	WRB	how
do	VBP	do
they	PP	they
do	VBP	do
this	DT	this
?	SENT	?
They	PP	they
have	VBP	have
bizarre	JJ	bizarre
toes	NNS	toe
.	SENT	.
They	PP	they
have	VBP	have
toes	NNS	toe
that	WDT	that
uncurl	VBP	uncurl
like	IN	like
party	NN	party
favors	VBZ	favor
when	WRB	when
you	PP	you
blow	VBP	blow
them	PP	them
out	RP	out
,	,	,
and	CC	and
then	RB	then
peel	VB	peel
off	RP	off
the	DT	the
surface	NN	surface
,	,	,
like	IN	like
tape	NN	tape
.	SENT	.
Like	IN	like
if	IN	if
we	PP	we
had	VBD	have
a	DT	a
piece	NN	piece
of	IN	of
tape	NN	tape
now	RB	now
,	,	,
we	PP	we
'	POS	'
d	NN	d
peel	VB	peel
it	PP	it
this	DT	this
way	NN	way
.	SENT	.
They	PP	they
do	VBP	do
this	DT	this
with	IN	with
their	PP$	their
toes	NNS	toe
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
bizarre	JJ	bizarre
!	SENT	!
This	DT	this
peeling	NN	peeling
inspired	VBN	inspire
iRobot	NN	<unknown>
—	:	-
that	IN	that
we	PP	we
work	VBP	work
with	IN	with
—	:	-
to	TO	to
build	VB	build
Mecho-Geckos	NP	<unknown>
.	SENT	.
Here	RB	here
'	''	'
s	VBG	<unknown>
a	DT	a
legged	JJ	legged
version	NN	version
and	CC	and
a	DT	a
tractor	NN	tractor
version	NN	version
,	,	,
or	CC	or
a	DT	a
bulldozer	NN	bulldozer
version	NN	version
.	SENT	.
Let	NP	Let
'	POS	'
s	NNS	<unknown>
see	VBP	see
some	DT	some
of	IN	of
the	DT	the
geckos	NNS	gecko
move	NN	move
with	IN	with
some	DT	some
video	NN	video
,	,	,
and	CC	and
then	RB	then
I	NP	I
'	POS	'
ll	NNS	<unknown>
show	VBP	show
you	PP	you
a	DT	a
little	JJ	little
bit	NN	bit
of	IN	of
a	DT	a
clip	NN	clip
of	IN	of
the	DT	the
robots	NNS	robot
.	SENT	.
Here	RB	here
'	''	'
s	VBG	<unknown>
the	DT	the
gecko	NN	gecko
running	VBG	run
up	RP	up
a	DT	a
vertical	JJ	vertical
surface	NN	surface
.	SENT	.
There	RB	there
it	PP	it
goes	VBZ	go
,	,	,
in	IN	in
real	JJ	real
time	NN	time
.	SENT	.
There	RB	there
it	PP	it
goes	VBZ	go
again	RB	again
.	SENT	.
Obviously	RB	obviously
,	,	,
we	PP	we
have	VBP	have
to	TO	to
slow	VB	slow
this	DT	this
down	IN	down
a	DT	a
little	JJ	little
bit	NN	bit
.	SENT	.
You	PP	you
can	MD	can
'	''	'
t	NN	t
use	VBP	use
regular	JJ	regular
cameras	NNS	camera
.	SENT	.
You	PP	you
have	VBP	have
to	TO	to
take	VB	take
1	CD	@card@
,	,	,
000	CD	@card@
pictures	NNS	picture
per	IN	per
second	JJ	second
to	TO	to
see	VB	see
this	DT	this
.	SENT	.
And	CC	and
here	RB	here
'	''	'
s	VBG	<unknown>
some	DT	some
video	NN	video
at	IN	at
1	CD	@card@
,	,	,
000	CD	@card@
frames	NNS	frame
per	IN	per
second	JJ	second
.	SENT	.
Now	RB	now
,	,	,
I	PP	I
want	VBP	want
you	PP	you
to	TO	to
look	VB	look
at	IN	at
the	DT	the
animal	NN	animal
'	POS	'
s	NN	S
back	RB	back
.	SENT	.
Do	VB	do
you	PP	you
see	VB	see
how	WRB	how
much	JJ	much
it	PP	it
'	''	'
s	NNS	<unknown>
bending	VBG	bend
like	IN	like
that	DT	that
?	SENT	?
We	PP	we
can	MD	can
'	''	'
t	NN	t
figure	NN	figure
that	IN	that
out	RB	out
—	:	-
that	WDT	that
'	POS	'
s	NN	S
an	DT	an
unsolved	JJ	unsolved
mystery	NN	mystery
.	SENT	.
We	PP	we
don	VBP	don
'	''	'
t	NN	t
know	VB	know
how	WRB	how
it	PP	it
works	VBZ	work
.	SENT	.
If	IN	if
you	PP	you
have	VBP	have
a	DT	a
son	NN	son
or	CC	or
a	DT	a
daughter	NN	daughter
that	WDT	that
wants	VBZ	want
to	TO	to
come	VB	come
to	TO	to
Berkeley	NP	Berkeley
,	,	,
come	VBN	come
to	TO	to
my	PP$	my
lab	NN	lab
and	CC	and
we	PP	we
'	POS	'
ll	NNS	<unknown>
figure	VBP	figure
this	DT	this
out	RP	out
.	SENT	.
Okay	RB	okay
,	,	,
send	VB	send
them	PP	them
to	TO	to
Berkeley	NP	Berkeley
because	IN	because
that	DT	that
'	''	'
s	VBG	<unknown>
the	DT	the
next	JJ	next
thing	NN	thing
I	PP	I
want	VBP	want
to	TO	to
do	VB	do
.	SENT	.
Here	RB	here
'	''	'
s	VBG	<unknown>
the	DT	the
gecko	NN	gecko
mill	NN	mill
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
a	DT	a
see-through	JJ	see-through
treadmill	NN	treadmill
with	IN	with
a	DT	a
see-through	JJ	see-through
treadmill	NN	treadmill
belt	NN	belt
,	,	,
so	RB	so
we	PP	we
can	MD	can
watch	VB	watch
the	DT	the
animal	NN	animal
'	POS	'
s	NN	S
feet	NNS	foot
,	,	,
and	CC	and
videotape	VB	videotape
them	PP	them
through	IN	through
the	DT	the
treadmill	NN	treadmill
belt	NN	belt
,	,	,
to	TO	to
see	VB	see
how	WRB	how
they	PP	they
move	VBP	move
.	SENT	.
Here	RB	here
'	''	'
s	VBG	<unknown>
the	DT	the
animal	NN	animal
that	IN	that
we	PP	we
have	VBP	have
here	RB	here
,	,	,
running	VBG	run
on	IN	on
a	DT	a
vertical	JJ	vertical
surface	NN	surface
.	SENT	.
Pick	VB	pick
a	DT	a
foot	NN	foot
and	CC	and
try	VB	try
to	TO	to
watch	VB	watch
a	DT	a
toe	NN	toe
,	,	,
and	CC	and
see	VB	see
if	IN	if
you	PP	you
can	MD	can
see	VB	see
what	WP	what
the	DT	the
animal	NN	animal
'	POS	'
s	NNS	<unknown>
doing	VBG	do
.	SENT	.
See	VB	see
it	PP	it
uncurl	VB	uncurl
and	CC	and
then	RB	then
peel	VB	peel
these	DT	these
toes	NNS	toe
.	SENT	.
It	PP	it
can	MD	can
do	VB	do
this	DT	this
in	IN	in
14	CD	@card@
milliseconds	NNS	millisecond
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
unbelievable	JJ	unbelievable
.	SENT	.
Here	RB	here
are	VBP	be
the	DT	the
robots	NNS	robot
that	WDT	that
they	PP	they
inspire	VBP	inspire
,	,	,
the	DT	the
Mecho-Geckos	NP	<unknown>
from	IN	from
iRobot	NN	<unknown>
.	SENT	.
First	JJ	first
we	PP	we
'	''	'
ll	NNS	<unknown>
see	VBP	see
the	DT	the
animals	NNS	animal
toes	NNS	toe
peeling	NN	peeling
—	:	-
look	VB	look
at	IN	at
that	DT	that
.	SENT	.
And	CC	and
here	RB	here
'	''	'
s	VBG	<unknown>
the	DT	the
peeling	VBG	peel
action	NN	action
of	IN	of
the	DT	the
Mecho-Gecko	NP	<unknown>
.	SENT	.
It	PP	it
uses	VBZ	use
a	DT	a
pressure-	NN	<unknown>
sensitive	JJ	sensitive
adhesive	NN	adhesive
to	TO	to
do	VB	do
it	PP	it
.	SENT	.
Peeling	VBG	peel
in	IN	in
the	DT	the
animal	NN	animal
.	SENT	.
Peeling	VBG	peel
in	IN	in
the	DT	the
Mecho-Gecko	NP	<unknown>
—	:	-
that	WDT	that
allows	VBZ	allow
them	PP	them
climb	VB	climb
autonomously	RB	autonomously
.	SENT	.
Can	MD	can
go	VB	go
on	IN	on
the	DT	the
flat	JJ	flat
surface	NN	surface
,	,	,
transition	NN	transition
to	TO	to
a	DT	a
wall	NN	wall
,	,	,
and	CC	and
then	RB	then
go	VB	go
onto	IN	onto
a	DT	a
ceiling	NN	ceiling
.	SENT	.
There	EX	there
'	''	'
s	VBG	<unknown>
the	DT	the
bulldozer	NN	bulldozer
version	NN	version
.	SENT	.
Now	RB	now
,	,	,
it	PP	it
doesn	NNS	<unknown>
'	POS	'
t	NN	t
use	NN	use
pressure-sensitive	JJ	pressure-sensitive
glue	NN	glue
.	SENT	.
The	DT	the
animal	NN	animal
does	VBZ	do
not	RB	not
use	VB	use
that	DT	that
.	SENT	.
But	CC	but
that	WDT	that
'	POS	'
s	VBG	<unknown>
what	WP	what
we	PP	we
'	POS	'
re	NN	re
limited	JJ	limited
to	TO	to
,	,	,
at	IN	at
the	DT	the
moment	NN	moment
.	SENT	.
What	WP	what
does	VBZ	do
the	DT	the
animal	NN	animal
do	VBP	do
?	SENT	?
The	DT	the
animal	NN	animal
has	VBZ	have
weird	JJ	weird
toes	NNS	toe
.	SENT	.
And	CC	and
if	IN	if
you	PP	you
look	VBP	look
at	IN	at
the	DT	the
toes	NNS	toe
,	,	,
they	PP	they
have	VBP	have
these	DT	these
little	JJ	little
leaves	NNS	leaf
there	RB	there
,	,	,
and	CC	and
if	IN	if
you	PP	you
blow	VBP	blow
them	PP	them
up	RP	up
and	CC	and
zoom	VB	zoom
in	IN	in
,	,	,
you	PP	you
'	POS	'
ll	NNS	<unknown>
see	VBP	see
that	IN	that
'	POS	'
s	NN	S
there	RB	there
'	POS	'
s	JJ	<unknown>
little	JJ	little
striations	NNS	striation
in	IN	in
these	DT	these
leaves	NNS	leaf
.	SENT	.
And	CC	and
if	IN	if
you	PP	you
zoom	VBP	zoom
in	IN	in
270	CD	@card@
times	NNS	time
,	,	,
you	PP	you
'	POS	'
ll	NNS	<unknown>
see	VBP	see
it	PP	it
looks	VBZ	look
like	IN	like
a	DT	a
rug	NN	rug
.	SENT	.
And	CC	and
if	IN	if
you	PP	you
blow	VBP	blow
that	IN	that
up	RB	up
,	,	,
and	CC	and
zoom	VB	zoom
in	IN	in
900	CD	@card@
times	NNS	time
,	,	,
you	PP	you
see	VBP	see
there	EX	there
are	VBP	be
hairs	NNS	hair
there	RB	there
,	,	,
tiny	JJ	tiny
hairs	NNS	hair
.	SENT	.
And	CC	and
if	IN	if
you	PP	you
look	VBP	look
carefully	RB	carefully
,	,	,
those	DT	those
tiny	JJ	tiny
hairs	NNS	hair
have	VBP	have
striations	NNS	striation
.	SENT	.
And	CC	and
if	IN	if
you	PP	you
zoom	VBP	zoom
in	IN	in
on	IN	on
those	DT	those
30	CD	@card@
,	,	,
000	CD	@card@
times	NNS	time
,	,	,
you	PP	you
'	POS	'
ll	NNS	<unknown>
see	VBP	see
each	DT	each
hair	NN	hair
has	VBZ	have
split	VBN	split
ends	NNS	end
.	SENT	.
And	CC	and
if	IN	if
you	PP	you
blow	VBP	blow
those	DT	those
up	RB	up
,	,	,
they	PP	they
have	VBP	have
these	DT	these
little	JJ	little
structures	NNS	structure
on	IN	on
the	DT	the
end	NN	end
.	SENT	.
The	DT	the
smallest	JJS	small
branch	NN	branch
of	IN	of
the	DT	the
hairs	NNS	hair
looks	VBZ	look
like	IN	like
spatulae	NNS	<unknown>
,	,	,
and	CC	and
an	DT	an
animal	NN	animal
like	IN	like
that	WDT	that
has	VBZ	have
one	CD	one
billion	NNS	billion
of	IN	of
these	DT	these
nano-size	JJ	<unknown>
split	NN	split
ends	NNS	end
,	,	,
to	TO	to
get	VB	get
very	RB	very
close	JJ	close
to	TO	to
the	DT	the
surface	NN	surface
.	SENT	.
In	IN	in
fact	NN	fact
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
the	DT	the
diameter	NN	diameter
of	IN	of
your	PP$	your
hair	NN	hair
—	:	-
a	DT	a
gecko	NN	gecko
has	VBZ	have
two	CD	two
million	CD	million
of	IN	of
these	DT	these
,	,	,
and	CC	and
each	DT	each
hair	NN	hair
has	VBZ	have
100	CD	@card@
to	TO	to
1	CD	@card@
,	,	,
000	CD	@card@
split	NN	split
ends	NNS	end
.	SENT	.
Think	VB	think
of	IN	of
the	DT	the
contact	NN	contact
of	IN	of
that	WDT	that
that	DT	that
'	''	'
s	NNS	<unknown>
possible	JJ	possible
.	SENT	.
We	PP	we
were	VBD	be
fortunate	JJ	fortunate
to	TO	to
work	VB	work
with	IN	with
another	DT	another
group	NN	group
at	IN	at
Stanford	NP	Stanford
that	WDT	that
built	VBD	build
us	PP	us
a	DT	a
special	JJ	special
manned	JJ	manned
sensor	NN	sensor
,	,	,
that	IN	that
we	PP	we
were	VBD	be
able	JJ	able
to	TO	to
measure	VB	measure
the	DT	the
force	NN	force
of	IN	of
an	DT	an
individual	JJ	individual
hair	NN	hair
.	SENT	.
Here	RB	here
'	''	'
s	VBG	<unknown>
an	DT	an
individual	JJ	individual
hair	NN	hair
with	IN	with
a	DT	a
little	JJ	little
split	NN	split
end	NN	end
there	RB	there
.	SENT	.
When	WRB	when
we	PP	we
measured	VBD	measure
the	DT	the
forces	NNS	force
,	,	,
they	PP	they
were	VBD	be
enormous	JJ	enormous
.	SENT	.
They	PP	they
were	VBD	be
so	RB	so
large	JJ	large
that	IN	that
a	DT	a
patch	NN	patch
of	IN	of
hairs	NNS	hair
about	IN	about
this	DT	this
size	NN	size
—	:	-
the	DT	the
gecko	NN	gecko
'	POS	'
s	NN	S
foot	NN	foot
could	MD	could
support	VB	support
the	DT	the
weight	NN	weight
of	IN	of
a	DT	a
small	JJ	small
child	NN	child
,	,	,
about	RB	about
40	CD	@card@
pounds	NNS	pound
,	,	,
easily	RB	easily
.	SENT	.
Now	RB	now
,	,	,
how	WRB	how
do	VBP	do
they	PP	they
do	VBP	do
it	PP	it
?	SENT	?
We	PP	we
'	POS	'
ve	NN	ve
recently	RB	recently
discovered	VBD	discover
this	DT	this
.	SENT	.
Do	VB	do
they	PP	they
do	VB	do
it	PP	it
by	IN	by
friction	NN	friction
?	SENT	?
No	UH	no
,	,	,
force	NN	force
is	VBZ	be
too	RB	too
low	JJ	low
.	SENT	.
Do	VB	do
they	PP	they
do	VB	do
it	PP	it
by	IN	by
electrostatics	NNS	electrostatics
?	SENT	?
No	UH	no
,	,	,
you	PP	you
can	MD	can
change	VB	change
the	DT	the
charge	NN	charge
—	:	-
they	PP	they
still	RB	still
hold	VBP	hold
on	IN	on
.	SENT	.
Do	VB	do
they	PP	they
do	VB	do
it	PP	it
by	IN	by
interlocking	VBG	interlock
?	SENT	?
That	IN	that
'	POS	'
s	JJ	<unknown>
kind	NN	kind
of	IN	of
a	DT	a
like	IN	like
a	DT	a
Velcro-like	JJ	<unknown>
thing	NN	thing
.	SENT	.
No	UH	no
,	,	,
you	PP	you
can	MD	can
put	VB	put
them	PP	them
on	IN	on
molecular	JJ	molecular
smooth	JJ	smooth
surfaces	NNS	surface
—	:	-
they	PP	they
don	VBP	don
'	''	'
t	NN	t
do	VBP	do
it	PP	it
.	SENT	.
How	WRB	how
about	RB	about
suction	NN	suction
?	SENT	?
They	PP	they
stick	VBP	stick
on	IN	on
in	IN	in
a	DT	a
vacuum	NN	vacuum
.	SENT	.
How	WRB	how
about	RB	about
wet	JJ	wet
adhesion	NN	adhesion
?	SENT	?
Or	CC	or
capillary	JJ	capillary
adhesion	NN	adhesion
?	SENT	?
They	PP	they
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
any	DT	any
glue	NN	glue
,	,	,
and	CC	and
they	PP	they
even	RB	even
stick	VBP	stick
under	IN	under
water	NN	water
just	RB	just
fine	JJ	fine
.	SENT	.
If	IN	if
you	PP	you
put	VBD	put
their	PP$	their
foot	NN	foot
under	IN	under
