Good	JJ	good
in	IN	in
the	DT	the
US	NP	US
is	VBZ	be
going	VBG	go
to	TO	to
be	VB	be
many	JJ	many
big	JJ	big
steps	NNS	step
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
take	VB	take
political	JJ	political
and	CC	and
social	JJ	social
will	NN	will
for	IN	for
that	WDT	that
to	TO	to
happen	VB	happen
.	SENT	.
But	CC	but
we	PP	we
can	MD	can
do	VB	do
it	PP	it
.	SENT	.
I	PP	I
strongly	RB	strongly
believe	VBP	believe
we	PP	we
can	MD	can
translate	VB	translate
the	DT	the
science	NN	science
,	,	,
bridge	VB	bridge
it	PP	it
to	TO	to
policy	NN	policy
and	CC	and
make	VB	make
a	DT	a
difference	NN	difference
in	IN	in
our	PP$	our
environment	NN	environment
.	SENT	.
We	PP	we
all	RB	all
want	VBP	want
a	DT	a
clean	JJ	clean
environment	NN	environment
.	SENT	.
And	CC	and
we	PP	we
can	MD	can
work	VB	work
together	RB	together
to	TO	to
do	VB	do
this	DT	this
so	IN	so
that	WDT	that
we	PP	we
no	RB	no
longer	RBR	longer
have	VB	have
these	DT	these
dead	JJ	dead
zones	NNS	zone
in	IN	in
the	DT	the
Gulf	NP	Gulf
of	IN	of
Mexico	NP	Mexico
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
