So	IN	so
the	DT	the
Bible	NP	Bible
'	POS	'
s	NN	S
King	NP	King
Solomon	NP	Solomon
,	,	,
who	WP	who
was	VBD	be
famous	JJ	famous
for	IN	for
being	VBG	be
able	JJ	able
to	TO	to
give	VB	give
great	JJ	great
advice	NN	advice
to	TO	to
other	JJ	other
people	NNS	people
,	,	,
but	CC	but
when	WRB	when
it	PP	it
came	VBD	come
to	TO	to
his	PP$	his
own	JJ	own
affairs	NNS	affair
,	,	,
he	PP	he
stumbled	VBD	stumble
mightily	RB	mightily
.	SENT	.
Using	VBG	use
your	PP$	your
own	JJ	own
name	NN	name
and	CC	and
"	``	"
you	PP	you
"	``	"
shifts	VBZ	shift
your	PP$	your
perspective	NN	perspective
.	SENT	.
It	PP	it
gets	VBZ	get
you	PP	you
to	TO	to
relate	VB	relate
to	TO	to
yourself	PP	yourself
like	IN	like
you	PP	you
were	VBD	be
giving	VBG	give
advice	NN	advice
to	TO	to
someone	NN	someone
else	RB	else
,	,	,
and	CC	and
that	WDT	that
makes	VBZ	make
it	PP	it
much	RB	much
,	,	,
much	RB	much
easier	JJR	easy
for	IN	for
us	PP	us
to	TO	to
wisely	RB	wisely
work	VB	work
through	IN	through
our	PP$	our
problems	NNS	problem
.	SENT	.
Another	DT	another
tool	NN	tool
you	PP	you
can	MD	can
use	VB	use
to	TO	to
manage	VB	manage
your	PP$	your
chatter	NN	chatter
is	VBZ	be
other	JJ	other
people	NNS	people
.	SENT	.
But	CC	but
you	PP	you
have	VBP	have
to	TO	to
be	VB	be
really	RB	really
careful	JJ	careful
about	IN	about
who	WP	who
you	PP	you
go	VBP	go
to	TO	to
for	IN	for
chatter	NN	chatter
support	NN	support
.	SENT	.
Many	JJ	many
people	NNS	people
think	VBP	think
that	IN	that
the	DT	the
best	JJS	good
way	NN	way
to	TO	to
help	VB	help
someone	NN	someone
else	RB	else
is	VBZ	be
to	TO	to
let	VB	let
them	PP	them
vent	VB	vent
their	PP$	their
emotions	NNS	emotion
,	,	,
but	CC	but
venting	VBG	vent
doesn	NN	<unknown>
'	POS	'
t	NN	t
help	VB	help
us	PP	us
work	VB	work
through	IN	through
our	PP$	our
chatter	NN	chatter
.	SENT	.
I	PP	I
want	VBP	want
to	TO	to
repeat	VB	repeat
that	IN	that
again	RB	again
,	,	,
because	IN	because
it	PP	it
'	POS	'
s	NN	S
a	DT	a
really	RB	really
important	JJ	important
take-home	JJ	take-home
.	SENT	.
Venting	VBG	vent
doesn	NN	<unknown>
'	POS	'
t	NN	t
help	VB	help
us	PP	us
work	VB	work
through	IN	through
our	PP$	our
chatter	NN	chatter
.	SENT	.
Venting	VBG	vent
is	VBZ	be
really	RB	really
useful	JJ	useful
for	IN	for
strengthening	VBG	strengthen
the	DT	the
friendship	NN	friendship
and	CC	and
relational	JJ	relational
bonds	NNS	bond
between	IN	between
people	NNS	people
.	SENT	.
It	PP	it
is	VBZ	be
good	JJ	good
to	TO	to
know	VB	know
that	DT	that
someone	NN	someone
'	POS	'
s	NN	S
there	RB	there
,	,	,
they	PP	they
'	POS	'
re	NN	re
willing	JJ	willing
to	TO	to
take	VB	take
the	DT	the
time	NN	time
to	TO	to
listen	VB	listen
and	CC	and
empathize	VB	empathize
with	IN	with
you	PP	you
.	SENT	.
But	CC	but
if	IN	if
all	DT	all
you	PP	you
do	VBP	do
is	VBZ	be
vent	NN	vent
about	IN	about
a	DT	a
problem	NN	problem
,	,	,
you	PP	you
leave	VBP	leave
that	DT	that
conversation	NN	conversation
,	,	,
you	PP	you
feel	VBP	feel
great	JJ	great
about	IN	about
the	DT	the
person	NN	person
you	PP	you
just	RB	just
spoke	VBD	speak
to	TO	to
,	,	,
but	CC	but
the	DT	the
chatter	NN	chatter
is	VBZ	be
still	RB	still
churning	VBG	churn
because	IN	because
you	PP	you
haven	NN	haven
'	POS	'
t	NN	t
done	VBN	do
anything	NN	anything
to	TO	to
actually	RB	actually
address	VB	address
it	PP	it
.	SENT	.
The	DT	the
best	JJS	good
kinds	NNS	kind
of	IN	of
conversations	NNS	conversation
with	IN	with
other	JJ	other
people	NNS	people
do	VBP	do
two	CD	two
things	NNS	thing
.	SENT	.
One	CD	one
,	,	,
the	DT	the
person	NN	person
you	PP	you
'	POS	'
re	NN	re
talking	VBG	talk
to	TO	to
does	NNS	doe
let	VBP	let
you	PP	you
express	VB	express
your	PP$	your
emotions	NNS	emotion
.	SENT	.
It	PP	it
is	VBZ	be
important	JJ	important
for	IN	for
them	PP	them
to	TO	to
empathize	VB	empathize
with	IN	with
you	PP	you
and	CC	and
validate	VB	validate
what	WP	what
you	PP	you
'	''	'
re	IN	re
going	VBG	go
through	RP	through
.	SENT	.
But	CC	but
then	RB	then
,	,	,
once	IN	once
you	PP	you
'	POS	'
ve	NN	ve
had	VBD	have
an	DT	an
opportunity	NN	opportunity
to	TO	to
share	VB	share
your	PP$	your
feelings	NNS	feeling
,	,	,
they	PP	they
ideally	RB	ideally
start	VBP	start
working	VBG	work
with	IN	with
you	PP	you
to	TO	to
broaden	VB	broaden
your	PP$	your
perspective	NN	perspective
.	SENT	.
They	PP	they
'	POS	'
re	NN	re
in	IN	in
an	DT	an
ideal	JJ	ideal
position	NN	position
to	TO	to
help	VB	help
you	PP	you
do	VBP	do
that	IN	that
,	,	,
because	IN	because
the	DT	the
problem	NN	problem
isn	NN	isn
'	POS	'
t	NN	t
happening	VBG	happen
to	TO	to
them	PP	them
.	SENT	.
So	RB	so
think	VBP	think
really	RB	really
carefully	RB	carefully
about	IN	about
who	WP	who
your	PP$	your
chatter	NN	chatter
advisors	NNS	advisor
are	VBP	be
.	SENT	.
They	PP	they
should	MD	should
be	VB	be
people	NNS	people
who	WP	who
both	CC	both
listen	VB	listen
and	CC	and
advise	VB	advise
.	SENT	.
That	DT	that
brings	VBZ	bring
me	PP	me
to	TO	to
my	PP$	my
third	JJ	third
and	CC	and
final	JJ	final
tool	NN	tool
that	IN	that
I	PP	I
want	VBP	want
to	TO	to
share	VB	share
with	IN	with
you	PP	you
.	SENT	.
It	PP	it
'	''	'
s	VBG	<unknown>
my	PP$	my
favorite	NN	favorite
.	SENT	.
It	PP	it
'	POS	'
s	JJ	<unknown>
experiencing	VBG	experience
awe	NN	awe
.	SENT	.
About	RB	about
10	CD	@card@
years	NNS	year
ago	RB	ago
,	,	,
scientists	NNS	scientist
at	IN	at
Berkeley	NP	Berkeley
tracked	VBD	track
a	DT	a
group	NN	group
of	IN	of
military	JJ	military
veterans	NNS	veteran
and	CC	and
first	JJ	first
responders	NNS	responder
as	IN	as
they	PP	they
paddled	VBD	paddle
down	RP	down
Utah	NP	Utah
'	POS	'
s	NN	S
majestic	JJ	majestic
Green	NP	Green
River	NP	River
.	SENT	.
They	PP	they
measured	VBD	measure
participants	NNS	participant
'	POS	'
levels	NNS	level
of	IN	of
PTSD	NN	<unknown>
and	CC	and
stress	NN	stress
,	,	,
mental	JJ	mental
states	NNS	state
that	WDT	that
are	VBP	be
infused	VBN	infuse
with	IN	with
chatter	NN	chatter
,	,	,
both	CC	both
before	IN	before
and	CC	and
after	IN	after
the	DT	the
rafting	VBG	raft
trip	NN	trip
.	SENT	.
Not	RB	not
surprisingly	RB	surprisingly
,	,	,
they	PP	they
found	VBD	find
that	IN	that
most	JJS	most
of	IN	of
the	DT	the
participants	NNS	participant
,	,	,
their	PP$	their
stress	NN	stress
and	CC	and
PTSD	NN	<unknown>
levels	NNS	level
declined	VBD	decline
from	IN	from
the	DT	the
beginning	NN	beginning
to	TO	to
the	DT	the
end	NN	end
of	IN	of
the	DT	the
experiment	NN	experiment
.	SENT	.
But	CC	but
what	WP	what
was	VBD	be
surprising	VBG	surprise
was	VBD	be
the	DT	the
factor	NN	factor
that	WDT	that
predicted	VBD	predict
those	DT	those
declines	NNS	decline
in	IN	in
PTSD	NN	<unknown>
and	CC	and
stress	NN	stress
.	SENT	.
It	PP	it
was	VBD	be
participants	NNS	participant
'	POS	'
experience	NN	experience
of	IN	of
awe	NN	awe
.	SENT	.
Awe	NP	Awe
is	VBZ	be
an	DT	an
emotion	NN	emotion
we	PP	we
experience	VBP	experience
when	WRB	when
we	PP	we
are	VBP	be
in	IN	in
the	DT	the
presence	NN	presence
of	IN	of
something	NN	something
vast	JJ	vast
and	CC	and
indescribable	JJ	indescribable
.	SENT	.
Lots	NNS	lot
of	IN	of
people	NNS	people
get	VBP	get
it	PP	it
from	IN	from
an	DT	an
amazing	JJ	amazing
sunset	NN	sunset
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
a	DT	a
science	NN	science
geek	NN	geek
,	,	,
so	RB	so
I	PP	I
get	VBP	get
it	PP	it
when	WRB	when
I	PP	I
contemplate	VBP	contemplate
outer	JJ	outer
space	NN	space
and	CC	and
interplanetary	JJ	interplanetary
travel	NN	travel
.	SENT	.
We	PP	we
have	VBP	have
an	DT	an
SUV	NP	SUV
on	IN	on
Mars	NP	Mars
right	RB	right
now	RB	now
,	,	,
sending	VBG	send
us	PP	us
footage	NN	footage
back	RB	back
of	IN	of
that	DT	that
terrain	NN	terrain
--	:	--
that	WDT	that
is	VBZ	be
awe-inspiring	JJ	awe-inspiring
to	TO	to
me	PP	me
.	SENT	.
When	WRB	when
we	PP	we
experience	VBP	experience
this	DT	this
emotion	NN	emotion
of	IN	of
awe	NN	awe
,	,	,
it	PP	it
leads	VBZ	lead
to	TO	to
what	WP	what
we	PP	we
call	VBP	call
a	DT	a
shrinking	NN	shrinking
of	IN	of
the	DT	the
self	NN	self
.	SENT	.
We	PP	we
feel	VBP	feel
smaller	JJR	small
when	WRB	when
we	PP	we
'	POS	'
re	NN	re
contemplating	VBG	contemplate
something	NN	something
vast	JJ	vast
and	CC	and
indescribable	JJ	indescribable
,	,	,
and	CC	and
when	WRB	when
we	PP	we
feel	VBP	feel
smaller	JJR	small
,	,	,
so	RB	so
does	VBZ	do
our	PP$	our
chatter	NN	chatter
.	SENT	.
I	PP	I
want	VBP	want
to	TO	to
wrap	VB	wrap
things	NNS	thing
up	RP	up
by	IN	by
sharing	VBG	share
with	IN	with
you	PP	you
a	DT	a
set	NN	set
of	IN	of
observations	NNS	observation
about	IN	about
our	PP$	our
,	,	,
at	IN	at
times	NNS	time
,	,	,
messy	JJ	messy
emotional	JJ	emotional
lives	NNS	life
that	IN	that
I	PP	I
find	VBP	find
myself	PP	myself
thinking	VBG	think
about	IN	about
quite	PDT	quite
a	DT	a
bit	NN	bit
.	SENT	.
And	CC	and
every	DT	every
time	NN	time
I	PP	I
do	VBP	do
,	,	,
it	PP	it
fills	VBZ	fill
me	PP	me
with	IN	with
both	DT	both
dread	NN	dread
,	,	,
and	CC	and
I	PP	I
find	VBP	find
it	PP	it
inspiring	JJ	inspiring
.	SENT	.
Between	IN	between
8	CD	@card@
,	,	,
000-10	CD	@card@
,	,	,
000	CD	@card@
years	NNS	year
ago	RB	ago
,	,	,
our	PP$	our
ancestors	NNS	ancestor
invented	VBD	invent
the	DT	the
first	JJ	first
surgical	JJ	surgical
technique	NN	technique
.	SENT	.
Its	PP$	its
name	NN	name
was	VBD	be
trepanation	NN	trepanation
,	,	,
and	CC	and
what	WP	what
it	PP	it
involved	VBD	involve
doing	VBG	do
was	VBD	be
drilling	VBG	drill
holes	NNS	hole
in	IN	in
people	NNS	people
'	POS	'
s	NN	S
skulls	NNS	skull
.	SENT	.
One	CD	one
of	IN	of
the	DT	the
reasons	NNS	reason
why	WRB	why
this	DT	this
technique	NN	technique
was	VBD	be
believed	VBN	believe
to	TO	to
be	VB	be
used	VBN	use
was	VBD	be
to	TO	to
help	VB	help
people	NNS	people
manage	VB	manage
their	PP$	their
emotions	NNS	emotion
--	:	--
big	JJ	big
,	,	,
dysregulated	JJ	dysregulated
emotional	JJ	emotional
responses	NNS	response
.	SENT	.
Let	VB	let
the	DT	the
evil	JJ	evil
spirits	NNS	spirit
out	RB	out
.	SENT	.
Fast-forward	JJ	fast-forward
to	TO	to
1949	CD	@card@
.	SENT	.
A	DT	a
Portuguese	JJ	Portuguese
physician	NN	physician
wins	VBZ	win
the	DT	the
Nobel	NP	Nobel
Prize	NP	Prize
for	IN	for
another	DT	another
emotion	NN	emotion
regulation	NN	regulation
intervention	NN	intervention
.	SENT	.
This	DT	this
one	CD	one
'	POS	'
s	NN	S
name	NN	name
?	SENT	?
The	DT	the
frontal	JJ	frontal
lobotomy	NN	lobotomy
.	SENT	.
We	PP	we
have	VBP	have
come	VBN	come
a	DT	a
long	JJ	long
way	NN	way
,	,	,
thankfully	RB	thankfully
,	,	,
from	IN	from
carving	VBG	carve
holes	NNS	hole
in	IN	in
people	NNS	people
'	POS	'
s	NN	S
heads	NNS	head
and	CC	and
sticking	VBG	stick
ice	NN	ice
picks	NNS	pick
in	IN	in
our	PP$	our
frontal	JJ	frontal
cortices	NNS	cortex
to	TO	to
provide	VB	provide
people	NNS	people
with	IN	with
emotional	JJ	emotional
relief	NN	relief
.	SENT	.
Our	PP$	our
toolbox	NN	toolbox
of	IN	of
science-based	JJ	science-based
skills	NNS	skill
is	VBZ	be
vastly	RB	vastly
improved	VBN	improve
.	SENT	.
What	WP	what
we	PP	we
need	VBP	need
to	TO	to
do	VB	do
a	DT	a
better	JJR	good
job	NN	job
doing	VBG	do
is	VBZ	be
using	VBG	use
these	DT	these
tools	NNS	tool
in	IN	in
our	PP$	our
lives	NNS	life
and	CC	and
sharing	VBG	share
them	PP	them
with	IN	with
other	JJ	other
people	NNS	people
.	SENT	.
We	PP	we
spend	VBP	spend
enormous	JJ	enormous
amounts	NNS	amount
of	IN	of
resources	NNS	resource
teaching	VBG	teach
ourselves	PP	ourselves
how	WRB	how
to	TO	to
communicate	VB	communicate
more	RBR	more
effectively	RB	effectively
with	IN	with
other	JJ	other
people	NNS	people
.	SENT	.
What	WP	what
we	PP	we
need	VBP	need
to	TO	to
do	VB	do
is	VBZ	be
devote	VB	devote
an	DT	an
equivalent	JJ	equivalent
amount	NN	amount
of	IN	of
resources	NNS	resource
to	TO	to
teaching	VBG	teach
ourselves	PP	ourselves
how	WRB	how
to	TO	to
communicate	VB	communicate
more	RBR	more
effectively	RB	effectively
with	IN	with
ourselves	PP	ourselves
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
