I	NP	I
just	RB	just
dramatic	JJ	dramatic
on	IN	on
pricing	NN	pricing
.	SENT	.
Today	RB	today
it	PP	it
'	POS	'
s	NNS	<unknown>
less	RBR	less
than	IN	than
50	CD	@card@
cents	NNS	cent
a	DT	a
day	NN	day
.	SENT	.
And	CC	and
what	WP	what
'	POS	'
s	NN	S
interesting	JJ	interesting
is	VBZ	be
if	IN	if
you	PP	you
look	VBP	look
at	IN	at
the	DT	the
price	NN	price
elasticity	NN	elasticity
,	,	,
if	IN	if
you	PP	you
look	VBP	look
at	IN	at
the	DT	the
correlation	NN	correlation
between	IN	between
these	DT	these
two	CD	two
,	,	,
as	IN	as
the	DT	the
anti-retrovirals	NNS	<unknown>
come	VBP	come
down	RB	down
,	,	,
the	DT	the
number	NN	number
of	IN	of
people	NNS	people
you	PP	you
can	MD	can
treat	VB	treat
goes	NNS	go
radically	RB	radically
up	RB	up
.	SENT	.
And	CC	and
the	DT	the
Clinton	NP	Clinton
Foundation	NP	Foundation
and	CC	and
WHO	WP	who
believe	VBP	believe
that	IN	that
they	PP	they
can	MD	can
treat	VB	treat
three	CD	three
million	CD	million
people	NNS	people
worldwide	JJ	worldwide
by	IN	by
2005	CD	@card@
â	NP	<unknown>
two	CD	two
million	CD	million
in	IN	in
sub-Saharan	JJ	sub-Saharan
Africa	NP	Africa
.	SENT	.
And	CC	and
the	DT	the
falling	VBG	fall
price	NN	price
of	IN	of
drugs	NNS	drug
has	VBZ	have
a	DT	a
lot	NN	lot
to	TO	to
do	VB	do
with	IN	with
that	DT	that
.	SENT	.
Linux	NP	Linux
is	VBZ	be
another	DT	another
good	JJ	good
example	NN	example
.	SENT	.
Now	RB	now
we	PP	we
'	POS	'
ve	NN	ve
switched	VBD	switch
to	TO	to
critical	JJ	critical
mass	NN	mass
.	SENT	.
These	DT	these
are	VBP	be
now	RB	now
technologies	NNS	technology
that	WDT	that
are	VBP	be
hitting	VBG	hit
critical	JJ	critical
mass	NN	mass
.	SENT	.
If	IN	if
you	PP	you
look	VBP	look
here	RB	here
,	,	,
here	RB	here
'	POS	'
s	NN	S
Linux	NP	Linux
in	IN	in
red	JJ	red
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NN	S
hit	VBD	hit
20	CD	@card@
percent	NN	percent
.	SENT	.
Interestingly	RB	interestingly
,	,	,
it	PP	it
'	POS	'
s	NN	S
done	VBN	do
a	DT	a
crossover	NN	crossover
before	RB	before
,	,	,
but	CC	but
not	RB	not
the	DT	the
crossovers	NNS	crossover
that	DT	that
matter	NN	matter
.	SENT	.
The	DT	the
crossover	NN	crossover
that	RB	that
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
matter	VB	matter
is	VBZ	be
the	DT	the
one	CD	one
with	IN	with
the	DT	the
blue	NN	blue
.	SENT	.
But	CC	but
you	PP	you
can	MD	can
look	VB	look
and	CC	and
see	VB	see
the	DT	the
direction	NN	direction
those	DT	those
lines	NNS	line
are	VBP	be
going	VBG	go
,	,	,
you	PP	you
can	MD	can
see	VB	see
that	IN	that
at	IN	at
the	DT	the
20	CD	@card@
percent	NN	percent
,	,	,
it	PP	it
'	POS	'
s	NN	S
now	RB	now
taken	VBN	take
seriously	RB	seriously
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
just	RB	just
for	IN	for
the	DT	the
geeks	NNS	geek
any	RB	any
more	RBR	more
.	SENT	.
That	DT	that
is	VBZ	be
,	,	,
I	PP	I
imagine	VBP	imagine
,	,	,
what	WDT	what
people	NNS	people
in	IN	in
Redmond	NP	Redmond
wake	NN	wake
up	RB	up
in	IN	in
the	DT	the
middle	NN	middle
of	IN	of
the	DT	the
night	NN	night
thinking	VBG	think
about	RB	about
.	SENT	.
Another	DT	another
technology	NN	technology
that	IN	that
we	PP	we
see	VBP	see
all	DT	all
around	IN	around
us	PP	us
out	RB	out
here	RB	here
is	VBZ	be
hybrid	JJ	hybrid
cars	NNS	car
.	SENT	.
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
whether	IN	whether
anybody	NN	anybody
has	VBZ	have
a	DT	a
Prius	NP	<unknown>
2004	CD	@card@
,	,	,
but	CC	but
they	PP	they
'	POS	'
re	NN	re
fantastic	NN	fantastic
.	SENT	.
And	CC	and
if	IN	if
you	PP	you
look	VBP	look
at	IN	at
the	DT	the
trends	NNS	trend
here	RB	here
,	,	,
by	IN	by
about	RB	about
2008	CD	@card@
â	NP	<unknown>
and	CC	and
I	NP	I
don	NN	don
'	POS	'
t	NN	t
think	VBP	think
this	DT	this
is	VBZ	be
a	DT	a
crazy	JJ	crazy
forecast	NN	forecast
â	NP	<unknown>
they	PP	they
'	''	'
ll	NN	ll
be	VB	be
two	CD	two
percent	NN	percent
of	IN	of
auto	NN	auto
sales	NNS	sale
.	SENT	.
Two	CD	two
percent	NN	percent
isn	NN	isn
'	POS	'
t	NN	t
20	CD	@card@
percent	NN	percent
,	,	,
but	CC	but
in	IN	in
the	DT	the
car	NN	car
business	NN	business
,	,	,
which	WDT	which
is	VBZ	be
slow	RB	slow
moving	VBG	move
,	,	,
that	WDT	that
'	POS	'
s	NNS	<unknown>
huge	JJ	huge
;	:	;
that	WDT	that
'	POS	'
s	NN	S
arrival	NN	arrival
.	SENT	.
At	IN	at
two	CD	two
percent	NN	percent
,	,	,
you	PP	you
start	VBP	start
seeing	VBG	see
them	PP	them
on	IN	on
the	DT	the
roads	NNS	road
everywhere	RB	everywhere
.	SENT	.
And	CC	and
what	WP	what
'	POS	'
s	NNS	<unknown>
interesting	JJ	interesting
about	IN	about
the	DT	the
hybrids	NNS	hybrid
taking	VBG	take
off	RB	off
is	VBZ	be
you	PP	you
'	POS	'
ve	NN	ve
now	RB	now
introduced	VBD	introduce
electric	JJ	electric
motors	NNS	motor
to	TO	to
the	DT	the
automobile	NN	automobile
industry	NN	industry
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
the	DT	the
first	JJ	first
radical	JJ	radical
change	NN	change
in	IN	in
automobile	NN	automobile
technology	NN	technology
in	IN	in
100	CD	@card@
years	NNS	year
.	SENT	.
And	CC	and
once	RB	once
you	PP	you
have	VBP	have
electric	JJ	electric
motors	NNS	motor
,	,	,
you	PP	you
can	MD	can
do	VB	do
anything	NN	anything
:	:	:
you	PP	you
can	MD	can
change	VB	change
the	DT	the
structure	NN	structure
of	IN	of
the	DT	the
car	NN	car
in	IN	in
any	DT	any
way	NN	way
you	PP	you
want	VBP	want
.	SENT	.
You	PP	you
can	MD	can
have	VB	have
regenerative	JJ	regenerative
braking	VBG	brake
;	:	;
you	PP	you
can	MD	can
have	VB	have
drive-by-wire	NN	<unknown>
;	:	;
you	PP	you
can	MD	can
have	VB	have
replaceable	JJ	replaceable
body	NN	body
shapes	VBZ	shape
â	NP	<unknown>
it	PP	it
'	POS	'
s	NN	S
a	DT	a
little	JJ	little
thing	NN	thing
that	WDT	that
starts	VBZ	start
with	IN	with
a	DT	a
hybrid	NN	hybrid
,	,	,
but	CC	but
it	PP	it
can	MD	can
lead	VB	lead
to	TO	to
a	DT	a
whole	JJ	whole
new	JJ	new
era	NN	era
of	IN	of
the	DT	the
car	NN	car
.	SENT	.
Voice	NP	Voice
Over	NP	Over
IP	NP	IP
is	VBZ	be
something	NN	something
you	PP	you
may	MD	may
have	VB	have
heard	VBN	hear
something	NN	something
about	RB	about
.	SENT	.
Again	RB	again
,	,	,
it	PP	it
'	POS	'
s	JJ	<unknown>
kind	NN	kind
of	IN	of
coming	VBG	come
out	RP	out
of	IN	of
nowhere	RB	nowhere
;	:	;
it	PP	it
'	POS	'
s	NN	S
a	DT	a
little	RB	little
hard	JJ	hard
to	TO	to
use	VB	use
right	RB	right
now	RB	now
.	SENT	.
There	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
company	NN	company
created	VBN	create
by	IN	by
the	DT	the
Kazaa	NP	<unknown>
founders	NNS	founder
called	VBD	call
Skype	NP	<unknown>
.	SENT	.
Look	VB	look
at	IN	at
these	DT	these
numbers	NNS	number
.	SENT	.
They	PP	they
launched	VBD	launch
it	PP	it
in	IN	in
August	NP	August
of	IN	of
last	JJ	last
year	NN	year
;	:	;
they	PP	they
already	RB	already
have	VBP	have
nearly	RB	nearly
four	CD	four
million	CD	million
registered	JJ	registered
users	NNS	user
â	NP	<unknown>
that	IN	that
'	POS	'
s	JJ	<unknown>
critical	JJ	critical
mass	NN	mass
.	SENT	.
And	CC	and
the	DT	the
same	JJ	same
thing	NN	thing
'	POS	'
s	NNS	<unknown>
happening	VBG	happen
on	IN	on
the	DT	the
carrier	NN	carrier
side	NN	side
.	SENT	.
You	PP	you
'	POS	'
re	NN	re
looking	VBG	look
at	IN	at
IP	NP	IP
taking	VBG	take
over	RP	over
from	IN	from
some	DT	some
of	IN	of
the	DT	the
traditional	JJ	traditional
telecom	NN	<unknown>
standards	NNS	standard
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
tipping	VBG	tip
point	NN	point
â	NP	<unknown>
if	IN	if
Malcolm	NP	Malcolm
'	POS	'
s	NN	S
here	RB	here
,	,	,
forgive	VB	forgive
me	PP	me
â	NP	<unknown>
and	CC	and
it	PP	it
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
change	VB	change
the	DT	the
economics	NNS	economics
,	,	,
and	CC	and
the	DT	the
speed	NN	speed
,	,	,
and	CC	and
the	DT	the
players	NNS	player
in	IN	in
the	DT	the
industry	NN	industry
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
look	VB	look
a	DT	a
little	JJ	little
bit	NN	bit
like	IN	like
that	DT	that
.	SENT	.
And	CC	and
finally	RB	finally
,	,	,
free	JJ	free
.	SENT	.
Free	NP	Free
is	VBZ	be
really	RB	really
,	,	,
really	RB	really
interesting	JJ	interesting
.	SENT	.
Free	NP	Free
is	VBZ	be
something	NN	something
that	WDT	that
comes	VBZ	come
with	IN	with
digital	JJ	digital
,	,	,
because	IN	because
the	DT	the
reproduction	NN	reproduction
costs	NNS	cost
are	VBP	be
essentially	RB	essentially
free	JJ	free
.	SENT	.
It	PP	it
comes	VBZ	come
with	IN	with
IP	NP	IP
,	,	,
because	IN	because
it	PP	it
'	POS	'
s	VBG	<unknown>
such	PDT	such
an	DT	an
efficient	JJ	efficient
protocol	NN	protocol
.	SENT	.
It	PP	it
comes	VBZ	come
with	IN	with
fiber	NN	fiber
optics	NNS	optic
,	,	,
because	IN	because
there	EX	there
'	''	'
s	NN	S
so	IN	so
much	JJ	much
bandwidth	NN	bandwidth
.	SENT	.
Free	NP	Free
is	VBZ	be
really	RB	really
,	,	,
you	PP	you
know	VBP	know
,	,	,
the	DT	the
gift	NN	gift
of	IN	of
Silicon	NP	Silicon
Valley	NP	Valley
to	TO	to
the	DT	the
world	NN	world
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
an	DT	an
economic	JJ	economic
force	NN	force
;	:	;
it	PP	it
'	POS	'
s	NN	S
a	DT	a
technical	JJ	technical
force	NN	force
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
a	DT	a
deflationary	JJ	deflationary
force	NN	force
,	,	,
if	IN	if
not	RB	not
handled	VBN	handle
right	RB	right
.	SENT	.
It	PP	it
is	VBZ	be
abundance	NN	abundance
,	,	,
as	RB	as
opposed	VBN	oppose
to	TO	to
scarcity	NN	scarcity
.	SENT	.
Free	NP	Free
is	VBZ	be
probably	RB	probably
the	DT	the
most	RBS	most
interesting	JJ	interesting
thing	NN	thing
.	SENT	.
And	CC	and
here	RB	here
you	PP	you
have	VBP	have
just	RB	just
the	DT	the
number	NN	number
of	IN	of
songs	NNS	song
that	WDT	that
can	MD	can
be	VB	be
stored	VBN	store
on	IN	on
a	DT	a
hard	JJ	hard
drive	NN	drive
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
there	EX	there
could	MD	could
be	VB	be
a	DT	a
film	NN	film
'	POS	'
s	NNS	<unknown>
[	SYM	[
unclear	JJ	unclear
]	SYM	]
there	RB	there
,	,	,
but	CC	but
it	PP	it
'	POS	'
s	NN	S
basically	RB	basically
,	,	,
every	DT	every
song	NN	song
ever	RB	ever
made	VBN	make
could	MD	could
be	VB	be
stored	VBN	store
on	IN	on
400	CD	@card@
dollars	NNS	dollar
worth	JJ	worth
of	IN	of
storage	NN	storage
by	IN	by
2008	CD	@card@
.	SENT	.
It	PP	it
takes	VBZ	take
that	IN	that
entire	JJ	entire
element	NN	element
,	,	,
the	DT	the
physical	JJ	physical
element	NN	element
,	,	,
of	IN	of
songs	NNS	song
off	IN	off
the	DT	the
table	NN	table
.	SENT	.
And	CC	and
you	PP	you
'	POS	'
ve	NN	ve
seen	VBN	see
the	DT	the
numbers	NNS	number
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
you	PP	you
know	VBP	know
,	,	,
the	DT	the
music	NN	music
industry	NN	industry
is	VBZ	be
imploding	VBG	implode
in	IN	in
front	NN	front
of	IN	of
our	PP$	our
very	JJ	very
eyes	NNS	eye
,	,	,
and	CC	and
Hollywood	NP	Hollywood
'	POS	'
s	NN	S
worried	VBD	worry
as	RB	as
well	RB	well
.	SENT	.
They	PP	they
'	''	'
re	IN	re
facing	VBG	face
a	DT	a
force	NN	force
that	IN	that
they	PP	they
haven	NN	haven
'	POS	'
t	NN	t
faced	VBD	face
before	RB	before
.	SENT	.
And	CC	and
their	PP$	their
response	NN	response
is	VBZ	be
draconian	JJ	draconian
,	,	,
and	CC	and
not	RB	not
necessarily	RB	necessarily
the	DT	the
one	CD	one
that	WDT	that
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
get	VB	get
them	PP	them
out	RP	out
of	IN	of
this	DT	this
.	SENT	.
And	CC	and
finally	RB	finally
,	,	,
I	PP	I
'	POS	'
ll	NNS	<unknown>
give	VBP	give
you	PP	you
one	CD	one
last	JJ	last
example	NN	example
of	IN	of
free	JJ	free
â	NP	<unknown>
perhaps	RB	perhaps
the	DT	the
most	RBS	most
powerful	JJ	powerful
of	IN	of
all	DT	all
.	SENT	.
I	PP	I
mentioned	VBD	mention
fiber	NN	fiber
optics	NNS	optic
â	NP	<unknown>
their	PP$	their
abundance	NN	abundance
tends	VBZ	tend
to	TO	to
make	VB	make
things	NNS	thing
free	JJ	free
.	SENT	.
This	DT	this
is	VBZ	be
the	DT	the
price	NN	price
of	IN	of
a	DT	a
phone	NN	phone
call	NN	call
to	TO	to
India	NP	India
per	IN	per
minute	NN	minute
.	SENT	.
And	CC	and
what	WP	what
'	POS	'
s	NN	S
interesting	JJ	interesting
is	VBZ	be
that	IN	that
it	PP	it
was	VBD	be
just	RB	just
1990	CD	@card@
when	WRB	when
it	PP	it
was	VBD	be
more	JJR	more
than	IN	than
two	CD	two
dollars	NNS	dollar
a	DT	a
minute	NN	minute
.	SENT	.
India	NP	India
had	VBD	have
,	,	,
still	RB	still
has	VBZ	have
,	,	,
a	DT	a
regulated	JJ	regulated
phone	NN	phone
system	NN	system
and	CC	and
so	RB	so
did	VBD	do
we	PP	we
.	SENT	.
It	PP	it
was	VBD	be
surprisingly	RB	surprisingly
non-innovative	JJ	non-innovative
,	,	,
moved	VBD	move
very	RB	very
slowly	RB	slowly
,	,	,
but	CC	but
then	RB	then
there	EX	there
was	VBD	be
just	RB	just
so	RB	so
much	JJ	much
fiber	NN	fiber
out	IN	out
there	RB	there
,	,	,
you	PP	you
couldn	NNS	<unknown>
'	POS	'
t	NN	t
hold	NN	hold
back	RB	back
,	,	,
and	CC	and
look	VB	look
how	WRB	how
quickly	RB	quickly
the	DT	the
price	NN	price
fell	VBD	fall
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
seven	CD	seven
cents	NNS	cent
a	DT	a
minute	NN	minute
,	,	,
in	IN	in
many	JJ	many
cases	NNS	case
.	SENT	.
And	CC	and
the	DT	the
consequence	NN	consequence
of	IN	of
cheap	JJ	cheap
phone	NN	phone
calling	NN	calling
,	,	,
free	JJ	free
phone	NN	phone
calling	NN	calling
,	,	,
to	TO	to
India	NP	India
,	,	,
is	VBZ	be
the	DT	the
pissed-off	JJ	<unknown>
programmer	NN	programmer
,	,	,
is	VBZ	be
the	DT	the
outsourcing	NN	outsourcing
.	SENT	.
It	PP	it
is	VBZ	be
probably	RB	probably
one	CD	one
of	IN	of
the	DT	the
most	RBS	most
dramatic	JJ	dramatic
shifts	NNS	shift
in	IN	in
globalization	NN	globalization
and	CC	and
one	CD	one
of	IN	of
the	DT	the
most	RBS	most
powerful	JJ	powerful
economic	JJ	economic
tools	NNS	tool
that	IN	that
we	PP	we
'	POS	'
re	NN	re
seeing	VBG	see
in	IN	in
our	PP$	our
world	NN	world
today	NN	today
.	SENT	.
The	DT	the
force	NN	force
of	IN	of
India	NP	India
,	,	,
and	CC	and
then	RB	then
China	NP	China
,	,	,
and	CC	and
any	DT	any
other	JJ	other
country	NN	country
that	WDT	that
can	MD	can
contact	VB	contact
our	PP$	our
markets	NNS	market
and	CC	and
will	MD	will
work	VB	work
with	IN	with
our	PP$	our
companies	NNS	company
â	NP	<unknown>
because	IN	because
the	DT	the
communications	NNS	communication
are	VBP	be
free	JJ	free
â	NP	<unknown>
is	VBZ	be
just	RB	just
beginning	VBG	begin
to	TO	to
be	VB	be
felt	VBN	feel
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
that	IN	that
'	POS	'
s	NN	S
probably	RB	probably
one	CD	one
of	IN	of
the	DT	the
most	RBS	most
important	JJ	important
technology	NN	technology
trends	NNS	trend
that	IN	that
we	PP	we
'	POS	'
re	NN	re
looking	VBG	look
at	IN	at
today	NN	today
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
