So	IN	so
comes	VBZ	come
in	IN	in
and	CC	and
modulates	VBZ	modulate
a	DT	a
molecular	JJ	molecular
machine	NN	machine
.	SENT	.
And	CC	and
this	DT	this
could	MD	could
be	VB	be
a	DT	a
drug	NN	drug
molecule	NN	molecule
that	WDT	that
goes	VBZ	go
into	IN	into
the	DT	the
body	NN	body
,	,	,
goes	VBZ	go
into	IN	into
the	DT	the
cell	NN	cell
and	CC	and
then	RB	then
sticks	VBZ	stick
to	TO	to
this	DT	this
protein	NN	protein
just	RB	just
over	IN	over
here	RB	here
.	SENT	.
And	CC	and
this	DT	this
drug	NN	drug
molecule	NN	molecule
actually	RB	actually
glues	VBZ	glue
the	DT	the
DNA	NP	DNA
repair	NN	repair
proteins	NNS	protein
clamp	NN	clamp
shut	VBD	shut
,	,	,
so	RB	so
it	PP	it
can	MD	can
'	''	'
t	NN	t
do	VBP	do
effective	JJ	effective
DNA	NN	DNA
repair	NN	repair
causing	VBG	cause
cancerous	JJ	cancerous
cells	NNS	cell
to	TO	to
die	VB	die
and	CC	and
leaving	VBG	leave
just	RB	just
healthy	JJ	healthy
cells	NNS	cell
remaining	VBG	remain
.	SENT	.
Now	RB	now
to	TO	to
design	VB	design
such	PDT	such
an	DT	an
amazing	JJ	amazing
drug	NN	drug
molecule	NN	molecule
completely	RB	completely
rationally	RB	rationally
,	,	,
we	PP	we
'	POS	'
d	NN	d
have	VBP	have
to	TO	to
understand	VB	understand
how	WRB	how
all	DT	all
of	IN	of
these	DT	these
biomolecular	JJ	biomolecular
elements	NNS	element
come	VBP	come
together	RB	together
.	SENT	.
We	PP	we
would	MD	would
need	VB	need
an	DT	an
AI	VBP	ai
analog	NN	analog
of	IN	of
all	DT	all
and	CC	and
any	DT	any
biomolecular	JJ	biomolecular
systems	NNS	system
.	SENT	.
Earlier	RBR	earlier
this	DT	this
year	NN	year
,	,	,
we	PP	we
had	VBD	have
a	DT	a
breakthrough	NN	breakthrough
.	SENT	.
We	PP	we
developed	VBD	develop
a	DT	a
new	JJ	new
version	NN	version
of	IN	of
AlphaFold	NP	<unknown>
,	,	,
called	VBN	call
AlphaFold	NP	<unknown>
3	CD	@card@
,	,	,
that	WDT	that
can	MD	can
model	VB	model
the	DT	the
structure	NN	structure
of	IN	of
almost	RB	almost
all	DT	all
biomolecules	NNS	biomolecule
coming	VBG	come
together	RB	together
with	IN	with
unprecedented	JJ	unprecedented
accuracy	NN	accuracy
.	SENT	.
This	DT	this
model	NN	model
takes	VBZ	take
as	IN	as
input	NN	input
the	DT	the
protein	NN	protein
sequence	NN	sequence
,	,	,
the	DT	the
DNA	NP	DNA
sequence	NN	sequence
and	CC	and
the	DT	the
molecule	NN	molecule
atoms	NNS	atom
.	SENT	.
And	CC	and
these	DT	these
inputs	NNS	input
are	VBP	be
fed	VBN	feed
to	TO	to
a	DT	a
neural	JJ	neural
network	NN	network
that	WDT	that
has	VBZ	have
a	DT	a
large	JJ	large
processing	NN	processing
trunk	NN	trunk
based	VBN	base
on	IN	on
transformers	NNS	transformer
.	SENT	.
Now	RB	now
unlike	IN	unlike
a	DT	a
large	JJ	large
language	NN	language
model	NN	model
that	WDT	that
operates	VBZ	operate
on	IN	on
one-	JJ	one-
dimensional	JJ	dimensional
sequences	NNS	sequence
,	,	,
instead	RB	instead
,	,	,
our	PP$	our
model	NN	model
uses	VBZ	use
what	WP	what
'	POS	'
s	NN	S
called	VBD	call
a	DT	a
"	``	"
pairformer	NN	pairformer
"	''	"
and	CC	and
operates	VBZ	operate
on	IN	on
a	DT	a
2D	JJ	<unknown>
interaction	NN	interaction
grid	NN	grid
of	IN	of
the	DT	the
input	NN	input
sequence	NN	sequence
.	SENT	.
And	CC	and
this	DT	this
allows	VBZ	allow
our	PP$	our
model	NN	model
to	TO	to
explicitly	RB	explicitly
reason	VB	reason
about	IN	about
every	DT	every
pairwise	JJ	<unknown>
interaction	NN	interaction
that	WDT	that
could	MD	could
occur	VB	occur
in	IN	in
this	DT	this
biomolecular	JJ	biomolecular
system	NN	system
.	SENT	.
And	CC	and
so	RB	so
we	PP	we
can	MD	can
use	VB	use
the	DT	the
features	NNS	feature
of	IN	of
this	DT	this
processing	NN	processing
trunk	NN	trunk
to	TO	to
condition	VB	condition
a	DT	a
diffusion	NN	diffusion
model	NN	model
.	SENT	.
Now	RB	now
you	PP	you
might	MD	might
know	VB	know
diffusion	NN	diffusion
models	NNS	model
as	IN	as
these	DT	these
amazing	JJ	amazing
image	NN	image
generative	JJ	generative
models	NNS	model
.	SENT	.
Now	RB	now
just	RB	just
like	IN	like
diffusing	VBG	diffuse
the	DT	the
pixels	NNS	pixel
in	IN	in
an	DT	an
image	NN	image
,	,	,
instead	RB	instead
,	,	,
our	PP$	our
diffusion	NN	diffusion
model	NN	model
diffuses	VBZ	diffuse
the	DT	the
3D	JJ	3D
atom	NN	atom
coordinates	VBZ	coordinate
of	IN	of
our	PP$	our
biomolecular	JJ	biomolecular
system	NN	system
.	SENT	.
So	RB	so
now	RB	now
this	DT	this
gives	VBZ	give
us	PP	us
a	DT	a
completely	RB	completely
malleable	JJ	malleable
virtual	JJ	virtual
biomolecular	JJ	biomolecular
world	NN	world
.	SENT	.
It	PP	it
'	''	'
s	VBG	<unknown>
our	PP$	our
AI	NN	ai
analog	NN	analog
that	IN	that
we	PP	we
can	MD	can
probe	VB	probe
as	RB	as
if	IN	if
it	PP	it
'	POS	'
s	NN	S
the	DT	the
real	JJ	real
world	NN	world
.	SENT	.
We	PP	we
can	MD	can
make	VB	make
changes	NNS	change
to	TO	to
the	DT	the
inputs	NNS	input
,	,	,
changes	NNS	change
to	TO	to
the	DT	the
molecule	NN	molecule
designs	NNS	design
and	CC	and
see	VB	see
how	WRB	how
that	DT	that
changes	NNS	change
the	DT	the
output	NN	output
structure	NN	structure
.	SENT	.
So	RB	so
let	VB	let
'	''	'
s	NNS	<unknown>
use	VBP	use
this	DT	this
model	NN	model
to	TO	to
design	VB	design
a	DT	a
new	JJ	new
drug	NN	drug
for	IN	for
our	PP$	our
DNA	NP	DNA
repair	NN	repair
protein	NN	protein
.	SENT	.
We	PP	we
can	MD	can
take	VB	take
a	DT	a
small	JJ	small
molecule	NN	molecule
that	RB	that
'	POS	'
s	RB	<unknown>
been	VBN	be
recorded	VBN	record
to	TO	to
stick	VB	stick
to	TO	to
this	DT	this
protein	NN	protein
and	CC	and
make	VB	make
changes	NNS	change
to	TO	to
its	PP$	its
design	NN	design
.	SENT	.
We	PP	we
want	VBP	want
to	TO	to
change	VB	change
the	DT	the
molecule	NN	molecule
design	NN	design
so	RB	so
that	IN	that
this	DT	this
molecule	NN	molecule
makes	VBZ	make
more	JJR	more
interactions	NNS	interaction
with	IN	with
the	DT	the
protein	NN	protein
,	,	,
and	CC	and
that	WDT	that
will	MD	will
make	VB	make
it	PP	it
stick	VB	stick
to	TO	to
this	DT	this
protein	NN	protein
stronger	RBR	stronger
.	SENT	.
And	CC	and
so	RB	so
you	PP	you
can	MD	can
imagine	VB	imagine
that	IN	that
this	DT	this
gives	VBZ	give
a	DT	a
human	JJ	human
drug	NN	drug
designer	NN	designer
a	DT	a
perfect	JJ	perfect
game	NN	game
to	TO	to
play	VB	play
.	SENT	.
How	WRB	how
do	VBP	do
I	PP	I
change	VB	change
the	DT	the
design	NN	design
of	IN	of
this	DT	this
molecule	NN	molecule
to	TO	to
create	VB	create
more	JJR	more
interactions	NNS	interaction
?	SENT	?
Now	RB	now
normally	RB	normally
,	,	,
a	DT	a
drug	NN	drug
designer	NN	designer
would	MD	would
have	VB	have
to	TO	to
wait	VB	wait
months	NNS	month
to	TO	to
get	VB	get
results	NNS	result
back	RB	back
from	IN	from
a	DT	a
real	JJ	real
lab	NN	lab
at	IN	at
each	DT	each
step	NN	step
of	IN	of
this	DT	this
design	NN	design
game	NN	game
.	SENT	.
But	CC	but
for	IN	for
us	PP	us
,	,	,
using	VBG	use
this	DT	this
AI	NN	ai
analog	NN	analog
,	,	,
this	DT	this
takes	VBZ	take
just	JJ	just
seconds	NNS	second
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
the	DT	the
reality	NN	reality
of	IN	of
what	WP	what
our	PP$	our
drug	NN	drug
designers	NNS	designer
back	RB	back
in	IN	in
London	NP	London
are	VBP	be
doing	VBG	do
right	RB	right
now	RB	now
.	SENT	.
So	RB	so
we	PP	we
have	VBP	have
this	DT	this
beautiful	JJ	beautiful
game	NN	game
that	RB	that
'	POS	'
s	NNS	<unknown>
being	VBG	be
played	VBN	play
by	IN	by
our	PP$	our
drug	NN	drug
designers	NNS	designer
,	,	,
who	WP	who
are	VBP	be
using	VBG	use
this	DT	this
AI	VBP	ai
analog	NN	analog
of	IN	of
biomolecular	JJ	biomolecular
systems	NNS	system
to	TO	to
rationally	RB	rationally
design	VB	design
potential	JJ	potential
new	JJ	new
drug	NN	drug
molecules	NNS	molecule
.	SENT	.
But	CC	but
you	PP	you
can	MD	can
imagine	VB	imagine
that	IN	that
we	PP	we
don	VB	don
'	''	'
t	NN	t
have	VBP	have
to	TO	to
just	RB	just
limit	VB	limit
this	DT	this
game	NN	game
to	TO	to
human	JJ	human
drug	NN	drug
designers	NNS	designer
Earlier	RBR	earlier
in	IN	in
my	PP$	my
career	NN	career
,	,	,
I	PP	I
worked	VBD	work
on	IN	on
training	NN	training
agents	NNS	agent
to	TO	to
beat	VB	beat
the	DT	the
top	JJ	top
human	JJ	human
professionals	NNS	professional
at	IN	at
the	DT	the
game	NN	game
of	IN	of
StarCraft	NP	Starcraft
.	SENT	.
And	CC	and
we	PP	we
created	VBD	create
game-playing	VBG	game-play
agents	NNS	agent
for	IN	for
the	DT	the
games	NNS	game
of	IN	of
Go	NP	Go
and	CC	and
Capture	VB	capture
the	DT	the
Flag	NN	flag
.	SENT	.
So	RB	so
why	WRB	why
can	MD	can
'	''	'
t	NN	t
we	PP	we
create	VBP	create
agents	NNS	agent
that	WDT	that
instead	RB	instead
play	VBP	play
the	DT	the
game	NN	game
that	IN	that
our	PP$	our
human	JJ	human
drug	NN	drug
designers	NNS	designer
are	VBP	be
playing	VBG	play
?	SENT	?
So	RB	so
now	RB	now
our	PP$	our
AI	NN	ai
analog	NN	analog
becomes	VBZ	become
the	DT	the
game	NN	game
environment	NN	environment
,	,	,
and	CC	and
we	PP	we
can	MD	can
train	VB	train
agents	NNS	agent
against	IN	against
that	DT	that
.	SENT	.
And	CC	and
we	PP	we
already	RB	already
have	VBP	have
some	DT	some
incredibly	RB	incredibly
powerful	JJ	powerful
agents	NNS	agent
that	WDT	that
are	VBP	be
already	RB	already
doing	VBG	do
this	DT	this
today	NN	today
.	SENT	.
Now	RB	now
in	IN	in
this	DT	this
setup	NN	setup
,	,	,
all	RB	all
of	IN	of
the	DT	the
drug	NN	drug
design	NN	design
is	VBZ	be
happening	VBG	happen
on	IN	on
a	DT	a
computer	NN	computer
.	SENT	.
So	RB	so
what	WP	what
happens	VBZ	happen
if	IN	if
we	PP	we
have	VBP	have
access	NN	access
to	TO	to
many	JJ	many
,	,	,
many	JJ	many
computers	NNS	computer
?	SENT	?
Well	RB	well
instead	RB	instead
of	IN	of
having	VBG	have
one	CD	one
human	JJ	human
drug	NN	drug
designer	NN	designer
working	VBG	work
on	IN	on
some	DT	some
new	JJ	new
molecule	NN	molecule
designs	NNS	design
,	,	,
instead	RB	instead
,	,	,
we	PP	we
can	MD	can
have	VB	have
thousands	NNS	thousand
of	IN	of
agents	NNS	agent
doing	VBG	do
molecule	NN	molecule
design	NN	design
in	IN	in
parallel	NN	parallel
.	SENT	.
Just	RB	just
imagine	VB	imagine
what	WP	what
impact	NN	impact
that	WDT	that
could	MD	could
have	VB	have
on	IN	on
patients	NNS	patient
suffering	VBG	suffer
from	IN	from
a	DT	a
rare	JJ	rare
type	NN	type
of	IN	of
cancer	NN	cancer
,	,	,
the	DT	the
speed	NN	speed
that	IN	that
we	PP	we
could	MD	could
get	VB	get
to	TO	to
a	DT	a
potential	JJ	potential
new	JJ	new
molecule	NN	molecule
to	TO	to
address	VB	address
this	DT	this
medical	JJ	medical
need	NN	need
or	CC	or
the	DT	the
ability	NN	ability
to	TO	to
go	VB	go
after	IN	after
many	JJ	many
diseases	NNS	disease
in	IN	in
parallel	NN	parallel
.	SENT	.
Cancer	NN	cancer
is	VBZ	be
often	RB	often
caused	VBN	cause
by	IN	by
mutations	NNS	mutation
of	IN	of
proteins	NNS	protein
,	,	,
and	CC	and
even	RB	even
within	IN	within
the	DT	the
same	JJ	same
type	NN	type
of	IN	of
cancer	NN	cancer
,	,	,
each	DT	each
patient	NN	patient
can	MD	can
have	VB	have
different	JJ	different
mutations	NNS	mutation
.	SENT	.
And	CC	and
that	DT	that
means	VBZ	mean
that	IN	that
one	CD	one
drug	NN	drug
molecule	NN	molecule
won	NN	won
'	POS	'
t	NN	t
work	NN	work
for	IN	for
all	DT	all
patients	NNS	patient
.	SENT	.
But	CC	but
what	WP	what
if	IN	if
we	PP	we
could	MD	could
go	VB	go
in	RP	in
and	CC	and
measure	VB	measure
each	DT	each
individual	JJ	individual
patient	NN	patient
'	POS	'
s	JJ	<unknown>
protein	NN	protein
mutations	NNS	mutation
,	,	,
and	CC	and
then	RB	then
have	VB	have
a	DT	a
whole	JJ	whole
team	NN	team
of	IN	of
molecule-design	JJ	<unknown>
agents	NNS	agent
working	VBG	work
on	IN	on
that	DT	that
individual	NN	individual
'	POS	'
s	JJ	<unknown>
protein	NN	protein
mutations	NNS	mutation
?	SENT	?
Then	RB	then
we	PP	we
could	MD	could
create	VB	create
a	DT	a
molecule	NN	molecule
tailored	VBN	tailor
for	IN	for
each	DT	each
individual	JJ	individual
patient	NN	patient
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
showing	VBG	show
just	RB	just
this	DT	this
.	SENT	.
Here	RB	here
the	DT	the
protein	NN	protein
is	VBZ	be
randomly	RB	randomly
mutating	VBG	mutate
,	,	,
and	CC	and
each	DT	each
mutation	NN	mutation
in	IN	in
red	NN	red
subtly	RB	subtly
changes	VBZ	change
the	DT	the
3D	JJ	3D
shape	NN	shape
of	IN	of
this	DT	this
protein	NN	protein
.	SENT	.
And	CC	and
we	PP	we
'	POS	'
re	NN	re
able	JJ	able
to	TO	to
generate	VB	generate
molecules	NNS	molecule
that	WDT	that
should	MD	should
stick	VB	stick
to	TO	to
this	DT	this
protein	NN	protein
in	IN	in
response	NN	response
to	TO	to
these	DT	these
changes	NNS	change
.	SENT	.
Now	RB	now
this	DT	this
is	VBZ	be
still	RB	still
far	RB	far
away	RB	away
from	IN	from
patients	NNS	patient
,	,	,
and	CC	and
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
huge	JJ	huge
amount	NN	amount
of	IN	of
complexity	NN	complexity
in	IN	in
drug	NN	drug
design	NN	design
left	VBD	leave
to	TO	to
tackle	VB	tackle
,	,	,
but	CC	but
this	DT	this
really	RB	really
does	VBZ	do
give	VB	give
us	PP	us
a	DT	a
glimpse	NN	glimpse
at	IN	at
the	DT	the
future	NN	future
that	WDT	that
is	VBZ	be
to	TO	to
come	VB	come
.	SENT	.
So	IN	so
we	PP	we
'	POS	'
ve	NN	ve
seen	VBN	see
how	WRB	how
this	DT	this
new	JJ	new
AI	NN	ai
paradigm	NN	paradigm
is	VBZ	be
driving	VBG	drive
our	PP$	our
progression	NN	progression
in	IN	in
drug	NN	drug
design	NN	design
.	SENT	.
And	CC	and
you	PP	you
can	MD	can
also	RB	also
see	VB	see
this	DT	this
paradigm	NN	paradigm
being	VBG	be
played	VBN	play
out	RP	out
in	IN	in
material	NN	material
science	NN	science
,	,	,
in	IN	in
creating	VBG	create
new	JJ	new
forms	NNS	form
of	IN	of
energy	NN	energy
and	CC	and
in	IN	in
chemistry	NN	chemistry
.	SENT	.
The	DT	the
ability	NN	ability
to	TO	to
take	VB	take
our	PP$	our
real	JJ	real
messy	JJ	messy
world	NN	world
and	CC	and
then	RB	then
create	VB	create
our	PP$	our
own	JJ	own
AI	NN	ai
analogs	NNS	analog
to	TO	to
then	RB	then
on	IN	on
a	DT	a
computer	NN	computer
do	VBP	do
open-ended	JJ	open-ended
scientific	JJ	scientific
discovery	NN	discovery
to	TO	to
create	VB	create
new	JJ	new
knowledge	NN	knowledge
that	IN	that
we	PP	we
can	MD	can
take	VB	take
back	RB	back
out	RB	out
and	CC	and
change	VB	change
the	DT	the
world	NN	world
around	IN	around
us	PP	us
.	SENT	.
This	DT	this
is	VBZ	be
an	DT	an
incredibly	RB	incredibly
powerful	JJ	powerful
paradigm	NN	paradigm
,	,	,
and	CC	and
one	CD	one
that	WDT	that
will	MD	will
bring	VB	bring
about	IN	about
a	DT	a
whole	JJ	whole
new	JJ	new
wave	NN	wave
of	IN	of
scientific	JJ	scientific
and	CC	and
technological	JJ	technological
advancements	NNS	advancement
.	SENT	.
And	CC	and
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
need	VB	need
as	IN	as
many	JJ	many
people	NNS	people
as	IN	as
possible	JJ	possible
,	,	,
especially	RB	especially
those	DT	those
working	NN	working
in	IN	in
machine	NN	machine
learning	NN	learning
,	,	,
AI	NN	ai
and	CC	and
technology	NN	technology
,	,	,
to	TO	to
help	VB	help
drive	VB	drive
this	DT	this
new	JJ	new
wave	NN	wave
of	IN	of
progression	NN	progression
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
